lipid,logFC,logCPM,LR,PValue,FDR,type,FAD185_M1_Male_5xFAD_cortex,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_cortex,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_cortex,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_cortex,FAD189_M2_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_cortex,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_cortex,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank
CerP(d18:1/26:1(17Z)),-0.6206792258431532,1.7552111764160496,2.576646095734134,0.10845123275085879,0.5313940885168779,Cer,10245.260681152344,10909.800743103027,10560.500774383543,10671.100730895996,11400.96089553833,11871.04082107544,11573.020782470703,11173.760757446287,12867.820892333984,12273.660873413086,10854.98072052002,10335.78076171875,17106.38124847412
DG(32:5)_C18:2,-0.6215870560097314,4.27403739789176,2.5853365773583055,0.10785747915790124,0.5313940885168779,DAG,67226.10461807251,69011.82493209839,67237.12480926514,66742.3243637085,70451.36502075195,65909.70475387573,68594.88496017456,68225.56470870972,73220.84499359131,68624.52490234375,69256.90490722656,73199.58504867554,75692.72525024414
FA(22:4),-0.6201441377447714,4.2476574964064175,2.5731533215046056,0.10869087764280624,0.5313940885168779,FA,58290.26446533203,57531.02429199219,54820.74401855469,51153.18395996094,177927.3729248047,48586.70373535156,57076.60388183594,53607.44354248047,147373.1700439453,48090.20349121094,49741.56317138672,55975.5237121582,73046.98486328125
omega-linoleoyloxy-Cer(d18:1/31:0),-0.6202387817648114,0.5513873322561742,2.5710147033250763,0.10883789880263028,0.5313940885168779,Cer,4837.340328216553,3844.4202766418457,4509.380302429199,4476.000350952148,4072.000301361084,3972.4003257751465,4101.720275878906,4278.520294189453,4745.32035446167,4287.300308227539,4692.000350952148,4243.820308685303,10113.140518188477
[TG(46:6)]_FA18:1,-0.6159194364021148,4.970045238745388,2.5377172564985813,0.11115538503813878,0.531981685579236,TAG,87035.10586547852,76962.2265625,86417.80627441406,90807.84671020508,85293.606201171875,86737.9859008789,472152.9739379883,88254.60525512695,73520.10540771484,67119.12481689453,391080.66326904297,73565.3452758789,32727.76232910156
[TG(58:7)|TG(57:0)]_FA18:3,0.6486858498214942,6.379237346584907,2.5544521446972794,0.10998393427933144,0.531981685579236,TAG,478676.1304321289,400412.7311401367,770820.0344848633,281793.0202636719,718698.6336669922,497312.9977416992,313284.3023071289,377870.1098632813,416114.4310913086,118071.26782226562,189874.7915649414,164942.4512939453,41374.74295043945
[TG(59:10)|TG(58:3)]_FA16:0,0.6494154657645423,5.435394408402973,2.559969607044877,0.10960069042884865,0.531981685579236,TAG,184208.83489990231,198837.61572265625,195515.4542236328,318433.6452026367,234083.31915283203,279609.8811035156,171947.1323852539,169047.5711669922,116311.76837158205,90594.00653076172,95991.2865600586,86919.20623779297,107271.0884399414
CAR(22:6),-0.6161259055683694,6.289081021596634,2.5394920737562643,0.11103049862134849,0.531981685579236,CAR,281148.3609428406,272721.35607910156,271400.38035964966,263750.7584037781,273758.11989212036,267315.89880752563,276313.58113861084,273481.63846206665,293004.68127441406,284464.18241882324,282123.80072784424,277176.38065338135,318534.2431640625
CAR(3:0)_QUAL,-0.6182358272292103,5.042195139375917,2.5571493413649478,0.10979640280056206,0.531981685579236,CAR,123692.34926986694,122593.88901519775,120087.54792022704,120196.88845825195,118975.02885437012,117618.78731918336,119264.28828811646,118150.98783874512,125381.64919281006,123127.74910736084,125972.00887298584,127057.82883453368,107413.6280517578
CAR(4:1),-0.6161331474215065,8.096319884371567,2.5395878812123556,0.1110237614475906,0.531981685579236,CAR,979435.948928833,981668.7521324158,990477.81142807,987943.68994140625,970866.0243225098,966010.9107437134,987669.7039871216,977738.1679763794,1033316.29473114,1019318.9745750428,1018405.2124443054,1016850.2995758055,978969.513671875
Cer(d18:0/13:0),-0.6187076279099505,3.263413465578942,2.5608240905672797,0.1095414692549176,0.531981685579236,Cer,30308.66212081909,33138.32256317139,31720.562351226807,32430.66231918335,32942.30228805542,34314.02250671387,34275.9224281311,34257.34228897095,34509.24262237549,35079.362632751465,31087.222202301025,35865.922145843506,41184.04275512695
Cer(d18:0/14:0),-0.6167265961708913,3.6511929203935396,2.544276477556224,0.11069460861619894,0.531981685579236,Cer,42399.82286071777,44675.843311309814,42210.26313018799,42500.36322021485,41879.262954711914,47684.48356628418,44387.382736206055,43728.34299850464,47784.783447265625,43170.5228843689,44885.68304824829,47430.80322647095,50856.26361083984
Cer(d18:0/25:0),-0.6170729061217197,4.572623841066546,2.547326853579762,0.11048103999281922,0.531981685579236,Cer,79363.0454864502,81298.02593612671,81549.76550292969,81511.68585205078,81923.58613204956,87009.10650634766,89664.26611328125,84331.10681152344,90099.36657714844,86574.84558105469,87143.046630859375,84817.46656799316,94354.74658203124
Cer(d18:1/23:0),-0.6177004284856908,2.533179051781436,2.5520513192904843,0.11015115585682089,0.531981685579236,Cer,19131.88123703003,19203.1213760376,15873.421161651611,19250.961235046387,19559.761444091797,17531.221294403076,19360.861331939697,20989.58152770996,20533.401432037354,19701.701236724857,17929.981338500977,20352.961570739742,29695.122009277344
DG(39:5)_C18:2,-0.6173951304067601,3.382959039122098,2.549826357671122,0.11030637786087101,0.531981685579236,DAG,37323.822803497314,37789.88273239136,36199.88268661499,36326.74277114868,34038.96240234375,37628.52268600464,36932.68280792236,35915.6224899292,35026.64244842529,38868.742614746094,36801.94277572632,40348.0227394104,41061.46292114258
FA(24:5),-0.6171358498926516,4.720213185323889,2.5478899013901355,0.1104416684096472,0.531981685579236,FA,81800.78546142578,86621.8667602539,85489.466552734375,91246.386474609375,229662.33947753903,81158.505615234375,95838.14630126952,92695.9673461914,185095.99560546875,80023.70501708984,80248.60595703125,101694.62799072266,55213.823669433594
PG(42:7)|PG(41:0)|PG(O-42:0),0.6470594090333796,5.89417607712595,2.542031053431856,0.11085210963529704,0.531981685579236,PG,354177.56591796875,234376.1572265625,391642.5446777344,295864.98046875,424313.6335449219,292852.7976074219,379910.62927246094,235485.13647460935,155429.53100585938,125691.80895996094,177391.17163085938,113916.26745605467,91029.58642578124
[TG(49:5)]_FA14:0,-0.6139978296865608,4.318221553036557,2.5215650218163432,0.1122990828675011,0.5326708722958472,TAG,80095.78607177734,83876.7660522461,72953.80487060547,71986.48522949219,77406.00567626953,74836.68469238281,93447.38684082033,76972.94641113281,78140.20574951172,82541.74578857422,81424.545654296875,84036.60638427734,35786.88232421875
[TG(56:13)|TG(55:6)]_FA14:0,0.645382135077973,5.154771996574432,2.5292320377081983,0.11175459432408083,0.5326708722958472,TAG,208334.6333618164,201870.19555664065,139946.46936035156,232981.73516845703,175203.51416015625,164669.57220458984,210245.8768310547,190177.875,90207.92565917967,68866.084716796875,112189.14855957033,74305.46545410156,52579.46337890625
CAR(22:5),-0.6144394583262692,6.219085679114187,2.5253721018279975,0.11202835121543521,0.5326708722958472,CAR,259900.6176147461,260337.1789741516,258897.35828781128,256213.3575057983,253202.39951705933,265579.3768501282,260779.81911087036,258594.41953659055,273580.31983184814,269290.67920303345,268120.2594985962,269161.1398086548,303855.1018066406
FA(3:1),-0.6154089663530834,0.7629793097199258,2.5316047549830216,0.11158668045290578,0.5326708722958472,FA,5544.920330047607,5772.660396575928,5231.440383911133,5236.060359954834,16449.381420135498,5896.500408172607,4388.240310668945,5753.100395202637,12929.541130065918,4517.700336456299,3862.4402656555176,7337.520545959473,3686.8602714538574
PC(44:4),0.6450268398173361,6.7916796170517175,2.5266088627458885,0.11194055655254763,0.5326708722958472,PC,917459.1799926758,287036.24073791504,681065.0811157227,812690.5794067383,1132995.4569091797,513371.30078125,704568.1116027832,212730.47677612305,562606.9512329102,253291.53427124023,189216.1323852539,160502.15170288086,34205.981857299805
SM(d16:1/16:0),-0.6140733568877054,4.510731703716067,2.522096617459738,0.11226123643891295,0.5326708722958472,SM,52396.50408935547,48486.02313232422,48499.88317871094,50305.60345458984,50546.783447265625,47600.723541259766,47730.44329833984,49911.26354980469,54789.763671875,50959.443908691406,46495.54364013672,52885.90393066406,240187.5366821289
PE(31:1)|PE(O-32:1)|PE(P-32:0),0.6440125206587378,6.587727398255063,2.518904875080011,0.11248868060534382,0.532779721326347,PE,240766.1578369141,307032.84436035156,207626.4520263672,335676.78771972656,549593.8375244141,557127.3768310547,1325535.080078125,769784.62060546875,153376.0711669922,152474.10961914062,292383.4395751953,323473.4022216797,98334.36657714844
[TG(50:4)]_FA18:3,-0.6129655826586933,10.762996603714845,2.5131081830060253,0.11290305306535715,0.5334852321211974,TAG,4716100.5595703125,2544665.8603515625,23262147.251953125,2631960.6572265625,22702437.8203125,2669108.65625,2930289.9697265625,3032582.76953125,28663383.01464844,1108390.6108398438,7528123.856445312,1120206.43359375,423067.46875
Cer(d18:2/28:0),-0.6128946030160313,3.322547064486146,2.5121546015519662,0.1129713800894747,0.5334852321211974,Cer,37220.90258026123,35680.142578125,35329.48245239258,37997.04290771485,33896.96243286133,34083.782623291016,34746.002502441406,33839.60252380371,36533.76251220703,36197.66255187988,36320.72229003906,37857.22244262695,38205.342712402344
CerP(d18:1/24:0),-0.6117857640182444,2.201451399982432,2.5023819931423645,0.11367424966978647,0.5336513600503779,Cer,15269.801078796389,15060.6611328125,14000.301132202148,13866.520923614502,17065.64137649536,12473.080764770508,14605.561004638672,14284.56105041504,14165.381057739258,16081.821105957031,14147.720985412598,15118.36116027832,26276.701667785645
CerP(d18:1/26:0),-0.6119965881231819,1.8214555582557663,2.5039372317180546,0.11356207142626633,0.5336513600503779,Cer,12258.98080444336,12889.940967559814,13365.780960083008,11542.660842895508,12842.561000823976,10505.00066757202,10803.840789794922,10652.680809020996,11671.820831298828,12215.68083190918,12635.68091583252,12496.6409034729,16853.80121612549
DG(38:4)_C18:2,-0.611909316991779,3.5027370169447307,2.503987596560137,0.11355844068660079,0.5336513600503779,DAG,39454.90279388428,39816.42252731323,38565.90280914307,38995.36271286011,40168.582847595215,38668.60285568237,41752.16315078735,40340.66282272339,41339.722927093506,40974.24264526367,38951.00271224976,42954.903060913086,45277.14308166504
PI(41:7)|PI(P-42:6)|PI(40:0)|PI(O-41:0),0.6420467645912123,7.809707192810649,2.5040437102143183,0.1135543956728058,0.5336513600503779,PI,1398859.420959473,1236412.9934082031,1002092.2236328124,1491885.0232543943,1205280.818359375,1367046.7776489258,1113586.836303711,1130597.8077392578,494839.9528198242,430887.2091064453,739062.5278930664,569525.7841186523,164541.19201660156
CAR(3:1),-0.6111512125697413,6.584497828889615,2.4979746303724824,0.11399281371013924,0.5343622073772949,CAR,351480.12535095215,346095.9257850647,350024.00551986694,346466.80432891846,344639.9449157715,343975.94649887085,351776.8438911438,347056.1629219055,363843.6452178955,357472.525844574,363664.7274360657,360570.04376220703,327042.8210449219
[TG(57:8)|TG(56:1)]_FA16:1,0.6397074405789835,8.206014765425017,2.4863882249410385,0.11483498421377163,0.5359809564612565,TAG,2048818.868652344,1600164.3170166016,1277508.0654296875,1845260.5537109375,1551486.196899414,1720137.0760498047,1447288.9870605469,1582215.1701660156,512636.0555419922,626942.5015869141,939353.5469970704,796236.8173828125,229515.77880859375
CAR(11:0),-0.6094714786400227,6.021545413994198,2.4840094170376688,0.11500873823347575,0.5359809564612565,CAR,217638.55546569824,219353.91617584229,220808.29425430295,220078.17582702637,215391.51430511475,216354.03619003296,219324.81494140625,213329.99577713013,228364.27590179443,230991.2163734436,222769.0371246338,220441.49620819092,307762.5842285156
CAR(8:0)_QUAL,-0.6095203220364908,9.670109655206788,2.4844695552019402,0.11497510598963823,0.5359809564612565,CAR,2957400.375061035,2906306.4996528625,2869988.1693763733,2919378.175567627,2938963.2848091125,2887117.514968872,2979440.157306671,2909310.3665771484,3070698.644104004,3038356.6038742065,3009691.9929733276,2996795.4364471436,2937554.66796875
Cer(d18:0/29:0),-0.6100572744007349,3.157849676179566,2.488507093696981,0.11468046062086684,0.5359809564612565,Cer,31782.222274780273,31286.202423095703,28035.28192138672,30810.462196350098,34658.92254638672,32552.742561340332,28680.261993408203,31001.50222015381,32056.622444152832,33310.52219390869,30909.52220153809,32112.52230834961,36515.04244995117
[TG(62:12)|TG(61:5)]_FA20:4,-0.6089097125080757,5.581350898270435,2.479359362167088,0.11534922808741684,0.5367852724824914,TAG,388242.52545166016,125421.82876586914,326968.9045410156,126286.08804321288,295146.06018066406,114328.50833129884,171369.5321044922,128969.08856201172,494232.51626586914,64949.54431152344,372690.5848693848,63085.78436279297,30850.342376708984
[TG(60:10)|TG(59:3)]_FA18:0,0.6373263714502534,4.710494654841576,2.468352763876965,0.11615960341385474,0.5382198662717863,TAG,186617.01446533203,104144.90802001952,260599.67532348633,91050.46528625488,206230.05493164065,118068.40899658205,124232.66864013672,99208.58651733398,99795.54745483398,48560.40347290039,78527.8451538086,43414.10287475586,25587.9619140625
1-O-pentacosanoyl-Cer(d18:1/16:0),-0.6075216713271986,1.3224005073745224,2.4663532559880674,0.11630749337203683,0.5382198662717863,Cer,7200.280479431152,9095.020606994629,7675.76053237915,7373.140491485596,7982.120601654053,8424.600608825684,8871.46057510376,8506.620639801025,9663.680641174316,8803.960636138916,7633.620571136475,7818.5405769348145,12938.94090270996
CAR,-0.6062517067121045,3.612682678828726,2.4571626933482094,0.11698993642653198,0.5382198662717863,CAR,45573.5832824707,44156.24300765991,43828.32273101807,43946.92301940918,42878.10280609131,44124.86301803589,45222.9833984375,42652.34308624267,47234.3635559082,45818.92294692993,45410.30307006836,44214.12307739258,43366.06298828125
CAR(10:1)_QUAL,-0.6051000825787468,8.30599020031985,2.447959876160894,0.11767772490584255,0.5382198662717863,CAR,1161861.2991142273,1166871.539199829,1133688.3053627014,1152066.73777771,1159647.360107422,1125648.4397773745,1178396.0200195312,1163263.6423950195,1223388.7229423523,1188577.2490234375,1205198.602191925,1172517.3888130188,1046036.49609375
CAR(17:0)_QUAL,-0.6052498626812782,7.252628761031468,2.449179507300869,0.11758631732858651,0.5382198662717863,CAR,539171.1168403625,524084.7597351074,537797.8213729858,544247.1184806824,535650.5117263794,544579.76039505,540114.2405166626,537445.2820396423,565967.7417640686,562570.2406730652,566670.0461387634,534958.2737159729,595367.421875
CAR(6:1)_QUAL,-0.6066282007798548,6.1417347208175705,2.46050830655804,0.11674099806263816,0.5382198662717863,CAR,258833.47784423828,246605.25715637207,248297.29805374143,255627.21656036377,259562.4990234375,250735.81719970703,258210.55810546875,251040.4973335266,264448.65954589844,257349.49768447876,268655.61853027344,261252.91762161255,254430.89892578125
CAR(7:0),-0.6052392951159687,5.965420364491346,2.4490516393107096,0.11759589695505929,0.5382198662717863,CAR,201460.4949798584,200785.7738609314,200319.39443206787,197312.07318496704,198390.53342056272,201072.45513916016,196242.67378234863,193785.35357284543,205813.8949356079,210349.1754989624,198986.07453536987,203914.39497375488,350296.0261230469
Cer(d18:2/20:0),-0.6054267481179234,2.6657777820785507,2.4500713950608315,0.11751952277877771,0.5382198662717863,Cer,22065.6215133667,21352.361618041992,21150.501377105713,22452.38163757324,20695.661514282227,21785.08129119873,23283.801483154297,22432.721439361572,23285.481735229492,23417.701694488525,20939.2413482666,22585.041618347168,27019.16209411621
DG(37:7)|DG(36:0)_C18:2,-0.6062195829649825,0.7996552422410892,2.453535341436165,0.11726050105085822,0.5382198662717863,DAG,3230.020221710205,3228.5002365112305,3237.28023147583,3237.7602195739746,4197.980285644531,3226.240234375,3237.700241088867,4104.140296936035,4967.960342407227,3239.080207824707,3236.780242919922,3242.3602256774902,19945.541400909424
LPG(17:2),-0.6070828502846457,4.139427307772798,2.464111179408065,0.11647357181657236,0.5382198662717863,PG,61859.844371795654,45731.62279891968,43398.74285125733,65243.24433135986,62639.163986206055,64245.424255371094,98921.52734375,71934.4252319336,63863.084228515625,64114.84454345703,82772.906005859375,58214.72393798828,60700.24426269531
omega-linoleoyloxy-Cer(d18:1/32:0),-0.6060763618373572,0.41426239284089383,2.4528800303886555,0.11730945448021608,0.5382198662717863,Cer,4014.460304260254,3600.0602645874023,4797.760314941406,3887.1002883911137,4191.580295562744,4480.700340270996,3826.680267333984,3929.260265350342,4589.460285186768,4265.3002853393555,4357.560283660889,3824.8002967834473,8242.940532684326
SM(d16:0/18:0),-0.6052599060620496,4.3571074303595605,2.4488553220909073,0.11761060634638414,0.5382198662717863,SM,32180.62222290039,29890.96223449707,26565.461975097656,32667.782440185547,30761.94236755371,29228.861976623535,28418.561973571777,29430.842254638672,30797.78192138672,31689.502151489258,29108.80192565918,31423.80206298828,287454.88134765625
[TG(57:10)|TG(56:3)]_FA18:0,0.6341933255165139,9.695344386205726,2.445002197794082,0.11789972009769412,0.5384648645033258,TAG,2812167.376220703,731171.4381103516,15283537.65197754,1658019.0948486328,16527461.751342772,1797301.6671142578,2312920.196533203,979512.8357543944,9031466.37548828,296566.142578125,799949.4644775391,295754.3607788086,43386.563079833984
DG(35:6)_C18:2,-0.6042636432770497,3.2446497545873454,2.44071323095676,0.1182224610295014,0.5391686275482396,DAG,32167.96212387085,32347.12236404419,33667.90219116211,32707.682205200195,34458.88250732422,31883.04238510132,37554.14277267456,34664.622524261475,31236.462253570557,33110.00231552124,35762.422649383545,38056.82271194458,36274.84265136719
[TG(46:4)]_FA14:0,-0.6036072000515346,4.785383050542595,2.435593245626478,0.11860901515324104,0.5401609992092758,TAG,98094.26739501952,124718.54943847656,91052.62673950195,83293.12585449219,154640.47094726562,108447.6275024414,145842.2919921875,115206.52722167967,119665.9483642578,52253.684631347656,77765.18548583984,215714.95501708984,26334.401763916016
[TG(50:5)]_FA18:0,-0.5885245706992235,4.300692424203611,2.3134019178410203,0.12826306141698599,0.5406166302463177,TAG,78010.94561767578,71291.90567016602,73714.9853515625,69352.28561401367,77822.54580688477,72100.7046508789,123815.46838378906,78579.12567138672,65854.92474365234,73039.3452758789,90986.66567993164,94632.36654663086,29076.082092285156
[TG(50:9)|TG(49:2)]_FA22:5,0.605994361001219,6.899209648680023,2.238361864059698,0.13462353548039457,0.5406166302463177,TAG,945859.5135803224,652429.9043579102,785156.8126525879,565640.104888916,785761.4510498047,703487.735168457,669320.769744873,391400.4335479736,201969.93612670896,304985.7392272949,296383.2009277344,367505.5678405762,32661.72248840332
[TG(53:9)|TG(52:2)]_FA22:6,-0.5816449895816134,5.581476963128355,2.2588507771547484,0.13285261798203649,0.5406166302463177,TAG,195283.0748596191,161996.71270751953,249863.5793762207,167523.85229492188,260634.758392334,184928.53125,262533.2758331299,165681.71063232422,243182.5368041992,168912.2117614746,218578.57427978516,210429.23498535156,33593.002517700195
[TG(54:7)|TG(53:0)]_FA18:0,-0.5791741387644564,8.902982730943497,2.239439887023762,0.1345297037964915,0.5406166302463177,TAG,2882264.578857422,606074.04150390625,2095675.0708007812,664815.3935546875,2199172.8984375,2943491.4306640625,3183084.759765625,2384118.697265625,1143701.5258789062,1437522.51953125,3005260.677734375,2837650.9536132812,116795.029296875
[TG(54:8)|TG(53:1)]_FA20:4,-0.5804073890329395,7.973123986274558,2.2491404945612885,0.13368863962964045,0.5406166302463177,TAG,478613.1102294922,101075.44653320312,3648259.3993225098,267412.642578125,4366959.152954102,197986.93408203125,533017.883972168,176710.41213989258,4710826.915802002,81398.74543762207,758726.041595459,67292.98483276367,30783.98208618164
[TG(57:12)|TG(56:5)]_FA16:1,0.63074529912626,5.730335653149047,2.4192209769307738,0.11985452077368035,0.5406166302463177,TAG,319758.0587158203,243247.2755126953,463253.4498291016,206193.69482421875,438519.54833984375,262747.6788330078,223576.6353149414,216106.17443847656,238360.578125,76552.525634765625,123199.80950927734,110824.64697265624,60011.24449920654
[TG(60:12)|TG(59:5)]_FA18:2,0.6132330383684855,4.8852276846467335,2.2905053490449063,0.1301675355568542,0.5406166302463177,TAG,212279.81524658203,126325.64764404295,272089.8414001465,99660.34771728516,225896.59747314453,134421.53121948242,147127.1911315918,108257.58660888672,114727.90856933594,54959.40380859375,88785.246826171875,48605.02322387695,33347.662338256836
[TG(61:12)|TG(60:5)]_FA18:2,0.6237095894318299,5.762373348939942,2.3671277221246783,0.12391485841587556,0.5406166302463177,TAG,204736.61334228516,239832.5767211914,290552.7785644531,387415.2067260742,379912.869934082,314628.7448730469,203308.35424804688,201335.11407470703,181314.8936767578,124082.92950439452,105739.82705688477,91653.66696166992,129003.18823242188
1-O-behenoyl-Cer(d18:1/16:0),-0.5856610442338697,1.367823768832347,2.2892906483963675,0.13026944777266042,0.5406166302463177,Cer,8606.400630950928,9422.880630493164,8032.560604095459,8103.280509948731,9455.100658416748,7853.820575714111,8996.280673980713,7526.620525360107,8372.62056350708,9328.74059677124,7941.820571899414,8502.580646514893,13441.081062316896
1-O-tricosanoyl-Cer(d18:1/18:0),-0.5881937403169497,0.485164145976045,2.3082124934982815,0.12869196757395476,0.5406166302463177,Cer,4806.460300445557,4462.100303649902,4541.100345611572,4042.78031539917,4736.000328063965,4141.960292816162,4317.760311126709,4958.100357055664,4670.720272064209,4582.320308685303,4828.840335845947,4383.0402908325195,7750.14049911499
CAR_QUAL,-0.5906550631362525,4.593816554061665,2.330474269375145,0.12686322002997794,0.5406166302463177,CAR,88528.766357421875,91020.8666381836,84843.66586303711,89005.80617523193,89301.62599945068,87101.66616821289,87332.805908203125,87585.90627288818,89744.96591186523,89362.28581619263,92163.32698440552,90161.66589355467,81529.0259399414
CAR(10:0),-0.5824290075641141,6.530113636131652,2.265065918909386,0.13232058173681197,0.5406166302463177,CAR,331718.70194625854,326331.7841949463,329772.5221824646,331767.6450653076,326426.52296829224,330886.32358551025,323925.32470703125,325895.88430023193,340525.80432128906,336500.48387145996,328064.2437477112,331624.14278030396,359584.14599609375
CAR(10:1),-0.581742241824885,7.087024979217788,2.259650517131945,0.13278402390345787,0.5406166302463177,CAR,456883.1327896118,459563.1962890625,465105.2358818054,463854.8551826477,458949.93338775635,466560.0566825866,462073.6529541016,459266.55598831177,472870.6527290344,469846.89278793335,465064.4133415222,470096.8910675049,634009.9052734375
CAR(10:3),-0.5802280746792075,7.081415561594407,2.2477112469714484,0.13381218850490284,0.5406166302463177,CAR,467282.83181762695,468108.49212265015,451108.0492782593,470671.4733543396,459617.4909515381,470697.6712036133,461934.0142211914,460852.37074661255,465020.26988220215,473136.5139160156,472539.2971191406,473883.7734375,611447.3291015625
CAR(11:0)_QUAL,-0.5972779316111372,8.00681226851279,2.384040025764989,0.12258017201287082,0.5406166302463177,CAR,934787.2282104492,936028.9175796508,918568.4296531676,954372.5708656312,939842.6645050048,916378.5413360596,949083.5850601196,942803.9660987854,971594.3958740234,958958.3817367554,989258.566810608,943764.8858032228,870968.1220703125
CAR(14:0),-0.5925658275964288,6.577938438597679,2.3459311233036715,0.1256104873004372,0.5406166302463177,CAR,341709.0861778259,332927.7430534363,339953.44495010376,336576.90424728394,334817.0441246033,343159.0837364197,338206.9849281311,339383.0037384033,354997.76723480225,354786.8057899475,339063.7844963074,337522.3039932251,372286.3051757813
CAR(14:0)_QUAL,-0.5908570939506782,7.72692778716845,2.332217821684935,0.12672121741292233,0.5406166302463177,CAR,727281.4342269897,713829.2136383057,761418.1294593811,734547.4757080078,741924.6730957031,768051.2121162415,751814.8503990173,713456.0486755371,764294.6153945923,776756.1938323975,748432.934261322,731135.1941871643,886736.28125
CAR(14:1)_QUAL,-0.593992314770767,7.720483275735562,2.357447091917493,0.12468608882852897,0.5406166302463177,CAR,724341.1519584656,715650.6092262268,733591.5547332764,718913.6894226074,719726.5105552673,773259.4165306091,758138.393913269,701233.7068405151,756387.4721946716,767197.8109855652,754983.6320800781,719702.2526626587,902707.2607421876
CAR(14:2),-0.5918902656646493,6.726562333820784,2.3405005786189577,0.12604904301290934,0.5406166302463177,CAR,381633.790145874,368244.14541625977,381604.8462371826,382283.7461395264,378694.58573150635,382226.4464111328,378606.2049293518,374254.64543533325,391972.246257782,394912.0869789123,382274.2672729492,379640.6463165283,397565.6098632813
CAR(14:2)_QUAL,-0.5995481624599829,7.779089031946403,2.4024984976713313,0.12114163232222012,0.5406166302463177,CAR,767176.1962928772,753526.3537979126,789051.5732498169,772708.3506698608,774223.9913330078,783264.2549667358,761149.5116081238,744232.7703971863,802263.0186004639,800865.2715682983,808655.4323120117,758700.0524291992,898668.984375
CAR(16:0),-0.5987246696989941,6.1491626883723685,2.3957593761904263,0.12166465775913413,0.5406166302463177,CAR,251473.47735977173,242261.5566596985,255412.83624649048,248843.77738952637,250881.0977783203,258400.71842575073,247474.23796463013,242644.5773696899,255909.8370552063,261857.9980354309,260033.4383468628,249421.79866027832,283562.06005859375
CAR(16:1),-0.5966165078156674,6.097378158984691,2.3786366690619616,0.12300485260328366,0.5406166302463177,CAR,238651.93688964844,234070.7368927002,247915.0375175476,243786.65781784055,235559.25829696655,243525.89723587036,240942.0760192871,245141.53705596924,256811.7780532837,252962.2583465576,249647.53729248047,235482.75677490231,271161.9794921875
CAR(16:2),-0.6021364499043562,6.063559725626327,2.4235984415499843,0.11952009762178079,0.5406166302463177,CAR,243046.63777923584,234065.51695632935,242045.73767089844,241021.6171951294,235517.69748687744,235195.55652236936,232855.4962463379,233346.37580871585,251063.47832870483,250200.19537734985,248387.97706222537,231382.07596588135,256414.337890625
CAR(20:0)_QUAL,-0.5884823385162004,9.141527501990877,2.313211133980076,0.12827880149855386,0.5406166302463177,CAR,2091926.9437561035,2042408.3503189087,2024557.981880188,2046230.5815696716,2003382.295475006,2031520.43227005,2046552.9743804932,2030929.179382324,2086055.1295394895,2070868.5746955872,2100954.6359443665,2088308.668598175,2018746.53125
CAR(20:1)_QUAL,-0.586812474909223,9.131575917762376,2.2998864562287054,0.1293834566008155,0.5406166302463177,CAR,2043130.7114143372,2028297.7643814087,2015235.4481315613,2010630.4911003113,2024805.6467285156,2024439.627975464,2053102.1375083923,2020137.3960990903,2088881.7276611328,2076457.0429763792,2069368.98859787,2046993.6329727173,2005452.6015625
CAR(20:2)_QUAL,-0.5865084765321612,9.08598745081394,2.2974647770847696,0.1295853568335304,0.5406166302463177,CAR,1993213.965396881,1960372.5642242432,1964196.2334403992,1961801.5781326296,1949975.3960990903,1988470.6656303408,1966620.990161896,1952663.5864143372,2017963.706100464,1998069.8691482544,2029728.71906662,1996353.5737571716,1927371.623046875
CAR(20:4)_QUAL,-0.5875991933293694,8.899807093462773,2.3061581014126205,0.12886220431083487,0.5406166302463177,CAR,1760852.163131714,1712337.70570755,1724234.8637542725,1733120.2202415466,1712358.461566925,1725329.1989135742,1732700.5193824768,1717118.4767227173,1772002.6446914673,1762131.056098938,1786049.7331314087,1744770.0836753843,1701772.712890625
CAR(3:0),-0.5819814486300442,6.353543132337994,2.26152579080167,0.13262333586226152,0.5406166302463177,CAR,307295.38191604614,305029.80255126953,294920.8815574646,303391.30212402344,293926.06130218506,291536.68074417114,304155.8014678955,301311.48097991943,307005.02307128906,297306.8412322998,306412.96158599854,313054.5415840149,270974.60119628906
CAR(3:1)_QUAL,-0.5926004561019628,5.176759970572905,2.3461541808528636,0.12559251008795133,0.5406166302463177,CAR,134109.1895980835,131995.36962890625,129305.00938415527,137363.94993972778,131789.72931289673,128811.13041305542,138351.12976455688,136183.60990142822,140442.98986816406,131201.34967803955,140067.74989700317,138442.5704536438,114578.34790039062
CAR(4:0),-0.57818579351208,6.276465231436435,2.2316422693111235,0.13521006538627361,0.5406166302463177,CAR,282702.2809906006,281907.79919433594,276697.52045059204,284876.9598045349,273037.4596748352,274602.46139907837,279809.0609588623,283175.0812988281,287591.22133636475,284510.4994316101,284651.1202774048,280502.0798110962,281899.79833984375
