Lipid,Class,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,9422.880630493164,8103.28050994873,7853.820575714111,7526.620525360107,9328.74059677124,8502.580646514893,13441.081062316896,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:4)]_FA18:1,TAG,102731.6870727539,110807.3878173828,98360.02612304688,99674.00622558594,73116.08486938477,79793.42590332031,57756.14465332031,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:4)]_FA18:2,TAG,86327.46682739258,100738.76770019533,93459.62622070312,89051.6469116211,54139.88366699219,54762.50439453125,52618.50405883789,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:4)]_FA18:3,TAG,232041.07678222656,255494.040222168,221267.6962890625,268056.1802978516,127925.66900634766,156760.6707763672,60253.384338378906,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:4)]_FA20:4,TAG,159675.57263183594,169314.7127685547,160959.49017333984,170092.6128540039,102526.5668334961,121607.46887207033,54431.30383300781,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:5)]_FA14:0,TAG,51497.70349121094,51628.34370422363,46847.96350097656,54901.06408691406,34268.24230957031,34154.822692871094,24749.94171142578,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:5)]_FA16:0,TAG,69762.2649230957,90370.58630371094,83625.3462524414,70356.3842163086,70311.48400878906,49163.18347167969,30917.122131347656,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:5)]_FA16:1,TAG,81437.70642089844,82261.48571777344,77219.18603515625,85477.08587646484,49857.023529052734,60713.984954833984,25925.581817626957,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:5)]_FA18:0,TAG,81247.14459228516,71411.42572021484,82257.4857788086,80644.84603881836,56621.46408081055,78236.36627197266,25352.20181274414,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:5)]_FA18:1,TAG,50682.28372192383,55884.98403930664,53209.38381958008,49745.62365722656,36294.9225769043,42811.92318725586,19625.88133239746,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:5)]_FA18:2,TAG,128018.3895263672,136065.08978271484,131163.38861083984,130683.40979003906,80288.58618164062,90712.2865600586,114814.22702026369,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:5)]_FA18:3,TAG,100196.8282623291,139532.2313232422,123663.9677734375,114935.46881103516,69299.50500488281,68330.14501953125,90365.66650390624,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:5)]_FA20:4,TAG,88326.1064453125,102540.1883239746,95897.7868347168,95567.0259552002,59906.244384765625,71312.16510009766,36475.442626953125,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:5)]_FA22:5,TAG,254781.79794311523,203848.1533203125,230591.1951904297,275202.6604003906,145478.59130859375,412984.3680419922,76877.92596435547,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:6)]_FA14:0,TAG,115137.94677734376,102824.40802001952,97719.40832519533,144961.79260253906,65529.96435546875,80048.78527832031,31061.08203125,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:6)]_FA16:0,TAG,156934.85137939453,160393.5107421875,134269.8892211914,162940.88995361328,85988.22595214844,98901.98754882812,39222.76287841797,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:6)]_FA16:1,TAG,78322.62503051758,104807.22674560548,85430.48571777344,76662.72528076172,81971.96551513672,60072.48428344727,29060.34210205078,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:6)]_FA18:0,TAG,79291.5062866211,87979.26556396484,93853.14654541016,102149.8071899414,60295.46441650391,84588.64569091797,35157.06246948242,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:6)]_FA18:1,TAG,80268.6861114502,87846.54527282715,78157.02532958984,74304.88528442383,61713.784912109375,96990.80764770508,23798.62149047852,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:6)]_FA18:2,TAG,54742.363708496094,53950.02365112305,61895.1047668457,55859.28421020508,39079.00291442871,51258.86325073242,22874.74151611328,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:6)]_FA18:3,TAG,164634.0322265625,215622.69470214844,191068.8731689453,205112.1563720703,106025.86712646484,114015.38684082033,247630.97534179688,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:6)]_FA20:4,TAG,78933.9059753418,92911.38717651369,91058.60638427734,102963.58740234376,67961.92492675781,66539.9252319336,38941.44253540039,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:6)]_FA22:5,TAG,158973.19259643555,166315.6333618164,191308.07421875,172189.41162109375,91390.98640441896,307493.1594848633,44318.84298706055,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(47:6)]_FA22:6,TAG,296468.4596557617,244157.71899414065,471473.71252441406,275686.9216308594,199230.77490234372,368202.8073730469,72433.58459472656,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:2)]_FA14:0,TAG,238832.71618652344,218383.69860839844,183876.294921875,266618.0614013672,81697.74603271484,84320.80578613281,44309.38317871094,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:2)]_FA16:0,TAG,474444.1723632813,546587.19921875,464940.509765625,601987.3627929688,260060.45947265625,269551.7399902344,165637.21020507812,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:2)]_FA16:1,TAG,1387610.3984375,1138750.6997070312,970597.1640625,1525352.4814453125,455525.11328125,598052.8813476562,170524.33129882812,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:2)]_FA18:0,TAG,87041.78662109375,149061.2130126953,109606.3872680664,122066.7491455078,61083.54406738281,82132.88659667969,33988.16226196289,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:2)]_FA18:1,TAG,259787.57885742188,296492.68127441406,252150.7550048828,307765.78125,139645.14880371094,173583.55078125,65631.74487304688,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:2)]_FA18:2,TAG,1335718.3168945312,977695.6142578124,1152181.7954101562,1623214.3916015625,551468.1044921875,675001.810546875,210560.85620117188,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:3)]_FA14:0,TAG,76244.76440429688,96138.44692993164,92194.90631103516,89974.7260131836,51332.26354980469,56510.863830566406,29783.30210876465,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:3)]_FA16:0,TAG,128353.88803100586,151938.50985717773,98858.3676147461,100191.86706542967,63878.60385131836,68099.46485900879,24450.881774902344,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:3)]_FA16:1,TAG,532566.2578125,630362.423828125,477788.3784179688,618000.3793945312,281101.1201171875,333022.3647460937,164005.93188476562,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:3)]_FA18:0,TAG,52897.32388305664,64622.76400756836,62065.36447143555,61296.44345092773,40300.86294555664,43477.923095703125,23229.881774902344,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:3)]_FA18:1,TAG,90011.38623046875,144286.54998779297,110420.50759887695,111742.60791015624,61472.68408203125,75693.0258178711,32116.1423034668,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:3)]_FA18:2,TAG,464741.0949707031,442192.1751708984,414180.8254394531,570110.2994384766,222510.71508789065,252952.53771972656,100720.38708496094,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:3)]_FA18:3,TAG,1598113.0385742188,1355386.1767578125,1384952.0170898438,2025077.9975585935,692601.564453125,802459.1181640625,263347.7592773437,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:4)]_FA14:0,TAG,62130.94448852539,62683.724853515625,58549.12377929688,59959.32473754883,39861.96282958984,40338.36297607422,28108.98190307617,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:4)]_FA16:0,TAG,103706.96853637695,94368.7271118164,93980.2470703125,102997.7078857422,63989.344635009766,120800.10781860352,25506.50180053711,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:4)]_FA16:1,TAG,126929.1099243164,166586.92987060547,100617.04748535156,107934.4067993164,67043.20434570312,77907.34555053711,23113.081817626957,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:4)]_FA18:0,TAG,57551.0637512207,55691.80386352539,63480.06539916992,63700.16430664063,43088.3030090332,55944.14392089844,24575.0016784668,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:4)]_FA18:1,TAG,51586.96334838867,64213.684967041016,63989.424377441406,57219.32446289063,40024.30271911621,44727.583435058594,21978.041534423828,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:4)]_FA18:2,TAG,126164.10913085938,167584.91217041016,137549.12823486328,155450.03198242188,77762.9453125,90152.58654785156,43992.80352783203,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:4)]_FA18:3,TAG,599902.8806152344,639910.61328125,556744.0173339844,796553.5144042969,302939.3220214844,327276.6638183594,131016.14916992188,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:4)]_FA20:4,TAG,265732.0587158203,254084.96118164065,276969.3190917969,311424.33825683594,148925.9111328125,164175.97229003906,91271.6063232422,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:5)]_FA14:0,TAG,91191.62591552734,92126.54705810548,95891.08685302734,99152.94677734376,57550.46478271485,59859.34448242188,43245.98303222656,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:5)]_FA16:0,TAG,67508.52551269531,66081.4848022461,74404.1049194336,77912.62512207031,61348.2841796875,76184.42465209961,26579.601806640625,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:5)]_FA16:1,TAG,119367.76934814452,107753.86700439452,102039.8669128418,115955.40789794922,64169.224060058594,133123.03103637695,27615.961853027344,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:5)]_FA18:0,TAG,77310.7456665039,80496.22583007812,65318.504943847656,86747.82592773438,136614.98950195312,196918.65435791016,31173.062286376957,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:5)]_FA18:1,TAG,59292.7834777832,66274.24450683594,64680.48449707031,66447.34442138672,43483.58312988281,60455.02416992188,23048.981674194336,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:5)]_FA18:2,TAG,65176.18460083008,69025.7056274414,73897.28497314453,69575.20428466797,43475.123291015625,48979.08352661133,26923.101928710938,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:5)]_FA18:3,TAG,163033.95092773438,216554.13671875,183283.0947265625,201705.372253418,97283.66613769533,113252.42791748048,57785.583557128906,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:5)]_FA20:4,TAG,165264.13244628906,167623.53173828125,163057.3716430664,181912.35302734372,104517.58728027344,116428.32824707033,72705.88537597656,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:5)]_FA22:5,TAG,145710.58993530273,155533.9107055664,179941.31274414062,168736.07147216797,101437.20690917967,163961.67071533203,49533.68328857422,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:6)]_FA14:0,TAG,151900.97009277344,117394.06848144533,143722.44946289062,156013.81115722656,98244.48657226562,108124.06713867188,65996.14453125,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:6)]_FA16:0,TAG,128025.79052734376,117292.50659179688,134613.9686279297,170098.49255371094,76572.2455444336,94611.9271850586,32211.022216796875,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:6)]_FA16:1,TAG,74126.36511230469,81523.08587646484,77548.56561279297,87047.58557128906,68313.62469482422,92025.92681884766,28042.322052001957,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:6)]_FA18:0,TAG,93091.5069580078,91834.08673095705,97110.22729492188,124634.02813720705,70213.1644897461,73218.26483154297,38690.462890625,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
[TG(48:6)]_FA18:1,TAG,80716.94604492188,79179.62451171875,69031.30456542969,70736.22521972656,130042.56951904295,180258.9326171875,26071.441925048828,Genotype: 5xFAD | Brain Region: hippocampus | Sex: Male,Genotype: WT | Brain Region: hippocampus | Sex: Male,Genotype: 5xFAD__Brain Region: hippocampus__Sex: Male vs Genotype: WT__Brain Region: hippocampus__Sex: MaleAveraging_All_Across_methods2,4,2,Blank_Blank_Blank_Blank_Blank
