Lipid,Class,DOD93_F4_Female_5xFAD_diencephalon,DOD94_F4_Female_5xFAD_diencephalon,FAD185_M1_Male_5xFAD_diencephalon,FAD185_M3_Male_5xFAD_diencephalon,FAD189_M1_Male_5xFAD_diencephalon,FAD189_M2_Male_5xFAD_diencephalon,DOD94_F3_Female_WT_cortex ,FAD184_F3_Female_WT_cortex ,FAD184_F4_Female_WT_cortex ,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,8721.760601043701,7482.000534057617,8591.540615081787,8456.700565338135,7244.800518035889,7988.360569000244,8556.320613861084,9057.300678253174,9157.600639343262,13441.081062316896,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(38:5),PE,478604.31677246094,592815.2592773438,2655132.705688477,2529121.8354492188,4457154.888183594,1482208.5021972656,598200.7032470703,622375.3010253906,1370444.770263672,90965.40686035156,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(38:6),PE,668816.5048828125,1218884.6354980469,5726085.009765625,6584891.589111328,11626657.707763672,3367573.352050781,1301386.884765625,1740542.4760742188,3367245.0888671875,125977.90869140624,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(38:7)|PE(37:0)|PE(O-38:0),PE,153174.53198242188,162957.37158203125,424125.7504882813,395732.2470703125,550072.3227539062,340554.3254394531,152485.1905517578,165163.87268066406,251004.91760253903,89295.08630371094,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(38:8)|PE(dO-40:8)|PE(37:1)|PE(O-38:1)|PE(P-38:0),PE,98629.46704101562,125370.8486328125,270786.5762939453,203863.39599609372,240581.037109375,184100.69262695312,131621.90954589844,115607.14770507812,146961.0909423828,101990.88708496094,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(38:9)|PE(dO-40:9)|PE(37:2)|PE(O-38:2)|PE(P-38:1),PE,113808.74700927734,142051.15002441406,317727.0018310547,262584.95935058594,375188.8270263672,208022.6553955078,148029.07177734375,120309.0284423828,190533.45361328125,103192.34692382812,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(39:4)|PE(O-40:4)|PE(P-40:3),PE,131087.12951660156,183693.2130126953,619362.7891845703,633044.8366699219,1002742.4025878906,350481.84619140625,149200.1903076172,137575.0499267578,212873.5537109375,95923.88708496094,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(39:5)|PE(O-40:5)|PE(P-40:4),PE,166551.21313476562,223925.5360107422,783365.3527832031,782649.9405517578,1259673.4837646484,490903.6567382813,193845.2120361328,185314.7735595703,285706.52001953125,143147.20971679688,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(39:6)|PE(O-40:6)|PE(P-40:5),PE,336455.841796875,544159.1981201172,2511311.374023437,2338542.373291016,3389066.9555664062,1586786.7786865234,467438.4957275391,472563.2149658203,651361.5799560547,231214.3924560547,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(39:8)|PE(O-40:8)|PE(P-40:7)|PE(38:1)|PE(O-39:1)|PE(P-39:0),PE,149704.37036132812,208365.5360107422,615101.0170898438,575724.3225097656,974870.1606445312,381368.5078125,201167.93627929688,194382.7547607422,312513.3615722656,113886.7882080078,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(40:1)|PE(P-41:0),PE,103568.58776855467,135222.02868652344,204080.67553710935,178139.45373535156,160636.57067871094,159309.0908203125,136644.5108642578,127457.02856445312,144000.39135742188,95767.4462890625,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(40:10)|PE(39:3)|PE(O-40:3)|PE(P-40:2),PE,104954.98754882812,131291.3702392578,266300.4576416016,269403.6208496094,268714.1804199219,183057.35412597656,126325.048828125,109581.8876953125,139108.78942871094,92991.12707519533,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(40:2),PE,92239.04626464844,141126.8095703125,474623.0389404297,434617.8082275391,261713.0998535156,259102.0789794922,146868.59045410156,117785.14831542967,151832.251953125,86811.845703125,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(40:3),PE,126370.84924316406,162888.45141601562,444568.0881347656,481828.7137451172,709023.9914550781,299912.7001953125,153663.57153320312,140453.27001953125,227034.17541503903,93184.80627441406,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(40:4),PE,385149.7884521485,609354.1030273438,2745757.535522461,2967303.0341796875,5396548.9267578125,1617502.7095947266,498830.63818359375,552232.2177734375,1085930.3853759766,98494.9072265625,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(40:5),PE,416023.7888183594,680354.6125488281,3119259.6528320312,3415983.684326172,6404953.772949219,1715146.9709472656,602433.2048339844,713340.5493164062,1438955.0966796875,122497.78845214844,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(40:6)|PE(dO-40:0),PE,2464579.5412597656,3999898.4475097656,20998189.86352539,23289500.712646484,45621845.92529297,10970590.370605469,3489119.844482422,4432735.776367188,9505223.020507812,183418.73315429688,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(40:7)|PE(39:0)|PE(O-40:0),PE,356206.14404296875,553512.0417480469,2184122.2392578125,2414819.2866210938,4013079.3959960938,1343222.1147460938,519877.1125488281,576350.8793945312,1067736.5004882812,96693.20751953124,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(40:9)|PE(39:2)|PE(O-40:2)|PE(P-40:1),PE,98227.52697753906,124780.18920898438,216615.5537109375,204941.11376953125,188618.6756591797,149881.21069335938,123345.58947753906,115649.76818847656,148297.77026367188,98653.62683105467,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(41:5)|PE(P-42:4),PE,82739.8060913086,110379.74792480467,228840.99682617188,180674.0328369141,183635.1727294922,147270.39038085938,107015.02697753906,102171.12744140624,132708.2882080078,86274.56665039062,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(41:6)|PE(O-42:6),PE,127997.28930664062,164071.5321044922,399234.7268066406,336521.90576171875,430159.5294189453,284887.099609375,142632.94946289062,138842.96911621094,188314.734375,108592.3680419922,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(41:7)|PE(P-42:6)|PE(40:0)|PE(O-41:0),PE,449355.2548828125,578470.099609375,1590199.9899902344,1351298.2758789062,1423384.4777832031,1236743.994140625,491060.2761230469,443337.1088867188,732807.7470703125,329823.96435546875,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(42:0),PE,74825.80493164062,86071.56677246094,170097.79296875,126178.0888671875,122553.7085571289,120564.96826171876,100476.20703125,86474.96600341797,106168.1475830078,85028.26586914062,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(42:1),PE,72746.98553466797,91031.94677734376,212535.35412597656,173565.1329345703,163969.8125,150401.6912841797,104076.24768066406,94774.0867919922,109362.50732421876,75531.74523925781,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(42:11)|PE(41:4)|PE(O-42:4),PE,73940.70568847656,97861.90698242188,194661.2755126953,172081.27172851562,162090.57177734375,128701.9500732422,104316.50744628906,87737.78601074219,105887.58801269533,87646.94641113281,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(42:2),PE,86459.9457397461,111016.60803222656,276626.0196533203,244454.0780029297,203561.234375,186171.79345703125,120254.8487548828,100074.84802246094,119709.08752441406,86724.82629394531,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(42:3),PE,131826.068359375,202013.7344970703,483832.2974853516,572827.5980224609,259521.6181640625,279400.2607421875,207694.8944091797,131694.1895751953,196814.5139160156,184532.83276367188,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(42:4),PE,78741.0258178711,95544.94702148438,183380.1131591797,172708.1114501953,197669.0733642578,136538.0897216797,101870.58715820312,92948.02673339844,116472.44860839844,78689.72497558594,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(42:5),PE,68357.5048828125,90999.90625,182969.7119140625,163885.8927001953,192214.99169921875,126943.48876953124,95479.86645507812,84658.62615966797,101349.4871826172,77901.98529052734,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(42:6),PE,88902.64685058594,108928.7470703125,226886.53479003903,200796.17456054688,252515.23693847656,157779.55126953125,105300.70703125,108876.20715332033,140083.72888183594,78721.28479003906,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(42:7)|PE(41:0)|PE(O-42:0),PE,95173.82666015624,111441.70764160156,270438.87756347656,244003.0592041016,319320.98388671875,172072.47192382812,107257.92712402344,100323.4072265625,141706.7099609375,85134.5859375,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(42:8)|PE(41:1)|PE(O-42:1)|PE(P-42:0),PE,81642.26580810547,115014.28833007812,218331.6740722656,193176.47412109372,218603.93505859372,155041.31115722656,116693.28747558594,105028.10754394533,140335.25048828125,81570.74548339844,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(42:9)|PE(41:2)|PE(O-42:2)|PE(P-42:1),PE,92143.76708984376,124231.36962890624,270366.2606201172,288508.89978027344,272791.3990478516,173442.3914794922,116103.30798339844,115210.90808105467,170274.03186035156,81321.36560058594,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(43:2),PE,78854.50561523438,100532.70666503906,159259.57110595703,138026.4100341797,142299.31091308594,119398.5284423828,109180.12774658205,85863.18634033203,124107.58917236328,76724.06555175781,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(43:4),PE,74665.52557373047,99496.24645996094,176823.85131835938,150342.97033691406,158588.70922851562,145553.37036132812,105180.78735351562,81324.16595458984,100190.12670898438,136258.9501953125,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(43:6),PE,65997.48455810547,88083.56671142578,151485.05029296875,123798.76940917967,110124.94763183594,110735.32775878906,89454.76623535156,83682.28576660156,98780.84765625,83874.58581542969,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(44:0),PE,91602.2059173584,137574.30992507935,135432.70957183838,103501.26678466795,78152.50608825684,88496.08633422852,146953.13021087646,138244.14891815186,133675.0901031494,62494.96408843994,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(44:1),PE,590735.1370697021,981986.9116897584,178593.91080474854,122981.56964492798,97484.12687683104,92591.4865951538,1127260.4710273745,1119985.2969665527,864649.9012145996,64799.24423217773,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(44:10),PE,120306.36810302734,129654.60888671876,356294.9621582031,304783.07971191406,436498.7468261719,231904.81518554688,137157.3497314453,109944.34765625,183183.57275390625,102233.94763183594,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(44:12),PE,74444.34521484375,108106.42736816406,280916.5997314453,260310.08166503903,372195.4241333008,156491.5311279297,101089.6865234375,92920.86737060548,123827.048828125,72037.38507080078,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(44:2),PE,203966.37282943728,330754.04375457764,125382.7890472412,99648.34731292725,88364.42623901367,98384.16639709473,384771.8673400879,365809.242603302,299767.3603591919,71119.14533233643,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(44:3),PE,66124.42440414429,74206.50559997559,123605.6685333252,100591.587184906,85297.04556274414,122497.10871505736,88868.7661819458,69851.58506774902,76184.16553497314,116677.94835662842,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(44:4),PE,71890.6849899292,84784.06615066528,163153.4317626953,117143.66913986206,101197.60712051392,172586.35232543945,115632.88822555542,80630.20604324341,81543.12563705444,215110.1969718933,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(44:5),PE,58901.98422241211,74031.96553039551,131073.60913085938,106814.64806365968,92037.5870513916,96440.06686401369,80409.22617340088,65361.78511047363,86166.22680664062,66028.58465576172,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(44:6),PE,63087.94485473633,78065.0054473877,123162.80834960938,103765.44786071776,89559.64642333984,95087.2072906494,79426.6858215332,63474.62466430664,89692.00604248047,66759.58447265625,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(44:7)|PE(43:0),PE,76637.18505859375,98499.16705322266,139524.83016967773,118717.68853759766,99065.88717651369,106479.94665527344,105978.98767089844,94270.26620483398,107076.5876312256,65267.344787597656,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(44:8)|PE(43:1),PE,164463.77221679688,253371.91787719727,145374.33172607422,125080.04956054688,103719.50659179688,105477.1068725586,284649.00231933594,253606.25677490237,234160.7162475586,66175.06433105469,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(46:1),PE,52570.92330169678,66163.18492126465,104798.28770446776,99958.46664428712,79130.7261505127,81476.7462387085,68047.46478271484,61832.68458557129,72288.02561950684,61386.94413757324,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(52:4),PE,39331.082946777344,59353.46417236328,108246.20825195312,98224.58697509766,66073.52453613281,71667.30517578125,60141.04431152344,54323.42401123047,68228.94506835938,51432.543518066406,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(O-38:8)|PE(36:1)|PE(O-37:1)|PE(P-37:0),PE,549905.7017822266,509450.61328125,2527450.412109375,2239519.761352539,4574921.850830078,1569103.4221191406,450333.2120361328,402430.1301269531,1261961.9608154297,91276.40600585938,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(O-38:9)|PE(36:2)|PE(O-37:2)|PE(P-37:1),PE,487285.4381103516,507220.65588378906,2383042.848388672,1866727.3154296875,3643154.161132813,1298247.044921875,437603.009765625,355117.2624511719,1042705.8764648438,89604.54736328125,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(O-40:9)|PE(38:2)|PE(P-39:1),PE,146510.0506591797,160818.63146972656,416455.2687988281,366619.845703125,608492.2634277344,280376.55993652344,171028.89196777344,142198.38891601562,235531.2946777344,103394.66650390624,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE(dO-38:9)|PE(35:2)|PE(O-36:2)|PE(P-36:1),PE,122453.48791503906,128544.7879638672,376386.4890136719,297253.60021972656,500742.7521972656,235805.41870117188,132766.8099975586,97985.86627197266,197821.1336669922,71641.32495117188,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PE28:0|PE(O-29:0),PE,56071.60382080078,68922.2651977539,125847.78784179688,99593.38708496094,90917.84643554688,102584.08752441406,75295.64562988281,64388.82470703125,78469.20574951172,65245.984802246094,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PG(12:0)|LPG(13:0),PG,63761.94421386719,68883.38464355469,95657.5064086914,79342.66564941406,84248.76501464844,78646.68615722656,63909.94470214844,64335.20458984375,73738.68518066406,62530.62432861328,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PG(16:0)|LPG(17:0)|LPG(O-18:0),PG,286805.0002441406,228809.17553710935,2115.7601585388184,2063.680145263672,3967.66032409668,147172.33005523682,262679.36181640625,159108.67184829712,251638.29901885983,39920.40306472778,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PG(20:0)|LPG(21:0),PG,145693.59130859375,199034.39428710935,420862.52734375,321952.5249023437,278320.47998046875,259311.3170166016,188208.1527099609,169076.71264648438,198626.17456054688,152417.55078125,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PG(24:0),PG,293240.8195800781,327849.9245605469,319842.6228027344,276170.4802246094,324066.380859375,285384.9401855469,279324.1403808594,342826.4855957031,277626.9775390625,176882.3927001953,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PG(25:0),PG,142944.93084716797,147687.57092285156,335042.68603515625,360304.52642822266,450907.05725097656,238424.11584472656,173871.55157470703,172493.17309570312,178713.07293701172,64068.224609375,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PG(26:0),PG,150158.9307861328,161005.35229492188,264893.3010253906,221143.97412109372,217689.03564453125,214365.07470703125,158835.0712890625,149053.4912109375,164956.17138671875,148200.990234375,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
PG(26:1),PG,82813.22576904297,107612.34729003906,137390.2703857422,123978.56884765624,120205.2490234375,124709.76904296876,103841.68737792967,101667.40673828124,101421.44738769533,86443.5859375,Genotype: 5xFAD | Brain Region: diencephalon,Sex: Female | Genotype: WT | Brain Region: cortex,Genotype: 5xFAD__Brain Region: diencephalon vs Sex: Female__Genotype: WT__Brain Region: cortex_,6,3,Blank_Blank_Blank_Blank_Blank
