lipid,logFC,logCPM,LR,PValue,FDR,type,AK0139,AK0161,AK0170,AK0200,AK0202,AK0204,AK0145,AK0164,AK0174,AK0175,Blank-1x
CerP(d18:1/24:1(15Z)),-0.03586474914339021,2.675824392029932,0.012896990598306957,0.9095826987682698,0.9992634527508099,Cer,5647.220405578613,5208.660343170166,5517.88041305542,5522.160373687744,7005.960430145264,4906.820388793945,7574.580612182617,5250.84037399292,4960.660358428955,4675.400318145752,3529.4202613830566
CerP(d18:1/26:0),-0.08917089676012549,3.4307286191581277,0.0799134002591586,0.7774148023476622,0.9992634527508099,Cer,6724.020496368408,4556.34033203125,4798.960353851318,4893.02033996582,7706.840591430664,5057.560363769531,7691.600532531738,4859.200325012207,4782.640335083008,5732.1204109191895,9914.12078857422
CerP(d18:1/26:1(17Z)),-0.18290046618803568,3.517925480524302,0.3374820073356659,0.5612862734594917,0.9992634527508099,Cer,5623.36043548584,5293.44038772583,4079.140293121338,5100.200351715088,7202.420543670654,4682.760292053223,7165.040523529053,4620.2203369140625,4564.260311126709,6553.660423278809,11089.920539855955
CerP(d18:1/8:0),-0.08971923758714388,2.712671074794434,0.08090396602328198,0.7760761014467467,0.9992634527508099,Cer,6176.220413208008,5241.460380554199,5692.500381469727,5402.280406951904,7349.400577545166,4782.640312194824,6296.520408630371,6267.080467224121,4890.740348815918,6090.540412902832,3514.960247039795
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",0.37883804664086684,9.376609434916787,1.4102145977158216,0.23502077206999855,0.9992634527508099,CE,1256229.6076660156,1237291.4857177734,1111881.0670166016,1245960.6432495115,458317.61375427246,1124422.562072754,956232.8487243652,1377201.6538085938,403474.0128097534,380127.8677215576,34096.34209060669
Cholesteryl nitrolinoleate,0.34853278024890866,10.449443937433896,1.195768491893432,0.2741690636258357,0.9992634527508099,CE,2569482.7895507812,2535476.6435546875,2310163.735595703,2432870.24609375,1018377.1646118164,2288220.044189453,1932838.3002929688,2767624.451171875,810911.4112548828,952404.748840332,106358.96755218506
cis-5-Tetradecenoylcarnitine,0.31155049660751677,9.217261435257116,0.9575164514553762,0.3278134002458014,0.9992634527508099,CAR,728709.4909667969,631117.978515625,666233.5477294922,789784.1302490234,570627.0230712891,1431753.714111328,608411.8448486328,647151.5948486328,612552.1696166992,527953.6188964844,143186.98947143555
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",0.30947759397142494,9.831875440898964,0.9449342659409017,0.3310120970370123,0.9992634527508099,CAR,1299551.5747070312,1079431.389465332,1000578.4338989258,1288342.0263061523,950225.4151611328,2294064.293823242,929313.5657958984,1013811.1938476562,1136196.5419921875,862845.2858886719,137809.76998138428
"ecdysone palmitate, 22:3 Cholesteryl ester, 20:2 Stigmasteryl ester, 20:3 Sitosteryl ester",0.34792948299747967,9.623325652852483,1.1916704653463048,0.27499286244470134,0.9992634527508099,CE,1447604.6667480469,1448589.3541259766,1265653.7210083008,1425300.8126220703,578703.5834655762,1308341.5321044922,1098398.525390625,1545750.5545654297,483892.59519958496,541618.1788711548,52866.64376831055
Hexacosanoyl carnitine,0.2786304594256187,10.013441101633097,0.767294567238423,0.38105530300159235,0.9992634527508099,CAR,1308802.8541870115,1107639.333770752,988400.9650878906,1334501.9274902344,943244.846496582,2905660.0857543945,1119799.4569091797,969854.4119873048,1283694.174987793,958872.9895019532,214098.37524414065
"lanosteryl oleate, 20:2 Campesteryl ester",0.3479927312287851,10.447819619307227,1.192103478595528,0.27490567002079097,0.9992634527508099,CE,2558050.7661132812,2491237.666748047,2307192.764160156,2395939.19140625,1084287.839416504,2269019.256591797,1906828.4321289065,2753713.793701172,824782.0010986328,968815.4719848632,105412.04766082764
"lanosteryl palmitoleate, 18:2 Campesteryl ester",0.5131200716459624,11.104178387633262,2.5656805572507437,0.10920555234367259,0.9992634527508099,CE,4082287.8615722656,4641859.149353027,3837234.457397461,4459583.216674805,1571003.4973602295,3924054.470214844,3285684.2502441406,3915612.794921875,1329910.518234253,1324763.4057617188,39470.20303726196
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",0.19084796725092246,12.076364684662497,0.36171771155204624,0.5475538067243484,0.9992634527508099,CAR,5357620.784667969,3984383.2495117183,4176504.073242187,4928253.0986328125,4895887.435058594,9798287.1875,4243113.879394531,4565989.5703125,3877340.134521485,5025627.596435547,1090622.9429779053
Lyso_C17 sphingosine-1-phosphocholine,-0.031147458614903763,7.089000728221937,0.009739958326463238,0.9213834345388758,0.9992634527508099,SM,55026.98431396485,233626.05590820312,194448.9341430664,199923.77404785156,139370.99053955078,199571.4580078125,183423.45526123047,173846.5337524414,189423.4114074707,117969.8482055664,27942.222106933594
Lyso_PC(10:0),-0.1308823941122767,6.466310649295537,0.17271112179901138,0.6777135026131251,0.9992634527508099,PC,44390.94317626953,99513.006591796875,91561.74768066406,90779.34606933594,77943.82507324219,84038.36657714844,89654.90563964844,85858.365966796875,90356.746337890625,73190.52575683594,44484.48294067383
Lyso_PC(11:0),-0.07511363870367833,6.252697183535746,0.05675052517193535,0.811707606114784,0.9992634527508099,PC,37047.30252075195,102308.26776123048,99273.32647705078,91567.6655883789,72692.48529052734,85418.58630371094,94820.74572753906,83167.80578613281,89839.7260131836,61076.584228515625,28150.682037353516
Lyso_PC(12:0),-0.1363625092100822,6.761418555333792,0.18752594992338345,0.6649837744012557,0.9992634527508099,PC,50054.683349609375,161851.34930419922,141346.82989501953,144216.02923583984,105673.14739990234,134375.12866210938,140538.34979248047,132207.01104736328,143506.86975097656,98689.84777832033,30967.9617767334
Lyso_PC(13:0),-0.027498382099725792,7.055031386150902,0.0075902216476606554,0.9305746352768159,0.9992634527508099,PC,56257.464263916016,231099.99548339844,189057.7940979004,203756.2561035156,141177.3511352539,193326.97357177737,186577.89416503903,170060.55181884766,183503.12713623047,117920.98919677734,24540.241989135742
Lyso_PC(14:0),-0.03582592384166331,7.979581785012769,0.012888694647699594,0.9096116590140441,0.9992634527508099,PC,99632.72735595705,475389.6979980469,384158.00311279297,414916.7355957031,261667.1188964844,351184.2839355469,378970.6643066406,327008.5828857422,362720.15032958984,225495.53930664065,36491.72264099121
Lyso_PC(14:1),-0.0346765144904387,8.064562741721568,0.012074338679667562,0.9125019303930922,0.9992634527508099,PC,94030.205322265625,507028.6661376953,417846.44763183594,442732.29498291016,283218.2752685547,379665.09118652344,397489.1731567383,345893.29876708984,398927.2338867187,242052.47314453125,35490.28253173828
Lyso_PC(15:0),0.02719011888860893,8.802342821919245,0.007402554685540963,0.931436129927764,0.9992634527508099,PC,205397.35681152344,906593.2374267578,718186.8879394531,800674.9152832031,489097.73126220703,730898.4072265625,707546.9608154297,587017.97607421875,683319.0270385742,415540.7692871094,20977.201400756836
Lyso_PC(15:1),0.010776541811697104,8.894005919597163,0.0011637330608209595,0.9727866178454009,0.9992634527508099,PC,222462.05438232425,950942.2745361328,753475.8819580078,842996.6394042969,525849.729309082,771619.7590332031,763431.6488037109,630828.0367431641,726974.1410522461,440001.04400634766,24600.321746826172
Lyso_PC(16:0),-0.05995699424054244,8.719596532657295,0.03613801976371178,0.8492307499575967,0.9992634527508099,PC,207960.61389160156,751209.0628662109,687954.7912597656,742609.9812011719,459523.2281188965,653266.95068359375,634670.4690551758,697161.4776611328,623078.6674194336,380202.3669433594,25482.341918945312
Lyso_PC(16:1),-0.02931686154550268,9.052543675922772,0.00862836117516963,0.925991766696971,0.9992634527508099,PC,298108.9748535156,964679.2448425292,863984.0475158691,926270.876953125,583497.5680847168,844386.1119384766,801806.052734375,836222.2980957031,792106.2202758789,486419.25018310547,27523.861877441406
Lyso_PC(17:0),0.016741014724881917,8.526537139616503,0.002807599148582085,0.9577424387392923,0.9992634527508099,PC,257388.6199951172,708905.005859375,576045.1784667969,639200.4080810547,389333.9821166992,578974.1978759766,539613.9011230469,557508.0715332031,548164.84130859375,330804.7200317383,21906.06137084961
Lyso_PC(17:1),-0.028960318117803436,8.929238132288027,0.008419621254446952,0.926889921729779,0.9992634527508099,PC,336590.79846191406,863490.7413330078,790037.0690917969,841131.1634521484,502730.3267211914,773624.85888671875,719119.4678955078,818256.1641845703,713757.703125,422551.5942382813,29047.582061767574
Lyso_PC(17:2),-0.013141372608459673,8.846447383990064,0.0017324273199541551,0.9667996860426491,0.9992634527508099,PC,323551.36334228516,821883.994934082,758249.4084472656,805634.6839599609,485207.5317993164,704380.6212158203,678346.7711181641,758792.3349609375,679043.725982666,397105.40588378906,26037.341796875
Lyso_PC(18:0),-0.09361820259758644,8.913999348285722,0.08823468184800731,0.7664335032687113,0.9992634527508099,PC,324067.5012207031,751368.49462890625,826833.33642578125,827906.6788330078,476804.0100097656,730644.7673339844,699158.5182495117,928202.3468017578,694952.4678955078,383955.5598144531,36511.50262451172
Lyso_PC(18:1),-0.09236069581173731,8.959144973382587,0.08587564345202736,0.7694874017185267,0.9992634527508099,PC,323267.36041259766,821422.5344238281,839365.7825927734,847458.88623046875,492847.8236083984,766609.49169921875,735475.2955322266,937867.8310546876,731240.07861328125,400065.6690673828,33821.68258666992
Lyso_PC(18:2),-0.07947430716980874,8.834581185453912,0.06354891165742238,0.8009721990081529,0.9992634527508099,PC,348880.359375,721862.9830932617,775474.6103515625,785400.6146240234,440227.1915283203,691972.24462890625,666908.7189941406,866611.9840087891,661751.74658203125,360354.0861816406,32442.92251586914
Lyso_PC(18:3),-0.09425598684301319,8.553785952472621,0.08944309970712538,0.7648863363044192,0.9992634527508099,PC,275815.59454345703,606053.0478515625,618244.1290283203,638508.9880371094,363006.5709228515,574141.6812744141,559712.93994140625,699068.8294677734,549729.4590454102,299461.92474365234,28402.10220336914
Lyso_PC(18:4),-0.04601196966250413,8.177317331127385,0.021269409700238384,0.8840474162887955,0.9992634527508099,PC,204853.3162841797,508898.09310913086,470268.0567626953,480547.7485961914,282434.0641479492,438692.80615234375,428219.3107910156,479229.8331298828,435944.07232666016,232618.71508789065,24835.501892089844
Lyso_PC(19:0),-0.0372535126140851,8.668093466919803,0.013937381654614,0.9060227411093216,0.9992634527508099,PC,198544.4937744141,695686.8063964844,635049.9534912109,722321.3221435547,420551.9828491211,715934.6882324219,598292.020324707,668231.4826660156,597964.1372680664,352341.7405395508,29588.46194458008
Lyso_PC(19:1),-0.07662187882284552,8.821659487562034,0.05906177841120552,0.8079850301521144,0.9992634527508099,PC,192600.0496826172,758737.4825439453,718424.5484619141,808862.5047607422,457921.6362915039,789750.2707519531,676350.4163818359,792917.5489501953,656753.5474853516,385700.931640625,32981.36242675781
Lyso_PC(19:2),-0.07438945675961008,8.855499964798186,0.05566494418235379,0.8134837336914588,0.9992634527508099,PC,211923.25390625,752867.6813354492,755486.4157714844,831471.6868896484,456127.09509277344,792589.4046630859,680820.2330322266,856291.6083984375,659900.0794677734,370308.2449951172,36980.6025390625
Lyso_PC(19:3),-0.06917870006308942,8.791586734311798,0.04812880642384698,0.8263518788690921,0.9992634527508099,PC,292166.50579833984,688116.49072265625,731436.0479736328,782779.50341796875,416390.0323486328,739812.8360595703,651324.2465209961,834093.8240966797,629627.5137329102,341717.3758544922,35280.76266479492
Lyso_PC(2:0),0.017129532702739342,7.973965449881416,0.0029393471204457455,0.9567632755963189,0.9992634527508099,PC,67096.22518920898,502945.7727203369,407500.62701416016,443095.55014038086,278609.26287841797,415207.4469299317,423657.3125,255218.05508422852,385256.77084350586,251529.2138824463,18753.4013671875
Lyso_PC(20:0),-0.16008086852014655,9.43256211759121,0.2586981244603521,0.6110159746188307,0.9992634527508099,PC,464923.6517333984,721718.0700683594,652873.2399902344,801870.2216796875,670892.0823974609,896930.4338378906,792318.22119140625,668125.296875,825154.9951171875,670309.5982666016,274757.4362792969
Lyso_PC(20:1),-0.0036714565873755883,8.066003082735909,1.351629543933086e-4,0.9907240346824004,0.9992634527508099,PC,109580.38793945312,480360.1643066406,384867.2468261719,464783.43884277344,273989.58013916016,490068.9770507813,406027.0931396485,370667.5311889648,389358.68963623047,233633.2171020508,28432.302154541016
Lyso_PC(20:2),-0.004335099686799446,8.035784802126871,1.8844796977646183e-4,0.9890472757755029,0.9992634527508099,PC,112653.44818115234,462860.8973388672,378608.9852294922,452650.3848876953,257579.9983520508,487848.0975952149,394723.1385498047,358232.5463256836,382511.0474853515,228813.2554931641,29503.842224121097
Lyso_PC(20:3),0.02930053499858697,7.9752864386853,0.008595318977313582,0.9261332030921119,0.9992634527508099,PC,110209.9076538086,441076.0513916016,358117.30627441406,446293.1932373047,255894.89599609375,473830.7963867187,365020.50189208984,345323.02587890625,365810.00567626953,216933.83599853516,27583.96194458008
Lyso_PC(20:4),0.051808541630931425,7.912699200113443,0.026843970331924538,0.8698560812836651,0.9992634527508099,PC,113984.98846435548,437948.3776855469,339478.1721191406,422153.40588378906,247939.8388671875,462202.08239746094,362018.2102050781,323332.94342041016,342995.1686401367,206124.25720214844,24218.161560058594
Lyso_PC(20:5),0.027863498352571372,8.00941624791389,0.007773418448778102,0.9297439518231323,0.9992634527508099,PC,116592.2671508789,482172.03869628906,352792.96600341797,453987.49295043945,261514.35693359375,486273.1170654297,397180.1297607422,351587.3662109375,374439.29888916016,214279.1539306641,25774.4017868042
Lyso_PC(21:0),-0.21835828183135111,11.384494659050482,0.48244191546473303,0.4873183063616731,0.9992634527508099,PC,1672316.8012695312,2351452.7197265625,2091272.9243164065,2958784.265625,2365372.1064453125,3616504.096679687,3027226.4721679688,2168388.4477539062,3047647.137939453,2648391.1879882812,1243011.8399658203
Lyso_PC(21:4),-0.2295838385782013,11.23144311630874,0.5335459670604905,0.4651198646274695,0.9992634527508099,PC,1643365.9702148438,2119604.052001953,1894069.498535156,2623603.1040039062,2198554.583251953,3283115.677734375,2766103.7263183594,1975965.7802734375,2776862.4708251953,2502274.928222656,1066194.001953125
Lyso_PC(22:0),-0.006599352989707332,9.03394830537063,4.367618093965575e-4,0.9833263463186263,0.9992634527508099,PC,317619.06396484375,672978.5556640625,628724.865234375,682997.10791015625,478953.3759765625,666959.50732421875,646832.22705078125,533589.62158203125,593550.2429199219,418175.41552734375,193629.3935546875
Lyso_PC(22:1),0.09565210133606114,9.359844142250898,0.09130779089173302,0.7625211077060027,0.9992634527508099,PC,340081.9453125,954584.234375,786173.142578125,999481.99267578125,618310.39892578125,1171271.5493164062,885234.87158203125,615298.6630859375,808575.0283203125,545462.89892578125,180291.57397460935
Lyso_PC(22:2),0.05594702283521654,9.814350707434903,0.031298197360229096,0.8595767542705712,0.9992634527508099,PC,516949.82177734375,1238185.4526367188,964513.552734375,1294768.1044921875,844658.16552734375,1577741.9921875,1170006.52734375,810854.9599609375,1094274.5170898438,786733.64111328125,273462.900390625
Lyso_PC(22:4),-0.2095387929278428,11.51115502139142,0.4441082776756957,0.5051462008123758,0.9992634527508099,PC,1833633.2685546875,2472924.1528320312,2228762.7509765625,3117900.55859375,2481225.2866210938,3758826.732421875,3204554.5283203125,2277607.673339844,3156360.5854492188,2782526.4375,1463264.7016601562
Lyso_PC(22:5),-0.20117032535494142,11.422334682430453,0.4092119334072777,0.5223697680432755,0.9992634527508099,PC,1861771.162597656,2501845.271484375,2190068.6147460938,3069292.2216796875,2454262.2568359375,3701464.7421875,3133234.7768554688,2237775.189453125,3163906.436035156,2737610.6494140625,1234737.572265625
Lyso_PC(22:6),-0.20675205564915186,11.338350668557176,0.4323279394302517,0.5108488691569466,0.9992634527508099,PC,1815256.5927734375,2456787.8935546875,2167920.4575195312,3006708.1904296875,2434893.9536132812,3690686.0537109375,3100902.77734375,2203003.0278320312,3094361.686035156,2756100.3271484375,1036259.4658203124
Lyso_PC(24:0),-0.04795290267218488,8.775978825188098,0.023103828583771246,0.8791873803875049,0.9992634527508099,PC,272493.94006347656,766649.97314453125,640016.8854980469,667401.9875488281,516605.1171875,588898.9802246094,658754.32958984375,568780.9392089844,608551.4459228516,434844.8933105469,56094.803955078125
Lyso_PC(24:1),-0.04390817615993366,8.774800723117695,0.019367196611710824,0.8893189153083138,0.9992634527508099,PC,279481.49841308594,757279.9803466797,628453.0583496094,674937.0703125,528905.23193359375,581519.0627441406,658675.5804443359,556212.66162109375,605920.1867675781,442048.1848144531,55690.20397949219
Lyso_PC(3:0),-0.023216634261185306,6.950351966834097,0.005409455128301488,0.9413692547399284,0.9992634527508099,PC,38719.36260986328,225942.73510742188,181075.96966552737,204420.5534362793,139781.48834228516,183743.99563598633,175546.95092773438,155604.57037353516,181452.01202392575,116604.4468383789,17625.921325683594
Lyso_PC(3:1),-0.027566093352435903,7.001559682764564,0.007627647397384862,0.9304041186541208,0.9992634527508099,PC,46660.323471069336,222518.1333618164,183877.15283203125,193668.21307373047,128164.54946899414,185695.69012451172,175564.81561279297,156639.69122314453,173388.5721130371,114546.28939819336,26926.081756591797
Lyso_PC(4:0),-0.17084489797132285,7.949911420379692,0.29477872844290687,0.587174357559119,0.9992634527508099,PC,89572.50598144531,349543.20654296875,300660.0830078125,312636.6853027344,207182.775390625,274238.31884765625,296798.5837402344,275788.0559082031,343931.5661621094,186546.41333007812,94658.54595947266
Lyso_PC(5:0),-0.12405305000135125,7.064831073869335,0.15512168797908998,0.6936881637978095,0.9992634527508099,PC,55610.88394165039,218236.23651123047,170681.43243408203,188936.3158569336,151697.49118041992,170989.1756591797,149056.95233154297,234930.27890014648,160408.32968139648,124774.88818359376,29790.942321777344
Lyso_PC(6:0),-0.0839389124771202,6.922682103941271,0.0708992550995049,0.7900319378791335,0.9992634527508099,PC,46456.12283325195,172230.1925048828,133548.01110839844,147730.99127197266,128806.42895507812,148219.93212890625,125232.2505493164,145083.5307006836,139513.76818847656,113242.8490600586,43911.28305053711
Lyso_PC(7:0),-0.12407495901356917,7.40818025072996,0.15517526030907902,0.6936379541950456,0.9992634527508099,PC,71007.90521240234,167969.65307617188,150923.1922607422,152091.47131347656,139615.89013671875,146202.89099121094,146392.99047851562,142855.47021484375,156986.1337890625,126973.4285888672,104613.18719482422
Lyso_PC(8:0),-0.11464261105748093,6.072052289399772,0.1324186778364833,0.715937334970595,0.9992634527508099,PC,28632.10189819336,90938.98669433594,77440.8254699707,82484.64685058594,63689.764404296875,77498.66766357422,75895.72607421875,74845.66619873047,79936.30535888672,58421.24426269531,25885.041748046875
Lyso_PC(9:0),-0.09336583575501108,6.314427851117769,0.08775017623028702,0.767057064854664,0.9992634527508099,PC,38983.322692871094,98192.96759033205,85598.06524658203,90434.5454711914,71423.0248413086,89760.38708496094,87168.725830078125,79285.6655883789,88387.38568115234,65660.66467285156,35246.282623291016
Lyso_PE(12:0) | PE (12:0),-0.15453708203213853,6.0776237159380075,0.2410115043580845,0.6234765057155209,0.9992634527508099,PE,51836.42372131348,85644.46548461914,89169.37615966797,95489.626220703125,34317.97213745117,91642.4162902832,98183.39714050292,43050.88291931152,97156.737548828125,64556.37440490723,23338.841705322266
Lyso_PE(13:0),-0.07519937291117357,1.2390317007477685,0.056605176148039504,0.8119443660175534,0.9992634527508099,PE,1489.640106201172,1808.2401237487793,1680.2001190185547,1945.4601249694824,1948.3201370239256,1705.240119934082,1908.6201362609863,1735.4801139831543,1721.0401153564453,1693.4401092529297,1663.8001136779783
Lyso_PE(14:0),-0.006387647638115008,1.1316573845924083,4.070864830083565e-4,0.9839026666575815,0.9992634527508099,PE,1524.5601196289062,2032.9801445007324,2015.880153656006,1681.7601203918457,1614.520118713379,1627.5601234436035,1743.3401107788086,1586.1601066589355,1548.4601020812988,1688.3601188659668,1479.6600952148438
Lyso_PE(14:1),-0.23999563919246986,1.2399683910050392,0.5803944462350046,0.4461577521298577,0.9992634527508099,PE,1460.5601119995115,1720.2801399230957,1824.8201332092283,1763.560131072998,1577.7401123046875,1773.220115661621,2065.020133972168,1728.0601272583008,1859.7401313781736,1821.980125427246,1678.0201148986816
Lyso_PE(15:0),0.06756667425370395,7.875717036478294,0.04562230309511506,0.8308638498700163,0.9992634527508099,PE,227829.31924438477,434371.20959472656,380122.3823242187,421298.7344360352,159497.4503479004,370109.86877441406,313500.29986572266,254396.900390625,360780.4458618164,235622.3956298828,27475.24200439453
Lyso_PE(15:1),0.01284264746049856,8.404287207175487,0.0016525665596418548,0.9675735102229047,0.9992634527508099,PE,338354.2308654785,648584.7823181152,586841.5498046875,589132.16259765625,239576.61251068115,533156.3377685547,498214.1953125,350520.5439605713,527489.5209350586,393219.84701538086,21762.46159362793
Lyso_PE(16:0),0.02356802948188625,8.062376583115435,0.00556257767311763,0.9405467470017815,0.9992634527508099,PE,288526.24502563477,594556.8184509277,477509.8157958984,454228.0701904297,134678.7274169922,364490.5195922851,458109.962890625,316698.7752838135,471579.61700439453,177252.29376220703,22936.181579589844
Lyso_PE(16:1),0.046394355374906236,7.403453018332879,0.021531866670557065,0.8833392915028269,0.9992634527508099,PE,161219.89193725586,303477.42041015625,247712.1558227539,290769.3399658203,129393.568649292,263579.99896240234,225991.57733154297,165161.94940185547,263617.41735839844,173903.8741455078,23964.001808166504
Lyso_PE(17:0),-0.04718195349598142,7.42292158729297,0.022365591041079824,0.8811186336792474,0.9992634527508099,PE,174055.81197357178,277452.4270019531,275146.6381225586,268080.8155517578,104209.9066772461,241593.837890625,245093.53955078125,185370.73190307617,255442.6976318359,165317.60870361328,31420.662384033203
Lyso_PE(17:1),-0.021209275872537084,7.601723241529777,0.004514145275607007,0.946432524351682,0.9992634527508099,PE,170271.65167236328,311850.72149658203,305621.4204711914,327212.76544189453,130287.50799560548,296270.8428955078,245945.87408447263,200327.69129180908,313138.9630126953,199658.5938720703,32878.66232299805
Lyso_PE(17:2),-0.020682733172729954,7.985272753918841,0.004292719584555016,0.9477608991849565,0.9992634527508099,PE,233028.57879638672,418769.36584472656,370678.66162109375,398608.1879882813,173601.07220458984,357491.6896972656,333664.15197753906,253288.8536376953,371895.5457763672,254890.89709472656,52252.42401123047
Lyso_PE(18:0),-0.19655773570284313,7.417952291506769,0.3905752848068005,0.5319971625899755,0.9992634527508099,PE,156591.3312072754,228890.55590820312,202555.533203125,227513.89392089844,92931.1859741211,219755.91455078125,175145.353515625,178358.95364379883,222034.91662597656,199772.05407714844,57649.50390625
Lyso_PE(18:1),-0.16817364244096542,7.172789065003448,0.2855980131544129,0.5930553358141384,0.9992634527508099,PE,133288.67337036133,228586.4981689453,199565.99536132812,223247.99627685547,92619.4860534668,211999.79266357425,188494.31274414065,138745.5500793457,212289.01068115231,192777.69201660156,26164.48164367676
Lyso_PE(18:2),-0.009114066549040088,7.361407827795504,8.33117199363187e-4,0.9769732411923503,0.9992634527508099,PE,136172.52835083008,285018.0026550293,255247.73858642575,274819.7608642578,115647.9487915039,265155.6190185547,232235.45611572263,145479.9132080078,268081.78033447266,173737.2732849121,24069.14196777344
Lyso_PE(18:3),0.05457658873925404,7.896204619025317,0.029785077589622233,0.862978792491668,0.9992634527508099,PE,230595.77627563477,453296.98010253906,384890.9497680664,418619.85412597656,154441.4100265503,389039.5130004883,350976.3272705078,237158.29638671875,402810.71295166016,214336.21347045896,25971.14196777344
Lyso_PE(18:4),0.06540177382747928,7.443674146087617,0.04274954690026789,0.8361975810822527,0.9992634527508099,PE,155908.24865722656,278304.5821533203,291860.08361816406,285311.1961669922,107734.9891281128,255658.2550048828,246764.99877929688,132235.90881347656,267918.0548095703,159248.58911132812,36153.882568359375
Lyso_PE(19:0),-0.029178319901024426,6.7549500900575294,0.00854646107472945,0.9263428416783146,0.9992634527508099,PE,86429.04612731934,171601.0692138672,145010.09130859375,170000.51300048828,58102.444595336914,157226.05151367188,131224.65100097656,87570.5249786377,159757.51080322266,107703.42700195312,30354.781845092773
Lyso_PE(19:1),0.038882083842779906,7.053596449983098,0.015128668946999824,0.9021081636296022,0.9992634527508099,PE,131393.67141723633,209126.97399902344,196435.99432373047,207069.01123046875,93380.9261932373,213042.39599609375,184674.0528564453,106946.6068725586,197938.6937866211,134790.33056640625,25777.90185546875
Lyso_PE(20:0),-0.11354725955286445,7.440417065175536,0.1299054277369578,0.7185301148110128,0.9992634527508099,PE,170943.75271606445,281939.7357788086,344051.50134277344,279277.8179321289,94395.62615966795,226477.8023071289,254478.92169189453,165268.53129577637,265747.9613647461,224204.0532836914,20561.24157714844
Lyso_PE(20:1),-0.24909330317682202,7.033435390156628,0.6285011169461541,0.4279056475971526,0.9992634527508099,PE,121751.90802001952,204931.8342285156,170653.5093383789,198651.31494140625,73677.18504333496,198761.31494140625,169294.21166992188,129886.36895751952,199318.4139404297,184576.6323852539,24139.761688232426
Lyso_PE(20:2),-0.04653398998512535,7.315373702079208,0.02175479919242207,0.882741261331022,0.9992634527508099,PE,159876.4100341797,237732.19342041016,206556.17578125,258069.2801513672,95067.4882659912,285324.9242553711,215761.8765258789,126195.68780517578,271911.6170654297,164359.35388183594,30745.60206604004
Lyso_PE(20:3),-0.007610993533456498,7.293040739960505,5.809398480778327e-4,0.9807706946118102,0.9992634527508099,PE,108945.74765014648,226568.11450195312,218434.3734130859,243982.6618652344,91320.68719482422,247203.31909179688,189445.01306152344,109324.08682250977,225871.57946777344,164149.0528564453,45673.663261413574
Lyso_PE(20:4),-0.1153666258242149,7.616368292783578,0.13411052894298336,0.7142076016408778,0.9992634527508099,PE,114422.28759765624,213658.6953125,207464.3330078125,233210.7365722656,97013.36584472656,224852.15649414065,219766.83325195312,110518.32781982422,214963.13598632812,169470.95141601562,105054.5874633789
Lyso_PE(20:5),-0.1561969558697367,8.298270402644244,0.24625299518629618,0.6197259047259575,0.9992634527508099,PE,166259.17248535156,269915.11865234375,298643.04052734375,307371.2392578125,149877.93029785156,274400.9970703125,303741.4990234375,152696.65112304688,281832.10009765625,252222.25830078125,211274.15686035156
Lyso_PE(21:0),-0.05611959040057695,6.560258007704771,0.03165285023715114,0.8587917102563383,0.9992634527508099,PE,73271.14543151855,145470.0902709961,135518.8896484375,146630.45086669922,53872.34355163574,139267.98944091797,123766.06811523438,66875.04554748535,141152.3701171875,102911.24688720705,24367.901443481445
Lyso_PE(22:0),-0.07520560029721893,6.369859932686867,0.056890664372986066,0.811479635712445,0.9992634527508099,PE,71582.5259552002,126521.16766357422,109233.26690673828,120658.90771484376,45523.80349731445,118478.46783447266,104409.24841308594,54606.50311279297,121418.22924804688,92881.2470703125,23679.101638793945
Lyso_PE(22:1),-0.03934276871294059,7.8897656382797905,0.015545470465440303,0.9007757229373718,0.9992634527508099,PE,118503.60922241212,238446.736328125,248301.85723876953,242345.43560791016,57332.143783569336,254912.69787597656,217333.97454833984,141386.93174743652,249014.4750366211,122272.4692993164,161333.56887054443
Lyso_PE(22:2),0.006315521950103232,9.760775774779137,3.9976174593903124e-4,0.9840481248047533,0.9992634527508099,PE,349752.810546875,653482.5438842773,767312.0091552734,669073.00390625,125076.8518218994,714920.3575439453,705006.473815918,381285.57049560547,706473.6194458008,239406.28076171875,755372.8701019287
Lyso_PE(22:4),-0.11773429611977967,6.619741426306206,0.1396786794102809,0.7086006575669215,0.9992634527508099,PE,69575.6259765625,113083.3286743164,103350.00750732422,113802.8291015625,39916.50303649902,104100.82720947266,105197.3862915039,50528.344161987305,113939.90887451172,84406.02648925781,53795.56379699707
Lyso_PE(22:5),-0.055939387425322736,6.3972446332459425,0.03144933738622058,0.8592416393096404,0.9992634527508099,PE,85213.9868927002,118505.72882080078,122245.78778076172,129013.68817138672,41526.86322021485,116073.14910888672,115541.0284423828,64466.84403991699,124190.88806152344,81651.40545654297,23393.64163208008
Lyso_PE(22:6),-0.007869937804271641,6.455841898969759,6.211258587427437e-4,0.9801168627744108,0.9992634527508099,PE,94034.66596984863,120651.84765625,108251.46771240234,132974.28985595703,47797.623596191406,132317.8096923828,117152.9677734375,59807.00459289551,120510.30932617188,87368.70623779297,26118.662017822266
