Lipid,Q1,Q3,Intensity,Filename
"""DG(31:2),DG(P-14:0/18:1)_C18:2""",568.53,271.23,1120,20241023_Blank33.wiff.scan
DG(32:5)_C18:2,576.46,279.16,1080,20241023_Blank33.wiff.scan
"""DG(32:4),DG(dO-34:4)_C18:2""",578.55,281.25,2880,20241023_Blank33.wiff.scan
DG(32:3)_C18:2,580.49,283.19,2440,20241023_Blank33.wiff.scan
DG(32:2)_C18:2,582.51,285.21,2480,20241023_Blank33.wiff.scan
DG(33:5)_C18:2,590.48,293.18,560,20241023_Blank33.wiff.scan
DG(33:4)_C18:2,592.49,295.19,800,20241023_Blank33.wiff.scan
DG(33:3)_C18:2,594.51,297.21,1120,20241023_Blank33.wiff.scan
DG(33:2)_C18:2,596.53,299.23,1960,20241023_Blank33.wiff.scan
DG(34:6)_C18:2,602.48,305.18,520,20241023_Blank33.wiff.scan
DG(34:5)_C18:2,604.49,307.19,680,20241023_Blank33.wiff.scan
"""DG(34:4),DG(dO-36:4)_C18:2""",606.58,309.28,1600,20241023_Blank33.wiff.scan
DG(34:3)_C18:2,608.53,311.23,2160,20241023_Blank33.wiff.scan
DG(34:2)_C18:2,610.54,313.24,9120,20241023_Blank33.wiff.scan
DG(35:6)_C18:2,616.49,319.19,640,20241023_Blank33.wiff.scan
DG(35:5)_C18:2,618.51,321.21,640,20241023_Blank33.wiff.scan
"""DG(35:4),DG(O-36:4),DG(dO-37:4)_C18:2""",620.6,323.3,760,20241023_Blank33.wiff.scan
DG(35:3)_C18:2,622.54,325.24,720,20241023_Blank33.wiff.scan
"""DG(dO-38:9),DG(35:2)_C18:2""",624.56,327.26,1440,20241023_Blank33.wiff.scan
"""DG(36:8),DG(35:1)_C18:2""",626.57,329.27,640,20241023_Blank33.wiff.scan
"""DG(36:7),DG(35:0)_C18:2""",628.59,331.29,1640,20241023_Blank33.wiff.scan
DG(36:6)_C18:2,630.51,333.21,560,20241023_Blank33.wiff.scan
DG(36:5)_C18:2,632.53,335.23,2840,20241023_Blank33.wiff.scan
"""DG(36:4),DG(O-37:4)_C18:2""",634.58,337.28,14880,20241023_Blank33.wiff.scan
DG(36:3)_C18:2,636.56,339.26,10280,20241023_Blank33.wiff.scan
"""DG(O-38:9),DG(36:2)_C18:2""",638.57,341.27,3240,20241023_Blank33.wiff.scan
"""DG(O-38:8),DG(36:1)_C18:2""",640.59,343.29,640,20241023_Blank33.wiff.scan
"""DG(37:7),DG(36:0)_C18:2""",642.6,345.3,2800,20241023_Blank33.wiff.scan
DG(37:6)_C18:2,644.53,347.23,760,20241023_Blank33.wiff.scan
DG(37:5)_C18:2,646.54,349.24,560,20241023_Blank33.wiff.scan
DG(37:4)_C18:2,648.56,351.26,520,20241023_Blank33.wiff.scan
DG(37:3)_C18:2,650.57,353.27,4760,20241023_Blank33.wiff.scan
"""DG(38:9),DG(dO-40:9),DG(37:2)_C18:2""",652.59,355.29,1040,20241023_Blank33.wiff.scan
"""DG(38:8),DG(dO-40:8),DG(37:1)_C18:2""",654.6,357.3,720,20241023_Blank33.wiff.scan
"""DG(38:7),DG(37:0)_C18:2""",656.62,359.32,840,20241023_Blank33.wiff.scan
"""DG(38:6),DG(dO-40:6)_C18:2""",658.61,361.31,480,20241023_Blank33.wiff.scan
DG(38:5)_C18:2,660.56,363.26,880,20241023_Blank33.wiff.scan
DG(38:4)_C18:2,662.57,365.27,1200,20241023_Blank33.wiff.scan
DG(38:3)_C18:2,664.59,367.29,1200,20241023_Blank33.wiff.scan
"""DG(O-40:9),DG(38:2)_C18:2""",666.6,369.3,1160,20241023_Blank33.wiff.scan
"""DG(39:8),DG(O-40:8),DG(38:1)_C18:2""",668.62,371.32,880,20241023_Blank33.wiff.scan
"""DG(39:7),DG(38:0),DG(dO-40:0)_C18:2""",670.71,373.41,1040,20241023_Blank33.wiff.scan
DG(39:6)_C18:2,672.56,375.26,560,20241023_Blank33.wiff.scan
DG(39:5)_C18:2,674.57,377.27,600,20241023_Blank33.wiff.scan
DG(39:4)_C18:2,676.59,379.29,440,20241023_Blank33.wiff.scan
"""DG(40:10),DG(39:3)_C18:2""",678.6,381.3,3520,20241023_Blank33.wiff.scan
"""DG(40:9),DG(39:2)_C18:2""",680.62,383.32,1760,20241023_Blank33.wiff.scan
"""DG(40:8),DG(39:1)_C18:2""",682.63,385.33,640,20241023_Blank33.wiff.scan
"""DG(40:7),DG(39:0)_C18:2""",684.65,387.35,960,20241023_Blank33.wiff.scan
"""DG(40:6),DG(dO-40:0)_C18:2""",686.7,389.4,1400,20241023_Blank33.wiff.scan
DG(40:5)_C18:2,688.59,391.29,520,20241023_Blank33.wiff.scan
DG(40:4)_C18:2,690.6,393.3,800,20241023_Blank33.wiff.scan
DG(40:3)_C18:2,692.62,395.32,680,20241023_Blank33.wiff.scan
DG(40:2)_C18:2,694.63,397.33,1080,20241023_Blank33.wiff.scan
"""DG(41:7),DG(40:0)_C18:2""",698.67,401.37,680,20241023_Blank33.wiff.scan
DG(41:6)_C18:2,700.59,403.29,640,20241023_Blank33.wiff.scan
DG(41:5)_C18:2,702.6,405.3,680,20241023_Blank33.wiff.scan
"""DG(42:11),DG(41:4)_C18:2""",704.62,407.32,640,20241023_Blank33.wiff.scan
"""DG(42:10),DG(41:3)_C18:2""",706.63,409.33,960,20241023_Blank33.wiff.scan
"""DG(42:9),DG(41:2)_C18:2""",708.65,411.35,480,20241023_Blank33.wiff.scan
"""DG(42:8),DG(41:1)_C18:2""",710.67,413.37,840,20241023_Blank33.wiff.scan
"""DG(42:7),DG(41:0)_C18:2""",712.68,415.38,8560,20241023_Blank33.wiff.scan
DG(42:6)_C18:2,714.6,417.3,760,20241023_Blank33.wiff.scan
DG(42:5)_C18:2,716.62,419.32,480,20241023_Blank33.wiff.scan
DG(42:4)_C18:2,718.63,421.33,480,20241023_Blank33.wiff.scan
DG(42:3)_C18:2,720.65,423.35,640,20241023_Blank33.wiff.scan
DG(42:2)_C18:2,722.67,425.37,720,20241023_Blank33.wiff.scan
DG(43:6)_C18:2,728.62,431.32,320,20241023_Blank33.wiff.scan
"""DG(44:12),DG(43:5)_C18:2""",730.63,433.33,1160,20241023_Blank33.wiff.scan
"""DG(44:11),DG(43:4)_C18:2""",732.65,435.35,560,20241023_Blank33.wiff.scan
"""DG(44:10),DG(43:3)_C18:2""",734.67,437.37,3280,20241023_Blank33.wiff.scan
"""DG(44:9),DG(43:2)_C18:2""",736.68,439.38,1040,20241023_Blank33.wiff.scan
"""DG(44:8),DG(43:1)_C18:2""",738.7,441.4,800,20241023_Blank33.wiff.scan
"""DG(44:7),DG(43:0)_C18:2""",740.71,443.41,480,20241023_Blank33.wiff.scan
DG(44:6)_C18:2,742.63,445.33,560,20241023_Blank33.wiff.scan
DG(44:5)_C18:2,744.65,447.35,560,20241023_Blank33.wiff.scan
DG(44:4)_C18:2,746.67,449.37,400,20241023_Blank33.wiff.scan
DG(44:3)_C18:2,748.68,451.38,720,20241023_Blank33.wiff.scan
DG(44:2)_C18:2,750.7,453.4,2560,20241023_Blank33.wiff.scan
"""[TG(48:7),TG(47:0)]_FA18:1""",810.76,511.46,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(49:7),TG(48:0)]_FA18:1""",824.77,525.47,120,20241023_PlasmaExtract20.wiff.scan
"""[TG(50:7),TG(49:0)]_FA18:1""",838.79,539.49,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(51:7),TG(50:0)]_FA18:1""",852.8,553.5,120,20241023_PlasmaExtract20.wiff.scan
"""[TG(52:7),TG(51:0)]_FA18:1""",866.82,567.52,40,20241023_PlasmaExtract20.wiff.scan
"""[TG(53:7),TG(52:0)]_FA18:1""",880.83,581.53,120,20241023_PlasmaExtract20.wiff.scan
"""[TG(54:7),TG(53:0)]_FA18:1""",894.85,595.55,80,20241023_PlasmaExtract20.wiff.scan
"""[TG(55:7),TG(54:0)]_FA18:1""",908.86,609.56,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(56:7),TG(55:0)]_FA18:1""",922.88,623.58,40,20241023_PlasmaExtract20.wiff.scan
"""[TG(58:14),TG(57:7),TG(56:0)]_FA18:1""",936.9,637.6,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(60:14),TG(59:7),TG(58:0)]_FA18:1""",964.93,665.63,80,20241023_PlasmaExtract20.wiff.scan
"""[TG(61:14),TG(60:7),TG(59:0)]_FA18:1""",978.94,679.64,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(62:14),TG(61:7),TG(60:0)]_FA18:1""",992.96,693.66,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(62:7),TG(61:0)]_FA18:1""",1006.97,707.67,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(64:14),TG(63:7),TG(62:0)]_FA18:1""",1020.99,721.69,120,20241023_PlasmaExtract20.wiff.scan
"""[TG(64:7),TG(63:0)]_FA18:1""",1035.01,735.71,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(66:14),TG(65:7),TG(64:0)]_FA18:1""",1049.02,749.72,0,20241023_PlasmaExtract20.wiff.scan
[TG(38:1)]_FA18:1,682.6,383.3,0,20241023_PlasmaExtract20.wiff.scan
[TG(39:1)]_FA18:1,696.61,397.31,0,20241023_PlasmaExtract20.wiff.scan
[TG(40:1)]_FA18:1,710.63,411.33,40,20241023_PlasmaExtract20.wiff.scan
[TG(40:2)]_FA18:1,708.61,409.31,0,20241023_PlasmaExtract20.wiff.scan
[TG(41:1)]_FA18:1,724.65,425.35,0,20241023_PlasmaExtract20.wiff.scan
[TG(41:2)]_FA18:1,722.63,423.33,0,20241023_PlasmaExtract20.wiff.scan
[TG(42:1)]_FA18:1,738.66,439.36,40,20241023_PlasmaExtract20.wiff.scan
[TG(42:2)]_FA18:1,736.65,437.35,80,20241023_PlasmaExtract20.wiff.scan
[TG(42:3)]_FA18:1,734.63,435.33,0,20241023_PlasmaExtract20.wiff.scan
[TG(42:4)]_FA18:1,732.61,433.31,0,20241023_PlasmaExtract20.wiff.scan
[TG(43:1)]_FA18:1,752.68,453.38,0,20241023_PlasmaExtract20.wiff.scan
[TG(43:2)]_FA18:1,750.66,451.36,0,20241023_PlasmaExtract20.wiff.scan
[TG(43:3)]_FA18:1,748.65,449.35,0,20241023_PlasmaExtract20.wiff.scan
[TG(43:4)]_FA18:1,746.63,447.33,40,20241023_PlasmaExtract20.wiff.scan
[TG(44:1)]_FA18:1,766.69,467.39,0,20241023_PlasmaExtract20.wiff.scan
[TG(44:2)]_FA18:1,764.68,465.38,40,20241023_PlasmaExtract20.wiff.scan
[TG(44:3)]_FA18:1,762.66,463.36,0,20241023_PlasmaExtract20.wiff.scan
[TG(44:4)]_FA18:1,760.65,461.35,0,20241023_PlasmaExtract20.wiff.scan
[TG(44:5)]_FA18:1,758.63,459.33,200,20241023_PlasmaExtract20.wiff.scan
[TG(45:1)]_FA18:1,780.71,481.41,0,20241023_PlasmaExtract20.wiff.scan
[TG(45:2)]_FA18:1,778.69,479.39,40,20241023_PlasmaExtract20.wiff.scan
[TG(45:3)]_FA18:1,776.68,477.38,0,20241023_PlasmaExtract20.wiff.scan
[TG(45:4)]_FA18:1,774.66,475.36,40,20241023_PlasmaExtract20.wiff.scan
[TG(45:5)]_FA18:1,772.65,473.35,40,20241023_PlasmaExtract20.wiff.scan
[TG(46:1)]_FA18:1,794.72,495.42,80,20241023_PlasmaExtract20.wiff.scan
[TG(46:2)]_FA18:1,792.71,493.41,40,20241023_PlasmaExtract20.wiff.scan
[TG(46:3)]_FA18:1,790.69,491.39,0,20241023_PlasmaExtract20.wiff.scan
[TG(46:4)]_FA18:1,788.68,489.38,80,20241023_PlasmaExtract20.wiff.scan
[TG(46:5)]_FA18:1,786.66,487.36,160,20241023_PlasmaExtract20.wiff.scan
[TG(46:6)]_FA18:1,784.65,485.35,80,20241023_PlasmaExtract20.wiff.scan
[TG(47:2)]_FA18:1,806.72,507.42,40,20241023_PlasmaExtract20.wiff.scan
[TG(47:3)]_FA18:1,804.71,505.41,0,20241023_PlasmaExtract20.wiff.scan
[TG(47:4)]_FA18:1,802.69,503.39,0,20241023_PlasmaExtract20.wiff.scan
[TG(47:5)]_FA18:1,800.68,501.38,0,20241023_PlasmaExtract20.wiff.scan
[TG(47:6)]_FA18:1,798.66,499.36,0,20241023_PlasmaExtract20.wiff.scan
[TG(48:2)]_FA18:1,820.74,521.44,40,20241023_PlasmaExtract20.wiff.scan
[TG(48:3)]_FA18:1,818.72,519.42,360,20241023_PlasmaExtract20.wiff.scan
[TG(48:4)]_FA18:1,816.71,517.41,120,20241023_PlasmaExtract20.wiff.scan
[TG(48:5)]_FA18:1,814.69,515.39,0,20241023_PlasmaExtract20.wiff.scan
[TG(48:6)]_FA18:1,812.68,513.38,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(48:8),TG(47:1)]_FA18:1""",808.74,509.44,80,20241023_PlasmaExtract20.wiff.scan
[TG(49:3)]_FA18:1,832.74,533.44,0,20241023_PlasmaExtract20.wiff.scan
[TG(49:4)]_FA18:1,830.72,531.42,0,20241023_PlasmaExtract20.wiff.scan
[TG(49:5)]_FA18:1,828.71,529.41,0,20241023_PlasmaExtract20.wiff.scan
[TG(49:6)]_FA18:1,826.69,527.39,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(49:8),TG(48:1)]_FA18:1""",822.76,523.46,200,20241023_PlasmaExtract20.wiff.scan
[TG(50:3)]_FA18:1,846.76,547.46,200,20241023_PlasmaExtract20.wiff.scan
[TG(50:4)]_FA18:1,844.74,545.44,40,20241023_PlasmaExtract20.wiff.scan
[TG(50:6)]_FA18:1,840.71,541.41,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(50:8),TG(49:1)]_FA18:1""",836.77,537.47,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(50:9),TG(49:2)]_FA18:1""",834.76,535.46,40,20241023_PlasmaExtract20.wiff.scan
[TG(51:4)]_FA18:1,858.76,559.46,0,20241023_PlasmaExtract20.wiff.scan
[TG(51:5)]_FA18:1,856.74,557.44,0,20241023_PlasmaExtract20.wiff.scan
[TG(51:6)]_FA18:1,854.72,555.42,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(51:8),TG(50:1)]_FA18:1""",850.79,551.49,360,20241023_PlasmaExtract20.wiff.scan
"""[TG(51:9),TG(50:2)]_FA18:1""",848.77,549.47,360,20241023_PlasmaExtract20.wiff.scan
"""[TG(52:10),TG(51:3)]_FA18:1""",860.77,561.47,0,20241023_PlasmaExtract20.wiff.scan
[TG(52:4)]_FA18:1,872.77,573.47,200,20241023_PlasmaExtract20.wiff.scan
[TG(52:6)]_FA18:1,868.74,569.44,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(52:8),TG(51:1)]_FA18:1""",864.8,565.5,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(52:9),TG(51:2)]_FA18:1""",862.79,563.49,80,20241023_PlasmaExtract20.wiff.scan
[TG(53:6)]_FA18:1,882.76,583.46,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(53:8),TG(52:1)]_FA18:1""",878.82,579.52,240,20241023_PlasmaExtract20.wiff.scan
"""[TG(53:9),TG(52:2)]_FA18:1""",876.8,577.5,2240,20241023_PlasmaExtract20.wiff.scan
"""[TG(54:12),TG(53:5)]_FA18:1""",884.77,585.47,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(56:10),TG(55:3)]_FA18:1""",916.83,617.53,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(56:11),TG(55:4)]_FA18:1""",914.82,615.52,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(56:12),TG(55:5)]_FA18:1""",912.8,613.5,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(56:13),TG(55:6)]_FA18:1""",910.79,611.49,0,20241023_PlasmaExtract20.wiff.scan
[TG(56:6)]_FA18:1,924.8,625.5,40,20241023_PlasmaExtract20.wiff.scan
"""[TG(56:8),TG(55:1)]_FA18:1""",920.86,621.56,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(57:10),TG(56:3)]_FA18:1""",930.85,631.55,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(57:11),TG(56:4)]_FA18:1""",928.83,629.53,40,20241023_PlasmaExtract20.wiff.scan
"""[TG(57:12),TG(56:5)]_FA18:1""",926.82,627.52,80,20241023_PlasmaExtract20.wiff.scan
"""[TG(57:8),TG(56:1)]_FA18:1""",934.88,635.58,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(57:9),TG(56:2)]_FA18:1""",932.86,633.56,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(58:10),TG(57:3)]_FA18:1""",944.86,645.56,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(58:11),TG(57:4)]_FA18:1""",942.85,643.55,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(58:12),TG(57:5)]_FA18:1""",940.83,641.53,40,20241023_PlasmaExtract20.wiff.scan
"""[TG(58:13),TG(57:6)]_FA18:1""",938.82,639.52,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(58:8),TG(57:1)]_FA18:1""",948.9,649.6,40,20241023_PlasmaExtract20.wiff.scan
"""[TG(58:9),TG(57:2)]_FA18:1""",946.88,647.58,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(59:10),TG(58:3)]_FA18:1""",958.88,659.58,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(59:11),TG(58:4)]_FA18:1""",956.86,657.56,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(59:12),TG(58:5)]_FA18:1""",954.85,655.55,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(59:13),TG(58:6)]_FA18:1""",952.83,653.53,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(59:9),TG(58:2)]_FA18:1""",960.9,661.6,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(60:10),TG(59:3)]_FA18:1""",972.9,673.6,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(60:11),TG(59:4)]_FA18:1""",970.88,671.58,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(60:12),TG(59:5)]_FA18:1""",968.86,669.56,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(60:13),TG(59:6)]_FA18:1""",966.85,667.55,80,20241023_PlasmaExtract20.wiff.scan
"""[TG(60:15),TG(59:8),TG(58:1)]_FA18:1""",962.91,663.61,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(60:8),TG(59:1)]_FA18:1""",976.93,677.63,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(60:9),TG(59:2)]_FA18:1""",974.91,675.61,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(61:10),TG(60:3)]_FA18:1""",986.91,687.61,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(61:11),TG(60:4)]_FA18:1""",984.9,685.6,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(61:12),TG(60:5)]_FA18:1""",982.88,683.58,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(61:13),TG(60:6)]_FA18:1""",980.86,681.56,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(62:10),TG(61:3)]_FA18:1""",1000.93,701.63,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(62:11),TG(61:4)]_FA18:1""",998.91,699.61,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(62:12),TG(61:5)]_FA18:1""",996.9,697.6,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(62:13),TG(61:6)]_FA18:1""",994.88,695.58,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(62:15),TG(61:8),TG(60:1)]_FA18:1""",990.94,691.64,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(62:16),TG(61:9),TG(60:2)]_FA18:1""",988.93,689.63,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(62:8),TG(61:1)]_FA18:1""",1004.96,705.66,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(62:9),TG(61:2)]_FA18:1""",1002.94,703.64,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(63:11),TG(62:4)]_FA18:1""",1012.93,713.63,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(63:12),TG(62:5)]_FA18:1""",1010.91,711.61,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(63:13),TG(62:6)]_FA18:1""",1008.9,709.6,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(64:10),TG(63:3)]_FA18:1""",1028.96,729.66,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(64:11),TG(63:4)]_FA18:1""",1026.94,727.64,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(64:12),TG(63:5)]_FA18:1""",1024.93,725.63,560,20241023_PlasmaExtract20.wiff.scan
"""[TG(64:13),TG(63:6)]_FA18:1""",1022.91,723.61,80,20241023_PlasmaExtract20.wiff.scan
"""[TG(64:15),TG(63:8),TG(62:1)]_FA18:1""",1018.97,719.67,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(64:16),TG(63:9),TG(62:2)]_FA18:1""",1016.96,717.66,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(64:17),TG(63:10),TG(62:3)]_FA18:1""",1014.94,715.64,0,20241023_PlasmaExtract20.wiff.scan
[TG(64:6)]_FA18:1,1036.93,737.63,40,20241023_PlasmaExtract20.wiff.scan
"""[TG(64:8),TG(63:1)]_FA18:1""",1032.99,733.69,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(64:9),TG(63:2)]_FA18:1""",1030.97,731.67,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(65:12),TG(64:5)]_FA18:1""",1038.94,739.64,0,20241023_PlasmaExtract20.wiff.scan
[TG(66:1)]_FA18:1,1075.04,775.74,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(66:10),TG(65:3)]_FA18:1""",1056.99,757.69,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(66:11),TG(65:4)]_FA18:1""",1054.97,755.67,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(66:12),TG(65:5)]_FA18:1""",1052.96,753.66,80,20241023_PlasmaExtract20.wiff.scan
"""[TG(66:13),TG(65:6)]_FA18:1""",1050.94,751.64,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(66:15),TG(65:8),TG(64:1)]_FA18:1""",1047.01,747.71,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(66:16),TG(65:9),TG(64:2)]_FA18:1""",1044.99,745.69,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(66:17),TG(65:10),TG(64:3)]_FA18:1""",1042.97,743.67,40,20241023_PlasmaExtract20.wiff.scan
"""[TG(66:18),TG(65:11),TG(64:4)]_FA18:1""",1040.96,741.66,80,20241023_PlasmaExtract20.wiff.scan
[TG(66:2)]_FA18:1,1073.02,773.72,40,20241023_PlasmaExtract20.wiff.scan
[TG(66:3)]_FA18:1,1071.01,771.71,0,20241023_PlasmaExtract20.wiff.scan
[TG(66:4)]_FA18:1,1068.99,769.69,0,20241023_PlasmaExtract20.wiff.scan
[TG(66:5)]_FA18:1,1066.97,767.67,240,20241023_PlasmaExtract20.wiff.scan
[TG(66:6)]_FA18:1,1064.96,765.66,120,20241023_PlasmaExtract20.wiff.scan
[TG(66:7)]_FA18:1,1062.94,763.64,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(66:8),TG(65:1)]_FA18:1""",1061.02,761.72,120,20241023_PlasmaExtract20.wiff.scan
"""[TG(66:9),TG(65:2)]_FA18:1""",1059.01,759.71,520,20241023_PlasmaExtract20.wiff.scan
[TG(50:5)]_FA18:1,842.72,543.42,360,20241023_PlasmaExtract20.wiff.scan
[TG(52:5)]_FA18:1,870.76,571.46,80,20241023_PlasmaExtract20.wiff.scan
"""[TG(53:10),TG(52:3)]_FA18:1""",874.79,575.49,3120,20241023_PlasmaExtract20.wiff.scan
"""[TG(54:10),TG(53:3)]_FA18:1""",888.8,589.5,120,20241023_PlasmaExtract20.wiff.scan
"""[TG(54:11),TG(53:4)]_FA18:1""",886.79,587.49,40,20241023_PlasmaExtract20.wiff.scan
[TG(54:5)]_FA18:1,898.79,599.49,320,20241023_PlasmaExtract20.wiff.scan
[TG(54:6)]_FA18:1,896.77,597.47,200,20241023_PlasmaExtract20.wiff.scan
"""[TG(54:8),TG(53:1)]_FA18:1""",892.83,593.53,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(54:9),TG(53:2)]_FA18:1""",890.82,591.52,160,20241023_PlasmaExtract20.wiff.scan
"""[TG(55:10),TG(54:3)]_FA18:1""",902.82,603.52,1400,20241023_PlasmaExtract20.wiff.scan
"""[TG(55:11),TG(54:4)]_FA18:1""",900.8,601.5,840,20241023_PlasmaExtract20.wiff.scan
"""[TG(55:8),TG(54:1)]_FA18:1""",906.85,607.55,80,20241023_PlasmaExtract20.wiff.scan
"""[TG(55:9),TG(54:2)]_FA18:1""",904.83,605.53,400,20241023_PlasmaExtract20.wiff.scan
"""[TG(56:9),TG(55:2)]_FA18:1""",918.85,619.55,0,20241023_PlasmaExtract20.wiff.scan
"""[TG(58:7),TG(57:0)]_FA18:1""",950.91,651.61,0,20241023_PlasmaExtract20.wiff.scan
DG(28:2)_C18:1,526.45,227.15,5520,20241023_PlasmaExtract7.wiff.scan
DG(28:1)_C18:1,528.46,229.16,1120,20241023_PlasmaExtract7.wiff.scan
DG(29:2)_C18:1,540.46,241.16,2320,20241023_PlasmaExtract7.wiff.scan
DG(29:1)_C18:1,542.48,243.18,1800,20241023_PlasmaExtract7.wiff.scan
DG(30:3)_C18:1,552.46,253.16,1520,20241023_PlasmaExtract7.wiff.scan
DG(30:2)_C18:1,554.48,255.18,9200,20241023_PlasmaExtract7.wiff.scan
DG(30:1)_C18:1,556.49,257.19,6600,20241023_PlasmaExtract7.wiff.scan
DG(31:3)_C18:1,566.48,267.18,3080,20241023_PlasmaExtract7.wiff.scan
"""DG(31:2),DG(P-14:0/18:1)_C18:1""",568.53,269.23,2000,20241023_PlasmaExtract7.wiff.scan
DG(31:1)_C18:1,570.51,271.21,1360,20241023_PlasmaExtract7.wiff.scan
DG(32:5)_C18:1,576.46,277.16,2000,20241023_PlasmaExtract7.wiff.scan
"""DG(32:4),DG(dO-34:4)_C18:1""",578.55,279.25,520,20241023_PlasmaExtract7.wiff.scan
DG(32:3)_C18:1,580.49,281.19,1520,20241023_PlasmaExtract7.wiff.scan
DG(32:2)_C18:1,582.51,283.21,13040,20241023_PlasmaExtract7.wiff.scan
DG(32:1)_C18:1,584.53,285.23,2920,20241023_PlasmaExtract7.wiff.scan
DG(33:5)_C18:1,590.48,291.18,1280,20241023_PlasmaExtract7.wiff.scan
DG(33:4)_C18:1,592.49,293.19,560,20241023_PlasmaExtract7.wiff.scan
DG(33:3)_C18:1,594.51,295.21,1600,20241023_PlasmaExtract7.wiff.scan
DG(33:2)_C18:1,596.53,297.23,3240,20241023_PlasmaExtract7.wiff.scan
"""DG(33:1),DG(O-34:1)_C18:1""",598.58,299.28,1480,20241023_PlasmaExtract7.wiff.scan
DG(34:6)_C18:1,602.48,303.18,1160,20241023_PlasmaExtract7.wiff.scan
DG(34:5)_C18:1,604.49,305.19,600,20241023_PlasmaExtract7.wiff.scan
"""DG(34:4),DG(dO-36:4)_C18:1""",606.58,307.28,400,20241023_PlasmaExtract7.wiff.scan
DG(34:3)_C18:1,608.53,309.23,1040,20241023_PlasmaExtract7.wiff.scan
DG(34:2)_C18:1,610.54,311.24,9080,20241023_PlasmaExtract7.wiff.scan
DG(34:1)_C18:1,612.56,313.26,12600,20241023_PlasmaExtract7.wiff.scan
DG(35:6)_C18:1,616.49,317.19,1000,20241023_PlasmaExtract7.wiff.scan
