Lipid,Q1,Q3,Intensity,Filename
"""[TG(54:12),TG(53:5)]_FA16:1""",884.77,613.47,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(56:10),TG(55:3)]_FA16:1""",916.83,645.53,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(56:11),TG(55:4)]_FA16:1""",914.82,643.52,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(56:12),TG(55:5)]_FA16:1""",912.8,641.5,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(56:13),TG(55:6)]_FA16:1""",910.79,639.49,0,20241023_PlasmaExtract18.wiff.scan
[TG(56:6)]_FA16:1,924.8,653.5,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(56:8),TG(55:1)]_FA16:1""",920.86,649.56,40,20241023_PlasmaExtract18.wiff.scan
"""[TG(57:10),TG(56:3)]_FA16:1""",930.85,659.55,120,20241023_PlasmaExtract18.wiff.scan
"""[TG(57:11),TG(56:4)]_FA16:1""",928.83,657.53,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(57:12),TG(56:5)]_FA16:1""",926.82,655.52,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(57:8),TG(56:1)]_FA16:1""",934.88,663.58,40,20241023_PlasmaExtract18.wiff.scan
"""[TG(57:9),TG(56:2)]_FA16:1""",932.86,661.56,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(58:10),TG(57:3)]_FA16:1""",944.86,673.56,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(58:11),TG(57:4)]_FA16:1""",942.85,671.55,40,20241023_PlasmaExtract18.wiff.scan
"""[TG(58:12),TG(57:5)]_FA16:1""",940.83,669.53,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(58:13),TG(57:6)]_FA16:1""",938.82,667.52,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(58:8),TG(57:1)]_FA16:1""",948.9,677.6,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(58:9),TG(57:2)]_FA16:1""",946.88,675.58,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(59:10),TG(58:3)]_FA16:1""",958.88,687.58,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(59:11),TG(58:4)]_FA16:1""",956.86,685.56,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(59:12),TG(58:5)]_FA16:1""",954.85,683.55,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(59:13),TG(58:6)]_FA16:1""",952.83,681.53,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(59:9),TG(58:2)]_FA16:1""",960.9,689.6,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(60:10),TG(59:3)]_FA16:1""",972.9,701.6,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(60:11),TG(59:4)]_FA16:1""",970.88,699.58,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(60:12),TG(59:5)]_FA16:1""",968.86,697.56,80,20241023_PlasmaExtract18.wiff.scan
"""[TG(60:13),TG(59:6)]_FA16:1""",966.85,695.55,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(60:15),TG(59:8),TG(58:1)]_FA16:1""",962.91,691.61,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(60:8),TG(59:1)]_FA16:1""",976.93,705.63,40,20241023_PlasmaExtract18.wiff.scan
"""[TG(60:9),TG(59:2)]_FA16:1""",974.91,703.61,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(61:10),TG(60:3)]_FA16:1""",986.91,715.61,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(61:11),TG(60:4)]_FA16:1""",984.9,713.6,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(61:12),TG(60:5)]_FA16:1""",982.88,711.58,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(61:13),TG(60:6)]_FA16:1""",980.86,709.56,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(62:10),TG(61:3)]_FA16:1""",1000.93,729.63,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(62:11),TG(61:4)]_FA16:1""",998.91,727.61,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(62:12),TG(61:5)]_FA16:1""",996.9,725.6,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(62:13),TG(61:6)]_FA16:1""",994.88,723.58,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(62:15),TG(61:8),TG(60:1)]_FA16:1""",990.94,719.64,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(62:16),TG(61:9),TG(60:2)]_FA16:1""",988.93,717.63,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(62:8),TG(61:1)]_FA16:1""",1004.96,733.66,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(62:9),TG(61:2)]_FA16:1""",1002.94,731.64,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(63:11),TG(62:4)]_FA16:1""",1012.93,741.63,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(63:12),TG(62:5)]_FA16:1""",1010.91,739.61,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(63:13),TG(62:6)]_FA16:1""",1008.9,737.6,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(64:10),TG(63:3)]_FA16:1""",1028.96,757.66,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(64:11),TG(63:4)]_FA16:1""",1026.94,755.64,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(64:12),TG(63:5)]_FA16:1""",1024.93,753.63,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(64:13),TG(63:6)]_FA16:1""",1022.91,751.61,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(64:15),TG(63:8),TG(62:1)]_FA16:1""",1018.97,747.67,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(64:16),TG(63:9),TG(62:2)]_FA16:1""",1016.96,745.66,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(64:17),TG(63:10),TG(62:3)]_FA16:1""",1014.94,743.64,0,20241023_PlasmaExtract18.wiff.scan
[TG(64:6)]_FA16:1,1036.93,765.63,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(64:8),TG(63:1)]_FA16:1""",1032.99,761.69,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(64:9),TG(63:2)]_FA16:1""",1030.97,759.67,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(65:12),TG(64:5)]_FA16:1""",1038.94,767.64,0,20241023_PlasmaExtract18.wiff.scan
[TG(66:1)]_FA16:1,1075.04,803.74,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(66:10),TG(65:3)]_FA16:1""",1056.99,785.69,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(66:11),TG(65:4)]_FA16:1""",1054.97,783.67,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(66:12),TG(65:5)]_FA16:1""",1052.96,781.66,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(66:13),TG(65:6)]_FA16:1""",1050.94,779.64,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(66:15),TG(65:8),TG(64:1)]_FA16:1""",1047.01,775.71,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(66:16),TG(65:9),TG(64:2)]_FA16:1""",1044.99,773.69,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(66:17),TG(65:10),TG(64:3)]_FA16:1""",1042.97,771.67,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(66:18),TG(65:11),TG(64:4)]_FA16:1""",1040.96,769.66,0,20241023_PlasmaExtract18.wiff.scan
[TG(66:2)]_FA16:1,1073.02,801.72,0,20241023_PlasmaExtract18.wiff.scan
[TG(66:3)]_FA16:1,1071.01,799.71,0,20241023_PlasmaExtract18.wiff.scan
[TG(66:4)]_FA16:1,1068.99,797.69,0,20241023_PlasmaExtract18.wiff.scan
[TG(66:5)]_FA16:1,1066.97,795.67,0,20241023_PlasmaExtract18.wiff.scan
[TG(66:6)]_FA16:1,1064.96,793.66,0,20241023_PlasmaExtract18.wiff.scan
[TG(66:7)]_FA16:1,1062.94,791.64,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(66:8),TG(65:1)]_FA16:1""",1061.02,789.72,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(66:9),TG(65:2)]_FA16:1""",1059.01,787.71,0,20241023_PlasmaExtract18.wiff.scan
[TG(50:5)]_FA16:1,842.72,571.42,0,20241023_PlasmaExtract18.wiff.scan
[TG(52:5)]_FA16:1,870.76,599.46,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(53:10),TG(52:3)]_FA16:1""",874.79,603.49,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(54:10),TG(53:3)]_FA16:1""",888.8,617.5,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(54:11),TG(53:4)]_FA16:1""",886.79,615.49,0,20241023_PlasmaExtract18.wiff.scan
[TG(54:5)]_FA16:1,898.79,627.49,0,20241023_PlasmaExtract18.wiff.scan
[TG(54:6)]_FA16:1,896.77,625.47,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(54:8),TG(53:1)]_FA16:1""",892.83,621.53,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(54:9),TG(53:2)]_FA16:1""",890.82,619.52,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(55:10),TG(54:3)]_FA16:1""",902.82,631.52,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(55:11),TG(54:4)]_FA16:1""",900.8,629.5,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(55:8),TG(54:1)]_FA16:1""",906.85,635.55,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(55:9),TG(54:2)]_FA16:1""",904.83,633.53,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(56:9),TG(55:2)]_FA16:1""",918.85,647.55,0,20241023_PlasmaExtract18.wiff.scan
"""[TG(58:7),TG(57:0)]_FA16:1""",950.91,679.61,0,20241023_PlasmaExtract18.wiff.scan
LPE(12:0),398.23,257.23,0,20241023_PlasmaExtract11.wiff.scan
LPE(14:0),426.26,285.26,40,20241023_PlasmaExtract11.wiff.scan
LPE(14:1),424.25,283.25,40,20241023_PlasmaExtract11.wiff.scan
"""LPE(15:1),LPE(P-16:0)""",438.3,297.3,0,20241023_PlasmaExtract11.wiff.scan
LPE(16:1),452.28,311.28,0,20241023_PlasmaExtract11.wiff.scan
"""LPE(17:1),LPE(O-18:1),LPE(P-18:0)""",466.33,325.33,0,20241023_PlasmaExtract11.wiff.scan
LPE(17:2),464.28,323.28,0,20241023_PlasmaExtract11.wiff.scan
LPE(18:1),480.31,339.31,40,20241023_PlasmaExtract11.wiff.scan
"""LPE(18:2),LPE(P-19:1)""",478.33,337.33,40,20241023_PlasmaExtract11.wiff.scan
LPE(18:3),476.28,335.28,0,20241023_PlasmaExtract11.wiff.scan
LPE(18:4),474.26,333.26,0,20241023_PlasmaExtract11.wiff.scan
"""LPE(19:1),LPE(P-20:0)""",494.36,353.36,0,20241023_PlasmaExtract11.wiff.scan
LPE(20:0),510.36,369.36,0,20241023_PlasmaExtract11.wiff.scan
LPE(20:1),508.34,367.34,120,20241023_PlasmaExtract11.wiff.scan
LPE(20:2),506.32,365.32,0,20241023_PlasmaExtract11.wiff.scan
LPE(20:3),504.31,363.31,0,20241023_PlasmaExtract11.wiff.scan
LPE(20:4),502.29,361.29,160,20241023_PlasmaExtract11.wiff.scan
LPE(20:5),500.28,359.28,0,20241023_PlasmaExtract11.wiff.scan
LPE(22:0),538.39,397.39,0,20241023_PlasmaExtract11.wiff.scan
LPE(22:1),536.37,395.37,0,20241023_PlasmaExtract11.wiff.scan
LPE(22:2),534.36,393.36,0,20241023_PlasmaExtract11.wiff.scan
LPE(22:4),530.32,389.32,40,20241023_PlasmaExtract11.wiff.scan
LPE(22:5),528.31,387.31,0,20241023_PlasmaExtract11.wiff.scan
LPE(22:6),526.29,385.29,80,20241023_PlasmaExtract11.wiff.scan
LPE(24:1),564.4,423.4,0,20241023_PlasmaExtract11.wiff.scan
LPE(24:6),554.32,413.32,40,20241023_PlasmaExtract11.wiff.scan
LPE(O-16:0),440.31,299.31,120,20241023_PlasmaExtract11.wiff.scan
LPE(O-20:0),496.38,355.38,0,20241023_PlasmaExtract11.wiff.scan
LPE(O-20:4),488.31,347.31,0,20241023_PlasmaExtract11.wiff.scan
"""PE(12:0),LPE(13:0)""",412.25,271.25,40,20241023_PlasmaExtract11.wiff.scan
"""PE(16:0),LPE(O-18:0)""",468.35,327.35,0,20241023_PlasmaExtract11.wiff.scan
"""PE(20:0),LPE(21:0)""",524.37,383.37,0,20241023_PlasmaExtract11.wiff.scan
PE(24:0),580.4,439.4,0,20241023_PlasmaExtract11.wiff.scan
PE(25:0),594.41,453.41,0,20241023_PlasmaExtract11.wiff.scan
PE(26:0),608.43,467.43,0,20241023_PlasmaExtract11.wiff.scan
PE(26:1),606.41,465.41,0,20241023_PlasmaExtract11.wiff.scan
"""PE(27:0),PE(O-28:0)""",622.48,481.48,0,20241023_PlasmaExtract11.wiff.scan
"""PE(27:1),PE(P-28:0)""",620.47,479.47,0,20241023_PlasmaExtract11.wiff.scan
"""PE(28:1),PE(P-29:0)""",634.48,493.48,0,20241023_PlasmaExtract11.wiff.scan
PE(28:2),632.43,491.43,0,20241023_PlasmaExtract11.wiff.scan
"""PE(29:0),PE(O-30:0)""",650.51,509.51,0,20241023_PlasmaExtract11.wiff.scan
"""PE(29:1),PE(O-30:1),PE(P-30:0)""",648.5,507.5,0,20241023_PlasmaExtract11.wiff.scan
"""PE(29:2),PE(P-30:1)""",646.48,505.48,0,20241023_PlasmaExtract11.wiff.scan
"""PE(30:0),PE(O-31:0)""",664.53,523.53,0,20241023_PlasmaExtract11.wiff.scan
"""PE(30:1),PE(O-31:1),PE(P-31:0)""",662.51,521.51,0,20241023_PlasmaExtract11.wiff.scan
"""PE(30:2),PE(P-31:1)""",660.5,519.5,0,20241023_PlasmaExtract11.wiff.scan
PE(30:3),658.44,517.44,0,20241023_PlasmaExtract11.wiff.scan
PE(30:4),656.43,515.43,0,20241023_PlasmaExtract11.wiff.scan
"""PE(31:0),PE(O-32:0)""",678.54,537.54,0,20241023_PlasmaExtract11.wiff.scan
"""PE(31:1),PE(O-32:1),PE(P-32:0)""",676.53,535.53,0,20241023_PlasmaExtract11.wiff.scan
"""PE(31:2),PE(P-32:1)""",674.51,533.51,0,20241023_PlasmaExtract11.wiff.scan
PE(31:3),672.46,531.46,0,20241023_PlasmaExtract11.wiff.scan
PE(31:4),670.44,529.44,0,20241023_PlasmaExtract11.wiff.scan
"""PE(32:0),PE(O-33:0)""",692.56,551.56,0,20241023_PlasmaExtract11.wiff.scan
"""PE(32:1),PE(O-33:1),PE(P-33:0)""",690.54,549.54,40,20241023_PlasmaExtract11.wiff.scan
"""PE(32:2),PE(O-33:2),PE(P-33:1)""",688.53,547.53,0,20241023_PlasmaExtract11.wiff.scan
"""PE(32:3),PE(P-33:2)""",686.51,545.51,0,20241023_PlasmaExtract11.wiff.scan
"""PE(32:4),PEd(O-34:4)""",684.53,543.53,0,20241023_PlasmaExtract11.wiff.scan
PE(32:5),682.44,541.44,0,20241023_PlasmaExtract11.wiff.scan
"""PE(33:0),PE(O-34:0)""",706.58,565.58,0,20241023_PlasmaExtract11.wiff.scan
"""PE(33:1),PE(O-34:1),PE(P-34:0)""",704.56,563.56,0,20241023_PlasmaExtract11.wiff.scan
"""PE(33:2),PE(O-34:2),PE(P-34:1)""",702.54,561.54,0,20241023_PlasmaExtract11.wiff.scan
"""PE(33:3),PE(O-34:3),PE(P-34:2)""",700.53,559.53,0,20241023_PlasmaExtract11.wiff.scan
"""PE(33:4),PE(O-34:4),PE(O-34:4),PE(P-34:3)""",698.51,557.51,0,20241023_PlasmaExtract11.wiff.scan
"""PE(33:5),PE(P-34:4)""",696.5,555.5,0,20241023_PlasmaExtract11.wiff.scan
"""PE(34:0),PE(O-35:0)""",720.59,579.59,0,20241023_PlasmaExtract11.wiff.scan
"""PE(34:1),PE(O-35:1),PE(P-35:0)""",718.58,577.58,40,20241023_PlasmaExtract11.wiff.scan
"""PE(34:2),PE(O-35:2),PE(P-35:1)""",716.56,575.56,0,20241023_PlasmaExtract11.wiff.scan
"""PE(34:3),PE(P-35:2)""",714.54,573.54,0,20241023_PlasmaExtract11.wiff.scan
PE(34:4),712.49,571.49,0,20241023_PlasmaExtract11.wiff.scan
PE(34:5),710.48,569.48,0,20241023_PlasmaExtract11.wiff.scan
PE(34:6),708.46,567.46,0,20241023_PlasmaExtract11.wiff.scan
"""PE(35:3),PE(O-36:3),PE(P-36:2)""",728.56,587.56,0,20241023_PlasmaExtract11.wiff.scan
"""PE(35:4),PE(O-36:4),PE(P-36:3)""",726.54,585.54,0,20241023_PlasmaExtract11.wiff.scan
"""PE(35:5),PE(O-36:5),PE(P-36:4)""",724.53,583.53,0,20241023_PlasmaExtract11.wiff.scan
"""PE(35:6),PE(P-36:5)""",722.51,581.51,0,20241023_PlasmaExtract11.wiff.scan
"""PE(36:3),PE(P-37:2)""",742.58,601.58,0,20241023_PlasmaExtract11.wiff.scan
"""PE(36:4),PE(O-37:4)""",740.56,599.56,0,20241023_PlasmaExtract11.wiff.scan
PE(36:5),738.51,597.51,0,20241023_PlasmaExtract11.wiff.scan
PE(36:6),736.49,595.49,0,20241023_PlasmaExtract11.wiff.scan
"""PE(36:7),PE(35:0),PE(O-36:0)""",734.61,593.61,0,20241023_PlasmaExtract11.wiff.scan
"""PE(36:8),PE(dO-38:8),PE(35:1),PE(O-36:1),PE(P-36:0)""",732.59,591.59,0,20241023_PlasmaExtract11.wiff.scan
"""PE(37:3),PE(O-38:3),PE(P-38:2)""",756.59,615.59,0,20241023_PlasmaExtract11.wiff.scan
"""PE(37:4),PE(O-38:4),PE(P-38:3)""",754.58,613.58,0,20241023_PlasmaExtract11.wiff.scan
"""PE(37:5),PE(O-38:5),PE(P-38:4)""",752.56,611.56,0,20241023_PlasmaExtract11.wiff.scan
"""PE(37:6),PE(O-38:6),PE(P-38:5)""",750.54,609.54,0,20241023_PlasmaExtract11.wiff.scan
"""PE(37:7),PE(P-38:6),PE(36:0),PE(O-37:0)""",748.62,607.62,0,20241023_PlasmaExtract11.wiff.scan
PE(38:3),770.57,629.57,0,20241023_PlasmaExtract11.wiff.scan
PE(38:4),768.55,627.55,0,20241023_PlasmaExtract11.wiff.scan
PE(38:5),766.54,625.54,0,20241023_PlasmaExtract11.wiff.scan
PE(38:6),764.52,623.52,0,20241023_PlasmaExtract11.wiff.scan
"""PE(38:7),PE(37:0),PE(O-38:0)""",762.64,621.64,0,20241023_PlasmaExtract11.wiff.scan
"""PE(38:8),PE(dO-40:8),PE(37:1),PE(O-38:1),PE(P-38:0)""",760.62,619.62,0,20241023_PlasmaExtract11.wiff.scan
"""PE(38:9),PE(dO-40:9),PE(37:2),PE(O-38:2),PE(P-38:1)""",758.61,617.61,0,20241023_PlasmaExtract11.wiff.scan
"""PE(39:4),PE(O-40:4),PE(P-40:3)""",782.61,641.61,0,20241023_PlasmaExtract11.wiff.scan
"""PE(39:5),PE(O-40:5),PE(P-40:4)""",780.59,639.59,0,20241023_PlasmaExtract11.wiff.scan
"""PE(39:6),PE(O-40:6),PE(P-40:5)""",778.58,637.58,0,20241023_PlasmaExtract11.wiff.scan
"""PE(39:7),PE(P-40:6),PE(38:0),PE(O-39:0)""",776.65,635.65,0,20241023_PlasmaExtract11.wiff.scan
"""PE(39:8),PE(O-40:8),PE(P-40:7),PE(38:1),PE(O-39:1),PE(P-39:0)""",774.64,633.64,0,20241023_PlasmaExtract11.wiff.scan
"""PE(40:1),PE(P-41:0)""",802.67,661.67,0,20241023_PlasmaExtract11.wiff.scan
"""PE(40:10),PE(39:3),PE(O-40:3),PE(P-40:2)""",784.62,643.62,40,20241023_PlasmaExtract11.wiff.scan
PE(40:2),800.62,659.62,0,20241023_PlasmaExtract11.wiff.scan
PE(40:3),798.6,657.6,0,20241023_PlasmaExtract11.wiff.scan
PE(40:4),796.59,655.59,0,20241023_PlasmaExtract11.wiff.scan
PE(40:5),794.57,653.57,0,20241023_PlasmaExtract11.wiff.scan
"""PE(40:6),PE(dO-40:0)""",792.68,651.68,0,20241023_PlasmaExtract11.wiff.scan
"""PE(40:7),PE(39:0),PE(O-40:0)""",790.67,649.67,40,20241023_PlasmaExtract11.wiff.scan
"""PE(40:8),PE(39:1),PE(O-40:1),PE(P-40:0)""",788.65,647.65,0,20241023_PlasmaExtract11.wiff.scan
"""PE(40:9),PE(39:2),PE(O-40:2),PE(P-40:1)""",786.64,645.64,0,20241023_PlasmaExtract11.wiff.scan
"""PE(41:5),PE(P-42:4)""",808.62,667.62,0,20241023_PlasmaExtract11.wiff.scan
"""PE(41:6),PE(O-42:6)""",806.61,665.61,0,20241023_PlasmaExtract11.wiff.scan
"""PE(41:7),PE(P-42:6),PE(40:0),PE(O-41:0)""",804.68,663.68,0,20241023_PlasmaExtract11.wiff.scan
PE(42:0),832.68,691.68,0,20241023_PlasmaExtract11.wiff.scan
PE(42:1),830.66,689.66,0,20241023_PlasmaExtract11.wiff.scan
"""PE(42:10),PE(41:3),PE(P-42:2)""",812.65,671.65,0,20241023_PlasmaExtract11.wiff.scan
"""PE(42:11),PE(41:4),PE(O-42:4)""",810.64,669.64,0,20241023_PlasmaExtract11.wiff.scan
PE(42:2),828.65,687.65,0,20241023_PlasmaExtract11.wiff.scan
PE(42:3),826.63,685.63,0,20241023_PlasmaExtract11.wiff.scan
PE(42:4),824.62,683.62,0,20241023_PlasmaExtract11.wiff.scan
PE(42:5),822.6,681.6,0,20241023_PlasmaExtract11.wiff.scan
PE(42:6),820.59,679.59,0,20241023_PlasmaExtract11.wiff.scan
"""PE(42:7),PE(41:0),PE(O-42:0)""",818.7,677.7,0,20241023_PlasmaExtract11.wiff.scan
"""PE(42:8),PE(41:1),PE(O-42:1),PE(P-42:0)""",816.68,675.68,0,20241023_PlasmaExtract11.wiff.scan
"""PE(42:9),PE(41:2),PE(O-42:2),PE(P-42:1)""",814.67,673.67,0,20241023_PlasmaExtract11.wiff.scan
PE(43:2),842.66,701.66,0,20241023_PlasmaExtract11.wiff.scan
PE(43:4),838.63,697.63,0,20241023_PlasmaExtract11.wiff.scan
PE(43:6),834.6,693.6,0,20241023_PlasmaExtract11.wiff.scan
PE(44:0),860.71,719.71,0,20241023_PlasmaExtract11.wiff.scan
PE(44:1),858.7,717.7,0,20241023_PlasmaExtract11.wiff.scan
PE(44:10),840.55,699.55,0,20241023_PlasmaExtract11.wiff.scan
PE(44:12),836.52,695.52,0,20241023_PlasmaExtract11.wiff.scan
PE(44:2),856.68,715.68,0,20241023_PlasmaExtract11.wiff.scan
PE(44:3),854.66,713.66,0,20241023_PlasmaExtract11.wiff.scan
PE(44:4),852.65,711.65,0,20241023_PlasmaExtract11.wiff.scan
PE(44:5),850.63,709.63,0,20241023_PlasmaExtract11.wiff.scan
PE(44:6),848.62,707.62,0,20241023_PlasmaExtract11.wiff.scan
"""PE(44:7),PE(43:0)""",846.7,705.7,0,20241023_PlasmaExtract11.wiff.scan
"""PE(44:8),PE(43:1)""",844.68,703.68,0,20241023_PlasmaExtract11.wiff.scan
PE(46:1),886.73,745.73,0,20241023_PlasmaExtract11.wiff.scan
PE(52:4),964.77,823.77,0,20241023_PlasmaExtract11.wiff.scan
"""PE(dO-38:9),PE(35:2),PE(O-36:2),PE(P-36:1)""",730.58,589.58,0,20241023_PlasmaExtract11.wiff.scan
"""PE(O-38:8),PE(36:1),PE(O-37:1),PE(P-37:0)""",746.61,605.61,40,20241023_PlasmaExtract11.wiff.scan
"""PE(O-38:9),PE(36:2),PE(O-37:2),PE(P-37:1)""",744.59,603.59,160,20241023_PlasmaExtract11.wiff.scan
"""PE(O-40:9),PE(38:2),PE(P-39:1)""",772.62,631.62,0,20241023_PlasmaExtract11.wiff.scan
"""PE28:0,PE(O-29:0)""",636.5,495.5,0,20241023_PlasmaExtract11.wiff.scan
[TG(37:0)]_FA14:0,670.6,425.4,0,20241023_PlasmaExtract16.wiff.scan
[TG(38:0)]_FA14:0,684.61,439.41,0,20241023_PlasmaExtract16.wiff.scan
[TG(38:1)]_FA14:0,682.6,437.4,0,20241023_PlasmaExtract16.wiff.scan
[TG(39:0)]_FA14:0,698.63,453.43,0,20241023_PlasmaExtract16.wiff.scan
[TG(39:1)]_FA14:0,696.61,451.41,0,20241023_PlasmaExtract16.wiff.scan
[TG(40:0)]_FA14:0,712.65,467.45,0,20241023_PlasmaExtract16.wiff.scan
[TG(40:1)]_FA14:0,710.63,465.43,0,20241023_PlasmaExtract16.wiff.scan
[TG(40:2)]_FA14:0,708.61,463.41,0,20241023_PlasmaExtract16.wiff.scan
[TG(41:0)]_FA14:0,726.66,481.46,0,20241023_PlasmaExtract16.wiff.scan
[TG(41:1)]_FA14:0,724.65,479.45,0,20241023_PlasmaExtract16.wiff.scan
[TG(41:2)]_FA14:0,722.63,477.43,0,20241023_PlasmaExtract16.wiff.scan
[TG(42:0)]_FA14:0,740.68,495.48,0,20241023_PlasmaExtract16.wiff.scan
[TG(42:1)]_FA14:0,738.66,493.46,0,20241023_PlasmaExtract16.wiff.scan
[TG(42:2)]_FA14:0,736.65,491.45,0,20241023_PlasmaExtract16.wiff.scan
[TG(42:3)]_FA14:0,734.63,489.43,0,20241023_PlasmaExtract16.wiff.scan
[TG(42:4)]_FA14:0,732.61,487.41,0,20241023_PlasmaExtract16.wiff.scan
[TG(43:0)]_FA14:0,754.69,509.49,0,20241023_PlasmaExtract16.wiff.scan
[TG(43:1)]_FA14:0,752.68,507.48,0,20241023_PlasmaExtract16.wiff.scan
[TG(43:2)]_FA14:0,750.66,505.46,0,20241023_PlasmaExtract16.wiff.scan
[TG(43:3)]_FA14:0,748.65,503.45,0,20241023_PlasmaExtract16.wiff.scan
[TG(43:4)]_FA14:0,746.63,501.43,0,20241023_PlasmaExtract16.wiff.scan
"""[TG(44:0),TG(O-45:0)]_FA14:0""",768.74,523.54,0,20241023_PlasmaExtract16.wiff.scan
[TG(44:1)]_FA14:0,766.69,521.49,0,20241023_PlasmaExtract16.wiff.scan
[TG(44:2)]_FA14:0,764.68,519.48,0,20241023_PlasmaExtract16.wiff.scan
[TG(44:3)]_FA14:0,762.66,517.46,0,20241023_PlasmaExtract16.wiff.scan
[TG(44:4)]_FA14:0,760.65,515.45,0,20241023_PlasmaExtract16.wiff.scan
[TG(44:5)]_FA14:0,758.63,513.43,0,20241023_PlasmaExtract16.wiff.scan
[TG(45:0)]_FA14:0,782.72,537.52,0,20241023_PlasmaExtract16.wiff.scan
[TG(45:1)]_FA14:0,780.71,535.51,0,20241023_PlasmaExtract16.wiff.scan
[TG(45:2)]_FA14:0,778.69,533.49,0,20241023_PlasmaExtract16.wiff.scan
[TG(45:3)]_FA14:0,776.68,531.48,0,20241023_PlasmaExtract16.wiff.scan
[TG(45:4)]_FA14:0,774.66,529.46,0,20241023_PlasmaExtract16.wiff.scan
[TG(45:5)]_FA14:0,772.65,527.45,0,20241023_PlasmaExtract16.wiff.scan
[TG(46:0)]_FA14:0,796.74,551.54,0,20241023_PlasmaExtract16.wiff.scan
[TG(46:1)]_FA14:0,794.72,549.52,0,20241023_PlasmaExtract16.wiff.scan
[TG(46:2)]_FA14:0,792.71,547.51,0,20241023_PlasmaExtract16.wiff.scan
[TG(46:3)]_FA14:0,790.69,545.49,0,20241023_PlasmaExtract16.wiff.scan
[TG(46:4)]_FA14:0,788.68,543.48,0,20241023_PlasmaExtract16.wiff.scan
[TG(46:5)]_FA14:0,786.66,541.46,0,20241023_PlasmaExtract16.wiff.scan
[TG(46:6)]_FA14:0,784.65,539.45,0,20241023_PlasmaExtract16.wiff.scan
