Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Sample_ID,Transition,Match_Group,Lipid,Correct_RT,Max_Intensity,Cage,Mouse,Genotype,Biology,db,FAC,TG,Group,Cluster_Label
722.7,547.5,13.54,43.0,11282023_DOD94_F3_WT_cereb_O3on_01,722.7 -> 547.5,340,[TG(50:3)]_FA18:1,12.34,261.0,DOD94,F3,WT,cereb,n-10,FA18:1,TG(50:3),0,1
722.7,547.5,13.58,43.0,11282023_DOD94_F3_WT_cereb_O3on_01,722.7 -> 547.5,340,[TG(50:3)]_FA18:1,12.34,261.0,DOD94,F3,WT,cereb,n-10,FA18:1,TG(50:3),0,1
722.7,547.5,13.63,43.0,11282023_DOD94_F3_WT_cereb_O3on_01,722.7 -> 547.5,340,[TG(50:3)]_FA18:1,12.34,261.0,DOD94,F3,WT,cereb,n-10,FA18:1,TG(50:3),0,1
722.7,547.5,13.67,43.0,11282023_DOD94_F3_WT_cereb_O3on_01,722.7 -> 547.5,340,[TG(50:3)]_FA18:1,12.34,261.0,DOD94,F3,WT,cereb,n-10,FA18:1,TG(50:3),0,1
722.7,547.5,13.72,43.0,11282023_DOD94_F3_WT_cereb_O3on_01,722.7 -> 547.5,340,[TG(50:3)]_FA18:1,12.34,261.0,DOD94,F3,WT,cereb,n-10,FA18:1,TG(50:3),0,1
722.7,547.5,13.76,43.0,11282023_DOD94_F3_WT_cereb_O3on_01,722.7 -> 547.5,340,[TG(50:3)]_FA18:1,12.34,261.0,DOD94,F3,WT,cereb,n-10,FA18:1,TG(50:3),0,1
722.7,547.5,12.7,42.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,12.74,120.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,12.78,42.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,12.83,42.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,12.87,106.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,12.92,42.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,12.96,42.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,1
722.7,547.5,13.01,42.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,13.05,42.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,13.09,42.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,13.14,42.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,13.18,42.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,13.23,42.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,13.27,42.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,13.32,45.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,13.36,42.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,2
722.7,547.5,13.41,123.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,13.45,92.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,13.49,42.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,13.54,42.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,13.58,52.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,13.63,55.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,13.67,42.0,11282023_FAD184_F3_WT_cereb_O3on_01,722.7 -> 547.5,344,[TG(50:3)]_FA18:1,13.41,123.0,FAD184,F3,WT,cereb,n-10,FA18:1,TG(50:3),1,0
722.7,547.5,12.83,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,12.87,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,12.92,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,12.96,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,13.01,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,13.05,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,13.09,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,13.14,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,1
722.7,547.5,13.18,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.23,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.27,182.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.32,110.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.36,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.41,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.45,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.49,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,2
722.7,547.5,13.54,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,13.58,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,13.63,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,13.67,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,13.72,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,13.76,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,13.81,43.0,11282023_FAD185_M4_WT_cereb_O3on_01,722.7 -> 547.5,352,[TG(50:3)]_FA18:1,13.27,182.0,FAD185,M4,WT,cereb,n-10,FA18:1,TG(50:3),2,0
722.7,547.5,12.83,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,12.87,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,12.92,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,12.96,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.01,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.05,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.09,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.14,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,1
722.7,547.5,13.18,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,13.23,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,13.27,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,13.32,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,13.36,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,13.41,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,13.45,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,13.49,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,0
722.7,547.5,13.54,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,13.58,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,13.63,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,13.67,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,13.72,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,13.76,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,13.81,43.0,11282023_DOD94_F3_WT_cortex_O3on_01,722.7 -> 547.5,341,[TG(50:3)]_FA18:1,12.3,122.0,DOD94,F3,WT,cortex,n-10,FA18:1,TG(50:3),3,2
722.7,547.5,12.83,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,12.87,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,12.92,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,12.96,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,13.01,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,13.05,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,13.09,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,1
722.7,547.5,13.14,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.18,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.23,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.27,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.32,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.36,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.41,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.45,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.49,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,0
722.7,547.5,13.54,43.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.58,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.63,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.67,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.72,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.76,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,13.81,42.0,11282023_FAD184_F3_WT_cortex_O3on_01,722.7 -> 547.5,345,[TG(50:3)]_FA18:1,14.07,137.0,FAD184,F3,WT,cortex,n-10,FA18:1,TG(50:3),4,2
722.7,547.5,12.83,43.0,11282023_FAD185_M4_WT_cortex_O3on_01,722.7 -> 547.5,353,[TG(50:3)]_FA18:1,13.27,222.0,FAD185,M4,WT,cortex,n-10,FA18:1,TG(50:3),5,2
722.7,547.5,12.87,43.0,11282023_FAD185_M4_WT_cortex_O3on_01,722.7 -> 547.5,353,[TG(50:3)]_FA18:1,13.27,222.0,FAD185,M4,WT,cortex,n-10,FA18:1,TG(50:3),5,2
722.7,547.5,12.92,43.0,11282023_FAD185_M4_WT_cortex_O3on_01,722.7 -> 547.5,353,[TG(50:3)]_FA18:1,13.27,222.0,FAD185,M4,WT,cortex,n-10,FA18:1,TG(50:3),5,2
722.7,547.5,12.96,43.0,11282023_FAD185_M4_WT_cortex_O3on_01,722.7 -> 547.5,353,[TG(50:3)]_FA18:1,13.27,222.0,FAD185,M4,WT,cortex,n-10,FA18:1,TG(50:3),5,2
722.7,547.5,13.01,82.0,11282023_FAD185_M4_WT_cortex_O3on_01,722.7 -> 547.5,353,[TG(50:3)]_FA18:1,13.27,222.0,FAD185,M4,WT,cortex,n-10,FA18:1,TG(50:3),5,2
722.7,547.5,13.05,43.0,11282023_FAD185_M4_WT_cortex_O3on_01,722.7 -> 547.5,353,[TG(50:3)]_FA18:1,13.27,222.0,FAD185,M4,WT,cortex,n-10,FA18:1,TG(50:3),5,2
