Purity,Lipid,Sample_ID,db,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Transition,FAC,TG,Group,Cluster_Label,Max_Intensity,RT_Start,RT_End,Area,Group_Intensity,Group_Threshold,Area_DDT,Area_HW_DDT,Area_Ratio,Area_DDT_Ratio,Area_HW_DDT_Ratio
Crude,[TG(54:3)]_FA18:1,CrudeCanola_O3on_150gN3_02082023,n-7,820.7,603.6,17.98,17186.0,820.7 -> 603.6,FA18:1,"TG(54:3), TG(55:10)",66,2,17186.0,17.8,18.22,2464.0,"[326.8000183105469, 469.9000244140625, 628.2400512695312, 759.5400390625, 857.06005859375, 976.56005859375, 1286.2401123046875, 1689.9400634765625, 1797.440185546875, 1806.7200927734375, 2526.400146484375, 2735.340087890625, 3893.38037109375, 4731.2001953125, 5274.98046875, 6553.70068359375, 8280.4404296875, 8454.560546875, 10125.220703125, 12028.4609375, 12742.9208984375, 14718.7412109375, 15524.4609375, 16755.12109375, 17186.220703125]",860.0,2409.0,1682.0,4.846590909090909,4.899128268991283,5.809155766944114
Crude,[TG(54:3)]_FA18:1,CrudeCanola_O3on_150gN3_02082023,n-9,792.6,603.6,17.98,99860.0,792.6 -> 603.6,FA18:1,"TG(54:3), TG(55:10)",69,1,99860.0,17.77,18.18,11942.0,"[1726.3001708984375, 1851.7401123046875, 2003.900146484375, 2100.980224609375, 2688.16015625, 2784.460205078125, 3175.400146484375, 3783.740234375, 4345.26025390625, 5384.62060546875, 7014.98046875, 8439.220703125, 12520.5810546875, 13954.2607421875, 22198.341796875, 23114.30078125, 34154.921875, 38082.6015625, 51208.4453125, 58160.50390625, 70948.5625, 76049.0234375, 93869.703125, 94700.3671875, 99860.1484375]",2201.0,11802.0,9771.0,4.846590909090909,4.899128268991283,5.809155766944114
Crude,[TG(54:4)]_FA18:1,CrudeCanola_O3on_150gN3_02082023,n-7,818.7,601.6,16.09,5501.0,818.7 -> 601.6,FA18:1,"TG(54:4), TG(55:11)",75,2,5501.0,15.87,16.3,904.0,"[266.4000244140625, 294.1600341796875, 301.8600158691406, 367.1200256347656, 369.9800109863281, 370.6200256347656, 470.9000244140625, 517.760009765625, 715.1800537109375, 773.7600708007812, 912.4000854492188, 941.0400390625, 1040.9600830078125, 1323.0001220703125, 1453.380126953125, 1913.60009765625, 1958.7200927734375, 2627.22021484375, 2840.72021484375, 3430.080322265625, 3724.440185546875, 4139.96044921875, 4490.7001953125, 4812.92041015625, 4924.30029296875, 5364.04052734375, 5501.26025390625]",470.0,871.0,718.0,3.521017699115044,3.582089552238806,3.065459610027855
Crude,[TG(54:4)]_FA18:1,CrudeCanola_O3on_150gN3_02082023,n-9,790.6,601.6,16.07,27001.0,790.6 -> 601.6,FA18:1,"TG(54:4), TG(55:11)",78,1,27001.0,15.9,16.3,3183.0,"[511.0400390625, 564.300048828125, 568.820068359375, 604.5400390625, 651.7600708007812, 653.300048828125, 789.4000854492188, 1076.4801025390625, 1139.5001220703125, 1616.920166015625, 1930.420166015625, 3011.480224609375, 4062.76025390625, 4958.2802734375, 7477.34033203125, 7572.3203125, 11309.62109375, 12396.80078125, 17185.361328125, 17776.921875, 22928.361328125, 23359.7421875, 26668.3828125, 27000.62109375]",705.0,3120.0,2201.0,3.521017699115044,3.582089552238806,3.065459610027855
Crude,[TG(54:5)]_FA18:1,CrudeCanola_O3on_150gN3_02082023,n-7,816.7,599.6,14.31,1287.0,816.7 -> 599.6,FA18:1,TG(54:5),39,4,1287.0,14.2,14.35,142.0,"[201.08001708984375, 207.6400146484375, 208.1400146484375, 212.02001953125, 215.54000854492188, 218.80001831054688, 228.20001220703125, 231.54002380371094, 232.50001525878906, 233.38002014160156, 236.48001098632812, 236.98001098632812, 240.36001586914062, 245.36001586914062, 245.68002319335938, 246.28001403808594, 247.52001953125, 249.20001220703125, 250.9400177001953, 252.5600128173828, 258.8600158691406, 262.0000305175781, 262.0000305175781, 264.6600036621094, 267.0000305175781, 267.0000305175781, 268.5400085449219, 269.0000305175781, 269.34002685546875, 269.34002685546875, 275.0400085449219, 278.4000244140625, 278.4000244140625, 281.9400329589844, 282.9400329589844, 290.7400207519531, 290.9000244140625, 294.6000061035156, 296.72003173828125, 297.6200256347656, 301.7400207519531, 302.70001220703125, 304.46002197265625, 307.82000732421875, 307.82000732421875, 307.96002197265625, 308.8800354003906, 308.8800354003906, 311.3600158691406, 314.0000305175781, 314.0000305175781, 316.7400207519531, 329.260009765625, 344.02001953125, 359.70001220703125, 361.7600402832031, 375.0600280761719, 391.4200134277344, 404.72003173828125, 406.1600341796875, 406.6200256347656, 406.6200256347656, 414.5400390625, 414.5400390625, 417.6200256347656, 443.2000427246094, 450.7400207519531, 452.72003173828125, 453.34002685546875, 453.34002685546875, 502.22003173828125, 502.22003173828125, 523.1600341796875, 577.7600708007812, 611.0000610351562, 638.1600341796875, 638.1600341796875, 663.02001953125, 663.02001953125, 701.4600219726562, 701.4600219726562, 773.9400634765625, 773.9400634765625, 793.820068359375, 793.820068359375, 891.9400634765625, 891.9400634765625, 899.320068359375, 899.320068359375, 914.5400390625, 914.5400390625, 932.5200805664062, 932.5200805664062, 1005.5000610351562, 1005.5000610351562, 1062.340087890625, 1062.340087890625, 1069.6201171875, 1069.6201171875, 1080.280029296875, 1080.280029296875, 1128.340087890625, 1128.340087890625, 1257.2200927734375, 1257.2200927734375, 1287.4801025390625, 1287.4801025390625]",348.0,144.0,183.0,7.373239436619718,7.125,3.748633879781421
Crude,[TG(54:5)]_FA18:1,CrudeCanola_O3on_150gN3_02082023,n-9,788.6,599.6,14.31,5259.0,788.6 -> 599.6,FA18:1,TG(54:5),42,4,5259.0,14.2,14.949816666666667,1047.0,"[259.760009765625, 307.5600280761719, 339.0000305175781, 349.52001953125, 366.1600341796875, 367.0000305175781, 374.20001220703125, 374.6200256347656, 394.1200256347656, 396.3800354003906, 410.52001953125, 416.1600341796875, 416.22003173828125, 417.1600341796875, 418.0600280761719, 421.6400146484375, 425.02001953125, 427.52001953125, 427.52001953125, 430.08001708984375, 434.6400451660156, 436.34002685546875, 437.6400451660156, 453.86004638671875, 454.08001708984375, 458.7400207519531, 459.5400390625, 463.3800354003906, 466.780029296875, 477.22003173828125, 483.48004150390625, 502.86004638671875, 505.6800231933594, 528.6600341796875, 544.760009765625, 550.0800170898438, 555.2400512695312, 561.9200439453125, 563.4200439453125, 564.6800537109375, 569.8400268554688, 570.1800537109375, 577.780029296875, 578.780029296875, 598.4600219726562, 601.0400390625, 639.7600708007812, 639.7600708007812, 642.280029296875, 647.9000244140625, 667.780029296875, 676.9600219726562, 684.1000366210938, 697.820068359375, 710.800048828125, 715.6800537109375, 716.6800537109375, 716.6800537109375, 740.9400634765625, 741.3800659179688, 741.3800659179688, 743.9600830078125, 743.9600830078125, 760.7200317382812, 821.4200439453125, 821.4200439453125, 999.6600952148438, 999.6600952148438, 1184.9200439453125, 1321.7801513671875, 1321.7801513671875, 1773.0601806640625, 1773.0601806640625, 2074.420166015625, 2074.420166015625, 2156.7001953125, 2156.7001953125, 2189.820068359375, 2189.820068359375, 2214.580078125, 2214.580078125, 2317.72021484375, 2317.72021484375, 2370.1201171875, 2370.1201171875, 2479.820068359375, 2479.820068359375, 2762.020263671875, 2762.020263671875, 3188.500244140625, 3188.500244140625, 3316.740234375, 3316.740234375, 4165.16015625, 4165.16015625, 4226.98046875, 4226.98046875, 4674.7802734375, 4674.7802734375, 4982.30029296875, 4982.30029296875, 5177.3203125, 5177.3203125, 5259.14013671875, 5259.14013671875]",522.0,1026.0,686.0,7.373239436619718,7.125,3.748633879781421
Crude,[TG(54:6)]_FA18:1,CrudeCanola_O3on_150gN3_02082023,n-7,814.7,597.6,12.03,447.0,814.7 -> 597.6,FA18:1,TG(54:6),48,1,447.0,11.78,12.21,115.0,"[130.16000366210938, 166.50001525878906, 172.62001037597656, 191.3400115966797, 192.02001953125, 192.70001220703125, 206.82000732421875, 209.00001525878906, 217.38002014160156, 220.98001098632812, 222.48001098632812, 224.0600128173828, 229.5600128173828, 272.84002685546875, 301.0000305175781, 304.02001953125, 306.1400146484375, 314.1400146484375, 319.34002685546875, 324.20001220703125, 329.260009765625, 338.780029296875, 346.52001953125, 363.52001953125, 367.6200256347656, 399.0600280761719, 447.0000305175781]",292.0,122.0,168.0,1.5913043478260869,1.0737704918032787,0.7380952380952381
Crude,[TG(54:6)]_FA18:1,CrudeCanola_O3on_150gN3_02082023,n-9,786.6,597.6,12.44,948.0,786.6 -> 597.6,FA18:1,TG(54:6),51,2,948.0,12.24,12.67,183.0,"[184.9600067138672, 191.260009765625, 208.90000915527344, 228.02001953125, 230.9400177001953, 231.2200164794922, 234.42001342773438, 240.5600128173828, 250.1000213623047, 264.34002685546875, 272.3800048828125, 278.70001220703125, 294.1200256347656, 332.9200134277344, 371.72003173828125, 376.58001708984375, 389.8800354003906, 404.3000183105469, 476.1200256347656, 552.1400146484375, 615.7000732421875, 628.2200317382812, 721.3800659179688, 793.6200561523438, 879.06005859375, 905.7600708007812, 947.5400390625]",331.0,131.0,124.0,1.5913043478260869,1.0737704918032787,0.7380952380952381
Crude,"[TG(54:7),]_FA18:1",CrudeCanola_O3on_150gN3_02082023,n-7,812.7,595.6,11.16,336.0,812.7 -> 595.6,FA18:1,TG(54:7),57,1,336.0,10.97,11.37,74.0,"[89.60000610351562, 110.42000579833984, 110.92000579833984, 122.2800064086914, 124.40000915527344, 134.70001220703125, 153.20001220703125, 166.4400177001953, 167.60000610351562, 178.0600128173828, 189.78001403808594, 191.80001831054688, 195.30001831054688, 202.20001220703125, 207.260009765625, 207.80001831054688, 209.38002014160156, 221.38002014160156, 230.24002075195312, 237.30001831054688, 248.88002014160156, 309.1400146484375, 328.96002197265625, 336.1200256347656]",222.0,35.0,44.0,0.8918918918918919,2.1142857142857143,2.272727272727273
Crude,"[TG(54:7),]_FA18:1",CrudeCanola_O3on_150gN3_02082023,n-9,784.6,595.6,10.39,323.0,784.6 -> 595.6,FA18:1,TG(54:7),60,2,323.0,10.09,10.48,66.0,"[95.40000915527344, 100.90000915527344, 104.12001037597656, 106.48001098632812, 107.48001098632812, 133.90000915527344, 135.3000030517578, 138.10000610351562, 141.24000549316406, 157.28001403808594, 157.50001525878906, 161.54000854492188, 163.40000915527344, 169.32000732421875, 176.08001708984375, 196.4600067138672, 205.80001831054688, 223.50001525878906, 230.92001342773438, 232.66001892089844, 238.78001403808594, 246.46002197265625, 277.84002685546875, 323.3200378417969]",206.0,74.0,100.0,0.8918918918918919,2.1142857142857143,2.272727272727273
Degummed,[TG(52:2)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-7,794.7,577.6,17.93,2316.0,794.7 -> 577.6,FA18:1,"TG(52:2), TG(53:9)",31,1,2316.0,17.8,18.22,489.0,"[583.1400146484375, 587.56005859375, 591.8800659179688, 616.9800415039062, 622.3600463867188, 644.2600708007812, 674.3400268554688, 680.580078125, 696.0000610351562, 724.56005859375, 754.8400268554688, 757.5000610351562, 916.6400756835938, 1029.280029296875, 1045.0400390625, 1067.4600830078125, 1339.6800537109375, 1357.60009765625, 1669.0201416015625, 1797.0201416015625, 1829.7801513671875, 2023.0001220703125, 2034.2200927734375, 2223.1201171875, 2278.040283203125, 2316.06005859375]",717.0,408.0,340.0,3.128834355828221,3.5098039215686274,2.873529411764706
Degummed,[TG(52:2)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-9,766.7,577.6,17.94,9987.0,766.7 -> 577.6,FA18:1,"TG(52:2), TG(53:9)",34,2,9987.0,17.82,18.25,1530.0,"[948.1200561523438, 964.60009765625, 1005.5000610351562, 1062.380126953125, 1221.860107421875, 1228.1201171875, 1228.1600341796875, 1228.2401123046875, 1256.9400634765625, 1284.6800537109375, 1338.0001220703125, 1463.4600830078125, 1629.5201416015625, 1878.3201904296875, 2380.580078125, 2473.860107421875, 2724.60009765625, 3561.3603515625, 4582.4404296875, 4813.72021484375, 6208.54052734375, 6582.5205078125, 7447.8603515625, 8416.98046875, 8958.3203125, 9639.9609375, 9987.041015625]",1322.0,1432.0,977.0,3.128834355828221,3.5098039215686274,2.873529411764706
Degummed,[TG(52:3)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-7,792.7,575.6,15.98,955.0,792.7 -> 575.6,FA18:1,"TG(52:3), TG(53:10)",22,4,955.0,15.486133333333335,16.155,280.0,"[204.32000732421875, 205.38002014160156, 208.04000854492188, 221.3400115966797, 232.6000213623047, 250.88002014160156, 255.00001525878906, 255.00001525878906, 255.9400177001953, 257.9800109863281, 267.84002685546875, 268.8800048828125, 269.260009765625, 271.4200134277344, 275.0600280761719, 285.9200134277344, 286.34002685546875, 288.4000244140625, 289.8600158691406, 289.8600158691406, 292.6600341796875, 295.46002197265625, 297.52001953125, 297.52001953125, 302.02001953125, 304.0400085449219, 309.1200256347656, 309.1200256347656, 316.1800231933594, 316.260009765625, 319.8800354003906, 319.8800354003906, 322.1800231933594, 324.1400146484375, 331.1200256347656, 331.1200256347656, 331.9000244140625, 331.9000244140625, 335.22003173828125, 345.10003662109375, 349.7400207519531, 351.9200134277344, 351.9200134277344, 352.60003662109375, 354.46002197265625, 354.46002197265625, 355.5600280761719, 360.1200256347656, 360.1200256347656, 361.780029296875, 367.52001953125, 374.1600341796875, 375.5600280761719, 378.10003662109375, 391.96002197265625, 391.96002197265625, 393.02001953125, 393.98004150390625, 394.8000183105469, 395.5600280761719, 402.34002685546875, 408.98004150390625, 427.6400451660156, 432.6200256347656, 432.6200256347656, 436.6600341796875, 436.6600341796875, 445.46002197265625, 447.1200256347656, 455.780029296875, 455.780029296875, 466.9200439453125, 472.0800476074219, 475.98004150390625, 475.98004150390625, 479.9000244140625, 479.9000244140625, 489.800048828125, 490.1400451660156, 492.2600402832031, 512.52001953125, 545.820068359375, 545.820068359375, 561.280029296875, 561.280029296875, 564.7000122070312, 566.9600219726562, 580.3400268554688, 580.3400268554688, 582.9000244140625, 602.2000122070312, 602.2000122070312, 610.1000366210938, 610.1000366210938, 616.9600219726562, 616.9600219726562, 619.6600341796875, 794.9200439453125, 794.9200439453125, 838.7400512695312, 838.7400512695312, 893.5200805664062, 893.5200805664062, 954.5200805664062, 954.5200805664062]",386.0,313.0,561.0,1.6892857142857143,1.4089456869009584,0.48663101604278075
Degummed,[TG(52:3)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-9,764.6,575.6,16.01,2387.0,764.6 -> 575.6,FA18:1,"TG(52:3), TG(53:10)",25,2,2387.0,15.92,16.34,473.0,"[585.3800659179688, 592.8600463867188, 635.280029296875, 687.4200439453125, 701.2400512695312, 705.9800415039062, 709.820068359375, 728.4800415039062, 758.9800415039062, 768.3400268554688, 804.9600830078125, 811.300048828125, 815.7000732421875, 870.3600463867188, 918.8600463867188, 934.8600463867188, 961.300048828125, 1160.60009765625, 1610.880126953125, 1670.7601318359375, 1818.9801025390625, 1983.340087890625, 2044.900146484375, 2111.840087890625, 2303.980224609375, 2387.040283203125]",787.0,441.0,273.0,1.6892857142857143,1.4089456869009584,0.48663101604278075
