Purity,Lipid,Sample_ID,db,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Transition,FAC,TG,Group,Cluster_Label,Max_Intensity,RT_Start,RT_End,Area,Group_Intensity,Group_Threshold,Area_DDT,Area_HW_DDT,Area_Ratio,Area_DDT_Ratio,Area_HW_DDT_Ratio
Crude,[TG(54:4)]_FA18:1,CrudeCanola_O3on_150gN3_02082023,n-7,818.7,601.6,16.09,5501.0,818.7 -> 601.6,FA18:1,"TG(54:4), TG(55:11)",75,2,5501.0,15.87,16.3,904.0,"[266.4000244140625, 294.1600341796875, 301.8600158691406, 367.1200256347656, 369.9800109863281, 370.6200256347656, 470.9000244140625, 517.760009765625, 715.1800537109375, 773.7600708007812, 912.4000854492188, 941.0400390625, 1040.9600830078125, 1323.0001220703125, 1453.380126953125, 1913.60009765625, 1958.7200927734375, 2627.22021484375, 2840.72021484375, 3430.080322265625, 3724.440185546875, 4139.96044921875, 4490.7001953125, 4812.92041015625, 4924.30029296875, 5364.04052734375, 5501.26025390625]",470.0,871.0,718.0,3.521017699115044,3.582089552238806,3.065459610027855
Crude,[TG(54:4)]_FA18:1,CrudeCanola_O3on_150gN3_02082023,n-9,790.6,601.6,16.07,27001.0,790.6 -> 601.6,FA18:1,"TG(54:4), TG(55:11)",78,1,27001.0,15.9,16.3,3183.0,"[511.0400390625, 564.300048828125, 568.820068359375, 604.5400390625, 651.7600708007812, 653.300048828125, 789.4000854492188, 1076.4801025390625, 1139.5001220703125, 1616.920166015625, 1930.420166015625, 3011.480224609375, 4062.76025390625, 4958.2802734375, 7477.34033203125, 7572.3203125, 11309.62109375, 12396.80078125, 17185.361328125, 17776.921875, 22928.361328125, 23359.7421875, 26668.3828125, 27000.62109375]",705.0,3120.0,2201.0,3.521017699115044,3.582089552238806,3.065459610027855
Crude,[TG(54:5)]_FA18:1,CrudeCanola_O3on_150gN3_02082023,n-7,816.7,599.6,14.31,1287.0,816.7 -> 599.6,FA18:1,TG(54:5),39,0,1287.0,14.08,14.5,306.0,"[267.0000305175781, 269.34002685546875, 278.4000244140625, 307.82000732421875, 406.6200256347656, 414.5400390625, 453.34002685546875, 502.22003173828125, 577.7600708007812, 611.0000610351562, 638.1600341796875, 663.02001953125, 701.4600219726562, 773.9400634765625, 793.820068359375, 891.9400634765625, 899.320068359375, 914.5400390625, 932.5200805664062, 1005.5000610351562, 1062.340087890625, 1069.6201171875, 1080.280029296875, 1128.340087890625, 1257.2200927734375, 1287.4801025390625]",408.0,288.0,294.0,3.3333333333333335,3.2708333333333335,2.3333333333333335
Crude,[TG(54:5)]_FA18:1,CrudeCanola_O3on_150gN3_02082023,n-9,788.6,599.6,14.31,5259.0,788.6 -> 599.6,FA18:1,TG(54:5),42,0,5259.0,14.09,14.51,1020.0,"[639.7600708007812, 716.6800537109375, 741.3800659179688, 743.9600830078125, 760.7200317382812, 821.4200439453125, 999.6600952148438, 1184.9200439453125, 1321.7801513671875, 1773.0601806640625, 2074.420166015625, 2156.7001953125, 2189.820068359375, 2214.580078125, 2317.72021484375, 2370.1201171875, 2479.820068359375, 2762.020263671875, 3188.500244140625, 3316.740234375, 4165.16015625, 4226.98046875, 4674.7802734375, 4982.30029296875, 5177.3203125, 5259.14013671875]",844.0,942.0,686.0,3.3333333333333335,3.2708333333333335,2.3333333333333335
Degummed,[TG(52:2)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-7,794.7,577.6,17.93,2316.0,794.7 -> 577.6,FA18:1,"TG(52:2), TG(53:9)",31,2,2316.0,17.83,18.26,487.0,"[513.1400146484375, 583.1400146484375, 587.56005859375, 591.8800659179688, 605.6600341796875, 616.9800415039062, 622.3600463867188, 624.2600708007812, 644.2600708007812, 674.3400268554688, 680.580078125, 696.0000610351562, 724.56005859375, 754.8400268554688, 757.5000610351562, 1029.280029296875, 1067.4600830078125, 1339.6800537109375, 1357.60009765625, 1669.0201416015625, 1797.0201416015625, 1829.7801513671875, 2023.0001220703125, 2034.2200927734375, 2223.1201171875, 2278.040283203125, 2316.06005859375]",706.0,376.0,340.0,3.141683778234086,3.8085106382978724,2.873529411764706
Degummed,[TG(52:2)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-9,766.7,577.6,17.94,9987.0,766.7 -> 577.6,FA18:1,"TG(52:2), TG(53:9)",34,2,9987.0,17.82,18.25,1530.0,"[948.1200561523438, 964.60009765625, 1005.5000610351562, 1062.380126953125, 1221.860107421875, 1228.1201171875, 1228.1600341796875, 1228.2401123046875, 1256.9400634765625, 1284.6800537109375, 1338.0001220703125, 1463.4600830078125, 1629.5201416015625, 1878.3201904296875, 2380.580078125, 2473.860107421875, 2724.60009765625, 3561.3603515625, 4582.4404296875, 4813.72021484375, 6208.54052734375, 6582.5205078125, 7447.8603515625, 8416.98046875, 8958.3203125, 9639.9609375, 9987.041015625]",1322.0,1432.0,977.0,3.141683778234086,3.8085106382978724,2.873529411764706
Degummed,[TG(52:3)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-7,792.7,575.6,15.98,955.0,792.7 -> 575.6,FA18:1,"TG(52:3), TG(53:10)",22,2,955.0,15.91,16.32,203.0,"[255.00001525878906, 289.8600158691406, 297.52001953125, 309.1200256347656, 319.8800354003906, 331.1200256347656, 331.9000244140625, 351.9200134277344, 354.46002197265625, 360.1200256347656, 391.96002197265625, 432.6200256347656, 436.6600341796875, 455.780029296875, 475.98004150390625, 479.9000244140625, 545.820068359375, 561.280029296875, 580.3400268554688, 602.2000122070312, 610.1000366210938, 616.9600219726562, 794.9200439453125, 838.7400512695312, 893.5200805664062, 954.5200805664062]",409.0,214.0,358.0,2.4827586206896552,2.3411214953271027,0.7625698324022346
Degummed,[TG(52:3)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-9,764.6,575.6,16.01,2387.0,764.6 -> 575.6,FA18:1,"TG(52:3), TG(53:10)",25,0,2387.0,15.88,16.31,504.0,"[585.3800659179688, 635.280029296875, 687.4200439453125, 701.2400512695312, 709.820068359375, 728.4800415039062, 758.9800415039062, 768.3400268554688, 804.9600830078125, 811.300048828125, 815.7000732421875, 827.580078125, 870.3600463867188, 886.1600341796875, 918.8600463867188, 934.8600463867188, 961.300048828125, 1156.7000732421875, 1160.60009765625, 1610.880126953125, 1670.7601318359375, 1818.9801025390625, 1983.340087890625, 2044.900146484375, 2111.840087890625, 2303.980224609375, 2387.040283203125]",810.0,501.0,273.0,2.4827586206896552,2.3411214953271027,0.7625698324022346
Degummed,[TG(52:4)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-7,790.7,573.6,14.2,640.0,790.7 -> 573.6,FA18:1,TG(52:4),4,2,640.0,14.1,14.52,137.0,"[56.12000274658203, 108.04000854492188, 110.260009765625, 113.30001068115234, 117.22000885009766, 141.6800079345703, 156.9600067138672, 170.16001892089844, 177.82000732421875, 178.260009765625, 179.4600067138672, 183.04000854492188, 216.1400146484375, 245.1000213623047, 316.9200134277344, 430.1800231933594, 512.1800537109375, 532.760009765625, 540.1400146484375, 557.3400268554688, 568.6800537109375, 616.8800659179688, 621.5400390625, 625.3800659179688, 626.9000244140625, 640.02001953125]",213.0,159.0,104.0,1.9197080291970803,1.2767295597484276,1.4903846153846154
Degummed,[TG(52:4)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-9,762.6,573.6,14.19,1897.0,762.6 -> 573.6,FA18:1,TG(52:4),7,0,1897.0,14.14,14.55,263.0,"[211.42001342773438, 230.08001708984375, 244.20001220703125, 245.18002319335938, 248.7200164794922, 258.260009765625, 258.72003173828125, 303.1400146484375, 307.52001953125, 323.4000244140625, 325.02001953125, 328.6400146484375, 334.6600341796875, 387.3000183105469, 508.2000427246094, 525.3200073242188, 526.3600463867188, 528.6000366210938, 876.9400634765625, 1277.1201171875, 1429.840087890625, 1664.9400634765625, 1846.7801513671875, 1869.8001708984375, 1896.60009765625]",345.0,203.0,155.0,1.9197080291970803,1.2767295597484276,1.4903846153846154
Degummed,[TG(54:2)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-7,822.7,605.6,19.95,1345.0,822.7 -> 605.6,FA18:1,"TG(54:2), TG(55:9)",85,4,1345.0,19.75,20.02,267.0,"[310.9000244140625, 312.08001708984375, 328.34002685546875, 344.4400329589844, 359.7600402832031, 377.02001953125, 377.22003173828125, 379.52001953125, 379.52001953125, 380.10003662109375, 382.1600341796875, 384.3600158691406, 388.5400390625, 396.60003662109375, 396.60003662109375, 417.58001708984375, 426.2400207519531, 431.0000305175781, 432.3600158691406, 441.52001953125, 453.7000427246094, 453.84002685546875, 455.34002685546875, 455.34002685546875, 457.6800231933594, 458.2400207519531, 481.1400451660156, 481.1400451660156, 483.300048828125, 487.3200378417969, 490.1200256347656, 490.5800476074219, 490.5800476074219, 491.780029296875, 492.2000427246094, 492.280029296875, 494.6400451660156, 499.5200500488281, 500.84002685546875, 500.84002685546875, 502.780029296875, 504.0400390625, 504.0400390625, 510.1600341796875, 519.06005859375, 519.06005859375, 520.0000610351562, 520.5000610351562, 520.5000610351562, 522.780029296875, 523.5800170898438, 526.2000122070312, 530.3800659179688, 549.300048828125, 549.800048828125, 549.800048828125, 550.260009765625, 552.9000244140625, 554.0400390625, 558.3400268554688, 558.9400634765625, 559.2000122070312, 566.300048828125, 572.7600708007812, 576.6800537109375, 576.6800537109375, 578.4600219726562, 588.8400268554688, 588.8400268554688, 589.320068359375, 593.52001953125, 594.8600463867188, 599.820068359375, 601.6400146484375, 607.8800659179688, 619.1600341796875, 619.1600341796875, 623.5400390625, 623.5400390625, 652.9000244140625, 693.0400390625, 785.6800537109375, 825.7200317382812, 825.7200317382812, 953.0200805664062, 953.0200805664062, 1018.9400634765625, 1018.9400634765625, 1144.1800537109375, 1144.1800537109375, 1215.7401123046875, 1215.7401123046875, 1260.400146484375, 1260.400146484375, 1273.9801025390625, 1273.9801025390625, 1316.580078125, 1316.580078125, 1317.4801025390625, 1317.4801025390625, 1320.60009765625, 1320.60009765625, 1344.7200927734375, 1344.7200927734375]",518.0,268.0,263.0,3.149812734082397,2.716417910447761,2.2433460076045626
Degummed,[TG(54:2)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-9,794.6,605.6,19.92,5166.0,794.6 -> 605.6,FA18:1,"TG(54:2), TG(55:9)",88,0,5166.0,19.76,20.18,841.0,"[883.2000732421875, 891.0400390625, 931.820068359375, 952.8800659179688, 966.2800903320312, 1043.56005859375, 1046.1400146484375, 1076.9200439453125, 1132.880126953125, 1207.9200439453125, 1231.380126953125, 1278.5400390625, 1350.7200927734375, 1482.800048828125, 1599.14013671875, 1786.7401123046875, 2161.860107421875, 2708.72021484375, 2815.10009765625, 3422.2802734375, 3722.76025390625, 4438.92041015625, 4552.060546875, 4712.240234375, 5166.14013671875]",1053.0,728.0,590.0,3.149812734082397,2.716417910447761,2.2433460076045626
Degummed,[TG(54:3)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-7,820.7,603.6,17.9,10785.0,820.7 -> 603.6,FA18:1,"TG(54:3), TG(55:10)",67,2,10785.0,17.77,18.19,1457.0,"[338.0600280761719, 340.5000305175781, 381.3600158691406, 465.48004150390625, 478.9400329589844, 526.6800537109375, 528.06005859375, 553.9000244140625, 556.2000122070312, 583.4400634765625, 644.4800415039062, 1058.10009765625, 1493.840087890625, 2158.26025390625, 2949.14013671875, 3214.7802734375, 4351.00048828125, 4443.00048828125, 5630.72021484375, 6575.92041015625, 7100.5205078125, 7758.46044921875, 8730.060546875, 9442.7802734375, 10097.80078125, 10785.3603515625]",565.0,1388.0,1231.0,4.9039121482498285,5.085734870317003,4.107229894394801
Degummed,[TG(54:3)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-9,792.6,603.6,17.88,61998.0,792.6 -> 603.6,FA18:1,"TG(54:3), TG(55:10)",70,0,61998.0,17.8,18.23,7145.0,"[764.6400756835938, 826.2400512695312, 866.580078125, 885.9200439453125, 902.1400756835938, 926.320068359375, 1050.6600341796875, 1095.300048828125, 1097.5001220703125, 1426.56005859375, 1802.9600830078125, 2017.380126953125, 2037.440185546875, 3045.2802734375, 5256.58056640625, 9744.6806640625, 12133.80078125, 15643.78125, 18624.021484375, 26979.482421875, 28559.201171875, 38430.84375, 43592.26171875, 52831.265625, 54008.765625, 58112.84375, 61997.8046875]",1002.0,7059.0,5056.0,4.9039121482498285,5.085734870317003,4.107229894394801
Degummed,[TG(54:4)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-7,818.7,601.6,15.96,3479.0,818.7 -> 601.6,FA18:1,"TG(54:4), TG(55:11)",76,2,3479.0,15.89,16.31,444.0,"[169.12001037597656, 181.3400115966797, 188.88002014160156, 193.1800079345703, 202.8400115966797, 237.70001220703125, 265.58001708984375, 273.280029296875, 276.6400146484375, 306.3800354003906, 330.34002685546875, 330.9400329589844, 336.4200134277344, 367.96002197265625, 509.280029296875, 867.080078125, 1223.9200439453125, 1240.2401123046875, 1628.860107421875, 1821.2401123046875, 2195.020263671875, 2251.0400390625, 2882.60009765625, 2976.980224609375, 3228.6201171875, 3479.060302734375]",293.0,453.0,340.0,3.869369369369369,3.856512141280353,4.070588235294117
Degummed,[TG(54:4)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-9,790.6,601.6,15.98,14145.0,790.6 -> 601.6,FA18:1,"TG(54:4), TG(55:11)",79,2,14145.0,15.85,16.27,1718.0,"[238.6000213623047, 240.3200225830078, 296.20001220703125, 405.8000183105469, 423.3000183105469, 458.1400451660156, 597.6400146484375, 685.1000366210938, 686.52001953125, 774.3400268554688, 806.3600463867188, 1101.340087890625, 1450.14013671875, 2139.460205078125, 2302.56005859375, 3737.2802734375, 4443.84033203125, 5689.7001953125, 7150.900390625, 9109.400390625, 10541.48046875, 12243.9404296875, 12696.6005859375, 14074.5009765625, 14145.28125]",506.0,1747.0,1384.0,3.869369369369369,3.856512141280353,4.070588235294117
Degummed,[TG(54:5)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-7,816.7,599.6,14.21,1061.0,816.7 -> 599.6,FA18:1,TG(54:5),40,2,1061.0,14.06,14.49,189.0,"[160.1400146484375, 167.62001037597656, 168.70001220703125, 169.1800079345703, 170.28001403808594, 171.80001831054688, 179.1800079345703, 192.2200164794922, 197.66001892089844, 200.48001098632812, 216.90000915527344, 230.24002075195312, 236.8200225830078, 269.780029296875, 326.0000305175781, 504.6400451660156, 524.8400268554688, 558.9200439453125, 655.320068359375, 711.6800537109375, 731.0400390625, 769.06005859375, 770.0400390625, 848.0000610351562, 935.8800659179688, 942.6600952148438, 1060.780029296875]",270.0,144.0,190.0,3.0952380952380953,3.9375,2.0894736842105264
Degummed,[TG(54:5)]_FA18:1,DegummedCanola_O3on_150gN3_02082023,n-9,788.6,599.6,14.2,4061.0,788.6 -> 599.6,FA18:1,TG(54:5),43,2,4061.0,14.1,14.53,585.0,"[341.6200256347656, 366.8200378417969, 384.0400390625, 398.1600341796875, 405.780029296875, 408.4200439453125, 421.8800354003906, 471.780029296875, 499.6400451660156, 510.5200500488281, 513.4200439453125, 533.0800170898438, 593.6200561523438, 616.56005859375, 696.6200561523438, 903.9400634765625, 1254.9600830078125, 1469.9200439453125, 1701.340087890625, 1923.18017578125, 2100.940185546875, 2680.060302734375, 2714.340087890625, 3411.8203125, 3584.940185546875, 3918.000244140625, 4061.100341796875]",506.0,567.0,397.0,3.0952380952380953,3.9375,2.0894736842105264
RBD,[TG(52:2)]_FA18:1,RBDCanola_O3on_150gN3_02082023,n-7,794.7,577.6,18.06,2689.0,794.7 -> 577.6,FA18:1,"TG(52:2), TG(53:9)",32,2,2689.0,17.8,18.22,520.0,"[567.780029296875, 584.6200561523438, 608.1000366210938, 649.5400390625, 727.6000366210938, 771.3400268554688, 789.6400756835938, 794.8800659179688, 825.1400756835938, 837.6000366210938, 884.9000854492188, 967.2200927734375, 1043.9000244140625, 1047.4000244140625, 1152.9600830078125, 1155.580078125, 1247.580078125, 1249.1800537109375, 1520.6201171875, 1552.7200927734375, 1844.2200927734375, 1905.16015625, 2219.0400390625, 2474.30029296875, 2483.460205078125, 2688.520263671875]",750.0,467.0,307.0,3.3384615384615386,3.5460385438972164,4.029315960912052
RBD,[TG(52:2)]_FA18:1,RBDCanola_O3on_150gN3_02082023,n-9,766.7,577.6,18.07,12642.0,766.7 -> 577.6,FA18:1,"TG(52:2), TG(53:9)",35,2,12642.0,17.86,18.26,1736.0,"[1140.840087890625, 1211.780029296875, 1215.280029296875, 1229.10009765625, 1332.4400634765625, 1363.7000732421875, 1477.16015625, 1642.9400634765625, 1865.5401611328125, 1872.0401611328125, 1977.3201904296875, 1978.7001953125, 2693.340087890625, 2716.60009765625, 3457.560302734375, 4143.18017578125, 5314.0205078125, 6457.900390625, 7909.34033203125, 9192.3603515625, 11092.1005859375, 11153.4208984375, 12621.880859375, 12641.9609375]",1329.0,1656.0,1237.0,3.3384615384615386,3.5460385438972164,4.029315960912052
