Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Position,Name,Type,Sex,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain
[TG(60:12)|TG(59:5)]_FA22:6,968.9,623.6,1541.9201049804688,968.9 -> 623.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,41.74000549316406,TG,TG,12,(60:12),22:6
[TG(60:11)|TG(59:4)]_FA22:6,970.9,625.6,1496.9001121520996,970.9 -> 625.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,11,(60:11),22:6
[TG(60:10)|TG(59:3)]_FA22:6,972.9,627.6,1496.7801132202148,972.9 -> 627.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,10,(60:10),22:6
[TG(60:9)|TG(59:2)]_FA22:6,974.9,629.6,1532.3601150512695,974.9 -> 629.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,31.120018005371094,TG,TG,9,(60:9),22:6
[TG(60:8)|TG(59:1)]_FA22:6,976.9,631.6,1505.160099029541,976.9 -> 631.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,4.920001983642578,TG,TG,8,(60:8),22:6
[TG(61:14)|TG(60:7)|TG(59:0)]_FA22:6,978.9,633.6,1496.5000953674316,978.9 -> 633.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,14,(61:14),22:6
[TG(61:13)|TG(60:6)]_FA22:6,980.9,635.6,1547.040096282959,980.9 -> 635.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,13,(61:13),22:6
[TG(61:12)|TG(60:5)]_FA22:6,982.9,637.6,1525.1201095581055,982.9 -> 637.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,14.840007781982422,TG,TG,12,(61:12),22:6
[TG(61:11)|TG(60:4)]_FA22:6,984.9,639.6,1496.9601097106934,984.9 -> 639.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,11,(61:11),22:6
[TG(61:10)|TG(60:3)]_FA22:6,986.9,641.6,1496.2001190185547,986.9 -> 641.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,10,(61:10),22:6
[TG(62:16)|TG(61:9)|TG(60:2)]_FA22:6,988.9,643.6,1496.3201065063477,988.9 -> 643.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,16,(62:16),22:6
[TG(62:15)|TG(61:8)|TG(60:1)]_FA22:6,990.9,645.6,1496.4800987243652,990.9 -> 645.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,15,(62:15),22:6
[TG(62:14)|TG(61:7)|TG(60:0)]_FA22:6,993.0,647.7,1499.6601066589355,993.0 -> 647.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,14,(62:14),22:6
[TG(62:13)|TG(61:6)]_FA22:6,994.9,649.6,1496.6801071166992,994.9 -> 649.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,13,(62:13),22:6
[TG(62:12)|TG(61:5)]_FA22:6,996.9,651.6,1496.8201141357422,996.9 -> 651.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,12,(62:12),22:6
[TG(62:11)|TG(61:4)]_FA22:6,998.9,653.6,1599.8801155090332,998.9 -> 653.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,58.8800048828125,TG,TG,11,(62:11),22:6
[TG(62:10)|TG(61:3)]_FA22:6,1000.9,655.6,1576.2801132202148,1000.9 -> 655.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,10,(62:10),22:6
[TG(62:9)|TG(61:2)]_FA22:6,1002.9,657.6,1632.2201118469238,1002.9 -> 657.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,90.73999404907227,TG,TG,9,(62:9),22:6
[TG(62:8)|TG(61:1)]_FA22:6,1005.0,659.7,1538.3201179504395,1005.0 -> 659.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,8,(62:8),22:6
[TG(62:7)|TG(61:0)]_FA22:6,1007.0,661.7,1538.5201034545898,1007.0 -> 661.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,7,(62:7),22:6
[TG(63:13)|TG(62:6)]_FA22:6,1008.9,663.6,1538.5801162719727,1008.9 -> 663.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,13,(63:13),22:6
[TG(63:12)|TG(62:5)]_FA22:6,1010.9,665.6,1538.9201049804688,1010.9 -> 665.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,12,(63:12),22:6
[TG(63:11)|TG(62:4)]_FA22:6,1012.9,667.6,1622.5801239013672,1012.9 -> 667.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,80.46002578735352,TG,TG,11,(63:11),22:6
[TG(64:17)|TG(63:10)|TG(62:3)]_FA22:6,1014.9,669.6,1538.7001152038574,1014.9 -> 669.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,17,(64:17),22:6
[TG(64:16)|TG(63:9)|TG(62:2)]_FA22:6,1017.0,671.7,1538.4001007080078,1017.0 -> 671.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,16,(64:16),22:6
[TG(64:15)|TG(63:8)|TG(62:1)]_FA22:6,1019.0,673.7,1538.6601028442383,1019.0 -> 673.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,15,(64:15),22:6
[TG(64:14)|TG(63:7)|TG(62:0)]_FA22:6,1021.0,675.7,1538.2801132202148,1021.0 -> 675.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,14,(64:14),22:6
[TG(64:13)|TG(63:6)]_FA22:6,1022.9,677.6,1677.7801246643066,1022.9 -> 677.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,13,(64:13),22:6
[TG(64:12)|TG(63:5)]_FA22:6,1024.9,679.6,1538.4201164245605,1024.9 -> 679.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,12,(64:12),22:6
[TG(64:11)|TG(63:4)]_FA22:6,1026.9,681.6,1558.000114440918,1026.9 -> 681.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,11,(64:11),22:6
[TG(64:10)|TG(63:3)]_FA22:6,1029.0,683.7,1538.8201065063477,1029.0 -> 683.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,10,(64:10),22:6
[TG(64:9)|TG(63:2)]_FA22:6,1031.0,685.7,1655.2001266479492,1031.0 -> 685.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,90.1400260925293,TG,TG,9,(64:9),22:6
[TG(64:8)|TG(63:1)]_FA22:6,1033.0,687.7,1539.8201141357422,1033.0 -> 687.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,8,(64:8),22:6
[TG(64:7)|TG(63:0)]_FA22:6,1035.0,689.7,1538.4600982666016,1035.0 -> 689.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,7,(64:7),22:6
[TG(64:6)]_FA22:6,1036.9,691.6,1538.9001121520996,1036.9 -> 691.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,6,(64:6),22:6
[TG(65:12)|TG(64:5)]_FA22:6,1038.9,693.6,1548.5001106262207,1038.9 -> 693.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,7.399993896484375,TG,TG,12,(65:12),22:6
[TG(66:18)|TG(65:11)|TG(64:4)]_FA22:6,1041.0,695.7,1574.3001136779785,1041.0 -> 695.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,33.03999710083008,TG,TG,18,(66:18),22:6
[TG(66:17)|TG(65:10)|TG(64:3)]_FA22:6,1043.0,697.7,1538.8601112365723,1043.0 -> 697.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,17,(66:17),22:6
[TG(66:16)|TG(65:9)|TG(64:2)]_FA22:6,1045.0,699.7,1539.0601043701172,1045.0 -> 699.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,16,(66:16),22:6
[TG(66:15)|TG(65:8)|TG(64:1)]_FA22:6,1047.0,701.7,1599.4601097106934,1047.0 -> 701.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,57.260005950927734,TG,TG,15,(66:15),22:6
[TG(66:14)|TG(65:7)|TG(64:0)]_FA22:6,1049.0,703.7,1538.980110168457,1049.0 -> 703.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,14,(66:14),22:6
[TG(66:13)|TG(65:6)]_FA22:6,1050.9,705.6,1538.3201141357422,1050.9 -> 705.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,13,(66:13),22:6
[TG(66:12)|TG(65:5)]_FA22:6,1053.0,707.7,1538.6001052856445,1053.0 -> 707.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,12,(66:12),22:6
[TG(66:11)|TG(65:4)]_FA22:6,1055.0,709.7,1593.4001121520996,1055.0 -> 709.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,11,(66:11),22:6
[TG(66:10)|TG(65:3)]_FA22:6,1057.0,711.7,1538.6401138305664,1057.0 -> 711.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,10,(66:10),22:6
[TG(66:9)|TG(65:2)]_FA22:6,1059.0,713.7,1538.7801094055176,1059.0 -> 713.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,9,(66:9),22:6
[TG(66:8)|TG(65:1)]_FA22:6,1061.0,715.7,1537.740119934082,1061.0 -> 715.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,8,(66:8),22:6
[TG(66:7)]_FA22:6,1062.9,717.6,1538.2601127624512,1062.9 -> 717.6,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,7,(66:7),22:6
[TG(66:6)]_FA22:6,1065.0,719.7,1538.2201118469238,1065.0 -> 719.7,TAG,TAG22_6_E-5BrainM_N1_daneman_lab_11_21_23,E-5BrainM,P1-B4,E-5,Brain,M,TAG22,0.0,TG,TG,6,(66:6),22:6
[TG(46:6)]_FA22:6,784.6,439.3,2530.8601875305176,784.6 -> 439.3,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,941.1800804138184,TG,TG,6,(46:6),22:6
[TG(47:6)]_FA22:6,798.7,453.4,1523.260097503662,798.7 -> 453.4,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,0.0,TG,TG,6,(47:6),22:6
[TG(48:8)|TG(47:1)]_FA22:6,808.7,463.4,2335.18013381958,808.7 -> 463.4,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,559.3600006103516,TG,TG,8,(48:8),22:6
[TG(48:7)|TG(47:0)]_FA22:6,810.8,465.5,2074.4201316833496,810.8 -> 465.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,165.9599838256836,TG,TG,7,(48:7),22:6
[TG(48:6)]_FA22:6,812.7,467.4,1660.0801124572754,812.7 -> 467.4,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,105.8800048828125,TG,TG,6,(48:6),22:6
[TG(49:8)|TG(48:1)]_FA22:6,822.8,477.5,1887.1401329040527,822.8 -> 477.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,387.0400161743164,TG,TG,8,(49:8),22:6
[TG(49:7)|TG(48:0)]_FA22:6,824.8,479.5,2096.0601387023926,824.8 -> 479.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,451.6600227355957,TG,TG,7,(49:7),22:6
[TG(49:6)]_FA22:6,826.7,481.4,1739.5201225280762,826.7 -> 481.4,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,24.98000717163086,TG,TG,6,(49:6),22:6
[TG(50:9)|TG(49:2)]_FA22:6,834.8,489.5,2177.9601516723633,834.8 -> 489.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,0.0,TG,TG,9,(50:9),22:6
[TG(50:8)|TG(49:1)]_FA22:6,836.8,491.5,1845.7201347351074,836.8 -> 491.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,227.18002319335938,TG,TG,8,(50:8),22:6
[TG(50:7)|TG(49:0)]_FA22:6,838.8,493.5,2032.2201538085938,838.8 -> 493.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,516.4400405883789,TG,TG,7,(50:7),22:6
[TG(50:6)]_FA22:6,840.7,495.4,1908.9201354980469,840.7 -> 495.4,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,406.7400321960449,TG,TG,6,(50:6),22:6
[TG(51:9)|TG(50:2)]_FA22:6,848.8,503.5,1942.7601165771484,848.8 -> 503.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,0.0,TG,TG,9,(51:9),22:6
[TG(51:8)|TG(50:1)]_FA22:6,850.8,505.5,1905.3001403808594,850.8 -> 505.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,223.80001831054688,TG,TG,8,(51:8),22:6
[TG(51:7)|TG(50:0)]_FA22:6,852.8,507.5,2093.9601554870605,852.8 -> 507.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,317.7200355529785,TG,TG,7,(51:7),22:6
[TG(51:6)]_FA22:6,854.7,509.4,1777.9801177978516,854.7 -> 509.4,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,7.799995422363281,TG,TG,6,(51:6),22:6
[TG(52:10)|TG(51:3)]_FA22:6,860.8,515.5,1705.5401191711426,860.8 -> 515.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,96.46001052856445,TG,TG,10,(52:10),22:6
[TG(52:9)|TG(51:2)]_FA22:6,862.8,517.5,1847.2201385498047,862.8 -> 517.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,139.8600196838379,TG,TG,9,(52:9),22:6
[TG(52:8)|TG(51:1)]_FA22:6,864.8,519.5,2004.8601379394531,864.8 -> 519.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,0.0,TG,TG,8,(52:8),22:6
[TG(52:7)|TG(51:0)]_FA22:6,866.8,521.5,2140.660167694092,866.8 -> 521.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,339.98004150390625,TG,TG,7,(52:7),22:6
[TG(52:6)]_FA22:6,868.7,523.4,2950.6002082824707,868.7 -> 523.4,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,1330.660099029541,TG,TG,6,(52:6),22:6
[TG(53:10)|TG(52:3)]_FA22:6,874.8,529.5,1819.0401153564453,874.8 -> 529.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,318.2000160217285,TG,TG,10,(53:10),22:6
[TG(53:9)|TG(52:2)]_FA22:6,876.8,531.5,1756.0601234436035,876.8 -> 531.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,176.3000259399414,TG,TG,9,(53:9),22:6
[TG(53:8)|TG(52:1)]_FA22:6,878.8,533.5,1722.8601188659668,878.8 -> 533.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,0.0,TG,TG,8,(53:8),22:6
[TG(53:7)|TG(52:0)]_FA22:6,880.8,535.5,2336.580146789551,880.8 -> 535.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,818.4800300598145,TG,TG,7,(53:7),22:6
[TG(53:6)]_FA22:6,882.8,537.5,3122.180221557617,882.8 -> 537.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,1567.900104522705,TG,TG,6,(53:6),22:6
[TG(54:12)|TG(53:5)]_FA22:6,884.8,539.5,1777.9801139831543,884.8 -> 539.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,230.4599952697754,TG,TG,12,(54:12),22:6
[TG(54:11)|TG(53:4)]_FA22:6,886.8,541.5,1774.260124206543,886.8 -> 541.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,208.08001708984375,TG,TG,11,(54:11),22:6
[TG(54:10)|TG(53:3)]_FA22:6,888.8,543.5,1838.6201286315918,888.8 -> 543.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,189.7200164794922,TG,TG,10,(54:10),22:6
[TG(54:9)|TG(53:2)]_FA22:6,890.8,545.5,1840.8801231384277,890.8 -> 545.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,25.03997802734375,TG,TG,9,(54:9),22:6
[TG(54:8)|TG(53:1)]_FA22:6,892.8,547.5,6594.140529632568,892.8 -> 547.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,5000.98042678833,TG,TG,8,(54:8),22:6
[TG(54:7)|TG(53:0)]_FA22:6,894.8,549.5,13227.520961761475,894.8 -> 549.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,11691.280857086182,TG,TG,7,(54:7),22:6
[TG(54:6)]_FA22:6,896.8,551.5,11968.180950164795,896.8 -> 551.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,10304.48083114624,TG,TG,6,(54:6),22:6
[TG(55:11)|TG(54:4)]_FA22:6,900.8,555.5,1744.0001106262207,900.8 -> 555.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,243.0000114440918,TG,TG,11,(55:11),22:6
[TG(55:10)|TG(54:3)]_FA22:6,902.8,557.5,1729.7401237487793,902.8 -> 557.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,229.44002151489258,TG,TG,10,(55:10),22:6
[TG(55:9)|TG(54:2)]_FA22:6,904.8,559.5,1896.9801216125488,904.8 -> 559.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,381.54002380371094,TG,TG,9,(55:9),22:6
[TG(55:8)|TG(54:1)]_FA22:6,906.8,561.5,3186.7802658081055,906.8 -> 561.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,1587.5201454162598,TG,TG,8,(55:8),22:6
[TG(55:7)|TG(54:0)]_FA22:6,908.9,563.6,4730.7003746032715,908.9 -> 563.6,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,2813.6002616882324,TG,TG,7,(55:7),22:6
[TG(56:13)|TG(55:6)]_FA22:6,910.8,565.5,3054.2802391052246,910.8 -> 565.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,1526.7001266479492,TG,TG,13,(56:13),22:6
[TG(56:12)|TG(55:5)]_FA22:6,912.8,567.5,1865.8201293945312,912.8 -> 567.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,362.6000328063965,TG,TG,12,(56:12),22:6
[TG(56:11)|TG(55:4)]_FA22:6,914.8,569.5,1699.3401184082031,914.8 -> 569.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,199.60000610351562,TG,TG,11,(56:11),22:6
[TG(56:10)|TG(55:3)]_FA22:6,916.8,571.5,2098.4801330566406,916.8 -> 571.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,587.8400268554688,TG,TG,10,(56:10),22:6
[TG(56:9)|TG(55:2)]_FA22:6,918.8,573.5,9706.500701904297,918.8 -> 573.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,8137.8605880737305,TG,TG,9,(56:9),22:6
[TG(56:8)|TG(55:1)]_FA22:6,920.9,575.6,91263.06567382812,920.9 -> 575.6,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,89338.66553497314,TG,TG,8,(56:8),22:6
[TG(56:7)|TG(55:0)]_FA22:6,922.9,577.6,109141.48782348633,922.9 -> 577.6,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,107432.26770401001,TG,TG,7,(56:7),22:6
[TG(56:6)]_FA22:6,924.8,579.5,10488.600639343262,924.8 -> 579.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,8861.740524291992,TG,TG,6,(56:6),22:6
[TG(57:12)|TG(56:5)]_FA22:6,926.8,581.5,2110.4001502990723,926.8 -> 581.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,490.66003799438477,TG,TG,12,(57:12),22:6
[TG(57:11)|TG(56:4)]_FA22:6,928.8,583.5,1654.7601127624512,928.8 -> 583.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,98.32001113891602,TG,TG,11,(57:11),22:6
[TG(57:10)|TG(56:3)]_FA22:6,930.8,585.5,1912.2001419067383,930.8 -> 585.5,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,411.4400291442871,TG,TG,10,(57:10),22:6
[TG(57:9)|TG(56:2)]_FA22:6,932.9,587.6,2403.8001594543457,932.9 -> 587.6,TAG,TAG22_6_E-5LiverM_N1_daneman_lab_11_21_23,E-5LiverM,p1-C8,E-5,Liver,M,TAG22,861.8600540161133,TG,TG,9,(57:9),22:6
