Lipid,Class,DOD73-5xFAD-M2liver_033123,FAD131-5xFAD-M1liver_033123,FAD131-5xFAD-M2liver_033123,FAD131-5xFAD-M4liver_033123,FAD173-5xFAD-M1liver_033123,DOD73m2_500x_N1__liverLD__8_8_23,FAD131m1_500x_N1__liverLD__8_8_23,FAD131m2_500x_N1__liverLD__8_8_23,FAD131m4_500x_N1__liverLD__8_8_23,FAD173m1_500x_N1__liverLD__8_8_23,Blank_500x_N1__liverLD__8_8_23,Title1,Title2,Title,length1,length2,Blank_name
PE (26:0),PE,50903.70346069336,50892.44354248047,49238.82327270508,52050.003662109375,51807.98358154297,1980.0401420593262,2044.660140991211,2197.1001510620117,2178.9201583862305,2048.5201568603516,1963.9401397705078,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (26:1),PE,43933.343322753906,41529.66259765625,44856.043212890625,43038.663330078125,43801.12316894531,1956.3401489257812,2174.8801612854004,1953.0801467895508,2022.3601379394531,2009.7201347351074,1959.6401443481445,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (28:0),PE,45005.04327392578,42017.082946777344,42363.802978515625,40506.002868652344,42866.163024902344,2045.7201461791992,1996.7201461791992,1922.3601455688477,2081.4201622009277,2100.2201499938965,1965.4601593017578,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (28:2),PE,61291.30432128906,64246.444274902344,59419.50378417969,61742.40466308594,60901.72448730469,1922.5801429748535,1941.0001411437988,1905.1401443481445,2001.400146484375,1917.9201431274414,1886.1001434326172,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (30:0),PE,55022.623779296875,53188.54333496094,54737.14367675781,58668.24401855469,54069.523864746094,2101.960163116455,1997.220142364502,1927.0801239013672,2147.740161895752,2160.06014251709,1948.0601387023926,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (30:1),PE,30043.76202392578,29401.562072753906,28161.541931152344,33415.982330322266,28487.82208251953,2061.260154724121,2006.3601531982422,2102.040142059326,1896.4601440429688,1915.8201370239258,1930.860149383545,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (30:2),PE,31120.882202148438,30152.982299804688,28784.982177734375,28929.362518310547,31768.562133789062,2015.4801445007324,2126.4201583862305,2047.640151977539,2077.3601417541504,2238.120162963867,2022.6801528930664,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (30:3),PE,34833.16241455078,35053.522705078125,35691.16256713867,33619.40237426758,33906.18249511719,2053.4401473999023,2025.6001472473145,2013.240146636963,1894.6801414489746,1929.1801452636719,1914.3601455688477,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (30:4),PE,32533.562622070312,28791.52197265625,29138.522033691406,30613.862426757812,29793.522247314453,1869.4601402282715,1969.8801383972168,1870.8401374816895,2201.0001525878906,1874.4001426696777,1936.9601440429688,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (32:1),PE,41895.582916259766,38870.46270751953,37906.62289428711,41301.82275390625,38870.74295043945,2025.920150756836,2274.500160217285,2273.1001739501953,1979.700138092041,1997.780143737793,1867.1201286315918,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (32:2),PE,40338.50280761719,38111.38232421875,42020.702880859375,42390.78274536133,41041.06311035156,2098.6601524353027,2044.8201446533203,2083.0401649475098,1940.740161895752,2224.8201484680176,2010.700138092041,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (32:3),PE,53421.96368408203,49690.14367675781,50387.623962402344,46893.30352783203,48576.36346435547,1926.8801307678223,1908.4401359558105,1889.9001350402832,1975.2001495361328,2059.880153656006,1872.7801246643066,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (32:4),PE,28063.282012939453,31050.162231445312,30927.94219970703,30382.102264404297,30716.342163085938,2036.0401496887207,2047.5201454162598,1990.0201416015625,2008.7001457214355,2040.7801475524902,1951.1801528930664,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (32:5),PE,35641.442321777344,35433.842346191406,35627.642486572266,36221.76266479492,35563.16271972656,1918.9801292419434,1972.4801330566406,2040.040138244629,1999.3201484680176,2013.1801528930664,1867.1801376342773,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (34:0),PE,57898.60430908203,60307.96417236328,55532.54376220703,58345.0439453125,54965.183654785156,1903.8201370239258,2207.6001586914062,2274.1401748657227,1866.1401329040527,2105.6001625061035,2007.2001495361328,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (34:3),PE,39084.142181396484,42165.62271118164,40484.54260253906,40647.24279785156,39517.94305419922,2395.180191040039,2291.2401695251465,3148.300247192383,2089.820137023926,3124.560188293457,1872.6001434326172,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (34:4),PE,35679.88229370117,33911.882385253906,36216.48245239258,36714.0421295166,34310.982666015625,2050.320152282715,2236.3401679992676,2136.2401542663574,1923.9001502990723,2101.820152282715,1912.460147857666,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (34:5),PE,36169.18246459961,37305.32241821289,35987.62252807617,35187.122467041016,36848.562561035156,1967.0201416015625,1952.2201347351074,1914.4401512145996,2181.7401580810547,2048.260154724121,1897.5001373291016,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (34:6),PE,41485.36267089844,43168.50308227539,41967.28286743164,44233.50289916992,44198.143127441406,1935.0001411437988,2061.860149383545,2073.7401542663574,1986.7801399230957,1900.3801460266113,1913.280158996582,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (36:0),PE,51678.563720703125,53378.90399169922,48041.14318847656,48929.323303222656,50229.42333984375,2292.320167541504,2043.420150756836,2026.4401473999023,1951.7201461791992,2162.3201751708984,1949.500144958496,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (36:1),PE,61109.50451660156,63506.92462158203,59983.384216308594,56988.183654785156,58796.40417480469,4205.0002517700195,4357.060348510742,3715.9602432250977,2194.0801582336426,3762.8603019714355,2080.960147857666,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (36:2),PE,94767.06774902344,84913.00659179688,89684.82629394531,62719.94421386719,85295.42639160156,19996.121551513672,17490.8212890625,14048.341125488281,4702.700355529785,16980.48117828369,1926.6201362609863,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (36:5),PE,54785.00354003906,58069.483642578125,56370.18395996094,51254.86358642578,56398.18389892578,3867.9803428649902,5690.860374450684,4186.860324859619,2295.5201683044434,3462.7002487182617,1971.1401557922363,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (36:6),PE,43247.10302734375,45834.52325439453,42059.10290527344,42189.04330444336,44798.68325805664,2109.0801429748535,2057.6401443481445,1949.5601501464844,1901.1601486206055,2178.3801612854004,1899.4601402282715,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (38:1),PE,59443.984313964844,59312.244201660156,59124.30419921875,56183.063720703125,58230.28405761719,2097.2001609802246,1955.8601417541504,2384.4201850891113,1885.5601348876953,2526.200164794922,1866.8001327514648,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (38:2),PE,45628.383056640625,51920.443420410156,46348.343017578125,50026.96374511719,45560.04309082031,2373.1801795959473,3091.6202125549316,2829.1002082824707,2059.900161743164,3109.080207824707,1899.1401329040527,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (38:3),PE,60123.36358642578,61951.583984375,64805.324768066406,43971.703063964844,59911.88439941406,9494.660724639893,10953.440521240234,11280.420684814453,2830.6002082824707,13704.60087966919,1927.3001441955566,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (38:4),PE,204145.89587402344,206024.89721679688,253955.27520751953,62964.964599609375,178099.03649902344,68160.64474868774,79806.80770111084,78572.26818466187,7798.80069732666,70999.56424713135,1964.7801399230957,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (38:5),PE,104490.74719238281,132500.02856445312,149222.26788330078,53598.483642578125,108634.26788330078,28490.802070617676,48630.64295959473,41811.20292663574,4684.260395050049,40176.40256881714,1929.080150604248,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (38:6),PE,173607.17181396484,189754.31085205078,206569.45477294922,68352.96453857422,154337.53283691406,53412.422859191895,70748.02540588379,61257.0866317749,6293.380500793457,54080.58355331421,1866.7401275634766,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (40:2),PE,42098.00308227539,42911.70333862305,47747.94320678711,44450.78302001953,48698.22344970703,1891.2401428222656,1966.7401275634766,1870.7201385498047,2013.0601539611816,1924.3401336669922,1866.4001388549805,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (40:3),PE,49631.143493652344,50346.16339111328,51287.4033203125,48939.08349609375,48036.502990722656,2045.0601501464844,1996.900146484375,2228.7601432800293,1930.2001457214355,2359.6001472473145,1945.540138244629,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (40:4),PE,58470.02392578125,58793.744201660156,58856.26428222656,55456.88446044922,55681.10418701172,2331.460189819336,3117.8402137756348,2824.900215148926,2194.3601722717285,3214.5202407836914,1889.6801452636719,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (40:5),PE,52829.143798828125,53588.324157714844,52318.26348876953,50708.32336425781,50201.84338378906,6524.240467071533,5815.820461273193,4825.3603515625,2389.140182495117,4967.44034576416,1909.220142364502,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (42:0),PE,38858.822509765625,37468.96240234375,35766.68273925781,35305.04266357422,33659.20227050781,1916.5201263427734,1872.3801345825195,1971.9001388549805,1929.10013961792,1982.2401428222656,1923.0801315307617,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (42:1),PE,37232.20251464844,36455.922424316406,38257.122650146484,38488.942443847656,38693.42282104492,1961.720157623291,1898.8801460266113,1982.3601531982422,1947.8201484680176,1887.380126953125,1908.240146636963,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (42:2),PE,45175.8232421875,42234.342864990234,46139.983306884766,45743.72314453125,46689.463439941406,1869.7601432800293,1935.8601379394531,1906.3601531982422,1866.3001441955566,1979.5001258850098,1867.18013381958,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (42:3),PE,45380.00323486328,43291.802978515625,43609.58312988281,44720.58316040039,46939.42364501953,1870.5801315307617,1999.3801460266113,1919.4001350402832,1981.3601455688477,2046.7401313781738,1892.660140991211,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (42:4),PE,35428.48263549805,36558.62255859375,35568.92269897461,35551.162506103516,36855.08233642578,1966.0801391601562,2100.520164489746,1935.4801292419434,1903.880142211914,1887.2601318359375,1866.820140838623,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (42:5),PE,31695.142303466797,35092.14254760742,35267.28259277344,33881.98260498047,33832.782318115234,1951.4401359558105,1908.2001457214355,2131.060157775879,1984.540138244629,2073.6801528930664,1933.5801429748535,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (42:6),PE,38973.48263549805,36305.96267700195,39508.08288574219,38753.182556152344,35919.802734375,2133.6601600646973,2414.6601600646973,2008.340145111084,1940.9801292419434,2379.3001823425293,1896.340145111084,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (44:0),PE,27912.961910247803,27546.981903076172,28940.881999969482,27799.321990966797,24205.58172607422,1912.800136566162,1982.3801383972168,1978.7801551818848,1964.560146331787,2095.0001487731934,1974.7601432800293,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (44:1),PE,46616.543212890625,47234.963638305664,50413.9436340332,48005.86325836182,50932.10372924805,1889.3001403808594,1872.2601509094238,1871.0201416015625,1866.4201354980469,1873.9401359558105,1867.4201393127441,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (44:10),PE,65739.96533203125,59967.84423828125,66639.94482421875,67628.66436767578,65771.20495605469,1898.9001426696777,1945.9001541137695,1869.8001327514648,1913.060131072998,1878.1001358032227,1867.3201370239258,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (44:12),PE,31868.782287597656,34393.602630615234,35243.642578125,33865.50241088867,31909.222198486328,1870.0801429748535,1889.9401359558105,1908.7401428222656,1883.6001319885254,1898.7801361083984,1866.4001388549805,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (44:2),PE,61912.12405395508,59422.60418701172,67708.60498046875,65267.90399169922,67860.86465454102,1924.18013381958,1961.000129699707,1916.7001342773438,1922.5001487731934,1910.8801307678223,1867.4601402282715,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (44:3),PE,49315.9436340332,46906.28308105469,57226.324615478516,63419.324310302734,45673.92346191406,1960.400146484375,1878.5601425170898,1929.6601333618164,1865.9401397705078,1933.6201362609863,1867.1001243591309,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PE (44:4),PE,50146.802795410156,47931.363342285156,60523.984954833984,93907.00622558594,46977.76336669922,1870.320125579834,1872.4201278686523,1870.18013381958,1915.040138244629,1916.760124206543,1880.9401359558105,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: Older Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: Older Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
