Lipid,Class,DOD73m2_500x_N1__liverLD__8_8_23_x,FAD131m1_500x_N1__liverLD__8_8_23_x,FAD131m2_500x_N1__liverLD__8_8_23_x,FAD131m4_500x_N1__liverLD__8_8_23_x,FAD173m1_500x_N1__liverLD__8_8_23_x,DOD73m2_500x_N1__liverLD__8_8_23_y,FAD131m1_500x_N1__liverLD__8_8_23_y,FAD131m2_500x_N1__liverLD__8_8_23_y,FAD131m4_500x_N1__liverLD__8_8_23_y,FAD173m1_500x_N1__liverLD__8_8_23_y,Blank_500x_N1__liverLD__8_8_23,Title1,Title2,Title,length1,length2,Blank_name
Lyso_PI(18:4) | PI (18:4),PI,1883.220142364502,2192.5001640319824,2192.7001609802246,1947.060131072998,1874.2601356506348,1883.220142364502,2192.5001640319824,2192.7001609802246,1947.060131072998,1874.2601356506348,2160.1601638793945,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(20:0) | PI (20:0),PI,1926.5201301574707,2272.4801635742188,2387.3001747131348,2089.380157470703,1949.4801292419434,1926.5201301574707,2272.4801635742188,2387.3001747131348,2089.380157470703,1949.4801292419434,2186.5601654052734,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(20:1),PI,1957.780143737793,2471.900177001953,2496.5401649475098,2737.960205078125,1916.7401390075684,1957.780143737793,2471.900177001953,2496.5401649475098,2737.960205078125,1916.7401390075684,2591.460178375244,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(20:2) | PI (20:2),PI,1984.2001457214355,1989.9401397705078,1989.6401405334473,2116.380138397217,1919.1401405334473,1984.2001457214355,1989.9401397705078,1989.6401405334473,2116.380138397217,1919.1401405334473,2131.020175933838,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(20:3) | PI (20:3),PI,1926.1001281738281,2091.0201454162598,1914.660140991211,2043.3601531982422,1927.0201301574707,1926.1001281738281,2091.0201454162598,1914.660140991211,2043.3601531982422,1927.0201301574707,2089.0201530456543,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(20:4) | PI (20:4),PI,1926.18013381958,2104.0801391601562,2066.760150909424,2097.4801597595215,1917.4601249694824,1926.18013381958,2104.0801391601562,2066.760150909424,2097.4801597595215,1917.4601249694824,2128.0201568603516,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(20:5) | PI (20:5),PI,1926.300148010254,2126.820156097412,1962.5401458740234,2212.4401664733887,1916.2001419067383,1926.300148010254,2126.820156097412,1962.5401458740234,2212.4401664733887,1916.2001419067383,2229.220169067383,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(21:0),PI,1926.460132598877,2313.100154876709,1979.3401412963867,2414.640167236328,1916.1801490783691,1926.460132598877,2313.100154876709,1979.3401412963867,2414.640167236328,1916.1801490783691,2640.64017868042,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(22:0) | PI (22:0),PI,1954.5201301574707,2756.120216369629,2693.3201942443848,2821.720203399658,1917.1401290893555,1954.5201301574707,2756.120216369629,2693.3201942443848,2821.720203399658,1917.1401290893555,2792.1801986694336,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(22:1) | PI (22:1),PI,1926.4001388549805,2047.6401405334473,2050.0601387023926,2228.9201622009277,1916.720142364502,1926.4001388549805,2047.6401405334473,2050.0601387023926,2228.9201622009277,1916.720142364502,2180.560161590576,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(22:2) | PI (22:2),PI,1934.700138092041,1991.720142364502,1915.2601318359375,2139.5001678466797,1916.5201377868652,1934.700138092041,1991.720142364502,1915.2601318359375,2139.5001678466797,1916.5201377868652,1930.3001441955566,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(22:4) | PI (22:4),PI,1926.140121459961,2294.9001846313477,2054.800163269043,2296.3201751708984,1972.6801376342773,1926.140121459961,2294.9001846313477,2054.800163269043,2296.3201751708984,1972.6801376342773,2183.6001586914062,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PI(22:6) | PI (22:6),PI,1929.3601303100586,2243.6601638793945,1953.4001388549805,2478.6601791381836,1916.9001350402832,1929.3601303100586,2243.6601638793945,1953.4001388549805,2478.6601791381836,1916.9001350402832,2337.8001861572266,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(12:0) | PS (12:0),PS,1960.8401336669922,1963.0801315307617,2038.2201461791992,1958.1601295471191,1959.7401313781738,1960.8401336669922,1963.0801315307617,2038.2201461791992,1958.1601295471191,1959.7401313781738,1958.7801399230957,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(13:0) | PS (12:0),PS,2008.6001434326172,1962.8401184082031,1958.9801445007324,1958.5801429748535,1959.9601249694824,2008.6001434326172,1962.8401184082031,1958.9801445007324,1958.5801429748535,1959.9601249694824,2009.4401512145996,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(14:1) | PS (14:1),PS,1960.6801300048828,2030.240135192871,2036.2001457214355,1993.5201416015625,2031.1801414489746,1960.6801300048828,2030.240135192871,2036.2001457214355,1993.5201416015625,2031.1801414489746,2028.3001594543457,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(15:0) | PSo (16:0),PS,2066.2801513671875,1962.8401260375977,2028.7401542663574,2055.300148010254,1976.9801483154297,2066.2801513671875,1962.8401260375977,2028.7401542663574,2055.300148010254,1976.9801483154297,1958.4801292419434,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(16:1) | PS (16:1),PS,1961.660140991211,1962.8201370239258,1959.2801551818848,1965.8001441955566,2012.3801460266113,1961.660140991211,1962.8201370239258,1959.2801551818848,1965.8001441955566,2012.3801460266113,1959.220142364502,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(17:0) | PSo (18:0),PS,1960.9201431274414,2131.3801612854004,1959.1601219177246,1958.6801528930664,2048.580135345459,1960.9201431274414,2131.3801612854004,1959.1601219177246,1958.6801528930664,2048.580135345459,1960.3001403808594,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(17:1) | PSp (18:0),PS,1961.040126800537,1962.8001327514648,1959.0201530456543,1958.6201477050781,1959.60013961792,1961.040126800537,1962.8001327514648,1959.0201530456543,1958.6201477050781,1959.60013961792,1958.9201431274414,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(17:2),PS,2005.1201362609863,1962.560131072998,2040.7201538085938,1959.9201354980469,1960.10013961792,2005.1201362609863,1962.560131072998,2040.7201538085938,1959.9201354980469,1960.10013961792,1989.0201454162598,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(18:1) | PS (18:1),PS,1960.3401336669922,2006.5201301574707,1959.0601196289062,1958.2601432800293,1982.6601448059082,1960.3401336669922,2006.5201301574707,1959.0601196289062,1958.2601432800293,1982.6601448059082,1958.7601280212402,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(18:2) | PS (18:2),PS,1961.1601486206055,1963.9401321411133,2026.7401390075684,1958.040138244629,1960.6401443481445,1961.1601486206055,1963.9401321411133,2026.7401390075684,1958.040138244629,1960.6401443481445,1959.1601371765137,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(18:3) | PS (18:3),PS,1961.1201400756836,1963.700138092041,1959.4201583862305,1958.2601432800293,1960.380142211914,1961.1201400756836,1963.700138092041,1959.4201583862305,1958.2601432800293,1960.380142211914,1958.9001350402832,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(18:4),PS,1961.1801376342773,1963.8801612854004,1958.8201370239258,1960.1601371765137,1960.300136566162,1961.1801376342773,1963.8801612854004,1958.8201370239258,1960.1601371765137,1960.300136566162,1959.1601333618164,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(20:0) | PS (20:0),PS,1960.68013381958,1962.4801292419434,1966.4801406860352,2039.480136871338,1972.64013671875,1960.68013381958,1962.4801292419434,1966.4801406860352,2039.480136871338,1972.64013671875,1958.5201454162598,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(20:1) | PS (20:1),PS,1961.9201354980469,1963.8201217651367,1959.3801460266113,1958.480136871338,1959.780128479004,1961.9201354980469,1963.8201217651367,1959.3801460266113,1958.480136871338,1959.780128479004,1958.8401260375977,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(20:2) | PS (20:2),PS,1961.2801551818848,1963.8801307678223,1959.1201362609863,1958.840145111084,1960.3201370239258,1961.2801551818848,1963.8801307678223,1959.1201362609863,1958.840145111084,1960.3201370239258,1958.7801361083984,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(20:3) | PS (20:3),PS,1961.400131225586,1963.6401290893555,1959.4601287841797,1980.3801383972168,1992.440143585205,1961.400131225586,1963.6401290893555,1959.4601287841797,1980.3801383972168,1992.440143585205,1957.7201309204102,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(20:4) | PS (20:4),PS,1961.2201347351074,1962.9801483154297,1959.1801261901855,1958.5201416015625,1960.380126953125,1961.2201347351074,1962.9801483154297,1959.1801261901855,1958.5201416015625,1960.380126953125,1958.780143737793,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(20:5) | PS (20:5),PS,1961.140121459961,1963.4401397705078,1959.1601257324219,1959.500144958496,1960.4801445007324,1961.140121459961,1963.4401397705078,1959.1601257324219,1959.500144958496,1960.4801445007324,1958.7401275634766,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(21:0),PS,1960.9401550292969,1963.460117340088,1958.960132598877,1959.580135345459,2067.9801445007324,1960.9401550292969,1963.460117340088,1958.960132598877,1959.580135345459,2067.9801445007324,1958.8201446533203,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(22:0 | PS (22:0),PS,1961.7401313781738,1968.2801246643066,2003.040138244629,1959.200138092041,1959.800136566162,1961.7401313781738,1968.2801246643066,2003.040138244629,1959.200138092041,1959.800136566162,1958.5601425170898,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(22:1) | PS (22:1),PS,1961.1401329040527,1978.2601432800293,1987.7801513671875,1959.0801391601562,1961.0001335144043,1961.1401329040527,1978.2601432800293,1987.7801513671875,1959.0801391601562,1961.0001335144043,1959.08012008667,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(22:2) | PS (22:2),PS,1961.7801399230957,1962.8001327514648,1959.520133972168,1958.6801376342773,1960.7201309204102,1961.7801399230957,1962.8001327514648,1959.520133972168,1958.6801376342773,1960.7201309204102,1958.9001502990723,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(22:4) | PS (22:4),PS,1961.460132598877,1963.1801414489746,1959.7801361083984,1975.900146484375,1959.9401359558105,1961.460132598877,1963.1801414489746,1959.7801361083984,1975.900146484375,1959.9401359558105,1958.4401473999023,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
Lyso_PS(22:6) | PS (22:6),PS,2077.3401374816895,2013.4001502990723,2100.5201416015625,2037.5201530456543,1997.6801376342773,2077.3401374816895,2013.4001502990723,2100.5201416015625,2037.5201530456543,1997.6801376342773,1958.560131072998,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
O-arachidonoylcarnitine,CAR,10463.540710449219,10386.300773620605,10312.580749511719,11067.380786895752,10514.420692443848,10463.540710449219,10386.300773620605,10312.580749511719,11067.380786895752,10514.420692443848,10346.120727539062,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
O-behenoylcarnitine,CAR,30511.88215637207,29072.842010498047,39892.06301879883,31641.202209472656,26519.781967163086,30511.88215637207,29072.842010498047,39892.06301879883,31641.202209472656,26519.781967163086,30668.6220703125,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"O-oleoylcarnitine, Elaidic carnitine",CAR,11997.22085571289,11189.280807495117,12544.741039276123,11605.160827636719,11277.860801696777,11997.22085571289,11189.280807495117,12544.741039276123,11605.160827636719,11277.860801696777,11667.48078918457,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",CAR,7136.320461273193,6721.760467529297,7188.70051574707,6584.440460205078,7075.7004737854,7136.320461273193,6721.760467529297,7188.70051574707,6584.440460205078,7075.7004737854,7062.320529937744,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PC (30:2),PC,2802.9601860046387,2157.300151824951,2508.360179901123,1940.9601364135742,2219.4001274108887,2802.9601860046387,2157.300151824951,2508.360179901123,1940.9601364135742,2219.4001274108887,1771.420108795166,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PC (32:0),PC,52666.54346084595,72336.8846321106,56514.60353088379,27061.201808929443,44950.10347366333,52666.54346084595,72336.8846321106,56514.60353088379,27061.201808929443,44950.10347366333,5839.080394744873,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PC (32:1),PC,23144.94123840332,36435.46287536621,30107.06287765503,8498.880626678467,12526.60073852539,23144.94123840332,36435.46287536621,30107.06287765503,8498.880626678467,12526.60073852539,2668.520206451416,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
PC (32:4),PC,2014.8801574707031,1859.1601257324219,2012.7001457214355,1735.3001251220703,1715.0601196289062,2014.8801574707031,1859.1601257324219,2012.7001457214355,1735.3001251220703,1715.0601196289062,1894.380126953125,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD | Sex: Male | Brain Region: Liver | Time Period: New Data,Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New Data vs Genotype: 5xFAD__Sex: Male__Brain Region: Liver__Time Period: New DataBlank1,5,5,Blank_500x_N1__liverLD__8_8_23
