,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Cage,Position,Dilution Factor,Sex2,Sex,Genotype,Brain Region,method_type,Blank Subtraction,subclasses,chain_length,saturation,between_parenthese,FA_Chain,IDs,Names
1913,[TG(52:5)]_FA16:0,870.8,597.5,35542.66250610352,870.8 -> 597.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,5,(52:5),16:0,"LMGL03010186, LMGL03010185, LMGL03010167, LMGL03014650, LMGL03015728, LMGL03015731, LMGL03014245","TG(16:0/16:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso3], TG(16:0/16:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:2(9Z,12Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:1(9Z)/16:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(16:0/18:2(9Z,12Z)/18:3(6Z,9Z,12Z))[iso6], TG(14:0/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
1914,[TG(52:4)]_FA16:0,872.8,599.5,62756.04425048828,872.8 -> 599.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,4,(52:4),16:0,"LMGL03014649, LMGL03015724, LMGL03015727, LMGL03010159, LMGL03010141, LMGL03014244, LMGL03010160, LMGL03010145","TG(14:1(9Z)/16:0/22:3(10Z,13Z,16Z))[iso6], TG(16:0/18:0/18:4(6Z,9Z,12Z,15Z))[iso6], TG(16:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(16:0/16:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3], TG(14:0/16:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/16:0/20:4(5Z,8Z,11Z,14Z))[iso3], TG(16:0/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6]"
1915,[TG(53:10)|TG(52:3)]_FA16:0,874.8,601.5,93157.28674316406,874.8 -> 601.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,10,(53:10),16:0,"LMGL03010135, LMGL03014243, LMGL03010121, LMGL03010125, LMGL03015721, LMGL03015723, LMGL03014648, LMGL03010136","TG(16:0/16:1(9Z)/20:2(11Z,14Z))[iso6], TG(14:0/16:0/22:3(10Z,13Z,16Z))[iso6], TG(16:0/18:1(9Z)/18:2(9Z,12Z))[iso6], TG(16:0/18:0/18:3(9Z,12Z,15Z))[iso6], TG(16:0/17:2(9Z,12Z)/19:1(9Z))[iso6], TG(16:0/18:0/18:3(6Z,9Z,12Z))[iso6], TG(14:1(9Z)/16:0/22:2(13Z,16Z))[iso6], TG(16:0/16:0/20:3(8Z,11Z,14Z))[iso3]"
1916,[TG(53:9)|TG(52:2)]_FA16:0,876.8,603.5,174264.39233398438,876.8 -> 603.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,9,(53:9),16:0,"LMGL03010115, LMGL03010128, LMGL03010104, LMGL03010100, LMGL03014647, LMGL03015717, LMGL03010114, LMGL03014242","TG(16:0/16:0/20:2(11Z,14Z))[iso3], TG(16:0/17:2(9Z,12Z)/19:0)[iso6], TG(16:0/18:0/18:2(9Z,12Z))[iso6], TG(16:0/18:1(9Z)/18:1(9Z))[iso3], TG(14:1(9Z)/16:0/22:1(11Z))[iso6], TG(16:0/17:1(9Z)/19:1(9Z))[iso6], TG(16:0/16:1(9Z)/20:1(11Z))[iso6], TG(14:0/16:0/22:2(13Z,16Z))[iso6]"
1917,[TG(53:8)|TG(52:1)]_FA16:0,878.8,605.5,116756.40869140624,878.8 -> 605.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,8,(53:8),16:0,"LMGL03010096, LMGL03010095, LMGL03010085, LMGL03010110, LMGL03014646, LMGL03015374, LMGL03015713, LMGL03014241","TG(16:0/16:0/20:1(11Z))[iso3], TG(16:0/16:1(9Z)/20:0)[iso6], TG(16:0/18:0/18:1(9Z))[iso6], TG(16:0/17:1(9Z)/19:0)[iso6], TG(14:1(9Z)/16:0/22:0)[iso6], TG(15:1(9Z)/16:0/21:0)[iso6], TG(16:0/17:0/19:1(9Z))[iso6], TG(14:0/16:0/22:1(11Z))[iso6]"
1918,[TG(53:7)|TG(52:0)]_FA16:0,880.8,607.5,159585.59204101562,880.8 -> 607.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,7,(53:7),16:0,"LMGL03010318, LMGL03015381, LMGL03014240, LMGL03010080, LMGL03015023, LMGL03010069, LMGL03010093","TG(16:0/17:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(15:1(9Z)/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:0/16:0/22:0)[iso6], TG(16:0/16:0/20:0)[iso3], TG(15:0/16:0/21:0)[iso6], TG(16:0/18:0/18:0)[iso3], TG(16:0/17:0/19:0)[iso6]"
1919,[TG(53:6)]_FA16:0,882.8,609.5,53581.26361083984,882.8 -> 609.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,6,(53:6),16:0,"LMGL03010281, LMGL03015030, LMGL03015380, LMGL03010278","TG(16:0/17:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(15:0/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(15:1(9Z)/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
1920,[TG(54:12)|TG(53:5)]_FA16:0,884.8,611.5,29951.02215576172,884.8 -> 611.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,12,(54:12),16:0,"LMGL03010241, LMGL03010246, LMGL03015379, LMGL03015029, LMGL03015757, LMGL03010244","TG(16:0/17:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/17:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(15:1(9Z)/16:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(15:0/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/19:1(9Z))[iso6], TG(16:0/17:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
1921,[TG(54:11)|TG(53:4)]_FA16:0,886.8,613.5,24806.401763916016,886.8 -> 613.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,11,(54:11),16:0,"LMGL03010208, LMGL03015378, LMGL03015754, LMGL03015756, LMGL03015028, LMGL03015738, LMGL03010211, LMGL03010213","TG(16:0/17:2(9Z,12Z)/20:2(11Z,14Z))[iso6], TG(15:1(9Z)/16:0/22:3(10Z,13Z,16Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/19:1(9Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/19:0)[iso6], TG(15:0/16:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/19:1(9Z))[iso6], TG(16:0/17:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/17:0/20:4(5Z,8Z,11Z,14Z))[iso6]"
1922,[TG(54:10)|TG(53:3)]_FA16:0,888.8,615.5,34218.342681884766,888.8 -> 615.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,10,(54:10),16:0,"LMGL03010183, LMGL03010178, LMGL03010225, LMGL03015377, LMGL03015027, LMGL03015733, LMGL03015737, LMGL03010181","TG(16:0/17:0/20:3(8Z,11Z,14Z))[iso6], TG(16:0/17:2(9Z,12Z)/20:1(11Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/19:0)[iso6], TG(15:1(9Z)/16:0/22:2(13Z,16Z))[iso6], TG(15:0/16:0/22:3(10Z,13Z,16Z))[iso6], TG(16:0/18:2(9Z,12Z)/19:1(9Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/19:0)[iso6], TG(16:0/17:1(9Z)/20:2(11Z,14Z))[iso6]"
1923,[TG(54:9)|TG(53:2)]_FA16:0,890.8,617.5,39232.782470703125,890.8 -> 617.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,9,(54:9),16:0,"LMGL03015763, LMGL03010197, LMGL03010155, LMGL03015376, LMGL03015026, LMGL03015729, LMGL03010157, LMGL03010152","TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:2(9Z,12Z)/19:0)[iso6], TG(16:0/17:1(9Z)/20:1(11Z))[iso6], TG(15:1(9Z)/16:0/22:1(11Z))[iso6], TG(15:0/16:0/22:2(13Z,16Z))[iso6], TG(16:0/18:1(9Z)/19:1(9Z))[iso6], TG(16:0/17:0/20:2(11Z,14Z))[iso6], TG(16:0/17:2(9Z,12Z)/20:0)[iso6]"
1924,[TG(54:8)|TG(53:1)]_FA16:0,892.8,619.5,43889.48303222656,892.8 -> 619.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,8,(54:8),16:0,"LMGL03010502, LMGL03015744, LMGL03015762, LMGL03010248, LMGL03010133, LMGL03015375, LMGL03015025, LMGL03015725, LMGL03010131, LMGL03010171","TG(16:0/18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/16:1(9Z)/21:0)[iso6], TG(16:0/17:0/20:1(11Z))[iso6], TG(15:1(9Z)/16:0/22:0)[iso6], TG(15:0/16:0/22:1(11Z))[iso6], TG(16:0/18:0/19:1(9Z))[iso6], TG(16:0/17:1(9Z)/20:0)[iso6], TG(16:0/18:1(9Z)/19:0)[iso6]"
1925,[TG(54:7)|TG(53:0)]_FA16:0,894.8,621.5,49678.98333740234,894.8 -> 621.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,7,(54:7),16:0,"LMGL03010451, LMGL03010446, LMGL03015743, LMGL03015761, LMGL03010586, LMGL03010112, LMGL03015024, LMGL03010149, LMGL03010216","TG(16:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/16:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/17:0/20:0)[iso6], TG(15:0/16:0/22:0)[iso6], TG(16:0/18:0/19:0)[iso6], TG(16:0/16:0/21:0)[iso3]"
1926,[TG(54:6)]_FA16:0,896.8,623.5,56072.563537597656,896.8 -> 623.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,6,(54:6),16:0,"LMGL03010399, LMGL03015760, LMGL03015742, LMGL03010525, LMGL03010526, LMGL03010394, LMGL03010403","TG(16:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3], TG(16:0/18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
1927,[TG(54:5)]_FA16:0,898.8,625.5,40556.68292236328,898.8 -> 625.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,5,(54:5),16:0,"LMGL03010469, LMGL03010346, LMGL03010351, LMGL03010355, LMGL03010359, LMGL03010470, LMGL03015741, LMGL03015759","TG(16:0/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6], TG(16:0/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3], TG(16:0/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))[iso6]"
1928,[TG(55:11)|TG(54:4)]_FA16:0,900.8,627.5,59198.84399414063,900.8 -> 627.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,11,(55:11),16:0,"LMGL03010307, LMGL03010302, LMGL03010311, LMGL03010315, LMGL03015758, LMGL03010369, LMGL03015740, LMGL03010418","TG(16:0/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6], TG(16:0/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6], TG(16:0/16:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6], TG(16:0/16:0/22:4(7Z,10Z,13Z,16Z))[iso3]"
1929,[TG(55:10)|TG(54:3)]_FA16:0,902.8,629.5,34598.14236450195,902.8 -> 629.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,10,(55:10),16:0,"LMGL03010267, LMGL03010326, LMGL03010417, LMGL03015739, LMGL03010275, LMGL03010271, LMGL03010262","TG(16:0/18:2(9Z,12Z)/20:1(11Z))[iso6], TG(16:0/16:0/22:3(10Z,13Z,16Z))[iso3], TG(16:0/16:1(9Z)/22:2(13Z,16Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/20:0)[iso6], TG(16:0/18:0/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/20:0)[iso6]"
1930,[TG(55:9)|TG(54:2)]_FA16:0,904.8,631.5,30431.46228027344,904.8 -> 631.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,9,(55:9),16:0,"LMGL03010234, LMGL03010230, LMGL03010325, LMGL03010362, LMGL03015710, LMGL03010238, LMGL03012987, LMGL03010370","TG(16:0/18:1(9Z)/20:1(11Z))[iso6], TG(16:0/18:2(9Z,12Z)/20:0)[iso6], TG(16:0/16:1(9Z)/22:1(13Z))[iso6], TG(16:0/17:2(9Z,12Z)/21:0)[iso6], TG(16:0/16:1(9Z)/22:1(11Z))[iso6], TG(16:0/18:0/20:2(11Z,14Z))[iso6], TG(16:0/19:1(9Z)/19:1(9Z))[iso3], TG(16:0/16:0/22:2(13Z,16Z))[iso3]"
1931,[TG(55:8)|TG(54:1)]_FA16:0,906.8,633.5,34390.22247314453,906.8 -> 633.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,8,(55:8),16:0,"LMGL03010782, LMGL03010201, LMGL03010285, LMGL03010321, LMGL03015772, LMGL03010205, LMGL03012984, LMGL03010286","TG(16:0/17:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:1(9Z)/20:0)[iso6], TG(16:0/16:1(9Z)/22:0)[iso6], TG(16:0/17:1(9Z)/21:0)[iso6], TG(16:0/19:0/19:1(9Z))[iso6], TG(16:0/18:0/20:1(11Z))[iso6], TG(16:0/16:0/22:1(11Z))[iso3], TG(16:0/16:0/22:1(13Z))[iso3]"
1932,[TG(55:7)|TG(54:0)]_FA16:0,908.9,635.6,43592.86309814453,908.9 -> 635.6,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,7,(55:7),16:0,"LMGL03010711, LMGL03010714, LMGL03010249, LMGL03010283, LMGL03010175, LMGL03010257","TG(16:0/17:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/17:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/16:0/22:0)[iso3], TG(16:0/17:0/21:0)[iso6], TG(16:0/18:0/20:0)[iso6], TG(16:0/19:0/19:0)[iso3]"
1933,[TG(56:13)|TG(55:6)]_FA16:0,910.8,637.5,70473.32592773438,910.8 -> 637.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,13,(56:13),16:0,"LMGL03010643, LMGL03010646, LMGL03010648, LMGL03015779","TG(16:0/17:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/17:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/17:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/19:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
1934,[TG(56:12)|TG(55:5)]_FA16:0,912.8,639.5,65126.42462158203,912.8 -> 639.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,12,(56:12),16:0,"LMGL03010518, LMGL03010558, LMGL03010582, LMGL03010584, LMGL03015778","TG(16:0/17:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:0/19:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/17:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/17:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]"
1935,[TG(56:11)|TG(55:4)]_FA16:0,914.8,641.5,28958.74200439453,914.8 -> 641.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,11,(56:11),16:0,"LMGL03010497, LMGL03015764, LMGL03015777, LMGL03010579, LMGL03010523, LMGL03010465","TG(16:0/19:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/21:0)[iso6], TG(16:0/19:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/17:2(9Z,12Z)/22:2(13Z,16Z))[iso6], TG(16:0/17:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/17:1(9Z)/22:3(10Z,13Z,16Z))[iso6]"
1936,[TG(56:10)|TG(55:3)]_FA16:0,916.8,643.5,28348.062133789062,916.8 -> 643.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,10,(56:10),16:0,"LMGL03015771, LMGL03010947, LMGL03010441, LMGL03010415, LMGL03010563, LMGL03010462, LMGL03015745, LMGL03015776, LMGL03015722, LMGL03010521","TG(16:0/18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3], TG(16:0/19:0/20:3(8Z,11Z,14Z))[iso6], TG(16:0/17:0/22:3(10Z,13Z,16Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/21:0)[iso6], TG(16:0/17:2(9Z,12Z)/22:1(13Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/21:0)[iso6], TG(16:0/19:1(9Z)/20:2(11Z,14Z))[iso6], TG(16:0/17:2(9Z,12Z)/22:1(11Z))[iso6], TG(16:0/17:1(9Z)/22:2(13Z,16Z))[iso6]"
1937,[TG(56:9)|TG(55:2)]_FA16:0,918.8,645.5,26923.802032470703,918.8 -> 645.5,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,9,(56:9),16:0,"LMGL03010877, LMGL03011074, LMGL03015752, LMGL03015770, LMGL03010410, LMGL03010389, LMGL03010507, LMGL03015775, LMGL03015718, LMGL03010467, LMGL03010413","TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/17:2(9Z,12Z)/22:0)[iso6], TG(16:0/19:0/20:2(11Z,14Z))[iso6], TG(16:0/18:2(9Z,12Z)/21:0)[iso6], TG(16:0/19:1(9Z)/20:1(11Z))[iso6], TG(16:0/17:1(9Z)/22:1(11Z))[iso6], TG(16:0/17:0/22:2(13Z,16Z))[iso6], TG(16:0/17:1(9Z)/22:1(13Z))[iso6]"
1938,[TG(56:8)|TG(55:1)]_FA16:0,920.9,647.6,41682.703125,920.9 -> 647.6,TG,TAG16_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG16,0.0,TG,TG,8,(56:8),16:0,"LMGL03010999, LMGL03010809, LMGL03010994, LMGL03015751, LMGL03015769, LMGL03010801, LMGL03010341, LMGL03010365, LMGL03010367, LMGL03015774, LMGL03015714, LMGL03010455","TG(16:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(16:0/19:0/20:1(11Z))[iso6], TG(16:0/17:1(9Z)/22:0)[iso6], TG(16:0/17:0/22:1(13Z))[iso6], TG(16:0/19:1(9Z)/20:0)[iso6], TG(16:0/17:0/22:1(11Z))[iso6], TG(16:0/18:1(9Z)/21:0)[iso6]"
