File Path,File Name
Projects/DTRA/mzml/done/bsub_done/A-T4-0-BDL-r001.mzML,A-T4-0-BDL-r001
Projects/DTRA/mzml/done/bsub_done/C-T4-8GEN-BDL-r003.mzML,C-T4-8GEN-BDL-r003
Projects/DTRA/mzml/done/bsub_done/B-T4-0-BDL-r002.mzML,B-T4-0-BDL-r002
Projects/DTRA/mzml/done/bsub_done/Bsub-C-T6-0-r002.mzML,Bsub-C-T6-0-r002
Projects/DTRA/mzml/done/bsub_done/Bsub-A-T2-0-r002.mzML,Bsub-A-T2-0-r002
Projects/DTRA/mzml/done/bsub_done/A-T0-0-BDL-r002.mzML,A-T0-0-BDL-r002
Projects/DTRA/mzml/done/bsub_done/Bsub-C-T0-0-r003.mzML,Bsub-C-T0-0-r003
Projects/DTRA/mzml/done/bsub_done/B-T0-0-BDL-r001.mzML,B-T0-0-BDL-r001
Projects/DTRA/mzml/done/bsub_done/Bsub-C-T2-8GEN-r002.mzML,Bsub-C-T2-8GEN-r002
Projects/DTRA/mzml/done/bsub_done/Bsub-C-T6-8GEN-r001.mzML,Bsub-C-T6-8GEN-r001
Projects/DTRA/mzml/done/bsub_done/Bsub-B-T2-0-r001.mzML,Bsub-B-T2-0-r001
Projects/DTRA/mzml/done/bsub_done/Bsub-A-T2-8GEN-r001.mzML,Bsub-A-T2-8GEN-r001
Projects/DTRA/mzml/done/bsub_done/B-T4-8GEN-BDL-r002.mzML,B-T4-8GEN-BDL-r002
Projects/DTRA/mzml/done/bsub_done/Bsub-A-T6-8GEN-r002.mzML,Bsub-A-T6-8GEN-r002
Projects/DTRA/mzml/done/bsub_done/Bsub-A-T0-0-r002.mzML,Bsub-A-T0-0-r002
Projects/DTRA/mzml/done/bsub_done/C-T0-0-BDL-r003.mzML,C-T0-0-BDL-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-B-T2-8GEN-r003.mzML,Bsub-B-T2-8GEN-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-B-T0-0-r001.mzML,Bsub-B-T0-0-r001
Projects/DTRA/mzml/done/bsub_done/Bsub-C-T2-0-r003.mzML,Bsub-C-T2-0-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-A-T6-0-r003.mzML,Bsub-A-T6-0-r003
Projects/DTRA/mzml/done/bsub_done/B-T4-8GEN-BDL-r003.mzML,B-T4-8GEN-BDL-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-A-T6-8GEN-r003.mzML,Bsub-A-T6-8GEN-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-A-T0-0-r003.mzML,Bsub-A-T0-0-r003
Projects/DTRA/mzml/done/bsub_done/C-T4-0-BDL-r001.mzML,C-T4-0-BDL-r001
Projects/DTRA/mzml/done/bsub_done/Bsub-B-T6-0-r001.mzML,Bsub-B-T6-0-r001
Projects/DTRA/mzml/done/bsub_done/A-T4-8GEN-BDL-r001.mzML,A-T4-8GEN-BDL-r001
Projects/DTRA/mzml/done/bsub_done/Bsub-B-T6-8GEN-r001.mzML,Bsub-B-T6-8GEN-r001
Projects/DTRA/mzml/done/bsub_done/C-T0-0-BDL-r002.mzML,C-T0-0-BDL-r002
Projects/DTRA/mzml/done/bsub_done/Bsub-B-T2-8GEN-r002.mzML,Bsub-B-T2-8GEN-r002
Projects/DTRA/mzml/done/bsub_done/Bsub-A-T6-0-r002.mzML,Bsub-A-T6-0-r002
Projects/DTRA/mzml/done/bsub_done/Bsub-C-T2-0-r002.mzML,Bsub-C-T2-0-r002
Projects/DTRA/mzml/done/bsub_done/C-T4-8GEN-BDL-r002.mzML,C-T4-8GEN-BDL-r002
Projects/DTRA/mzml/done/bsub_done/B-T4-0-BDL-r003.mzML,B-T4-0-BDL-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-A-T2-0-r003.mzML,Bsub-A-T2-0-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-C-T6-0-r003.mzML,Bsub-C-T6-0-r003
Projects/DTRA/mzml/done/bsub_done/A-T0-0-BDL-r003.mzML,A-T0-0-BDL-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-C-T0-0-r002.mzML,Bsub-C-T0-0-r002
Projects/DTRA/mzml/done/bsub_done/Bsub-C-T2-8GEN-r003.mzML,Bsub-C-T2-8GEN-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-A-T2-8GEN-r002.mzML,Bsub-A-T2-8GEN-r002
Projects/DTRA/mzml/done/bsub_done/B-T4-8GEN-BDL-r001.mzML,B-T4-8GEN-BDL-r001
Projects/DTRA/mzml/done/bsub_done/Bsub-A-T0-0-r001.mzML,Bsub-A-T0-0-r001
Projects/DTRA/mzml/done/bsub_done/C-T4-0-BDL-r003.mzML,C-T4-0-BDL-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-A-T6-8GEN-r001.mzML,Bsub-A-T6-8GEN-r001
Projects/DTRA/mzml/done/bsub_done/A-T4-8GEN-BDL-r003.mzML,A-T4-8GEN-BDL-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-B-T6-0-r003.mzML,Bsub-B-T6-0-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-B-T6-8GEN-r003.mzML,Bsub-B-T6-8GEN-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-B-T0-0-r002.mzML,Bsub-B-T0-0-r002
Projects/DTRA/mzml/done/bsub_done/A-T4-0-BDL-r002.mzML,A-T4-0-BDL-r002
Projects/DTRA/mzml/done/bsub_done/Bsub-C-T6-0-r001.mzML,Bsub-C-T6-0-r001
Projects/DTRA/mzml/done/bsub_done/Bsub-A-T2-0-r001.mzML,Bsub-A-T2-0-r001
Projects/DTRA/mzml/done/bsub_done/B-T4-0-BDL-r001.mzML,B-T4-0-BDL-r001
Projects/DTRA/mzml/done/bsub_done/A-T0-0-BDL-r001.mzML,A-T0-0-BDL-r001
Projects/DTRA/mzml/done/bsub_done/Bsub-C-T2-8GEN-r001.mzML,Bsub-C-T2-8GEN-r001
Projects/DTRA/mzml/done/bsub_done/B-T0-0-BDL-r002.mzML,B-T0-0-BDL-r002
Projects/DTRA/mzml/done/bsub_done/Bsub-B-T2-0-r002.mzML,Bsub-B-T2-0-r002
Projects/DTRA/mzml/done/bsub_done/Bsub-C-T6-8GEN-r002.mzML,Bsub-C-T6-8GEN-r002
Projects/DTRA/mzml/done/bsub_done/C-T4-8GEN-BDL-r001.mzML,C-T4-8GEN-BDL-r001
Projects/DTRA/mzml/done/bsub_done/A-T4-0-BDL-r003.mzML,A-T4-0-BDL-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-C-T0-0-r001.mzML,Bsub-C-T0-0-r001
Projects/DTRA/mzml/done/bsub_done/B-T0-0-BDL-r003.mzML,B-T0-0-BDL-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-B-T2-0-r003.mzML,Bsub-B-T2-0-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-C-T6-8GEN-r003.mzML,Bsub-C-T6-8GEN-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-A-T2-8GEN-r003.mzML,Bsub-A-T2-8GEN-r003
Projects/DTRA/mzml/done/bsub_done/C-T4-0-BDL-r002.mzML,C-T4-0-BDL-r002
Projects/DTRA/mzml/done/bsub_done/A-T4-8GEN-BDL-r002.mzML,A-T4-8GEN-BDL-r002
Projects/DTRA/mzml/done/bsub_done/Bsub-B-T6-0-r002.mzML,Bsub-B-T6-0-r002
Projects/DTRA/mzml/done/bsub_done/C-T0-0-BDL-r001.mzML,C-T0-0-BDL-r001
Projects/DTRA/mzml/done/bsub_done/Bsub-B-T6-8GEN-r002.mzML,Bsub-B-T6-8GEN-r002
Projects/DTRA/mzml/done/bsub_done/Bsub-B-T2-8GEN-r001.mzML,Bsub-B-T2-8GEN-r001
Projects/DTRA/mzml/done/bsub_done/Bsub-B-T0-0-r003.mzML,Bsub-B-T0-0-r003
Projects/DTRA/mzml/done/bsub_done/Bsub-A-T6-0-r001.mzML,Bsub-A-T6-0-r001
Projects/DTRA/mzml/done/bsub_done/Bsub-C-T2-0-r001.mzML,Bsub-C-T2-0-r001
Projects/DTRA/mzml/done/ecoli_done/Ecoli_T2_control_rep1.mzML,Ecoli_T2_control_rep1
Projects/DTRA/mzml/done/ecoli_done/Ecoli_T0_rep3.mzML,Ecoli_T0_rep3
Projects/DTRA/mzml/done/ecoli_done/Ecoli_T2_GEN_rep3.mzML,Ecoli_T2_GEN_rep3
Projects/DTRA/mzml/done/ecoli_done/Ecoli_T2_GEN_rep2.mzML,Ecoli_T2_GEN_rep2
Projects/DTRA/mzml/done/ecoli_done/Ecoli_T0_rep2.mzML,Ecoli_T0_rep2
Projects/DTRA/mzml/done/ecoli_done/Ecoli_T2_control_rep2.mzML,Ecoli_T2_control_rep2
Projects/DTRA/mzml/done/ecoli_done/Ecoli_T2_control_rep3.mzML,Ecoli_T2_control_rep3
Projects/DTRA/mzml/done/ecoli_done/Ecoli_T0_rep1.mzML,Ecoli_T0_rep1
Projects/DTRA/mzml/done/ecoli_done/Ecoli_T2_GEN_rep1.mzML,Ecoli_T2_GEN_rep1
Projects/DTRA/mzml/done/paeru_done/Paeru-C-T4-0-BDL-r002.mzML,Paeru-C-T4-0-BDL-r002
Projects/DTRA/mzml/done/paeru_done/Paeru-C-T4-16-BDL-r003.mzML,Paeru-C-T4-16-BDL-r003
Projects/DTRA/mzml/done/paeru_done/Paeru-C-T0-0-BDL-r001.mzML,Paeru-C-T0-0-BDL-r001
Projects/DTRA/mzml/done/paeru_done/Paeru-A-T4-0-BDL-r003.mzML,Paeru-A-T4-0-BDL-r003
Projects/DTRA/mzml/done/paeru_done/Paeru-A-T4-16-BDL-r001.mzML,Paeru-A-T4-16-BDL-r001
Projects/DTRA/mzml/done/paeru_done/Paeru-B-T0-0-BDL-r003.mzML,Paeru-B-T0-0-BDL-r003
Projects/DTRA/mzml/done/paeru_done/Paeru-A-T4-0-BDL-r002.mzML,Paeru-A-T4-0-BDL-r002
Projects/DTRA/mzml/done/paeru_done/Paeru-B-T4-0-BDL-r001.mzML,Paeru-B-T4-0-BDL-r001
Projects/DTRA/mzml/done/paeru_done/Paeru-A-T0-0-BDL-r001.mzML,Paeru-A-T0-0-BDL-r001
Projects/DTRA/mzml/done/paeru_done/Paeru-B-T0-0-BDL-r002.mzML,Paeru-B-T0-0-BDL-r002
Projects/DTRA/mzml/done/paeru_done/Paeru-C-T4-0-BDL-r003.mzML,Paeru-C-T4-0-BDL-r003
Projects/DTRA/mzml/done/paeru_done/Paeru-C-T4-16-BDL-r002.mzML,Paeru-C-T4-16-BDL-r002
Projects/DTRA/mzml/done/paeru_done/Paeru-B-T4-16-BDL-r001.mzML,Paeru-B-T4-16-BDL-r001
