,Class,Transition,Lipid
1222,PE,818.7 -> 677.7,PE(42:7)|PE(41:0)|PE(O-42:0)
1223,PE,820.6 -> 679.6,PE(42:6)
1224,PE,822.6 -> 681.6,PE(42:5)
1225,PE,824.6 -> 683.6,PE(42:4)
1226,PE,826.6 -> 685.6,PE(42:3)
1227,PE,828.6 -> 687.6,PE(42:2)
1228,PE,830.7 -> 689.7,PE(42:1)
1229,PE,832.7 -> 691.7,PE(42:0)
1231,PE,836.5 -> 695.5,PE(44:12)
1235,PE,844.7 -> 703.7,PE(44:8)|PE(43:1)
1236,PE,846.7 -> 705.7,PE(44:7)|PE(43:0)
1237,PE,848.6 -> 707.6,PE(44:6)
1238,PE,850.6 -> 709.6,PE(44:5)
1239,PE,852.6 -> 711.6,PE(44:4)
1240,PE,854.7 -> 713.7,PE(44:3)
1241,PE,856.7 -> 715.7,PE(44:2)
1242,PE,858.7 -> 717.7,PE(44:1)
1243,PE,860.7 -> 719.7,PE(44:0)
1244,PE,886.7 -> 745.7,PE(46:1)
1245,PE,964.8 -> 823.8,PE(52:4)
1386,PI,534.2 -> 257.2,LPI(12:0)
1387,PI,548.2 -> 271.2,LPI(13:0)
1388,PI,560.2 -> 283.2,LPI(14:1)
1389,PI,562.3 -> 285.3,LPI(14:0)
1390,PI,574.3 -> 297.3,LPI(15:1)|LPI(P-16:0)
1391,PI,576.3 -> 299.3,LPI(15:0)|LPI(O-16:0)
1392,PI,588.3 -> 311.3,LPI(16:1)
1393,PI,590.3 -> 313.3,LPI(16:0)
1394,PI,600.3 -> 323.3,LPI(17:2)
1395,PI,602.3 -> 325.3,LPI(17:1)|LPI(P-18:0)
1396,PI,604.3 -> 327.3,LPI(17:0)|LPI(O-18:0)
1397,PI,610.3 -> 333.3,LPI(18:4)
1398,PI,612.3 -> 335.3,LPI(18:3)
1399,PI,614.3 -> 337.3,LPI(18:2)
1400,PI,616.3 -> 339.3,LPI(18:1)
1401,PI,618.3 -> 341.3,LPI(18:0)
1402,PI,630.4 -> 353.4,LPI(19:1)|LPI(P-20:0)
1403,PI,632.4 -> 355.4,LPI(19:0)|LPI(O-20:0)
1404,PI,636.3 -> 359.3,LPI(20:5)
1405,PI,638.3 -> 361.3,LPI(20:4)
1406,PI,640.3 -> 363.3,LPI(20:3)
1407,PI,642.3 -> 365.3,LPI(20:2)
1408,PI,644.3 -> 367.3,LPI(20:1)
1409,PI,646.4 -> 369.4,LPI(20:0)
1410,PI,660.4 -> 383.4,LPI(21:0)
1411,PI,662.3 -> 385.3,LPI(22:6)
1412,PI,666.3 -> 389.3,LPI(22:4)
1413,PI,670.4 -> 393.4,LPI(22:2)
1414,PI,672.4 -> 395.4,LPI(22:1)
1415,PI,674.4 -> 397.4,LPI(22:0)
1416,PI,716.4 -> 439.4,PI(24:0)
1418,PI,742.4 -> 465.4,PI(26:1)
1419,PI,744.4 -> 467.4,PI(26:0)
1420,PI,756.5 -> 479.5,PI(27:1)|PI(P-28:0)
1421,PI,758.5 -> 481.5,PI(27:0)|PI(O-28:0)
1422,PI,768.4 -> 491.4,PI(28:2)
1423,PI,770.5 -> 493.5,PI(28:1)|PI(P-29:0)
1424,PI,772.5 -> 495.5,PI(28:0)|PI(O-29:0)
1425,PI,782.5 -> 505.5,PI(29:2)|PI(P-30:1)
1426,PI,784.5 -> 507.5,PI(29:1)|PI(O-30:1)|PI(P-30:0)
1427,PI,786.5 -> 509.5,PI(29:0)|PI(O-30:0)
1428,PI,792.4 -> 515.4,PI(30:4)
1429,PI,794.4 -> 517.4,PI(30:3)
1430,PI,796.5 -> 519.5,PI(30:2)|PI(P-31:1)
1431,PI,798.5 -> 521.5,PI(30:1)|PI(O-31:1)|PI(P-31:0)
1432,PI,800.5 -> 523.5,PI(30:0)|PI(O-31:0)
1435,PI,810.5 -> 533.5,PI(31:2)|PI(P-32:1)
1436,PI,812.5 -> 535.5,PI(31:1)|PI(O-32:1)|PI(P-32:0)
1437,PI,814.5 -> 537.5,PI(31:0)|PI(O-32:0)
1438,PI,818.4 -> 541.4,PI(32:5)
1439,PI,820.5 -> 543.5,PI(32:4)
1440,PI,822.5 -> 545.5,PI(32:3)|PI(P-33:2)
1441,PI,824.5 -> 547.5,PI(32:2)|PI(O-33:2)|PI(P-33:1)
1442,PI,826.5 -> 549.5,PI(32:1)|PI(O-33:1)|PI(P-33:0)
1443,PI,828.6 -> 551.6,PI(32:0)|PI(O-33:0)
1444,PI,832.5 -> 555.5,PI(33:5)|PI(P-34:4)
1445,PI,834.5 -> 557.5,PI(33:4)|PI(O-34:4)|PI(P-34:3)
1446,PI,836.5 -> 559.5,PI(33:3)|PI(O-34:3)|PI(P-34:2)
1447,PI,838.5 -> 561.5,PI(33:2)|PI(O-34:2)|PI(P-34:1)
1448,PI,840.6 -> 563.6,PI(33:1)|PI(O-34:1)|PI(P-34:0)
1449,PI,842.6 -> 565.6,PI(33:0)|PI(O-34:0)
1450,PI,844.5 -> 567.5,PI(34:6)
1451,PI,846.5 -> 569.5,PI(34:5)
1452,PI,848.5 -> 571.5,PI(34:4)
1453,PI,850.5 -> 573.5,PI(34:3)|PI(P-35:2)
1454,PI,852.6 -> 575.6,PI(34:2)|PI(O-35:2)|PI(P-35:1)
1455,PI,854.6 -> 577.6,PI(34:1)|PI(O-35:1)|PI(P-35:0)
1456,PI,856.6 -> 579.6,PI(34:0)|PI(O-35:0)
1457,PI,858.5 -> 581.5,PI(35:6)|PI(P-36:5)
1458,PI,860.5 -> 583.5,PI(35:5)|PI(O-36:5)|PI(P-36:4)
1459,PI,862.5 -> 585.5,PI(35:4)|PI(O-36:4)|PI(P-36:3)
1460,PI,864.6 -> 587.6,PI(35:3)|PI(O-36:3)|PI(P-36:2)
1461,PI,866.6 -> 589.6,PI(35:2)|PI(O-36:2)|PI(P-36:1)
1462,PI,868.6 -> 591.6,PI(36:8)|PI(35:1)|PI(O-36:1)|PI(P-36:0)
1463,PI,870.6 -> 593.6,PI(36:7)|PI(35:0)|PI(O-36:0)
1464,PI,872.5 -> 595.5,PI(36:6)
1465,PI,874.5 -> 597.5,PI(36:5)
1466,PI,876.5 -> 599.5,PI(36:4)
1467,PI,878.6 -> 601.6,PI(36:3)|PI(P-37:2)
1468,PI,880.6 -> 603.6,PI(36:2)|PI(O-37:2)|PI(P-37:1)
1469,PI,882.6 -> 605.6,PI(36:1)|PI(O-37:1)|PI(P-37:0)
1470,PI,884.6 -> 607.6,PI(37:7)|PI(P-38:6)|PI(36:0)|PI(O-37:0)
1471,PI,886.5 -> 609.5,PI(37:6)|PI(O-38:6)|PI(P-38:5)
1472,PI,888.6 -> 611.6,PI(37:5)|PI(O-38:5)|PI(P-38:4)
1473,PI,890.6 -> 613.6,PI(37:4)|PI(O-38:4)|PI(P-38:3)
1474,PI,892.6 -> 615.6,PI(37:3)|PI(O-38:3)|PI(P-38:2)
1475,PI,894.6 -> 617.6,PI(38:9)|PI(37:2)|PI(O-38:2)|PI(P-38:1)
1476,PI,896.6 -> 619.6,PI(38:8)|PI(37:1)|PI(O-38:1)|PI(P-38:0)
1477,PI,898.6 -> 621.6,PI(38:7)|PI(37:0)|PI(O-38:0)
1478,PI,900.5 -> 623.5,PI(38:6)
1479,PI,902.5 -> 625.5,PI(38:5)
1480,PI,904.6 -> 627.6,PI(38:4)
1481,PI,906.6 -> 629.6,PI(38:3)
1482,PI,908.6 -> 631.6,PI(38:2)|PI(P-39:1)
1483,PI,910.6 -> 633.6,PI(39:8)|PI(38:1)|PI(O-39:1)|PI(P-39:0)
1484,PI,912.7 -> 635.7,PI(39:7)|PI(P-40:6)|PI(38:0)|PI(O-39:0)
1485,PI,914.6 -> 637.6,PI(39:6)|PI(O-40:6)|PI(P-40:5)
1486,PI,916.6 -> 639.6,PI(39:5)|PI(O-40:5)|PI(P-40:4)
1487,PI,918.6 -> 641.6,PI(39:4)|PI(O-40:4)|PI(P-40:3)
1488,PI,920.6 -> 643.6,PI(40:10)|PI(39:3)|PI(O-40:3)|PI(P-40:2)
1489,PI,922.6 -> 645.6,PI(40:9)|PI(39:2)|PI(O-40:2)|PI(P-40:1)
1490,PI,924.7 -> 647.7,PI(40:8)|PI(39:1)|PI(O-40:1)|PI(P-40:0)
1491,PI,926.7 -> 649.7,PI(40:7)|PI(39:0)|PI(O-40:0)|PI(dO-41:0)
1492,PI,928.6 -> 651.6,PI(40:6)
1493,PI,930.6 -> 653.6,PI(40:5)
1494,PI,932.6 -> 655.6,PI(40:4)
1495,PI,934.6 -> 657.6,PI(40:3)
1496,PI,936.6 -> 659.6,PI(40:2)
1497,PI,938.7 -> 661.7,PI(40:1)|PI(P-41:0)
1498,PI,940.7 -> 663.7,PI(41:7)|PI(P-42:6)|PI(40:0)|PI(O-41:0)
1499,PI,942.6 -> 665.6,PI(41:6)|PI(O-42:6)
1500,PI,944.6 -> 667.6,PI(41:5)|PI(P-42:4)
1501,PI,946.6 -> 669.6,PI(42:11)|PI(41:4)|PI(O-42:4)
1502,PI,948.7 -> 671.7,PI(42:10)|PI(41:3)|PI(P-42:2)
1503,PI,950.7 -> 673.7,PI(42:9)|PI(41:2)|PI(O-42:2)|PI(P-42:1)
1504,PI,952.7 -> 675.7,PI(42:8)|PI(41:1)|PI(O-42:1)|PI(P-42:0)
1505,PI,954.7 -> 677.7,PI(42:7)|PI(41:0)|PI(O-42:0)
1506,PI,956.6 -> 679.6,PI(42:6)
1507,PI,958.6 -> 681.6,PI(42:5)
1508,PI,960.6 -> 683.6,PI(42:4)
1509,PI,962.6 -> 685.6,PI(42:3)
1510,PI,966.7 -> 689.7,PI(42:1)
1511,PI,968.7 -> 691.7,PI(42:0)
1513,PI,972.5 -> 695.5,PI(44:12)
1515,PI,976.6 -> 699.6,PI(44:10)
1518,PI,980.7 -> 703.7,PI(44:8)|PI(43:1)
1519,PI,982.7 -> 705.7,PI(44:7)|PI(43:0)
1520,PI,984.6 -> 707.6,PI(44:6)
1521,PI,986.6 -> 709.6,PI(44:5)
1522,PI,990.7 -> 713.7,PI(44:3)
1523,PI,992.7 -> 715.7,PI(44:2)
1524,PI,994.7 -> 717.7,PI(44:1)
1525,PI,996.7 -> 719.7,PI(44:0)
1526,PS,442.2 -> 257.2,LPS(12:0)
1527,PS,456.2 -> 271.2,LPS(13:0)
1528,PS,468.2 -> 283.2,LPS(14:1)
1529,PS,482.3 -> 297.3,LPS(P-16:0)
1530,PS,484.3 -> 299.3,LPS(O-16:0)
1531,PS,496.3 -> 311.3,LPS(16:1)
1532,PS,508.3 -> 323.3,LPS(17:2)
1533,PS,510.3 -> 325.3,LPS(P-18:0)
1534,PS,512.3 -> 327.3,LPS(O-18:0)
1535,PS,520.3 -> 335.3,LPS(18:3)
1536,PS,522.3 -> 337.3,LPS(18:2)
1537,PS,524.3 -> 339.3,LPS(18:1)
1538,PS,538.4 -> 353.3,LPS(P-20:0)
1539,PS,540.4 -> 355.4,LPS(O-20:0)
1540,PS,544.3 -> 359.3,LPS(20:5)
1541,PS,546.3 -> 361.3,LPS(20:4)
1542,PS,548.3 -> 363.3,LPS(20:3)
1543,PS,550.3 -> 365.3,LPS(20:2)
1544,PS,552.3 -> 367.3,LPS(20:1)
1545,PS,554.3 -> 369.3,LPS(20:0)
1546,PS,568.4 -> 383.4,LPS(21:0)
1547,PS,570.3 -> 385.3,LPS(22:6)
1548,PS,574.3 -> 389.3,LPS(22:4)
1549,PS,578.3 -> 393.3,LPS(22:2)
1550,PS,580.4 -> 395.4,LPS(22:1)
1551,PS,582.4 -> 397.4,LPS(22:0)
1552,PS,624.4 -> 439.4,PS(24:0)
1554,PS,650.4 -> 465.4,PS(26:1)
1555,PS,652.4 -> 467.4,PS(26:0)
1556,PS,664.5 -> 479.5,PS(P-28:0)
1557,PS,666.5 -> 481.5,PS(O-28:0)
1558,PS,676.4 -> 491.4,PS(28:2)
1559,PS,678.5 -> 493.5,PS(P-29:0)
1560,PS,680.5 -> 495.5,PS(O-29:0)
1561,PS,690.5 -> 505.5,PS(P-30:1)
1562,PS,692.5 -> 507.5,PS(P-30:0)
1563,PS,694.5 -> 509.5,PS(O-30:0)
1564,PS,700.4 -> 515.4,PS(30:4)
1565,PS,702.4 -> 517.4,PS(30:3)
1566,PS,704.5 -> 519.5,PS(P-31:1)
1567,PS,706.5 -> 521.5,PS(P-31:0)
1568,PS,708.5 -> 523.5,PS(O-31:0)
1570,PS,718.5 -> 533.5,PS(P-32:1)
1571,PS,720.5 -> 535.5,PS(P-32:0)
1572,PS,722.5 -> 537.5,PS(O-32:0)
1573,PS,726.4 -> 541.4,PS(32:5)
1574,PS,730.5 -> 545.5,PS(P-33:2)
1575,PS,732.5 -> 547.5,PS(P-33:1)
1576,PS,734.5 -> 549.5,PS(P-33:0)
1577,PS,736.5 -> 551.5,PS(O-33:0)
1578,PS,740.5 -> 555.5,PS(P-34:4)
1579,PS,742.5 -> 557.5,PS(P-34:3)
1580,PS,744.5 -> 559.5,PS(P-34:2)
1581,PS,746.5 -> 561.5,PS(P-34:1)
1582,PS,748.5 -> 563.5,PS(P-34:0)
1583,PS,750.6 -> 565.6,PS(O-34:0)
1584,PS,754.5 -> 569.5,PS(34:5)
1585,PS,756.5 -> 571.5,PS(34:4)
1586,PS,758.5 -> 573.5,PS(P-35:2)
1587,PS,760.5 -> 575.5,PS(P-35:1)
1588,PS,762.6 -> 577.6,PS(P-35:0)
1589,PS,764.6 -> 579.6,PS(O-35:0)
1590,PS,766.5 -> 581.5,PS(P-36:5)
1591,PS,768.5 -> 583.5,PS(P-36:4)
1592,PS,770.5 -> 585.5,PS(P-36:3)
1593,PS,772.5 -> 587.5,PS(P-36:2)
1594,PS,774.6 -> 589.6,PS(P-36:1)
1595,PS,776.6 -> 591.6,PS(P-36:0)
1596,PS,778.6 -> 593.6,PS(O-36:0)
1597,PS,780.5 -> 595.5,PS(36:6)
1598,PS,782.5 -> 597.5,PS(36:5)
1599,PS,784.5 -> 599.5,PS(36:4)
1600,PS,786.6 -> 601.6,PS(P-37:2)
1601,PS,788.6 -> 603.6,PS(P-37:1)
1602,PS,790.6 -> 605.6,PS(P-37:0)
1603,PS,792.6 -> 607.6,PS(O-37:0)
1604,PS,794.5 -> 609.5,PS(P-38:5)
1605,PS,796.5 -> 611.5,PS(P-38:4)
1606,PS,798.6 -> 613.6,PS(P-38:3)
1607,PS,800.6 -> 615.6,PS(P-38:2)
1608,PS,802.6 -> 617.6,PS(P-38:1)
1609,PS,804.6 -> 619.6,PS(P-38:0)
1610,PS,806.6 -> 621.6,PS(O-38:0)
1611,PS,808.5 -> 623.5,PS(38:6)
1612,PS,810.5 -> 625.5,PS(38:5)
1613,PS,812.5 -> 627.5,PS(38:4)
1614,PS,814.6 -> 629.6,PS(38:3)
1615,PS,816.6 -> 631.6,PS(P-39:1)
1616,PS,818.6 -> 633.6,PS(P-39:0)
1617,PS,820.6 -> 635.6,PS(O-39:0)
1618,PS,822.6 -> 637.6,PS(P-40:5)
1619,PS,824.6 -> 639.6,PS(P-40:4)
1620,PS,826.6 -> 641.6,PS(P-40:3)
1621,PS,828.6 -> 643.6,PS(P-40:2)
1622,PS,830.6 -> 645.6,PS(P-40:1)
1623,PS,832.6 -> 647.6,PS(P-40:0)
1624,PS,834.7 -> 649.7,PS(O-40:0)
1625,PS,836.5 -> 651.5,PS(40:6)
1626,PS,838.6 -> 653.6,PS(40:5)
1627,PS,840.6 -> 655.6,PS(40:4)
1628,PS,842.6 -> 657.6,PS(40:3)
1629,PS,844.6 -> 659.6,PS(40:2)
1630,PS,846.7 -> 661.7,PS(P-41:0)
1631,PS,848.7 -> 663.7,PS(O-41:0)
1632,PS,850.6 -> 665.6,PS(O-42:6)
1633,PS,852.6 -> 667.6,PS(P-42:4)
1634,PS,854.6 -> 669.6,PS(O-42:4)
1635,PS,856.6 -> 671.6,PS(P-42:2)
1636,PS,858.7 -> 673.7,PS(P-42:1)
1637,PS,860.7 -> 675.7,PS(P-42:0)
1638,PS,862.7 -> 677.7,PS(O-42:0)
1639,PS,864.6 -> 679.6,PS(42:6)
1640,PS,866.6 -> 681.6,PS(42:5)
1641,PS,868.6 -> 683.6,PS(42:4)
1642,PS,870.6 -> 685.6,PS(42:3)
1643,PS,872.6 -> 687.6,PS(42:2)
1644,PS,876.7 -> 691.7,PS(42:0)
1648,PS,884.5 -> 699.5,PS(44:10)
1649,PS,888.7 -> 703.7,PS(43:1)
1650,PS,890.7 -> 705.7,PS(43:0)
1651,PS,892.6 -> 707.6,PS(44:6)
1652,PS,894.6 -> 709.6,PS(44:5)
1653,PS,896.6 -> 711.6,PS(44:4)
1654,PS,900.7 -> 715.7,PS(44:2)
1655,PS,902.7 -> 717.7,PS(44:1)
1656,PS,904.7 -> 719.7,PS(44:0)
