,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Position,nickname,Sex,Genotype,time point,method_type,Blank Subtraction,IDs,Names
924,PI(42:3),962.6,685.6,149151.05180358887,962.6 -> 685.6,PI,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,114458.30871582033,"LMGP06010523, LMGP06010553, LMGP06010583, LMGP06010715, LMGP06010745, LMGP06010687","PI(20:1(11Z)/22:2(13Z,16Z)), PI(20:2(11Z,14Z)/22:1(11Z)), PI(20:3(8Z,11Z,14Z)/22:0), PI(22:1(11Z)/20:2(11Z,14Z)), PI(22:2(13Z,16Z)/20:1(11Z)), PI(22:0/20:3(8Z,11Z,14Z))"
925,PI(42:1),966.7,689.7,32220.54179382324,966.7 -> 689.7,PI,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,22607.68111038208,"LMGP06010493, LMGP06010521, LMGP06010713, LMGP06010916","PI(20:0/22:1(11Z)), PI(20:1(11Z)/22:0), PI(22:1(11Z)/20:0), PI(22:0/20:1(11Z))"
926,PI(42:0),968.7,691.7,46119.623222351074,968.7 -> 691.7,PI,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,34525.78240585327,"LMGP06010685, LMGP06010918, LMGP06010820","PI(22:0/20:0), PI(20:0/22:0), PI(21:0/21:0)"
927,PI(44:12),972.5,695.5,44157.122997283936,972.5 -> 695.5,PI,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,31839.922199249268,LMGP06010951,"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
928,PI(44:10),976.6,699.6,34803.7222328186,976.6 -> 699.6,PI,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,23992.901432037357,"LMGP06010814, LMGP06010952","PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:4(7Z,10Z,13Z,16Z)), PI(22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
929,PI(44:8),980.6,703.6,33050.922370910645,980.6 -> 703.6,PI,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,23916.481731414795,"LMGP06010755, LMGP06010785, LMGP06010813","PI(22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PI(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z))"
930,PI(44:7),982.6,705.6,40407.362548828125,982.6 -> 705.6,PI,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,27808.421585083008,"LMGP06010724, LMGP06010812","PI(22:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:1(11Z))"
931,PI(44:6),984.6,707.6,38881.54283905029,984.6 -> 707.6,PI,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,29680.702236175537,"LMGP06010754, LMGP06010784, LMGP06010811, LMGP06010953","PI(22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z)), PI(22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z)), PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:0), PI(22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))"
932,PI(44:5),986.6,709.6,33552.8028755188,986.6 -> 709.6,PI,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,23248.342124938965,"LMGP06010723, LMGP06010783","PI(22:1(11Z)/22:4(7Z,10Z,13Z,16Z)), PI(22:4(7Z,10Z,13Z,16Z)/22:1(11Z))"
933,PI(44:4),988.7,711.7,33826.38223648071,988.7 -> 711.7,PI,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,24561.521564483643,"LMGP06010693, LMGP06010753, LMGP06010782","PI(22:0/22:4(7Z,10Z,13Z,16Z)), PI(22:2(13Z,16Z)/22:2(13Z,16Z)), PI(22:4(7Z,10Z,13Z,16Z)/22:0)"
934,PI(44:3),990.7,713.7,36191.08240890503,990.7 -> 713.7,PI,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,27482.561782836918,"LMGP06010722, LMGP06010752","PI(22:1(11Z)/22:2(13Z,16Z)), PI(22:2(13Z,16Z)/22:1(11Z))"
935,PI(44:2),992.7,715.7,31178.942317962646,992.7 -> 715.7,PI,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,22408.0216217041,"LMGP06010692, LMGP06010751, LMGP06010721","PI(22:0/22:2(13Z,16Z)), PI(22:2(13Z,16Z)/22:0), PI(22:1(11Z)/22:1(11Z))"
936,PI(44:1),994.7,717.7,28056.78196334839,994.7 -> 717.7,PI,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,18289.5012550354,"LMGP06010691, LMGP06010720","PI(22:0/22:1(11Z)), PI(22:1(11Z)/22:0)"
937,PI(44:0),996.7,719.7,32081.582496643063,996.7 -> 719.7,PI,PI_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PI,23353.12187194824,LMGP06010915,PI(22:0/22:0)
938,LPS(12:0) | PS(12:0),442.2,257.2,65492.88590621948,442.2 -> 257.2,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,45090.04471206665,"LMGP03050008, LMGP03010020","PS(12:0/0:0), PS(6:0/6:0)"
939,LPS(12:0) | PS(12:0),442.2,257.2,62828.74461364746,442.2 -> 257.2,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,51536.82377624512,"LMGP03050008, LMGP03010020","PS(12:0/0:0), PS(6:0/6:0)"
940,LPS(13:0) | PS(12:0),456.2,271.2,1825.500129699707,456.2 -> 271.2,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,0.0,"LMGP03050005, LMGP03010020","PS(13:0/0:0), PS(6:0/6:0)"
941,LPS(13:0) | PS(12:0),456.2,271.2,1709.5801124572754,456.2 -> 271.2,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,0.0,"LMGP03050005, LMGP03010020","PS(13:0/0:0), PS(6:0/6:0)"
942,LPS(14:1) | PS(14:1),468.2,283.2,2548.5201835632324,468.2 -> 283.2,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,886.7200546264648,LMGP03050032,PS(14:1(9Z)/0:0)
943,LPS(14:1) | PS(14:1),468.2,283.2,2499.9401893615723,468.2 -> 283.2,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,687.0200576782227,LMGP03050032,PS(14:1(9Z)/0:0)
944,LPS(14:0),470.2,285.2,2571.4001655578613,470.2 -> 285.2,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,923.280044555664,LMGP03050009,PS(14:0/0:0)
945,LPS(15:1),482.2,297.2,774300.0615234375,482.2 -> 297.2,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,499702.822265625,LMGP03050015,PS(15:1(9Z)/0:0)
946,PS(P-16:0),482.3,297.3,791115.1688232422,482.3 -> 297.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,551634.6364746094,Not Found,Not Found
947,LPS(15:0) | PS(O-16:0),484.3,299.3,587989.1235351562,484.3 -> 299.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,338942.62451171875,LMGP03050031,PS(15:0/0:0)
948,LPS(15:0) | PS(O-16:0),484.3,299.3,543818.9599609375,484.3 -> 299.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,342244.0048828125,LMGP03050031,PS(15:0/0:0)
949,LPS(16:1) | PS(16:1),496.3,311.3,551280.3181152344,496.3 -> 311.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,494687.99395751953,LMGP03050010,PS(16:1(9Z)/0:0)
950,LPS(16:1) | PS(16:1),496.3,311.3,556970.484375,496.3 -> 311.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,501726.7202758789,LMGP03050010,PS(16:1(9Z)/0:0)
951,LPS(16:0) | PS(16:0),498.3,313.3,473663.1899414063,498.3 -> 313.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,415740.125793457,"LMGP03050002, LMGP03010021","PS(16:0/0:0), PS(8:0/8:0)"
952,LPS(16:0) | PS(16:0),498.3,313.3,470985.9111328125,498.3 -> 313.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,420267.0472412109,"LMGP03050002, LMGP03010021","PS(16:0/0:0), PS(8:0/8:0)"
953,LPS(17:2),508.3,323.3,676916.1197509766,508.3 -> 323.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,606601.454284668,LMGP03050016,"PS(17:2(9Z,12Z)/0:0)"
954,LPS(17:1) | PS(P-18:0),510.3,325.3,574698.1536254883,510.3 -> 325.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,528151.9700317383,LMGP03050033,PS(17:1(9Z)/0:0)
955,LPS(17:1) | PS(P-18:0),510.3,325.3,583509.7390136719,510.3 -> 325.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,535750.6154174805,LMGP03050033,PS(17:1(9Z)/0:0)
956,LPS(17:0) | PS(O-18:0),512.3,327.3,1957469.8251953125,512.3 -> 327.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,1500376.849609375,LMGP03050030,PS(17:0/0:0)
957,LPS(17:0) | PS(O-18:0),512.3,327.3,1822171.2314453125,512.3 -> 327.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,1401763.2412109375,LMGP03050030,PS(17:0/0:0)
958,LPS(17:0) | PS(O-18:0),512.3,327.3,1589602.1171875,512.3 -> 327.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,1240007.513671875,LMGP03050030,PS(17:0/0:0)
959,LPS(18:4),518.2,333.2,345854.466796875,518.2 -> 333.2,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,300245.8634033203,LMGP03050018,"PS(18:4(6Z,9Z,12Z,15Z)/0:0)"
960,LPS(18:4),518.3,333.2,348622.1416015625,518.3 -> 333.2,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,300927.89807128906,LMGP03050018,"PS(18:4(6Z,9Z,12Z,15Z)/0:0)"
961,LPS(18:3) | PS(18:3),520.3,335.3,406269.0260620117,520.3 -> 335.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,362659.5827941895,"LMGP03050017, LMGP03050029","PS(18:3(6Z,9Z,12Z)/0:0), PS(18:3(9Z,12Z,15Z)/0:0)"
962,LPS(18:3) | PS(18:3),520.3,335.3,398749.1304016113,520.3 -> 335.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,354172.1273498535,"LMGP03050017, LMGP03050029","PS(18:3(6Z,9Z,12Z)/0:0), PS(18:3(9Z,12Z,15Z)/0:0)"
963,LPS(18:2) | PS(18:2),522.3,337.3,383580.23358154297,522.3 -> 337.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,339174.4306640625,LMGP03050011,"PS(18:2(9Z,12Z)/0:0)"
964,LPS(18:2) | PS(18:2),522.3,337.3,384059.25744628906,522.3 -> 337.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,339842.45446777344,LMGP03050011,"PS(18:2(9Z,12Z)/0:0)"
965,LPS(18:1) | PS(18:1),524.3,339.3,400872.9920043945,524.3 -> 339.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,347033.58795166016,LMGP03050001,PS(18:1(9Z)/0:0)
966,LPS(18:1) | PS(18:1),524.3,339.3,403833.0505981445,524.3 -> 339.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,352312.30712890625,LMGP03050001,PS(18:1(9Z)/0:0)
967,LPS(18:0) | PS(18:0),526.3,341.3,501541.6763916016,526.3 -> 341.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,411518.09020996094,LMGP03050006,PS(18:0/0:0)
968,LPS(18:0) | PS(18:0),526.3,341.3,520176.6541748047,526.3 -> 341.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,428406.4270019531,LMGP03050006,PS(18:0/0:0)
969,LPS(19:1),538.3,353.3,289548.50048828125,538.3 -> 353.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,232477.9365234375,LMGP03050019,PS(19:1(9Z)/0:0)
970,PS(P-20:0),538.4,353.3,287813.9030761719,538.4 -> 353.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,238490.8594970703,Not Found,Not Found
971,LPS(19:0),540.3,355.3,258540.75805664065,540.3 -> 355.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,97228.56616210938,LMGP03050028,PS(19:0/0:0)
972,PS(O-20:0),540.4,355.4,256120.0780029297,540.4 -> 355.4,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,122564.0869140625,Not Found,Not Found
973,LPS(20:5) | PS(20:5),544.3,359.3,132854.96923828125,544.3 -> 359.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,62436.4443359375,LMGP03050027,"PS(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
974,LPS(20:5) | PS(20:5),544.3,359.3,126081.94921875,544.3 -> 359.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,53442.70397949219,LMGP03050027,"PS(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)"
975,LPS(20:4) | PS(20:4),546.3,361.3,159214.25079345703,546.3 -> 361.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,124015.98809814452,LMGP03050007,"PS(20:4(5Z,8Z,11Z,14Z)/0:0)"
976,LPS(20:4) | PS(20:4),546.3,361.3,161863.97198486328,546.3 -> 361.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,123140.94915771484,LMGP03050007,"PS(20:4(5Z,8Z,11Z,14Z)/0:0)"
977,LPS(20:3) | PS(20:3),548.3,363.3,266901.2777404785,548.3 -> 363.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,223629.5145568848,LMGP03050022,"PS(20:3(8Z,11Z,14Z)/0:0)"
978,LPS(20:3) | PS(20:3),548.3,363.3,272109.841796875,548.3 -> 363.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,228333.73797607425,LMGP03050022,"PS(20:3(8Z,11Z,14Z)/0:0)"
979,LPS(20:2) | PS(20:2),550.3,365.3,302291.9020996094,550.3 -> 365.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,261845.75909423828,LMGP03050021,"PS(20:2(11Z,14Z)/0:0)"
980,LPS(20:2) | PS(20:2),550.3,365.3,305151.12365722656,550.3 -> 365.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,260129.40057373047,LMGP03050021,"PS(20:2(11Z,14Z)/0:0)"
981,LPS(20:1) | PS(20:1),552.3,367.3,305192.7199707031,552.3 -> 367.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,184495.65161132807,LMGP03050020,PS(20:1(11Z)/0:0)
982,LPS(20:1) | PS(20:1),552.3,367.3,297623.5986328125,552.3 -> 367.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,180978.90966796875,LMGP03050020,PS(20:1(11Z)/0:0)
983,LPS(20:0) | PS(20:0),554.3,369.3,190230.2514038086,554.3 -> 369.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,125613.24725341795,"LMGP03050012, LMGP03010022","PS(20:0/0:0), PS(10:0/10:0)"
984,LPS(20:0) | PS(20:0),554.3,369.3,184780.83416748047,554.3 -> 369.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,126356.5499267578,"LMGP03050012, LMGP03010022","PS(20:0/0:0), PS(10:0/10:0)"
985,PS(22:7),568.3,383.3,190433.853515625,568.3 -> 383.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,133329.26989746094,Not Found,Not Found
986,LPS(21:0),568.4,383.3,183062.25390625,568.4 -> 383.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,127903.18994140624,LMGP03050026,PS(21:0/0:0)
987,LPS(22:6) | PS(22:6),570.3,385.3,175368.62951660156,570.3 -> 385.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,122414.32550048828,LMGP03050013,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
988,LPS(22:6) | PS(22:6),570.3,385.3,173112.15063476562,570.3 -> 385.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,117857.24713134766,LMGP03050013,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)"
989,LPS(22:4) | PS(22:4),574.3,389.3,167085.19122314453,574.3 -> 389.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,112081.10748291016,LMGP03050014,"PS(22:4(7Z,10Z,13Z,16Z)/0:0)"
990,LPS(22:4) | PS(22:4),574.3,389.3,164644.43127441406,574.3 -> 389.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,110713.34729003906,LMGP03050014,"PS(22:4(7Z,10Z,13Z,16Z)/0:0)"
991,LPS(22:2) | PS(22:2),578.3,393.3,274471.4761352539,578.3 -> 393.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,231933.35345458984,LMGP03050024,"PS(22:2(13Z,16Z)/0:0)"
992,LPS(22:2) | PS(22:2),578.3,393.3,269917.071472168,578.3 -> 393.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,226174.3882446289,LMGP03050024,"PS(22:2(13Z,16Z)/0:0)"
993,LPS(22:1) | PS(22:1),580.4,395.3,226761.7938232422,580.4 -> 395.3,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,189751.1311645508,LMGP03050023,PS(22:1(11Z)/0:0)
994,LPS(22:1) | PS(22:1),580.4,395.4,233502.53826904297,580.4 -> 395.4,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,199529.055847168,LMGP03050023,PS(22:1(11Z)/0:0)
995,LPS(22:0 | PS(22:0),582.4,397.4,235574.63806152344,582.4 -> 397.4,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,149985.8321533203,Not Found,Not Found
996,LPS(22:0 | PS(22:0),582.4,397.4,233103.3563232422,582.4 -> 397.4,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,149478.291015625,Not Found,Not Found
997,PS(24:0),624.4,439.4,275434.69921875,624.4 -> 439.4,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,194473.07373046875,LMGP03010027,PS(12:0/12:0)
998,PS(26:1),650.4,465.4,870492.0393066406,650.4 -> 465.4,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,770738.51171875,"LMGP03010109, LMGP03010046","PS(14:1(9Z)/12:0), PS(12:0/14:1(9Z))"
999,PS(26:0),652.4,467.4,552303.9722900391,652.4 -> 467.4,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,477355.4870605469,"LMGP03010972, LMGP03010931, LMGP03010971","PS(12:0/14:0), PS(14:0/12:0), PS(13:0/13:0)"
1000,PS(P-28:0),664.5,479.5,924770.4815673828,664.5 -> 479.5,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,892073.4191589355,Not Found,Not Found
1001,PS(O-28:0),666.5,481.5,536127.5905761719,666.5 -> 481.5,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,496482.9476928711,LMGP03020001,PS(O-16:0/12:0)
1002,PS(28:2),676.4,491.4,356601.30181884766,676.4 -> 491.4,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,322729.8795166016,LMGP03010919,PS(14:1(9Z)/14:1(9Z))
1003,PS(28:1),678.4,493.4,956584.1069335938,678.4 -> 493.4,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,708562.2084960938,"LMGP03010094, LMGP03010162, LMGP03010111, LMGP03010201, LMGP03010049, LMGP03010071","PS(14:0/14:1(9Z)), PS(15:1(9Z)/13:0), PS(14:1(9Z)/14:0), PS(16:1(9Z)/12:0), PS(12:0/16:1(9Z)), PS(13:0/15:1(9Z))"
1004,PS(28:0),680.4,495.4,2016389.8205566409,680.4 -> 495.4,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,1500311.6961669922,"LMGP03010028, LMGP03010942, LMGP03010936, LMGP03010981, LMGP03010918","PS(14:0/14:0), PS(12:0/16:0), PS(13:0/15:0), PS(16:0/12:0), PS(15:0/13:0)"
1005,PS(P-30:1),690.5,505.5,286029.8392944336,690.5 -> 505.5,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,250872.75686645508,Not Found,Not Found
1006,PS(O-30:1),692.5,507.5,591878.7033081055,692.5 -> 507.5,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,557919.4208374023,"LMGP03020004, LMGP03030028, LMGP03030003","PS(O-16:0/14:1(9Z)), PS(P-18:0/12:0), PS(P-16:0/14:0)"
1007,PS(O-30:0),694.5,509.5,378803.9642944336,694.5 -> 509.5,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,335044.34118652344,"LMGP03020003, LMGP03020018","PS(O-16:0/14:0), PS(O-18:0/12:0)"
1008,PS(30:4),700.4,515.4,141480.80892944336,700.4 -> 515.4,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,104977.00631713869,"LMGP03010425, LMGP03010056","PS(18:4(6Z,9Z,12Z,15Z)/12:0), PS(12:0/18:4(6Z,9Z,12Z,15Z))"
1009,PS(30:3),702.4,517.4,302678.98303222656,702.4 -> 517.4,PS,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,260376.9203491211,"LMGP03010366, LMGP03010055, LMGP03010397, LMGP03010054","PS(18:3(6Z,9Z,12Z)/12:0), PS(12:0/18:3(9Z,12Z,15Z)), PS(18:3(9Z,12Z,15Z)/12:0), PS(12:0/18:3(6Z,9Z,12Z))"
