IDs,Names,Lipid,Transition,Class
"LMGP04010876, LMGP04010982, LMGP04010135, LMGP04010265, LMGP04010294, LMGP04010217, LMGP04010197, LMGP04010985, LMGP04010535, LMGP04010107, LMGP04010033, LMGP04010461, LMGP04010489, LMGP04010564, LMGP04010728, LMGP04010758","PG(18:2(9Z,12Z)/18:0), PG(18:0/18:2(9Z,12Z)), PG(14:1(9Z)/22:1(11Z)), PG(17:1(9Z)/19:1(9Z)), PG(17:2(9Z,12Z)/19:0), PG(16:1(9Z)/20:1(11Z)), PG(16:0/20:2(11Z,14Z)), PG(18:1(9Z)/18:1(9Z)), PG(20:1(11Z)/16:1(9Z)), PG(14:0/22:2(13Z,16Z)), PG(18:1(9E)/18:1(9E)), PG(19:0/17:2(9Z,12Z)), PG(19:1(9Z)/17:1(9Z)), PG(20:2(11Z,14Z)/16:0), PG(22:1(11Z)/14:1(9Z)), PG(22:2(13Z,16Z)/14:0)",PG(36:2),792.5 -> 603.5,PG
Not Found,Not Found,PG(P-38:6),796.5 -> 607.5,PG
"LMGP04020016, LMGP04020035, LMGP04020053, LMGP04030025, LMGP04030047, LMGP04030068","PG(O-16:0/22:2(13Z,16Z)), PG(O-18:0/20:2(11Z,14Z)), PG(O-20:0/18:2(9Z,12Z)), PG(P-16:0/22:1(11Z)), PG(P-18:0/20:1(11Z)), PG(P-20:0/18:1(9Z))",PG(O-38:2),806.6 -> 617.6,PG
"LMGP04020015, LMGP04020034, LMGP04020052, LMGP04030024, LMGP04030046, LMGP04030067","PG(O-16:0/22:1(11Z)), PG(O-18:0/20:1(11Z)), PG(O-20:0/18:1(9Z)), PG(P-16:0/22:0), PG(P-18:0/20:0), PG(P-20:0/18:0)",PG(O-38:1),808.6 -> 619.6,PG
"LMGP04020051, LMGP04020086, LMGP04020089","PG(O-20:0/18:0), PG(O-18:0/20:0), PG(O-16:0/22:0)",PG(O-38:0),810.6 -> 621.6,PG
Not Found,Not Found,PG(O-40:9),832.6 -> 643.6,PG
"LMGP04020039, LMGP04020061, LMGP04030053, LMGP04030076","PG(O-18:0/22:2(13Z,16Z)), PG(O-20:0/20:2(11Z,14Z)), PG(P-18:0/22:1(11Z)), PG(P-20:0/20:1(11Z))",PG(O-40:2),834.6 -> 645.6,PG
"LMGP04010829, LMGP04010858, LMGP04010045, LMGP04010454, LMGP04010613, LMGP04010669, LMGP04010803","PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:2(9Z,12Z)), PG(20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), PG(18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PG(18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)), PG(20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PG(20:5(5Z,8Z,11Z,14Z,17Z)/20:3(8Z,11Z,14Z)), PG(22:4(7Z,10Z,13Z,16Z)/18:4(6Z,9Z,12Z,15Z))",PG(40:8),836.5 -> 647.5,PG
"LMGP04020059, LMGP04020084","PG(O-20:0/20:0), PG(O-18:0/22:0)",PG(O-40:0),838.7 -> 649.7,PG
"LMGP04010981, LMGP04010863, LMGP04010847, LMGP04010474, LMGP04010690","PG(18:0/22:0), PG(20:0/20:0), PG(22:0/18:0), PG(19:0/21:0), PG(21:0/19:0)",PG(40:0) | PG(P-42:6),852.6 -> 663.6,PG
Not Found,Not Found,PG(P-42:4),856.6 -> 667.6,PG
LMGP04020068,"PG(O-20:0/22:4(7Z,10Z,13Z,16Z))",PG(O-42:4),858.6 -> 669.6,PG
Not Found,Not Found,PG(P-42:2),860.6 -> 671.6,PG
"LMGP04020067, LMGP04030083","PG(O-20:0/22:2(13Z,16Z)), PG(P-20:0/22:1(11Z))",PG(O-42:2),862.7 -> 673.7,PG
"LMGP04020066, LMGP04030082","PG(O-20:0/22:1(11Z)), PG(P-20:0/22:0)",PG(O-42:1),864.7 -> 675.7,PG
LMGP04020069,PG(O-20:0/22:0),PG(O-42:0),866.7 -> 677.7,PG
LMGP06050007,PI(12:0/0:0),LPI(12:0) | PI(12:0),534.2 -> 257.2,PI
LMGP06050007,PI(12:0/0:0),LPI(12:0) | PI(12:0),534.2 -> 257.2,PI
Not Found,Not Found,PI(14:1),560.3 -> 283.3,PI
LMGP06050008,PI(14:0/0:0),LPI(14:0) | PI(14:0),562.3 -> 285.3,PI
LMGP06050014,PI(15:1(9Z)/0:0),LPI(15:1) | PI(P-16:0),574.3 -> 297.3,PI
LMGP06050030,PI(15:0/0:0),LPI(15:0) | PI(O-16:0),576.3 -> 299.3,PI
LMGP06050009,PI(16:1(9Z)/0:0),LPI(16:1) | PI(16:1),588.3 -> 311.3,PI
LMGP06050002,PI(16:0/0:0),LPI(16:0) | PI(16:0),590.3 -> 313.3,PI
"LMGP06050003, LMGP06050032","PI(17:1(10Z)/0:0), PI(17:1(9Z)/0:0)",LPI(17:1) | PI(P-18:0),602.3 -> 325.3,PI
"LMGP06050003, LMGP06050032","PI(17:1(10Z)/0:0), PI(17:1(9Z)/0:0)",LPI(17:1) | PI(P-18:0),602.3 -> 325.3,PI
Not Found,Not Found,PI(O-18:0),604.4 -> 327.4,PI
LMGP06050017,"PI(18:4(6Z,9Z,12Z,15Z)/0:0)",LPI(18:4) | PI(18:4),610.3 -> 333.3,PI
"LMGP06050016, LMGP06050028","PI(18:3(6Z,9Z,12Z)/0:0), PI(18:3(9Z,12Z,15Z)/0:0)",LPI(18:3) | PI(18:3),612.3 -> 335.3,PI
LMGP06050010,"PI(18:2(9Z,12Z)/0:0)",LPI(18:2) | PI(18:2),614.3 -> 337.3,PI
LMGP06050005,PI(18:1(9Z)/0:0),LPI(18:1) | PI(18:1),616.3 -> 339.3,PI
LMGP06050004,PI(18:0/0:0),LPI(18:0) | PI(18:0),618.3 -> 341.3,PI
Not Found,Not Found,PI(P-20:0),630.4 -> 353.4,PI
Not Found,Not Found,PI(O-20:5),632.4 -> 355.4,PI
LMGP06050026,"PI(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",LPI(20:5) | PI(20:5),636.3 -> 359.3,PI
LMGP06050006,"PI(20:4(5Z,8Z,11Z,14Z)/0:0)",LPI(20:4) | PI(20:4),638.3 -> 361.3,PI
LMGP06050021,"PI(20:3(8Z,11Z,14Z)/0:0)",LPI(20:3) | PI(20:3),640.3 -> 363.3,PI
LMGP06050020,"PI(20:2(11Z,14Z)/0:0)",LPI(20:2) | PI(20:2),642.3 -> 365.3,PI
Not Found,Not Found,PI(20:1),644.4 -> 367.3,PI
LMGP06050011,PI(20:0/0:0),LPI(20:0) | PI(20:0),646.4 -> 369.4,PI
LMGP06050012,"PI(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",LPI(22:6) | PI(22:6),662.3 -> 385.3,PI
LMGP06050013,"PI(22:4(7Z,10Z,13Z,16Z)/0:0)",LPI(22:4) | PI(22:4),666.3 -> 389.3,PI
LMGP06050023,"PI(22:2(13Z,16Z)/0:0)",LPI(22:2) | PI(22:2),670.4 -> 393.4,PI
"LMGP06050022, LMGP20050014","PI(22:1(11Z)/0:0), POV-PI",LPI(22:1) | PI(22:1),672.4 -> 395.4,PI
LMGP06050024,PI(22:0/0:0),LPI(22:0) | PI(22:0),674.4 -> 397.4,PI
Not Found,Not Found,PI(P-28:0),756.5 -> 479.5,PI
Not Found,Not Found,PI(P-30:1),782.5 -> 505.5,PI
Not Found,Not Found,PI(P-32:1),810.5 -> 533.5,PI
Not Found,Not Found,PI(P-34:4),832.5 -> 555.5,PI
Not Found,Not Found,PI(P-34:1),838.6 -> 561.6,PI
Not Found,Not Found,PI(P-36:5),858.5 -> 581.5,PI
"LMGP06020013, LMGP06020028, LMGP06020048, LMGP06030019, LMGP06030040, LMGP06030063","PI(O-16:0/20:1(11Z)), PI(O-18:0/18:1(9Z)), PI(O-20:0/16:1(9Z)), PI(P-16:0/20:0), PI(P-18:0/18:0), PI(P-20:0/16:0)",PI(O-36:1) | PI(P-36:0),868.6 -> 591.6,PI
"LMGP06020071, LMGP06020088, LMGP06020092","PI(O-20:0/16:0), PI(O-18:0/18:0), PI(O-16:0/20:0)",PI(O-36:0),870.6 -> 593.6,PI
Not Found,Not Found,PI(P-38:6),884.5 -> 607.5,PI
"LMGP06020017, LMGP06020036, LMGP06020054, LMGP06030026, LMGP06030048, LMGP06030069","PI(O-16:0/22:2(13Z,16Z)), PI(O-18:0/20:2(11Z,14Z)), PI(O-20:0/18:2(9Z,12Z)), PI(P-16:0/22:1(11Z)), PI(P-18:0/20:1(11Z)), PI(P-20:0/18:1(9Z))",PI(O-38:2) | PI(P-38:1),894.6 -> 617.6,PI
"LMGP06020053, LMGP06020016, LMGP06020035, LMGP06030025, LMGP06030047, LMGP06030068","PI(O-20:0/18:1(9Z)), PI(O-16:0/22:1(11Z)), PI(O-18:0/20:1(11Z)), PI(P-16:0/22:0), PI(P-18:0/20:0), PI(P-20:0/18:0)",PI(O-38:1) | PI(P-38:0),896.6 -> 619.6,PI
"LMGP06010211, LMGP06010651, LMGP06010674, LMGP06010837, LMGP06010924, LMGP06010936, LMGP06010940","PI(17:0/21:0), PI(21:0/17:0), PI(22:0/16:0), PI(19:0/19:0), PI(20:0/18:0), PI(18:0/20:0), PI(16:0/22:0)",PI(38:0) | PI(P-40:6),912.6 -> 635.6,PI
"LMGP06020063, LMGP06030055, LMGP06030078","PI(O-20:0/20:3(8Z,11Z,14Z)), PI(P-18:0/22:2(13Z,16Z)), PI(P-20:0/20:2(11Z,14Z))",PI(O-40:3) | PI(P-40:2),920.6 -> 643.6,PI
"LMGP06020040, LMGP06020062, LMGP06030054, LMGP06030077","PI(O-18:0/22:2(13Z,16Z)), PI(O-20:0/20:2(11Z,14Z)), PI(P-18:0/22:1(11Z)), PI(P-20:0/20:1(11Z))",PI(O-40:2) | PI(P-40:1),922.6 -> 645.6,PI
"LMGP06020039, LMGP06020061, LMGP06030053, LMGP06030076","PI(O-18:0/22:1(11Z)), PI(O-20:0/20:1(11Z)), PI(P-18:0/22:0), PI(P-20:0/20:0)",PI(O-40:1) | PI(P-40:0),924.7 -> 647.7,PI
LMGP06030090,"PI(P-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PI(O-40:7),926.7 -> 649.7,PI
Not Found,Not Found,PI(P-42:6),940.6 -> 663.6,PI
Not Found,Not Found,PI(P-42:4),944.6 -> 667.6,PI
LMGP06020069,"PI(O-20:0/22:4(7Z,10Z,13Z,16Z))",PI(O-42:4),946.6 -> 669.6,PI
Not Found,Not Found,PI(P-42:2),948.7 -> 671.7,PI
"LMGP06020068, LMGP06030084","PI(O-20:0/22:2(13Z,16Z)), PI(P-20:0/22:1(11Z))",PI(O-42:2),950.7 -> 673.7,PI
"LMGP06020067, LMGP06030083","PI(O-20:0/22:1(11Z)), PI(P-20:0/22:0)",PI(O-42:1),952.7 -> 675.7,PI
LMGP06020070,PI(O-20:0/22:0),PI(O-42:0),954.7 -> 677.7,PI
"LMGP06010693, LMGP06010753, LMGP06010782","PI(22:0/22:4(7Z,10Z,13Z,16Z)), PI(22:2(13Z,16Z)/22:2(13Z,16Z)), PI(22:4(7Z,10Z,13Z,16Z)/22:0)",PI(44:4),988.7 -> 711.7,PI
"LMGP03050008, LMGP03010020","PS(12:0/0:0), PS(6:0/6:0)",LPS(12:0) | PS(12:0),442.2 -> 257.2,PS
"LMGP03050005, LMGP03010020","PS(13:0/0:0), PS(6:0/6:0)",LPS(13:0) | PS(12:0),456.2 -> 271.2,PS
LMGP03050032,PS(14:1(9Z)/0:0),LPS(14:1) | PS(14:1),468.2 -> 283.2,PS
LMGP03050009,PS(14:0/0:0),LPS(14:0),470.2 -> 285.2,PS
LMGP03050015,PS(15:1(9Z)/0:0),LPS(15:1),482.2 -> 297.2,PS
Not Found,Not Found,PS(P-16:0),482.3 -> 297.3,PS
LMGP03050031,PS(15:0/0:0),LPS(15:0) | PS(O-16:0),484.3 -> 299.3,PS
LMGP03050031,PS(15:0/0:0),LPS(15:0) | PS(O-16:0),484.3 -> 299.3,PS
LMGP03050010,PS(16:1(9Z)/0:0),LPS(16:1) | PS(16:1),496.3 -> 311.3,PS
"LMGP03050002, LMGP03010021","PS(16:0/0:0), PS(8:0/8:0)",LPS(16:0) | PS(16:0),498.3 -> 313.3,PS
"LMGP03050002, LMGP03010021","PS(16:0/0:0), PS(8:0/8:0)",LPS(16:0) | PS(16:0),498.3 -> 313.3,PS
LMGP03050033,PS(17:1(9Z)/0:0),LPS(17:1) | PS(P-18:0),510.3 -> 325.3,PS
LMGP03050033,PS(17:1(9Z)/0:0),LPS(17:1) | PS(P-18:0),510.3 -> 325.3,PS
LMGP03050030,PS(17:0/0:0),LPS(17:0) | PS(O-18:0),512.3 -> 327.3,PS
LMGP03050030,PS(17:0/0:0),LPS(17:0) | PS(O-18:0),512.3 -> 327.3,PS
LMGP03050030,PS(17:0/0:0),LPS(17:0) | PS(O-18:0),512.3 -> 327.3,PS
LMGP03050018,"PS(18:4(6Z,9Z,12Z,15Z)/0:0)",LPS(18:4),518.2 -> 333.2,PS
LMGP03050018,"PS(18:4(6Z,9Z,12Z,15Z)/0:0)",LPS(18:4),518.3 -> 333.2,PS
"LMGP03050017, LMGP03050029","PS(18:3(6Z,9Z,12Z)/0:0), PS(18:3(9Z,12Z,15Z)/0:0)",LPS(18:3) | PS(18:3),520.3 -> 335.3,PS
LMGP03050011,"PS(18:2(9Z,12Z)/0:0)",LPS(18:2) | PS(18:2),522.3 -> 337.3,PS
LMGP03050001,PS(18:1(9Z)/0:0),LPS(18:1) | PS(18:1),524.3 -> 339.3,PS
LMGP03050006,PS(18:0/0:0),LPS(18:0) | PS(18:0),526.3 -> 341.3,PS
LMGP03050006,PS(18:0/0:0),LPS(18:0) | PS(18:0),526.3 -> 341.3,PS
LMGP03050019,PS(19:1(9Z)/0:0),LPS(19:1),538.3 -> 353.3,PS
Not Found,Not Found,PS(P-20:0),538.4 -> 353.3,PS
LMGP03050028,PS(19:0/0:0),LPS(19:0),540.3 -> 355.3,PS
Not Found,Not Found,PS(O-20:0),540.4 -> 355.4,PS
LMGP03050027,"PS(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",LPS(20:5) | PS(20:5),544.3 -> 359.3,PS
LMGP03050007,"PS(20:4(5Z,8Z,11Z,14Z)/0:0)",LPS(20:4) | PS(20:4),546.3 -> 361.3,PS
LMGP03050022,"PS(20:3(8Z,11Z,14Z)/0:0)",LPS(20:3) | PS(20:3),548.3 -> 363.3,PS
LMGP03050021,"PS(20:2(11Z,14Z)/0:0)",LPS(20:2) | PS(20:2),550.3 -> 365.3,PS
LMGP03050020,PS(20:1(11Z)/0:0),LPS(20:1) | PS(20:1),552.3 -> 367.3,PS
"LMGP03050012, LMGP03010022","PS(20:0/0:0), PS(10:0/10:0)",LPS(20:0) | PS(20:0),554.3 -> 369.3,PS
Not Found,Not Found,PS(22:7),568.3 -> 383.3,PS
LMGP03050013,"PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",LPS(22:6) | PS(22:6),570.3 -> 385.3,PS
LMGP03050014,"PS(22:4(7Z,10Z,13Z,16Z)/0:0)",LPS(22:4) | PS(22:4),574.3 -> 389.3,PS
LMGP03050024,"PS(22:2(13Z,16Z)/0:0)",LPS(22:2) | PS(22:2),578.3 -> 393.3,PS
LMGP03050023,PS(22:1(11Z)/0:0),LPS(22:1) | PS(22:1),580.4 -> 395.4,PS
Not Found,Not Found,LPS(22:0 | PS(22:0),582.4 -> 397.4,PS
Not Found,Not Found,LPS(22:0 | PS(22:0),582.4 -> 397.4,PS
"LMGP03010094, LMGP03010162, LMGP03010111, LMGP03010201, LMGP03010049, LMGP03010071","PS(14:0/14:1(9Z)), PS(15:1(9Z)/13:0), PS(14:1(9Z)/14:0), PS(16:1(9Z)/12:0), PS(12:0/16:1(9Z)), PS(13:0/15:1(9Z))",PS(28:1),678.4 -> 493.4,PS
"LMGP03010028, LMGP03010942, LMGP03010936, LMGP03010981, LMGP03010918","PS(14:0/14:0), PS(12:0/16:0), PS(13:0/15:0), PS(16:0/12:0), PS(15:0/13:0)",PS(28:0),680.4 -> 495.4,PS
"LMGP03020004, LMGP03030028, LMGP03030003","PS(O-16:0/14:1(9Z)), PS(P-18:0/12:0), PS(P-16:0/14:0)",PS(O-30:1),692.5 -> 507.5,PS
"LMGP03010204, LMGP03010166, LMGP03010115, LMGP03010075, LMGP03010340, LMGP03010053, LMGP03010279","PS(16:1(9Z)/14:1(9Z)), PS(15:1(9Z)/15:1(9Z)), PS(14:1(9Z)/16:1(9Z)), PS(13:0/17:2(9Z,12Z)), PS(18:2(9Z,12Z)/12:0), PS(12:0/18:2(9Z,12Z)), PS(17:2(9Z,12Z)/13:0)",PS(30:2),704.4 -> 519.4,PS
"LMGP03010165, LMGP03010142, LMGP03010203, LMGP03010114, LMGP03010249, LMGP03010322, LMGP03010940, LMGP03010074, LMGP03010193, LMGP03010929","PS(15:1(9Z)/15:0), PS(15:0/15:1(9Z)), PS(16:1(9Z)/14:0), PS(14:1(9Z)/16:0), PS(17:1(9Z)/13:0), PS(18:1(9Z)/12:0), PS(12:0/18:1(9Z)), PS(13:0/17:1(9Z)), PS(16:0/14:1(9Z)), PS(14:0/16:1(9Z))",PS(30:1),706.5 -> 521.5,PS
"LMGP03010897, LMGP03010970, LMGP03010983, LMGP03010935, LMGP03010941, LMGP03010889, LMGP03010982","PS(17:0/13:0), PS(16:0/14:0), PS(14:0/16:0), PS(13:0/17:0), PS(12:0/18:0), PS(18:0/12:0), PS(15:0/15:0)",PS(30:0),708.5 -> 523.5,PS
"LMGP03020021, LMGP03020007, LMGP03030056, LMGP03030007, LMGP03030030","PS(O-18:0/14:1(9Z)), PS(O-16:0/16:1(9Z)), PS(P-20:0/12:0), PS(P-16:0/16:0), PS(P-18:0/14:0)",PS(O-32:1),720.5 -> 535.5,PS
"LMGP03010620, LMGP03010400, LMGP03010427, LMGP03010123, LMGP03010369, LMGP03010062, LMGP03010122, LMGP03010925","PS(20:4(5Z,8Z,11Z,14Z)/12:0), PS(18:3(9Z,12Z,15Z)/14:1(9Z)), PS(18:4(6Z,9Z,12Z,15Z)/14:0), PS(14:1(9Z)/18:3(9Z,12Z,15Z)), PS(18:3(6Z,9Z,12Z)/14:1(9Z)), PS(12:0/20:4(5Z,8Z,11Z,14Z)), PS(14:1(9Z)/18:3(6Z,9Z,12Z)), PS(14:0/18:4(6Z,9Z,12Z,15Z))",PS(32:4),728.4 -> 543.4,PS
"LMGP03010061, LMGP03010589, LMGP03010343, LMGP03010099, LMGP03010399, LMGP03010368, LMGP03010926, LMGP03010283, LMGP03010121, LMGP03010171","PS(12:0/20:3(8Z,11Z,14Z)), PS(20:3(8Z,11Z,14Z)/12:0), PS(18:2(9Z,12Z)/14:1(9Z)), PS(14:0/18:3(6Z,9Z,12Z)), PS(18:3(9Z,12Z,15Z)/14:0), PS(18:3(6Z,9Z,12Z)/14:0), PS(14:0/18:3(9Z,12Z,15Z)), PS(17:2(9Z,12Z)/15:1(9Z)), PS(14:1(9Z)/18:2(9Z,12Z)), PS(15:1(9Z)/17:2(9Z,12Z))",PS(32:3),730.5 -> 545.5,PS
"LMGP03010144, LMGP03010282, LMGP03010253, LMGP03010927, LMGP03010342, LMGP03010964, LMGP03010324, LMGP03010170, LMGP03010120, LMGP03010060, LMGP03010558","PS(15:0/17:2(9Z,12Z)), PS(17:2(9Z,12Z)/15:0), PS(17:1(9Z)/15:1(9Z)), PS(14:0/18:2(9Z,12Z)), PS(18:2(9Z,12Z)/14:0), PS(16:1(9Z)/16:1(9Z)), PS(18:1(9Z)/14:1(9Z)), PS(15:1(9Z)/17:1(9Z)), PS(14:1(9Z)/18:1(9Z)), PS(12:0/20:2(11Z,14Z)), PS(20:2(11Z,14Z)/12:0)",PS(32:2),732.5 -> 547.5,PS
"LMGP03010143, LMGP03010207, LMGP03010977, LMGP03010909, LMGP03010169, LMGP03010119, LMGP03010309, LMGP03010252, LMGP03010228, LMGP03010481, LMGP03010882, LMGP03010059, LMGP03010082, LMGP03010528","PS(15:0/17:1(9Z)), PS(16:1(9Z)/16:0), PS(14:0/18:1(9Z)), PS(16:0/16:1(9Z)), PS(15:1(9Z)/17:0), PS(14:1(9Z)/18:0), PS(18:0/14:1(9Z)), PS(17:1(9Z)/15:0), PS(17:0/15:1(9Z)), PS(19:1(9Z)/13:0), PS(18:1(9Z)/14:0), PS(12:0/20:1(11Z)), PS(13:0/19:1(9Z)), PS(20:1(11Z)/12:0)",PS(32:1),734.5 -> 549.5,PS
"LMGP03010029, LMGP03010934, LMGP03010939, LMGP03010915, LMGP03010980, LMGP03010867, LMGP03010928, LMGP03010872, LMGP03010896","PS(16:0/16:0), PS(13:0/19:0), PS(12:0/20:0), PS(15:0/17:0), PS(18:0/14:0), PS(20:0/12:0), PS(14:0/18:0), PS(19:0/13:0), PS(17:0/15:0)",PS(32:0),736.5 -> 551.5,PS
"LMGP03020010, LMGP03030014, LMGP03030013","PS(O-16:0/18:4(6Z,9Z,12Z,15Z)), PS(P-16:0/18:3(9Z,12Z,15Z)), PS(P-16:0/18:3(6Z,9Z,12Z))",PS(O-34:4),742.5 -> 557.5,PS
"LMGP03030035, LMGP03030088, LMGP03020079, LMGP03030059","PS(P-18:0/16:1(9Z)), PS(P-16:0/18:1(9Z)), PS(O-16:0/18:2(9Z,12Z)), PS(P-20:0/14:1(9Z))",PS(O-34:2),744.5 -> 559.5,PS
"LMGP03030035, LMGP03030088, LMGP03020079, LMGP03030059","PS(P-18:0/16:1(9Z)), PS(P-16:0/18:1(9Z)), PS(O-16:0/18:2(9Z,12Z)), PS(P-20:0/14:1(9Z))",PS(O-34:2),746.5 -> 561.5,PS
"LMGP03020072, LMGP03020092, LMGP03030034, LMGP03030058, LMGP03020044, LMGP03030012","PS(O-18:0/16:1(9Z)), PS(O-16:0/18:1(9Z)), PS(P-18:0/16:0), PS(P-20:0/14:0), PS(O-20:0/14:1(9Z)), PS(P-16:0/18:0)",PS(O-34:1),748.5 -> 563.5,PS
"LMGP03010132, LMGP03010937, LMGP03010817, LMGP03010651","PS(14:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PS(12:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PS(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/12:0), PS(20:5(5Z,8Z,11Z,14Z,17Z)/14:1(9Z))",PS(34:6),752.4 -> 567.4,PS
"LMGP03010432, LMGP03010131, LMGP03010922, LMGP03010899, LMGP03010623, LMGP03010650","PS(18:4(6Z,9Z,12Z,15Z)/16:1(9Z)), PS(14:1(9Z)/20:4(5Z,8Z,11Z,14Z)), PS(14:0/20:5(5Z,8Z,11Z,14Z,17Z)), PS(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)), PS(20:4(5Z,8Z,11Z,14Z)/14:1(9Z)), PS(20:5(5Z,8Z,11Z,14Z,17Z)/14:0)",PS(34:5),754.5 -> 569.5,PS
"LMGP03010905, LMGP03010372, LMGP03010954, LMGP03010287, LMGP03010900, LMGP03010346, LMGP03010104, LMGP03010129, LMGP03010257, LMGP03010561, LMGP03010591, LMGP03010969","PS(16:0/18:3(6Z,9Z,12Z)), PS(18:3(6Z,9Z,12Z)/16:0), PS(18:3(9Z,12Z,15Z)/16:0), PS(17:2(9Z,12Z)/17:1(9Z)), PS(16:1(9Z)/18:2(9Z,12Z)), PS(18:2(9Z,12Z)/16:1(9Z)), PS(14:0/20:3(8Z,11Z,14Z)), PS(14:1(9Z)/20:2(11Z,14Z)), PS(17:1(9Z)/17:2(9Z,12Z)), PS(20:2(11Z,14Z)/14:1(9Z)), PS(20:3(8Z,11Z,14Z)/14:0), PS(16:0/18:3(9Z,12Z,15Z))",PS(34:3),758.5 -> 573.5,PS
"LMGP03010286, LMGP03010103, LMGP03010560, LMGP03010531, LMGP03010485, LMGP03010179, LMGP03010128, LMGP03010877, LMGP03010891, LMGP03010976, LMGP03010756, LMGP03010901, LMGP03010066, LMGP03010232, LMGP03010881","PS(17:2(9Z,12Z)/17:0), PS(14:0/20:2(11Z,14Z)), PS(20:2(11Z,14Z)/14:0), PS(20:1(11Z)/14:1(9Z)), PS(19:1(9Z)/15:1(9Z)), PS(15:1(9Z)/19:1(9Z)), PS(14:1(9Z)/20:1(11Z)), PS(18:2(9Z,12Z)/16:0), PS(17:1(9Z)/17:1(9Z)), PS(16:0/18:2(9Z,12Z)), PS(22:2(13Z,16Z)/12:0), PS(16:1(9Z)/18:1(9Z)), PS(12:0/22:2(13Z,16Z)), PS(17:0/17:2(9Z,12Z)), PS(18:1(9Z)/16:1(9Z))",PS(34:2),760.5 -> 575.5,PS
"LMGP03010457, LMGP03010725, LMGP03010256, LMGP03010024, LMGP03010007, LMGP03010065, LMGP03010102, LMGP03010530, LMGP03010959, LMGP03010231, LMGP03010178, LMGP03010887, LMGP03010127, LMGP03010484, LMGP03010211, LMGP03010511, LMGP03010149","PS(19:0/15:1(9Z)), PS(22:1(11Z)/12:0), PS(17:1(9Z)/17:0), PS(16:0/18:1(9Z)), PS(16:0/18:1(11Z)), PS(12:0/22:1(11Z)), PS(14:0/20:1(11Z)), PS(20:1(11Z)/14:0), PS(18:1(9Z)/16:0), PS(17:0/17:1(9Z)), PS(15:1(9Z)/19:0), PS(18:0/16:1(9Z)), PS(14:1(9Z)/20:0), PS(19:1(9Z)/15:0), PS(16:1(9Z)/18:0), PS(20:0/14:1(9Z)), PS(15:0/19:1(9Z))",PS(34:1),762.5 -> 577.5,PS
"LMGP03010906, LMGP03010924, LMGP03010912, LMGP03010865, LMGP03010895, LMGP03010888, LMGP03010932, LMGP03010938, LMGP03010850, LMGP03010854, LMGP03010870","PS(16:0/18:0), PS(14:0/20:0), PS(15:0/19:0), PS(20:0/14:0), PS(17:0/17:0), PS(18:0/16:0), PS(13:0/21:0), PS(12:0/22:0), PS(22:0/12:0), PS(21:0/13:0), PS(19:0/15:0)",PS(34:0),764.5 -> 579.5,PS
"LMGP03030043, LMGP03030086, LMGP03020074","PS(P-18:0/18:4(6Z,9Z,12Z,15Z)), PS(P-16:0/20:4(5Z,8Z,11Z,14Z)), PS(O-16:0/20:5(5Z,8Z,11Z,14Z,17Z))",PS(O-36:5),768.5 -> 583.5,PS
"LMGP03020031, LMGP03020090, LMGP03030042, LMGP03030021, LMGP03030041","PS(O-18:0/18:4(6Z,9Z,12Z,15Z)), PS(O-16:0/20:4(5Z,8Z,11Z,14Z)), PS(P-18:0/18:3(9Z,12Z,15Z)), PS(P-16:0/20:3(8Z,11Z,14Z)), PS(P-18:0/18:3(6Z,9Z,12Z))",PS(O-36:4),770.5 -> 585.5,PS
"LMGP03030040, LMGP03020075, LMGP03030020, LMGP03020030, LMGP03020029","PS(P-18:0/18:2(9Z,12Z)), PS(O-16:0/20:3(8Z,11Z,14Z)), PS(P-16:0/20:2(11Z,14Z)), PS(O-18:0/18:3(9Z,12Z,15Z)), PS(O-18:0/18:3(6Z,9Z,12Z))",PS(O-36:3),772.5 -> 587.5,PS
"LMGP03020028, LMGP03030019, LMGP03030091, LMGP03020013, LMGP03030063","PS(O-18:0/18:2(9Z,12Z)), PS(P-16:0/20:1(11Z)), PS(P-18:0/18:1(9Z)), PS(O-16:0/20:2(11Z,14Z)), PS(P-20:0/16:1(9Z))",PS(O-36:2),774.6 -> 589.6,PS
LMGP03010441,"PS(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))",PS(36:8),776.6 -> 591.6,PS
