Class,Lipid,OzESI_Intensity,Precursor_Ion,Product_Ion,Retention_Time,Sample_ID,Transition,n-7,n-9,n-12,db_pos,Ratio
,TG(50:1)]_FA18:1,16135.0,698.7,551.6,11.08,DOD94-F3-WT-cereb_TG18-1_o3on,698.7 -> 551.6,616.7,588.7,546.7,n-12,
,TG(50:1)]_FA18:1,4908.0,768.8,551.6,12.85,DOD94-F3-WT-cereb_TG18-1_o3on,768.8 -> 551.6,686.8,658.8,616.8,n-7,
,TG(50:2)]_FA18:1,3512.0,738.7,549.6,13.74,DOD94-F3-WT-cereb_TG18-1_o3on,738.7 -> 549.6,656.7,628.7,586.7,n-9,1.81
TG,TG(50:2)]_FA18:1,31918.0,848.8,549.6,13.79,DOD94-F3-WT-cereb_TG18-1_o3on,848.8 -> 549.6,766.8,738.8,696.8,,
,TG(50:2)]_FA18:1,1701.0,696.6,549.6,12.91,DOD94-F3-WT-cereb_TG18-1_o3on,696.6 -> 549.6,614.6,586.6,544.6,n-12,
,TG(50:2)]_FA18:1,1942.0,766.7,549.6,11.52,DOD94-F3-WT-cereb_TG18-1_o3on,766.7 -> 549.6,684.7,656.7,614.7,n-7,
,TG(52:2)]_FA18:1,19266.0,766.7,577.6,14.81,DOD94-F3-WT-cereb_TG18-1_o3on,766.7 -> 577.6,684.7,656.7,614.7,n-9,5.11
TG,TG(52:2)]_FA18:1,240177.0,876.8,577.6,14.87,DOD94-F3-WT-cereb_TG18-1_o3on,876.8 -> 577.6,794.8,766.8,724.8,,
,TG(52:2)]_FA18:1,1323.0,724.7,577.6,10.21,DOD94-F3-WT-cereb_TG18-1_o3on,724.7 -> 577.6,642.7,614.7,572.7,n-12,
,TG(52:2)]_FA18:1,3767.0,794.7,577.6,12.71,DOD94-F3-WT-cereb_TG18-1_o3on,794.7 -> 577.6,712.7,684.7,642.7,n-7,
,TG(52:3)]_FA18:1,9955.0,764.7,547.6,17.49,DOD94-F3-WT-cereb_TG18-1_o3on,764.7 -> 547.6,682.7,654.7,612.7,n-9,12.9
TG,TG(52:3)]_FA18:1,31843.0,874.8,575.6,13.78,DOD94-F3-WT-cereb_TG18-1_o3on,874.8 -> 575.6,792.8,764.8,722.8,,
,TG(52:3)]_FA18:1,549.0,722.6,575.6,12.9,DOD94-F3-WT-cereb_TG18-1_o3on,722.6 -> 575.6,640.6,612.6,570.6,n-12,
,TG(52:3)]_FA18:1,772.0,792.7,575.6,13.69,DOD94-F3-WT-cereb_TG18-1_o3on,792.7 -> 575.6,710.7,682.7,640.7,n-7,
,TG(54:3)]_FA18:1,14296.0,792.8,603.6,14.66,DOD94-F3-WT-cereb_TG18-1_o3on,792.8 -> 603.6,710.8,682.8,640.8,n-9,8.99
,TG(54:3)]_FA18:1,3512.0,738.7,549.6,13.74,DOD94-F3-WT-cereb_TG18-1_o3on,738.7 -> 549.6,656.7,628.7,586.7,n-7n-7,
TG,TG(54:3)]_FA18:1,139622.0,902.8,603.6,14.62,DOD94-F3-WT-cereb_TG18-1_o3on,902.8 -> 603.6,820.8,792.8,750.8,,
,TG(54:3)]_FA18:1,665.0,750.8,603.6,10.68,DOD94-F3-WT-cereb_TG18-1_o3on,750.8 -> 603.6,668.8,640.8,598.8,n-12,
,TG(54:3)]_FA18:1,1590.0,820.8,603.6,14.65,DOD94-F3-WT-cereb_TG18-1_o3on,820.8 -> 603.6,738.8,710.8,668.8,n-7,
,TG(54:4)]_FA18:1,1609.0,790.8,601.6,13.57,DOD94-F3-WT-cereb_TG18-1_o3on,790.8 -> 601.6,708.8,680.8,638.8,n-9,3.48
,TG(54:4)]_FA18:1,4984.0,736.7,547.6,17.52,DOD94-F3-WT-cereb_TG18-1_o3on,736.7 -> 547.6,654.7,626.7,584.7,n-7n-7,
TG,TG(54:4)]_FA18:1,22881.0,900.8,601.6,13.53,DOD94-F3-WT-cereb_TG18-1_o3on,900.8 -> 601.6,818.8,790.8,748.8,,
,TG(54:4)]_FA18:1,463.0,818.8,601.6,14.65,DOD94-F3-WT-cereb_TG18-1_o3on,818.8 -> 601.6,736.8,708.8,666.8,n-7,
,[TG(50:3)]_FA18:1,4984.0,736.7,547.6,17.52,DOD94-F3-WT-cereb_TG18-1_o3on,736.7 -> 547.6,654.7,626.7,584.7,n-9,0.5
TG,[TG(50:3)]_FA18:1,4167.0,846.8,547.6,12.7,DOD94-F3-WT-cereb_TG18-1_o3on,846.8 -> 547.6,764.8,736.8,694.8,,
,[TG(50:3)]_FA18:1,919.0,694.6,547.6,11.57,DOD94-F3-WT-cereb_TG18-1_o3on,694.6 -> 547.6,612.6,584.6,542.6,n-12,
,[TG(50:3)]_FA18:1,9955.0,764.7,547.6,17.49,DOD94-F3-WT-cereb_TG18-1_o3on,764.7 -> 547.6,682.7,654.7,612.7,n-7,
,[TG(52:4)]_FA18:1,643.0,762.7,573.6,14.09,DOD94-F3-WT-cereb_TG18-1_o3on,762.7 -> 573.6,680.7,652.7,610.7,n-9,1.37
TG,[TG(52:4)]_FA18:1,2511.0,872.8,573.6,12.57,DOD94-F3-WT-cereb_TG18-1_o3on,872.8 -> 573.6,790.8,762.8,720.8,,
,[TG(52:4)]_FA18:1,452.0,720.6,573.6,10.22,DOD94-F3-WT-cereb_TG18-1_o3on,720.6 -> 573.6,638.6,610.6,568.6,n-12,
,[TG(52:4)]_FA18:1,471.0,790.7,573.6,10.78,DOD94-F3-WT-cereb_TG18-1_o3on,790.7 -> 573.6,708.7,680.7,638.7,n-7,
TG,[TG(54:5)]_FA18:1,3878.0,898.8,599.6,12.56,DOD94-F3-WT-cereb_TG18-1_o3on,898.8 -> 599.6,816.8,788.8,746.8,,
,[TG(54:5)]_FA18:1,662.0,788.8,599.6,12.48,DOD94-F3-WT-cereb_TG18-1_o3on,788.8 -> 599.6,706.8,678.8,636.8,n-9,
,TG(50:1)]_FA18:1,9836.0,740.8,551.6,15.08,DOD94-F3-WT-cortex_TG18-1_o3on,740.8 -> 551.6,658.8,630.8,588.8,n-9,1.74
TG,TG(50:1)]_FA18:1,102226.0,850.8,551.6,15.01,DOD94-F3-WT-cortex_TG18-1_o3on,850.8 -> 551.6,768.8,740.8,698.8,,
,TG(50:1)]_FA18:1,17029.0,698.7,551.6,10.83,DOD94-F3-WT-cortex_TG18-1_o3on,698.7 -> 551.6,616.7,588.7,546.7,n-12,
,TG(50:1)]_FA18:1,5658.0,768.8,551.6,12.85,DOD94-F3-WT-cortex_TG18-1_o3on,768.8 -> 551.6,686.8,658.8,616.8,n-7,
,TG(50:2)]_FA18:1,4215.0,738.7,549.6,13.86,DOD94-F3-WT-cortex_TG18-1_o3on,738.7 -> 549.6,656.7,628.7,586.7,n-9,1.83
TG,TG(50:2)]_FA18:1,36262.0,848.8,549.6,13.79,DOD94-F3-WT-cortex_TG18-1_o3on,848.8 -> 549.6,766.8,738.8,696.8,,
,TG(50:2)]_FA18:1,1609.0,696.6,549.6,12.91,DOD94-F3-WT-cortex_TG18-1_o3on,696.6 -> 549.6,614.6,586.6,544.6,n-12,
,TG(50:2)]_FA18:1,2301.0,766.7,549.6,11.64,DOD94-F3-WT-cortex_TG18-1_o3on,766.7 -> 549.6,684.7,656.7,614.7,n-7,
,TG(52:2)]_FA18:1,22298.0,766.7,577.6,14.81,DOD94-F3-WT-cortex_TG18-1_o3on,766.7 -> 577.6,684.7,656.7,614.7,n-9,5.06
TG,TG(52:2)]_FA18:1,309351.0,876.8,577.6,14.87,DOD94-F3-WT-cortex_TG18-1_o3on,876.8 -> 577.6,794.8,766.8,724.8,,
,TG(52:2)]_FA18:1,1553.0,724.7,577.6,13.99,DOD94-F3-WT-cortex_TG18-1_o3on,724.7 -> 577.6,642.7,614.7,572.7,n-12,
,TG(52:2)]_FA18:1,4405.0,794.7,577.6,14.9,DOD94-F3-WT-cortex_TG18-1_o3on,794.7 -> 577.6,712.7,684.7,642.7,n-7,
,TG(52:3)]_FA18:1,10779.0,764.7,547.6,17.13,DOD94-F3-WT-cortex_TG18-1_o3on,764.7 -> 547.6,682.7,654.7,612.7,n-9,11.47
TG,TG(52:3)]_FA18:1,37278.0,874.8,575.6,13.78,DOD94-F3-WT-cortex_TG18-1_o3on,874.8 -> 575.6,792.8,764.8,722.8,,
,TG(52:3)]_FA18:1,628.0,722.6,575.6,13.02,DOD94-F3-WT-cortex_TG18-1_o3on,722.6 -> 575.6,640.6,612.6,570.6,n-12,
,TG(52:3)]_FA18:1,940.0,792.7,575.6,13.94,DOD94-F3-WT-cortex_TG18-1_o3on,792.7 -> 575.6,710.7,682.7,640.7,n-7,
,TG(54:3)]_FA18:1,15511.0,792.8,603.6,14.66,DOD94-F3-WT-cortex_TG18-1_o3on,792.8 -> 603.6,710.8,682.8,640.8,n-9,9.47
,TG(54:3)]_FA18:1,4215.0,738.7,549.6,13.86,DOD94-F3-WT-cortex_TG18-1_o3on,738.7 -> 549.6,656.7,628.7,586.7,n-7n-7,
TG,TG(54:3)]_FA18:1,165078.0,902.8,603.6,14.74,DOD94-F3-WT-cortex_TG18-1_o3on,902.8 -> 603.6,820.8,792.8,750.8,,
,TG(54:3)]_FA18:1,647.0,750.8,603.6,10.07,DOD94-F3-WT-cortex_TG18-1_o3on,750.8 -> 603.6,668.8,640.8,598.8,n-12,
,TG(54:3)]_FA18:1,1638.0,820.8,603.6,14.77,DOD94-F3-WT-cortex_TG18-1_o3on,820.8 -> 603.6,738.8,710.8,668.8,n-7,
,TG(54:4)]_FA18:1,2227.0,790.8,601.6,13.57,DOD94-F3-WT-cortex_TG18-1_o3on,790.8 -> 601.6,708.8,680.8,638.8,n-9,4.09
,TG(54:4)]_FA18:1,5584.0,736.7,547.6,17.88,DOD94-F3-WT-cortex_TG18-1_o3on,736.7 -> 547.6,654.7,626.7,584.7,n-7n-7,
TG,TG(54:4)]_FA18:1,22890.0,900.8,601.6,13.65,DOD94-F3-WT-cortex_TG18-1_o3on,900.8 -> 601.6,818.8,790.8,748.8,,
,TG(54:4)]_FA18:1,544.0,818.8,601.6,13.56,DOD94-F3-WT-cortex_TG18-1_o3on,818.8 -> 601.6,736.8,708.8,666.8,n-7,
,[TG(50:3)]_FA18:1,5584.0,736.7,547.6,17.88,DOD94-F3-WT-cortex_TG18-1_o3on,736.7 -> 547.6,654.7,626.7,584.7,n-9,0.52
TG,[TG(50:3)]_FA18:1,4247.0,846.8,547.6,18.3,DOD94-F3-WT-cortex_TG18-1_o3on,846.8 -> 547.6,764.8,736.8,694.8,,
,[TG(50:3)]_FA18:1,941.0,694.6,547.6,18.03,DOD94-F3-WT-cortex_TG18-1_o3on,694.6 -> 547.6,612.6,584.6,542.6,n-12,
,[TG(50:3)]_FA18:1,10779.0,764.7,547.6,17.13,DOD94-F3-WT-cortex_TG18-1_o3on,764.7 -> 547.6,682.7,654.7,612.7,n-7,
,[TG(52:4)]_FA18:1,794.0,762.7,573.6,18.23,DOD94-F3-WT-cortex_TG18-1_o3on,762.7 -> 573.6,680.7,652.7,610.7,n-9,1.42
TG,[TG(52:4)]_FA18:1,2829.0,872.8,573.6,12.69,DOD94-F3-WT-cortex_TG18-1_o3on,872.8 -> 573.6,790.8,762.8,720.8,,
,[TG(52:4)]_FA18:1,551.0,720.6,573.6,17.53,DOD94-F3-WT-cortex_TG18-1_o3on,720.6 -> 573.6,638.6,610.6,568.6,n-12,
,[TG(52:4)]_FA18:1,561.0,790.7,573.6,17.96,DOD94-F3-WT-cortex_TG18-1_o3on,790.7 -> 573.6,708.7,680.7,638.7,n-7,
,[TG(54:5)]_FA18:1,599.0,788.8,599.6,18.21,DOD94-F3-WT-cortex_TG18-1_o3on,788.8 -> 599.6,706.8,678.8,636.8,n-9,1.36
TG,[TG(54:5)]_FA18:1,4650.0,898.8,599.6,12.56,DOD94-F3-WT-cortex_TG18-1_o3on,898.8 -> 599.6,816.8,788.8,746.8,,
,[TG(54:5)]_FA18:1,428.0,746.8,599.6,18.24,DOD94-F3-WT-cortex_TG18-1_o3on,746.8 -> 599.6,664.8,636.8,594.8,n-12,
,[TG(54:5)]_FA18:1,441.0,816.8,599.6,17.95,DOD94-F3-WT-cortex_TG18-1_o3on,816.8 -> 599.6,734.8,706.8,664.8,n-7,
,TG(50:1)]_FA18:1,9336.0,740.8,551.6,14.95,DOD94-F3-WT-dienc_TG18-1_o3on,740.8 -> 551.6,658.8,630.8,588.8,n-9,1.68
TG,TG(50:1)]_FA18:1,103333.0,850.8,551.6,15.01,DOD94-F3-WT-dienc_TG18-1_o3on,850.8 -> 551.6,768.8,740.8,698.8,,
,TG(50:1)]_FA18:1,16210.0,698.7,551.6,11.32,DOD94-F3-WT-dienc_TG18-1_o3on,698.7 -> 551.6,616.7,588.7,546.7,n-12,
,TG(50:1)]_FA18:1,5566.0,768.8,551.6,12.85,DOD94-F3-WT-dienc_TG18-1_o3on,768.8 -> 551.6,686.8,658.8,616.8,n-7,
,TG(50:2)]_FA18:1,3759.0,738.7,549.6,13.74,DOD94-F3-WT-dienc_TG18-1_o3on,738.7 -> 549.6,656.7,628.7,586.7,n-9,1.58
TG,TG(50:2)]_FA18:1,41468.0,848.8,549.6,13.79,DOD94-F3-WT-dienc_TG18-1_o3on,848.8 -> 549.6,766.8,738.8,696.8,,
,TG(50:2)]_FA18:1,1616.0,696.6,549.6,12.91,DOD94-F3-WT-dienc_TG18-1_o3on,696.6 -> 549.6,614.6,586.6,544.6,n-12,
,TG(50:2)]_FA18:1,2384.0,766.7,549.6,11.52,DOD94-F3-WT-dienc_TG18-1_o3on,766.7 -> 549.6,684.7,656.7,614.7,n-7,
,TG(52:2)]_FA18:1,21162.0,766.7,577.6,14.81,DOD94-F3-WT-dienc_TG18-1_o3on,766.7 -> 577.6,684.7,656.7,614.7,n-9,5.0
TG,TG(52:2)]_FA18:1,313274.0,876.8,577.6,14.87,DOD94-F3-WT-dienc_TG18-1_o3on,876.8 -> 577.6,794.8,766.8,724.8,,
,TG(52:2)]_FA18:1,2564.0,724.7,577.6,18.86,DOD94-F3-WT-dienc_TG18-1_o3on,724.7 -> 577.6,642.7,614.7,572.7,n-12,
,TG(52:2)]_FA18:1,4233.0,794.7,577.6,12.83,DOD94-F3-WT-dienc_TG18-1_o3on,794.7 -> 577.6,712.7,684.7,642.7,n-7,
,TG(52:3)]_FA18:1,10990.0,764.7,547.6,18.83,DOD94-F3-WT-dienc_TG18-1_o3on,764.7 -> 547.6,682.7,654.7,612.7,n-9,12.18
TG,TG(52:3)]_FA18:1,39351.0,874.8,575.6,13.78,DOD94-F3-WT-dienc_TG18-1_o3on,874.8 -> 575.6,792.8,764.8,722.8,,
,TG(52:3)]_FA18:1,635.0,722.6,575.6,12.77,DOD94-F3-WT-dienc_TG18-1_o3on,722.6 -> 575.6,640.6,612.6,570.6,n-12,
,TG(52:3)]_FA18:1,902.0,792.7,575.6,11.26,DOD94-F3-WT-dienc_TG18-1_o3on,792.7 -> 575.6,710.7,682.7,640.7,n-7,
,TG(54:3)]_FA18:1,13331.0,792.8,603.6,14.66,DOD94-F3-WT-dienc_TG18-1_o3on,792.8 -> 603.6,710.8,682.8,640.8,n-9,8.76
,TG(54:3)]_FA18:1,3759.0,738.7,549.6,13.74,DOD94-F3-WT-dienc_TG18-1_o3on,738.7 -> 549.6,656.7,628.7,586.7,n-7n-7,
TG,TG(54:3)]_FA18:1,166618.0,902.8,603.6,14.74,DOD94-F3-WT-dienc_TG18-1_o3on,902.8 -> 603.6,820.8,792.8,750.8,,
,TG(54:3)]_FA18:1,666.0,750.8,603.6,10.44,DOD94-F3-WT-dienc_TG18-1_o3on,750.8 -> 603.6,668.8,640.8,598.8,n-12,
,TG(54:3)]_FA18:1,1522.0,820.8,603.6,14.65,DOD94-F3-WT-dienc_TG18-1_o3on,820.8 -> 603.6,738.8,710.8,668.8,n-7,
,TG(54:4)]_FA18:1,2107.0,790.8,601.6,13.57,DOD94-F3-WT-dienc_TG18-1_o3on,790.8 -> 601.6,708.8,680.8,638.8,n-9,3.92
,TG(54:4)]_FA18:1,5718.0,736.7,547.6,18.62,DOD94-F3-WT-dienc_TG18-1_o3on,736.7 -> 547.6,654.7,626.7,584.7,n-7n-7,
TG,TG(54:4)]_FA18:1,25000.0,900.8,601.6,13.65,DOD94-F3-WT-dienc_TG18-1_o3on,900.8 -> 601.6,818.8,790.8,748.8,,
,TG(54:4)]_FA18:1,537.0,818.8,601.6,13.56,DOD94-F3-WT-dienc_TG18-1_o3on,818.8 -> 601.6,736.8,708.8,666.8,n-7,
,[TG(50:3)]_FA18:1,5718.0,736.7,547.6,18.62,DOD94-F3-WT-dienc_TG18-1_o3on,736.7 -> 547.6,654.7,626.7,584.7,n-9,0.52
TG,[TG(50:3)]_FA18:1,4979.0,846.8,547.6,18.79,DOD94-F3-WT-dienc_TG18-1_o3on,846.8 -> 547.6,764.8,736.8,694.8,,
,[TG(50:3)]_FA18:1,916.0,694.6,547.6,11.69,DOD94-F3-WT-dienc_TG18-1_o3on,694.6 -> 547.6,612.6,584.6,542.6,n-12,
,[TG(50:3)]_FA18:1,10990.0,764.7,547.6,18.83,DOD94-F3-WT-dienc_TG18-1_o3on,764.7 -> 547.6,682.7,654.7,612.7,n-7,
,[TG(52:4)]_FA18:1,780.0,762.7,573.6,18.72,DOD94-F3-WT-dienc_TG18-1_o3on,762.7 -> 573.6,680.7,652.7,610.7,n-9,1.52
TG,[TG(52:4)]_FA18:1,2700.0,872.8,573.6,12.69,DOD94-F3-WT-dienc_TG18-1_o3on,872.8 -> 573.6,790.8,762.8,720.8,,
,[TG(52:4)]_FA18:1,478.0,720.6,573.6,18.99,DOD94-F3-WT-dienc_TG18-1_o3on,720.6 -> 573.6,638.6,610.6,568.6,n-12,
,[TG(52:4)]_FA18:1,514.0,790.7,573.6,12.36,DOD94-F3-WT-dienc_TG18-1_o3on,790.7 -> 573.6,708.7,680.7,638.7,n-7,
,[TG(54:5)]_FA18:1,579.0,788.8,599.6,18.21,DOD94-F3-WT-dienc_TG18-1_o3on,788.8 -> 599.6,706.8,678.8,636.8,n-9,1.3
TG,[TG(54:5)]_FA18:1,5124.0,898.8,599.6,12.56,DOD94-F3-WT-dienc_TG18-1_o3on,898.8 -> 599.6,816.8,788.8,746.8,,
,[TG(54:5)]_FA18:1,452.0,746.8,599.6,18.61,DOD94-F3-WT-dienc_TG18-1_o3on,746.8 -> 599.6,664.8,636.8,594.8,n-12,
,[TG(54:5)]_FA18:1,444.0,816.8,599.6,18.31,DOD94-F3-WT-dienc_TG18-1_o3on,816.8 -> 599.6,734.8,706.8,664.8,n-7,
,TG(50:1)]_FA18:1,11428.0,740.8,551.6,15.08,DOD94-F3-WT-hippo_TG18-1_o3on,740.8 -> 551.6,658.8,630.8,588.8,n-9,2.1
TG,TG(50:1)]_FA18:1,101684.0,850.8,551.6,15.13,DOD94-F3-WT-hippo_TG18-1_o3on,850.8 -> 551.6,768.8,740.8,698.8,,
,TG(50:1)]_FA18:1,17570.0,698.7,551.6,11.81,DOD94-F3-WT-hippo_TG18-1_o3on,698.7 -> 551.6,616.7,588.7,546.7,n-12,
,TG(50:1)]_FA18:1,5452.0,768.8,551.6,12.97,DOD94-F3-WT-hippo_TG18-1_o3on,768.8 -> 551.6,686.8,658.8,616.8,n-7,
,TG(50:2)]_FA18:1,3952.0,738.7,549.6,13.86,DOD94-F3-WT-hippo_TG18-1_o3on,738.7 -> 549.6,656.7,628.7,586.7,n-9,1.88
TG,TG(50:2)]_FA18:1,33687.0,848.8,549.6,13.91,DOD94-F3-WT-hippo_TG18-1_o3on,848.8 -> 549.6,766.8,738.8,696.8,,
,TG(50:2)]_FA18:1,1972.0,696.6,549.6,13.03,DOD94-F3-WT-hippo_TG18-1_o3on,696.6 -> 549.6,614.6,586.6,544.6,n-12,
,TG(50:2)]_FA18:1,2106.0,766.7,549.6,11.76,DOD94-F3-WT-hippo_TG18-1_o3on,766.7 -> 549.6,684.7,656.7,614.7,n-7,
,TG(52:2)]_FA18:1,23205.0,766.7,577.6,14.93,DOD94-F3-WT-hippo_TG18-1_o3on,766.7 -> 577.6,684.7,656.7,614.7,n-9,4.97
TG,TG(52:2)]_FA18:1,283457.0,876.8,577.6,14.99,DOD94-F3-WT-hippo_TG18-1_o3on,876.8 -> 577.6,794.8,766.8,724.8,,
,TG(52:2)]_FA18:1,1453.0,724.7,577.6,13.99,DOD94-F3-WT-hippo_TG18-1_o3on,724.7 -> 577.6,642.7,614.7,572.7,n-12,
,TG(52:2)]_FA18:1,4672.0,794.7,577.6,14.9,DOD94-F3-WT-hippo_TG18-1_o3on,794.7 -> 577.6,712.7,684.7,642.7,n-7,
,TG(52:3)]_FA18:1,10814.0,764.7,547.6,18.1,DOD94-F3-WT-hippo_TG18-1_o3on,764.7 -> 547.6,682.7,654.7,612.7,n-9,12.02
TG,TG(52:3)]_FA18:1,31417.0,874.8,575.6,13.78,DOD94-F3-WT-hippo_TG18-1_o3on,874.8 -> 575.6,792.8,764.8,722.8,,
,TG(52:3)]_FA18:1,653.0,722.6,575.6,13.02,DOD94-F3-WT-hippo_TG18-1_o3on,722.6 -> 575.6,640.6,612.6,570.6,n-12,
,TG(52:3)]_FA18:1,900.0,792.7,575.6,11.38,DOD94-F3-WT-hippo_TG18-1_o3on,792.7 -> 575.6,710.7,682.7,640.7,n-7,
,TG(54:3)]_FA18:1,11353.0,792.8,603.6,14.79,DOD94-F3-WT-hippo_TG18-1_o3on,792.8 -> 603.6,710.8,682.8,640.8,n-9,6.97
,TG(54:3)]_FA18:1,3952.0,738.7,549.6,13.86,DOD94-F3-WT-hippo_TG18-1_o3on,738.7 -> 549.6,656.7,628.7,586.7,n-7n-7,
TG,TG(54:3)]_FA18:1,199511.0,902.8,603.6,14.74,DOD94-F3-WT-hippo_TG18-1_o3on,902.8 -> 603.6,820.8,792.8,750.8,,
,TG(54:3)]_FA18:1,715.0,750.8,603.6,10.19,DOD94-F3-WT-hippo_TG18-1_o3on,750.8 -> 603.6,668.8,640.8,598.8,n-12,
,TG(54:3)]_FA18:1,1629.0,820.8,603.6,14.77,DOD94-F3-WT-hippo_TG18-1_o3on,820.8 -> 603.6,738.8,710.8,668.8,n-7,
,TG(54:4)]_FA18:1,1869.0,790.8,601.6,13.57,DOD94-F3-WT-hippo_TG18-1_o3on,790.8 -> 601.6,708.8,680.8,638.8,n-9,2.93
,TG(54:4)]_FA18:1,5374.0,736.7,547.6,18.01,DOD94-F3-WT-hippo_TG18-1_o3on,736.7 -> 547.6,654.7,626.7,584.7,n-7n-7,
TG,TG(54:4)]_FA18:1,21267.0,900.8,601.6,13.65,DOD94-F3-WT-hippo_TG18-1_o3on,900.8 -> 601.6,818.8,790.8,748.8,,
,TG(54:4)]_FA18:1,638.0,818.8,601.6,11.36,DOD94-F3-WT-hippo_TG18-1_o3on,818.8 -> 601.6,736.8,708.8,666.8,n-7,
,[TG(50:3)]_FA18:1,5374.0,736.7,547.6,18.01,DOD94-F3-WT-hippo_TG18-1_o3on,736.7 -> 547.6,654.7,626.7,584.7,n-9,0.5
TG,[TG(50:3)]_FA18:1,4091.0,846.8,547.6,18.18,DOD94-F3-WT-hippo_TG18-1_o3on,846.8 -> 547.6,764.8,736.8,694.8,,
,[TG(50:3)]_FA18:1,902.0,694.6,547.6,18.03,DOD94-F3-WT-hippo_TG18-1_o3on,694.6 -> 547.6,612.6,584.6,542.6,n-12,
,[TG(50:3)]_FA18:1,10814.0,764.7,547.6,18.1,DOD94-F3-WT-hippo_TG18-1_o3on,764.7 -> 547.6,682.7,654.7,612.7,n-7,
,[TG(52:4)]_FA18:1,660.0,762.7,573.6,16.77,DOD94-F3-WT-hippo_TG18-1_o3on,762.7 -> 573.6,680.7,652.7,610.7,n-9,1.19
TG,[TG(52:4)]_FA18:1,2593.0,872.8,573.6,12.69,DOD94-F3-WT-hippo_TG18-1_o3on,872.8 -> 573.6,790.8,762.8,720.8,,
,[TG(52:4)]_FA18:1,474.0,720.6,573.6,17.53,DOD94-F3-WT-hippo_TG18-1_o3on,720.6 -> 573.6,638.6,610.6,568.6,n-12,
,[TG(52:4)]_FA18:1,554.0,790.7,573.6,13.58,DOD94-F3-WT-hippo_TG18-1_o3on,790.7 -> 573.6,708.7,680.7,638.7,n-7,
,[TG(54:5)]_FA18:1,652.0,788.8,599.6,12.61,DOD94-F3-WT-hippo_TG18-1_o3on,788.8 -> 599.6,706.8,678.8,636.8,n-9,1.63
TG,[TG(54:5)]_FA18:1,4443.0,898.8,599.6,12.56,DOD94-F3-WT-hippo_TG18-1_o3on,898.8 -> 599.6,816.8,788.8,746.8,,
,[TG(54:5)]_FA18:1,401.0,816.8,599.6,16.36,DOD94-F3-WT-hippo_TG18-1_o3on,816.8 -> 599.6,734.8,706.8,664.8,n-7,
,TG(50:1)]_FA18:1,11694.0,740.8,551.6,14.95,DOD94-F4-5xFAD-cereb_TG18-1_o3on,740.8 -> 551.6,658.8,630.8,588.8,n-9,2.22
TG,TG(50:1)]_FA18:1,140275.0,850.8,551.6,15.01,DOD94-F4-5xFAD-cereb_TG18-1_o3on,850.8 -> 551.6,768.8,740.8,698.8,,
,TG(50:1)]_FA18:1,15910.0,698.7,551.6,14.0,DOD94-F4-5xFAD-cereb_TG18-1_o3on,698.7 -> 551.6,616.7,588.7,546.7,n-12,
,TG(50:1)]_FA18:1,5272.0,768.8,551.6,12.85,DOD94-F4-5xFAD-cereb_TG18-1_o3on,768.8 -> 551.6,686.8,658.8,616.8,n-7,
,TG(50:2)]_FA18:1,3793.0,738.7,549.6,13.86,DOD94-F4-5xFAD-cereb_TG18-1_o3on,738.7 -> 549.6,656.7,628.7,586.7,n-9,1.85
TG,TG(50:2)]_FA18:1,41357.0,848.8,549.6,13.79,DOD94-F4-5xFAD-cereb_TG18-1_o3on,848.8 -> 549.6,766.8,738.8,696.8,,
,TG(50:2)]_FA18:1,2011.0,696.6,549.6,17.05,DOD94-F4-5xFAD-cereb_TG18-1_o3on,696.6 -> 549.6,614.6,586.6,544.6,n-12,
,TG(50:2)]_FA18:1,2050.0,766.7,549.6,11.64,DOD94-F4-5xFAD-cereb_TG18-1_o3on,766.7 -> 549.6,684.7,656.7,614.7,n-7,
,TG(52:2)]_FA18:1,26196.0,766.7,577.6,14.81,DOD94-F4-5xFAD-cereb_TG18-1_o3on,766.7 -> 577.6,684.7,656.7,614.7,n-9,5.44
TG,TG(52:2)]_FA18:1,437194.0,876.8,577.6,14.87,DOD94-F4-5xFAD-cereb_TG18-1_o3on,876.8 -> 577.6,794.8,766.8,724.8,,
,TG(52:2)]_FA18:1,1559.0,724.7,577.6,13.99,DOD94-F4-5xFAD-cereb_TG18-1_o3on,724.7 -> 577.6,642.7,614.7,572.7,n-12,
,TG(52:2)]_FA18:1,4812.0,794.7,577.6,14.78,DOD94-F4-5xFAD-cereb_TG18-1_o3on,794.7 -> 577.6,712.7,684.7,642.7,n-7,
,TG(52:3)]_FA18:1,10405.0,764.7,547.6,18.22,DOD94-F4-5xFAD-cereb_TG18-1_o3on,764.7 -> 547.6,682.7,654.7,612.7,n-9,10.02
TG,TG(52:3)]_FA18:1,43151.0,874.8,575.6,13.78,DOD94-F4-5xFAD-cereb_TG18-1_o3on,874.8 -> 575.6,792.8,764.8,722.8,,
,TG(52:3)]_FA18:1,615.0,722.6,575.6,12.78,DOD94-F4-5xFAD-cereb_TG18-1_o3on,722.6 -> 575.6,640.6,612.6,570.6,n-12,
,TG(52:3)]_FA18:1,1038.0,792.7,575.6,14.79,DOD94-F4-5xFAD-cereb_TG18-1_o3on,792.7 -> 575.6,710.7,682.7,640.7,n-7,
,TG(54:3)]_FA18:1,16905.0,792.8,603.6,14.66,DOD94-F4-5xFAD-cereb_TG18-1_o3on,792.8 -> 603.6,710.8,682.8,640.8,n-9,7.88
