,Parent_Ion_new,Product_Ion_new,Intensity_new,Transition,Class,Sample_ID_new,Sample Name_new,Cage,Position_new,Dilution Factor,Sex2,Sex_new,Genotype_new,Brain Region,method_type_new,Blank Subtraction_new,subclasses,chain_length,saturation,between_parenthese,FA_Chain,Parent_Ion_old,Product_Ion_old,Intensity_old,Sample_ID_old,Sample Name_old,Position_old,nickname,Sex_old,Genotype_old,time point,method_type_old,Blank Subtraction_old,Lipid
453,442.2,257.2,84633.40588378906,442.2 -> 257.2,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(12:0),,442.2,257.2,62828.74461364746,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,51536.82377624512,LPS(12:0)
454,456.2,271.2,91949.4072265625,456.2 -> 271.2,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(13:0),,456.2,271.2,1825.500129699707,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,0.0,LPS(13:0)
455,456.2,271.2,91949.4072265625,456.2 -> 271.2,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(13:0),,456.2,271.2,1709.5801124572754,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,0.0,LPS(13:0)
456,468.2,283.2,364893.1059570313,468.2 -> 283.2,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(14:1),,468.2,283.2,2548.5201835632324,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,886.7200546264648,LPS(14:1)
457,468.2,283.2,364893.1059570313,468.2 -> 283.2,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(14:1),,468.2,283.2,2499.9401893615723,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,687.0200576782227,LPS(14:1)
458,482.3,297.3,112676.24792480467,482.3 -> 297.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPI(P-,LPI(P-,0,(P-16:0),,482.3,297.3,791115.1688232422,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,551634.6364746094,LPS(P-16:0)
459,484.3,299.3,179513.71362304688,484.3 -> 299.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS(O-,LPS(O-,0,(O-16:0),,484.3,299.3,587989.1235351562,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,338942.62451171875,LPS(O-16:0)
460,484.3,299.3,179513.71362304688,484.3 -> 299.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS(O-,LPS(O-,0,(O-16:0),,484.3,299.3,543818.9599609375,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,342244.0048828125,LPS(O-16:0)
461,496.3,311.3,99840.70703125,496.3 -> 311.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(16:1),,496.3,311.3,551280.3181152344,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,494687.99395751953,LPS(16:1)
462,496.3,311.3,99840.70703125,496.3 -> 311.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(16:1),,496.3,311.3,556970.484375,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,501726.7202758789,LPS(16:1)
463,508.3,323.3,74220.0849609375,508.3 -> 323.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,2,(17:2),,508.3,323.3,676916.1197509766,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,606601.454284668,LPS(17:2)
464,510.3,325.3,54120.14404296875,510.3 -> 325.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPI(P-,LPI(P-,0,(P-18:0),,510.3,325.3,574698.1536254883,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,528151.9700317383,LPS(P-18:0)
465,510.3,325.3,54120.14404296875,510.3 -> 325.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPI(P-,LPI(P-,0,(P-18:0),,510.3,325.3,583509.7390136719,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,535750.6154174805,LPS(P-18:0)
466,512.3,327.3,244715.63598632807,512.3 -> 327.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS(O-,LPS(O-,0,(O-18:0),,512.3,327.3,1957469.8251953125,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,1500376.849609375,LPS(O-18:0)
467,512.3,327.3,244715.63598632807,512.3 -> 327.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS(O-,LPS(O-,0,(O-18:0),,512.3,327.3,1822171.2314453125,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,1401763.2412109375,LPS(O-18:0)
468,512.3,327.3,244715.63598632807,512.3 -> 327.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS(O-,LPS(O-,0,(O-18:0),,512.3,327.3,1589602.1171875,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,1240007.513671875,LPS(O-18:0)
469,520.3,335.3,49115.5032043457,520.3 -> 335.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,3,(18:3),,520.3,335.3,406269.0260620117,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,362659.5827941895,LPS(18:3)
470,520.3,335.3,49115.5032043457,520.3 -> 335.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,3,(18:3),,520.3,335.3,398749.1304016113,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,354172.1273498535,LPS(18:3)
471,522.3,337.3,48057.46362304688,522.3 -> 337.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,2,(18:2),,522.3,337.3,383580.23358154297,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,339174.4306640625,LPS(18:2)
472,522.3,337.3,48057.46362304688,522.3 -> 337.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,2,(18:2),,522.3,337.3,384059.25744628906,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,339842.45446777344,LPS(18:2)
473,524.3,339.3,66536.56427001953,524.3 -> 339.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(18:1),,524.3,339.3,400872.9920043945,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,347033.58795166016,LPS(18:1)
474,524.3,339.3,66536.56427001953,524.3 -> 339.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(18:1),,524.3,339.3,403833.0505981445,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,352312.30712890625,LPS(18:1)
475,538.4,353.3,3378.480255126953,538.4 -> 353.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPI(P-,LPI(P-,0,(P-20:0),,538.4,353.3,287813.9030761719,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,238490.8594970703,LPS(P-20:0)
476,540.4,355.4,2982.940196990967,540.4 -> 355.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS(O-,LPS(O-,0,(O-20:0),,540.4,355.4,256120.0780029297,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,122564.0869140625,LPS(O-20:0)
477,544.3,359.3,26183.58193206787,544.3 -> 359.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,5,(20:5),,544.3,359.3,132854.96923828125,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,62436.4443359375,LPS(20:5)
478,544.3,359.3,26183.58193206787,544.3 -> 359.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,5,(20:5),,544.3,359.3,126081.94921875,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,53442.70397949219,LPS(20:5)
479,546.3,361.3,30552.182189941406,546.3 -> 361.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,4,(20:4),,546.3,361.3,159214.25079345703,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,124015.98809814452,LPS(20:4)
480,546.3,361.3,30552.182189941406,546.3 -> 361.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,4,(20:4),,546.3,361.3,161863.97198486328,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,123140.94915771484,LPS(20:4)
481,548.3,363.3,52617.96396255493,548.3 -> 363.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,3,(20:3),,548.3,363.3,266901.2777404785,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,223629.5145568848,LPS(20:3)
482,548.3,363.3,52617.96396255493,548.3 -> 363.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,3,(20:3),,548.3,363.3,272109.841796875,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,228333.73797607425,LPS(20:3)
483,550.3,365.3,41663.323123931885,550.3 -> 365.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,2,(20:2),,550.3,365.3,302291.9020996094,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,261845.75909423828,LPS(20:2)
484,550.3,365.3,41663.323123931885,550.3 -> 365.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,2,(20:2),,550.3,365.3,305151.12365722656,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,260129.40057373047,LPS(20:2)
485,552.3,367.3,97257.40671157835,552.3 -> 367.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(20:1),,552.3,367.3,305192.7199707031,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,184495.65161132807,LPS(20:1)
486,552.3,367.3,97257.40671157835,552.3 -> 367.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(20:1),,552.3,367.3,297623.5986328125,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,180978.90966796875,LPS(20:1)
487,554.3,369.3,60208.72394561768,554.3 -> 369.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(20:0),,554.3,369.3,190230.2514038086,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,125613.24725341795,LPS(20:0)
488,554.3,369.3,60208.72394561768,554.3 -> 369.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(20:0),,554.3,369.3,184780.83416748047,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,126356.5499267578,LPS(20:0)
489,570.3,385.3,87399.2466430664,570.3 -> 385.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,6,(22:6),,570.3,385.3,175368.62951660156,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,122414.32550048828,LPS(22:6)
490,570.3,385.3,87399.2466430664,570.3 -> 385.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,6,(22:6),,570.3,385.3,173112.15063476562,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,117857.24713134766,LPS(22:6)
491,574.3,389.3,52716.6439819336,574.3 -> 389.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,4,(22:4),,574.3,389.3,167085.19122314453,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,112081.10748291016,LPS(22:4)
492,574.3,389.3,52716.6439819336,574.3 -> 389.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,4,(22:4),,574.3,389.3,164644.43127441406,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,110713.34729003906,LPS(22:4)
493,578.3,393.3,45866.30322265625,578.3 -> 393.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,2,(22:2),,578.3,393.3,274471.4761352539,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,231933.35345458984,LPS(22:2)
494,578.3,393.3,45866.30322265625,578.3 -> 393.3,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,2,(22:2),,578.3,393.3,269917.071472168,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,226174.3882446289,LPS(22:2)
495,580.4,395.4,144813.98962402344,580.4 -> 395.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,1,(22:1),,580.4,395.4,233502.53826904297,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,199529.055847168,LPS(22:1)
496,582.4,397.4,81659.765625,582.4 -> 397.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(22:0),,582.4,397.4,235574.63806152344,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,149985.8321533203,LPS(22:0)
497,582.4,397.4,81659.765625,582.4 -> 397.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,LPS,LPS,0,(22:0),,582.4,397.4,233103.3563232422,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,149478.291015625,LPS(22:0)
498,624.4,439.4,172318.69189453125,624.4 -> 439.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS,PS,0,(24:0),,624.4,439.4,275434.69921875,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,194473.07373046875,PS(24:0)
499,650.4,465.4,75267.80541992188,650.4 -> 465.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS,PS,1,(26:1),,650.4,465.4,870492.0393066406,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,770738.51171875,PS(26:1)
500,652.4,467.4,137473.0693359375,652.4 -> 467.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS,PS,0,(26:0),,652.4,467.4,552303.9722900391,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,477355.4870605469,PS(26:0)
501,664.5,479.5,43532.30316162109,664.5 -> 479.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(P-,PS(P-,0,(P-28:0),,664.5,479.5,924770.4815673828,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,892073.4191589355,PS(P-28:0)
502,666.5,481.5,49957.283203125,666.5 -> 481.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(O-,PS(O-,0,(O-28:0),,666.5,481.5,536127.5905761719,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,496482.9476928711,PS(O-28:0)
503,676.4,491.4,61906.52423095703,676.4 -> 491.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS,PS,2,(28:2),,676.4,491.4,356601.30181884766,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,322729.8795166016,PS(28:2)
504,690.5,505.5,59100.94396972656,690.5 -> 505.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(P-,PS(P-,1,(P-30:1),,690.5,505.5,286029.8392944336,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,250872.75686645508,PS(P-30:1)
505,692.5,507.5,51916.5033569336,692.5 -> 507.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(P-,PS(P-,0,(P-30:0),,692.5,507.5,591878.7033081055,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,557919.4208374023,PS(P-30:0)
506,694.5,509.5,58400.723876953125,694.5 -> 509.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(O-,PS(O-,0,(O-30:0),,694.5,509.5,378803.9642944336,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,335044.34118652344,PS(O-30:0)
507,700.4,515.4,51502.10382080078,700.4 -> 515.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS,PS,4,(30:4),,700.4,515.4,141480.80892944336,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,104977.00631713869,PS(30:4)
508,702.4,517.4,54796.10345458984,702.4 -> 517.4,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS,PS,3,(30:3),,702.4,517.4,302678.98303222656,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,260376.9203491211,PS(30:3)
509,706.5,521.5,62340.62414550781,706.5 -> 521.5,PS,PS_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,PS,0.0,PS(P-,PS(P-,0,(P-31:0),,706.5,521.5,402028.9440307617,PS_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,PS,349783.3400878906,PS(P-31:0)
