IDs,Names,Lipid,Transition,Class
"LMGP02010979, LMGP02011139, LMGP02010619, LMGP02011112, LMGP02010817, LMGP02011210, LMGP02020104, LMGP02030086","PE(20:5(5Z,8Z,11Z,14Z,17Z)/19:1(9Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/17:0), PE(17:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z)), PE(22:4(7Z,10Z,13Z,16Z)/17:2(9Z,12Z)), PE(19:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PE(17:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(O-18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(P-20:0/20:5(5Z,8Z,11Z,14Z,17Z))",PE(39:6)|PE(O-40:6)|PE(P-40:5),778.6 -> 637.6,PE
"LMGP02010816, LMGP02010978, LMGP02010786, LMGP02010950, LMGP02011111, LMGP02010589, LMGP02030085, LMGP02030061, LMGP02020084","PE(19:1(9Z)/20:4(5Z,8Z,11Z,14Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/19:0), PE(19:0/20:5(5Z,8Z,11Z,14Z,17Z)), PE(20:4(5Z,8Z,11Z,14Z)/19:1(9Z)), PE(22:4(7Z,10Z,13Z,16Z)/17:1(9Z)), PE(17:1(9Z)/22:4(7Z,10Z,13Z,16Z)), PE(P-20:0/20:4(5Z,8Z,11Z,14Z)), PE(P-18:0/22:4(7Z,10Z,13Z,16Z)), PE(O-20:0/20:5(5Z,8Z,11Z,14Z,17Z))",PE(39:5)|PE(O-40:5)|PE(P-40:4),780.6 -> 639.6,PE
"LMGP02010560, LMGP02011110, LMGP02010785, LMGP02010618, LMGP02010920, LMGP02010815, LMGP02010949, LMGP02011081, LMGP02010763, LMGP02011003, LMGP02030084, LMGP02020060, LMGP02020083","PE(17:0/22:4(7Z,10Z,13Z,16Z)), PE(22:4(7Z,10Z,13Z,16Z)/17:0), PE(19:0/20:4(5Z,8Z,11Z,14Z)), PE(17:2(9Z,12Z)/22:2(13Z,16Z)), PE(20:3(8Z,11Z,14Z)/19:1(9Z)), PE(19:1(9Z)/20:3(8Z,11Z,14Z)), PE(20:4(5Z,8Z,11Z,14Z)/19:0), PE(22:2(13Z,16Z)/17:2(9Z,12Z)), PE(18:4(6Z,9Z,12Z,15Z)/21:0), PE(21:0/18:4(6Z,9Z,12Z,15Z)), PE(P-20:0/20:3(8Z,11Z,14Z)), PE(O-18:0/22:4(7Z,10Z,13Z,16Z)), PE(O-20:0/20:4(5Z,8Z,11Z,14Z))",PE(39:4)|PE(O-40:4)|PE(P-40:3),782.6 -> 641.6,PE
"LMGP02011147, LMGP02010985, LMGP02010768, LMGP02010814, LMGP02011001, LMGP02011050, LMGP02010617, LMGP02010588, LMGP02010919, LMGP02011002, LMGP02010784, LMGP02010889, LMGP02011080, LMGP02010704, LMGP02010732, LMGP02020082, LMGP02030060, LMGP02030083","PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:4(6Z,9Z,12Z,15Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PE(18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(19:1(9Z)/20:2(11Z,14Z)), PE(21:0/18:3(6Z,9Z,12Z)), PE(22:1(11Z)/17:2(9Z,12Z)), PE(17:2(9Z,12Z)/22:1(11Z)), PE(17:1(9Z)/22:2(13Z,16Z)), PE(20:3(8Z,11Z,14Z)/19:0), PE(21:0/18:3(9Z,12Z,15Z)), PE(19:0/20:3(8Z,11Z,14Z)), PE(20:2(11Z,14Z)/19:1(9Z)), PE(22:2(13Z,16Z)/17:1(9Z)), PE(18:3(6Z,9Z,12Z)/21:0), PE(18:3(9Z,12Z,15Z)/21:0), PE(O-20:0/20:3(8Z,11Z,14Z)), PE(P-18:0/22:2(13Z,16Z)), PE(P-20:0/20:2(11Z,14Z))",PE(40:10)|PE(39:3)|PE(O-40:3)|PE(P-40:2),784.6 -> 643.6,PE
"LMGP02010709, LMGP02011146, LMGP02010955, LMGP02010984, LMGP02011145, LMGP02010737, LMGP02010587, LMGP02010888, LMGP02010859, LMGP02011000, LMGP02010783, LMGP02010813, LMGP02010559, LMGP02011079, LMGP02010616, LMGP02011023, LMGP02011049, LMGP02010674, LMGP02030082, LMGP02020059, LMGP02020081, LMGP02030059","PE(18:3(6Z,9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(9Z,12Z,15Z)), PE(20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/20:4(5Z,8Z,11Z,14Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:3(6Z,9Z,12Z)), PE(18:3(9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(17:1(9Z)/22:1(11Z)), PE(20:2(11Z,14Z)/19:0), PE(20:1(11Z)/19:1(9Z)), PE(21:0/18:2(9Z,12Z)), PE(19:0/20:2(11Z,14Z)), PE(19:1(9Z)/20:1(11Z)), PE(17:0/22:2(13Z,16Z)), PE(22:2(13Z,16Z)/17:0), PE(17:2(9Z,12Z)/22:0), PE(22:0/17:2(9Z,12Z)), PE(22:1(11Z)/17:1(9Z)), PE(18:2(9Z,12Z)/21:0), PE(P-20:0/20:1(11Z)), PE(O-18:0/22:2(13Z,16Z)), PE(O-20:0/20:2(11Z,14Z)), PE(P-18:0/22:1(11Z))",PE(40:9)|PE(39:2)|PE(O-40:2)|PE(P-40:1),786.6 -> 645.6,PE
"LMGP02010736, LMGP02010708, LMGP02011143, LMGP02010982, LMGP02011117, LMGP02011116, LMGP02011264, LMGP02010925, LMGP02010895, LMGP02010954, LMGP02011021, LMGP02010833, LMGP02011167, LMGP02010557, LMGP02010632, LMGP02010781, LMGP02020079, LMGP02020017","PE(18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z)), PE(18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/18:1(9Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/20:2(11Z,14Z)), PE(22:4(7Z,10Z,13Z,16Z)/18:3(9Z,12Z,15Z)), PE(22:4(7Z,10Z,13Z,16Z)/18:3(6Z,9Z,12Z)), PE(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z)), PE(20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PE(20:4(5Z,8Z,11Z,14Z)/20:3(8Z,11Z,14Z)), PE(22:0/17:0), PE(20:0/19:0), PE(21:0/18:0), PE(17:0/22:0), PE(18:0/21:0), PE(19:0/20:0), PE(O-20:0/20:0), PE(O-18:0/22:0)",PE(40:7)|PE(39:0)|PE(O-40:0),790.7 -> 649.7,PE
"LMGP02010952, LMGP02010893, LMGP02011114, LMGP02010652, LMGP02010923, LMGP02010980, LMGP02011056, LMGP02011085, LMGP02010863, LMGP02010836, LMGP02011086, LMGP02010707, LMGP02010735, LMGP02010765","PE(20:4(5Z,8Z,11Z,14Z)/20:1(11Z)), PE(20:2(11Z,14Z)/20:3(8Z,11Z,14Z)), PE(22:4(7Z,10Z,13Z,16Z)/18:1(9Z)), PE(18:1(9Z)/22:4(7Z,10Z,13Z,16Z)), PE(20:3(8Z,11Z,14Z)/20:2(11Z,14Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/20:0), PE(22:1(11Z)/18:4(6Z,9Z,12Z,15Z)), PE(22:2(13Z,16Z)/18:3(6Z,9Z,12Z)), PE(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)), PE(20:0/20:5(5Z,8Z,11Z,14Z,17Z)), PE(22:2(13Z,16Z)/18:3(9Z,12Z,15Z)), PE(18:3(6Z,9Z,12Z)/22:2(13Z,16Z)), PE(18:3(9Z,12Z,15Z)/22:2(13Z,16Z)), PE(18:4(6Z,9Z,12Z,15Z)/22:1(11Z))",PE(40:5),794.6 -> 653.6,PE
"LMGP02010862, LMGP02011200, LMGP02011055, LMGP02011054, LMGP02011084, LMGP02011027, LMGP02010892, LMGP02010951, LMGP02010922, LMGP02011113, LMGP02010677, LMGP02010706, LMGP02010734, LMGP02010764, LMGP02011177","PE(20:1(11Z)/20:3(8Z,11Z,14Z)), PE(18:0/22:4(7Z,10Z,13Z,16Z)), PE(22:1(11Z)/18:3(9Z,12Z,15Z)), PE(22:1(11Z)/18:3(6Z,9Z,12Z)), PE(22:2(13Z,16Z)/18:2(9Z,12Z)), PE(22:0/18:4(6Z,9Z,12Z,15Z)), PE(20:2(11Z,14Z)/20:2(11Z,14Z)), PE(20:4(5Z,8Z,11Z,14Z)/20:0), PE(20:3(8Z,11Z,14Z)/20:1(11Z)), PE(22:4(7Z,10Z,13Z,16Z)/18:0), PE(18:2(9Z,12Z)/22:2(13Z,16Z)), PE(18:3(6Z,9Z,12Z)/22:1(11Z)), PE(18:3(9Z,12Z,15Z)/22:1(11Z)), PE(18:4(6Z,9Z,12Z,15Z)/22:0), PE(20:0/20:4(5Z,8Z,11Z,14Z))",PE(40:4),796.6 -> 655.6,PE
"LMGP02010651, LMGP02010891, LMGP02010921, LMGP02011053, LMGP02011083, LMGP02010835, LMGP02010861, LMGP02010676, LMGP02011025, LMGP02011026, LMGP02010705, LMGP02010733","PE(18:1(9Z)/22:2(13Z,16Z)), PE(20:2(11Z,14Z)/20:1(11Z)), PE(20:3(8Z,11Z,14Z)/20:0), PE(22:1(11Z)/18:2(9Z,12Z)), PE(22:2(13Z,16Z)/18:1(9Z)), PE(20:0/20:3(8Z,11Z,14Z)), PE(20:1(11Z)/20:2(11Z,14Z)), PE(18:2(9Z,12Z)/22:1(11Z)), PE(22:0/18:3(6Z,9Z,12Z)), PE(22:0/18:3(9Z,12Z,15Z)), PE(18:3(6Z,9Z,12Z)/22:0), PE(18:3(9Z,12Z,15Z)/22:0)",PE(40:3),798.6 -> 657.6,PE
"LMGP02010890, LMGP02010634, LMGP02011024, LMGP02010650, LMGP02010675, LMGP02011082, LMGP02010140, LMGP02011175, LMGP02011052","PE(20:2(11Z,14Z)/20:0), PE(18:0/22:2(13Z,16Z)), PE(22:0/18:2(9Z,12Z)), PE(18:1(9Z)/22:1(11Z)), PE(18:2(9Z,12Z)/22:0), PE(22:2(13Z,16Z)/18:0), PE(20:0/20:2(11Z,14Z)), PE(20:1(11Z)/20:1(11Z)), PE(22:1(11Z)/18:1(9Z))",PE(40:2),800.6 -> 659.6,PE
"LMGP02010860, LMGP02010161, LMGP02010152, LMGP02010156, LMGP02010633, LMGP02010157, LMGP02010818, LMGP02011005, LMGP02010159, LMGP02010153, LMGP02010158, LMGP02010160, LMGP02010151, LMGP02011051, LMGP02010155, LMGP02010154","PE(20:1(11Z)/20:0), PE(18:1(9Z)/22:0), PE(20:0/20:1(11Z)), PE(22:0/18:1(7Z)), PE(18:0/22:1(11Z)), PE(20:1(13E)/20:0), PE(19:1(9Z)/21:0), PE(21:0/19:1(9Z)), PE(20:1(13Z)/20:0), PE(22:0/18:1(13Z)), PE(18:1(11E)/22:0), PE(18:1(11Z)/22:0), PE(18:0/22:1(13Z)), PE(22:1(11Z)/18:0), PE(22:0/18:1(9Z)), PE(22:0/18:1(11Z))",PE(40:1)|PE(P-41:0),802.7 -> 661.7,PE
"LMGP02010823, LMGP02011149, LMGP02010787, LMGP02011162, LMGP02011004, LMGP02010146, LMGP02011178, LMGP02020085","PE(19:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/19:1(9Z)), PE(19:0/21:0), PE(22:0/18:0), PE(21:0/19:0), PE(18:0/22:0), PE(20:0/20:0), PE(O-20:0/21:0)",PE(41:7)|PE(P-42:6)|PE(40:0)|PE(O-41:0),804.7 -> 663.7,PE
"LMGP02011148, LMGP02010792, LMGP02020089","PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/19:0), PE(19:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(O-20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PE(41:6)|PE(O-42:6),806.6 -> 665.6,PE
"LMGP02011171, LMGP02011155, LMGP02011119, LMGP02010791, LMGP02011010, LMGP02010956, LMGP02020088","PE(20:5(5Z,8Z,11Z,14Z,17Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PE(22:4(7Z,10Z,13Z,16Z)/19:0), PE(19:0/22:4(7Z,10Z,13Z,16Z)), PE(21:0/20:4(5Z,8Z,11Z,14Z)), PE(20:4(5Z,8Z,11Z,14Z)/21:0), PE(O-20:0/22:4(7Z,10Z,13Z,16Z))",PE(42:11)|PE(41:4)|PE(O-42:4),810.6 -> 669.6,PE
"LMGP02010932, LMGP02010990, LMGP02011126, LMGP02011153, LMGP02010896, LMGP02011088, LMGP02010790, LMGP02010820, LMGP02011058, LMGP02011008, LMGP02020087, LMGP02030089","PE(20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z)), PE(22:4(7Z,10Z,13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:3(8Z,11Z,14Z)), PE(20:2(11Z,14Z)/21:0), PE(22:2(13Z,16Z)/19:0), PE(19:0/22:2(13Z,16Z)), PE(19:1(9Z)/22:1(11Z)), PE(22:1(11Z)/19:1(9Z)), PE(21:0/20:2(11Z,14Z)), PE(O-20:0/22:2(13Z,16Z)), PE(P-20:0/22:1(11Z))",PE(42:9)|PE(41:2)|PE(O-42:2)|PE(P-42:1),814.7 -> 673.7,PE
"LMGP02011124, LMGP02010989, LMGP02011095, LMGP02010931, LMGP02011151, LMGP02010870, LMGP02011006, LMGP02010788, LMGP02011028, LMGP02010837, LMGP02020090","PE(22:4(7Z,10Z,13Z,16Z)/20:3(8Z,11Z,14Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z)), PE(22:2(13Z,16Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PE(20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:1(11Z)), PE(20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(21:0/20:0), PE(19:0/22:0), PE(22:0/19:0), PE(20:0/21:0), PE(O-20:0/22:0)",PE(42:7)|PE(41:0)|PE(O-42:0),818.7 -> 677.7,PE
"LMGP02010900, LMGP02010988, LMGP02011150, LMGP02010959, LMGP02011094, LMGP02011176, LMGP02011064, LMGP02011123","PE(20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/22:1(11Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/20:0), PE(20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z)), PE(22:2(13Z,16Z)/20:4(5Z,8Z,11Z,14Z)), PE(20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(22:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PE(22:4(7Z,10Z,13Z,16Z)/20:2(11Z,14Z))",PE(42:6),820.6 -> 679.6,PE
"LMGP02011122, LMGP02010987, LMGP02010930, LMGP02010869, LMGP02010958, LMGP02011063, LMGP02011093, LMGP02011034","PE(22:4(7Z,10Z,13Z,16Z)/20:1(11Z)), PE(20:5(5Z,8Z,11Z,14Z,17Z)/22:0), PE(20:3(8Z,11Z,14Z)/22:2(13Z,16Z)), PE(20:1(11Z)/22:4(7Z,10Z,13Z,16Z)), PE(20:4(5Z,8Z,11Z,14Z)/22:1(11Z)), PE(22:1(11Z)/20:4(5Z,8Z,11Z,14Z)), PE(22:2(13Z,16Z)/20:3(8Z,11Z,14Z)), PE(22:0/20:5(5Z,8Z,11Z,14Z,17Z))",PE(42:5),822.6 -> 681.6,PE
"LMGP02010957, LMGP02011033, LMGP02010929, LMGP02010899, LMGP02010840, LMGP02011062, LMGP02011092, LMGP02011121","PE(20:4(5Z,8Z,11Z,14Z)/22:0), PE(22:0/20:4(5Z,8Z,11Z,14Z)), PE(20:3(8Z,11Z,14Z)/22:1(11Z)), PE(20:2(11Z,14Z)/22:2(13Z,16Z)), PE(20:0/22:4(7Z,10Z,13Z,16Z)), PE(22:1(11Z)/20:3(8Z,11Z,14Z)), PE(22:2(13Z,16Z)/20:2(11Z,14Z)), PE(22:4(7Z,10Z,13Z,16Z)/20:0)",PE(42:4),824.6 -> 683.6,PE
"LMGP02010898, LMGP02010928, LMGP02011032, LMGP02011091, LMGP02010868, LMGP02011061","PE(20:2(11Z,14Z)/22:1(11Z)), PE(20:3(8Z,11Z,14Z)/22:0), PE(22:0/20:3(8Z,11Z,14Z)), PE(22:2(13Z,16Z)/20:1(11Z)), PE(20:1(11Z)/22:2(13Z,16Z)), PE(22:1(11Z)/20:2(11Z,14Z))",PE(42:3),826.6 -> 685.6,PE
"LMGP02010867, LMGP02011060, LMGP02011090, LMGP02011031, LMGP02010839, LMGP02010897","PE(20:1(11Z)/22:1(11Z)), PE(22:1(11Z)/20:1(11Z)), PE(22:2(13Z,16Z)/20:0), PE(22:0/20:2(11Z,14Z)), PE(20:0/22:2(13Z,16Z)), PE(20:2(11Z,14Z)/22:0)",PE(42:2),828.6 -> 687.6,PE
"LMGP02010866, LMGP02010287, LMGP02010290, LMGP02010838, LMGP02011059, LMGP02010293, LMGP02010294","PE(20:1(11Z)/22:0), PE(20:0/22:1(13Z)), PE(22:0/20:1(11Z)), PE(20:0/22:1(11Z)), PE(22:1(11Z)/20:0), PE(18:0/24:1(15Z)), PE(24:0/18:1(9Z))",PE(42:1),830.7 -> 689.7,PE
"LMGP02010075, LMGP02011166, LMGP02011030","PE(20:0/22:0), PE(21:0/21:0), PE(22:0/20:0)",PE(42:0),832.7 -> 691.7,PE
LMGP02010093,"PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PE(44:12),836.5 -> 695.5,PE
"LMGP02011131, LMGP02011159, LMGP02011101, LMGP02011013, LMGP02011065","PE(22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:2(13Z,16Z)), PE(22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(21:0/22:1(11Z)), PE(22:1(11Z)/21:0)",PE(44:8)|PE(43:1),844.7 -> 703.7,PE
"LMGP02011070, LMGP02011158, LMGP02011035, LMGP02011012","PE(22:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:1(11Z)), PE(22:0/21:0), PE(21:0/22:0)",PE(44:7)|PE(43:0),846.7 -> 705.7,PE
"LMGP02011157, LMGP02011039, LMGP02011100, LMGP02011130","PE(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:0), PE(22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PE(22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z)), PE(22:4(7Z,10Z,13Z,16Z)/22:2(13Z,16Z))",PE(44:6),848.6 -> 707.6,PE
"LMGP02011069, LMGP02011129","PE(22:1(11Z)/22:4(7Z,10Z,13Z,16Z)), PE(22:4(7Z,10Z,13Z,16Z)/22:1(11Z))",PE(44:5),850.6 -> 709.6,PE
"LMGP02011128, LMGP02011099, LMGP02011038","PE(22:4(7Z,10Z,13Z,16Z)/22:0), PE(22:2(13Z,16Z)/22:2(13Z,16Z)), PE(22:0/22:4(7Z,10Z,13Z,16Z))",PE(44:4),852.6 -> 711.6,PE
"LMGP02011068, LMGP02011098","PE(22:1(11Z)/22:2(13Z,16Z)), PE(22:2(13Z,16Z)/22:1(11Z))",PE(44:3),854.7 -> 713.7,PE
"LMGP02011067, LMGP02011097, LMGP02011037","PE(22:1(11Z)/22:1(11Z)), PE(22:2(13Z,16Z)/22:0), PE(22:0/22:2(13Z,16Z))",PE(44:2),856.7 -> 715.7,PE
"LMGP02010288, LMGP02011036, LMGP02010291, LMGP02011066, LMGP02010295","PE(20:0/24:1(15Z)), PE(22:0/22:1(11Z)), PE(22:0/22:1(13Z)), PE(22:1(11Z)/22:0), PE(24:0/20:1(11Z))",PE(44:1),858.7 -> 717.7,PE
"LMGP02010167, LMGP02010168","PE(24:0/20:0), PE(22:0/22:0)",PE(44:0),860.7 -> 719.7,PE
LMGP02010292,PE(22:0/24:1(15Z)),PE(46:1),886.7 -> 745.7,PE
"LMGP02010035, LMGP02010170, LMGP02010169","PE(26:2(5Z,9Z)/26:2(5Z,9Z)), PE(26:2(5E,9Z)/26:2(5E,9Z)), PE(26:2(5Z,9E)/26:2(5Z,9E))",PE(52:4),964.8 -> 823.8,PE
"LMGP04010030, LMGP04050007","PG(6:0/6:0), PG(13:0/0:0)",PG(12:0)|LPG(13:0),460.0 -> 271.0,PG
LMGP04050035,PG(14:1(9Z)/0:0),LPG(14:1),472.0 -> 283.0,PG
LMGP04050012,PG(14:0/0:0),LPG(14:0),474.0 -> 285.0,PG
LMGP04050018,PG(15:1(9Z)/0:0),LPG(15:1)|LPG(P-16:0),486.0 -> 297.0,PG
"LMGP04050034, LMGP04060003","PG(15:0/0:0), PG(O-16:0/0:0)",LPG(15:0)|LPG(O-16:0),488.0 -> 299.0,PG
LMGP04050013,PG(16:1(9Z)/0:0),LPG(16:1),500.0 -> 311.0,PG
LMGP04050008,PG(16:0/0:0),LPG(16:0),502.0 -> 313.0,PG
LMGP04050019,"PG(17:2(9Z,12Z)/0:0)",LPG(17:2),512.0 -> 323.0,PG
LMGP04050036,PG(17:1(9Z)/0:0),LPG(17:1)|LPG(P-18:0),514.0 -> 325.0,PG
"LMGP04010031, LMGP04050033, LMGP04060002","PG(8:0/8:0), PG(17:0/0:0), PG(O-18:0/0:0)",PG(16:0)|LPG(17:0)|LPG(O-18:0),516.0 -> 327.0,PG
LMGP04050021,"PG(18:4(6Z,9Z,12Z,15Z)/0:0)",LPG(18:4),522.0 -> 333.0,PG
"LMGP04050020, LMGP04050032","PG(18:3(6Z,9Z,12Z)/0:0), PG(18:3(9Z,12Z,15Z)/0:0)",LPG(18:3),524.0 -> 335.0,PG
LMGP04050014,"PG(18:2(9Z,12Z)/0:0)",LPG(18:2),526.0 -> 337.0,PG
LMGP04050006,PG(18:1(9Z)/0:0),LPG(18:1),528.0 -> 339.0,PG
LMGP04050009,PG(18:0/0:0),LPG(18:0),530.0 -> 341.0,PG
LMGP04050022,PG(19:1(9Z)/0:0),LPG(19:1)|LPG(P-20:0),542.0 -> 353.0,PG
"LMGP04050031, LMGP04060001","PG(19:0/0:0), PG(O-20:0/0:0)",LPG(19:0)|LPG(O-20:0),544.0 -> 355.0,PG
LMGP04050030,"PG(20:5(5Z,8Z,11Z,14Z,17Z)/0:0)",LPG(20:5),548.0 -> 359.0,PG
LMGP04050010,"PG(20:4(5Z,8Z,11Z,14Z)/0:0)",LPG(20:4),550.0 -> 361.0,PG
LMGP04050025,"PG(20:3(8Z,11Z,14Z)/0:0)",LPG(20:3),552.0 -> 363.0,PG
LMGP04050024,"PG(20:2(11Z,14Z)/0:0)",LPG(20:2),554.0 -> 365.0,PG
LMGP04050023,PG(20:1(11Z)/0:0),LPG(20:1),556.0 -> 367.0,PG
LMGP04050015,PG(20:0/0:0),LPG(20:0),558.0 -> 369.0,PG
"LMGP04010032, LMGP04050029","PG(10:0/10:0), PG(21:0/0:0)",PG(20:0)|LPG(21:0),572.0 -> 383.0,PG
LMGP04050016,"PG(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/0:0)",LPG(22:6),574.0 -> 385.0,PG
LMGP04050017,"PG(22:4(7Z,10Z,13Z,16Z)/0:0)",LPG(22:4),578.0 -> 389.0,PG
LMGP04050027,"PG(22:2(13Z,16Z)/0:0)",LPG(22:2),582.0 -> 393.0,PG
LMGP04050026,PG(22:1(11Z)/0:0),LPG(22:1),584.0 -> 395.0,PG
LMGP04050028,PG(22:0/0:0),LPG(22:0),586.0 -> 397.0,PG
"LMGP04010035, LMGP04010993","PG(12:0/12:0), PG(10:0/14:0)",PG(24:0),628.0 -> 439.0,PG
"LMGP04010932, LMGP04010975, LMGP04010976","PG(14:0/12:0), PG(13:0/13:0), PG(12:0/14:0)",PG(26:0),656.0 -> 467.0,PG
"LMGP04010139, LMGP04010047, LMGP04010069, LMGP04010093, LMGP04020001","PG(15:0/12:0), PG(12:0/15:0), PG(13:0/14:0), PG(14:0/13:0), PG(O-16:0/12:0)",PG(27:0)|PG(O-28:0),670.0 -> 481.0,PG
LMGP04010920,PG(14:1(9Z)/14:1(9Z)),PG(28:2),680.0 -> 491.0,PG
"LMGP04010111, LMGP04010201, LMGP04010049, LMGP04010094, LMGP04010162, LMGP04010071","PG(14:1(9Z)/14:0), PG(16:1(9Z)/12:0), PG(12:0/16:1(9Z)), PG(14:0/14:1(9Z)), PG(15:1(9Z)/13:0), PG(13:0/15:1(9Z))",PG(28:1)|PG(P-29:0),682.0 -> 493.0,PG
"LMGP04010937, LMGP04010005, LMGP04010919, LMGP04010943, LMGP04010025, LMGP04020002","PG(13:0/15:0), PG(14:0/14:0), PG(15:0/13:0), PG(12:0/16:0), PG(16:0/12:0), PG(O-16:0/13:0)",PG(28:0)|PG(O-29:0),684.0 -> 495.0,PG
"LMGP04010202, LMGP04010051, LMGP04010073, LMGP04010095, LMGP04010248, LMGP04010163, LMGP04010112, LMGP04010141, LMGP04030003, LMGP04020004, LMGP04030028","PG(16:1(9Z)/13:0), PG(12:0/17:1(9Z)), PG(13:0/16:1(9Z)), PG(14:0/15:1(9Z)), PG(17:1(9Z)/12:0), PG(15:1(9Z)/14:0), PG(14:1(9Z)/15:0), PG(15:0/14:1(9Z)), PG(P-16:0/14:0), PG(O-16:0/14:1(9Z)), PG(P-18:0/12:0)",PG(29:1)|PG(O-30:1)|PG(P-30:0),696.0 -> 507.0,PG
"LMGP04010226, LMGP04010192, LMGP04010140, LMGP04010072, LMGP04010050, LMGP04010931, LMGP04020003, LMGP04020018","PG(17:0/12:0), PG(16:0/13:0), PG(15:0/14:0), PG(13:0/16:0), PG(12:0/17:0), PG(14:0/15:0), PG(O-16:0/14:0), PG(O-18:0/12:0)",PG(29:0)|PG(O-30:0),698.0 -> 509.0,PG
"LMGP04010056, LMGP04010425","PG(12:0/18:4(6Z,9Z,12Z,15Z)), PG(18:4(6Z,9Z,12Z,15Z)/12:0)",PG(30:4),704.0 -> 515.0,PG
"LMGP04010054, LMGP04010366, LMGP04010055, LMGP04010397","PG(12:0/18:3(6Z,9Z,12Z)), PG(18:3(6Z,9Z,12Z)/12:0), PG(12:0/18:3(9Z,12Z,15Z)), PG(18:3(9Z,12Z,15Z)/12:0)",PG(30:3),706.0 -> 517.0,PG
