IDs,Names,Lipid,Transition,Class
"LMGP01012192, LMGP01011868, LMGP01011646, LMGP01011620, LMGP01011530, LMGP01012127, LMGP01011560, LMGP01010598, LMGP01010601, LMGP01010690, LMGP01011374, LMGP01011399, LMGP01011677, LMGP01011838","PC(20:3(5Z,8Z,11Z)/14:0), PC(20:3(8Z,11Z,14Z)/14:0), PC(18:3(6Z,9Z,12Z)/16:0), PC(18:2(9Z,12Z)/16:1(9Z)), PC(17:1(9Z)/17:2(9Z,12Z)), PC(14:0/20:3(5Z,8Z,11Z)), PC(17:2(9Z,12Z)/17:1(9Z)), PC(16:0/18:3(6Z,9Z,12Z)), PC(16:0/18:3(9Z,12Z,15Z)), PC(16:1(9Z)/18:2(9Z,12Z)), PC(14:0/20:3(8Z,11Z,14Z)), PC(14:1(9Z)/20:2(11Z,14Z)), PC(18:3(9Z,12Z,15Z)/16:0), PC(20:2(11Z,14Z)/14:1(9Z))",PC(34:3)|PC(P-35:2),756.6 -> 184.1,PC
"LMGP01010594, LMGP01011559, LMGP01010591, LMGP01011336, LMGP01012035, LMGP01012147, LMGP01011761, LMGP01010589, LMGP01010590, LMGP01010592, LMGP01010678, LMGP01010585, LMGP01010586, LMGP01010587, LMGP01010588, LMGP01010687, LMGP01010688, LMGP01010727, LMGP01010728, LMGP01010745, LMGP01010887, LMGP01010920, LMGP01010926, LMGP01010932, LMGP01011373, LMGP01011398, LMGP01011449, LMGP01011504, LMGP01011808, LMGP01011837, LMGP01030035, LMGP01030055, LMGP01020201, LMGP01030079","PC(16:0/18:2(9Z,12Z)), PC(17:2(9Z,12Z)/17:0), PC(16:0/18:2(9E,11Z)), PC(12:0/22:2(13Z,16Z)), PC(22:2(13Z,16Z)/12:0), PC(18:1(11Z)/16:1(9Z)), PC(19:1(9Z)/15:1(9Z)), PC(16:0/18:2(6Z,9Z)), PC(16:0/18:2(9E,11E)), PC(16:0/18:2(9E,12E)), PC(16:1(2Z)/18:1(9Z)), PC(16:0/18:2(10E,12Z)), PC(16:0/18:2(11Z,13Z)), PC(16:0/18:2(2E,4E)), PC(16:0/18:2(2Z,4Z)), PC(16:1(9Z)/18:1(11Z)), PC(16:1(9Z)/18:1(9Z)), PC(17:1(10Z)/17:1(10Z)), PC(17:1(9Z)/17:1(9Z)), PC(18:0/16:2(2E,4E)), PC(18:1(9Z)/16:1(9Z)), PC(18:2(2E,4E)/16:0), PC(18:2(6Z,9Z)/16:0), PC(18:2(9Z,12Z)/16:0), PC(14:0/20:2(11Z,14Z)), PC(14:1(9Z)/20:1(11Z)), PC(15:1(9Z)/19:1(9Z)), PC(17:0/17:2(9Z,12Z)), PC(20:1(11Z)/14:1(9Z)), PC(20:2(11Z,14Z)/14:0), PC(P-16:0/19:1(9Z)), PC(P-18:0/17:1(9Z)), PC(O-18:0/17:2(9Z,12Z)), PC(P-20:0/15:1(9Z))",PC(34:2)|PC(O-35:2)|PC(P-35:1),758.6 -> 184.1,PC
"LMGP01012146, LMGP01012004, LMGP01011807, LMGP01011760, LMGP01010575, LMGP01010576, LMGP01010578, LMGP01010579, LMGP01010884, LMGP01011335, LMGP01011372, LMGP01011397, LMGP01011419, LMGP01011448, LMGP01011483, LMGP01011503, LMGP01011787, LMGP01010005, LMGP01010744, LMGP01011529, LMGP01010581, LMGP01011732, LMGP01020186, LMGP01030054, LMGP01020200, LMGP01030078, LMGP01030034, LMGP01020221, LMGP01020077","PC(18:1(11Z)/16:0), PC(22:1(11Z)/12:0), PC(20:1(11Z)/14:0), PC(19:1(9Z)/15:0), PC(16:0/18:1(11E)), PC(16:0/18:1(11Z)), PC(16:0/18:1(6E)), PC(16:0/18:1(6Z)), PC(18:1(9Z)/16:0), PC(12:0/22:1(11Z)), PC(14:0/20:1(11Z)), PC(14:1(9Z)/20:0), PC(15:0/19:1(9Z)), PC(15:1(9Z)/19:0), PC(16:1(9Z)/18:0), PC(17:0/17:1(9Z)), PC(20:0/14:1(9Z)), PC(16:0/18:1(9Z)), PC(18:0/16:1(9Z)), PC(17:1(9Z)/17:0), PC(16:0/18:1(9E)), PC(19:0/15:1(9Z)), PC(O-16:0/19:1(9Z)), PC(P-18:0/17:0), PC(O-18:0/17:1(9Z)), PC(P-20:0/15:0), PC(P-16:0/19:0), PC(O-20:0/15:1(9Z)), PC(O-17:0/18:1(9Z))",PC(34:1)|PC(O-35:1)|PC(P-35:0),760.6 -> 184.1,PC
"LMGP01010400, LMGP01010420, LMGP01010466, LMGP01010545, LMGP01010972, LMGP01010446, LMGP01010505, LMGP01010573, LMGP01010707, LMGP01010742, LMGP01011000, LMGP01011064, LMGP01011082, LMGP01020220, LMGP01020199, LMGP01020044","PC(10:0/24:0), PC(11:0/23:0), PC(13:0/21:0), PC(15:0/19:0), PC(19:0/15:0), PC(12:0/22:0), PC(14:0/20:0), PC(16:0/18:0), PC(17:0/17:0), PC(18:0/16:0), PC(20:0/14:0), PC(21:0/13:0), PC(22:0/12:0), PC(O-20:0/15:0), PC(O-18:0/17:0), PC(O-16:0/19:0)",PC(34:0)|PC(O-35:0),762.6 -> 184.1,PC
"LMGP01011650, LMGP01011681, LMGP01011902, LMGP01011930, LMGP01011565, LMGP01011536, LMGP01011564, LMGP01011709, LMGP01011454, LMGP01011425, LMGP01020058, LMGP01020259, LMGP01030061, LMGP01030010","PC(18:3(6Z,9Z,12Z)/17:2(9Z,12Z)), PC(18:3(9Z,12Z,15Z)/17:2(9Z,12Z)), PC(20:4(5Z,8Z,11Z,14Z)/15:1(9Z)), PC(20:5(5Z,8Z,11Z,14Z,17Z)/15:0), PC(17:2(9Z,12Z)/18:3(9Z,12Z,15Z)), PC(17:1(9Z)/18:4(6Z,9Z,12Z,15Z)), PC(17:2(9Z,12Z)/18:3(6Z,9Z,12Z)), PC(18:4(6Z,9Z,12Z,15Z)/17:1(9Z)), PC(15:1(9Z)/20:4(5Z,8Z,11Z,14Z)), PC(15:0/20:5(5Z,8Z,11Z,14Z,17Z)), PC(O-16:0/20:5(5Z,8Z,11Z,14Z,17Z)), PC(O-16:1(9Z)/20:4(8Z,11Z,14Z,17Z)), PC(P-18:0/18:4(6Z,9Z,12Z,15Z)), PC(P-16:0/20:4(5Z,8Z,11Z,14Z))",PC(35:5)|PC(O-36:5)|PC(P-36:4),766.6 -> 184.1,PC
"LMGP01011534, LMGP01011623, LMGP01011563, LMGP01011901, LMGP01011871, LMGP01012067, LMGP01011535, LMGP01011649, LMGP01010931, LMGP01011361, LMGP01011424, LMGP01011508, LMGP01011708, LMGP01011453, LMGP01011680, LMGP01030129, LMGP01020056, LMGP01020054, LMGP01020206, LMGP01030060, LMGP01030039, LMGP01020245, LMGP01020270, LMGP01030059","PC(17:1(9Z)/18:3(6Z,9Z,12Z)), PC(18:2(9Z,12Z)/17:2(9Z,12Z)), PC(17:2(9Z,12Z)/18:2(9Z,12Z)), PC(20:4(5Z,8Z,11Z,14Z)/15:0), PC(20:3(8Z,11Z,14Z)/15:1(9Z)), PC(22:4(7Z,10Z,13Z,16Z)/13:0), PC(17:1(9Z)/18:3(9Z,12Z,15Z)), PC(18:3(6Z,9Z,12Z)/17:1(9Z)), PC(18:2(9Z,12E)/17:2(9Z,11E)), PC(13:0/22:4(7Z,10Z,13Z,16Z)), PC(15:0/20:4(5Z,8Z,11Z,14Z)), PC(17:0/18:4(6Z,9Z,12Z,15Z)), PC(18:4(6Z,9Z,12Z,15Z)/17:0), PC(15:1(9Z)/20:3(8Z,11Z,14Z)), PC(18:3(9Z,12Z,15Z)/17:1(9Z)), PC(P-16:0/20:3(5Z,8Z,11Z)), PC(O-16:0/20:4(5Z,8Z,11Z,14Z)), PC(O-16:0/20:4(5E,8E,11E,14E)), PC(O-18:0/18:4(6Z,9Z,12Z,15Z)), PC(P-18:0/18:3(9Z,12Z,15Z)), PC(P-16:0/20:3(8Z,11Z,14Z)), PC(O-16:0/20:4(8Z,11Z,14Z,17Z)), PC(O-18:2(9Z,12Z)/18:2(9Z,12Z)), PC(P-18:0/18:3(6Z,9Z,12Z))",PC(35:4)|PC(O-36:4)|PC(P-36:3),768.6 -> 184.1,PC
"LMGP01011562, LMGP01011533, LMGP01011679, LMGP01011870, LMGP01011648, LMGP01011602, LMGP01011622, LMGP01011423, LMGP01011452, LMGP01011507, LMGP01011840, LMGP01011506, LMGP01020204, LMGP01020264, LMGP01020262, LMGP01020053, LMGP01020205, LMGP01030058, LMGP01030038, LMGP01030137","PC(17:2(9Z,12Z)/18:1(9Z)), PC(17:1(9Z)/18:2(9Z,12Z)), PC(18:3(9Z,12Z,15Z)/17:0), PC(20:3(8Z,11Z,14Z)/15:0), PC(18:3(6Z,9Z,12Z)/17:0), PC(18:1(9Z)/17:2(9Z,12Z)), PC(18:2(9Z,12Z)/17:1(9Z)), PC(15:0/20:3(8Z,11Z,14Z)), PC(15:1(9Z)/20:2(11Z,14Z)), PC(17:0/18:3(9Z,12Z,15Z)), PC(20:2(11Z,14Z)/15:1(9Z)), PC(17:0/18:3(6Z,9Z,12Z)), PC(O-18:0/18:3(6Z,9Z,12Z)), PC(O-18:1(9Z)/18:2(9Z,12Z)), PC(O-18:1(11Z)/18:2(9Z,12Z)), PC(O-16:0/20:3(8Z,11Z,14Z)), PC(O-18:0/18:3(9Z,12Z,15Z)), PC(P-18:0/18:2(9Z,12Z)), PC(P-16:0/20:2(11Z,14Z)), PC(P-18:1(11Z)/18:1(11Z))",PC(35:3)|PC(O-36:3)|PC(P-36:2),770.6 -> 184.1,PC
"LMGP01011587, LMGP01011763, LMGP01011532, LMGP01012036, LMGP01011561, LMGP01011621, LMGP01011601, LMGP01011360, LMGP01011422, LMGP01011451, LMGP01011487, LMGP01011505, LMGP01011810, LMGP01011839, LMGP01030136, LMGP01020188, LMGP01020203, LMGP01030081, LMGP01030130, LMGP01020263, LMGP01030146, LMGP01030013, LMGP01030037","PC(18:0/17:2(9Z,12Z)), PC(19:1(9Z)/16:1(9Z)), PC(17:1(9Z)/18:1(9Z)), PC(22:2(13Z,16Z)/13:0), PC(17:2(9Z,12Z)/18:0), PC(18:2(9Z,12Z)/17:0), PC(18:1(9Z)/17:1(9Z)), PC(13:0/22:2(13Z,16Z)), PC(15:0/20:2(11Z,14Z)), PC(15:1(9Z)/20:1(11Z)), PC(16:1(9Z)/19:1(9Z)), PC(17:0/18:2(9Z,12Z)), PC(20:1(11Z)/15:1(9Z)), PC(20:2(11Z,14Z)/15:0), PC(P-18:1(11Z)/18:0), PC(O-16:0/20:2(11Z,14Z)), PC(O-18:0/18:2(9Z,12Z)), PC(P-20:0/16:1(9Z)), PC(P-18:0/18:1(11Z)), PC(O-18:1(9Z)/18:1(11Z)), PC(P-18:1(9Z)/18:0), PC(P-18:0/18:1(9Z)), PC(P-16:0/20:1(11Z))",PC(35:2)|PC(O-36:2)|PC(P-36:1),772.6 -> 184.1,PC
"LMGP01010961, LMGP01010964, LMGP01011716, LMGP01011789, LMGP01012005, LMGP01011600, LMGP01011734, LMGP01011586, LMGP01011955, LMGP01011531, LMGP01011359, LMGP01011403, LMGP01011421, LMGP01011450, LMGP01011486, LMGP01011762, LMGP01011809, LMGP01011467, LMGP01010711, LMGP01020187, LMGP01020202, LMGP01030080, LMGP01020222, LMGP01030036, LMGP01030057, LMGP01020258, LMGP01020052","PC(18:4(9E,11E,13E,15E)/18:4(9E,11E,13E,15E)), PC(18:4(9Z,11E,13E,15Z)/18:4(9Z,11E,13E,15Z)), PC(18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)), PC(20:0/15:1(9Z)), PC(22:1(11Z)/13:0), PC(18:1(9Z)/17:0), PC(19:0/16:1(9Z)), PC(18:0/17:1(9Z)), PC(21:0/14:1(9Z)), PC(17:1(9Z)/18:0), PC(13:0/22:1(11Z)), PC(14:1(9Z)/21:0), PC(15:0/20:1(11Z)), PC(15:1(9Z)/20:0), PC(16:1(9Z)/19:0), PC(19:1(9Z)/16:0), PC(20:1(11Z)/15:0), PC(16:0/19:1(9Z)), PC(17:0/18:1(9Z)), PC(O-16:0/20:1(11Z)), PC(O-18:0/18:1(9Z)), PC(P-20:0/16:0), PC(O-20:0/16:1(9Z)), PC(P-16:0/20:0), PC(P-18:0/18:0), PC(O-16:1(9Z)/20:0), PC(O-16:0/20:1(9Z))",PC(36:8)|PC(35:1)|PC(O-36:1)|PC(P-36:0),774.6 -> 184.1,PC
"LMGP01011685, LMGP01011656, LMGP01012100, LMGP01011408, LMGP01011714, LMGP01011715, LMGP01011585, LMGP01011788, LMGP01011733, LMGP01010421, LMGP01010709, LMGP01010401, LMGP01010448, LMGP01011065, LMGP01011084, LMGP01011358, LMGP01011375, LMGP01011420, LMGP01011466, LMGP01020091, LMGP01020023, LMGP01020051, LMGP01020122","PC(18:3(9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z)), PC(18:3(6Z,9Z,12Z)/18:4(6Z,9Z,12Z,15Z)), PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:1(9Z)), PC(14:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PC(18:4(6Z,9Z,12Z,15Z)/18:3(6Z,9Z,12Z)), PC(18:4(6Z,9Z,12Z,15Z)/18:3(9Z,12Z,15Z)), PC(18:0/17:0), PC(20:0/15:0), PC(19:0/16:0), PC(11:0/24:0), PC(17:0/18:0), PC(10:0/25:0), PC(12:0/23:0), PC(21:0/14:0), PC(22:0/13:0), PC(13:0/22:0), PC(14:0/21:0), PC(15:0/20:0), PC(16:0/19:0), PC(O-18:0/18:0), PC(O-14:0/22:0), PC(O-16:0/20:0), PC(O-20:0/16:0)",PC(36:7)|PC(35:0)|PC(O-36:0),776.7 -> 184.1,PC
"LMGP01012099, LMGP01012134, LMGP01011684, LMGP01011713, LMGP01012235, LMGP01011627, LMGP01011655, LMGP01012233, LMGP01010512, LMGP01010952, LMGP01010954, LMGP01010960, LMGP01011492, LMGP01011654, LMGP01011933, LMGP01012135, LMGP01010956","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/14:0), PC(14:1(9Z)/22:5(4Z,7Z,10Z,13Z,16Z)), PC(18:3(9Z,12Z,15Z)/18:3(6Z,9Z,12Z)), PC(18:4(6Z,9Z,12Z,15Z)/18:2(9Z,12Z)), PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:1(9Z)), PC(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)), PC(18:3(6Z,9Z,12Z)/18:3(9Z,12Z,15Z)), PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:1(9Z)), PC(14:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PC(18:3(9E,11E,13E)/18:3(9E,11E,13E)), PC(18:3(9Z,11E,13E)/18:3(9Z,11E,13E)), PC(18:4(9E,11E,13E,15E)/18:2(9Z,12Z)), PC(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PC(18:3(6Z,9Z,12Z)/18:3(6Z,9Z,12Z)), PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:1(9Z)), PC(14:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)), PC(18:3(9Z,12Z,15Z)/18:3(9Z,12Z,15Z))",PC(36:6),778.5 -> 184.1,PC
"LMGP01011625, LMGP01011626, LMGP01012210, LMGP01012232, LMGP01011903, LMGP01012152, LMGP01011604, LMGP01012130, LMGP01011932, LMGP01011653, LMGP01012234, LMGP01012139, LMGP01011305, LMGP01012069, LMGP01010695, LMGP01011683, LMGP01011712, LMGP01012131, LMGP01012182, LMGP01010633, LMGP01011407","PC(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)), PC(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)), PC(20:4(8Z,11Z,14Z,17Z)/16:1(9Z)), PC(22:5(4Z,7Z,10Z,13Z,16Z)/14:0), PC(20:4(5Z,8Z,11Z,14Z)/16:1(9Z)), PC(18:1(11Z)/18:4(6Z,9Z,12Z,15Z)), PC(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)), PC(14:0/22:5(4Z,7Z,10Z,13Z,16Z)), PC(20:5(5Z,8Z,11Z,14Z,17Z)/16:0), PC(18:3(6Z,9Z,12Z)/18:2(9Z,12Z)), PC(22:5(7Z,10Z,13Z,16Z,19Z)/14:0), PC(16:1(9Z)/20:4(8Z,11Z,14Z,17Z)), PC(16:1(7Z)/20:4(5Z,8Z,11Z,14Z)), PC(22:4(7Z,10Z,13Z,16Z)/14:1(9Z)), PC(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)), PC(18:3(9Z,12Z,15Z)/18:2(9Z,12Z)), PC(18:4(6Z,9Z,12Z,15Z)/18:1(9Z)), PC(14:0/22:5(7Z,10Z,13Z,16Z,19Z)), PC(18:4(6Z,9Z,12Z,15Z)/18:1(11Z)), PC(16:0/20:5(5Z,8Z,11Z,14Z,17Z)), PC(14:1(9Z)/22:4(7Z,10Z,13Z,16Z))",PC(36:5),780.6 -> 184.1,PC
"LMGP01011711, LMGP01012068, LMGP01012178, LMGP01011873, LMGP01012174, LMGP01012195, LMGP01012151, LMGP01011652, LMGP01012150, LMGP01011603, LMGP01012254, LMGP01012136, LMGP01010629, LMGP01010773, LMGP01010774, LMGP01010898, LMGP01010921, LMGP01010924, LMGP01010927, LMGP01010930, LMGP01010955, LMGP01011049, LMGP01011056, LMGP01011378, LMGP01012138, LMGP01010937, LMGP01011491, LMGP01020081","PC(18:4(6Z,9Z,12Z,15Z)/18:0), PC(22:4(7Z,10Z,13Z,16Z)/14:0), PC(18:3(9Z,12Z,15Z)/18:1(11Z)), PC(20:3(8Z,11Z,14Z)/16:1(9Z)), PC(18:3(6Z,9Z,12Z)/18:1(11Z)), PC(20:3(5Z,8Z,11Z)/16:1(9Z)), PC(18:1(11Z)/18:3(9Z,12Z,15Z)), PC(18:3(6Z,9Z,12Z)/18:1(9Z)), PC(18:1(11Z)/18:3(6Z,9Z,12Z)), PC(18:1(9Z)/18:3(6Z,9Z,12Z)), PC(16:0/20:4(5Z,8Z,11Z,14Z)), PC(16:0/20:4(8Z,11Z,14Z,17Z)), PC(16:0/20:4(5E,8E,11E,14E)), PC(18:0/18:4(6Z,9Z,12Z,15Z)), PC(18:0/18:4(9E,11E,13E,15E)), PC(18:1(9Z)/18:3(9Z,12Z,15Z)), PC(18:2(2E,4E)/18:2(2E,4E)), PC(18:2(2Z,4Z)/18:2(2Z,4Z)), PC(18:2(6Z,9Z)/18:2(6Z,9Z)), PC(18:2(9Z,11Z)/18:2(9Z,11Z)), PC(18:3(9Z,12Z,15Z)/18:1(9Z)), PC(20:4(5Z,8Z,11Z,14Z)/16:0), PC(20:4(8E,11E,14E,17E)/16:0), PC(14:0/22:4(7Z,10Z,13Z,16Z)), PC(16:1(9Z)/20:3(5Z,8Z,11Z)), PC(18:2(9Z,12Z)/18:2(9Z,12Z)), PC(16:1(9Z)/20:3(8Z,11Z,14Z)), PC(O-17:0/20:4(5Z,8Z,11Z,14Z))",PC(36:4)|PC(O-37:4),782.6 -> 184.1,PC
"LMGP01011589, LMGP01012194, LMGP01011568, LMGP01011588, LMGP01012149, LMGP01011872, LMGP01011624, LMGP01012168, LMGP01011651, LMGP01012038, LMGP01011682, LMGP01010622, LMGP01010624, LMGP01010627, LMGP01010893, LMGP01010895, LMGP01011406, LMGP01011490, LMGP01011766, LMGP01011842","PC(18:0/18:3(9Z,12Z,15Z)), PC(20:3(5Z,8Z,11Z)/16:0), PC(17:2(9Z,12Z)/19:1(9Z)), PC(18:0/18:3(6Z,9Z,12Z)), PC(18:1(11Z)/18:2(9Z,12Z)), PC(20:3(8Z,11Z,14Z)/16:0), PC(18:2(9Z,12Z)/18:1(9Z)), PC(18:2(9Z,12Z)/18:1(11Z)), PC(18:3(6Z,9Z,12Z)/18:0), PC(22:2(13Z,16Z)/14:1(9Z)), PC(18:3(9Z,12Z,15Z)/18:0), PC(16:0/20:3(5Z,8Z,11Z)), PC(16:0/20:3(8E,11E,14E)), PC(16:0/20:3(8Z,11Z,14Z)), PC(18:1(9Z)/18:2(6Z,9Z)), PC(18:1(9Z)/18:2(9Z,12Z)), PC(14:1(9Z)/22:2(13Z,16Z)), PC(16:1(9Z)/20:2(11Z,14Z)), PC(19:1(9Z)/17:2(9Z,12Z)), PC(20:2(11Z,14Z)/16:1(9Z))",PC(36:3)|PC(P-37:2),784.6 -> 184.1,PC
"LMGP01080001, LMGP01012163, LMGP01011538, LMGP01012148, LMGP01012007, LMGP01012037, LMGP01012133, LMGP01012219, LMGP01011567, LMGP01010764, LMGP01010765, LMGP01010766, LMGP01010836, LMGP01010837, LMGP01010841, LMGP01010849, LMGP01010851, LMGP01010853, LMGP01010855, LMGP01010857, LMGP01010860, LMGP01010862, LMGP01010865, LMGP01010866, LMGP01010868, LMGP01010871, LMGP01010873, LMGP01010876, LMGP01010890, LMGP01010935, LMGP01010966, LMGP01011377, LMGP01011405, LMGP01011469, LMGP01011489, LMGP01011737, LMGP01011765, LMGP01011812, LMGP01011841, LMGP01010768, LMGP01010858, LMGP01020225, LMGP01030083, LMGP01030063","None, PC(18:1(9Z)/18:1(11Z)), PC(17:1(9Z)/19:1(9Z)), PC(18:1(11Z)/18:1(9Z)), PC(22:1(11Z)/14:1(9Z)), PC(22:2(13Z,16Z)/14:0), PC(14:1(9Z)/22:1(13Z)), PC(22:1(13Z)/14:1(9Z)), PC(17:2(9Z,12Z)/19:0), PC(18:0/18:2(10Z,12Z)), PC(18:0/18:2(2E,4E)), PC(18:0/18:2(6Z,9Z)), PC(18:1(10Z)/18:1(10Z)), PC(18:1(11E)/18:1(11E)), PC(18:1(11Z)/18:1(11Z)), PC(18:1(12Z)/18:1(12Z)), PC(18:1(13Z)/18:1(13Z)), PC(18:1(14Z)/18:1(14Z)), PC(18:1(15Z)/18:1(15Z)), PC(18:1(16Z)/18:1(16Z)), PC(18:1(2Z)/18:1(2Z)), PC(18:1(3Z)/18:1(3Z)), PC(18:1(5Z)/18:1(5Z)), PC(18:1(6E)/18:1(6E)), PC(18:1(6Z)/18:1(6Z)), PC(18:1(7Z)/18:1(7Z)), PC(18:1(8Z)/18:1(8Z)), PC(18:1(9E)/18:1(9E)), PC(18:1(9Z)/18:1(9Z)), PC(18:2(9Z,12Z)/18:0), PC(18:1(4Z)/18:1(4Z)), PC(14:0/22:2(13Z,16Z)), PC(14:1(9Z)/22:1(11Z)), PC(16:0/20:2(11Z,14Z)), PC(16:1(9Z)/20:1(11Z)), PC(19:0/17:2(9Z,12Z)), PC(19:1(9Z)/17:1(9Z)), PC(20:1(11Z)/16:1(9Z)), PC(20:2(11Z,14Z)/16:0), PC(18:0/18:2(9Z,12Z)), PC(18:1(17Z)/18:1(17Z)), PC(O-20:0/17:2(9Z,12Z)), PC(P-20:0/17:1(9Z)), PC(P-18:0/19:1(9Z))",PC(O-38:9)|PC(36:2)|PC(O-37:2)|PC(P-37:1),786.6 -> 184.1,PC
"LMGP01080003, LMGP01011537, LMGP01010750, LMGP01010751, LMGP01010753, LMGP01010756, LMGP01010758, LMGP01010759, LMGP01010761, LMGP01010840, LMGP01011376, LMGP01011404, LMGP01011456, LMGP01011468, LMGP01011488, LMGP01011736, LMGP01011764, LMGP01011790, LMGP01011811, LMGP01010754, LMGP01010888, LMGP01011510, LMGP01012129, LMGP01011957, LMGP01012006, LMGP01011980, LMGP01012218, LMGP01020224, LMGP01030082, LMGP01030062, LMGP01030041, LMGP01020208","None, PC(17:1(9Z)/19:0), PC(18:0/18:1(11Z)), PC(18:0/18:1(12Z)), PC(18:0/18:1(13Z)), PC(18:0/18:1(6Z)), PC(18:0/18:1(7Z)), PC(18:0/18:1(9E)), PC(18:0/18:1(9Z)), PC(18:1(11Z)/18:0), PC(14:0/22:1(11Z)), PC(14:1(9Z)/22:0), PC(15:1(9Z)/21:0), PC(16:0/20:1(11Z)), PC(16:1(9Z)/20:0), PC(19:0/17:1(9Z)), PC(19:1(9Z)/17:0), PC(20:0/16:1(9Z)), PC(20:1(11Z)/16:0), PC(18:0/18:1(16Z)), PC(18:1(9Z)/18:0), PC(17:0/19:1(9Z)), PC(14:0/22:1(13Z)), PC(21:0/15:1(9Z)), PC(22:1(11Z)/14:0), PC(22:0/14:1(9Z)), PC(22:1(13Z)/14:0), PC(O-20:0/17:1(9Z)), PC(P-20:0/17:0), PC(P-18:0/19:0), PC(P-16:0/21:0), PC(O-18:0/19:1(9Z))",PC(O-38:8)|PC(36:1)|PC(O-37:1)|PC(P-37:0),788.7 -> 184.1,PC
"LMGP01012102, LMGP01011461, LMGP01011936, LMGP01011574, LMGP01011735, LMGP01011956, LMGP01010422, LMGP01010468, LMGP01010549, LMGP01010006, LMGP01010449, LMGP01010511, LMGP01010616, LMGP01011002, LMGP01011085, LMGP01011509, LMGP01020223, LMGP01020207, LMGP01020080, LMGP01020189","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:1(9Z)), PC(15:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PC(20:5(5Z,8Z,11Z,14Z,17Z)/17:2(9Z,12Z)), PC(17:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PC(19:0/17:0), PC(21:0/15:0), PC(11:0/25:0), PC(13:0/23:0), PC(15:0/21:0), PC(18:0/18:0), PC(12:0/24:0), PC(14:0/22:0), PC(16:0/20:0), PC(20:0/16:0), PC(22:0/14:0), PC(17:0/19:0), PC(O-20:0/17:0), PC(O-18:0/19:0), PC(O-17:0/20:0), PC(O-16:0/21:0)",PC(37:7)|PC(P-38:6)|PC(36:0)|PC(O-37:0),790.7 -> 184.1,PC
"LMGP01012101, LMGP01011906, LMGP01011430, LMGP01011544, LMGP01011935, LMGP01011573, LMGP01030068, LMGP01020064","PC(22:6(4Z,7Z,10Z,13Z,16Z,19Z)/15:0), PC(20:4(5Z,8Z,11Z,14Z)/17:2(9Z,12Z)), PC(15:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z)), PC(17:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)), PC(20:5(5Z,8Z,11Z,14Z,17Z)/17:1(9Z)), PC(17:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)), PC(P-18:0/20:5(5Z,8Z,11Z,14Z,17Z)), PC(O-16:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))",PC(37:6)|PC(O-38:6)|PC(P-38:5),792.6 -> 184.1,PC
