Class,Lipid,OzESI_Intensity,Precursor_Ion,Product_Ion,Retention_Time,Sample_ID,Transition,n-7,n-9,n-12,db_pos,Ratio
FA,FA(20:5),937.0,301.2,301.2,3.87,A-T4-8GEN-BDL-r003,301.2 -> 301.2,219.2,191.2,149.2,,
,LPC(19:1),611.0,454.3,313.3,2.7,A-T4-8GEN-BDL-r003,454.3 -> 313.3,372.3,344.3,302.3,n-7,
PC,PC(36:2),709.0,786.6,184.1,7.7,A-T4-8GEN-BDL-r003,786.6 -> 184.1,704.6,676.6,634.6,,
PC,PC(O-33:1),2670.0,732.6,184.1,6.5,A-T4-8GEN-BDL-r003,732.6 -> 184.1,650.6,622.6,580.6,,
PC,PC(O-33:2),1431.0,730.5,184.1,5.61,A-T4-8GEN-BDL-r003,730.5 -> 184.1,648.5,620.5,578.5,,
PC,PC(O-35:0),567.0,762.6,184.1,8.34,A-T4-8GEN-BDL-r003,762.6 -> 184.1,680.6,652.6,610.6,,
PC,PC(O-35:1),9034.0,760.6,184.1,7.31,A-T4-8GEN-BDL-r003,760.6 -> 184.1,678.6,650.6,608.6,,
PC,PC(O-35:2),3808.0,758.6,184.1,6.63,A-T4-8GEN-BDL-r003,758.6 -> 184.1,676.6,648.6,606.6,,
PC,PC(O-37:4),5276.0,782.6,184.1,6.08,A-T4-8GEN-BDL-r003,782.6 -> 184.1,700.6,672.6,630.6,,
PC,PC(P-37:2),844.0,784.6,184.1,6.78,A-T4-8GEN-BDL-r003,784.6 -> 184.1,702.6,674.6,632.6,,
PE,PE(35:2),713.0,730.5,589.5,7.68,A-T4-8GEN-BDL-r003,730.5 -> 589.5,648.5,620.5,578.5,,
PE,PE(36:1),451.0,746.6,605.6,8.88,A-T4-8GEN-BDL-r003,746.6 -> 605.6,664.6,636.6,594.6,,
PE,PE(36:2),3231.0,744.6,603.5,8.02,A-T4-8GEN-BDL-r003,744.6 -> 603.5,662.6,634.6,592.6,,
PE,PE(O-33:0),67256.0,692.5,551.5,7.2,A-T4-8GEN-BDL-r003,692.5 -> 551.5,610.5,582.5,540.5,,
PE,PE(O-33:1),7623.0,690.5,549.5,6.84,A-T4-8GEN-BDL-r003,690.5 -> 549.5,608.5,580.5,538.5,,
PE,PE(O-35:1),50324.0,718.5,577.5,7.68,A-T4-8GEN-BDL-r003,718.5 -> 577.5,636.5,608.5,566.5,,
PE,PE(O-35:2),14064.0,716.5,575.5,6.97,A-T4-8GEN-BDL-r003,716.5 -> 575.5,634.5,606.5,564.5,,
PE,PE(dO-38:8),1874.0,732.6,591.5,8.46,A-T4-8GEN-BDL-r003,732.6 -> 591.5,650.6,622.6,580.6,,
TG,TG(48:0)]_FA16:0,37175.0,824.8,551.5,11.4,A-T4-8GEN-BDL-r003,824.8 -> 551.5,742.8,714.8,672.8,,
TG,TG(48:0)]_FA18:0,3788.0,824.8,523.5,11.4,A-T4-8GEN-BDL-r003,824.8 -> 523.5,742.8,714.8,672.8,,
TG,TG(48:1)]_FA16:1,22383.0,822.8,551.5,11.24,A-T4-8GEN-BDL-r003,822.8 -> 551.5,740.8,712.8,670.8,,
TG,TG(48:1)]_FA18:1,9786.0,822.8,523.5,11.22,A-T4-8GEN-BDL-r003,822.8 -> 523.5,740.8,712.8,670.8,,
TG,TG(49:1)]_FA16:0,4306.0,836.8,563.5,11.37,A-T4-8GEN-BDL-r003,836.8 -> 563.5,754.8,726.8,684.8,,
TG,TG(49:1)]_FA16:1,7195.0,836.8,565.5,11.32,A-T4-8GEN-BDL-r003,836.8 -> 565.5,754.8,726.8,684.8,,
TG,TG(49:1)]_FA18:1,2568.0,836.8,537.5,11.37,A-T4-8GEN-BDL-r003,836.8 -> 537.5,754.8,726.8,684.8,,
TG,TG(49:2)]_FA16:1,15673.0,834.8,563.5,11.18,A-T4-8GEN-BDL-r003,834.8 -> 563.5,752.8,724.8,682.8,,
TG,TG(49:2)]_FA18:1,7029.0,834.8,535.5,11.17,A-T4-8GEN-BDL-r003,834.8 -> 535.5,752.8,724.8,682.8,,
TG,TG(49:2)]_FA18:2,3857.0,834.8,537.5,11.2,A-T4-8GEN-BDL-r003,834.8 -> 537.5,752.8,724.8,682.8,,
TG,TG(50:0)]_FA18:0,6226.0,852.8,551.5,11.61,A-T4-8GEN-BDL-r003,852.8 -> 551.5,770.8,742.8,700.8,,
TG,TG(50:1)]_FA14:0,1580.0,850.8,605.5,11.42,A-T4-8GEN-BDL-r003,850.8 -> 605.5,768.8,740.8,698.8,,
TG,TG(50:1)]_FA16:0,31367.0,850.8,577.5,11.42,A-T4-8GEN-BDL-r003,850.8 -> 577.5,768.8,740.8,698.8,,
TG,TG(50:1)]_FA18:1,15970.0,850.8,551.5,11.42,A-T4-8GEN-BDL-r003,850.8 -> 551.5,768.8,740.8,698.8,,
,TG(50:2)]_FA14:0,4696.0,766.6,577.5,6.22,A-T4-8GEN-BDL-r003,766.6 -> 577.5,684.6,656.6,614.6,n-7,
TG,TG(50:2)]_FA14:0,2734.0,848.8,603.5,11.24,A-T4-8GEN-BDL-r003,848.8 -> 603.5,766.8,738.8,696.8,,
TG,TG(50:2)]_FA16:1,16563.0,848.8,577.5,11.27,A-T4-8GEN-BDL-r003,848.8 -> 577.5,766.8,738.8,696.8,,
,TG(50:2)]_FA16:1,4696.0,766.6,577.5,6.22,A-T4-8GEN-BDL-r003,766.6 -> 577.5,684.6,656.6,614.6,n-7,
TG,TG(50:2)]_FA18:1,13512.0,848.8,549.5,11.26,A-T4-8GEN-BDL-r003,848.8 -> 549.5,766.8,738.8,696.8,,
,TG(50:2)]_FA18:1,4696.0,766.6,577.5,6.22,A-T4-8GEN-BDL-r003,766.6 -> 577.5,684.6,656.6,614.6,n-7,
TG,TG(50:2)]_FA18:2,9472.0,848.8,551.5,11.26,A-T4-8GEN-BDL-r003,848.8 -> 551.5,766.8,738.8,696.8,,
,TG(50:2)]_FA18:2,4696.0,766.6,577.5,6.22,A-T4-8GEN-BDL-r003,766.6 -> 577.5,684.6,656.6,614.6,n-7,
TG,TG(51:0)]_FA16:0,1066.0,866.7,593.4,11.71,A-T4-8GEN-BDL-r003,866.7 -> 593.4,784.7,756.7,714.7,,
TG,TG(51:1)]_FA16:0,566.0,864.8,591.5,12.02,A-T4-8GEN-BDL-r003,864.8 -> 591.5,782.8,754.8,712.8,,
TG,TG(51:1)]_FA18:1,458.0,864.8,565.5,11.6,A-T4-8GEN-BDL-r003,864.8 -> 565.5,782.8,754.8,712.8,,
TG,TG(51:2)]_FA16:0,2966.0,862.8,589.5,11.37,A-T4-8GEN-BDL-r003,862.8 -> 589.5,780.8,752.8,710.8,,
TG,TG(51:2)]_FA18:1,6078.0,862.8,563.5,11.37,A-T4-8GEN-BDL-r003,862.8 -> 563.5,780.8,752.8,710.8,,
TG,TG(52:1)]_FA18:0,8496.0,878.8,577.5,11.63,A-T4-8GEN-BDL-r003,878.8 -> 577.5,796.8,768.8,726.8,,
TG,TG(52:1)]_FA18:1,6832.0,878.8,579.5,11.63,A-T4-8GEN-BDL-r003,878.8 -> 579.5,796.8,768.8,726.8,,
,TG(52:2)]_FA16:0,4696.0,766.6,577.5,6.22,A-T4-8GEN-BDL-r003,766.6 -> 577.5,684.6,656.6,614.6,n-9,
TG,TG(52:2)]_FA16:0,18937.0,876.8,603.5,11.44,A-T4-8GEN-BDL-r003,876.8 -> 603.5,794.8,766.8,724.8,,
,TG(52:2)]_FA18:2,4696.0,766.6,577.5,6.22,A-T4-8GEN-BDL-r003,766.6 -> 577.5,684.6,656.6,614.6,n-9,
TG,TG(52:2)]_FA18:2,6884.0,876.8,579.5,11.45,A-T4-8GEN-BDL-r003,876.8 -> 579.5,794.8,766.8,724.8,,
TG,TG(52:3)]_FA16:1,4547.0,874.8,603.5,11.29,A-T4-8GEN-BDL-r003,874.8 -> 603.5,792.8,764.8,722.8,,
TG,TG(52:3)]_FA18:2,19445.0,874.8,577.5,11.26,A-T4-8GEN-BDL-r003,874.8 -> 577.5,792.8,764.8,722.8,,
TG,TG(53:2)]_FA18:1,1768.0,890.8,591.5,11.53,A-T4-8GEN-BDL-r003,890.8 -> 591.5,808.8,780.8,738.8,,
TG,TG(53:3)]_FA18:1,1345.0,888.8,589.5,11.4,A-T4-8GEN-BDL-r003,888.8 -> 589.5,806.8,778.8,736.8,,
TG,TG(53:4)]_FA18:2,2460.0,886.8,589.5,11.22,A-T4-8GEN-BDL-r003,886.8 -> 589.5,804.8,776.8,734.8,,
TG,TG(54:0)]_FA18:0,4167.0,908.8,607.5,12.03,A-T4-8GEN-BDL-r003,908.8 -> 607.5,826.8,798.8,756.8,,
TG,TG(54:1)]_FA18:1,2487.0,906.8,607.5,11.86,A-T4-8GEN-BDL-r003,906.8 -> 607.5,824.8,796.8,754.8,,
TG,TG(54:2)]_FA18:0,8285.0,904.8,603.5,11.66,A-T4-8GEN-BDL-r003,904.8 -> 603.5,822.8,794.8,752.8,,
,TG(54:3)]_FA18:1,2584.0,820.8,577.5,11.08,A-T4-8GEN-BDL-r003,820.8 -> 577.5,738.8,710.8,668.8,n-7,
TG,TG(54:3)]_FA18:1,21164.0,902.8,603.5,11.45,A-T4-8GEN-BDL-r003,902.8 -> 603.5,820.8,792.8,750.8,,
,TG(54:3)]_FA18:2,2584.0,820.8,577.5,11.08,A-T4-8GEN-BDL-r003,820.8 -> 577.5,738.8,710.8,668.8,n-7,
TG,TG(54:3)]_FA18:2,7770.0,902.8,605.5,11.46,A-T4-8GEN-BDL-r003,902.8 -> 605.5,820.8,792.8,750.8,,
TG,TG(54:4)]_FA18:2,21096.0,900.8,603.5,11.3,A-T4-8GEN-BDL-r003,900.8 -> 603.5,818.8,790.8,748.8,,
,TG(54:4)]_FA18:2,25671.0,818.8,818.8,10.95,A-T4-8GEN-BDL-r003,818.8 -> 818.8,736.8,708.8,666.8,n-7,
,TG(57:2)]_FA22:6,3156.0,836.8,551.5,11.32,A-T4-8GEN-BDL-r003,836.8 -> 551.5,754.8,726.8,684.8,n-9,1.04
,TG(57:2)]_FA22:6,3027.0,864.8,577.5,11.51,A-T4-8GEN-BDL-r003,864.8 -> 577.5,782.8,754.8,712.8,n-7,
,TG(57:3)]_FA22:6,2718.0,862.8,575.5,11.34,A-T4-8GEN-BDL-r003,862.8 -> 575.5,780.8,752.8,710.8,n-7,
TG,[TG(48:2)]_FA14:0,6203.0,820.8,575.5,11.07,A-T4-8GEN-BDL-r003,820.8 -> 575.5,738.8,710.8,668.8,,
TG,[TG(48:2)]_FA16:1,33906.0,820.8,549.5,11.09,A-T4-8GEN-BDL-r003,820.8 -> 549.5,738.8,710.8,668.8,,
TG,[TG(48:2)]_FA18:2,4068.0,820.8,523.5,11.1,A-T4-8GEN-BDL-r003,820.8 -> 523.5,738.8,710.8,668.8,,
TG,[TG(48:3)]_FA14:0,1011.0,818.8,573.5,10.95,A-T4-8GEN-BDL-r003,818.8 -> 573.5,736.8,708.8,666.8,,
TG,[TG(48:3)]_FA16:1,15204.0,818.8,547.5,10.95,A-T4-8GEN-BDL-r003,818.8 -> 547.5,736.8,708.8,666.8,,
TG,[TG(50:3)]_FA14:0,2205.0,846.8,601.5,11.09,A-T4-8GEN-BDL-r003,846.8 -> 601.5,764.8,736.8,694.8,,
TG,[TG(50:3)]_FA16:1,13888.0,846.8,575.5,11.11,A-T4-8GEN-BDL-r003,846.8 -> 575.5,764.8,736.8,694.8,,
TG,[TG(50:3)]_FA18:2,6408.0,846.8,549.5,11.13,A-T4-8GEN-BDL-r003,846.8 -> 549.5,764.8,736.8,694.8,,
TG,[TG(50:4)]_FA14:0,1668.0,844.8,599.5,10.93,A-T4-8GEN-BDL-r003,844.8 -> 599.5,762.8,734.8,692.8,,
TG,[TG(52:4)]_FA16:1,2825.0,872.8,601.5,11.12,A-T4-8GEN-BDL-r003,872.8 -> 601.5,790.8,762.8,720.8,,
TG,[TG(52:4)]_FA18:2,39414.0,872.8,575.5,11.11,A-T4-8GEN-BDL-r003,872.8 -> 575.5,790.8,762.8,720.8,,
TG,[TG(52:4)]_FA18:3,1258.0,872.8,577.5,11.11,A-T4-8GEN-BDL-r003,872.8 -> 577.5,790.8,762.8,720.8,,
TG,[TG(52:5)]_FA18:3,744.0,870.8,575.5,10.98,A-T4-8GEN-BDL-r003,870.8 -> 575.5,788.8,760.8,718.8,,
TG,[TG(54:5)]_FA18:3,1233.0,898.8,603.5,11.13,A-T4-8GEN-BDL-r003,898.8 -> 603.5,816.8,788.8,746.8,,
TG,[TG(54:6)]_FA18:3,1707.0,896.8,601.5,10.98,A-T4-8GEN-BDL-r003,896.8 -> 601.5,814.8,786.8,744.8,,
DG,DG(32:0)_C16:0,14571.0,586.5,313.2,10.03,B-T0-0-BDL-r001,586.5 -> 313.2,504.5,476.5,434.5,,
DG,DG(32:1)_C16:1,2249.0,584.5,313.2,9.44,B-T0-0-BDL-r001,584.5 -> 313.2,502.5,474.5,432.5,,
DG,DG(34:1)_C18:1,10850.0,612.6,313.3,10.07,B-T0-0-BDL-r001,612.6 -> 313.3,530.6,502.6,460.6,,
DG,DG(34:2)_C16:1,983.0,610.5,339.2,9.7,B-T0-0-BDL-r001,610.5 -> 339.2,528.5,500.5,458.5,,
DG,DG(34:2)_C18:2,2111.0,610.5,313.2,9.95,B-T0-0-BDL-r001,610.5 -> 313.2,528.5,500.5,458.5,,
,DG(36:1)_C18:1,1103.0,558.5,313.3,9.02,B-T0-0-BDL-r001,558.5 -> 313.3,476.5,448.5,406.5,n-7,
DG,DG(36:1)_C18:1,2477.0,640.6,341.3,10.26,B-T0-0-BDL-r001,640.6 -> 341.3,558.6,530.6,488.6,,
DG,DG(36:2)_C18:1,11507.0,638.6,339.3,10.1,B-T0-0-BDL-r001,638.6 -> 339.3,556.6,528.6,486.6,,
DG,DG(36:2)_C18:2,2118.0,638.6,341.3,10.13,B-T0-0-BDL-r001,638.6 -> 341.3,556.6,528.6,486.6,,
DG,DG(36:3)_C18:2,2263.0,636.6,339.3,10.02,B-T0-0-BDL-r001,636.6 -> 339.3,554.6,526.6,484.6,,
DG,DG(O-37:4)_C18:2,2028.0,634.5,337.2,8.85,B-T0-0-BDL-r001,634.5 -> 337.2,552.5,524.5,482.5,,
FA,FA(16:0),1226.0,255.2,255.2,3.87,B-T0-0-BDL-r001,255.2 -> 255.2,173.2,145.2,103.19999999999999,,
FA,FA(18:0),751.0,283.3,283.3,4.6,B-T0-0-BDL-r001,283.3 -> 283.3,201.3,173.3,131.3,,
FA,FA(20:5),1111.0,301.2,301.2,3.87,B-T0-0-BDL-r001,301.2 -> 301.2,219.2,191.2,149.2,,
,LPC(19:1),801.0,454.3,313.3,2.83,B-T0-0-BDL-r001,454.3 -> 313.3,372.3,344.3,302.3,n-7,
PE,LPE(18:1),1608.0,480.3,339.3,2.94,B-T0-0-BDL-r001,480.3 -> 339.3,398.3,370.3,328.3,,
PC,PC(35:1),613.0,774.6,184.1,8.05,B-T0-0-BDL-r001,774.6 -> 184.1,692.6,664.6,622.6,,
PC,PC(36:2),1125.0,786.6,184.1,7.46,B-T0-0-BDL-r001,786.6 -> 184.1,704.6,676.6,634.6,,
PC,PC(O-31:0),581.0,706.5,184.1,6.17,B-T0-0-BDL-r001,706.5 -> 184.1,624.5,596.5,554.5,,
PC,PC(O-33:1),6731.0,732.6,184.1,6.36,B-T0-0-BDL-r001,732.6 -> 184.1,650.6,622.6,580.6,,
PC,PC(O-33:2),2554.0,730.5,184.1,5.61,B-T0-0-BDL-r001,730.5 -> 184.1,648.5,620.5,578.5,,
PC,PC(O-35:0),740.0,762.6,184.1,8.34,B-T0-0-BDL-r001,762.6 -> 184.1,680.6,652.6,610.6,,
PC,PC(O-35:1),25767.0,760.6,184.1,7.31,B-T0-0-BDL-r001,760.6 -> 184.1,678.6,650.6,608.6,,
PC,PC(O-35:2),9226.0,758.6,184.1,6.49,B-T0-0-BDL-r001,758.6 -> 184.1,676.6,648.6,606.6,,
PC,PC(O-37:4),7120.0,782.6,184.1,6.08,B-T0-0-BDL-r001,782.6 -> 184.1,700.6,672.6,630.6,,
PC,PC(P-37:2),1214.0,784.6,184.1,6.79,B-T0-0-BDL-r001,784.6 -> 184.1,702.6,674.6,632.6,,
PE,PE(35:2),2170.0,730.5,589.5,7.49,B-T0-0-BDL-r001,730.5 -> 589.5,648.5,620.5,578.5,,
PE,PE(36:1),789.0,746.6,605.6,8.89,B-T0-0-BDL-r001,746.6 -> 605.6,664.6,636.6,594.6,,
PE,PE(36:2),7996.0,744.6,603.5,7.85,B-T0-0-BDL-r001,744.6 -> 603.5,662.6,634.6,592.6,,
PE,PE(O-33:0),79031.0,692.5,551.5,7.2,B-T0-0-BDL-r001,692.5 -> 551.5,610.5,582.5,540.5,,
PE,PE(O-33:1),17743.0,690.5,549.5,6.68,B-T0-0-BDL-r001,690.5 -> 549.5,608.5,580.5,538.5,,
PE,PE(O-35:1),108844.0,718.5,577.5,7.69,B-T0-0-BDL-r001,718.5 -> 577.5,636.5,608.5,566.5,,
PE,PE(O-35:2),40658.0,716.5,575.5,6.81,B-T0-0-BDL-r001,716.5 -> 575.5,634.5,606.5,564.5,,
PE,PE(dO-38:8),3425.0,732.6,591.5,8.46,B-T0-0-BDL-r001,732.6 -> 591.5,650.6,622.6,580.6,,
TG,TG(48:0)]_FA16:0,46019.0,824.8,551.5,11.39,B-T0-0-BDL-r001,824.8 -> 551.5,742.8,714.8,672.8,,
TG,TG(48:0)]_FA18:0,4531.0,824.8,523.5,11.39,B-T0-0-BDL-r001,824.8 -> 523.5,742.8,714.8,672.8,,
TG,TG(48:1)]_FA16:1,30889.0,822.8,551.5,11.24,B-T0-0-BDL-r001,822.8 -> 551.5,740.8,712.8,670.8,,
TG,TG(48:1)]_FA18:1,13591.0,822.8,523.5,11.21,B-T0-0-BDL-r001,822.8 -> 523.5,740.8,712.8,670.8,,
TG,TG(49:1)]_FA16:0,5489.0,836.8,563.5,11.37,B-T0-0-BDL-r001,836.8 -> 563.5,754.8,726.8,684.8,,
TG,TG(49:1)]_FA16:1,10416.0,836.8,565.5,11.31,B-T0-0-BDL-r001,836.8 -> 565.5,754.8,726.8,684.8,,
TG,TG(49:1)]_FA18:1,3224.0,836.8,537.5,11.37,B-T0-0-BDL-r001,836.8 -> 537.5,754.8,726.8,684.8,,
TG,TG(49:2)]_FA16:1,22747.0,834.8,563.5,11.18,B-T0-0-BDL-r001,834.8 -> 563.5,752.8,724.8,682.8,,
TG,TG(49:2)]_FA18:1,9867.0,834.8,535.5,11.17,B-T0-0-BDL-r001,834.8 -> 535.5,752.8,724.8,682.8,,
TG,TG(49:2)]_FA18:2,5528.0,834.8,537.5,11.2,B-T0-0-BDL-r001,834.8 -> 537.5,752.8,724.8,682.8,,
TG,TG(50:0)]_FA18:0,7493.0,852.8,551.5,11.61,B-T0-0-BDL-r001,852.8 -> 551.5,770.8,742.8,700.8,,
TG,TG(50:1)]_FA14:0,1962.0,850.8,605.5,11.42,B-T0-0-BDL-r001,850.8 -> 605.5,768.8,740.8,698.8,,
TG,TG(50:1)]_FA16:0,41062.0,850.8,577.5,11.42,B-T0-0-BDL-r001,850.8 -> 577.5,768.8,740.8,698.8,,
TG,TG(50:1)]_FA18:1,21486.0,850.8,551.5,11.41,B-T0-0-BDL-r001,850.8 -> 551.5,768.8,740.8,698.8,,
,TG(50:2)]_FA14:0,21999.0,766.6,577.5,6.23,B-T0-0-BDL-r001,766.6 -> 577.5,684.6,656.6,614.6,n-7,
TG,TG(50:2)]_FA14:0,3568.0,848.8,603.5,11.24,B-T0-0-BDL-r001,848.8 -> 603.5,766.8,738.8,696.8,,
TG,TG(50:2)]_FA16:1,23687.0,848.8,577.5,11.27,B-T0-0-BDL-r001,848.8 -> 577.5,766.8,738.8,696.8,,
,TG(50:2)]_FA16:1,21999.0,766.6,577.5,6.23,B-T0-0-BDL-r001,766.6 -> 577.5,684.6,656.6,614.6,n-7,
TG,TG(50:2)]_FA18:1,20254.0,848.8,549.5,11.26,B-T0-0-BDL-r001,848.8 -> 549.5,766.8,738.8,696.8,,
,TG(50:2)]_FA18:1,21999.0,766.6,577.5,6.23,B-T0-0-BDL-r001,766.6 -> 577.5,684.6,656.6,614.6,n-7,
TG,TG(50:2)]_FA18:2,12288.0,848.8,551.5,11.26,B-T0-0-BDL-r001,848.8 -> 551.5,766.8,738.8,696.8,,
,TG(50:2)]_FA18:2,21999.0,766.6,577.5,6.23,B-T0-0-BDL-r001,766.6 -> 577.5,684.6,656.6,614.6,n-7,
TG,TG(51:0)]_FA16:0,1409.0,866.7,593.4,11.71,B-T0-0-BDL-r001,866.7 -> 593.4,784.7,756.7,714.7,,
TG,TG(51:1)]_FA16:0,824.0,864.8,591.5,12.02,B-T0-0-BDL-r001,864.8 -> 591.5,782.8,754.8,712.8,,
TG,TG(51:1)]_FA18:1,430.0,864.8,565.5,11.6,B-T0-0-BDL-r001,864.8 -> 565.5,782.8,754.8,712.8,,
TG,TG(51:2)]_FA16:0,4633.0,862.8,589.5,11.37,B-T0-0-BDL-r001,862.8 -> 589.5,780.8,752.8,710.8,,
TG,TG(51:2)]_FA18:1,8135.0,862.8,563.5,11.37,B-T0-0-BDL-r001,862.8 -> 563.5,780.8,752.8,710.8,,
TG,TG(52:1)]_FA18:0,11153.0,878.8,577.5,11.63,B-T0-0-BDL-r001,878.8 -> 577.5,796.8,768.8,726.8,,
TG,TG(52:1)]_FA18:1,8745.0,878.8,579.5,11.63,B-T0-0-BDL-r001,878.8 -> 579.5,796.8,768.8,726.8,,
,TG(52:2)]_FA16:0,21999.0,766.6,577.5,6.23,B-T0-0-BDL-r001,766.6 -> 577.5,684.6,656.6,614.6,n-9,
TG,TG(52:2)]_FA16:0,24664.0,876.8,603.5,11.44,B-T0-0-BDL-r001,876.8 -> 603.5,794.8,766.8,724.8,,
,TG(52:2)]_FA18:2,21999.0,766.6,577.5,6.23,B-T0-0-BDL-r001,766.6 -> 577.5,684.6,656.6,614.6,n-9,
TG,TG(52:2)]_FA18:2,8900.0,876.8,579.5,11.45,B-T0-0-BDL-r001,876.8 -> 579.5,794.8,766.8,724.8,,
TG,TG(52:3)]_FA16:1,6508.0,874.8,603.5,11.29,B-T0-0-BDL-r001,874.8 -> 603.5,792.8,764.8,722.8,,
,TG(52:3)]_FA16:1,1443.0,792.6,603.5,6.35,B-T0-0-BDL-r001,792.6 -> 603.5,710.6,682.6,640.6,n-7,
TG,TG(52:3)]_FA18:2,25155.0,874.8,577.5,11.26,B-T0-0-BDL-r001,874.8 -> 577.5,792.8,764.8,722.8,,
,TG(52:3)]_FA18:2,1443.0,792.6,603.5,6.35,B-T0-0-BDL-r001,792.6 -> 603.5,710.6,682.6,640.6,n-7,
TG,TG(53:2)]_FA18:1,2508.0,890.8,591.5,11.53,B-T0-0-BDL-r001,890.8 -> 591.5,808.8,780.8,738.8,,
TG,TG(53:3)]_FA18:1,1982.0,888.8,589.5,11.4,B-T0-0-BDL-r001,888.8 -> 589.5,806.8,778.8,736.8,,
TG,TG(53:4)]_FA18:2,2822.0,886.8,589.5,11.22,B-T0-0-BDL-r001,886.8 -> 589.5,804.8,776.8,734.8,,
TG,TG(54:0)]_FA18:0,5066.0,908.8,607.5,12.03,B-T0-0-BDL-r001,908.8 -> 607.5,826.8,798.8,756.8,,
TG,TG(54:1)]_FA18:1,3308.0,906.8,607.5,11.86,B-T0-0-BDL-r001,906.8 -> 607.5,824.8,796.8,754.8,,
TG,TG(54:2)]_FA18:0,10330.0,904.8,603.5,11.66,B-T0-0-BDL-r001,904.8 -> 603.5,822.8,794.8,752.8,,
,TG(54:3)]_FA18:1,1443.0,792.6,603.5,6.35,B-T0-0-BDL-r001,792.6 -> 603.5,710.6,682.6,640.6,n-9,0.4
,TG(54:3)]_FA18:1,3575.0,820.8,577.5,11.08,B-T0-0-BDL-r001,820.8 -> 577.5,738.8,710.8,668.8,n-7,
TG,TG(54:3)]_FA18:1,24782.0,902.8,603.5,11.45,B-T0-0-BDL-r001,902.8 -> 603.5,820.8,792.8,750.8,,
,TG(54:3)]_FA18:2,1443.0,792.6,603.5,6.35,B-T0-0-BDL-r001,792.6 -> 603.5,710.6,682.6,640.6,n-9,0.4
,TG(54:3)]_FA18:2,3575.0,820.8,577.5,11.08,B-T0-0-BDL-r001,820.8 -> 577.5,738.8,710.8,668.8,n-7,
TG,TG(54:3)]_FA18:2,10096.0,902.8,605.5,11.46,B-T0-0-BDL-r001,902.8 -> 605.5,820.8,792.8,750.8,,
TG,TG(54:4)]_FA18:2,27996.0,900.8,603.5,11.3,B-T0-0-BDL-r001,900.8 -> 603.5,818.8,790.8,748.8,,
,TG(54:4)]_FA18:2,36731.0,818.8,818.8,10.95,B-T0-0-BDL-r001,818.8 -> 818.8,736.8,708.8,666.8,n-7,
,TG(57:2)]_FA22:6,4488.0,836.8,551.5,11.32,B-T0-0-BDL-r001,836.8 -> 551.5,754.8,726.8,684.8,n-9,1.0
,TG(57:2)]_FA22:6,4494.0,864.8,577.5,11.51,B-T0-0-BDL-r001,864.8 -> 577.5,782.8,754.8,712.8,n-7,
,TG(57:3)]_FA22:6,3913.0,862.8,575.5,11.34,B-T0-0-BDL-r001,862.8 -> 575.5,780.8,752.8,710.8,n-7,
,TG(57:3)]_FA22:6,1443.0,792.6,603.5,6.35,B-T0-0-BDL-r001,792.6 -> 603.5,710.6,682.6,640.6,n-12,
TG,[TG(48:2)]_FA14:0,8397.0,820.8,575.5,11.07,B-T0-0-BDL-r001,820.8 -> 575.5,738.8,710.8,668.8,,
TG,[TG(48:2)]_FA16:1,50122.0,820.8,549.5,11.08,B-T0-0-BDL-r001,820.8 -> 549.5,738.8,710.8,668.8,,
TG,[TG(48:2)]_FA18:2,5595.0,820.8,523.5,11.1,B-T0-0-BDL-r001,820.8 -> 523.5,738.8,710.8,668.8,,
TG,[TG(48:3)]_FA14:0,1352.0,818.8,573.5,10.95,B-T0-0-BDL-r001,818.8 -> 573.5,736.8,708.8,666.8,,
TG,[TG(48:3)]_FA16:1,20348.0,818.8,547.5,10.95,B-T0-0-BDL-r001,818.8 -> 547.5,736.8,708.8,666.8,,
TG,[TG(50:3)]_FA14:0,2711.0,846.8,601.5,11.08,B-T0-0-BDL-r001,846.8 -> 601.5,764.8,736.8,694.8,,
TG,[TG(50:3)]_FA16:1,19893.0,846.8,575.5,11.11,B-T0-0-BDL-r001,846.8 -> 575.5,764.8,736.8,694.8,,
TG,[TG(50:3)]_FA18:2,9362.0,846.8,549.5,11.13,B-T0-0-BDL-r001,846.8 -> 549.5,764.8,736.8,694.8,,
TG,[TG(50:4)]_FA14:0,2298.0,844.8,599.5,10.93,B-T0-0-BDL-r001,844.8 -> 599.5,762.8,734.8,692.8,,
TG,[TG(50:4)]_FA18:3,546.0,844.8,549.5,10.98,B-T0-0-BDL-r001,844.8 -> 549.5,762.8,734.8,692.8,,
TG,[TG(52:4)]_FA16:1,3648.0,872.8,601.5,11.12,B-T0-0-BDL-r001,872.8 -> 601.5,790.8,762.8,720.8,,
TG,[TG(52:4)]_FA18:2,49107.0,872.8,575.5,11.11,B-T0-0-BDL-r001,872.8 -> 575.5,790.8,762.8,720.8,,
TG,[TG(52:4)]_FA18:3,1495.0,872.8,577.5,11.12,B-T0-0-BDL-r001,872.8 -> 577.5,790.8,762.8,720.8,,
TG,[TG(52:5)]_FA18:3,900.0,870.8,575.5,10.98,B-T0-0-BDL-r001,870.8 -> 575.5,788.8,760.8,718.8,,
TG,[TG(54:5)]_FA18:3,1397.0,898.8,603.5,11.13,B-T0-0-BDL-r001,898.8 -> 603.5,816.8,788.8,746.8,,
TG,[TG(54:6)]_FA18:3,2118.0,896.8,601.5,10.98,B-T0-0-BDL-r001,896.8 -> 601.5,814.8,786.8,744.8,,
