IDs,Names,Lipid,Transition,Class
"LMGL03010926, LMGL03010836, LMGL03010917, LMGL03010922, LMGL03010736, LMGL03010728, LMGL03010743, LMGL03015840, LMGL03015858","TG(16:1(9Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/18:3(9Z,12Z,15Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))[iso3], TG(16:1(9Z)/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:1(9Z)/18:3(6Z,9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))[iso6]",[TG(56:7)|TG(55:0)]_FA16:1,922.9 -> 651.6,TG
"LMGL03010672, LMGL03010679, LMGL03010850, LMGL03010912, LMGL03010846, LMGL03010767, LMGL03015839, LMGL03015857, LMGL03010665","TG(16:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/20:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:1(9Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/18:3(9Z,12Z,15Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:3(6Z,9Z,12Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:1(11Z))[iso6], TG(16:1(9Z)/20:2(11Z,14Z)/20:3(8Z,11Z,14Z))[iso6]",[TG(56:6)]_FA16:1,924.8 -> 653.5,TG
"LMGL03010597, LMGL03010762, LMGL03010841, LMGL03010701, LMGL03010776, LMGL03015838, LMGL03015846, LMGL03015856, LMGL03010604, LMGL03010611","TG(16:1(9Z)/20:2(11Z,14Z)/20:2(11Z,14Z))[iso3], TG(16:1(9Z)/18:3(9Z,12Z,15Z)/22:1(13Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/18:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:3(6Z,9Z,12Z)/22:1(11Z))[iso6], TG(16:1(9Z)/18:3(9Z,12Z,15Z)/22:1(11Z))[iso6], TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:0)[iso6], TG(16:1(9Z)/20:1(11Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6]",[TG(57:12)|TG(56:5)]_FA16:1,926.8 -> 655.5,TG
"LMGL03010540, LMGL03010696, LMGL03010691, LMGL03010772, LMGL03015825, LMGL03015837, LMGL03010547, LMGL03010637","TG(16:1(9Z)/20:1(11Z)/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:1(13Z))[iso6], TG(16:1(9Z)/18:3(9Z,12Z,15Z)/22:0)[iso6], TG(16:1(9Z)/18:1(9Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:1(11Z))[iso6], TG(16:1(9Z)/18:3(6Z,9Z,12Z)/22:0)[iso6], TG(16:1(9Z)/20:0/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:0/22:3(10Z,13Z,16Z))[iso6]",[TG(57:11)|TG(56:4)]_FA16:1,928.8 -> 657.5,TG
"LMGL03010486, LMGL03010705, LMGL03010479, LMGL03015821, LMGL03010628, LMGL03010633","TG(16:1(9Z)/20:0/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/18:0/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/20:1(11Z)/20:1(11Z))[iso3], TG(16:1(9Z)/18:1(9Z)/22:1(11Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:0)[iso6], TG(16:1(9Z)/18:1(9Z)/22:1(13Z))[iso6]",[TG(57:10)|TG(56:3)]_FA16:1,930.8 -> 659.5,TG
"LMGL03010569, LMGL03010430, LMGL03015817, LMGL03015871, LMGL03010573","TG(16:1(9Z)/18:1(9Z)/22:0)[iso6], TG(16:1(9Z)/20:0/20:1(11Z))[iso6], TG(16:1(9Z)/18:0/22:1(11Z))[iso6], TG(16:1(9Z)/19:1(9Z)/21:0)[iso6], TG(16:1(9Z)/18:0/22:1(13Z))[iso6]",[TG(57:9)|TG(56:2)]_FA16:1,932.9 -> 661.6,TG
"LMGL03015878, LMGL03010685, LMGL03010512, LMGL03010378","TG(16:1(9Z)/19:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/19:0/21:0)[iso6], TG(16:1(9Z)/18:0/22:0)[iso6], TG(16:1(9Z)/20:0/20:0)[iso3]",[TG(57:8)|TG(56:1)]_FA16:1,934.9 -> 663.6,TG
"LMGL03011521, LMGL03011530, LMGL03011538, LMGL03010886, LMGL03010984, LMGL03015873","TG(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/20:3(8Z,11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/20:2(11Z,14Z)/21:0)[iso6], TG(16:1(9Z)/19:0/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/19:1(9Z)/22:1(11Z))[iso6]",[TG(58:10)|TG(57:3)]_FA16:1,944.9 -> 673.6,TG
"LMGL03011462, LMGL03011352, LMGL03011454, LMGL03011446, LMGL03010830, LMGL03010817, LMGL03015864, LMGL03015872","TG(16:1(9Z)/20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/20:3(8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/19:0/22:1(13Z))[iso6], TG(16:1(9Z)/20:1(11Z)/21:0)[iso6], TG(16:1(9Z)/19:0/22:1(11Z))[iso6], TG(16:1(9Z)/19:1(9Z)/22:0)[iso6]",[TG(58:9)|TG(57:2)]_FA16:1,946.9 -> 675.6,TG
"LMGL03011277, LMGL03011437, LMGL03011377, LMGL03011384, LMGL03011369, LMGL03010750, LMGL03010756","TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/20:2(11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/20:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/20:3(8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/20:0/21:0)[iso6], TG(16:1(9Z)/19:0/22:0)[iso6]",[TG(58:8)|TG(57:1)]_FA16:1,948.9 -> 677.6,TG
"LMGL03011268, LMGL03011293, LMGL03015884, LMGL03011201, LMGL03011361, LMGL03011300, LMGL03011307","TG(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(13Z))[iso6], TG(16:1(9Z)/20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(11Z))[iso6], TG(16:1(9Z)/20:3(8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(58:7)|TG(57:0)]_FA16:1,950.9 -> 679.6,TG
"LMGL03011184, LMGL03011223, LMGL03011285, LMGL03011126, LMGL03011216, LMGL03015883, LMGL03011193","TG(16:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:0)[iso6], TG(16:1(9Z)/20:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/20:3(8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/20:2(11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/20:1(11Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:1(13Z))[iso6]",[TG(59:13)|TG(58:6)]_FA16:1,952.8 -> 681.5,TG
"LMGL03011110, LMGL03011118, LMGL03011209, LMGL03015882, LMGL03011140, LMGL03011051","TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6], TG(16:1(9Z)/20:3(8Z,11Z,14Z)/22:1(13Z))[iso6], TG(16:1(9Z)/20:2(11Z,14Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/20:3(8Z,11Z,14Z)/22:1(11Z))[iso6], TG(16:1(9Z)/20:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/20:1(11Z)/22:3(10Z,13Z,16Z))[iso6]",[TG(59:12)|TG(58:5)]_FA16:1,954.8 -> 683.5,TG
"LMGL03010978, LMGL03011036, LMGL03015881, LMGL03011133, LMGL03011044","TG(16:1(9Z)/20:0/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/20:3(8Z,11Z,14Z)/22:0)[iso6], TG(16:1(9Z)/20:2(11Z,14Z)/22:1(11Z))[iso6], TG(16:1(9Z)/20:1(11Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/20:2(11Z,14Z)/22:1(13Z))[iso6]",[TG(59:11)|TG(58:4)]_FA16:1,956.9 -> 685.6,TG
"LMGL03010964, LMGL03011058, LMGL03010971, LMGL03015880","TG(16:1(9Z)/20:2(11Z,14Z)/22:0)[iso6], TG(16:1(9Z)/20:0/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/20:1(11Z)/22:1(13Z))[iso6], TG(16:1(9Z)/20:1(11Z)/22:1(11Z))[iso6]",[TG(59:10)|TG(58:3)]_FA16:1,958.9 -> 687.6,TG
"LMGL03010893, LMGL03015879, LMGL03010900","TG(16:1(9Z)/20:1(11Z)/22:0)[iso6], TG(16:1(9Z)/20:0/22:1(11Z))[iso6], TG(16:1(9Z)/20:0/22:1(13Z))[iso6]",[TG(59:9)|TG(58:2)]_FA16:1,960.9 -> 689.6,TG
"LMGL03010824, LMGL03011175","TG(16:1(9Z)/20:0/22:0)[iso6], TG(16:1(9Z)/21:0/21:0)[iso3]",[TG(60:15)|TG(59:8)|TG(58:1)]_FA16:1,962.9 -> 691.6,TG
"LMGL03012143, LMGL03011596","TG(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/21:0/22:4(7Z,10Z,13Z,16Z))[iso6]",[TG(60:12)|TG(59:5)]_FA16:1,968.9 -> 697.6,TG
"LMGL03012075, LMGL03012087, LMGL03011428","TG(16:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3], TG(16:1(9Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/21:0/22:3(10Z,13Z,16Z))[iso6]",[TG(60:11)|TG(59:4)]_FA16:1,970.9 -> 699.6,TG
"LMGL03012016, LMGL03011965, LMGL03011512","TG(16:1(9Z)/22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/22:3(10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/21:0/22:2(13Z,16Z))[iso6]",[TG(60:10)|TG(59:3)]_FA16:1,972.9 -> 701.6,TG
"LMGL03011942, LMGL03012028, LMGL03011889, LMGL03011343, LMGL03015885","TG(16:1(9Z)/22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso3], TG(16:1(9Z)/22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/22:3(10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/21:0/22:1(13Z))[iso6], TG(16:1(9Z)/21:0/22:1(11Z))[iso6]",[TG(60:9)|TG(59:2)]_FA16:1,974.9 -> 703.6,TG
"LMGL03011900, LMGL03011954, LMGL03011810, LMGL03015891, LMGL03011259","TG(16:1(9Z)/22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/22:2(13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/22:3(10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/22:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/21:0/22:0)[iso6]",[TG(60:8)|TG(59:1)]_FA16:1,976.9 -> 705.6,TG
"LMGL03011821, LMGL03011878, LMGL03015890, LMGL03011831, LMGL03011648","TG(16:1(9Z)/22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/22:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/22:3(10Z,13Z,16Z)/22:3(10Z,13Z,16Z))[iso3]",[TG(61:14)|TG(60:7)|TG(59:0)]_FA16:1,978.9 -> 707.6,TG
"LMGL03011730, LMGL03015889, LMGL03015892, LMGL03011741, LMGL03011751","TG(16:1(9Z)/22:3(10Z,13Z,16Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/22:1(11Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/22:2(13Z,16Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/22:1(13Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/22:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(61:13)|TG(60:6)]_FA16:1,980.9 -> 709.6,TG
"LMGL03011669, LMGL03011576, LMGL03015888, LMGL03011799","TG(16:1(9Z)/22:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/22:1(13Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/22:1(11Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/22:2(13Z,16Z)/22:2(13Z,16Z))[iso3]",[TG(61:12)|TG(60:5)]_FA16:1,982.9 -> 711.6,TG
"LMGL03015887, LMGL03011502, LMGL03011659","TG(16:1(9Z)/22:1(11Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/22:0/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/22:1(13Z)/22:2(13Z,16Z))[iso6]",[TG(61:11)|TG(60:4)]_FA16:1,984.9 -> 713.6,TG
"LMGL03011492, LMGL03011586, LMGL03012996","TG(16:1(9Z)/22:1(13Z)/22:1(13Z))[iso3], TG(16:1(9Z)/22:0/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/22:1(11Z)/22:1(11Z))[iso3]",[TG(61:10)|TG(60:3)]_FA16:1,986.9 -> 715.6,TG
"LMGL03015886, LMGL03011418","TG(16:1(9Z)/22:0/22:1(11Z))[iso6], TG(16:1(9Z)/22:0/22:1(13Z))[iso6]",[TG(62:16)|TG(61:9)|TG(60:2)]_FA16:1,988.9 -> 717.6,TG
LMGL03011333,TG(16:1(9Z)/22:0/22:0)[iso3],[TG(62:15)|TG(61:8)|TG(60:1)]_FA16:1,990.9 -> 719.6,TG
,,[TG(62:14)|TG(61:7)|TG(60:0)]_FA16:1,993.0 -> 721.7,TG
,,[TG(62:13)|TG(61:6)]_FA16:1,994.9 -> 723.6,TG
,,[TG(62:12)|TG(61:5)]_FA16:1,996.9 -> 725.6,TG
,,[TG(62:11)|TG(61:4)]_FA16:1,998.9 -> 727.6,TG
,,[TG(62:10)|TG(61:3)]_FA16:1,1000.9 -> 729.6,TG
,,[TG(62:9)|TG(61:2)]_FA16:1,1002.9 -> 731.6,TG
,,[TG(62:8)|TG(61:1)]_FA16:1,1005.0 -> 733.7,TG
,,[TG(62:7)|TG(61:0)]_FA16:1,1007.0 -> 735.7,TG
,,[TG(63:13)|TG(62:6)]_FA16:1,1008.9 -> 737.6,TG
,,[TG(63:12)|TG(62:5)]_FA16:1,1010.9 -> 739.6,TG
,,[TG(63:11)|TG(62:4)]_FA16:1,1012.9 -> 741.6,TG
,,[TG(64:17)|TG(63:10)|TG(62:3)]_FA16:1,1014.9 -> 743.6,TG
,,[TG(64:16)|TG(63:9)|TG(62:2)]_FA16:1,1017.0 -> 745.7,TG
,,[TG(64:15)|TG(63:8)|TG(62:1)]_FA16:1,1019.0 -> 747.7,TG
,,[TG(64:14)|TG(63:7)|TG(62:0)]_FA16:1,1021.0 -> 749.7,TG
,,[TG(64:13)|TG(63:6)]_FA16:1,1022.9 -> 751.6,TG
,,[TG(64:12)|TG(63:5)]_FA16:1,1024.9 -> 753.6,TG
,,[TG(64:11)|TG(63:4)]_FA16:1,1026.9 -> 755.6,TG
,,[TG(64:10)|TG(63:3)]_FA16:1,1029.0 -> 757.7,TG
,,[TG(64:9)|TG(63:2)]_FA16:1,1031.0 -> 759.7,TG
,,[TG(64:8)|TG(63:1)]_FA16:1,1033.0 -> 761.7,TG
,,[TG(64:7)|TG(63:0)]_FA16:1,1035.0 -> 763.7,TG
,,[TG(64:6)]_FA16:1,1036.9 -> 765.6,TG
,,[TG(65:12)|TG(64:5)]_FA16:1,1038.9 -> 767.6,TG
,,[TG(66:18)|TG(65:11)|TG(64:4)]_FA16:1,1041.0 -> 769.7,TG
,,[TG(66:17)|TG(65:10)|TG(64:3)]_FA16:1,1043.0 -> 771.7,TG
,,[TG(66:16)|TG(65:9)|TG(64:2)]_FA16:1,1045.0 -> 773.7,TG
,,[TG(66:15)|TG(65:8)|TG(64:1)]_FA16:1,1047.0 -> 775.7,TG
,,[TG(66:14)|TG(65:7)|TG(64:0)]_FA16:1,1049.0 -> 777.7,TG
,,[TG(66:13)|TG(65:6)]_FA16:1,1050.9 -> 779.6,TG
,,[TG(66:12)|TG(65:5)]_FA16:1,1053.0 -> 781.7,TG
,,[TG(66:11)|TG(65:4)]_FA16:1,1055.0 -> 783.7,TG
,,[TG(66:10)|TG(65:3)]_FA16:1,1057.0 -> 785.7,TG
,,[TG(66:9)|TG(65:2)]_FA16:1,1059.0 -> 787.7,TG
,,[TG(66:8)|TG(65:1)]_FA16:1,1061.0 -> 789.7,TG
,,[TG(66:7)]_FA16:1,1062.9 -> 791.6,TG
,,[TG(66:6)]_FA16:1,1065.0 -> 793.7,TG
,,[TG(66:5)]_FA16:1,1067.0 -> 795.7,TG
,,[TG(66:4)]_FA16:1,1069.0 -> 797.7,TG
,,[TG(66:3)]_FA16:1,1071.0 -> 799.7,TG
,,[TG(66:2)]_FA16:1,1073.0 -> 801.7,TG
,,[TG(66:1)]_FA16:1,1075.0 -> 803.7,TG
,,[TG(37:0)]_FA18:0,670.6 -> 369.3,TG
,,[TG(38:1)]_FA18:0 | DG(40:8)|DG(39:1)_C18:0,682.6 -> 381.3,TG
,,[TG(38:0)]_FA18:0,684.6 -> 383.3,TG
,,[TG(39:1)]_FA18:0,696.6 -> 395.3,TG
,,[TG(39:0)]_FA18:0,698.6 -> 397.3,TG
,,[TG(40:2)]_FA18:0,708.6 -> 407.3,TG
,,[TG(40:1)]_FA18:0,710.6 -> 409.3,TG
,,[TG(40:0)]_FA18:0,712.6 -> 411.3,TG
,,[TG(41:2)]_FA18:0,722.6 -> 421.3,TG
,,[TG(41:1)]_FA18:0,724.6 -> 423.3,TG
,,[TG(41:0)]_FA18:0 | DG(42:0)_C18:0,726.7 -> 425.4,TG
,,[TG(42:4)]_FA18:0,732.6 -> 431.3,TG
,,[TG(42:3)]_FA18:0,734.6 -> 433.3,TG
,,[TG(42:2)]_FA18:0,736.6 -> 435.3,TG
,,[TG(42:1)]_FA18:0 | DG(44:8)|DG(43:1)_C18:0,738.7 -> 437.4,TG
,,[TG(42:0)]_FA18:0 | DG(44:7)|DG(43:0)_C18:0,740.7 -> 439.4,TG
,,[TG(43:4)]_FA18:0,746.6 -> 445.3,TG
,,[TG(43:3)]_FA18:0,748.6 -> 447.3,TG
,,[TG(43:2)]_FA18:0 | DG(44:2)_C18:0,750.7 -> 449.4,TG
,,[TG(43:1)]_FA18:0 | DG(44:1)_C18:0,752.7 -> 451.4,TG
,,[TG(43:0)]_FA18:0 | DG(44:0)_C18:0,754.7 -> 453.4,TG
,,[TG(44:5)]_FA18:0,758.6 -> 457.3,TG
,,[TG(44:4)]_FA18:0,760.6 -> 459.3,TG
,,[TG(44:3)]_FA18:0,762.7 -> 461.4,TG
,,[TG(44:2)]_FA18:0,764.7 -> 463.4,TG
,,[TG(45:5)]_FA18:0,772.6 -> 471.3,TG
,,[TG(45:4)]_FA18:0,774.7 -> 473.4,TG
,,[TG(45:3)]_FA18:0,776.7 -> 475.4,TG
,,[TG(45:2)]_FA18:0,778.7 -> 477.4,TG
,,[TG(46:6)]_FA18:0,784.6 -> 483.3,TG
,,[TG(46:5)]_FA18:0,786.7 -> 485.4,TG
,,[TG(46:4)]_FA18:0,788.7 -> 487.4,TG
,,[TG(46:3)]_FA18:0,790.7 -> 489.4,TG
,,[TG(47:6)]_FA18:0,798.7 -> 497.4,TG
,,[TG(47:5)]_FA18:0,800.7 -> 499.4,TG
,,[TG(47:4)]_FA18:0,802.7 -> 501.4,TG
,,[TG(47:3)]_FA18:0,804.7 -> 503.4,TG
,,[TG(48:6)]_FA18:0,812.7 -> 511.4,TG
,,[TG(48:5)]_FA18:0,814.7 -> 513.4,TG
"LMGL03013443, LMGL03013444","TG(12:0/18:0/18:3(6Z,9Z,12Z))[iso6], TG(12:0/18:0/18:3(9Z,12Z,15Z))[iso6]",[TG(48:3)]_FA18:0,818.7 -> 517.4,TG
"LMGL03014656, LMGL03013442, LMGL03012932, LMGL03013884","TG(14:1(9Z)/16:1(9Z)/18:0)[iso6], TG(12:0/18:0/18:2(9Z,12Z))[iso6], TG(15:1(9Z)/15:1(9Z)/18:0)[iso3], TG(13:0/17:2(9Z,12Z)/18:0)[iso6]",[TG(48:2)]_FA18:0,820.7 -> 519.4,TG
"LMGL03014250, LMGL03014631, LMGL03013862, LMGL03014983, LMGL03013441","TG(14:0/16:1(9Z)/18:0)[iso6], TG(14:1(9Z)/16:0/18:0)[iso6], TG(13:0/17:1(9Z)/18:0)[iso6], TG(15:0/15:1(9Z)/18:0)[iso6], TG(12:0/18:0/18:1(9Z))[iso6]",[TG(49:8)|TG(48:1)]_FA18:0,822.8 -> 521.5,TG
"LMGL03014225, LMGL03012669, LMGL03013839, LMGL03012877","TG(14:0/16:0/18:0)[iso6], TG(12:0/18:0/18:0)[iso3], TG(13:0/17:0/18:0)[iso6], TG(15:0/15:0/18:0)[iso3]",[TG(49:7)|TG(48:0)]_FA18:0,824.8 -> 523.5,TG
,,[TG(49:6)]_FA18:0,826.7 -> 525.4,TG
,,[TG(49:5)]_FA18:0,828.7 -> 527.4,TG
,,[TG(50:6)]_FA18:0,840.7 -> 539.4,TG
"LMGL03014345, LMGL03013452, LMGL03014749, LMGL03014750","TG(14:0/18:0/18:4(6Z,9Z,12Z,15Z))[iso6], TG(12:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:1(9Z)/18:0/18:3(6Z,9Z,12Z))[iso6], TG(14:1(9Z)/18:0/18:3(9Z,12Z,15Z))[iso6]",[TG(50:4)]_FA18:0,844.7 -> 543.4,TG
"LMGL03014344, LMGL03014343, LMGL03014748, LMGL03015454, LMGL03013451","TG(14:0/18:0/18:3(9Z,12Z,15Z))[iso6], TG(14:0/18:0/18:3(6Z,9Z,12Z))[iso6], TG(14:1(9Z)/18:0/18:2(9Z,12Z))[iso6], TG(15:1(9Z)/17:2(9Z,12Z)/18:0)[iso6], TG(12:0/18:0/20:3(8Z,11Z,14Z))[iso6]",[TG(50:3)]_FA18:0,846.8 -> 545.5,TG
"LMGL03013450, LMGL03010042, LMGL03014747, LMGL03015103, LMGL03015432, LMGL03014342","TG(12:0/18:0/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/16:1(9Z)/18:0)[iso3], TG(14:1(9Z)/18:0/18:1(9Z))[iso6], TG(15:0/17:2(9Z,12Z)/18:0)[iso6], TG(15:1(9Z)/17:1(9Z)/18:0)[iso6], TG(14:0/18:0/18:2(9Z,12Z))[iso6]",[TG(51:9)|TG(50:2)]_FA18:0,848.8 -> 547.5,TG
"LMGL03013912, LMGL03015081, LMGL03015409, LMGL03012849, LMGL03010036, LMGL03013449, LMGL03014341","TG(13:0/18:0/19:1(9Z))[iso6], TG(15:0/17:1(9Z)/18:0)[iso6], TG(15:1(9Z)/17:0/18:0)[iso6], TG(14:1(9Z)/18:0/18:0)[iso3], TG(16:0/16:1(9Z)/18:0)[iso6], TG(12:0/18:0/20:1(11Z))[iso6], TG(14:0/18:0/18:1(9Z))[iso6]",[TG(51:8)|TG(50:1)]_FA18:0,850.8 -> 549.5,TG
,,[TG(51:6)]_FA18:0,854.7 -> 553.4,TG
"LMGL03013461, LMGL03014759","TG(12:0/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:1(9Z)/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",[TG(52:6)]_FA18:0,868.7 -> 567.4,TG
"LMGL03014758, LMGL03015815, LMGL03014353, LMGL03013460","TG(14:1(9Z)/18:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:0/18:4(6Z,9Z,12Z,15Z))[iso6], TG(14:0/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(12:0/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(52:5)]_FA18:0,870.8 -> 569.5,TG
