lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,Transition,type,AK0161-1x_p1-b2,AK0170-1x_p1-b4,AK0139-1x_p1-b6,AK0200-1x_p1-b8,AK0202-2x_p1-c5,AK0204-1x_p1-c1,AK0174-1x_p1-b1,AK0145-1x_p1-b3,AK0175-2x_p1-c3,AK0164-1x_p1-b5,AK0141-1x_p1-b9,Blank-1x_p1 -a2
Lyso_PS(17:1),-0.04606055906885383,8.556505088323158,0.023947562865942018,0.8770184095174787,0.9995784849370064,6,5,H KO,H WT,510.2754 -> 325.2754,PS,604485.59246777,457764.572509749,612701.251525951,575855.03479104,413507.312438547,518304.69311525,536524.797668555,370607.527893182,358568.82971196,716325.03857422,838660.91210936,46546.18359376
Lyso_PS(17:2),-0.0315504166079449,8.836780932662974,0.011232890522478556,0.9155939902887755,0.9995784849370064,6,5,H KO,H WT,508.2597 -> 323.2597,PS,780882.53845222,572480.93420371,689441.50915641,682391.0377192,479773.41980041,610642.61706551,656902.39746133,471170.18737747,434757.15710458,814512.23828119,949945.9416499,70314.665466308
Lyso_PS(18:0),-0.15483064491867973,8.247266213331217,0.27109285432379693,0.6025996168481884,0.9995784849370064,6,5,H KO,H WT,526.3067 -> 341.3067,PS,438761.87915057,282816.59924306,453115.2119141,385887.31176753,294981.29724123,356352.08239746,366460.26770017,251999.17687981,321060.78112797,503114.54199221,651838.52099616,90023.58618167
Lyso_PS(18:1),0.02500275675640283,8.166329384757308,0.007045969642376804,0.9331039183090017,0.9995784849370064,6,5,H KO,H WT,524.291 -> 339.291,PS,475528.71551515,349185.588256801,443651.417602485,429010.11682134,298103.024536157,395147.030334454,385913.83032225,292477.900329612,276891.54052733,476332.575073788,561022.2825927,53839.404052709
Lyso_PS(18:2),0.04554224062681524,8.144483701369634,0.023366521977280286,0.8785077973224334,0.9995784849370064,6,5,H KO,H WT,522.2754 -> 337.2754,PS,481084.052246045,359854.740600547,438895.153198186,446639.365783625,288482.195190465,408433.46789545,420446.930236794,310476.285217288,253544.336242699,457856.292359396,551479.623412641,44405.802917463
Lyso_PS(18:3),0.043596572763675026,8.29542527676445,0.021413630206239986,0.8836577518406086,0.9995784849370064,6,5,H KO,H WT,520.2597 -> 335.2597,PS,524822.9809576,419083.19354242,500481.05895941,494684.43859818,302915.960449211,487284.17028762,485539.48583933,341623.42480472,267604.438903811,499219.915404776,664423.801879964,43609.44326781
Lyso_PS(18:4),0.05775829497630627,9.060114900547433,0.03757305978797376,0.8463029546753802,0.9995784849370064,6,5,H KO,H WT,518.2441 -> 333.2441,PS,921213.420227092,980625.159851055,907544.929382259,954453.645568858,257701.461608936,912750.23571771,939606.633056647,807557.528869562,241335.797668409,1060667.42669685,949160.877258267,45608.603393552
Lyso_PS(19:0),0.056453132195807776,8.021673669751934,0.03589442833947487,0.8497336744463678,0.9995784849370064,6,5,H KO,H WT,540.3223 -> 355.3223,PS,309416.98315428,234416.19726567,281896.97998053,275406.82104486,204500.475646951,255756.19531259,252878.87316889,211703.71618656,186196.95373537,283030.55957023,333677.66906742,161312.191894528
Lyso_PS(19:1),0.026472674078501388,7.801289081134741,0.007898476288801248,0.9291825456876167,0.9995784849370064,6,5,H KO,H WT,538.3067 -> 353.3067,PS,352637.08886712,251387.7803954,321987.881347538,328699.05847158,216099.352478025,307809.56250004,309075.80139171,252249.335449082,192292.97839349,327592.04101557,396154.04809573,57070.563964826
Lyso_PS(20:0),0.058353113151797247,7.457972251242543,0.03834925683167967,0.844743492008846,0.9995784849370064,6,5,H KO,H WT,554.338 -> 369.338,PS,245124.73364262,195909.73364248,238505.23669444,230978.35327156,157808.16882326,238358.15844725,230253.397399867,189378.53320312,147667.64990226,216125.01806652,271744.59997548,64617.004150427
Lyso_PS(20:1),-0.04170053996824663,8.112540921775016,0.019626589096105818,0.888584987253137,0.9995784849370064,6,5,H KO,H WT,552.3223 -> 367.3223,PS,352967.18286145,282293.84375003,342996.64550778,330129.78613269,251522.57617192,319639.14233397,346093.68383795,281568.90185551,257977.02026374,344624.96337903,388042.4282226,120697.06835936
Lyso_PS(20:2),-0.31069471353465095,7.883290312972826,1.0936169754295406,0.29567119133130026,0.9995784849370064,6,5,H KO,H WT,550.3067 -> 365.3067,PS,334275.204528805,284185.520019528,346964.5246582,317757.34423824,199067.694213786,302011.65734854,349222.265014681,219071.734253014,178229.512328966,335520.963134808,902106.310791005,40446.143005389
Lyso_PS(20:3),-0.06930623195842103,7.726463510706264,0.054241375245510426,0.8158407834911786,0.9995784849370064,6,5,H KO,H WT,548.291 -> 363.291,PS,318388.923706187,258719.078186062,328750.865173313,306493.419677648,186409.214721659,304481.978759782,321871.680725085,217188.298034848,170306.391418385,322009.146057219,509101.50018316,43271.763183612
Lyso_PS(20:4),0.12231660193754272,7.200957024645064,0.16823492504499882,0.6816852733077643,0.9995784849370064,6,5,H KO,H WT,546.2754 -> 361.2754,PS,235663.415771501,174308.409240814,220929.018188402,239379.778137306,130660.027771002,230840.638244658,212694.095764123,158459.411560014,121562.327850345,198630.573913644,260539.918823168,35198.262695306
Lyso_PS(20:5),0.029951330364515635,7.059751029194696,0.010109571633165615,0.9199105748921,0.9995784849370064,6,5,H KO,H WT,544.2597 -> 359.2597,PS,156420.23303229,141452.24890133,144388.409668041,157941.95153819,118210.74890141,138912.80896006,140383.64978041,155882.79077151,104989.64770513,135690.89086915,169998.09289545,70418.52490233
Lyso_PS(21:0),0.04833673984959124,7.337190857909067,0.02631981289596297,0.8711217267366501,0.9995784849370064,6,5,H KO,H WT,568.3536 -> 383.3536,PS,227640.81311029,185092.51159668,222517.976318368,215027.25744627,156606.65039054,209016.37536632,215679.03955082,182351.75353994,150182.210510295,198269.63635258,237464.93774413,55159.063964839
Lyso_PS(22:0,0.08874456864595062,7.779696796725039,0.08863398895869068,0.7659209916995007,0.9995784849370064,6,5,H KO,H WT,582.3693 -> 397.3693,PS,267493.36132817,222340.29357917,309150.29956056,285706.85766603,198397.87280269,339780.48083493,293180.36120614,221343.55261232,179359.09265136,245411.21716312,346596.58483887,85588.80590818
Lyso_PS(22:1),0.019609593421882933,7.445319804822847,0.004334580920939857,0.9475071730089678,0.9995784849370064,6,5,H KO,H WT,580.3536 -> 395.3536,PS,259571.352111849,208517.553527804,269892.481994665,265791.978149437,168389.0349732,257190.217895564,249145.478515624,190713.373229951,156716.332336382,269929.658752271,326558.282226468,37010.662658694
Lyso_PS(22:2),-0.04733870023140697,7.84394974335223,0.025295389288203296,0.8736332287830127,0.9995784849370064,6,5,H KO,H WT,578.338 -> 393.338,PS,349703.848815974,273185.760925226,371678.567871172,330785.806091258,218165.736511213,335862.349853589,374830.527160167,293103.612976223,208751.589660645,344763.044250599,414929.624083945,42538.122680661
Lyso_PS(22:4),0.016699104657831126,7.280055160653228,0.0031435465850790933,0.9552881621098404,0.9995784849370064,6,5,H KO,H WT,574.3067 -> 389.3067,PS,215962.53533937,180810.33227544,202770.29467778,210464.01489257,146965.451416022,189218.45678722,200939.691894549,171925.4921875,131205.868530201,191065.691528387,267623.15686035,55004.083740236
Lyso_PS(22:6),0.0990574872269948,7.2947053903276755,0.11040166090992898,0.739687313197541,0.9995784849370064,6,5,H KO,H WT,570.2754 -> 385.2754,PS,202565.97412098,166383.49108895,221691.67565928,208293.714294405,156127.17150887,248914.01818847,208169.972961368,184499.4719848,142812.390380786,183466.67114255,218498.77673335,52954.304016114
Lyso_Sphinganine-1-phosphocholine,0.014764799902036671,7.952556794379925,0.0024576245614298386,0.9604615198444367,0.9995784849370064,6,5,H KO,H WT,467.3536 -> 184.1,SM,494736.24157715,389087.36279294,92287.126220695,439625.57421879,279254.62072746,370351.10961903,398684.839294448,370613.06481928,230537.794189579,340533.08959956,386840.9287719,41027.84265135
Lyso_Sphingosine-1-phosphocholine,0.019270635960448722,8.000413357786035,0.00418610853375867,0.9484127487835166,0.9995784849370064,6,5,H KO,H WT,465.3379 -> 184.1,SM,503164.417603031,417398.0023194,97922.786254827,446027.76086426,290163.999267,403258.43139597,400177.633178782,402099.78393544,245500.176635783,353933.942993715,392780.17291249,38499.722686789
O-(11-carboxyundecanoyl)carnitine,0.12732885692901805,10.466528111539505,0.1822886658628704,0.6694137302822193,0.9995784849370064,6,5,H KO,H WT,374.2 -> 85.1,AC,1428583.45159881,1602066.45568851,2261819.78491211,1937152.88549797,1786530.94250547,3834011.32324236,2268846.51440425,1822466.52508539,2011933.03271484,1826984.27716058,1528584.90112308,126964.789161658
O-(13-carboxytridecanoyl)carnitine,0.26938552675706046,10.153540551014549,0.8126064712414518,0.3673507670606703,0.9995784849370064,6,5,H KO,H WT,402.3 -> 85.1,AC,1308543.54498348,1237676.92700144,1673617.69494606,1662664.67291252,1354481.62805174,3354728.34082003,1586362.50341815,1531802.43682868,1309095.47357199,1303397.83520504,1416056.59436045,148203.689678112
O-(17-carboxyheptadecanoyl)carnitine,0.29024938624519797,10.21202243761575,0.9427257865027059,0.3315778236224819,0.9995784849370064,6,5,H KO,H WT,458.3 -> 85.1,AC,1228290.78247085,1194125.82385305,1797572.37939372,1580914.30810567,1297134.1575928,3083917.25488282,1404002.06640524,1252655.94165112,1360204.2805178,1400390.73864802,1302763.05419969,309643.522380709
O-arachidonoylcarnitine,0.3064031070589441,10.06920294958111,1.0500264234506176,0.305501001382601,0.9995784849370064,6,5,H KO,H WT,448.3 -> 85.1,AC,1132724.98632798,1084012.91284178,1410469.41430776,1524423.5195312,1176927.62988282,2899776.79980459,1206460.60656787,1139910.06469735,1209762.47265615,1279831.38891619,1193630.88720706,287038.379882932
O-behenoylcarnitine,0.3336936326660807,9.634826168399151,1.2442653845064342,0.26465059092952853,0.9995784849370064,6,5,H KO,H WT,484.4 -> 85.1,AC,969829.052288012,898197.442016137,1113043.64434771,1107800.99228674,926988.416335902,2254128.33450292,1009516.47199305,953468.646235984,871212.120895141,928811.400452242,929776.343711818,145849.710117322
"O-oleoylcarnitine, Elaidic carnitine",0.27219603873010795,11.742016044069196,0.829580117831938,0.36239397040515925,0.9995784849370064,6,5,H KO,H WT,426.4 -> 85.1,AC,3328591.17089831,3426781.98046822,4414064.37377986,4009535.62280295,4407352.1142573,8433699.8320312,3531222.87255982,3214902.05761654,4466181.60717713,3751924.93872138,3820394.43456998,1027604.65343086
"O-palmitoleoylcarnitine, trans-Hexadec-2-enoyl carnitine",0.30282756267024796,9.932922459237309,1.0257833422219846,0.3111511010719993,0.9995784849370064,6,5,H KO,H WT,398.3 -> 85.1,AC,1070480.32513424,1132329.75360102,1531898.83813484,1408913.81256102,1121014.54028355,2798802.86132821,1433506.92956573,1221715.89501942,1066111.33715872,1100129.71838343,1160456.52038558,147515.651161187
"Palmitoylcarnitine, (5Z)-13-carboxytridec-5-enoylcarnitine",0.323290667184225,10.014020743618778,1.1683064897806617,0.2797494846595184,0.9995784849370064,6,5,H KO,H WT,400.3 -> 85.1,AC,1230395.65405275,1080862.61145034,1628231.85388142,1533981.94134505,1174274.70910647,3045299.38818434,1472217.56195057,1274176.52197254,1116893.86559974,1139458.17529316,1302027.79528807,152993.031028744
PC (30:0),-0.1859740199286328,9.793752458720657,0.39129839740144234,0.531617697440097,0.9995784849370064,6,5,H KO,H WT,706.5 -> 184.1,PC,1300541.32275395,1608766.3220219,438293.13116466,1606754.96142578,1030305.33041385,1358739.18237294,1339226.32916206,1461978.15863045,797878.063110279,1820873.26733351,1814126.28881844,53974.704132077
PC (30:1),-0.17476679145423293,9.803871359468038,0.3455047546303831,0.5566688768953123,0.9995784849370064,6,5,H KO,H WT,704.5 -> 184.1,PC,1335041.59161373,1643705.54376176,488285.642272982,1594631.06835947,1040389.41644295,1359101.37902836,1344290.39770505,1478124.049317,805689.65350351,1860401.32312019,1796422.82092285,46948.343841571
PC (30:2),-0.167431358052215,9.83471821083034,0.31707690458279103,0.5733696364300315,0.9995784849370064,6,5,H KO,H WT,702.5 -> 184.1,PC,1355313.27746534,1692512.31347662,503157.017944302,1635286.06738228,1070662.64343261,1391847.00854495,1364407.55908214,1511108.34851062,817809.316894508,1896992.58703613,1847991.18347157,45792.622680673
PC (32:0),-0.37883915486876213,10.244815158778717,1.626787306224287,0.20214798569868245,0.9995784849370064,6,5,H KO,H WT,734.6 -> 184.1,PC,1517259.93804929,1711808.30297853,732898.86889646,2036627.25708,1470933.67785626,2094068.12475569,1598458.13110339,2016260.30090327,1740062.19360351,2634014.70178271,2509481.66430668,31963.282348632
PC (32:1),-0.36954166808881117,10.23298632628612,1.5478302964984332,0.2134560338969493,0.9995784849370064,6,5,H KO,H WT,732.6 -> 184.1,PC,1505209.52856446,1716691.25415039,765304.06530757,1973187.81640618,1469355.88879388,2086780.56054689,1566100.52966304,1987075.47180185,1716605.91601558,2664439.47082504,2447958.6785889,30584.482391371
PC (32:2),-0.3663517533818328,10.23931345920111,1.521192979926128,0.21743904905763164,0.9995784849370064,6,5,H KO,H WT,730.5 -> 184.1,PC,1506915.3492433,1692060.08459472,815828.89953621,1995818.98950187,1474620.75122078,2097074.42871104,1586910.60589594,2002133.17877198,1713305.45251456,2650151.38488773,2479039.43701182,29463.122344979
PC (32:3),-0.3646540066472726,10.227133395743254,1.5071101282373993,0.219580585268018,0.9995784849370064,6,5,H KO,H WT,728.5 -> 184.1,PC,1523044.1447754,1697626.4278564,794215.17333986,1974368.03832999,1464316.30358888,2044261.40417491,1562166.90216055,1961485.07897949,1696929.3129883,2644561.59582475,2470889.89794933,30471.702331549
PC (32:4),-0.3466005274360174,10.062004641864673,1.3614062156611908,0.24329392077460935,0.9995784849370064,6,5,H KO,H WT,726.5 -> 184.1,PC,1391360.57604932,1548273.76562448,648552.585815548,1792490.54882805,1333772.20202638,1778398.59936477,1377742.5989992,1734827.61706539,1495562.26513669,2354582.85559086,2183405.80468755,30874.522155777
PC (32:5),-0.2766179579722745,10.144077572188406,0.8666212793395971,0.3518923826835261,0.9995784849370064,6,5,H KO,H WT,724.5 -> 184.1,PC,1529845.14837699,1928915.40441955,672532.872436607,2001238.84594714,1349291.89788824,1769673.6257324,1575737.30096386,1810439.63000476,1355193.6573486,2423418.24035643,2429713.39709459,29176.382049552
PC (34:0),-0.5146689772845024,10.673879525562125,3.0037551929017363,0.08307176571802441,0.9995784849370064,6,5,H KO,H WT,762.6 -> 184.1,PC,1874007.82617185,2237009.27929682,1545344.66717522,2508824.7802735,1742564.25183046,2441810.73706065,1848333.73736581,2316965.52386488,3103933.51049814,3831806.57739262,3412272.11291509,35068.682434057
PC (34:1),-0.5144395662630206,10.653183758043472,3.001077520682885,0.08320915905024077,0.9995784849370064,6,5,H KO,H WT,760.6 -> 184.1,PC,1825510.5382079,2280124.730957,1578220.14373794,2436535.99975603,1684037.28198239,2387233.8012695,1816527.26574701,2232294.99169921,3046089.52026369,3874880.12561038,3356473.46398948,32350.022369363
PC (34:2),-0.5482155194204842,10.635567938912429,3.408066341165977,0.0648784287630243,0.9995784849370064,6,5,H KO,H WT,758.6 -> 184.1,PC,1788816.12817381,2176721.75244151,1476708.26885985,2437343.01782244,1661001.51666313,2343700.73559583,1801434.29037475,2238602.07373042,3077183.53417963,3865663.84191946,3283868.40429739,32992.382324218
PC (34:3),-0.46829607589265587,11.147690078324924,2.4866932995082607,0.11481272177115355,0.9995784849370064,6,5,H KO,H WT,756.6 -> 184.1,PC,2581818.17504892,3056995.40747061,2216657.37084961,3458631.74096722,2559073.8306885,3594989.0134277,2659429.40612859,3396790.06494123,3973910.01855511,5301745.16125484,4717834.12902762,36984.242797858
PC (34:4),-0.47214448295276445,11.180987981069894,2.5277538419759367,0.11185934477325948,0.9995784849370064,6,5,H KO,H WT,754.5 -> 184.1,PC,2655644.1966551,3140179.58349603,2291834.27575679,3542419.13793947,2605261.03063973,3625906.32568346,2713587.88543699,3404344.76135259,4145929.71740718,5421924.94885308,4835431.81250014,36301.58251953
PC (34:5),-0.44997958550944167,11.018723417542777,2.2958602117432747,0.1297193260410326,0.9995784849370064,6,5,H KO,H WT,752.5 -> 184.1,PC,2404730.34594716,2865852.12939466,2034516.00939939,3182127.96411093,2350189.86834724,3233253.21142527,2464024.60498097,3052255.83685314,3555999.9938965,4862885.29479939,4317634.76513665,35443.602600087
PC (34:6),-0.31769096341886904,10.483734192225844,1.1435158861386303,0.28491062706785303,0.9995784849370064,6,5,H KO,H WT,750.5 -> 184.1,PC,1739050.45629877,2031327.70605464,1413285.31079098,2354467.65820323,1703578.49133251,2366519.93774426,1802516.47051999,2231996.0772095,2030590.75793463,3159622.33935562,2957384.87609848,30682.862091073
PC (36:0); PCp(38:6),-0.3660770380012725,11.885851271440037,1.5189147171477089,0.2177838027923444,0.9995784849370064,6,5,H KO,H WT,790.6 -> 184.1,PC,4555799.54577635,5993751.31628374,3706556.46459967,6117231.83032225,4115980.38378921,5751660.84643578,4676805.06903015,5629852.46215834,5554424.3581543,8742980.24560497,8162535.66369609,76911.905334473
PC (36:1),-0.3757576831061021,10.867477734533534,1.6004037672137201,0.20584600042133253,0.9995784849370064,6,5,H KO,H WT,788.6 -> 184.1,PC,2256260.32995602,2925789.40808093,1775146.54907222,2967670.86206106,2083379.74157726,2844242.70117149,2306995.02606261,2780812.69238341,2785281.27270513,4320364.38598571,4019139.01342765,37054.98245238
PC (36:2),-0.3861396500233192,10.880176175744655,1.6901638255876605,0.19357937476337983,0.9995784849370064,6,5,H KO,H WT,786.6 -> 184.1,PC,2241661.06323242,2952643.05187975,1834729.28747558,3006861.66503846,2056238.824707,2850627.63403318,2312315.13488767,2829150.67517127,2877041.74377441,4317721.34082024,4037765.53417978,38160.102294932
PC (36:3),-0.4683234157132624,11.161731929529353,2.486983898379548,0.11479152010217542,0.9995784849370064,6,5,H KO,H WT,784.6 -> 184.1,PC,2674692.45800781,3486703.61755368,2156374.14428727,3527060.42626958,2416390.31518562,3386419.7683108,2724407.30517517,3274079.6221924,3908996.02270446,5505027.97644048,4887923.87390138,42623.102722182
