,Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Position,nickname,Sex,Genotype,time point,method_type,Blank Subtraction,IDs,Names
1188,[TG(54:5)]_FA16:0,898.8,625.8,1038142.7815856934,898.8 -> 625.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,1021192.5803070068,"LMGL03010346, LMGL03010351, LMGL03010355, LMGL03010359, LMGL03010470, LMGL03015741, LMGL03015759, LMGL03010469","TG(16:0/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6], TG(16:0/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/16:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso3], TG(16:0/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))[iso6], TG(16:0/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6]"
1189,[TG(54:5)]_FA16:1,898.8,627.8,3148739.7419433594,898.8 -> 627.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,3126940.320465088,"LMGL03010342, LMGL03010347, LMGL03010352, LMGL03010356, LMGL03015831, LMGL03015849, LMGL03010416, LMGL03010469","TG(16:1(9Z)/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6], TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6], TG(16:1(9Z)/16:1(9Z)/22:3(10Z,13Z,16Z))[iso3], TG(16:0/16:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6]"
1190,[TG(54:4)]_FA18:0,900.8,599.8,719987.006439209,900.8 -> 599.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,693013.884841919,"LMGL03010291, LMGL03010315, LMGL03014359, LMGL03014764, LMGL03016142, LMGL03010287, LMGL03010312, LMGL03013022","TG(18:0/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(14:0/18:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(14:1(9Z)/18:0/22:3(10Z,13Z,16Z))[iso6], TG(18:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(18:0/18:2(9Z,12Z)/18:2(9Z,12Z))[iso3], TG(16:1(9Z)/18:0/20:3(8Z,11Z,14Z))[iso6], TG(18:0/18:0/18:4(6Z,9Z,12Z,15Z))[iso3]"
1191,[TG(54:4)]_FA18:1,900.8,601.8,475905.9134521485,900.8 -> 601.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,431627.31005859375,"LMGL03010288, LMGL03010291, LMGL03010308, LMGL03010311, LMGL03014783, LMGL03016142, LMGL03016069, LMGL03014378","TG(18:1(9Z)/18:1(9Z)/18:2(9Z,12Z))[iso3], TG(18:0/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(16:0/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(14:1(9Z)/18:1(9Z)/22:2(13Z,16Z))[iso6], TG(18:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(17:2(9Z,12Z)/18:1(9Z)/19:1(9Z))[iso6], TG(14:0/18:1(9Z)/22:3(10Z,13Z,16Z))[iso6]"
1192,[TG(54:4)]_FA16:0,900.8,627.8,3269927.56350708,900.8 -> 627.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,3248137.9020843506,"LMGL03010302, LMGL03010311, LMGL03010315, LMGL03015758, LMGL03010369, LMGL03015740, LMGL03010418, LMGL03010307","TG(16:0/18:3(9Z,12Z,15Z)/20:1(11Z))[iso6], TG(16:0/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/20:0)[iso6], TG(16:0/16:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/20:1(11Z))[iso6], TG(16:0/16:0/22:4(7Z,10Z,13Z,16Z))[iso3], TG(16:0/18:2(9Z,12Z)/20:2(11Z,14Z))[iso6]"
1193,[TG(54:4)]_FA16:1,900.8,629.8,542953.8045043945,900.8 -> 629.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,525821.4632873535,"LMGL03010298, LMGL03010303, LMGL03010308, LMGL03015830, LMGL03010369, LMGL03010312, LMGL03010468","TG(16:1(9Z)/18:3(9Z,12Z,15Z)/20:0)[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/20:1(11Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/18:3(6Z,9Z,12Z)/20:0)[iso6], TG(16:0/16:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:0/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/16:1(9Z)/22:2(13Z,16Z))[iso3]"
1194,[TG(54:3)]_FA18:0,902.8,601.8,461885.35546875,902.8 -> 601.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,419040.072845459,"LMGL03010256, LMGL03010272, LMGL03014763, LMGL03016065, LMGL03014358, LMGL03013021, LMGL03010275, LMGL03010252","TG(18:0/18:0/18:3(9Z,12Z,15Z))[iso3], TG(16:1(9Z)/18:0/20:2(11Z,14Z))[iso6], TG(14:1(9Z)/18:0/22:2(13Z,16Z))[iso6], TG(17:2(9Z,12Z)/18:0/19:1(9Z))[iso6], TG(14:0/18:0/22:3(10Z,13Z,16Z))[iso6], TG(18:0/18:0/18:3(6Z,9Z,12Z))[iso3], TG(16:0/18:0/20:3(8Z,11Z,14Z))[iso6], TG(18:0/18:1(9Z)/18:2(9Z,12Z))[iso6]"
1195,[TG(54:3)]_FA18:1,902.8,603.8,783026.2296142578,902.8 -> 603.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,655765.7609863281,"LMGL03010295, LMGL03012612, LMGL03012613, LMGL03014782, LMGL03015990, LMGL03014377, LMGL03010271, LMGL03010252, LMGL03010268, LMGL03010250","TG(17:2(9Z,12Z)/18:1(9Z)/19:0)[iso6], TG(18:1(9Z)/18:1(6Z)/18:1(9Z)), TG(18:1(6Z)/18:1(9Z)/18:1(6Z)), TG(14:1(9Z)/18:1(9Z)/22:1(11Z))[iso6], TG(17:1(9Z)/18:1(9Z)/19:1(9Z))[iso6], TG(14:0/18:1(9Z)/22:2(13Z,16Z))[iso6], TG(16:0/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(18:0/18:1(9Z)/18:2(9Z,12Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:1(11Z))[iso6], TG(18:1(9Z)/18:1(9Z)/18:1(9Z))"
1196,[TG(54:3)]_FA16:0,902.8,629.8,559891.4905090332,902.8 -> 629.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,541540.8889465332,"LMGL03010267, LMGL03010326, LMGL03010417, LMGL03015739, LMGL03010275, LMGL03010271, LMGL03010262","TG(16:0/18:2(9Z,12Z)/20:1(11Z))[iso6], TG(16:0/16:0/22:3(10Z,13Z,16Z))[iso3], TG(16:0/16:1(9Z)/22:2(13Z,16Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/20:0)[iso6], TG(16:0/18:0/20:3(8Z,11Z,14Z))[iso6], TG(16:0/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/20:0)[iso6]"
1197,[TG(54:3)]_FA16:1,902.8,631.8,290780.10076904297,902.8 -> 631.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,271284.7193450928,"LMGL03010272, LMGL03012992, LMGL03010417, LMGL03010408, LMGL03010368, LMGL03010268, LMGL03012995, LMGL03010263","TG(16:1(9Z)/18:0/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/16:1(9Z)/22:1(11Z))[iso3], TG(16:0/16:1(9Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/17:2(9Z,12Z)/21:0)[iso6], TG(16:1(9Z)/16:1(9Z)/22:1(13Z))[iso3], TG(16:1(9Z)/18:1(9Z)/20:1(11Z))[iso6], TG(16:1(9Z)/19:1(9Z)/19:1(9Z))[iso3], TG(16:1(9Z)/18:2(9Z,12Z)/20:0)[iso6]"
1198,[TG(54:2)]_FA18:0,904.8,603.8,770701.6809082031,904.8 -> 603.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,648969.1112060547,"LMGL03015986, LMGL03014762, LMGL03010238, LMGL03010217, LMGL03010261, LMGL03010235, LMGL03014357, LMGL03010220","TG(17:1(9Z)/18:0/19:1(9Z))[iso6], TG(14:1(9Z)/18:0/22:1(11Z))[iso6], TG(16:0/18:0/20:2(11Z,14Z))[iso6], TG(18:0/18:1(9Z)/18:1(9Z))[iso3], TG(17:2(9Z,12Z)/18:0/19:0)[iso6], TG(16:1(9Z)/18:0/20:1(11Z))[iso6], TG(14:0/18:0/22:2(13Z,16Z))[iso6], TG(18:0/18:0/18:2(9Z,12Z))[iso3]"
1199,[TG(54:2)]_FA18:1,904.8,605.8,605238.9257202148,904.8 -> 605.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,556953.8624267578,"LMGL03014376, LMGL03014781, LMGL03015509, LMGL03015907, LMGL03010260, LMGL03010217, LMGL03010234, LMGL03010231","TG(14:0/18:1(9Z)/22:1(11Z))[iso6], TG(14:1(9Z)/18:1(9Z)/22:0)[iso6], TG(15:1(9Z)/18:1(9Z)/21:0)[iso6], TG(17:0/18:1(9Z)/19:1(9Z))[iso6], TG(17:1(9Z)/18:1(9Z)/19:0)[iso6], TG(18:0/18:1(9Z)/18:1(9Z))[iso3], TG(16:0/18:1(9Z)/20:1(11Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:0)[iso6]"
1200,[TG(54:2)]_FA16:0,904.8,631.8,290944.9422607422,904.8 -> 631.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,270722.380859375,"LMGL03010325, LMGL03010362, LMGL03015710, LMGL03010238, LMGL03012987, LMGL03010370, LMGL03010234, LMGL03010230","TG(16:0/16:1(9Z)/22:1(13Z))[iso6], TG(16:0/17:2(9Z,12Z)/21:0)[iso6], TG(16:0/16:1(9Z)/22:1(11Z))[iso6], TG(16:0/18:0/20:2(11Z,14Z))[iso6], TG(16:0/19:1(9Z)/19:1(9Z))[iso3], TG(16:0/16:0/22:2(13Z,16Z))[iso3], TG(16:0/18:1(9Z)/20:1(11Z))[iso6], TG(16:0/18:2(9Z,12Z)/20:0)[iso6]"
1201,[TG(54:2)]_FA16:1,904.8,633.8,340199.30096435547,904.8 -> 633.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,320983.13946533203,"LMGL03010324, LMGL03010325, LMGL03010363, LMGL03015863, LMGL03015710, LMGL03010235, LMGL03010231","TG(16:1(9Z)/16:1(9Z)/22:0)[iso3], TG(16:0/16:1(9Z)/22:1(13Z))[iso6], TG(16:1(9Z)/17:1(9Z)/21:0)[iso6], TG(16:1(9Z)/19:0/19:1(9Z))[iso6], TG(16:0/16:1(9Z)/22:1(11Z))[iso6], TG(16:1(9Z)/18:0/20:1(11Z))[iso6], TG(16:1(9Z)/18:1(9Z)/20:0)[iso6]"
1202,[TG(54:1)]_FA18:0,906.8,605.8,588189.7467041016,906.8 -> 605.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,548331.8238830566,"LMGL03014761, LMGL03015489, LMGL03015903, LMGL03010202, LMGL03010205, LMGL03014356, LMGL03010228, LMGL03010188","TG(14:1(9Z)/18:0/22:0)[iso6], TG(15:1(9Z)/18:0/21:0)[iso6], TG(17:0/18:0/19:1(9Z))[iso6], TG(16:1(9Z)/18:0/20:0)[iso6], TG(16:0/18:0/20:1(11Z))[iso6], TG(14:0/18:0/22:1(11Z))[iso6], TG(17:1(9Z)/18:0/19:0)[iso6], TG(18:0/18:0/18:1(9Z))[iso3]"
1203,[TG(54:1)]_FA18:1,906.8,607.8,767264.6859130859,906.8 -> 607.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,683523.3198852539,"LMGL03014375, LMGL03015158, LMGL03010201, LMGL03010188, LMGL03010227","TG(14:0/18:1(9Z)/22:0)[iso6], TG(15:0/18:1(9Z)/21:0)[iso6], TG(16:0/18:1(9Z)/20:0)[iso6], TG(18:0/18:0/18:1(9Z))[iso3], TG(17:0/18:1(9Z)/19:0)[iso6]"
1204,[TG(54:1)]_FA16:0,906.8,633.8,357164.3638305664,906.8 -> 633.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,338146.7424621582,"LMGL03010285, LMGL03010321, LMGL03015772, LMGL03010205, LMGL03012984, LMGL03010286, LMGL03010201","TG(16:0/16:1(9Z)/22:0)[iso6], TG(16:0/17:1(9Z)/21:0)[iso6], TG(16:0/19:0/19:1(9Z))[iso6], TG(16:0/18:0/20:1(11Z))[iso6], TG(16:0/16:0/22:1(11Z))[iso3], TG(16:0/16:0/22:1(13Z))[iso3], TG(16:0/18:1(9Z)/20:0)[iso6]"
1205,[TG(54:1)]_FA16:1,906.8,635.8,517162.5358886719,906.8 -> 635.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,490741.87380981445,"LMGL03010285, LMGL03010322, LMGL03010202, LMGL03010292","TG(16:0/16:1(9Z)/22:0)[iso6], TG(16:1(9Z)/17:0/21:0)[iso6], TG(16:1(9Z)/18:0/20:0)[iso6], TG(16:1(9Z)/19:0/19:0)[iso3]"
1206,[TG(54:0)]_FA18:0,908.9,607.9,637663.7230224609,908.9 -> 607.9,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,586882.9585571289,"LMGL03010199, LMGL03015138, LMGL03010175, LMGL03014355, LMGL03010002","TG(17:0/18:0/19:0)[iso6], TG(15:0/18:0/21:0)[iso6], TG(16:0/18:0/20:0)[iso6], TG(14:0/18:0/22:0)[iso6], TG(18:0/18:0/18:0)"
1207,[TG(54:0)]_FA18:1,908.9,609.9,264249.21826171875,908.9 -> 609.9,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,243424.5966796875,,
1208,[TG(54:0)]_FA16:0,908.9,635.9,935662.5990600586,908.9 -> 635.9,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,910458.8370666504,"LMGL03010249, LMGL03010283, LMGL03010175, LMGL03010257","TG(16:0/16:0/22:0)[iso3], TG(16:0/17:0/21:0)[iso6], TG(16:0/18:0/20:0)[iso6], TG(16:0/19:0/19:0)[iso3]"
1209,[TG(54:0)]_FA16:1,908.9,637.9,17033498.5211792,908.9 -> 637.9,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,17011954.899368286,,
1210,[TG(56:8)]_FA18:0,920.8,619.8,486095.6357421875,920.8 -> 619.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,462907.07402038574,"LMGL03016177, LMGL03016159, LMGL03010814","TG(18:0/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:0/18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
1211,[TG(56:8)]_FA16:0,920.8,647.8,312160.11975097656,920.8 -> 647.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,293583.25843811035,"LMGL03010994, LMGL03015751, LMGL03015769, LMGL03010801, LMGL03010999, LMGL03010809","TG(16:0/18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(16:0/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]"
1212,[TG(56:8)]_FA16:1,920.8,649.8,376022.31103515625,920.8 -> 649.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,347743.8488769531,"LMGL03010810, LMGL03015841, LMGL03015859, LMGL03010802, LMGL03010995, LMGL03011000, LMGL03010990","TG(16:1(9Z)/20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:1(9Z)/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6]"
1213,[TG(56:7)]_FA18:0,922.8,621.8,2383518.3403930664,922.8 -> 621.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,2360459.77885437,"LMGL03010740, LMGL03010747, LMGL03016158, LMGL03016176, LMGL03010926","TG(18:0/18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:0/18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/18:4(6Z,9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
1214,[TG(56:7)]_FA16:0,922.8,649.8,375158.3829345703,922.8 -> 649.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,348291.6012878418,"LMGL03010735, LMGL03010921, LMGL03015750, LMGL03015768, LMGL03010925, LMGL03010742, LMGL03010916","TG(16:0/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6]"
1215,[TG(56:7)]_FA16:1,922.8,651.8,458888.7922363281,922.8 -> 651.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,415709.5290527344,"LMGL03010917, LMGL03010922, LMGL03010736, LMGL03010728, LMGL03010743, LMGL03015840, LMGL03015858, LMGL03010926, LMGL03010836","TG(16:1(9Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))[iso3], TG(16:1(9Z)/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:1(9Z)/18:3(6Z,9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/18:3(9Z,12Z,15Z)/22:3(10Z,13Z,16Z))[iso6]"
1216,[TG(56:6)]_FA18:0,924.8,623.8,498578.5750732422,924.8 -> 623.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,475018.05334472656,"LMGL03010669, LMGL03016157, LMGL03010676, LMGL03016175, LMGL03010683, LMGL03010853, LMGL03010850","TG(18:0/18:3(9Z,12Z,15Z)/20:3(8Z,11Z,14Z))[iso6], TG(18:0/18:3(6Z,9Z,12Z)/20:3(8Z,11Z,14Z))[iso6], TG(18:0/18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/18:4(6Z,9Z,12Z,15Z)/20:2(11Z,14Z))[iso6], TG(18:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:1(9Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
1217,[TG(56:6)]_FA16:0,924.8,651.8,473202.330444336,924.8 -> 651.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,432459.3074493408,"LMGL03010766, LMGL03010678, LMGL03010664, LMGL03015749, LMGL03015767, LMGL03010845, LMGL03010671, LMGL03010849, LMGL03010853","TG(16:0/18:3(9Z,12Z,15Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:0/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:0/20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))[iso3], TG(16:0/18:3(6Z,9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:0/18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))[iso6], TG(16:0/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(16:0/18:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]"
1218,[TG(56:6)]_FA16:1,924.8,653.8,318348.76373291016,924.8 -> 653.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,292416.22174072266,"LMGL03010912, LMGL03010846, LMGL03010767, LMGL03015839, LMGL03015857, LMGL03010665, LMGL03010672, LMGL03010679, LMGL03010850","TG(16:1(9Z)/18:3(9Z,12Z,15Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:2(9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(16:1(9Z)/18:3(6Z,9Z,12Z)/22:2(13Z,16Z))[iso6], TG(16:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:1(11Z))[iso6], TG(16:1(9Z)/20:2(11Z,14Z)/20:3(8Z,11Z,14Z))[iso6], TG(16:1(9Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/20:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(16:1(9Z)/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]"
1219,[TG(56:5)]_FA18:0,926.8,625.8,828154.5095214844,926.8 -> 625.8,TG,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,812606.4483032227,"LMGL03010615, LMGL03010621, LMGL03010776, LMGL03010779, LMGL03016156, LMGL03016174, LMGL03010601, LMGL03010608","TG(18:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/18:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso3], TG(16:1(9Z)/18:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:0/18:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:0/18:3(6Z,9Z,12Z)/20:2(11Z,14Z))[iso6], TG(18:0/18:4(6Z,9Z,12Z,15Z)/20:1(11Z))[iso6], TG(18:0/18:3(9Z,12Z,15Z)/20:2(11Z,14Z))[iso6], TG(18:0/18:2(9Z,12Z)/20:3(8Z,11Z,14Z))[iso6]"
