,Parent_Ion_new,Product_Ion_new,Intensity_new,Transition_new,Class,Sample_ID_new,Sample Name_new,Cage,Position_new,Dilution Factor,Sex2,Sex_new,Genotype_new,Brain Region,method_type_new,Blank Subtraction_new,subclasses,chain_length,saturation,between_parenthese,FA_Chain,Start,End,_tmpkey_new,Parent_Ion_old,Product_Ion_old,Intensity_old,Transition_old,Sample_ID_old,Sample Name_old,Position_old,nickname,Sex_old,Genotype_old,time point,method_type_old,Blank Subtraction_old,_tmpkey_old,Lipid
398820,958.9,657.6,32205.882263183597,958.9 -> 657.6,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(59:10),18:0,958.9,657.6,TAG3196.02192.0,958.9,657.9,188991.0739440918,958.9 -> 657.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,172525.0729522705,TAG3196.02193.0,[TG(59:10)|TG(58:3)]_FA18:0
399206,960.9,659.6,33522.38247680664,960.9 -> 659.6,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(59:9),18:0,960.9,659.6,TAG3203.02198.0,960.9,659.9,271618.91732788086,960.9 -> 659.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,257038.79637146,TAG3203.02199.0,[TG(59:9)|TG(58:2)]_FA18:0
399592,962.9,661.6,38047.5426940918,962.9 -> 661.6,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,15,(60:15),18:0,962.9,661.6,TAG3209.02205.0,962.9,661.9,435516.2945251465,962.9 -> 661.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,419603.8932189941,TAG3209.02206.0,[TG(60:15)|TG(59:8)|TG(58:1)]_FA18:0
399978,964.9,663.6,163004.0919189453,964.9 -> 663.6,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,14,(60:14),18:0,964.9,663.6,TAG3216.02212.0,964.9,663.9,16941685.457244873,964.9 -> 663.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,16879162.492111206,TAG3216.02213.0,[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:0
400747,968.9,667.6,27423.881896972656,968.9 -> 667.6,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(60:12),18:0,968.9,667.6,TAG3229.02225.0,968.9,667.9,240082.9543762207,968.9 -> 667.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,226023.77334594727,TAG3229.02226.0,[TG(60:12)|TG(59:5)]_FA18:0
401133,970.9,669.6,31145.94207763672,970.9 -> 669.6,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(60:11),18:0,970.9,669.6,TAG3236.02232.0,970.9,669.9,336503.87927246094,970.9 -> 669.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,324637.81842803955,TAG3236.02233.0,[TG(60:11)|TG(59:4)]_FA18:0
401519,972.9,671.6,25587.9619140625,972.9 -> 671.6,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(60:10),18:0,972.9,671.6,TAG3243.02238.0,972.9,671.9,167471.29138183594,972.9 -> 671.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,153821.73030853271,TAG3243.02239.0,[TG(60:10)|TG(59:3)]_FA18:0
401905,974.9,673.6,29133.72198486328,974.9 -> 673.6,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(60:9),18:0,974.9,673.6,TAG3249.02245.0,974.9,673.9,159805.0729675293,974.9 -> 673.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,146558.85203552246,TAG3249.02246.0,[TG(60:9)|TG(59:2)]_FA18:0
402291,976.9,675.6,36806.70263671875,976.9 -> 675.6,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(60:8),18:0,976.9,675.6,TAG3256.02252.0,976.9,675.9,183692.5524597168,976.9 -> 675.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,168753.73133850098,TAG3256.02253.0,[TG(60:8)|TG(59:1)]_FA18:0
402677,978.9,677.6,40287.16290283203,978.9 -> 677.6,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,14,(61:14),18:0,978.9,677.6,TAG3263.02258.0,978.9,677.9,216706.4557800293,978.9 -> 677.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,201748.1946258545,TAG3263.02259.0,[TG(61:14)|TG(60:7)|TG(59:0)]_FA18:0
403063,980.9,679.6,30731.382354736328,980.9 -> 679.6,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,13,(61:13),18:0,980.9,679.6,TAG3269.02265.0,980.9,679.9,224154.91329956052,980.9 -> 679.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,210296.032333374,TAG3269.02266.0,[TG(61:13)|TG(60:6)]_FA18:0
403449,982.9,681.6,26705.802032470703,982.9 -> 681.6,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,12,(61:12),18:0,982.9,681.6,TAG3276.02272.0,982.9,681.9,197209.01571655276,982.9 -> 681.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,182809.97465515137,TAG3276.02273.0,[TG(61:12)|TG(60:5)]_FA18:0
403835,984.9,683.6,48940.26364135742,984.9 -> 683.6,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(61:11),18:0,984.9,683.6,TAG3283.02278.0,984.9,683.9,158625.61322021484,984.9 -> 683.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,145752.39236450195,TAG3283.02279.0,[TG(61:11)|TG(60:4)]_FA18:0
404221,986.9,685.6,121849.24783325195,986.9 -> 685.6,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(61:10),18:0,986.9,685.6,TAG3289.02285.0,986.9,685.9,302771.54064941406,986.9 -> 685.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,275868.37881469727,TAG3289.02286.0,[TG(61:10)|TG(60:3)]_FA18:0
404607,988.9,687.6,33583.98248291016,988.9 -> 687.6,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,16,(62:16),18:0,988.9,687.6,TAG3296.02292.0,988.9,687.9,144868.75122070312,988.9 -> 687.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,131751.73025512695,TAG3296.02293.0,[TG(62:16)|TG(61:9)|TG(60:2)]_FA18:0
404993,990.9,689.6,29866.62225341797,990.9 -> 689.6,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,15,(62:15),18:0,990.9,689.6,TAG3303.02298.0,990.9,689.9,147581.55017089844,990.9 -> 689.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,135251.94928741455,TAG3303.02299.0,[TG(62:15)|TG(61:8)|TG(60:1)]_FA18:0
405379,993.0,691.7,31477.282318115234,993.0 -> 691.7,TAG,TAG18_0_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,14,(62:14),18:0,993.0,691.7,TAG3310.02305.0,992.9,691.9,205652.0769958496,992.9 -> 691.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,194754.9162826538,TAG3309.02306.0,[TG(62:14)|TG(61:7)|TG(60:0)]_FA18:0
437360,818.7,519.4,32116.1423034668,818.7 -> 519.4,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,3,(48:3),18:1,818.7,519.4,TAG2729.01731.0,818.8,519.8,604648.539276123,818.8 -> 519.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,585955.0578613281,TAG2729.01732.0,[TG(48:3)]_FA18:1
437747,820.7,521.4,65631.74487304688,820.7 -> 521.4,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,2,(48:2),18:1,820.7,521.4,TAG2735.01737.0,820.8,521.8,565950.5378417969,820.8 -> 521.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,547728.3167495728,TAG2735.01739.0,[TG(48:2)]_FA18:1
438134,822.8,523.5,109144.30712890624,822.8 -> 523.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(49:8),18:1,822.8,523.5,TAG2742.01745.0,822.8,523.8,363216.5430908203,822.8 -> 523.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,327659.78088378906,TAG2742.01745.0,[TG(49:8)|TG(48:1)]_FA18:1
438521,824.8,525.5,34499.66241455078,824.8 -> 525.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(49:7),18:1,824.8,525.5,TAG2749.01751.0,824.8,525.8,361309.9316101074,824.8 -> 525.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,343609.3703613281,TAG2749.01752.0,[TG(49:7)|TG(48:0)]_FA18:1
442738,846.8,547.5,90900.96606445312,846.8 -> 547.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,3,(50:3),18:1,846.8,547.5,TAG2822.01825.0,846.8,547.8,568175.7471923828,846.8 -> 547.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,541825.2454223633,TAG2822.01825.0,[TG(50:3)]_FA18:1
443125,848.8,549.5,180382.3720703125,848.8 -> 549.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(51:9),18:1,848.8,549.5,TAG2829.01831.0,848.8,549.8,442731.2322998047,848.8 -> 549.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,411713.4702758789,TAG2829.01832.0,[TG(51:9)|TG(50:2)]_FA18:1
443512,850.8,551.5,358201.666015625,850.8 -> 551.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(51:8),18:1,850.8,551.5,TAG2835.01838.0,850.8,551.8,591457.8045654297,850.8 -> 551.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,495948.6572265625,TAG2835.01839.0,[TG(51:8)|TG(50:1)]_FA18:1
443899,852.8,553.5,53194.823974609375,852.8 -> 553.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(51:7),18:1,852.8,553.5,TAG2842.01845.0,852.8,553.8,247637.25720214844,852.8 -> 553.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,226343.995513916,TAG2842.01845.0,[TG(51:7)|TG(50:0)]_FA18:1
446967,868.7,569.4,25199.92176818848,868.7 -> 569.4,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(52:6),18:1,868.7,569.4,TAG2895.01897.0,868.7,569.7,221895.6560974121,868.7 -> 569.7,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,0.0,TAG2895.01899.0,[TG(52:6)]_FA18:1
447354,870.8,571.5,30298.922149658203,870.8 -> 571.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,5,(52:5),18:1,870.8,571.5,TAG2902.01905.0,870.8,571.8,282652.1622314453,870.8 -> 571.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,234089.21824646,TAG2902.01905.0,[TG(52:5)]_FA18:1
447741,872.8,573.5,58547.94396972656,872.8 -> 573.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,4,(52:4),18:1,872.8,573.5,TAG2909.01911.0,872.8,573.8,425105.494506836,872.8 -> 573.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,404323.4330596924,TAG2909.01912.0,[TG(52:4)]_FA18:1
448128,874.8,575.5,236402.71728515625,874.8 -> 575.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(53:10),18:1,874.8,575.5,TAG2915.01918.0,874.8,575.8,539356.0633544922,874.8 -> 575.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,502006.8409118652,TAG2915.01919.0,[TG(53:10)|TG(52:3)]_FA18:1
448515,876.8,577.5,568842.640625,876.8 -> 577.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(53:9),18:1,876.8,577.5,TAG2922.01925.0,876.8,577.8,545008.3537597656,876.8 -> 577.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,469579.06799316406,TAG2922.01925.0,[TG(53:9)|TG(52:2)]_FA18:1
448902,878.8,579.5,647312.46484375,878.8 -> 579.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(53:8),18:1,878.8,579.5,TAG2929.01931.0,878.8,579.8,551019.1845703125,878.8 -> 579.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,441769.2150878906,TAG2929.01932.0,[TG(53:8)|TG(52:1)]_FA18:1
449289,880.8,581.5,72478.16540527344,880.8 -> 581.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(53:7),18:1,880.8,581.5,TAG2935.01938.0,880.8,581.8,251307.45568847656,880.8 -> 581.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,225989.59391784668,TAG2935.01939.0,[TG(53:7)|TG(52:0)]_FA18:1
451591,892.8,593.5,110488.22705078124,892.8 -> 593.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(54:8),18:1,892.8,593.5,TAG2975.01978.0,892.7,593.7,596626.3002319336,892.7 -> 593.7,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,566576.5579223633,TAG2975.01979.0,[TG(54:8)|TG(53:1)]_FA18:1
451978,894.8,595.5,49530.023529052734,894.8 -> 595.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(54:7),18:1,894.8,595.5,TAG2982.01985.0,894.8,595.8,240936.6383666992,894.8 -> 595.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,218394.9367980957,TAG2982.01985.0,[TG(54:7)|TG(53:0)]_FA18:1
452365,896.8,597.5,43440.762939453125,896.8 -> 597.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(54:6),18:1,896.8,597.5,TAG2989.01991.0,896.8,597.8,183940.99368286133,896.8 -> 597.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,167437.01248168945,TAG2989.01992.0,[TG(54:6)]_FA18:1
452752,898.8,599.5,124003.70825195312,898.8 -> 599.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,5,(54:5),18:1,898.8,599.5,TAG2995.01998.0,898.8,599.8,729807.8674926758,898.8 -> 599.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,701042.5656738281,TAG2995.01999.0,[TG(54:5)]_FA18:1
453139,900.8,601.5,263154.5986328125,900.8 -> 601.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,11,(55:11),18:1,900.8,601.5,TAG3002.02005.0,900.8,601.8,475905.9134521485,900.8 -> 601.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,431627.31005859375,TAG3002.02005.0,[TG(55:11)|TG(54:4)]_FA18:1
453526,902.8,603.5,573113.1435546875,902.8 -> 603.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,10,(55:10),18:1,902.8,603.5,TAG3009.02011.0,902.8,603.8,783026.2296142578,902.8 -> 603.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,655765.7609863281,TAG3009.02012.0,[TG(55:10)|TG(54:3)]_FA18:1
453913,904.8,605.5,241709.57763671875,904.8 -> 605.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,9,(55:9),18:1,904.8,605.5,TAG3015.02018.0,904.8,605.8,605238.9257202148,904.8 -> 605.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,556953.8624267578,TAG3015.02019.0,[TG(55:9)|TG(54:2)]_FA18:1
454300,906.8,607.5,358516.98486328125,906.8 -> 607.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(55:8),18:1,906.8,607.5,TAG3022.02025.0,906.8,607.8,767264.6859130859,906.8 -> 607.8,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,683523.3198852539,TAG3022.02025.0,[TG(55:8)|TG(54:1)]_FA18:1
454687,908.9,609.6,79912.52575683594,908.9 -> 609.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(55:7),18:1,908.9,609.6,TAG3029.02032.0,908.9,609.9,264249.21826171875,908.9 -> 609.9,TAG1_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG1,243424.5966796875,TAG3029.02032.0,[TG(55:7)|TG(54:0)]_FA18:1
457145,920.9,621.6,52553.44378662109,920.9 -> 621.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,8,(56:8),18:1,920.9,621.6,TAG3069.02072.0,920.8,621.8,1883734.0817871091,920.8 -> 621.8,TAG2_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG2,1855099.579650879,TAG3069.02072.0,[TG(56:8)|TG(55:1)]_FA18:1
457532,922.9,623.6,85913.88653564453,922.9 -> 623.6,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,7,(56:7),18:1,922.9,623.6,TAG3076.02078.0,922.8,623.8,340874.04431152344,922.8 -> 623.8,TAG2_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG2,313160.762298584,TAG3075.02079.0,[TG(56:7)|TG(55:0)]_FA18:1
457919,924.8,625.5,51388.984130859375,924.8 -> 625.5,TAG,TAG18_1_Blank_Blank_Blank_Blank_Blank_N1_Brain_Region_5_9_23,Blank_Blank_Blank_Blank_Blank,Blank,p1-a1,Blank,Blank,Blank,Blank,Blank,TAG18,0.0,TG,TG,6,(56:6),18:1,924.8,625.5,TAG3082.02085.0,924.8,625.8,495847.6301879883,924.8 -> 625.8,TAG2_AK0135-2x_p1-c2_N1__Burda__3_17_23,AK0135,Test,I_KO_1,M,cKO,28d ISCI,TAG2,475442.9287414551,TAG3082.02085.0,[TG(56:6)]_FA18:1
