IDs,Names,Lipid,Transition,Class
"LMGL03013398, LMGL03013816, LMGL03014200, LMGL03014579","TG(12:0/17:1(9Z)/18:1(9Z))[iso6], TG(13:0/16:1(9Z)/18:1(9Z))[iso6], TG(14:0/15:1(9Z)/18:1(9Z))[iso6], TG(14:1(9Z)/15:0/18:1(9Z))[iso6]",[TG(47:2)]_FA18:1,806.7 -> 507.4,TG
"LMGL03013375, LMGL03014173, LMGL03013791","TG(12:0/17:0/18:1(9Z))[iso6], TG(14:0/15:0/18:1(9Z))[iso6], TG(13:0/16:0/18:1(9Z))[iso6]",[TG(48:8)|TG(47:1)]_FA18:1,808.7 -> 509.4,TG
LMGL03013465,"TG(12:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]",[TG(48:5)]_FA18:1,814.7 -> 515.4,TG
"LMGL03013463, LMGL03013464","TG(12:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(12:0/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6]",[TG(48:4)]_FA18:1,816.7 -> 517.4,TG
LMGL03013930,"TG(13:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]",[TG(49:5)]_FA18:1,828.7 -> 529.4,TG
"LMGL03013928, LMGL03014726, LMGL03013929","TG(13:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(14:1(9Z)/17:2(9Z,12Z)/18:1(9Z))[iso6], TG(13:0/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6]",[TG(49:4)]_FA18:1,830.7 -> 531.4,TG
"LMGL03014320, LMGL03015386, LMGL03014704, LMGL03013927","TG(14:0/17:2(9Z,12Z)/18:1(9Z))[iso6], TG(15:1(9Z)/16:1(9Z)/18:1(9Z))[iso6], TG(14:1(9Z)/17:1(9Z)/18:1(9Z))[iso6], TG(13:0/18:1(9Z)/18:2(9Z,12Z))[iso6]",[TG(49:3)]_FA18:1,832.7 -> 533.4,TG
"LMGL03014681, LMGL03015035, LMGL03015361, LMGL03012732, LMGL03013467, LMGL03014298","TG(14:1(9Z)/17:0/18:1(9Z))[iso6], TG(15:0/16:1(9Z)/18:1(9Z))[iso6], TG(15:1(9Z)/16:0/18:1(9Z))[iso6], TG(13:0/18:1(9Z)/18:1(9Z))[iso3], TG(12:0/18:1(9Z)/19:1(9Z))[iso6], TG(14:0/17:1(9Z)/18:1(9Z))[iso6]",[TG(50:9)|TG(49:2)]_FA18:1,834.8 -> 535.5,TG
"LMGL03013466, LMGL03013906, LMGL03014275, LMGL03015010","TG(12:0/18:1(9Z)/19:0)[iso6], TG(13:0/18:0/18:1(9Z))[iso6], TG(14:0/17:0/18:1(9Z))[iso6], TG(15:0/16:0/18:1(9Z))[iso6]",[TG(50:8)|TG(49:1)]_FA18:1,836.8 -> 537.5,TG
"LMGL03014771, LMGL03013473","TG(14:1(9Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(12:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",[TG(50:6)]_FA18:1,840.7 -> 541.4,TG
"LMGL03014769, LMGL03014770, LMGL03014365, LMGL03013472","TG(14:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(14:1(9Z)/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(14:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(12:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",[TG(50:5)]_FA18:1,842.7 -> 543.4,TG
"LMGL03013938, LMGL03015500","TG(13:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(15:1(9Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]",[TG(51:6)]_FA18:1,854.7 -> 555.4,TG
"LMGL03013937, LMGL03015498, LMGL03015149, LMGL03015499","TG(13:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(15:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(15:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(15:1(9Z)/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6]",[TG(51:5)]_FA18:1,856.7 -> 557.4,TG
"LMGL03010086, LMGL03015148, LMGL03015497, LMGL03013936, LMGL03015147","TG(16:1(9Z)/17:2(9Z,12Z)/18:1(9Z))[iso6], TG(15:0/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(15:1(9Z)/18:1(9Z)/18:2(9Z,12Z))[iso6], TG(13:0/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(15:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6]",[TG(51:4)]_FA18:1,858.8 -> 559.5,TG
"LMGL03014773, LMGL03012960, LMGL03010072, LMGL03010073, LMGL03015146, LMGL03013935","TG(14:1(9Z)/18:1(9Z)/19:1(9Z))[iso6], TG(15:1(9Z)/18:1(9Z)/18:1(9Z))[iso3], TG(16:0/17:2(9Z,12Z)/18:1(9Z))[iso6], TG(16:1(9Z)/17:1(9Z)/18:1(9Z))[iso6], TG(15:0/18:1(9Z)/18:2(9Z,12Z))[iso6], TG(13:0/18:1(9Z)/20:2(11Z,14Z))[iso6]",[TG(52:10)|TG(51:3)]_FA18:1,860.8 -> 561.5,TG
"LMGL03012906, LMGL03010062, LMGL03014367, LMGL03010061, LMGL03013934, LMGL03014772, LMGL03015476","TG(15:0/18:1(9Z)/18:1(9Z))[iso3], TG(16:1(9Z)/17:0/18:1(9Z))[iso6], TG(14:0/18:1(9Z)/19:1(9Z))[iso6], TG(16:0/17:1(9Z)/18:1(9Z))[iso6], TG(13:0/18:1(9Z)/20:1(11Z))[iso6], TG(14:1(9Z)/18:1(9Z)/19:0)[iso6], TG(15:1(9Z)/18:0/18:1(9Z))[iso6]",[TG(52:9)|TG(51:2)]_FA18:1,862.8 -> 563.5,TG
"LMGL03013474, LMGL03014366, LMGL03010051, LMGL03013933, LMGL03015125","TG(12:0/18:1(9Z)/21:0)[iso6], TG(14:0/18:1(9Z)/19:0)[iso6], TG(16:0/17:0/18:1(9Z))[iso6], TG(13:0/18:1(9Z)/20:0)[iso6], TG(15:0/18:0/18:1(9Z))[iso6]",[TG(52:8)|TG(51:1)]_FA18:1,864.8 -> 565.5,TG
"LMGL03013481, LMGL03014779","TG(12:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(14:1(9Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",[TG(52:7)|TG(51:0)]_FA18:1,866.8 -> 567.5,TG
"LMGL03013946, LMGL03015508, LMGL03016068","TG(13:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(15:1(9Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(17:2(9Z,12Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6]",[TG(53:7)|TG(52:0)]_FA18:1,880.8 -> 581.5,TG
"LMGL03010255, LMGL03013945, LMGL03015157, LMGL03015989, LMGL03016067, LMGL03015507","TG(17:2(9Z,12Z)/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(13:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(15:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(17:1(9Z)/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(17:2(9Z,12Z)/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6], TG(15:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",[TG(53:6)]_FA18:1,882.8 -> 583.5,TG
"LMGL03010219, LMGL03010223, LMGL03013944, LMGL03015156, LMGL03015506, LMGL03015906, LMGL03015988","TG(17:2(9Z,12Z)/18:1(9Z)/18:2(9Z,12Z))[iso6], TG(17:1(9Z)/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(13:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(15:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(15:1(9Z)/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(17:0/18:1(9Z)/18:4(6Z,9Z,12Z,15Z))[iso6], TG(17:1(9Z)/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6]",[TG(54:12)|TG(53:5)]_FA18:1,884.8 -> 585.5,TG
"LMGL03010194, LMGL03010190, LMGL03010187, LMGL03015155, LMGL03013943, LMGL03015505, LMGL03015905","TG(17:0/18:1(9Z)/18:3(9Z,12Z,15Z))[iso6], TG(17:1(9Z)/18:1(9Z)/18:2(9Z,12Z))[iso6], TG(17:2(9Z,12Z)/18:1(9Z)/18:1(9Z))[iso3], TG(15:0/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(13:0/18:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(15:1(9Z)/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(17:0/18:1(9Z)/18:3(6Z,9Z,12Z))[iso6]",[TG(54:11)|TG(53:4)]_FA18:1,886.8 -> 587.5,TG
"LMGL03010162, LMGL03010161, LMGL03010164, LMGL03013942, LMGL03015154, LMGL03015504, LMGL03015820","TG(17:2(9Z,12Z)/18:0/18:1(9Z))[iso6], TG(17:1(9Z)/18:1(9Z)/18:1(9Z))[iso3], TG(17:0/18:1(9Z)/18:2(9Z,12Z))[iso6], TG(13:0/18:1(9Z)/22:2(13Z,16Z))[iso6], TG(15:0/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(15:1(9Z)/18:1(9Z)/20:1(11Z))[iso6], TG(16:1(9Z)/18:1(9Z)/19:1(9Z))[iso6]",[TG(54:10)|TG(53:3)]_FA18:1,888.8 -> 589.5,TG
"LMGL03013034, LMGL03016901, LMGL03010139, LMGL03010198, LMGL03010138, LMGL03013941, LMGL03014780, LMGL03015153, LMGL03015503, LMGL03015729","TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/18:4(6Z,9Z,12Z,15Z))[iso3], TG(18:2(12Y,14Y)/18:1(9Z)/18:2(12Y,14Y)), TG(17:1(9Z)/18:0/18:1(9Z))[iso6], TG(16:1(9Z)/18:1(9Z)/19:0)[iso6], TG(17:0/18:1(9Z)/18:1(9Z))[iso3], TG(13:0/18:1(9Z)/22:1(11Z))[iso6], TG(14:1(9Z)/18:1(9Z)/21:0)[iso6], TG(15:0/18:1(9Z)/20:1(11Z))[iso6], TG(15:1(9Z)/18:1(9Z)/20:0)[iso6], TG(16:0/18:1(9Z)/19:1(9Z))[iso6]",[TG(54:9)|TG(53:2)]_FA18:1,890.8 -> 591.5,TG
"LMGL03010556, LMGL03015165, LMGL03015515, LMGL03010561","TG(17:2(9Z,12Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(15:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(15:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(17:1(9Z)/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",[TG(55:7)|TG(54:0)]_FA18:1,908.9 -> 609.6,TG
"LMGL03010500, LMGL03010495, LMGL03010504, LMGL03015164, LMGL03015514, LMGL03016243","TG(17:1(9Z)/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:2(9Z,12Z)/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(17:0/18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(15:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(15:1(9Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/19:1(9Z))[iso6]",[TG(56:13)|TG(55:6)]_FA18:1,910.8 -> 611.5,TG
"LMGL03010439, LMGL03010448, LMGL03010444, LMGL03015513, LMGL03016224, LMGL03015163, LMGL03016240, LMGL03016242","TG(17:2(9Z,12Z)/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(17:0/18:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:1(9Z)/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(15:1(9Z)/18:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:3(6Z,9Z,12Z)/19:1(9Z))[iso6], TG(15:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:3(9Z,12Z,15Z)/19:1(9Z))[iso6], TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/19:0)[iso6]",[TG(56:12)|TG(55:5)]_FA18:1,912.8 -> 613.5,TG
"LMGL03010392, LMGL03010396, LMGL03010387, LMGL03010473, LMGL03015162, LMGL03015512, LMGL03016219, LMGL03016223","TG(17:1(9Z)/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(17:0/18:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(17:2(9Z,12Z)/18:1(9Z)/20:1(11Z))[iso6], TG(18:1(9Z)/18:3(9Z,12Z,15Z)/19:0)[iso6], TG(15:0/18:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(15:1(9Z)/18:1(9Z)/22:2(13Z,16Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/19:1(9Z))[iso6], TG(18:1(9Z)/18:3(6Z,9Z,12Z)/19:0)[iso6]",[TG(56:11)|TG(55:4)]_FA18:1,914.8 -> 615.5,TG
"LMGL03016249, LMGL03010423, LMGL03010348, LMGL03013031, LMGL03010339, LMGL03015161, LMGL03015511, LMGL03010344","TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/19:0)[iso6], TG(17:0/18:1(9Z)/20:2(11Z,14Z))[iso6], TG(18:1(9Z)/18:1(9Z)/19:1(9Z))[iso3], TG(17:2(9Z,12Z)/18:1(9Z)/20:0)[iso6], TG(15:0/18:1(9Z)/22:2(13Z,16Z))[iso6], TG(15:1(9Z)/18:1(9Z)/22:1(11Z))[iso6], TG(17:1(9Z)/18:1(9Z)/20:1(11Z))[iso6]",[TG(56:10)|TG(55:3)]_FA18:1,916.8 -> 617.5,TG
"LMGL03010883, LMGL03016230, LMGL03016248, LMGL03010508, LMGL03010300, LMGL03010304, LMGL03010377, LMGL03016144, LMGL03015160, LMGL03015510","TG(18:1(9Z)/18:3(9Z,12Z,15Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:1(9Z)/18:3(6Z,9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/18:1(9Z)/21:0)[iso6], TG(17:1(9Z)/18:1(9Z)/20:0)[iso6], TG(17:0/18:1(9Z)/20:1(11Z))[iso6], TG(18:1(9Z)/18:1(9Z)/19:0)[iso3], TG(18:0/18:1(9Z)/19:1(9Z))[iso6], TG(15:0/18:1(9Z)/22:1(11Z))[iso6], TG(15:1(9Z)/18:1(9Z)/22:0)[iso6]",[TG(56:9)|TG(55:2)]_FA18:1,918.8 -> 619.5,TG
"LMGL03011072, LMGL03011067, LMGL03011076, LMGL03016265","TG(17:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(17:2(9Z,12Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(17:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/19:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",[TG(58:14)|TG(57:7)|TG(56:0)]_FA18:1,936.9 -> 637.6,TG
"LMGL03010996, LMGL03010953, LMGL03010909, LMGL03010992, LMGL03016264","TG(17:0/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/19:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(17:2(9Z,12Z)/18:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(17:1(9Z)/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/19:1(9Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",[TG(58:13)|TG(57:6)]_FA18:1,938.8 -> 639.5,TG
"LMGL03010838, LMGL03010875, LMGL03010987, LMGL03010918, LMGL03016263, LMGL03016250","TG(17:1(9Z)/18:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:1(9Z)/19:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(17:2(9Z,12Z)/18:1(9Z)/22:2(13Z,16Z))[iso6], TG(17:0/18:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/19:1(9Z)/20:3(8Z,11Z,14Z))[iso6], TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/21:0)[iso6]",[TG(58:12)|TG(57:5)]_FA18:1,940.8 -> 641.5,TG
"LMGL03011397, LMGL03016257, LMGL03010914, LMGL03010961, LMGL03010768, LMGL03010799, LMGL03010833, LMGL03016231, LMGL03016262, LMGL03016070","TG(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3], TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(17:1(9Z)/18:1(9Z)/22:2(13Z,16Z))[iso6], TG(18:1(9Z)/18:3(9Z,12Z,15Z)/21:0)[iso6], TG(17:0/18:1(9Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:1(9Z)/19:0/20:3(8Z,11Z,14Z))[iso6], TG(17:2(9Z,12Z)/18:1(9Z)/22:1(13Z))[iso6], TG(18:1(9Z)/18:3(6Z,9Z,12Z)/21:0)[iso6], TG(18:1(9Z)/19:1(9Z)/20:2(11Z,14Z))[iso6], TG(17:2(9Z,12Z)/18:1(9Z)/22:1(11Z))[iso6]",[TG(58:11)|TG(57:4)]_FA18:1,942.8 -> 643.5,TG
"LMGL03011619, LMGL03016272","TG(18:1(9Z)/19:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/19:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(60:14)|TG(59:7)|TG(58:0)]_FA18:1,964.9 -> 665.6,TG
"LMGL03011535, LMGL03011479, LMGL03016271","TG(18:1(9Z)/19:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/21:0)[iso6], TG(18:1(9Z)/19:1(9Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",[TG(60:13)|TG(59:6)]_FA18:1,966.8 -> 667.5,TG
LMGL03012092,"TG(18:1(9Z)/21:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(62:14)|TG(61:7)|TG(60:0)]_FA18:1,993.0 -> 693.7,TG
"LMGL03012399, LMGL03012021","TG(18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3], TG(18:1(9Z)/21:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(62:13)|TG(61:6)]_FA18:1,994.9 -> 695.6,TG
"LMGL03012366, LMGL03011947","TG(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/21:0/22:4(7Z,10Z,13Z,16Z))[iso6]",[TG(62:12)|TG(61:5)]_FA18:1,996.9 -> 697.6,TG
"LMGL03012319, LMGL03012330, LMGL03011793","TG(18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3], TG(18:1(9Z)/22:4(7Z,10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/21:0/22:3(10Z,13Z,16Z))[iso6]",[TG(62:11)|TG(61:4)]_FA18:1,998.9 -> 699.6,TG
"LMGL03012247, LMGL03012279, LMGL03011871","TG(18:1(9Z)/22:3(10Z,13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/22:4(7Z,10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/21:0/22:2(13Z,16Z))[iso6]",[TG(62:10)|TG(61:3)]_FA18:1,1000.9 -> 701.6,TG
"LMGL03012290, LMGL03012187, LMGL03012225, LMGL03016280, LMGL03011714","TG(18:1(9Z)/22:2(13Z,16Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/22:3(10Z,13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/22:4(7Z,10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso3], TG(18:1(9Z)/21:0/22:1(11Z))[iso6], TG(18:1(9Z)/21:0/22:1(13Z))[iso6]",[TG(62:9)|TG(61:2)]_FA18:1,1002.9 -> 703.6,TG
"LMGL03016286, LMGL03012235, LMGL03012199, LMGL03012124, LMGL03011634","TG(18:1(9Z)/22:1(11Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/22:2(13Z,16Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/22:1(13Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/22:3(10Z,13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/21:0/22:0)[iso6]",[TG(62:8)|TG(61:1)]_FA18:1,1005.0 -> 705.7,TG
"LMGL03011989, LMGL03016285, LMGL03012135, LMGL03012148, LMGL03012176","TG(18:1(9Z)/22:3(10Z,13Z,16Z)/22:3(10Z,13Z,16Z))[iso3], TG(18:1(9Z)/22:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/22:1(13Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/22:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/22:2(13Z,16Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",[TG(62:7)|TG(61:0)]_FA18:1,1007.0 -> 707.7,TG
"LMGL03016287, LMGL03016284, LMGL03012068, LMGL03012058, LMGL03012080","TG(18:1(9Z)/22:2(13Z,16Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:1(9Z)/22:1(11Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/22:1(13Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/22:3(10Z,13Z,16Z)/22:2(13Z,16Z))[iso6], TG(18:1(9Z)/22:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(63:13)|TG(62:6)]_FA18:1,1008.9 -> 709.6,TG
"LMGL03016283, LMGL03011926, LMGL03012009, LMGL03012114","TG(18:1(9Z)/22:1(11Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:1(9Z)/22:1(13Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:1(9Z)/22:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/22:2(13Z,16Z)/22:2(13Z,16Z))[iso3]",[TG(63:12)|TG(62:5)]_FA18:1,1010.9 -> 711.6,TG
"LMGL03016282, LMGL03011861, LMGL03011998","TG(18:1(9Z)/22:1(11Z)/22:2(13Z,16Z))[iso6], TG(18:1(9Z)/22:0/22:3(10Z,13Z,16Z))[iso6], TG(18:1(9Z)/22:1(13Z)/22:2(13Z,16Z))[iso6]",[TG(63:11)|TG(62:4)]_FA18:1,1012.9 -> 713.6,TG
"LMGL03011852, LMGL03011936, LMGL03013036","TG(18:1(9Z)/22:1(13Z)/22:1(13Z))[iso3], TG(18:1(9Z)/22:0/22:2(13Z,16Z))[iso6], TG(18:1(9Z)/22:1(11Z)/22:1(11Z))[iso3]",[TG(64:17)|TG(63:10)|TG(62:3)]_FA18:1,1014.9 -> 715.6,TG
"LMGL03016281, LMGL03011784","TG(18:1(9Z)/22:0/22:1(11Z))[iso6], TG(18:1(9Z)/22:0/22:1(13Z))[iso6]",[TG(64:16)|TG(63:9)|TG(62:2)]_FA18:1,1017.0 -> 717.7,TG
LMGL03011706,TG(18:1(9Z)/22:0/22:0)[iso3],[TG(64:15)|TG(63:8)|TG(62:1)]_FA18:1,1019.0 -> 719.7,TG
LMGL03012639,"TG(12:0/12:0/18:2(9Z,12Z))[iso3]",[TG(42:2)]_FA18:2,736.6 -> 439.3,TG
LMGL03013247,"TG(12:0/14:1(9Z)/18:2(9Z,12Z))[iso6]",[TG(44:3)]_FA18:2,762.7 -> 465.4,TG
"LMGL03013218, LMGL03012702","TG(12:0/14:0/18:2(9Z,12Z))[iso6], TG(13:0/13:0/18:2(9Z,12Z))[iso3]",[TG(44:2)]_FA18:2,764.7 -> 467.4,TG
"LMGL03013711, LMGL03013302","TG(13:0/14:1(9Z)/18:2(9Z,12Z))[iso6], TG(12:0/15:1(9Z)/18:2(9Z,12Z))[iso6]",[TG(45:3)]_FA18:2,776.7 -> 479.4,TG
"LMGL03013682, LMGL03013275","TG(13:0/14:0/18:2(9Z,12Z))[iso6], TG(12:0/15:0/18:2(9Z,12Z))[iso6]",[TG(45:2)]_FA18:2,778.7 -> 481.4,TG
LMGL03012822,"TG(14:1(9Z)/14:1(9Z)/18:2(9Z,12Z))[iso3]",[TG(46:4)]_FA18:2,788.7 -> 491.4,TG
"LMGL03013352, LMGL03014146, LMGL03013766","TG(12:0/16:1(9Z)/18:2(9Z,12Z))[iso6], TG(14:0/14:1(9Z)/18:2(9Z,12Z))[iso6], TG(13:0/15:1(9Z)/18:2(9Z,12Z))[iso6]",[TG(46:3)]_FA18:2,790.7 -> 493.4,TG
"LMGL03013739, LMGL03013327, LMGL03012763","TG(13:0/15:0/18:2(9Z,12Z))[iso6], TG(12:0/16:0/18:2(9Z,12Z))[iso6], TG(14:0/14:0/18:2(9Z,12Z))[iso3]",[TG(46:2)]_FA18:2,792.7 -> 495.4,TG
"LMGL03014607, LMGL03013421","TG(14:1(9Z)/15:1(9Z)/18:2(9Z,12Z))[iso6], TG(12:0/17:2(9Z,12Z)/18:2(9Z,12Z))[iso6]",[TG(47:4)]_FA18:2,802.7 -> 505.4,TG
"LMGL03013399, LMGL03014580, LMGL03014201, LMGL03013817","TG(12:0/17:1(9Z)/18:2(9Z,12Z))[iso6], TG(14:1(9Z)/15:0/18:2(9Z,12Z))[iso6], TG(14:0/15:1(9Z)/18:2(9Z,12Z))[iso6], TG(13:0/16:1(9Z)/18:2(9Z,12Z))[iso6]",[TG(47:3)]_FA18:2,804.7 -> 507.4,TG
"LMGL03014174, LMGL03013792, LMGL03013376","TG(14:0/15:0/18:2(9Z,12Z))[iso6], TG(13:0/16:0/18:2(9Z,12Z))[iso6], TG(12:0/17:0/18:2(9Z,12Z))[iso6]",[TG(47:2)]_FA18:2,806.7 -> 509.4,TG
