,Lipid,Parent_Ion,Product_Ion,Sample_ID,Transition,OzESI_Intensity,Retention_Time,n-7,n-9,n-10,n-12,db_pos
15276,[TG(54:6)]_FA18:1,814.7,625.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,814.7 -> 625.5,18899.0,14.25,732.7,704.7,690.7,662.7,n-7
15277,[TG(54:6)]_FA18:1,814.7,625.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,814.7 -> 625.5,18899.0,14.25,732.7,704.7,690.7,662.7,n-7
15278,[TG(54:6)]_FA18:1,814.7,625.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,814.7 -> 625.5,18899.0,14.25,732.7,704.7,690.7,662.7,n-7
15279,[TG(56:6)]_FA18:1,814.7,625.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,814.7 -> 625.5,18899.0,14.25,732.7,704.7,690.7,662.7,n-9
15280,[TG(54:6)]_FA18:1,814.7,625.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,814.7 -> 625.5,18899.0,14.25,732.7,704.7,690.7,662.7,n-7
15281,[TG(56:6)]_FA18:1,814.7,625.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,814.7 -> 625.5,18899.0,14.25,732.7,704.7,690.7,662.7,n-9
15282,[TG(54:6)]_FA18:1,814.7,625.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,814.7 -> 625.5,18899.0,14.25,732.7,704.7,690.7,662.7,n-7
15283,[TG(56:6)]_FA18:1,814.7,625.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,814.7 -> 625.5,18899.0,14.25,732.7,704.7,690.7,662.7,n-9
15284,[TG(54:6)]_FA18:1,814.7,625.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,814.7 -> 625.5,18899.0,14.25,732.7,704.7,690.7,662.7,n-7
15285,[TG(56:6)]_FA18:1,814.7,625.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,814.7 -> 625.5,18899.0,14.25,732.7,704.7,690.7,662.7,n-9
15286,[TG(54:6)]_FA18:1,814.7,625.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,814.7 -> 625.5,18899.0,14.25,732.7,704.7,690.7,662.7,n-7
15287,[TG(56:6)]_FA18:1,814.7,625.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,814.7 -> 625.5,18899.0,14.25,732.7,704.7,690.7,662.7,n-9
15288,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15289,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15290,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15291,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15292,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15293,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15294,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15295,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15296,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15297,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15298,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15299,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15300,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15301,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15302,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15303,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15304,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15305,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15306,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15307,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15308,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15309,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15310,"[TG(57:12),TG(56:5)]_FA18:1",816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-9
15311,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15312,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15313,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15314,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15315,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15316,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15317,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15318,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15319,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15320,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15321,"[TG(57:12),TG(56:5)]_FA18:1",816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-9
15322,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15323,"[TG(57:12),TG(56:5)]_FA18:1",816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-9
15324,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15325,"[TG(57:12),TG(56:5)]_FA18:1",816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-9
15326,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15327,"[TG(57:12),TG(56:5)]_FA18:1",816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-9
15328,[TG(54:5)]_FA18:1,816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-7
15329,"[TG(57:12),TG(56:5)]_FA18:1",816.7,599.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 599.5,16675.0,14.25,734.7,706.7,692.7,664.7,n-9
15330,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15331,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15332,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15333,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15334,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15335,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15336,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15337,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15338,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15339,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15340,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15341,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15342,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15343,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15344,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15345,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15346,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15347,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15348,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15349,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15350,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15351,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15352,"[TG(57:12),TG(56:5)]_FA18:1",816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-9
15353,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15354,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15355,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15356,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15357,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15358,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15359,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15360,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15361,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15362,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15363,"[TG(57:12),TG(56:5)]_FA18:1",816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-9
15364,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15365,"[TG(57:12),TG(56:5)]_FA18:1",816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-9
15366,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15367,"[TG(57:12),TG(56:5)]_FA18:1",816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-9
15368,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15369,"[TG(57:12),TG(56:5)]_FA18:1",816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-9
15370,[TG(54:5)]_FA18:1,816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-7
15371,"[TG(57:12),TG(56:5)]_FA18:1",816.7,627.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,816.7 -> 627.5,21018.0,14.25,734.7,706.7,692.7,664.7,n-9
15372,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15373,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15374,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15375,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15376,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15377,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15378,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15379,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15380,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15381,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15382,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15383,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15384,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15385,"[TG(57:11),TG(56:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-9
15386,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15387,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15388,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15389,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15390,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15391,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15392,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15393,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15394,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15395,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15396,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15397,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15398,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15399,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15400,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15401,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15402,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15403,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15404,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15405,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15406,"[TG(57:11),TG(56:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-9
15407,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15408,"[TG(57:11),TG(56:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-9
15409,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15410,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15411,"[TG(57:11),TG(56:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-9
15412,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15413,"[TG(57:11),TG(56:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-9
15414,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15415,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15416,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
15417,"[TG(57:11),TG(56:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-9
15418,"[TG(55:11),TG(54:4)]_FA18:1",818.7,601.5,12012023_FAD131_M4_5xFAD_liver_O3on_01,818.7 -> 601.5,34427.0,14.25,736.7,708.7,694.7,666.7,n-7
