Class,Lipid,OzESI_Intensity,Precursor_Ion,Product_Ion,Retention_Time,Sample_ID,Transition,n-7,n-9,n-12,db_pos,Ratio
TG,TG(54:0)]_FA18:0,5076.0,908.8,607.5,12.03,Bsub-C-T2-8GEN-r001,908.8 -> 607.5,826.8,798.8,756.8,,
TG,TG(54:1)]_FA18:1,2619.0,906.8,607.5,11.86,Bsub-C-T2-8GEN-r001,906.8 -> 607.5,824.8,796.8,754.8,,
TG,TG(54:2)]_FA18:0,7711.0,904.8,603.5,11.66,Bsub-C-T2-8GEN-r001,904.8 -> 603.5,822.8,794.8,752.8,,
,TG(54:3)]_FA18:1,3169.0,820.8,577.5,11.08,Bsub-C-T2-8GEN-r001,820.8 -> 577.5,738.8,710.8,668.8,n-7,
TG,TG(54:3)]_FA18:1,22236.0,902.8,603.5,11.45,Bsub-C-T2-8GEN-r001,902.8 -> 603.5,820.8,792.8,750.8,,
,TG(54:3)]_FA18:2,3169.0,820.8,577.5,11.08,Bsub-C-T2-8GEN-r001,820.8 -> 577.5,738.8,710.8,668.8,n-7,
TG,TG(54:3)]_FA18:2,7154.0,902.8,605.5,11.46,Bsub-C-T2-8GEN-r001,902.8 -> 605.5,820.8,792.8,750.8,,
TG,TG(54:4)]_FA18:2,21252.0,900.8,603.5,11.3,Bsub-C-T2-8GEN-r001,900.8 -> 603.5,818.8,790.8,748.8,,
,TG(54:4)]_FA18:2,30228.0,818.8,818.8,10.95,Bsub-C-T2-8GEN-r001,818.8 -> 818.8,736.8,708.8,666.8,n-7,
,TG(57:2)]_FA22:6,4378.0,836.8,551.5,11.32,Bsub-C-T2-8GEN-r001,836.8 -> 551.5,754.8,726.8,684.8,n-9,1.12
,TG(57:2)]_FA22:6,3893.0,864.8,577.5,11.51,Bsub-C-T2-8GEN-r001,864.8 -> 577.5,782.8,754.8,712.8,n-7,
,TG(57:3)]_FA22:6,3268.0,862.8,575.5,11.34,Bsub-C-T2-8GEN-r001,862.8 -> 575.5,780.8,752.8,710.8,n-7,
TG,[TG(48:2)]_FA14:0,7307.0,820.8,575.5,11.07,Bsub-C-T2-8GEN-r001,820.8 -> 575.5,738.8,710.8,668.8,,
TG,[TG(48:2)]_FA16:1,43512.0,820.8,549.5,11.08,Bsub-C-T2-8GEN-r001,820.8 -> 549.5,738.8,710.8,668.8,,
TG,[TG(48:2)]_FA18:2,4596.0,820.8,523.5,11.1,Bsub-C-T2-8GEN-r001,820.8 -> 523.5,738.8,710.8,668.8,,
TG,[TG(48:3)]_FA14:0,1062.0,818.8,573.5,10.94,Bsub-C-T2-8GEN-r001,818.8 -> 573.5,736.8,708.8,666.8,,
TG,[TG(48:3)]_FA16:1,17724.0,818.8,547.5,10.95,Bsub-C-T2-8GEN-r001,818.8 -> 547.5,736.8,708.8,666.8,,
TG,[TG(50:3)]_FA14:0,2063.0,846.8,601.5,11.09,Bsub-C-T2-8GEN-r001,846.8 -> 601.5,764.8,736.8,694.8,,
TG,[TG(50:3)]_FA16:1,17045.0,846.8,575.5,11.11,Bsub-C-T2-8GEN-r001,846.8 -> 575.5,764.8,736.8,694.8,,
TG,[TG(50:3)]_FA18:2,7455.0,846.8,549.5,11.13,Bsub-C-T2-8GEN-r001,846.8 -> 549.5,764.8,736.8,694.8,,
TG,[TG(50:4)]_FA14:0,1710.0,844.8,599.5,10.93,Bsub-C-T2-8GEN-r001,844.8 -> 599.5,762.8,734.8,692.8,,
TG,[TG(50:4)]_FA18:3,437.0,844.8,549.5,10.98,Bsub-C-T2-8GEN-r001,844.8 -> 549.5,762.8,734.8,692.8,,
TG,[TG(52:4)]_FA16:1,2929.0,872.8,601.5,11.12,Bsub-C-T2-8GEN-r001,872.8 -> 601.5,790.8,762.8,720.8,,
TG,[TG(52:4)]_FA18:2,36818.0,872.8,575.5,11.11,Bsub-C-T2-8GEN-r001,872.8 -> 575.5,790.8,762.8,720.8,,
TG,[TG(52:4)]_FA18:3,1204.0,872.8,577.5,11.12,Bsub-C-T2-8GEN-r001,872.8 -> 577.5,790.8,762.8,720.8,,
TG,[TG(52:5)]_FA18:3,754.0,870.8,575.5,10.98,Bsub-C-T2-8GEN-r001,870.8 -> 575.5,788.8,760.8,718.8,,
TG,[TG(54:5)]_FA18:3,1144.0,898.8,603.5,11.13,Bsub-C-T2-8GEN-r001,898.8 -> 603.5,816.8,788.8,746.8,,
TG,[TG(54:6)]_FA18:3,1570.0,896.8,601.5,10.98,Bsub-C-T2-8GEN-r001,896.8 -> 601.5,814.8,786.8,744.8,,
DG,DG(32:0)_C16:0,13617.0,586.5,313.2,10.03,Bsub-C-T2-8GEN-r002,586.5 -> 313.2,504.5,476.5,434.5,,
DG,DG(34:1)_C18:1,7869.0,612.6,313.3,10.07,Bsub-C-T2-8GEN-r002,612.6 -> 313.3,530.6,502.6,460.6,,
DG,DG(34:2)_C18:2,1271.0,610.5,313.2,10.01,Bsub-C-T2-8GEN-r002,610.5 -> 313.2,528.5,500.5,458.5,,
DG,DG(36:1)_C18:1,2018.0,640.6,341.3,10.26,Bsub-C-T2-8GEN-r002,640.6 -> 341.3,558.6,530.6,488.6,,
DG,DG(36:2)_C18:1,9870.0,638.6,339.3,10.1,Bsub-C-T2-8GEN-r002,638.6 -> 339.3,556.6,528.6,486.6,,
DG,DG(36:2)_C18:2,1665.0,638.6,341.3,10.13,Bsub-C-T2-8GEN-r002,638.6 -> 341.3,556.6,528.6,486.6,,
DG,DG(36:3)_C18:2,1771.0,636.6,339.3,10.02,Bsub-C-T2-8GEN-r002,636.6 -> 339.3,554.6,526.6,484.6,,
TG,TG(48:0)]_FA16:0,40578.0,824.8,551.5,11.39,Bsub-C-T2-8GEN-r002,824.8 -> 551.5,742.8,714.8,672.8,,
TG,TG(48:0)]_FA18:0,4043.0,824.8,523.5,11.4,Bsub-C-T2-8GEN-r002,824.8 -> 523.5,742.8,714.8,672.8,,
TG,TG(48:1)]_FA16:1,27731.0,822.8,551.5,11.24,Bsub-C-T2-8GEN-r002,822.8 -> 551.5,740.8,712.8,670.8,,
TG,TG(48:1)]_FA18:1,11752.0,822.8,523.5,11.21,Bsub-C-T2-8GEN-r002,822.8 -> 523.5,740.8,712.8,670.8,,
TG,TG(49:1)]_FA16:0,5568.0,836.8,563.5,11.37,Bsub-C-T2-8GEN-r002,836.8 -> 563.5,754.8,726.8,684.8,,
TG,TG(49:1)]_FA16:1,9789.0,836.8,565.5,11.31,Bsub-C-T2-8GEN-r002,836.8 -> 565.5,754.8,726.8,684.8,,
TG,TG(49:1)]_FA18:1,2860.0,836.8,537.5,11.37,Bsub-C-T2-8GEN-r002,836.8 -> 537.5,754.8,726.8,684.8,,
TG,TG(49:2)]_FA16:1,22512.0,834.8,563.5,11.18,Bsub-C-T2-8GEN-r002,834.8 -> 563.5,752.8,724.8,682.8,,
TG,TG(49:2)]_FA18:1,10499.0,834.8,535.5,11.17,Bsub-C-T2-8GEN-r002,834.8 -> 535.5,752.8,724.8,682.8,,
TG,TG(49:2)]_FA18:2,4274.0,834.8,537.5,11.2,Bsub-C-T2-8GEN-r002,834.8 -> 537.5,752.8,724.8,682.8,,
TG,TG(50:0)]_FA18:0,6854.0,852.8,551.5,11.61,Bsub-C-T2-8GEN-r002,852.8 -> 551.5,770.8,742.8,700.8,,
TG,TG(50:1)]_FA14:0,1747.0,850.8,605.5,11.42,Bsub-C-T2-8GEN-r002,850.8 -> 605.5,768.8,740.8,698.8,,
TG,TG(50:1)]_FA16:0,33869.0,850.8,577.5,11.42,Bsub-C-T2-8GEN-r002,850.8 -> 577.5,768.8,740.8,698.8,,
TG,TG(50:1)]_FA18:1,17907.0,850.8,551.5,11.42,Bsub-C-T2-8GEN-r002,850.8 -> 551.5,768.8,740.8,698.8,,
TG,TG(50:2)]_FA14:0,3155.0,848.8,603.5,11.24,Bsub-C-T2-8GEN-r002,848.8 -> 603.5,766.8,738.8,696.8,,
TG,TG(50:2)]_FA16:1,21601.0,848.8,577.5,11.27,Bsub-C-T2-8GEN-r002,848.8 -> 577.5,766.8,738.8,696.8,,
TG,TG(50:2)]_FA18:1,18313.0,848.8,549.5,11.26,Bsub-C-T2-8GEN-r002,848.8 -> 549.5,766.8,738.8,696.8,,
TG,TG(50:2)]_FA18:2,9720.0,848.8,551.5,11.26,Bsub-C-T2-8GEN-r002,848.8 -> 551.5,766.8,738.8,696.8,,
TG,TG(51:0)]_FA16:0,1321.0,866.7,593.4,11.71,Bsub-C-T2-8GEN-r002,866.7 -> 593.4,784.7,756.7,714.7,,
TG,TG(51:1)]_FA16:0,749.0,864.8,591.5,12.02,Bsub-C-T2-8GEN-r002,864.8 -> 591.5,782.8,754.8,712.8,,
TG,TG(51:1)]_FA18:1,420.0,864.8,565.5,11.6,Bsub-C-T2-8GEN-r002,864.8 -> 565.5,782.8,754.8,712.8,,
TG,TG(51:2)]_FA16:0,3703.0,862.8,589.5,11.37,Bsub-C-T2-8GEN-r002,862.8 -> 589.5,780.8,752.8,710.8,,
TG,TG(51:2)]_FA18:1,6538.0,862.8,563.5,11.37,Bsub-C-T2-8GEN-r002,862.8 -> 563.5,780.8,752.8,710.8,,
TG,TG(52:1)]_FA18:0,8866.0,878.8,577.5,11.63,Bsub-C-T2-8GEN-r002,878.8 -> 577.5,796.8,768.8,726.8,,
TG,TG(52:1)]_FA18:1,7041.0,878.8,579.5,11.63,Bsub-C-T2-8GEN-r002,878.8 -> 579.5,796.8,768.8,726.8,,
TG,TG(52:2)]_FA16:0,19476.0,876.8,603.5,11.44,Bsub-C-T2-8GEN-r002,876.8 -> 603.5,794.8,766.8,724.8,,
TG,TG(52:2)]_FA18:2,6559.0,876.8,579.5,11.45,Bsub-C-T2-8GEN-r002,876.8 -> 579.5,794.8,766.8,724.8,,
TG,TG(52:3)]_FA16:1,5875.0,874.8,603.5,11.29,Bsub-C-T2-8GEN-r002,874.8 -> 603.5,792.8,764.8,722.8,,
TG,TG(52:3)]_FA18:2,18842.0,874.8,577.5,11.26,Bsub-C-T2-8GEN-r002,874.8 -> 577.5,792.8,764.8,722.8,,
TG,TG(53:2)]_FA18:1,2178.0,890.8,591.5,11.53,Bsub-C-T2-8GEN-r002,890.8 -> 591.5,808.8,780.8,738.8,,
TG,TG(53:3)]_FA18:1,1861.0,888.8,589.5,11.4,Bsub-C-T2-8GEN-r002,888.8 -> 589.5,806.8,778.8,736.8,,
TG,TG(53:4)]_FA18:2,2130.0,886.8,589.5,11.22,Bsub-C-T2-8GEN-r002,886.8 -> 589.5,804.8,776.8,734.8,,
TG,TG(54:0)]_FA18:0,4932.0,908.8,607.5,12.03,Bsub-C-T2-8GEN-r002,908.8 -> 607.5,826.8,798.8,756.8,,
TG,TG(54:1)]_FA18:1,2560.0,906.8,607.5,11.86,Bsub-C-T2-8GEN-r002,906.8 -> 607.5,824.8,796.8,754.8,,
TG,TG(54:2)]_FA18:0,7972.0,904.8,603.5,11.66,Bsub-C-T2-8GEN-r002,904.8 -> 603.5,822.8,794.8,752.8,,
,TG(54:3)]_FA18:1,3151.0,820.8,577.5,11.08,Bsub-C-T2-8GEN-r002,820.8 -> 577.5,738.8,710.8,668.8,n-7,
TG,TG(54:3)]_FA18:1,22506.0,902.8,603.5,11.45,Bsub-C-T2-8GEN-r002,902.8 -> 603.5,820.8,792.8,750.8,,
,TG(54:3)]_FA18:2,3151.0,820.8,577.5,11.08,Bsub-C-T2-8GEN-r002,820.8 -> 577.5,738.8,710.8,668.8,n-7,
TG,TG(54:3)]_FA18:2,7242.0,902.8,605.5,11.46,Bsub-C-T2-8GEN-r002,902.8 -> 605.5,820.8,792.8,750.8,,
TG,TG(54:4)]_FA18:2,20261.0,900.8,603.5,11.3,Bsub-C-T2-8GEN-r002,900.8 -> 603.5,818.8,790.8,748.8,,
,TG(54:4)]_FA18:2,29974.0,818.8,818.8,10.95,Bsub-C-T2-8GEN-r002,818.8 -> 818.8,736.8,708.8,666.8,n-7,
,TG(57:2)]_FA22:6,4275.0,836.8,551.5,11.32,Bsub-C-T2-8GEN-r002,836.8 -> 551.5,754.8,726.8,684.8,n-9,1.14
,TG(57:2)]_FA22:6,3751.0,864.8,577.5,11.51,Bsub-C-T2-8GEN-r002,864.8 -> 577.5,782.8,754.8,712.8,n-7,
,TG(57:3)]_FA22:6,3330.0,862.8,575.5,11.34,Bsub-C-T2-8GEN-r002,862.8 -> 575.5,780.8,752.8,710.8,n-7,
TG,[TG(48:2)]_FA14:0,7250.0,820.8,575.5,11.07,Bsub-C-T2-8GEN-r002,820.8 -> 575.5,738.8,710.8,668.8,,
TG,[TG(48:2)]_FA16:1,44971.0,820.8,549.5,11.08,Bsub-C-T2-8GEN-r002,820.8 -> 549.5,738.8,710.8,668.8,,
TG,[TG(48:2)]_FA18:2,4825.0,820.8,523.5,11.1,Bsub-C-T2-8GEN-r002,820.8 -> 523.5,738.8,710.8,668.8,,
TG,[TG(48:3)]_FA14:0,1074.0,818.8,573.5,10.94,Bsub-C-T2-8GEN-r002,818.8 -> 573.5,736.8,708.8,666.8,,
TG,[TG(48:3)]_FA16:1,17470.0,818.8,547.5,10.95,Bsub-C-T2-8GEN-r002,818.8 -> 547.5,736.8,708.8,666.8,,
TG,[TG(50:3)]_FA14:0,2152.0,846.8,601.5,11.09,Bsub-C-T2-8GEN-r002,846.8 -> 601.5,764.8,736.8,694.8,,
TG,[TG(50:3)]_FA16:1,17236.0,846.8,575.5,11.11,Bsub-C-T2-8GEN-r002,846.8 -> 575.5,764.8,736.8,694.8,,
TG,[TG(50:3)]_FA18:2,7657.0,846.8,549.5,11.13,Bsub-C-T2-8GEN-r002,846.8 -> 549.5,764.8,736.8,694.8,,
TG,[TG(50:4)]_FA14:0,1623.0,844.8,599.5,10.93,Bsub-C-T2-8GEN-r002,844.8 -> 599.5,762.8,734.8,692.8,,
TG,[TG(50:4)]_FA18:3,420.0,844.8,549.5,10.98,Bsub-C-T2-8GEN-r002,844.8 -> 549.5,762.8,734.8,692.8,,
TG,[TG(52:4)]_FA16:1,2850.0,872.8,601.5,11.12,Bsub-C-T2-8GEN-r002,872.8 -> 601.5,790.8,762.8,720.8,,
TG,[TG(52:4)]_FA18:2,37032.0,872.8,575.5,11.11,Bsub-C-T2-8GEN-r002,872.8 -> 575.5,790.8,762.8,720.8,,
TG,[TG(52:4)]_FA18:3,1185.0,872.8,577.5,11.12,Bsub-C-T2-8GEN-r002,872.8 -> 577.5,790.8,762.8,720.8,,
TG,[TG(52:5)]_FA18:3,711.0,870.8,575.5,10.98,Bsub-C-T2-8GEN-r002,870.8 -> 575.5,788.8,760.8,718.8,,
TG,[TG(54:5)]_FA18:3,1224.0,898.8,603.5,11.13,Bsub-C-T2-8GEN-r002,898.8 -> 603.5,816.8,788.8,746.8,,
TG,[TG(54:6)]_FA18:3,1664.0,896.8,601.5,10.98,Bsub-C-T2-8GEN-r002,896.8 -> 601.5,814.8,786.8,744.8,,
DG,DG(32:0)_C16:0,13506.0,586.5,313.2,10.03,Bsub-C-T2-8GEN-r003,586.5 -> 313.2,504.5,476.5,434.5,,
DG,DG(34:1)_C18:1,7737.0,612.6,313.3,10.07,Bsub-C-T2-8GEN-r003,612.6 -> 313.3,530.6,502.6,460.6,,
DG,DG(34:2)_C18:2,1304.0,610.5,313.2,10.09,Bsub-C-T2-8GEN-r003,610.5 -> 313.2,528.5,500.5,458.5,,
DG,DG(36:1)_C18:1,1984.0,640.6,341.3,10.26,Bsub-C-T2-8GEN-r003,640.6 -> 341.3,558.6,530.6,488.6,,
DG,DG(36:2)_C18:1,9719.0,638.6,339.3,10.1,Bsub-C-T2-8GEN-r003,638.6 -> 339.3,556.6,528.6,486.6,,
DG,DG(36:2)_C18:2,1613.0,638.6,341.3,10.13,Bsub-C-T2-8GEN-r003,638.6 -> 341.3,556.6,528.6,486.6,,
DG,DG(36:3)_C18:2,1747.0,636.6,339.3,10.02,Bsub-C-T2-8GEN-r003,636.6 -> 339.3,554.6,526.6,484.6,,
TG,TG(48:0)]_FA16:0,41406.0,824.8,551.5,11.39,Bsub-C-T2-8GEN-r003,824.8 -> 551.5,742.8,714.8,672.8,,
TG,TG(48:0)]_FA18:0,4162.0,824.8,523.5,11.4,Bsub-C-T2-8GEN-r003,824.8 -> 523.5,742.8,714.8,672.8,,
TG,TG(48:1)]_FA16:1,26340.0,822.8,551.5,11.24,Bsub-C-T2-8GEN-r003,822.8 -> 551.5,740.8,712.8,670.8,,
TG,TG(48:1)]_FA18:1,11929.0,822.8,523.5,11.21,Bsub-C-T2-8GEN-r003,822.8 -> 523.5,740.8,712.8,670.8,,
TG,TG(49:1)]_FA16:0,5053.0,836.8,563.5,11.37,Bsub-C-T2-8GEN-r003,836.8 -> 563.5,754.8,726.8,684.8,,
TG,TG(49:1)]_FA16:1,9293.0,836.8,565.5,11.31,Bsub-C-T2-8GEN-r003,836.8 -> 565.5,754.8,726.8,684.8,,
TG,TG(49:1)]_FA18:1,2673.0,836.8,537.5,11.37,Bsub-C-T2-8GEN-r003,836.8 -> 537.5,754.8,726.8,684.8,,
TG,TG(49:2)]_FA16:1,19411.0,834.8,563.5,11.18,Bsub-C-T2-8GEN-r003,834.8 -> 563.5,752.8,724.8,682.8,,
TG,TG(49:2)]_FA18:1,9178.0,834.8,535.5,11.17,Bsub-C-T2-8GEN-r003,834.8 -> 535.5,752.8,724.8,682.8,,
TG,TG(49:2)]_FA18:2,4498.0,834.8,537.5,11.2,Bsub-C-T2-8GEN-r003,834.8 -> 537.5,752.8,724.8,682.8,,
TG,TG(50:0)]_FA18:0,7007.0,852.8,551.5,11.61,Bsub-C-T2-8GEN-r003,852.8 -> 551.5,770.8,742.8,700.8,,
TG,TG(50:1)]_FA14:0,1783.0,850.8,605.5,11.42,Bsub-C-T2-8GEN-r003,850.8 -> 605.5,768.8,740.8,698.8,,
TG,TG(50:1)]_FA16:0,34371.0,850.8,577.5,11.42,Bsub-C-T2-8GEN-r003,850.8 -> 577.5,768.8,740.8,698.8,,
TG,TG(50:1)]_FA18:1,17317.0,850.8,551.5,11.42,Bsub-C-T2-8GEN-r003,850.8 -> 551.5,768.8,740.8,698.8,,
TG,TG(50:2)]_FA14:0,2820.0,848.8,603.5,11.24,Bsub-C-T2-8GEN-r003,848.8 -> 603.5,766.8,738.8,696.8,,
TG,TG(50:2)]_FA16:1,20819.0,848.8,577.5,11.27,Bsub-C-T2-8GEN-r003,848.8 -> 577.5,766.8,738.8,696.8,,
TG,TG(50:2)]_FA18:1,17642.0,848.8,549.5,11.26,Bsub-C-T2-8GEN-r003,848.8 -> 549.5,766.8,738.8,696.8,,
TG,TG(50:2)]_FA18:2,9584.0,848.8,551.5,11.26,Bsub-C-T2-8GEN-r003,848.8 -> 551.5,766.8,738.8,696.8,,
TG,TG(51:0)]_FA16:0,1308.0,866.7,593.4,11.71,Bsub-C-T2-8GEN-r003,866.7 -> 593.4,784.7,756.7,714.7,,
TG,TG(51:1)]_FA16:0,746.0,864.8,591.5,12.02,Bsub-C-T2-8GEN-r003,864.8 -> 591.5,782.8,754.8,712.8,,
TG,TG(51:2)]_FA16:0,3912.0,862.8,589.5,11.37,Bsub-C-T2-8GEN-r003,862.8 -> 589.5,780.8,752.8,710.8,,
TG,TG(51:2)]_FA18:1,6517.0,862.8,563.5,11.37,Bsub-C-T2-8GEN-r003,862.8 -> 563.5,780.8,752.8,710.8,,
TG,TG(52:1)]_FA18:0,8603.0,878.8,577.5,11.63,Bsub-C-T2-8GEN-r003,878.8 -> 577.5,796.8,768.8,726.8,,
TG,TG(52:1)]_FA18:1,7050.0,878.8,579.5,11.63,Bsub-C-T2-8GEN-r003,878.8 -> 579.5,796.8,768.8,726.8,,
TG,TG(52:2)]_FA16:0,19734.0,876.8,603.5,11.44,Bsub-C-T2-8GEN-r003,876.8 -> 603.5,794.8,766.8,724.8,,
TG,TG(52:2)]_FA18:2,6687.0,876.8,579.5,11.45,Bsub-C-T2-8GEN-r003,876.8 -> 579.5,794.8,766.8,724.8,,
TG,TG(52:3)]_FA16:1,5673.0,874.8,603.5,11.29,Bsub-C-T2-8GEN-r003,874.8 -> 603.5,792.8,764.8,722.8,,
TG,TG(52:3)]_FA18:2,18943.0,874.8,577.5,11.26,Bsub-C-T2-8GEN-r003,874.8 -> 577.5,792.8,764.8,722.8,,
TG,TG(53:2)]_FA18:1,2196.0,890.8,591.5,11.53,Bsub-C-T2-8GEN-r003,890.8 -> 591.5,808.8,780.8,738.8,,
TG,TG(53:3)]_FA18:1,1663.0,888.8,589.5,11.4,Bsub-C-T2-8GEN-r003,888.8 -> 589.5,806.8,778.8,736.8,,
TG,TG(53:4)]_FA18:2,2465.0,886.8,589.5,11.22,Bsub-C-T2-8GEN-r003,886.8 -> 589.5,804.8,776.8,734.8,,
TG,TG(54:0)]_FA18:0,4963.0,908.8,607.5,12.03,Bsub-C-T2-8GEN-r003,908.8 -> 607.5,826.8,798.8,756.8,,
TG,TG(54:1)]_FA18:1,2632.0,906.8,607.5,11.86,Bsub-C-T2-8GEN-r003,906.8 -> 607.5,824.8,796.8,754.8,,
TG,TG(54:2)]_FA18:0,7547.0,904.8,603.5,11.65,Bsub-C-T2-8GEN-r003,904.8 -> 603.5,822.8,794.8,752.8,,
,TG(54:3)]_FA18:1,3126.0,820.8,577.5,11.08,Bsub-C-T2-8GEN-r003,820.8 -> 577.5,738.8,710.8,668.8,n-7,
TG,TG(54:3)]_FA18:1,22336.0,902.8,603.5,11.45,Bsub-C-T2-8GEN-r003,902.8 -> 603.5,820.8,792.8,750.8,,
,TG(54:3)]_FA18:2,3126.0,820.8,577.5,11.08,Bsub-C-T2-8GEN-r003,820.8 -> 577.5,738.8,710.8,668.8,n-7,
TG,TG(54:3)]_FA18:2,7552.0,902.8,605.5,11.46,Bsub-C-T2-8GEN-r003,902.8 -> 605.5,820.8,792.8,750.8,,
TG,TG(54:4)]_FA18:2,20010.0,900.8,603.5,11.3,Bsub-C-T2-8GEN-r003,900.8 -> 603.5,818.8,790.8,748.8,,
,TG(54:4)]_FA18:2,30307.0,818.8,818.8,10.95,Bsub-C-T2-8GEN-r003,818.8 -> 818.8,736.8,708.8,666.8,n-7,
,TG(57:2)]_FA22:6,4073.0,836.8,551.5,11.32,Bsub-C-T2-8GEN-r003,836.8 -> 551.5,754.8,726.8,684.8,n-9,1.02
,TG(57:2)]_FA22:6,3978.0,864.8,577.5,11.51,Bsub-C-T2-8GEN-r003,864.8 -> 577.5,782.8,754.8,712.8,n-7,
,TG(57:3)]_FA22:6,3070.0,862.8,575.5,11.34,Bsub-C-T2-8GEN-r003,862.8 -> 575.5,780.8,752.8,710.8,n-7,
TG,[TG(48:2)]_FA14:0,7098.0,820.8,575.5,11.07,Bsub-C-T2-8GEN-r003,820.8 -> 575.5,738.8,710.8,668.8,,
TG,[TG(48:2)]_FA16:1,44099.0,820.8,549.5,11.08,Bsub-C-T2-8GEN-r003,820.8 -> 549.5,738.8,710.8,668.8,,
TG,[TG(48:2)]_FA18:2,4802.0,820.8,523.5,11.1,Bsub-C-T2-8GEN-r003,820.8 -> 523.5,738.8,710.8,668.8,,
TG,[TG(48:3)]_FA14:0,1109.0,818.8,573.5,10.95,Bsub-C-T2-8GEN-r003,818.8 -> 573.5,736.8,708.8,666.8,,
TG,[TG(48:3)]_FA16:1,18220.0,818.8,547.5,10.95,Bsub-C-T2-8GEN-r003,818.8 -> 547.5,736.8,708.8,666.8,,
TG,[TG(50:3)]_FA14:0,2066.0,846.8,601.5,11.09,Bsub-C-T2-8GEN-r003,846.8 -> 601.5,764.8,736.8,694.8,,
TG,[TG(50:3)]_FA16:1,16985.0,846.8,575.5,11.11,Bsub-C-T2-8GEN-r003,846.8 -> 575.5,764.8,736.8,694.8,,
TG,[TG(50:3)]_FA18:2,7757.0,846.8,549.5,11.13,Bsub-C-T2-8GEN-r003,846.8 -> 549.5,764.8,736.8,694.8,,
TG,[TG(50:4)]_FA14:0,1626.0,844.8,599.5,10.93,Bsub-C-T2-8GEN-r003,844.8 -> 599.5,762.8,734.8,692.8,,
TG,[TG(50:4)]_FA18:3,453.0,844.8,549.5,10.98,Bsub-C-T2-8GEN-r003,844.8 -> 549.5,762.8,734.8,692.8,,
TG,[TG(52:4)]_FA16:1,2961.0,872.8,601.5,11.12,Bsub-C-T2-8GEN-r003,872.8 -> 601.5,790.8,762.8,720.8,,
TG,[TG(52:4)]_FA18:2,36285.0,872.8,575.5,11.11,Bsub-C-T2-8GEN-r003,872.8 -> 575.5,790.8,762.8,720.8,,
TG,[TG(52:4)]_FA18:3,1221.0,872.8,577.5,11.12,Bsub-C-T2-8GEN-r003,872.8 -> 577.5,790.8,762.8,720.8,,
TG,[TG(52:5)]_FA18:3,781.0,870.8,575.5,10.98,Bsub-C-T2-8GEN-r003,870.8 -> 575.5,788.8,760.8,718.8,,
TG,[TG(54:5)]_FA18:3,1061.0,898.8,603.5,11.13,Bsub-C-T2-8GEN-r003,898.8 -> 603.5,816.8,788.8,746.8,,
TG,[TG(54:6)]_FA18:3,1603.0,896.8,601.5,10.98,Bsub-C-T2-8GEN-r003,896.8 -> 601.5,814.8,786.8,744.8,,
DG,DG(32:0)_C16:0,13151.0,586.5,313.2,10.03,Bsub-C-T6-0-r001,586.5 -> 313.2,504.5,476.5,434.5,,
DG,DG(34:1)_C18:1,7671.0,612.6,313.3,10.08,Bsub-C-T6-0-r001,612.6 -> 313.3,530.6,502.6,460.6,,
DG,DG(34:2)_C18:2,1358.0,610.5,313.2,10.09,Bsub-C-T6-0-r001,610.5 -> 313.2,528.5,500.5,458.5,,
DG,DG(36:1)_C18:1,1967.0,640.6,341.3,10.26,Bsub-C-T6-0-r001,640.6 -> 341.3,558.6,530.6,488.6,,
DG,DG(36:2)_C18:1,9383.0,638.6,339.3,10.11,Bsub-C-T6-0-r001,638.6 -> 339.3,556.6,528.6,486.6,,
DG,DG(36:2)_C18:2,1617.0,638.6,341.3,10.13,Bsub-C-T6-0-r001,638.6 -> 341.3,556.6,528.6,486.6,,
DG,DG(36:3)_C18:2,1656.0,636.6,339.3,10.03,Bsub-C-T6-0-r001,636.6 -> 339.3,554.6,526.6,484.6,,
TG,TG(48:0)]_FA16:0,37720.0,824.8,551.5,11.4,Bsub-C-T6-0-r001,824.8 -> 551.5,742.8,714.8,672.8,,
TG,TG(48:0)]_FA18:0,3790.0,824.8,523.5,11.4,Bsub-C-T6-0-r001,824.8 -> 523.5,742.8,714.8,672.8,,
TG,TG(48:1)]_FA16:1,23513.0,822.8,551.5,11.25,Bsub-C-T6-0-r001,822.8 -> 551.5,740.8,712.8,670.8,,
TG,TG(48:1)]_FA18:1,10441.0,822.8,523.5,11.22,Bsub-C-T6-0-r001,822.8 -> 523.5,740.8,712.8,670.8,,
TG,TG(49:1)]_FA16:0,7338.0,836.8,563.5,11.37,Bsub-C-T6-0-r001,836.8 -> 563.5,754.8,726.8,684.8,,
TG,TG(49:1)]_FA16:1,8361.0,836.8,565.5,11.32,Bsub-C-T6-0-r001,836.8 -> 565.5,754.8,726.8,684.8,,
TG,TG(49:1)]_FA18:1,3225.0,836.8,537.5,11.37,Bsub-C-T6-0-r001,836.8 -> 537.5,754.8,726.8,684.8,,
TG,TG(49:2)]_FA16:1,19563.0,834.8,563.5,11.18,Bsub-C-T6-0-r001,834.8 -> 563.5,752.8,724.8,682.8,,
TG,TG(49:2)]_FA18:1,9273.0,834.8,535.5,11.17,Bsub-C-T6-0-r001,834.8 -> 535.5,752.8,724.8,682.8,,
TG,TG(49:2)]_FA18:2,4017.0,834.8,537.5,11.21,Bsub-C-T6-0-r001,834.8 -> 537.5,752.8,724.8,682.8,,
