,Lipid,Parent_Ion,Product_Ion,Total_Intensity,Average_Retention_Time
31,Unknown,612.4,437.3,71171.56499481201,21.736624659863946
32,Unknown,612.4,437.3,70941.40503311157,23.2464587535014
33,Unknown,612.4,437.3,47667.3032875061,24.510870981613284
34,Unknown,622.5,503.4,72914.5251045227,0.7540738713667285
35,Unknown,622.5,503.4,71892.04518890381,2.2417030712284913
36,Unknown,622.5,503.4,73021.12512207031,3.751536144457783
37,Unknown,622.5,503.4,73076.34516525269,5.261370228091237
38,Unknown,622.5,503.4,70472.10497283936,6.748999845392703
39,Unknown,622.5,503.4,74515.10522842407,8.236631152460985
40,Unknown,622.5,503.4,73818.5852432251,9.746465946378551
41,Unknown,622.5,503.4,77240.80543518066,11.256300660264104
42,Unknown,622.5,503.4,76063.22528839111,12.766135044017606
43,Unknown,622.5,503.4,74842.50521087646,14.253766264687695
44,Unknown,622.5,503.4,78058.585521698,15.741397418967589
45,Unknown,622.5,503.4,83480.465965271,17.25123242296919
46,Unknown,622.5,503.4,86152.34607315063,18.761067446978792
47,Unknown,622.5,503.4,86403.00610351562,20.2486993403422
48,Unknown,622.5,503.4,90181.88632965088,21.736329971988795
49,Unknown,622.5,503.4,88057.2060585022,23.24616388555422
50,Unknown,622.5,503.4,48367.64347457886,24.510576334519573
51,Unknown,624.5,505.4,72227.84522247314,0.7537799525870955
52,Unknown,624.5,505.4,72031.26517868042,2.2414078531412565
53,Unknown,624.5,505.4,73773.40531921387,3.751241536614646
54,Unknown,624.5,505.4,73040.62515258789,5.26107550020008
55,Unknown,624.5,505.4,71332.16505813599,6.7487050401978985
56,Unknown,624.5,505.4,76161.44543838501,8.2363362545018
57,Unknown,624.5,505.4,72807.865234375,9.746170908363345
58,Unknown,624.5,505.4,96893.32689666748,11.256005912364946
59,Unknown,624.5,505.4,77152.90546417236,12.76583993597439
60,Unknown,624.5,505.4,72940.20510101318,14.253471469800042
61,Unknown,624.5,505.4,75335.52527236938,15.741102681072432
62,Unknown,624.5,505.4,77368.24540710449,17.250937484993997
63,Unknown,624.5,505.4,79702.98571014404,18.760772669067627
64,Unknown,624.5,505.4,80345.60564804077,20.248404535147394
65,Unknown,624.5,505.4,84000.28588485718,21.736035034013607
66,Unknown,624.5,505.4,82626.76579284668,23.245869157663062
67,Unknown,624.5,505.4,48597.42338180542,24.510281346381973
68,Unknown,626.5,437.3,74528.7852935791,0.7534839929911359
69,Unknown,626.5,437.3,73676.28526306152,2.24111337535014
70,Unknown,626.5,437.3,72657.10514450073,3.7509465086034415
71,Unknown,626.5,437.3,71603.62503051758,5.260780432172869
72,Unknown,626.5,437.3,74172.3853187561,6.748410307153165
73,Unknown,626.5,437.3,73590.10522460938,8.23604143657463
74,Unknown,626.5,437.3,73350.54515457153,9.745876260504202
75,Unknown,626.5,437.3,84213.6060218811,11.25571107442977
76,Unknown,626.5,437.3,246234.23777389526,12.765545458183274
77,Unknown,626.5,437.3,324988.383934021,14.253176623376621
78,Unknown,626.5,437.3,90139.32615280151,15.740807793117247
79,Unknown,626.5,437.3,73779.94518661499,17.250642777110844
80,Unknown,626.5,437.3,74702.30531311035,18.76047781112445
81,Unknown,626.5,437.3,72450.76510238647,20.248109822716966
82,Unknown,626.5,437.3,74512.48519515991,21.735740346138453
83,Unknown,626.5,437.3,72964.8851776123,23.245574219687875
84,Unknown,626.5,437.3,48187.90340042114,24.509986892052197
85,Unknown,650.5,503.4,70997.08503341675,0.7531890744176458
86,Unknown,650.5,503.4,71324.30511856079,2.2408173969587835
87,Unknown,650.5,503.4,71725.60503005981,3.7506510104041615
88,Unknown,650.5,503.4,70881.54500579834,5.2604850540216095
89,Unknown,650.5,503.4,69940.0249786377,6.74811462585034
90,Unknown,650.5,503.4,70794.58497619629,8.23574573829532
91,Unknown,650.5,503.4,70649.72504806519,9.745580532212886
92,Unknown,650.5,503.4,71681.06502532959,11.255415456182474
93,Unknown,650.5,503.4,71287.9049911499,12.76524955982393
94,Unknown,650.5,503.4,69499.86483001709,14.252880880230881
95,Unknown,650.5,503.4,71842.94501113892,15.74051225490196
96,Unknown,650.5,503.4,71768.38510131836,17.250347098839537
97,Unknown,650.5,503.4,71712.00499343872,18.76018224289716
98,Unknown,650.5,503.4,71144.24500656128,20.24781413110699
99,Unknown,650.5,503.4,72409.58518218994,21.735444627851145
100,Unknown,650.5,503.4,71398.40505981445,23.245278781512607
101,Unknown,650.5,503.4,47618.843379974365,24.509690895610916
102,Unknown,652.5,505.4,69088.3249206543,0.7528933106575963
103,Unknown,652.5,505.4,71756.96502685547,2.240521788715486
104,Unknown,652.5,505.4,70518.98502731323,3.7503553721488596
105,Unknown,652.5,505.4,70350.72498321533,5.260189525810324
106,Unknown,652.5,505.4,68830.00483322144,6.74781898577613
107,Unknown,652.5,505.4,71218.16500091553,8.235450170068027
108,Unknown,652.5,505.4,70939.70510101318,9.74528493397359
109,Unknown,652.5,505.4,76373.78533935547,11.25511987795118
110,Unknown,652.5,505.4,75164.8452911377,12.76495394157663
111,Unknown,652.5,505.4,68875.22477722168,14.252585487528345
112,Unknown,652.5,505.4,70519.16500854492,15.74021661664666
113,Unknown,652.5,505.4,70998.48503494263,17.25005161064426
114,Unknown,652.5,505.4,71344.2250328064,18.75988668467387
115,Unknown,652.5,505.4,70086.78490829468,20.247518511647083
116,Unknown,652.5,505.4,71285.70497131348,21.735149089635854
117,Unknown,652.5,505.4,71147.74499893188,23.24498296318527
118,Unknown,652.5,505.4,47527.103370666504,24.50939537366548
119,Unknown,654.5,437.3,78753.48561477661,0.752597175840033
120,Unknown,654.5,437.3,71541.8651008606,2.240226570628251
121,Unknown,654.5,437.3,70958.56503295898,3.7500596438575435
122,Unknown,654.5,437.3,71576.64504623413,5.259893647458985
123,Unknown,654.5,437.3,71204.44499588013,6.74752335600907
124,Unknown,654.5,437.3,70891.22504043579,8.235154731892758
125,Unknown,654.5,437.3,71035.22505950928,9.744989455782314
126,Unknown,654.5,437.3,71114.0249786377,11.254824239695878
127,Unknown,654.5,437.3,83657.6658744812,12.764658603441378
128,Unknown,654.5,437.3,92230.22662353516,14.252289816532674
129,Unknown,654.5,437.3,76819.52542114258,15.739920918367346
130,Unknown,654.5,437.3,71924.38506317139,17.249755912364947
131,Unknown,654.5,437.3,71372.44511032104,18.759590956382553
132,Unknown,654.5,437.3,69442.94491577148,20.247222892187178
133,Unknown,654.5,437.3,71241.0650177002,21.73485349139656
134,Unknown,654.5,437.3,71192.88496017456,23.244687414965988
135,Unknown,654.5,437.3,47501.32339859009,24.509099985172007
136,Unknown,664.6,503.4,68760.14486694336,0.7523010307153165
137,Unknown,664.6,503.4,71218.22499847412,2.239930412164866
138,Unknown,664.6,503.4,70461.06492614746,3.749763595438175
139,Unknown,664.6,503.4,70750.76498794556,5.259597488995599
140,Unknown,664.6,503.4,69062.4248085022,6.747227324263039
141,Unknown,664.6,503.4,71907.40505981445,8.234858363345339
142,Unknown,664.6,503.4,71432.60507583618,9.744693227290917
143,Unknown,664.6,503.4,77013.74546432495,11.2545281112445
144,Unknown,664.6,503.4,79102.84559631348,12.764362344937977
145,Unknown,664.6,503.4,70276.94493865967,14.25199357864358
146,Unknown,664.6,503.4,72093.60508728027,15.739624759903965
147,Unknown,664.6,503.4,72041.00511169434,17.24945975390156
148,Unknown,664.6,503.4,72641.54511260986,18.759294867947176
149,Unknown,664.6,503.4,70306.66491699219,20.24692680890538
150,Unknown,664.6,503.4,72975.98514175415,21.734557302921164
151,Unknown,664.6,503.4,72265.50512695312,23.244391236494597
152,Unknown,664.6,503.4,47964.7834815979,24.50880378113879
153,Unknown,666.6,505.4,69027.64487838745,0.7520056895485467
154,Unknown,666.6,505.4,70702.06491851807,2.239633943577431
155,Unknown,666.6,505.4,70715.46506118774,3.7494675070028007
156,Unknown,666.6,505.4,70569.58498764038,5.25930150060024
157,Unknown,666.6,505.4,69179.96488189697,6.746931137909709
158,Unknown,666.6,505.4,71443.00508499146,8.234562204881954
159,Unknown,666.6,505.4,71211.24499511719,9.744396978791517
160,Unknown,666.6,505.4,79097.9253578186,11.25423199279712
161,Unknown,666.6,505.4,115636.48806762695,12.764066016406563
162,Unknown,666.6,505.4,75315.70530700684,14.251697371675943
163,Unknown,666.6,505.4,72085.48504257202,15.739328691476594
164,Unknown,666.6,505.4,71511.4049949646,17.249163565426173
165,Unknown,666.6,505.4,71876.24495697021,18.758998669467786
166,Unknown,666.6,505.4,71024.12508010864,20.24663058132344
167,Unknown,666.6,505.4,73195.12509155273,21.734261104441778
168,Unknown,666.6,505.4,71796.32509994507,23.244095208083234
169,Unknown,666.6,505.4,47571.103328704834,24.50850736951364
170,Unknown,692.6,503.4,69221.78484344482,0.7517083178726036
171,Unknown,692.6,503.4,71758.28517150879,2.239337194877951
172,Unknown,692.6,503.4,70746.28497314453,3.7491705082032816
173,Unknown,692.6,503.4,70948.84505081177,5.259004491796719
174,Unknown,692.6,503.4,70979.42505264282,6.746634260977118
175,Unknown,692.6,503.4,71506.02502822876,8.234265236094439
176,Unknown,692.6,503.4,72511.3051147461,9.744100090036016
177,Unknown,692.6,503.4,99251.82706451416,11.25393506402561
178,Unknown,692.6,503.4,151243.19053649902,12.763769167667066
179,Unknown,692.6,503.4,124873.24880218506,14.251400432900434
180,Unknown,692.6,503.4,75922.30537033081,15.739031762705084
181,Unknown,692.6,503.4,71991.50513076782,17.248866626650663
182,Unknown,692.6,503.4,71743.90509796143,18.75870177070828
183,Unknown,692.6,503.4,71445.22506332397,20.246333735312305
184,Unknown,692.6,503.4,72169.58506393433,21.733964255702286
185,Unknown,692.6,503.4,71198.06495666504,23.243798199279713
186,Unknown,692.6,503.4,48073.98332977295,24.508210453736655
187,Unknown,694.6,505.4,68627.52489852905,0.7511249948464234
188,Unknown,694.6,505.4,71267.34499359131,2.2387539815926374
189,Unknown,694.6,505.4,71235.22509384155,3.7485872849139654
190,Unknown,694.6,505.4,71494.08504104614,5.258421268507403
191,Unknown,694.6,505.4,95863.66676712036,6.746051020408163
192,Unknown,694.6,505.4,72122.9651145935,8.233682002801121
193,Unknown,694.6,505.4,80719.5057144165,9.743516846738697
194,Unknown,694.6,505.4,150727.83066177368,11.253351810724292
195,Unknown,694.6,505.4,489577.21407318115,12.763185944377751
196,Unknown,694.6,505.4,518295.5175437927,14.250817243867244
197,Unknown,694.6,505.4,106635.4676246643,15.738448509403765
198,Unknown,694.6,505.4,76500.56540298462,17.248283393357344
199,Unknown,694.6,505.4,73001.46511077881,18.758118567426973
200,Unknown,694.6,505.4,72221.1251296997,20.24575047412905
201,Unknown,694.6,505.4,73256.72515106201,21.733380972388957
202,Unknown,694.6,505.4,71075.0650024414,23.243215046018406
203,Unknown,694.6,505.4,47778.843379974365,24.507627239027286
204,Unknown,694.6,547.5,70728.72496795654,0.7511249948464234
205,Unknown,694.6,547.5,71633.74507522583,2.2387539815926374
206,Unknown,694.6,547.5,71588.78500366211,3.7485872849139654
207,Unknown,694.6,547.5,70883.72501373291,5.258421268507403
208,Unknown,694.6,547.5,69221.02490615845,6.746051020408163
209,Unknown,694.6,547.5,71511.74508666992,8.233682002801121
210,Unknown,694.6,547.5,71811.44509124756,9.743516846738697
211,Unknown,694.6,547.5,86813.52602767944,11.253351810724292
212,Unknown,694.6,547.5,106241.58753967285,12.763185944377751
213,Unknown,694.6,547.5,74571.10517883301,14.250817243867244
214,Unknown,694.6,547.5,73853.78520202637,15.738448509403765
215,Unknown,694.6,547.5,73775.1651725769,17.248283393357344
216,Unknown,694.6,547.5,74319.18517684937,18.758118567426973
217,Unknown,694.6,547.5,72949.32513809204,20.24575047412905
218,Unknown,694.6,547.5,73532.9652557373,21.733380972388957
219,Unknown,694.6,547.5,72422.40503311157,23.243215046018406
220,Unknown,694.6,547.5,47819.8833656311,24.507627239027286
221,Unknown,702.5,583.4,70487.34497070312,0.7508281591424449
222,Unknown,702.5,583.4,72834.06512451172,2.23845681272509
223,Unknown,702.5,583.4,72201.82503890991,3.7482900060024007
224,Unknown,702.5,583.4,72176.88513183594,5.25812393957583
225,Unknown,702.5,583.4,70251.64498901367,6.7457537311894455
226,Unknown,702.5,583.4,73526.62525558472,8.233384913965585
227,Unknown,702.5,583.4,72191.38509750366,9.743219677871148
228,Unknown,702.5,583.4,72152.84511566162,11.25305462184874
229,Unknown,702.5,583.4,72750.46514511108,12.76288880552221
230,Unknown,702.5,583.4,71135.22497558594,14.250520098948671
231,Unknown,702.5,583.4,73804.90519714355,15.738151270508203
232,Unknown,702.5,583.4,74950.00532150269,17.24798612444978
233,Unknown,702.5,583.4,77610.04549789429,18.757821268507403
234,Unknown,702.5,583.4,76095.08531188965,20.245453195217483
235,Unknown,702.5,583.4,78844.64553070068,21.73308387354942
236,Unknown,702.5,583.4,76337.12532043457,23.242917697078834
237,Unknown,702.5,583.4,48915.023456573486,24.507330234282325
238,Unknown,714.6,567.5,68885.22486495972,0.7505303236446094
239,Unknown,714.6,567.5,70920.4649772644,2.2381592837134856
240,Unknown,714.6,567.5,70753.14502334595,3.7479924969988
241,Unknown,714.6,567.5,70774.36499023438,5.257826660664266
242,Unknown,714.6,567.5,68523.32484817505,6.745456091527521
243,Unknown,714.6,567.5,70277.76491546631,8.233087555022008
244,Unknown,714.6,567.5,70421.46490478516,9.74292224889956
245,Unknown,714.6,567.5,71320.16507339478,11.252757032813125
246,Unknown,714.6,567.5,71089.52503204346,12.762591366546618
247,Unknown,714.6,567.5,69573.28485107422,14.25022266542981
248,Unknown,714.6,567.5,75760.30535125732,15.7378537414966
249,Unknown,714.6,567.5,71923.44509124756,17.247688795518208
250,Unknown,714.6,567.5,73029.58520507812,18.75752379951981
251,Unknown,714.6,567.5,69766.94492721558,20.245155648319937
252,Unknown,714.6,567.5,71169.66502761841,21.73278630452181
253,Unknown,714.6,567.5,70946.06493759155,23.24262017807123
254,Unknown,714.6,567.5,47419.04329299927,24.50703275504152
255,Unknown,716.6,571.5,68811.52488327026,0.7502331684188828
256,Unknown,716.6,571.5,70422.80502319336,2.2378615446178474
257,Unknown,716.6,571.5,70411.28506851196,3.7476951380552217
258,Unknown,716.6,571.5,70530.3649520874,5.257529241696679
259,Unknown,716.6,571.5,68724.7048034668,6.745158730158729
260,Unknown,716.6,571.5,71138.14497756958,8.232789885954384
261,Unknown,716.6,571.5,70795.1849937439,9.742624639855944
262,Unknown,716.6,571.5,70283.70500564575,11.25245956382553
263,Unknown,716.6,571.5,70682.36497879028,12.762293657462987
264,Unknown,716.6,571.5,68729.1848526001,14.249925128839415
265,Unknown,716.6,571.5,70738.34493255615,15.73755631252501
266,Unknown,716.6,571.5,70468.3848953247,17.247391306522612
267,Unknown,716.6,571.5,70665.80490493774,18.757226330532212
268,Unknown,716.6,571.5,72521.00505447388,20.267061704681872
269,Unknown,716.6,571.5,69361.98487091064,21.75469219748506
270,Unknown,716.6,571.5,70531.62496566772,23.242322709083634
271,Unknown,716.6,571.5,47319.28330993652,24.506735038552787
272,Unknown,718.6,599.5,70230.20502471924,0.7499356009070295
273,Unknown,718.6,599.5,73499.56508255005,2.237563985594238
274,Unknown,718.6,599.5,71163.64506530762,3.747397418967587
275,Unknown,718.6,599.5,71701.42504119873,5.25723131252501
276,Unknown,718.6,599.5,70957.28496551514,6.767064465786315
277,Unknown,718.6,599.5,70667.48497009277,8.254695526695528
278,Unknown,718.6,599.5,74185.66524887085,9.742326900760306
279,Unknown,718.6,599.5,160907.09072113037,11.252161904761904
280,Unknown,718.6,599.5,91452.64651107788,12.761995948379354
281,Unknown,718.6,599.5,71569.30497741699,14.249627272727274
282,Unknown,718.6,599.5,74338.34519577026,15.737258543417369
283,Unknown,718.6,599.5,75024.48537445068,17.247093517406963
284,Unknown,718.6,599.5,77301.38548660278,18.75692858143257
285,Unknown,718.6,599.5,79220.62564468384,20.266763905562225
286,Unknown,718.6,599.5,78019.18552780151,21.754394537208825
287,Unknown,718.6,599.5,81121.62566757202,23.242025040016006
288,Unknown,718.6,599.5,47655.56337738037,24.50643727758007
289,Unknown,722.7,547.5,69375.16493606567,0.7496374149659865
290,Unknown,722.7,547.5,70805.46494674683,2.2372663265306123
291,Unknown,722.7,547.5,70417.60499572754,3.747099489795919
292,Unknown,722.7,547.5,70856.00493621826,5.256933583433375
293,Unknown,722.7,547.5,73151.56513595581,6.766766606642657
294,Unknown,722.7,547.5,70530.10492706299,8.254397948876521
295,Unknown,722.7,547.5,71418.3250617981,9.742029281712686
296,Unknown,722.7,547.5,74902.44532394409,11.251864075630252
297,Unknown,722.7,547.5,91164.16644668579,12.761698409363744
298,Unknown,722.7,547.5,84614.36604690552,14.249329622758195
299,Unknown,722.7,547.5,76094.12540435791,15.736960774309724
300,Unknown,722.7,547.5,75017.4252204895,17.24679573829532
301,Unknown,722.7,547.5,75497.62523651123,18.756630792316926
302,Unknown,722.7,547.5,74267.88528442383,20.266466046418568
303,Unknown,722.7,547.5,74036.20532989502,21.754096794475362
304,Unknown,722.7,547.5,73730.56513977051,23.24172720088035
305,Unknown,722.7,547.5,47540.18332672119,24.506139768683276
306,Unknown,730.5,583.4,111708.86787033081,0.7493400948258092
307,Unknown,730.5,583.4,72211.12508392334,2.2369678771508608
308,Unknown,730.5,583.4,71164.32500076294,3.7468016006402562
309,Unknown,730.5,583.4,70893.24501419067,5.256635694277712
310,Unknown,730.5,583.4,70639.98498153687,6.766468627450981
311,Unknown,730.5,583.4,68596.46484375,8.25409983508555
312,Unknown,730.5,583.4,70665.00492477417,9.741731162464985
313,Unknown,730.5,583.4,70705.94498062134,11.251566086434575
314,Unknown,730.5,583.4,70791.68496704102,12.761400080032013
315,Unknown,730.5,583.4,68655.94478988647,14.249031560502992
316,Unknown,730.5,583.4,70658.32499313354,15.73666285514206
317,Unknown,730.5,583.4,71245.2850227356,17.246497699079633
318,Unknown,730.5,583.4,71222.92504119873,18.756332783113248
319,Unknown,730.5,583.4,72099.4450378418,20.266168177270913
320,Unknown,730.5,583.4,68995.32489013672,21.75379867037724
321,Unknown,730.5,583.4,70759.7049484253,23.241429231692678
322,Unknown,730.5,583.4,47461.68338775635,24.50584145907473
323,Unknown,730.6,583.5,120815.82859802246,0.7490417439703153
324,Unknown,730.6,583.5,72196.88515472412,2.236670348139256
325,Unknown,730.6,583.5,70466.0249633789,3.746503511404562
326,Unknown,730.6,583.5,70630.1650352478,5.256337494997999
327,Unknown,730.6,583.5,71117.20504379272,6.766170668267307
328,Unknown,730.6,583.5,68733.56484603882,8.253801896516183
329,Unknown,730.6,583.5,70805.22499084473,9.741433213285314
330,Unknown,730.6,583.5,70405.42510223389,11.25126806722689
331,Unknown,730.6,583.5,70721.02500534058,12.761102300920369
332,Unknown,730.6,583.5,68638.56479644775,14.248733518862092
333,Unknown,730.6,583.5,71088.80506896973,15.736364785914366
334,Unknown,730.6,583.5,70954.20499038696,17.24619966986795
335,Unknown,730.6,583.5,71106.82502746582,18.756034783913567
336,Unknown,730.6,583.5,71324.76503753662,20.265870278111244
337,Unknown,730.6,583.5,69309.88480758667,21.75350071119357
338,Unknown,730.6,583.5,70494.1049194336,23.241131252501003
339,Unknown,730.6,583.5,47575.42335510254,24.505543668446027
340,Unknown,736.7,547.5,69827.30489730835,0.7484451762523191
341,Unknown,736.7,547.5,72729.6452217102,2.2360737094837937
342,Unknown,736.7,547.5,72706.74516677856,3.7459070228091234
343,Unknown,736.7,547.5,73395.24517822266,5.255740896358543
344,Unknown,736.7,547.5,97118.28720092773,6.765574179671869
345,Unknown,736.7,547.5,74654.16522216797,8.253205266955266
346,Unknown,736.7,547.5,79551.62572860718,9.740836584633854
347,Unknown,736.7,547.5,162570.53142166138,11.250671578631453
348,Unknown,736.7,547.5,958047.5075874329,12.760505682272909
349,Unknown,736.7,547.5,832403.3594665527,14.248136982065555
350,Unknown,736.7,547.5,364961.90617752075,15.735768227290915
351,Unknown,736.7,547.5,366167.52600479126,17.245603021208485
352,Unknown,736.7,547.5,392113.24744033813,18.755438225290114
353,Unknown,736.7,547.5,424071.19024658203,20.265273569427773
354,Unknown,736.7,547.5,439595.3908729553,21.75290420531849
355,Unknown,736.7,547.5,263223.87870788574,23.24053462384954
356,Unknown,736.7,547.5,50249.84358215332,24.50494709371293
357,Unknown,742.6,567.5,68347.12480545044,0.7481467841682127
358,Unknown,742.6,567.5,70364.16496658325,2.2357751900760303
359,Unknown,742.6,567.5,70311.98495483398,3.745608663465386
360,Unknown,742.6,567.5,70483.42496109009,5.255442877150861
361,Unknown,742.6,567.5,71224.48497772217,6.76527575030012
362,Unknown,742.6,567.5,68718.94492721558,8.25290707070707
363,Unknown,742.6,567.5,70694.88499832153,9.740538315326132
364,Unknown,742.6,567.5,70879.04501342773,11.250373159263706
365,Unknown,742.6,567.5,70971.04499816895,12.76020735294118
366,Unknown,742.6,567.5,68510.86485290527,14.247838765203053
367,Unknown,742.6,567.5,71624.18501663208,15.735469877951184
368,Unknown,742.6,567.5,70963.3049736023,17.24530492196879
369,Unknown,742.6,567.5,71060.30504226685,18.755139975990396
370,Unknown,742.6,567.5,71593.08503341675,20.264975290116045
371,Unknown,742.6,567.5,68937.98480987549,21.752605772005772
372,Unknown,742.6,567.5,70674.6249923706,23.240236344537816
373,Unknown,742.6,567.5,47412.68338394165,24.50464878410439
374,Unknown,744.6,571.5,69044.44501113892,0.7472764275407133
375,Unknown,744.6,571.5,70632.78496551514,2.2349044217687077
376,Unknown,744.6,571.5,70447.1650466919,3.744737975190076
377,Unknown,744.6,571.5,70434.9649848938,5.254571988795519
378,Unknown,744.6,571.5,70418.16500854492,6.764404971988795
379,Unknown,744.6,571.5,68500.36486434937,8.252036167800455
380,Unknown,744.6,571.5,70831.54499816895,9.73966737695078
381,Unknown,744.6,571.5,73734.46517562866,11.24950237094838
382,Unknown,744.6,571.5,71254.04501724243,12.759336454581835
383,Unknown,744.6,571.5,68864.6049118042,14.246967882910742
384,Unknown,744.6,571.5,70687.74492645264,15.734599179671871
385,Unknown,744.6,571.5,71124.80502700806,17.244434023609443
386,Unknown,744.6,571.5,70874.54499435425,18.754269147659066
387,Unknown,744.6,571.5,70927.74502944946,20.264104511804717
388,Unknown,744.6,571.5,69249.12482452393,21.751734992784996
389,Unknown,744.6,571.5,71173.26494598389,23.23936568627451
390,Unknown,744.6,571.5,47442.1633682251,24.50377771352313
391,Unknown,744.6,583.4,68613.8448600769,0.7472764275407133
392,Unknown,744.6,583.4,71093.10508346558,2.2349044217687077
393,Unknown,744.6,583.4,70439.12495422363,3.744737975190076
394,Unknown,744.6,583.4,70279.32503890991,5.254571988795519
395,Unknown,744.6,583.4,70752.66500091553,6.764404971988795
396,Unknown,744.6,583.4,68624.50489425659,8.252036167800455
397,Unknown,744.6,583.4,70797.88498687744,9.73966737695078
398,Unknown,744.6,583.4,70777.56505966187,11.24950237094838
399,Unknown,744.6,583.4,72831.04512405396,12.759336454581835
400,Unknown,744.6,583.4,68856.80488586426,14.246967882910742
401,Unknown,744.6,583.4,70711.50497817993,15.734599179671871
402,Unknown,744.6,583.4,70804.90497970581,17.244434023609443
403,Unknown,744.6,583.4,71527.66509628296,18.754269147659066
404,Unknown,744.6,583.4,71695.0450553894,20.264104511804717
405,Unknown,744.6,583.4,69694.18492126465,21.751734992784996
406,Unknown,744.6,583.4,70933.82498550415,23.23936568627451
407,Unknown,744.6,583.4,47353.90327453613,24.50377771352313
408,Unknown,744.6,597.5,68753.44477462769,0.7472764275407133
409,Unknown,744.6,597.5,70930.18494415283,2.2349044217687077
410,Unknown,744.6,597.5,70386.66501617432,3.744737975190076
411,Unknown,744.6,597.5,70380.3249092102,5.254571988795519
412,Unknown,744.6,597.5,70722.84498214722,6.764404971988795
413,Unknown,744.6,597.5,68509.22479629517,8.252036167800455
414,Unknown,744.6,597.5,70545.58494186401,9.73966737695078
415,Unknown,744.6,597.5,72344.34511184692,11.24950237094838
416,Unknown,744.6,597.5,70721.26501846313,12.759336454581835
417,Unknown,744.6,597.5,68462.904712677,14.246967882910742
418,Unknown,744.6,597.5,70912.3450126648,15.734599179671871
419,Unknown,744.6,597.5,70698.54490661621,17.244434023609443
420,Unknown,744.6,597.5,70560.16493606567,18.754269147659066
421,Unknown,744.6,597.5,71081.74500274658,20.264104511804717
422,Unknown,744.6,597.5,69299.86494445801,21.751734992784996
423,Unknown,744.6,597.5,70616.76496887207,23.23936568627451
424,Unknown,744.6,597.5,47253.74332046509,24.50377771352313
425,Unknown,746.6,599.5,259311.5782585144,0.7468452793238508
426,Unknown,746.6,599.5,144776.4501953125,2.2344735094037618
427,Unknown,746.6,599.5,143481.71018600464,3.7443069977991197
428,Unknown,746.6,599.5,143231.73011779785,5.254141051420568
429,Unknown,746.6,599.5,142841.15013885498,6.76397405462185
430,Unknown,746.6,599.5,139923.20985031128,8.25160530818388
431,Unknown,746.6,599.5,141802.33003616333,9.739236574629853
432,Unknown,746.6,599.5,179309.1927986145,11.24907149359744
433,Unknown,746.6,599.5,178313.37246704102,12.758905647258906
434,Unknown,746.6,599.5,142355.61001968384,14.246537085137085
435,Unknown,746.6,599.5,145494.19021224976,15.734168232292918
436,Unknown,746.6,599.5,146332.3103904724,17.2440031212485
437,Unknown,746.6,599.5,146526.29042816162,18.75383824529812
438,Unknown,746.6,599.5,146694.31042099,20.263673564425773
439,Unknown,746.6,599.5,141811.06996154785,21.751304128014844
440,Unknown,746.6,599.5,143803.37014389038,23.23893464385754
441,Unknown,746.6,599.5,95980.84688568115,24.50334705664294
442,Unknown,748.6,601.5,72269.5851097107,0.7461272418058134
443,Unknown,748.6,601.5,71054.30503845215,2.2337555322128853
444,Unknown,748.6,601.5,70302.28496932983,3.7435890056022414
445,Unknown,748.6,601.5,70586.18507766724,5.253423179271708
446,Unknown,748.6,601.5,71046.28505706787,6.763256042416968
