IDs,Names,Lipid,Transition,Class
"LMGL03010430, LMGL03014489, LMGL03010435, LMGL03010476, LMGL03014894, LMGL03016035, LMGL03010427, LMGL03010428","TG(16:1(9Z)/20:0/20:1(11Z))[iso6], TG(14:0/20:0/22:2(13Z,16Z))[iso6], TG(16:0/20:0/20:2(11Z,14Z))[iso6], TG(17:2(9Z,12Z)/19:0/20:0)[iso6], TG(14:1(9Z)/20:0/22:1(11Z))[iso6], TG(17:1(9Z)/19:1(9Z)/20:0)[iso6], TG(18:0/18:2(9Z,12Z)/20:0)[iso6], TG(18:1(9Z)/18:1(9Z)/20:0)[iso3]",[TG(56:2)]_FA20:0,932.9 -> 603.9,TG
,,[TG(56:2)]_FA20:4,932.9 -> 611.9,TG
"LMGL03010434, LMGL03010569, LMGL03010625, LMGL03010572, LMGL03016258, LMGL03015730, LMGL03010428","TG(18:0/18:1(9Z)/20:1(11Z))[iso6], TG(16:1(9Z)/18:1(9Z)/22:0)[iso6], TG(17:1(9Z)/18:1(9Z)/21:0)[iso6], TG(16:0/18:1(9Z)/22:1(13Z))[iso6], TG(18:1(9Z)/19:0/19:1(9Z))[iso6], TG(16:0/18:1(9Z)/22:1(11Z))[iso6], TG(18:1(9Z)/18:1(9Z)/20:0)[iso3]",[TG(56:2)]_FA18:1,932.9 -> 633.9,TG
,,[TG(56:1)]_FA20:4,934.9 -> 613.9,TG
,,[TG(56:1)]_FA18:2,934.9 -> 637.9,TG
"LMGL03010335, LMGL03010340, LMGL03010379, LMGL03015270, LMGL03014487","TG(16:0/20:0/20:0)[iso3], TG(18:0/18:0/20:0)[iso3], TG(17:0/19:0/20:0)[iso6], TG(15:0/20:0/21:0)[iso6], TG(14:0/20:0/22:0)[iso6]",[TG(56:0)]_FA20:0,936.9 -> 607.9,TG
,,[TG(56:0)]_FA20:4,936.9 -> 615.9,TG
,,[TG(56:0)]_FA18:1,936.9 -> 637.9,TG
,,[TG(56:0)]_FA18:2,936.9 -> 639.9,TG
,,[TG(58:10)]_FA20:0,944.8 -> 615.8,TG
"LMGL03011316, LMGL03011322, LMGL03011544, LMGL03016304, LMGL03016322, LMGL03011536","TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso3], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(58:10)]_FA18:2,944.8 -> 647.8,TG
LMGL03016587,"TG(18:4(6Z,9Z,12Z,15Z)/20:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",[TG(58:9)]_FA20:0,946.8 -> 617.8,TG
"LMGL03011240, LMGL03011467, LMGL03011247, LMGL03016303, LMGL03016321, LMGL03011460, LMGL03011452","TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:2(11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:2(9Z,12Z)/18:3(6Z,9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:4(6Z,9Z,12Z,15Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/18:2(9Z,12Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3], TG(18:2(9Z,12Z)/18:3(9Z,12Z,15Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",[TG(58:9)]_FA18:2,946.8 -> 649.8,TG
"LMGL03011173, LMGL03016421, LMGL03016586","TG(18:3(9Z,12Z,15Z)/20:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6]",[TG(58:8)]_FA20:0,948.8 -> 619.8,TG
"LMGL03011166, LMGL03011368, LMGL03011277, LMGL03016432, LMGL03016586, LMGL03011165, LMGL03011164, LMGL03011163","TG(18:3(9Z,12Z,15Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:2(9Z,12Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:1(9Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3]",[TG(58:8)]_FA20:4,948.8 -> 627.8,TG
"LMGL03011091, LMGL03011088, LMGL03011200, LMGL03016420, LMGL03011361, LMGL03011090, LMGL03011089","TG(18:3(9Z,12Z,15Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:0/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(16:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:1(11Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:1(9Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6]",[TG(58:7)]_FA20:4,950.8 -> 629.8,TG
"LMGL03011083, LMGL03011311, LMGL03011298, LMGL03011206, LMGL03016235, LMGL03016253, LMGL03011305, LMGL03011089, LMGL03011097","TG(18:1(9Z)/20:3(8Z,11Z,14Z)/20:3(8Z,11Z,14Z))[iso3], TG(18:0/18:1(9Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/18:2(9Z,12Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:3(9Z,12Z,15Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:3(6Z,9Z,12Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:1(9Z)/18:4(6Z,9Z,12Z,15Z)/22:2(13Z,16Z))[iso6], TG(18:1(9Z)/18:1(9Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso3], TG(18:1(9Z)/20:2(11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:1(9Z)/20:1(11Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6]",[TG(58:7)]_FA18:1,950.8 -> 651.8,TG
"LMGL03011145, LMGL03010938, LMGL03010944, LMGL03010952, LMGL03016583, LMGL03016418, LMGL03010933, LMGL03011140","TG(16:0/20:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:0/20:3(8Z,11Z,14Z))[iso6], TG(18:1(9Z)/20:0/20:4(5Z,8Z,11Z,14Z))[iso6], TG(18:0/20:0/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:0/20:1(11Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:0/20:2(11Z,14Z))[iso6], TG(18:3(9Z,12Z,15Z)/20:0/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/20:0/22:4(7Z,10Z,13Z,16Z))[iso6]",[TG(58:5)]_FA20:0,954.8 -> 625.8,TG
"LMGL03010978, LMGL03010862, LMGL03011063, LMGL03013105, LMGL03010858, LMGL03010867, LMGL03016417, LMGL03010874","TG(16:1(9Z)/20:0/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:0/20:2(11Z,14Z))[iso6], TG(16:0/20:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:0/20:0)[iso3], TG(18:3(9Z,12Z,15Z)/20:0/20:1(11Z))[iso6], TG(18:1(9Z)/20:0/20:3(8Z,11Z,14Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:0/20:1(11Z))[iso6], TG(18:0/20:0/20:4(5Z,8Z,11Z,14Z))[iso6]",[TG(58:4)]_FA20:0,956.9 -> 627.9,TG
"LMGL03010905, LMGL03010792, LMGL03011058, LMGL03013067, LMGL03010788, LMGL03010785, LMGL03010798","TG(16:0/20:0/22:3(10Z,13Z,16Z))[iso6], TG(18:1(9Z)/20:0/20:2(11Z,14Z))[iso6], TG(16:1(9Z)/20:0/22:2(13Z,16Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:0/20:0)[iso3], TG(18:2(9Z,12Z)/20:0/20:1(11Z))[iso6], TG(18:3(9Z,12Z,15Z)/20:0/20:0)[iso3], TG(18:0/20:0/20:3(8Z,11Z,14Z))[iso6]",[TG(58:3)]_FA20:0,958.9 -> 629.9,TG
,,[TG(58:3)]_FA20:4,958.9 -> 637.9,TG
"LMGL03011062, LMGL03013032, LMGL03010792, LMGL03010787, LMGL03010976, LMGL03010969","TG(18:0/18:1(9Z)/22:2(13Z,16Z))[iso6], TG(18:1(9Z)/18:1(9Z)/22:1(11Z))[iso3], TG(18:1(9Z)/20:0/20:2(11Z,14Z))[iso6], TG(18:1(9Z)/20:1(11Z)/20:1(11Z))[iso3], TG(18:1(9Z)/18:1(9Z)/22:1(13Z))[iso3], TG(18:1(9Z)/18:2(9Z,12Z)/22:0)[iso6]",[TG(58:3)]_FA18:1,958.9 -> 659.9,TG
"LMGL03010900, LMGL03010717, LMGL03010720, LMGL03010983, LMGL03010959, LMGL03015879, LMGL03013123, LMGL03010725","TG(16:1(9Z)/20:0/22:1(13Z))[iso6], TG(18:2(9Z,12Z)/20:0/20:0)[iso3], TG(18:1(9Z)/20:0/20:1(11Z))[iso6], TG(16:0/20:0/22:2(13Z,16Z))[iso6], TG(17:2(9Z,12Z)/20:0/21:0)[iso6], TG(16:1(9Z)/20:0/22:1(11Z))[iso6], TG(19:1(9Z)/19:1(9Z)/20:0)[iso3], TG(18:0/20:0/20:2(11Z,14Z))[iso6]",[TG(58:2)]_FA20:0,960.9 -> 631.9,TG
,,[TG(58:2)]_FA20:4,960.9 -> 639.9,TG
"LMGL03010898, LMGL03010904, LMGL03010720, LMGL03016145, LMGL03016266","TG(18:1(9Z)/18:1(9Z)/22:0)[iso3], TG(18:0/18:1(9Z)/22:1(13Z))[iso6], TG(18:1(9Z)/20:0/20:1(11Z))[iso6], TG(18:0/18:1(9Z)/22:1(11Z))[iso6], TG(18:1(9Z)/19:1(9Z)/21:0)[iso6]",[TG(58:2)]_FA18:1,960.9 -> 661.9,TG
"LMGL03010888, LMGL03010824, LMGL03015788, LMGL03016674, LMGL03010651, LMGL03010655, LMGL03010829","TG(17:1(9Z)/20:0/21:0)[iso6], TG(16:1(9Z)/20:0/22:0)[iso6], TG(16:0/20:0/22:1(11Z))[iso6], TG(19:0/19:1(9Z)/20:0)[iso6], TG(18:1(9Z)/20:0/20:0)[iso3], TG(18:0/20:0/20:1(11Z))[iso6], TG(16:0/20:0/22:1(13Z))[iso6]",[TG(58:1)]_FA20:0,962.9 -> 633.9,TG
,,[TG(58:1)]_FA20:4,962.9 -> 641.9,TG
"LMGL03010828, LMGL03010651, LMGL03011033","TG(18:0/18:1(9Z)/22:0)[iso6], TG(18:1(9Z)/20:0/20:0)[iso3], TG(18:1(9Z)/19:0/21:0)[iso6]",[TG(58:1)]_FA18:1,962.9 -> 663.9,TG
,,[TG(58:1)]_FA18:2,962.9 -> 665.9,TG
"LMGL03010818, LMGL03010589, LMGL03010786, LMGL03010755","TG(17:0/20:0/21:0)[iso6], TG(18:0/20:0/20:0)[iso3], TG(19:0/19:0/20:0)[iso3], TG(16:0/20:0/22:0)[iso6]",[TG(58:0)]_FA20:0,964.9 -> 635.9,TG
,,[TG(58:0)]_FA20:4,964.9 -> 643.9,TG
,,[TG(58:0)]_FA18:1,964.9 -> 665.9,TG
,,[TG(58:0)]_FA18:2,964.9 -> 667.9,TG
,,[TG(60:12)]_FA20:0,968.9 -> 639.9,TG
,,[TG(60:11)]_FA20:0,970.9 -> 641.9,TG
"LMGL03011698, LMGL03016595","TG(20:0/20:5(5Z,8Z,11Z,14Z,17Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso3], TG(18:4(6Z,9Z,12Z,15Z)/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(60:10)]_FA20:0,972.9 -> 643.9,TG
"LMGL03011906, LMGL03011884, LMGL03011794, LMGL03011895","TG(18:2(9Z,12Z)/20:2(11Z,14Z)/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(60:10)]_FA18:2,972.9 -> 675.9,TG
"LMGL03011625, LMGL03011838, LMGL03016429, LMGL03016594","TG(20:0/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:3(9Z,12Z,15Z)/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:0/22:5(7Z,10Z,13Z,16Z,19Z))[iso6]",[TG(60:9)]_FA20:0,974.9 -> 645.9,TG
"LMGL03011622, LMGL03011825, LMGL03011725, LMGL03011623, LMGL03011625, LMGL03016467, LMGL03016632, LMGL03011873, LMGL03011815","TG(20:1(11Z)/20:4(5Z,8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso3], TG(18:0/20:4(5Z,8Z,11Z,14Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(20:2(11Z,14Z)/20:3(8Z,11Z,14Z)/20:4(5Z,8Z,11Z,14Z))[iso6], TG(20:0/20:4(5Z,8Z,11Z,14Z)/20:5(5Z,8Z,11Z,14Z,17Z))[iso6], TG(18:3(6Z,9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:4(6Z,9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:1(11Z))[iso6], TG(18:3(9Z,12Z,15Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6]",[TG(60:9)]_FA20:4,974.9 -> 653.9,TG
"LMGL03011767, LMGL03011805, LMGL03011757, LMGL03011654, LMGL03011747, LMGL03016346, LMGL03011715","TG(18:2(9Z,12Z)/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:2(9Z,12Z)/20:3(8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(13Z))[iso6]",[TG(60:8)]_FA18:2,976.9 -> 679.9,TG
"LMGL03011735, LMGL03011684, LMGL03011643, LMGL03011693, LMGL03011581, LMGL03011674, LMGL03016279","TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:2(13Z,16Z))[iso6], TG(18:1(9Z)/20:1(11Z)/22:5(7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(13Z))[iso6], TG(18:1(9Z)/20:0/22:6(4Z,7Z,10Z,13Z,16Z,19Z))[iso6], TG(18:1(9Z)/20:3(8Z,11Z,14Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:1(9Z)/20:2(11Z,14Z)/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/20:5(5Z,8Z,11Z,14Z,17Z)/22:1(11Z))[iso6]",[TG(60:7)]_FA18:1,978.9 -> 679.9,TG
"LMGL03011526, LMGL03011487, LMGL03011497, LMGL03011433, LMGL03016277, LMGL03011591","TG(18:1(9Z)/20:0/22:4(7Z,10Z,13Z,16Z))[iso6], TG(18:1(9Z)/20:4(5Z,8Z,11Z,14Z)/22:0)[iso6], TG(18:1(9Z)/20:3(8Z,11Z,14Z)/22:1(13Z))[iso6], TG(18:1(9Z)/20:1(11Z)/22:3(10Z,13Z,16Z))[iso6], TG(18:1(9Z)/20:3(8Z,11Z,14Z)/22:1(11Z))[iso6], TG(18:1(9Z)/20:2(11Z,14Z)/22:2(13Z,16Z))[iso6]",[TG(60:5)]_FA18:1,982.9 -> 683.9,TG
"LMGL03011357, LMGL03011413, LMGL03011517, LMGL03016276, LMGL03011423","TG(18:1(9Z)/20:0/22:3(10Z,13Z,16Z))[iso6], TG(18:1(9Z)/20:3(8Z,11Z,14Z)/22:0)[iso6], TG(18:1(9Z)/20:1(11Z)/22:2(13Z,16Z))[iso6], TG(18:1(9Z)/20:2(11Z,14Z)/22:1(11Z))[iso6], TG(18:1(9Z)/20:2(11Z,14Z)/22:1(13Z))[iso6]",[TG(60:4)]_FA18:1,984.9 -> 685.9,TG
,,[TG(60:3)]_FA20:4,986.9 -> 665.9,TG
"LMGL03011339, LMGL03011349, LMGL03016341","TG(18:2(9Z,12Z)/20:1(11Z)/22:0)[iso6], TG(18:2(9Z,12Z)/20:0/22:1(13Z))[iso6], TG(18:2(9Z,12Z)/20:0/22:1(11Z))[iso6]",[TG(60:3)]_FA18:2,986.9 -> 689.9,TG
"LMGL03011365, LMGL03011082, LMGL03011273, LMGL03016274, LMGL03011265, LMGL03011079","TG(18:0/20:0/22:2(13Z,16Z))[iso6], TG(20:0/20:0/20:2(11Z,14Z))[iso3], TG(18:1(9Z)/20:0/22:1(13Z))[iso6], TG(18:1(9Z)/20:0/22:1(11Z))[iso6], TG(18:2(9Z,12Z)/20:0/22:0)[iso6], TG(20:0/20:1(11Z)/20:1(11Z))[iso3]",[TG(60:2)]_FA20:0,988.9 -> 659.9,TG
,,[TG(60:2)]_FA20:4,988.9 -> 667.9,TG
"LMGL03011004, LMGL03011189, LMGL03016707, LMGL03016203, LMGL03011197","TG(20:0/20:0/20:1(11Z))[iso3], TG(18:1(9Z)/20:0/22:0)[iso6], TG(19:1(9Z)/20:0/21:0)[iso6], TG(18:0/20:0/22:1(11Z))[iso6], TG(18:0/20:0/22:1(13Z))[iso6]",[TG(60:1)]_FA20:0,990.9 -> 661.9,TG
,,[TG(60:1)]_FA20:4,990.9 -> 669.9,TG
,,[TG(60:1)]_FA18:2,990.9 -> 693.9,TG
"LMGL03011114, LMGL03011332, LMGL03010003","TG(18:0/20:0/22:0)[iso6], TG(19:0/20:0/21:0)[iso6], TG(20:0/20:0/20:0)",[TG(60:0)]_FA20:0,992.9 -> 663.9,TG
,,[TG(60:0)]_FA20:4,992.9 -> 671.9,TG
,,[TG(60:0)]_FA18:1,992.9 -> 693.9,TG
,,[TG(60:0)]_FA18:2,992.9 -> 695.9,TG
