Sample Name,Cage,Genotype,Sex,Class,Lipid,Transition,Intensity,Blank Subtraction
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,CerP(d18:1/14:0),590.5 -> 264.4,19182.301193237305,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,CerP(d18:1/16:0),618.5 -> 264.4,17799.581329345703,2046.2404251098633
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,CerP(d18:1/18:0),646.5 -> 264.4,23757.74183654785,3147.260269165039
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,CerP(d18:1/20:0),674.5 -> 264.4,16581.30125427246,1722.1000671386719
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,CerP(d18:1/22:0),702.6 -> 264.4,14392.100997924805,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,CerP(d18:1/24:0),730.6 -> 264.4,13356.400939941406,359.4399719238281
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,CerP(d18:1/24:1(15Z)),728.6 -> 264.4,12847.321006774902,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,CerP(d18:1/26:0),758.6 -> 264.4,12391.88079071045,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,CerP(d18:1/26:1(17Z)),756.6 -> 264.4,9543.900772094727,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,CerP(d18:1/2:0),422.3 -> 264.4,15343.361145019531,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,CerP(d18:1/8:0),506.4 -> 264.4,18648.121353149414,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:0/26:0),958.9 -> 266.4,17219.92120361328,540.9000396728516
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:0/28:0),986.9 -> 266.4,7252.020530700684,470.1600456237793
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:0/30:0),1015.0 -> 266.4,6530.680450439453,559.7200660705566
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:0/31:0),1029.0 -> 266.4,5619.24040222168,376.500057220459
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:0/32:0),1043.0 -> 266.4,5287.340389251709,148.31997299194336
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:0/33:0),1057.0 -> 266.4,6339.540431976318,1054.1999893188477
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:0/34:0),1071.0 -> 266.4,8248.92056274414,2728.3801765441895
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:1/26:0),956.9 -> 264.4,11326.000846862793,4644.860462188721
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:1/27:0),970.9 -> 264.4,6745.580497741699,1743.200122833252
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:1/28:0),984.9 -> 264.4,5067.840381622314,577.3000373840332
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:1/29:0),998.9 -> 264.4,4403.940315246582,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:1/30:0),1013.0 -> 264.4,4627.620342254639,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:1/31:0),1027.0 -> 264.4,4529.800312042236,713.6600494384766
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:1/32:0),1041.0 -> 264.4,3850.300266265869,161.99998092651367
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:1/33:0),1055.0 -> 264.4,3681.840244293213,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:1/34:0),1069.0 -> 264.4,4346.960315704346,1503.2001342773438
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:2/30:0),1010.9 -> 262.4,7423.820465087891,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:2/31:0),1025.0 -> 262.4,5805.100421905518,861.4600677490234
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:2/32:0),1039.0 -> 262.4,5765.940395355225,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d18:2/34:0),1067.0 -> 262.4,5510.2203941345215,330.54004287719727
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d19:0/28:0),1001.0 -> 280.4,39354.5834236145,839.1616630554199
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d19:0/34:0),1085.1 -> 280.4,32521.142276763916,3115.3405952453613
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d19:1/34:0),1083.0 -> 264.4,4135.440311431885,1419.820125579834
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d20:1/34:0),1097.1 -> 292.4,10014.080669403076,69.43999481201172
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-Cer(d21:0/33:0),1099.1 -> 294.4,6686.8204345703125,2493.2001342773438
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,Cer,omega-linoleoyloxy-GlcCer(d18:1/30:0),1175.0 -> 264.4,2752.6201705932617,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(24:0)_C16:0,474.4 -> 201.1,35175.10241699219,1528.1401672363281
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(24:0)_C18:0,474.4 -> 173.1,101830.16711425781,2538.7598266601562
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(26:0)_C16:0,502.4 -> 229.1,45213.383239746094,2461.2603759765625
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(26:0)_C18:0,502.4 -> 201.1,32500.042358398438,2094.8402252197266
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(28:0),DG(dO-30:0)_C16:0",530.6 -> 257.2,41757.702880859375,1411.5200500488281
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(28:0),DG(dO-30:0)_C18:0",530.6 -> 229.2,37879.06278991699,2191.9403381347656
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(28:1)_C16:0,528.5 -> 255.2,47860.62338256836,17991.841262817383
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(28:1)_C16:1,528.5 -> 257.2,37807.20248413086,1148.039794921875
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(28:1)_C18:0,528.5 -> 227.2,155340.9718017578,7626.58203125
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(28:1)_C18:1,528.5 -> 229.2,37399.942474365234,1170.2198486328125
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(28:2)_C16:0,526.4 -> 253.1,186950.67335510254,153308.9109802246
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(28:2)_C16:1,526.4 -> 255.1,50823.863540649414,15805.041091918945
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(28:2)_C18:0,526.4 -> 225.1,100540.56756591797,41179.103118896484
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(28:2)_C18:1,526.4 -> 227.1,181168.49340820312,7433.0216064453125
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(28:2)_C18:2,526.4 -> 229.1,15259.461044311523,394.7600402832031
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(29:0)_C16:0,544.5 -> 271.2,32170.40217590332,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(29:0)_C18:0,544.5 -> 243.2,30041.92214202881,1264.0202331542969
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(29:1)_C16:0,542.5 -> 269.2,37556.54275512695,2143.580337524414
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(29:1)_C16:1,542.5 -> 271.2,34428.48239898682,1623.1601028442383
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(29:1)_C18:0,542.5 -> 241.2,53599.904205322266,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(29:1)_C18:1,542.5 -> 243.2,35090.10256958008,2023.940414428711
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(29:2)_C16:0,540.5 -> 267.2,42482.58317565918,4256.340240478516
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(29:2)_C16:1,540.5 -> 269.2,38041.80291748047,3357.340377807617
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(29:2)_C18:0,540.5 -> 239.2,61627.6042175293,1840.7399291992188
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(29:2)_C18:1,540.5 -> 241.2,56113.88409423828,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(29:2)_C18:2,540.5 -> 243.2,12245.74087524414,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(30:0)_C16:0,558.5 -> 285.2,33831.24253845215,4968.780471801758
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(30:0)_C18:0,558.5 -> 257.2,34247.7225189209,3659.0802612304688
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(30:1)_C16:0,556.5 -> 283.2,150027.41174316406,11898.941528320312
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(30:1)_C16:1,556.5 -> 285.2,39902.96287536621,5116.340362548828
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(30:1)_C18:0,556.5 -> 255.2,46211.163482666016,1120.1003723144531
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(30:1)_C18:1,556.5 -> 257.2,40664.30311584473,2752.360305786133
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(30:2)_C16:0,554.5 -> 281.2,250353.83715820312,70196.22494506836
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(30:2)_C16:1,554.5 -> 283.2,209598.09338378906,34877.68054199219
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(30:2)_C18:0,554.5 -> 253.2,52640.66401672363,21545.501892089844
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(30:2)_C18:1,554.5 -> 255.2,62253.04443359375,9326.280944824219
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(30:2)_C18:2,554.5 -> 257.2,15608.141052246094,2113.0201568603516
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(30:3)_C16:0,552.5 -> 279.2,53563.38381958008,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(30:3)_C16:1,552.5 -> 281.2,434204.7027282715,152760.8402709961
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(30:3)_C18:0,552.5 -> 251.2,39587.342864990234,3579.0602264404297
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(30:3)_C18:1,552.5 -> 253.2,60574.70458984375,30680.66259765625
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(30:3)_C18:2,552.5 -> 255.2,19037.881317138672,2538.06005859375
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(31:0)_C16:0,572.5 -> 299.2,138603.30981445312,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(31:0)_C18:0,572.5 -> 271.2,30291.10221862793,515.960205078125
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(31:1)_C16:0,570.5 -> 297.2,28468.781982421875,675.1399841308594
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(31:1)_C16:1,570.5 -> 299.2,129566.08947753906,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(31:1)_C18:0,570.5 -> 269.2,61420.944244384766,6451.740478515625
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(31:1)_C18:1,570.5 -> 271.2,33928.40249633789,1610.120216369629
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(31:2),DG(P-14:0/18:1)_C16:0",568.5 -> 295.2,34958.48260498047,1137.3802185058594
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(31:2),DG(P-14:0/18:1)_C16:1",568.5 -> 297.2,62058.48471069336,4183.220458984375
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(31:2),DG(P-14:0/18:1)_C18:0",568.5 -> 267.2,141134.65022277832,41662.48466491699
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(31:2),DG(P-14:0/18:1)_C18:1",568.5 -> 269.2,103044.06646728516,16357.979797363281
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(31:2),DG(P-14:0/18:1)_C18:2",568.5 -> 271.2,15392.14111328125,376.76019287109375
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(31:3)_C16:0,566.5 -> 293.2,27983.182106018066,4023.120532989502
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(31:3)_C16:1,566.5 -> 295.2,37675.64262390137,481.2801971435547
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(31:3)_C18:0,566.5 -> 265.2,39852.442962646484,2349.6001892089844
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(31:3)_C18:1,566.5 -> 267.2,180998.091796875,50911.44401550293
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(31:3)_C18:2,566.5 -> 269.2,49187.123107910156,15732.860870361328
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:0)_C16:0,586.5 -> 313.2,42830.82293701172,3499.6199645996094
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:0)_C18:0,586.5 -> 285.2,32153.502166748047,399.96006774902344
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:1)_C16:0,584.5 -> 311.2,67332.5845336914,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:1)_C16:1,584.5 -> 313.2,67327.92492675781,9094.940521240234
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:1)_C18:0,584.5 -> 283.2,144789.390625,7299.5208740234375
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:1)_C18:1,584.5 -> 285.2,42028.2628326416,2005.8398742675781
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:2)_C16:0,582.5 -> 309.2,34976.00271606445,2459.980499267578
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:2)_C16:1,582.5 -> 311.2,68557.48516845703,2275.7203369140625
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:2)_C18:0,582.5 -> 281.2,71719.06524658203,9173.140701293945
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:2)_C18:1,582.5 -> 283.2,150072.37133789062,8394.601440429688
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:2)_C18:2,582.5 -> 285.2,14877.440994262695,2364.5601348876953
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:3)_C16:0,580.5 -> 307.2,21047.941452026367,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:3)_C16:1,580.5 -> 309.2,41843.50314331055,1923.7405242919922
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:3)_C18:0,580.5 -> 279.2,34708.40235900879,56.03987121582031
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:3)_C18:1,580.5 -> 281.2,85063.74644470215,5130.481399536133
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:3)_C18:2,580.5 -> 283.2,55157.80383300781,5908.880126953125
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(32:4),DG(dO-34:4)_C16:0",578.6 -> 305.2,24872.381774902344,1107.8200073242188
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(32:4),DG(dO-34:4)_C16:1",578.6 -> 307.2,26162.281913757324,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(32:4),DG(dO-34:4)_C18:0",578.6 -> 277.2,38743.78256225586,2156.8800506591797
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(32:4),DG(dO-34:4)_C18:1",578.6 -> 279.2,44795.08299255371,4293.700012207031
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(32:4),DG(dO-34:4)_C18:2",578.6 -> 281.2,75209.66580200195,18399.34063720703
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:5)_C16:0,576.5 -> 303.2,21209.641441345215,4480.1602783203125
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:5)_C16:1,576.5 -> 305.2,20948.64151763916,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:5)_C18:0,576.5 -> 275.2,18582.561279296875,407.1998519897461
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:5)_C18:1,576.5 -> 277.2,35266.58233642578,2318.7599334716797
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(32:5)_C18:2,576.5 -> 279.2,14286.361083984375,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:0)_C16:0,600.6 -> 327.3,8255.180576324463,3392.3602714538574
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:0)_C18:0,600.6 -> 299.3,36940.182540893555,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(33:1),DG(O-34:1)_C16:0",598.6 -> 325.3,31488.882354736328,5562.900646209717
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(33:1),DG(O-34:1)_C16:1",598.6 -> 327.3,4821.120388031006,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(33:1),DG(O-34:1)_C18:0",598.6 -> 297.3,50095.74331665039,5169.460052490234
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(33:1),DG(O-34:1)_C18:1",598.6 -> 299.3,54384.40380859375,2757.1802978515625
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:2)_C16:0,596.5 -> 323.2,27181.221969604492,605.3199768066406
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:2)_C16:1,596.5 -> 325.2,24899.601676940918,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:2)_C18:0,596.5 -> 295.2,26843.001846313477,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:2)_C18:1,596.5 -> 297.2,67277.46517944336,860.1003723144531
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:2)_C18:2,596.5 -> 299.2,18827.70132446289,713.6199951171875
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:3)_C16:0,594.5 -> 321.2,20063.521339416504,724.8999404907227
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:3)_C16:1,594.5 -> 323.2,28885.902084350586,3364.8802795410156
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:3)_C18:0,594.5 -> 293.2,19893.381462097168,184.7199478149414
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:3)_C18:1,594.5 -> 295.2,34700.42251586914,3470.460174560547
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:3)_C18:2,594.5 -> 297.2,19569.14141845703,1555.6799011230469
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:4)_C16:0,592.5 -> 319.2,22129.38153076172,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:4)_C16:1,592.5 -> 321.2,24784.381687164307,1004.4401206970215
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:4)_C18:0,592.5 -> 291.2,84557.3857421875,492.5594482421875
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:4)_C18:1,592.5 -> 293.2,23304.421630859375,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:4)_C18:2,592.5 -> 295.2,14273.881103515625,1114.3001403808594
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:5)_C16:0,590.5 -> 317.2,26944.001724243164,157.39984130859375
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:5)_C16:1,590.5 -> 319.2,26561.961807250977,2171.6200561523438
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:5)_C18:0,590.5 -> 289.2,49471.963287353516,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:5)_C18:1,590.5 -> 291.2,96522.30670166016,673.7996215820312
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(33:5)_C18:2,590.5 -> 293.2,9280.240676879883,736.8799743652344
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:0)_C16:0,614.6 -> 341.3,92761.44665527344,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:0)_C18:0,614.6 -> 313.3,88103.98693847656,21943.042358398438
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:1)_C16:0,612.6 -> 339.3,20137.141487121582,4069.1803436279297
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:1)_C16:1,612.6 -> 341.3,151161.93069458008,14921.120513916016
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:1)_C18:0,612.6 -> 311.3,66726.68453979492,1876.4801940917969
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:1)_C18:1,612.6 -> 313.3,101050.18725585938,18569.241638183594
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:2)_C16:0,610.5 -> 337.2,2592.320182800293,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:2)_C16:1,610.5 -> 339.2,25227.281776428223,7653.140476226807
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:2)_C18:0,610.5 -> 309.2,50264.08338928223,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:2)_C18:1,610.5 -> 311.2,76997.30596923828,7326.820770263672
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:2)_C18:2,610.5 -> 313.2,38190.30242919922,12556.920532226562
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:3)_C16:0,608.5 -> 335.2,2563.6801681518555,2.199981689453125
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:3)_C16:1,608.5 -> 337.2,3963.580291748047,704.6600685119629
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:3)_C18:0,608.5 -> 307.2,22983.761924743652,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:3)_C18:1,608.5 -> 309.2,57100.084075927734,945.780029296875
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:3)_C18:2,608.5 -> 311.2,27249.582275390625,4026.4606323242188
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(34:4),DG(dO-36:4)_C16:0",606.6 -> 333.3,2564.0401916503906,7.580028533935547
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(34:4),DG(dO-36:4)_C16:1",606.6 -> 335.3,2835.6601905822754,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(34:4),DG(dO-36:4)_C18:0",606.6 -> 305.3,26966.041946411133,1662.2000732421875
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(34:4),DG(dO-36:4)_C18:1",606.6 -> 307.3,27743.541999816895,2046.5402145385742
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,"DG(34:4),DG(dO-36:4)_C18:2",606.6 -> 309.3,24634.72183227539,3713.940216064453
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:5)_C16:0,604.5 -> 331.2,2564.320182800293,6.279998779296875
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:5)_C16:1,604.5 -> 333.2,2834.9001998901367,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:5)_C18:0,604.5 -> 303.2,15797.441120147705,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:5)_C18:1,604.5 -> 305.2,26790.06187438965,1509.840072631836
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:5)_C18:2,604.5 -> 307.2,8136.26057434082,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:6)_C16:0,602.5 -> 329.2,2616.360195159912,5.9000244140625
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:6)_C16:1,602.5 -> 331.2,2834.9402084350586,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:6)_C18:0,602.5 -> 301.2,24099.441635131836,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:6)_C18:1,602.5 -> 303.2,17440.98122406006,0.0
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(34:6)_C18:2,602.5 -> 305.2,10150.100730895996,253.38008880615234
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(35:3)_C16:0,622.5 -> 349.2,32375.642303466797,3527.700408935547
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(35:3)_C16:1,622.5 -> 351.2,33982.622314453125,3198.5001220703125
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(35:3)_C18:0,622.5 -> 321.2,21444.561431884766,449.6999053955078
DOD73-5xFAD-M2liver,DOD73,5xFAD,Male,DAG,DG(35:3)_C18:1,622.5 -> 323.2,8323.240619659424,3609.8802909851074
