Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Sample Name Incomplete,Position,Genotype,Group,Sex,Age (weeks),Dilution Factor ,method_type,Blank Subtraction
CE(50:3;O2),1145.1,369.2,5081.240345001221,1145.1 -> 369.2,CE,CE_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,CE,0.0
CE(52:3;O2),1173.1,369.2,5107.820358276367,1173.1 -> 369.2,CE,CE_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,CE,28.500019073486328
Cer(d18:1/2:0),342.3,264.4,1200.4200820922852,342.3 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
CerP(d18:1/2:0),422.3,264.4,1095.6800727844238,422.3 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,1.3399887084960938
Cer(d12:0/14:0),428.4,182.4,1068.7800750732422,428.4 -> 182.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
"Cer(d14:2(4E,6E)/16:0)",480.4,206.4,1082.760082244873,480.4 -> 206.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:1/12:0),482.5,264.4,1079.720085144043,482.5 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d15:1/16:0),496.5,222.4,1093.6000747680664,496.5 -> 222.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:0/13:0),498.5,266.4,1064.1800727844238,498.5 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
CerP(d18:1/8:0),506.4,264.4,1109.4000778198242,506.4 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,25.06000518798828
"Cer(d14:2(4E,6E)/18:1(9Z))",506.5,206.4,1091.0200843811035,506.5 -> 206.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,9.48000717163086
Cer(d18:2/14:0),508.5,262.4,1103.560073852539,508.5 -> 262.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:1/14:0),510.5,264.4,1125.0200805664062,510.5 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:0/14:0),512.5,266.4,1090.880084991455,512.5 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:2/15:0),522.5,262.4,1176.4200744628906,522.5 -> 262.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,108.2599983215332
Cer(d16:1/17:0),524.5,236.4,1064.3400802612305,524.5 -> 236.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:0/15:0),526.5,266.4,1065.820083618164,526.5 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
"Cer(d14:2(4E,6E)/20:1(11Z))",534.5,206.4,1079.4400672912598,534.5 -> 206.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:2/16:0),536.5,262.4,1163.3600883483887,536.5 -> 262.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:1/16:0),538.5,264.4,2777.320167541504,538.5 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,1356.9200706481934
Cer(d18:0/16:0),540.5,266.4,1111.2800788879395,540.5 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
"Cer(d15:2(4E,6E)/20:0)",550.5,220.4,1115.1600914001465,550.5 -> 220.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:1/17:0),552.5,264.4,1096.4400787353516,552.5 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:0/17:0),554.6,266.4,1136.9800758361816,554.6 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
CerP(d18:1/12:0),562.4,264.4,1233.1600914001465,562.4 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,56.76000213623047
Cer(d18:2/18:1),562.5,262.4,1064.980079650879,562.5 -> 262.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:1/18:1(9Z)),564.5,264.4,1092.1800842285156,564.5 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:1/18:0),566.6,264.4,1474.240089416504,566.6 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,156.21999740600586
Cer(d18:0/18:0),568.6,266.4,1064.560073852539,568.6 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:0/h17:0),570.5,266.4,1087.4600791931152,570.5 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
"Cer(d15:2(4E,6E)/22:0)",578.6,220.4,1128.2200813293457,578.6 -> 220.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.9200019836425781
Cer(d18:1/19:0),580.6,264.4,1107.680076599121,580.6 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:0/19:0),582.6,266.4,1064.580078125,582.6 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
CerP(d18:1/14:0),590.5,264.4,1323.0400924682617,590.5 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,204.30001831054688
Cer(d18:2/20:1),590.6,262.4,1064.220069885254,590.6 -> 262.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:2/20:0),592.6,262.4,1175.9400749206543,592.6 -> 262.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,32.160003662109375
Cer(d18:1/20:0),594.6,264.4,1449.9401016235352,594.6 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,142.70000457763672
Cer(d18:0/20:0),596.6,266.4,1065.2800788879395,596.6 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:2/21:0),606.6,262.4,1111.9600791931152,606.6 -> 262.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,43.920013427734375
Cer(d16:1/23:0),608.6,236.4,1078.2400817871094,608.6 -> 236.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:0/21:0),610.6,266.4,1291.0600929260254,610.6 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
CerP(d18:1/16:0),618.5,264.4,2410.8201942443848,618.5 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,1251.58012008667
CerP(d18:0/16:0),620.5,266.4,1134.9800720214844,620.5 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,45.53999328613281
Cer(d18:2/22:0),620.6,262.4,1800.4401397705078,620.6 -> 262.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,706.2800636291504
Cer(d18:1/22:0),622.6,264.4,6335.720302581787,622.6 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,5111.800216674805
Cer(d18:0/22:0),624.6,266.4,1233.1200828552246,624.6 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,7.05999755859375
Cer(d18:2/23:0),634.6,262.4,1093.740089416504,634.6 -> 262.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:1/23:0),636.6,264.4,2430.9601249694824,636.6 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,1328.0000457763672
Cer(d18:0/23:0),638.6,266.4,1148.5000839233398,638.6 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
CerP(d18:1/18:0),646.5,264.4,1512.5601043701172,646.5 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,132.82001876831055
SM(d18:1/12:0),647.5,184.1,1124.8800773620605,647.5 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:1/24:1(15Z)),648.6,264.4,7589.640609741211,648.6 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,6254.580509185791
SM(d16:0/14:0),649.5,184.1,1385.9200973510742,649.5 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,286.64002227783203
Cer(d18:1/24:0),650.6,264.4,5193.900436401367,650.6 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,3853.500343322754
Cer(d18:0/24:0),652.7,266.4,1114.0200843811035,652.7 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:2/25:0),662.6,262.4,1119.980079650879,662.6 -> 262.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d18:0/13:0),663.5,184.1,1129.5800857543945,663.5 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:1/25:0),664.7,264.4,1305.7400856018066,664.7 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:0/25:0),666.7,266.4,1131.5000762939453,666.7 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:0/h24:0),668.7,266.4,1065.0400772094727,668.7 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d18:2/14:0),673.5,184.1,1119.2600784301758,673.5 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,26.33999252319336
CerP(d18:1/20:0),674.5,264.4,1065.6000747680664,674.5 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d16:1/16:0),675.5,184.1,1296.1600875854492,675.5 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,32.739994049072266
Cer(d18:1/26:1(17Z)),676.7,264.4,1318.2800979614258,676.7 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,113.04000091552734
SM(d16:0/16:0),677.6,184.1,1384.1600952148438,677.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,161.81999969482422
Cer(d18:1/26:0),678.7,264.4,1109.2800827026367,678.7 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:0/26:0),680.7,266.4,1078.240077972412,680.7 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d18:2/15:0),687.5,184.1,1278.3400993347168,687.5 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,164.46001434326172
SM(d16:1/17:0),689.6,184.1,2286.900135040283,689.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,1109.680046081543
Cer(d18:2/27:0),690.7,262.4,1065.160083770752,690.7 -> 262.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d18:0/15:0),691.6,184.1,1382.1801147460938,691.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,64.24001693725586
Cer(d18:1/27:0),692.7,264.4,1092.2200736999512,692.7 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:0/27:0),694.7,266.4,1065.62007522583,694.7 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:0/h26:0),696.7,266.4,1065.080078125,696.7 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d16:1/18:1),701.6,184.1,2180.76016998291,701.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,1005.4600868225098
CerP(d18:1/22:0),702.6,264.4,1065.560073852539,702.6 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d16:1/18:0),703.6,184.1,56934.68423080444,703.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,53833.02400588989
Cer(d18:2/28:0),704.7,262.4,1065.9000701904297,704.7 -> 262.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d16:0/18:0),705.6,184.1,8197.060523986816,705.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,6712.26042175293
Cer(d18:1/28:0),706.7,264.4,1078.8000831604004,706.7 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d20:0/26:0),708.7,294.4,1082.7800788879395,708.7 -> 294.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d18:1/17:0),717.6,184.1,2283.500175476074,717.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,1153.180088043213
Cer(d18:2/29:0),718.7,262.4,1065.2800636291504,718.7 -> 262.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d18:0/17:0),719.6,184.1,2235.9001846313477,719.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,986.3800888061523
Cer(d18:1/29:0),720.7,264.4,1065.3000793457031,720.7 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:0/29:0),722.7,266.4,1151.1400909423828,722.7 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,73.38001251220703
SM(d18:2/18:1),727.6,184.1,1370.4401016235352,727.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,123.62001419067383
CerP(d18:1/24:1(15Z)),728.6,264.4,1064.6600799560547,728.6 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d16:1/20:1),729.6,184.1,2264.66015625,729.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,1084.4200706481934
CerP(d18:1/24:0),730.6,264.4,1065.160083770752,730.6 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d16:1/20:0),731.6,184.1,15171.260772705078,731.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,13669.480659484863
Cer(d18:2/30:0),732.7,262.4,1064.8200721740723,732.7 -> 262.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d16:0/20:0),733.6,184.1,32461.462020874023,733.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,31177.521934509277
Cer(d18:1/30:0),734.7,264.4,1112.7600898742676,734.7 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,38.200008392333984
Cer(d18:0/30:0),736.8,266.4,1065.6400871276855,736.8 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d18:1/19:0),745.6,184.1,5161.720363616943,745.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,3904.780261993408
Cer(d18:1/31:0),748.8,264.4,1065.4600715637207,748.8 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
Cer(d18:0/31:0),750.8,266.4,1145.2400856018066,750.8 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,40.5
SM(d18:2/20:1),755.6,184.1,3226.260242462158,755.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,2158.080150604248
CerP(d18:1/26:1(17Z)),756.6,264.4,1153.5400848388672,756.6 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,12.080005645751953
SM(d16:1/22:1),757.6,184.1,63702.1256980896,757.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,62178.96558380127
CerP(d18:1/26:0),758.6,264.4,1065.6800804138184,758.6 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d16:1/22:0),759.6,184.1,880157.4642333984,759.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,874946.0238494873
Cer(d18:2/32:0),760.8,262.4,1065.7200775146484,760.8 -> 262.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d16:0/22:0),761.7,184.1,305392.6849517822,761.7 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,296825.6843032837
Cer(d18:1/32:0),762.8,264.4,1100.840072631836,762.8 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,33.119998931884766
Cer(d18:0/32:0),764.8,266.4,1064.9200744628906,764.8 -> 266.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d18:2/21:0),771.6,184.1,4364.540306091309,771.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,3262.060230255127
SM(d16:1/23:0),773.7,184.1,13302.82113647461,773.7 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,11967.541027069092
SM(d16:0/23:0),775.7,184.1,4483.280467987061,775.7 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,3316.280387878418
Cer(d18:1/33:0),776.8,264.4,1105.9800758361816,776.8 -> 264.4,Cer,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,0.0
SM(d18:2/22:1),783.6,184.1,610038.1510848999,783.6 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,608034.1309394836
SM(d16:1/24:1),785.7,184.1,319205.7307167053,785.7 -> 184.1,SM,Cer_FAD261_m3_81_C_N1_loading_size_2_13_25,FAD261_m3_81_C,FAD261_m3,P1-B3,WT,C,M,81,300x,Cer,317256.8105545044
