Lipid,Parent_Ion,Product_Ion,Intensity,Transition,Class,Sample_ID,Sample Name,Position,Genotype,Brain Region,Sex,method_type,Blank Subtraction
"17:1 Campesteryl ester_simulated | 18:1 Cholesteryl ester, 16:0 Stigmasteryl ester, 16:1 Sitosteryl ester",668.6,369.1,199674.95538330078,668.6 -> 369.1,CE | CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",670.6,369.1,197711.39486694336,670.6 -> 369.1,CE | CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"17:0 Campesteryl ester_simulated | 18:0 Cholesteryl ester, 16:0 Sitosteryl ester",670.6,369.1,197452.61389160156,670.6 -> 369.1,CE | CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
18:3 Campesteryl ester,678.6,369.1,197820.75631713867,678.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"lanosteryl palmitoleate, 18:2 Campesteryl ester",680.6,369.1,234444.31588745117,680.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
18:1 Campesteryl ester,682.6,369.1,225617.7167816162,682.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",684.6,369.1,232670.8377380371,684.6 -> 369.1,CE | CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"18:0 Campesteryl ester | 19:0 cholesteryl ester_simulated, 17:0 sitosteryl ester_simulated",684.6,369.1,241449.87837219238,684.6 -> 369.1,CE | CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
20:5 Cholesteryl ester,688.6,369.1,911030.2897338867,688.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"20:4 Cholesteryl ester, 18:3 Stigmasteryl ester",690.6,369.1,433173.92571258545,690.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"20:3 Cholesteryl ester, 18:2 Stigmasteryl ester, 18:3 Sitosteryl ester",692.6,369.1,281844.6805419922,692.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"20:2 Cholesteryl ester, 18:1 Stigmasteryl ester, 18:2 Sitosteryl ester",694.6,369.1,332064.9237060547,694.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"20:1 Cholesteryl ester, 18:0 Stigmasteryl ester, 18:1 Sitosteryl ester",696.6,369.1,336350.2844238281,696.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",698.6,369.1,328716.4434814453,698.6 -> 369.1,CE | CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"19:0 Campesteryl ester_simulated | 20:0 Cholesteryl ester, 18:0 Sitosteryl ester",698.6,369.1,329537.4803466797,698.6 -> 369.1,CE | CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
20:3 Campesteryl ester,706.6,369.1,532591.3153076172,706.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"lanosteryl oleate, 20:2 Campesteryl ester",708.6,369.1,399176.990234375,708.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
20:1 Campesteryl ester,710.6,369.1,310572.0031738281,710.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
Cholesteryl nitrolinoleate,711.6,369.1,321258.66369628906,711.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
20:0 Campesteryl ester,712.7,369.1,317584.8635253906,712.7 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
22:6 Cholesteryl ester,714.6,369.1,318345.9444580078,714.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
22:5 Cholesteryl ester,716.6,369.1,343852.4637451172,716.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"22:4 Cholesteryl ester, 20:3 Stigmasteryl ester",718.6,369.1,370215.2233886719,718.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"ecdysone palmitate, 22:3 Cholesteryl ester, 20:2 Stigmasteryl ester, 20:3 Sitosteryl ester",720.5,369.1,186491.7528076172,720.5 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",722.6,369.1,95162.20687866211,722.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"22:1 Cholesteryl ester, 20:0 Stigmasteryl ester, 20:1 Sitosteryl ester",724.7,369.1,78654.8657836914,724.7 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"22:0 Cholesteryl ester, 20:0 Sitosteryl ester",726.7,369.1,79871.64535522461,726.7 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
22:3 Campesteryl ester,734.6,369.1,78485.72638702393,734.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
22:2 Campesteryl ester,736.7,369.1,80835.36569976807,736.7 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
22:1 Campesteryl ester,738.7,369.1,102455.64757919312,738.7 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
22:0 Campesteryl ester,740.7,369.1,105651.5481300354,740.7 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
22:3 Stigmasteryl ester,746.6,369.1,107463.74801254272,746.6 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"22:2 Stigmasteryl ester, 22:3 Sitosteryl ester",748.7,369.1,160474.38968276978,748.7 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"22:1 Stigmasteryl ester, 22:2 Sitosteryl ester",750.7,369.1,206498.9136428833,750.7 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
"24:1 Cholesteryl ester, 22:0 Stigmasteryl ester, 22:1 Sitosteryl ester",752.7,369.1,225753.29443740845,752.7 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
22:0 Sitosteryl ester,754.7,369.1,228572.99380493164,754.7 -> 369.1,CE,CE_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,CE,0.0
C12:1,197.2,197.2,73215.28530883789,197.2 -> 197.2,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C12:0,199.2,199.2,75923.3450012207,199.2 -> 199.2,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C14:1,225.2,225.2,740184.6535644531,225.2 -> 225.2,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C14:0,227.3,227.3,693541.4095458984,227.3 -> 227.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C15:1,239.3,239.3,272115.42083740234,239.3 -> 239.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C15:0,241.3,241.3,129704.048828125,241.3 -> 241.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C16:1,253.3,253.3,136898.70957183838,253.3 -> 253.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C16:0,255.3,255.3,774104.8880310059,255.3 -> 255.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C17:1,267.3,267.3,70801.5651550293,267.3 -> 267.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C17:0,269.3,269.3,140066.65022277832,269.3 -> 269.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C18:4,275.3,275.3,51582.26365661621,275.3 -> 275.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C18:3,277.3,277.3,80425.24575805664,277.3 -> 277.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C18:2,279.3,279.3,77342.70542907715,279.3 -> 279.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C18:1,281.3,281.3,104823.58738708496,281.3 -> 281.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C18:0,283.3,283.3,531086.4338760376,283.3 -> 283.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C19:0,297.3,297.3,127139.60901260376,297.3 -> 297.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C20:5,301.3,301.3,136633.4702758789,301.3 -> 301.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C20:4,303.3,303.3,45044.563426971436,303.3 -> 303.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C20:3,305.3,305.3,13496.580974578857,305.3 -> 305.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C20:1,309.3,309.3,7613.340526580811,309.3 -> 309.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C20:0,311.3,311.3,7613.20051574707,311.3 -> 311.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C22:6,327.3,327.3,27184.26198196411,327.3 -> 327.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C22:5,329.3,329.3,29294.741844177246,329.3 -> 329.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C22:4,331.3,331.3,16067.361099243164,331.3 -> 331.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C22:1,337.3,337.3,17784.141235351562,337.3 -> 337.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C22:0,339.3,339.3,28793.822025299072,339.3 -> 339.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C24:5,353.3,353.3,13804.400928497314,353.3 -> 353.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C24:6,355.3,355.3,15041.60111618042,355.3 -> 355.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C24:1,365.3,365.3,12003.96082687378,365.3 -> 365.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C24:0,367.3,367.3,12727.700942993164,367.3 -> 367.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C26:1,393.3,393.3,14125.440979003906,393.3 -> 393.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C26:0,395.3,395.3,12548.10087966919,395.3 -> 395.3,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C28:0,423.4,423.4,12821.700942993164,423.4 -> 423.4,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C30:0,451.4,451.4,8330.380569458008,451.4 -> 451.4,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C32:0,479.4,479.4,8348.740566253662,479.4 -> 479.4,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
C34:0,507.5,507.5,11941.300830841064,507.5 -> 507.5,FFA,FFA_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,FFA,0.0
Lyso_PC(2:0),300.1,184.1,45205.82272338867,300.1 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(3:1),312.1,184.1,770069.5003662109,312.1 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(3:0),314.1,184.1,1872528.8307800293,314.1 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(4:0),328.1,184.1,70449.044921875,328.1 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(5:0),342.2,184.1,69228.88464355469,342.2 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(6:0),356.2,184.1,42570.742095947266,356.2 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(7:0),370.2,184.1,67993.1644897461,370.2 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(8:0),384.2,184.1,49902.683906555176,384.2 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(9:0),398.2,184.1,43231.78256225586,398.2 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(10:0),412.2,184.1,45013.38296508789,412.2 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(11:0),426.3,184.1,74863.08486938477,426.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(12:0),440.3,184.1,105582.94674682617,440.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_C17 sphingosine-1-phosphocholine,451.3,184.1,99362.04788208008,451.3 -> 184.1,SM,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(13:0),454.3,184.1,72778.96501159668,454.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_Sphingosine-1-phosphocholine,465.3,184.1,128523.28833007812,465.3 -> 184.1,SM,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(14:1),466.3,184.1,226274.31677246094,466.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_Sphinganine-1-phosphocholine,467.4,184.1,277995.00061035156,467.4 -> 184.1,SM,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(14:0),468.3,184.1,299713.3961791992,468.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(15:1),480.3,184.1,387608.71409606934,480.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(15:0),482.3,184.1,456309.5058441162,482.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(16:1),494.3,184.1,305760.84201049805,494.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(16:1),494.3,184.1,309537.7053833008,494.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(16:0),496.3,184.1,341258.92666625977,496.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(17:2),506.3,184.1,99576.6662902832,506.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(17:1),508.3,184.1,98923.50466918945,508.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(17:0),510.3,184.1,105064.66651916504,510.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(18:4),516.3,184.1,79343.0454711914,516.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(18:3),518.3,184.1,83306.4447631836,518.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(18:2),520.3,184.1,88339.04705810547,520.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(18:1),522.3,184.1,94584.08471679688,522.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(18:0),524.4,184.1,94221.82421875,524.4 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(19:3),532.3,184.1,159312.2529296875,532.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(19:2),534.3,184.1,167100.55078125,534.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(19:1),536.4,184.1,164997.83056640625,536.4 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(19:0),538.4,184.1,157374.3310546875,538.4 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(20:5),542.3,184.1,159828.591796875,542.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(20:4),544.3,184.1,152246.89013671875,544.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(20:3),546.3,184.1,150656.23168945312,546.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(20:2),548.4,184.1,157906.43115234375,548.4 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(20:1),550.4,184.1,141904.9503173828,550.4 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(20:0),552.4,184.1,89313.10461425781,552.4 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(21:4),558.3,184.1,326285.36322021484,558.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(21:0),566.4,184.1,466071.697845459,566.4 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(22:6),568.3,184.1,482973.88220214844,568.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(22:5),570.3,184.1,487090.3118286133,570.3 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(22:4),572.4,184.1,532146.7904052734,572.4 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(22:2),576.4,184.1,342298.45959472656,576.4 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(22:1),578.4,184.1,320231.9479980469,578.4 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(22:0),580.4,184.1,329044.4461669922,580.4 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(24:1),606.4,184.1,247757.91528320312,606.4 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
Lyso_PC(24:0),608.5,184.1,249146.82150268555,608.5 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
SM (d18:1/12:0),647.5,184.1,67735.6449584961,647.5 -> 184.1,SM,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
SM (d18:0/12:0),649.5,184.1,67679.28463745117,649.5 -> 184.1,SM,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
SM (d18:2/14:0),673.5,184.1,117159.40803527832,673.5 -> 184.1,SM,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
SM (d18:1/14:0),675.5,184.1,120409.09121704102,675.5 -> 184.1,SM,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
SM (d18:0/14:0),677.6,184.1,110543.48829650879,677.6 -> 184.1,SM,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
SM (d16:1/18:1),701.6,184.1,57766.28422546387,701.6 -> 184.1,SM,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
PC (30:2),702.5,184.1,56625.44430541992,702.5 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
SM (d18:1/16:0),703.6,184.1,59609.143493652344,703.6 -> 184.1,SM,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
PC (30:1),704.5,184.1,61894.845123291016,704.5 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
SM (d18:0/16:0),705.6,184.1,58363.00341796875,705.6 -> 184.1,SM,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
PC (30:0),706.5,184.1,60246.084213256836,706.5 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
PCo(32:3),714.5,184.1,65571.06475830078,714.5 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
PCo(32:2),716.6,184.1,61640.163635253906,716.6 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
PCo(32:1),718.6,184.1,54556.02389526367,718.6 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
PCo(32:0),720.6,184.1,53709.462890625,720.6 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
PC (32:5),724.5,184.1,53489.323822021484,724.5 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
PC (32:4),726.5,184.1,49518.30349731445,726.5 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
SM (d18:2/18:1),727.6,184.1,55495.703857421875,727.6 -> 184.1,SM,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
PC (32:3),728.5,184.1,51552.863693237305,728.5 -> 184.1,PC,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
SM (d18:1/18:1)9Z)),729.6,184.1,51021.42387390137,729.6 -> 184.1,SM,PC_10xBlank_01202023,10xBlank_01202023,Not Needed,Blank1,Blank1,Blank1,PC,0.0
