lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M2-5xFAD-cortex10x_01202023,DOD99-M1-5xFAD-cortex10x_01202023,M1FAD173-5xFAD-Cortex10x_01182023,M2FAD173-5xFAD-Cortex10x_01192023,DOD100-M1-WT-cortex10x_01202023,DOD99-M2-WT-cortex10x_01202023,M5FAD173-WT-Cortex10x_01192023,10xBlank_01202023
Lyso_PC(20:0),0.4844572938300936,7.760348975102596,0.7218955177791031,0.39552284799445053,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,82395.9262084961,84964.86636352539,274849.99981689453,129931.9308166504,75896.76541137695,86251.98596191406,119230.26586914062,89313.10461425781
Lyso_PC(20:1),-0.06326661726119817,7.998877007795549,0.012590689756507345,0.9106582936229851,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,126719.36791992188,131116.98889160156,156825.49169921875,130094.96923828124,121713.86865234376,129361.54931640624,144349.95043945312,141904.9503173828
Lyso_PC(20:2),0.01532453664097718,8.213992105846287,7.368548031081446e-4,0.9783440276551673,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,138021.30932617188,147486.41015625,207243.45434570312,161109.39233398438,133300.07006835938,147670.03051757812,168661.5107421875,157906.43115234375
Lyso_PC(20:3),0.014979074155469695,8.178185749150089,7.040150285320124e-4,0.9788319881186112,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,133171.2294921875,142479.15063476562,199596.7556152344,164369.67163085938,129584.82788085938,138929.9892578125,171967.13110351562,150656.23168945312
Lyso_PC(20:4),0.05410948160438809,8.151131935962345,0.009174340772233336,0.9236930947546508,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,136857.26977539062,144114.77075195312,192173.77270507812,158325.03173828125,125265.5107421875,133114.04956054688,164809.67211914062,152246.89013671875
Lyso_PC(20:5),0.019267853728113984,8.164189219585266,0.0011647042465483537,0.9727752692455536,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,135722.00903320312,141977.55053710938,190643.79345703125,157732.39086914062,131087.2490234375,135289.869140625,162614.03271484375,159828.591796875
Lyso_PC(21:0),-0.15187679003030746,12.027071996474929,0.07274499199320417,0.7873812159528413,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,2573657.0100097656,2512541.4635620117,2405274.606567383,2424112.570678711,2794677.4243164062,2359628.547241211,2431069.7095947266,466071.697845459
Lyso_PC(21:4),-0.1502706818826815,11.965341528204043,0.07121145591736422,0.7895810002321143,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,2503819.633544922,2403546.2154541016,2387775.853881836,2302360.3475341797,2668789.166015625,2342301.317138672,2325640.266723633,326285.36322021484
Lyso_PC(22:0),-0.21521198148512846,9.726784530585734,0.1463055567637639,0.7020912009307871,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,493323.0513916016,440956.6330566406,445760.1088867187,431739.87072753906,528320.7664794922,447081.2299804687,473009.36083984375,329044.4461669922
Lyso_PC(22:1),-0.2356378034618323,9.719267039881565,0.17548187042666546,0.6752851515351899,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,500412.5672607422,431507.3562011719,445619.5061035156,418629.79833984375,533187.63232421875,454632.5712890625,467572.7673339844,320231.9479980469
Lyso_PC(22:2),-0.21843575789621114,10.450677492235824,0.15073396555999352,0.6978349390303067,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,856599.9892578125,794632.3871459961,736447.3392333984,738365.06884765625,931206.0709228516,787555.9086303711,784271.0850830078,342298.45959472656
Lyso_PC(22:4),-0.15765208128501088,12.136810152156892,0.07839481898918166,0.7794846031161204,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,2748367.5837402344,2644568.932006836,2648642.7310791016,2621822.9510498047,2952220.6440429688,2617764.994140625,2633205.685546875,532146.7904052734
Lyso_PC(22:5),-0.12910839293705825,12.016057839104064,0.0525360053179611,0.8187077669075727,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,2593784.667236328,2432384.5970458984,2471233.0961914062,2402441.877807617,2687751.1931152344,2363640.3118896484,2412424.337890625,487090.3118286133
Lyso_PC(22:6),-0.12613269677586098,12.014509772281672,0.05013802602297801,0.8228232720769768,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,2577798.096435547,2476173.622619629,2413506.3951416016,2427370.449584961,2723061.8120117188,2354835.174438477,2362137.7236328125,482973.8822021485
Lyso_PC(24:0),0.17168439594171755,11.174533820284626,0.0919587061580387,0.7617016796996772,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,1459335.205444336,1529910.3149414062,1504651.7569580078,1555294.5254516602,1022237.542236328,1425788.916381836,1334252.687866211,249146.82150268555
Lyso_PC(24:1),0.13618222757987125,11.200462106203288,0.05793909468775382,0.8097834452071834,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,1477258.824951172,1532249.724243164,1512395.4427490234,1579637.4693603516,1068875.7888793943,1488782.1209716797,1350830.0040893557,247757.91528320312
Lyso_PC(3:0),-0.2068172727285553,11.359762284687278,0.13508698161240318,0.7132149113475179,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,1274452.0786743164,1169293.393371582,1445428.719329834,1173441.432876587,1381279.5592041016,1282680.5951538086,1364002.7477722168,1872528.8307800293
Lyso_PC(3:1),-0.07754514313164888,10.210266465089632,0.018923711646493757,0.8905854180221868,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,391063.6278381348,518584.5443725586,898208.3551025391,636155.1287841797,527429.2012023926,528513.5643310547,728880.5522155762,770069.5003662109
Lyso_PC(4:0),-0.09081703084438023,6.913060598447366,0.02596453385820041,0.8719869628833903,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,65335.8046875,60210.984130859375,64676.284912109375,60931.78454589844,60389.204345703125,63137.22448730469,62214.52478027344,70449.044921875
Lyso_PC(5:0),-0.2237320893432493,6.884369009212051,0.15814386428871785,0.6908711966220208,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,58800.60437011719,59900.68371582031,58041.764404296875,58927.14404296875,73066.385498046875,58815.04431152344,56869.80456542969,69228.88464355469
Lyso_PC(6:0),-0.04637866816754983,6.087225261542416,0.006762025767613977,0.9344625950251394,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,33576.642517089844,37847.52291870117,36964.74252319336,33302.88249206543,32188.78240966797,33948.32260131836,35546.00231933594,42570.742095947266
Lyso_PC(7:0),-0.32634698268300727,7.365633548180124,0.3372504002172716,0.5614206591569522,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,79047.24597167969,68183.38467407227,75113.10516357422,112409.84735107422,119708.04846191406,74772.205078125,93363.28674316406,67993.1644897461
Lyso_PC(8:0),-0.1702313520809359,6.188475961181663,0.09142602953602363,0.7623720223489389,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,40757.34310913086,36630.982345581055,33368.962341308594,32246.442626953125,38834.263671875,36789.18226623535,35651.56294250488,49902.683906555176
Lyso_PC(9:0),-0.13247878606116212,6.031972649388826,0.055313973253731774,0.8140618658759308,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PC,33834.622131347656,31667.382385253903,33960.7624206543,31637.042510986328,31338.902465820312,35567.06271362305,33157.20230102539,43231.78256225586
Lyso_PE(12:0) | PE (12:0),-0.15363567672577405,6.796760449162363,0.07443869031612849,0.7849804016014819,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,69337.00482177734,56660.26416015625,54248.32403564453,49633.323303222656,63051.10485839844,61949.984619140625,51484.004150390625,61092.42376708984
Lyso_PE(12:0) | PE (12:0)_2,-0.09473988942912095,6.845336280245883,0.028259275038720943,0.8665007133049999,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,69475.784423828125,63660.12469482422,57500.92419433594,53168.50402832031,60681.48425292969,65928.98443603516,53947.144104003906,60886.64373779297
Lyso_PE(13:0),-0.1470266167624306,5.978555248457275,0.06815657226968594,0.7940399626302175,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,35428.36259460449,31144.142578125,32203.52227783203,30862.321884155273,33544.54243469238,32823.98263549805,33090.301986694336,36036.30244445801
Lyso_PE(14:0),-0.13791737369505924,7.536092132023793,0.05996197534298631,0.8065560501110137,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,94828.7452697754,96368.72691345216,88381.2873840332,82949.8670501709,87890.40606689453,96582.22650146484,93155.24807739258,134677.56942749023
Lyso_PE(14:1),0.3169991489271236,7.676968992836346,0.31157880404225574,0.5767129802629105,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,114240.6683959961,129850.2887878418,150060.64965820312,149260.49179077148,81199.48522949219,115519.9476928711,110463.72792053224,39678.1423034668
Lyso_PE(15:0),-0.15070842632830314,10.19965226803764,0.07162744913648567,0.7889817889179416,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,586573.2970275879,500142.1717529297,600872.923538208,571153.9864196777,568512.1632080078,562622.633102417,608762.5358276367,895332.0626068115
Lyso_PE(15:1),0.3820338900489906,8.570205870429854,0.4511895498803824,0.5017705967772417,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,221106.73291015625,257136.58129882812,296495.0810852051,287040.02125549316,136586.97213745117,238605.2573852539,202215.25520324707,31247.9818649292
Lyso_PE(16:0),0.34160975654466885,9.739891852640866,0.3614386481476686,0.5477083307995012,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,1430.14009475708,2142.940139770508,605423.7229309082,614751.231048584,1662.080135345459,1416.2400932312012,707197.2882995605,1477791.6302337646
Lyso_PE(16:1),0.9243941062057118,5.026583148778502,2.561149914881298,0.10951889680970747,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,1490.1801109313965,16617.381031036377,28738.501998901367,28000.58169555664,1469.8201065063477,1847.620132446289,25443.601852416992,33066.92241668701
Lyso_PE(17:0),-0.3682538536960679,6.508293006925983,0.4297624318501221,0.5121055423313507,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,65880.40432739258,34450.72262954712,63126.74530029297,40903.86225891113,74649.68531799316,56647.323181152344,47094.66287231445,8120.740547180176
Lyso_PE(17:1),-0.5924675056585585,5.758365529379304,1.115849860217395,0.2908138446029422,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,49026.66329956055,9651.7607421875,28643.881759643555,26049.30178833008,52008.18356323242,39167.603515625,24601.06184387207,1598.3600997924805
Lyso_PE(17:2),-0.40191104960970125,5.1441191062809315,0.5121650463343048,0.47420312310899565,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,26701.94183731079,1449.660099029541,27798.981964111328,23426.70184326172,29789.84210205078,13618.16082763672,27485.66192626953,1422.240089416504
Lyso_PE(18:0),-0.18790868707892763,6.470250194821553,0.1114532464525837,0.73849566276503,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,61575.624114990234,59124.883697509766,31037.84213256836,26596.16192626953,54278.94403076172,55208.08459472656,30092.482025146484,52732.1637878418
Lyso_PE(18:1),-0.13949948760214423,6.033606394683916,0.061344073247710185,0.8043840524752326,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,46027.40347290039,39577.70315551758,26365.00213623047,22079.82144165039,39105.662841796875,38249.242614746094,24038.881660461426,38762.44291687012
Lyso_PE(18:2),-0.26767126535334507,6.385924801948179,0.22658566041991435,0.6340671486556769,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,53002.404388427734,45364.44369506836,28913.782287597656,27459.941772460938,47283.28323364258,53209.36312866211,28235.62171936035,63069.78421020508
Lyso_PE(18:3),-0.2539877394183527,6.249587427305635,0.20394745100020373,0.651553268214348,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,50200.14392089844,30487.08233642578,22128.90167236328,48090.983459472656,45223.44338989258,55025.18389892578,25923.22183227539,40781.843017578125
Lyso_PE(18:4),0.12034563444497177,9.159236868723013,0.04527401097584516,0.8315009789902288,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,132420.98950195312,49292.863525390625,50390.56359863281,1178031.4189453125,89168.46691894531,719531.388671875,200920.294921875,48831.60382080078
Lyso_PE(19:0),-0.2470970919257736,6.105005714003146,0.1929983424652164,0.6604327517147731,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,46659.203216552734,29181.46206665039,2494.2202072143555,53879.12384033203,37374.80270385742,51856.40417480469,23227.321685791016,40591.5235748291
Lyso_PE(19:1),-0.41145426263949186,5.980655145879336,0.5368909156484278,0.4637240956533582,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,41546.88317871094,34807.2820892334,12181.940929412842,24634.181762695312,38668.14279174805,38822.68280029297,27334.0020904541,43139.00271606445
Lyso_PE(20:0),-0.24422224139164908,6.246676009805404,0.18852164313102548,0.6641498997238391,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,61192.003814697266,52152.00378417969,10267.620811462402,18421.96128082275,57735.70428466797,54474.34405517578,1680.3201217651367,55170.40365600586
Lyso_PE(20:1),-0.13001356188801613,7.292099578639136,0.05327442238012736,0.8174604492505329,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,140695.06887817383,75613.186767578125,9462.62064743042,123282.98962402344,163634.48986816406,90085.626953125,1671.4801025390625,41330.32279968262
Lyso_PE(20:2),-0.8791175774419359,8.386395220907103,2.4596747815385243,0.11680296370955527,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,390082.1875610352,159460.3917236328,8024.360588073731,36412.722259521484,497647.7147827149,209780.2778930664,2616.640167236328,60406.58558654785
Lyso_PE(20:3),-0.2808064345759397,6.42847555841607,0.24944337848137366,0.6174672847132605,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,65285.88455200195,63229.82507324219,8894.660633087158,25734.46189880371,57163.64422607422,62147.364990234375,17701.481510162354,55966.783935546875
Lyso_PE(20:4),-0.3411872518017316,7.9939919276676745,0.36873266833936214,0.5436958841226529,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,170399.51245117188,166512.65161132812,16069.201034545898,100486.6669921875,159388.17114257812,158872.29174804688,82031.42609024048,192101.29370117188
Lyso_PE(20:5),-0.6329852722790983,6.966253925123765,1.2741992938372277,0.258980371003726,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,93538.5068359375,83122.82580566406,1493.7801132202148,19662.681350708008,98819.9072265625,91800.6864013672,19152.421493530273,100372.34777832033
Lyso_PE(21:0),-0.3576527239926486,6.701469881712507,0.40529492512450815,0.5243673282964938,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,87636.82614135742,48976.94348144531,40803.003189086914,30865.78204345703,87757.24655151367,55654.04473876953,35582.04244995117,46612.263763427734
Lyso_PE(22:0),-0.30290469805082104,6.324744760930282,0.290386657279214,0.5899728577145251,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,59917.04415893555,43939.88285827637,36129.40211486816,23884.32165527344,56585.16387939453,53942.10363769531,27198.022079467773,35826.622497558594
Lyso_PE(22:1),-0.27312784570194265,6.059152150607529,0.235942400984527,0.6271522104529063,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,41009.56282043457,35864.202377319336,29172.541748046875,22803.681701660156,41971.142669677734,39181.60284423828,25360.441635131836,42536.28253173828
Lyso_PE(22:2),-0.3124195071466003,6.305348550487968,0.30897598005481086,0.578309245676107,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,53241.88319396973,47137.2834777832,28129.241928100582,23799.181732177734,53169.623046875,46934.46314239502,29089.761947631836,47750.58319091797
Lyso_PE(22:4),-0.10110119969246728,6.3819227641061875,0.032186829308670895,0.8576182280047114,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,61551.60513305664,48646.70365905762,36923.64253234863,27571.1420211792,47519.12307739258,47068.742767333984,34298.96237182617,46962.02322387695
Lyso_PE(22:5),-0.0795356621161344,7.3429586620179945,0.019908219515855308,0.8877937164156277,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,127142.36938476562,125781.90936279295,75621.48532104492,45936.48281860352,93331.02627563477,104717.34698486328,75396.98522949219,47812.822982788086
Lyso_PE(22:6),-0.1702633325360432,6.447471150720411,0.09146242597307719,0.7623261518008385,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,66757.364990234375,61184.38455200195,34541.30253601074,20840.181427001953,53752.104095458984,57161.58416748047,30662.802001953125,43074.343338012695
Lyso_PE(24:0),-0.12954902393761256,6.523269444402987,0.05289158425648566,0.8181059866457999,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,61649.545013427734,48846.883728027344,35370.24295043945,29271.70196533203,49776.903411865234,49925.744384765625,32055.622283935547,73709.224365234375
Lyso_PE(24:1),-0.22240781213308047,6.933438546453822,0.15627210098251965,0.6926121556857867,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,76917.60604858398,64308.68548583984,48661.682388305664,41981.8229598999,73293.564453125,62804.82376098633,49077.58329772949,89366.2847290039
Lyso_PE(24:6),-0.18512273346792568,6.4535208658467464,0.10816562473814884,0.7422422889681651,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PE,56311.5846862793,42145.06314086914,54653.74327087402,35666.90277481079,52615.54379272461,50852.52381896973,43733.04328918457,36389.14225769043
Lyso_PG(12:0),-0.14076762309242627,7.2632527384515395,0.062470682377352205,0.8026326990451595,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,94955.52685546876,71601.224853515625,76464.06622314453,90408.366943359375,78609.22625732422,90008.885986328125,88899.18688964844,62100.60400390625
Lyso_PG(13:0) | PG (12:0),-0.00903379025984137,7.964000973315266,2.56268849625485e-4,0.9872276908450407,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,177987.59252929688,147746.5498046875,120611.24853515624,112059.0078125,145131.91064453125,128483.40942382812,112850.96740722656,111238.74743652344
Lyso_PG(13:0) | PG (12:0)_2,-0.03458367734355201,8.037736407960995,0.003758856392778398,0.9511127147227032,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,189262.6728515625,160789.39282226562,126125.38891601562,108325.68786621094,150098.74963378906,147085.2508544922,115446.54858398438,116032.82824707033
Lyso_PG(14:0),-0.33541028143450236,7.221963216441517,0.35630637637234475,0.5505647700854234,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,88293.9859008789,56379.16394042969,95458.9267578125,73707.22509765625,91497.48596191406,82256.86560058594,99267.0672607422,49676.62432861328
Lyso_PG(14:1) | PG (14:1),-0.2291022339635918,10.938550675639501,0.16585752545779542,0.6838199070467764,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,1028042.9047851562,638230.3408203125,1758449.70703125,1129728.8994140625,1258672.4228515625,1011577.1616210938,1377536.2084960938,288534.4426269531
Lyso_PG(14:1) | PG (14:1)_2,-0.23784921832424605,10.945439533139554,0.17880126937780005,0.6724054409100199,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,1016062.0776367188,645595.19775390625,1768414.1518554688,1131762.0078125,1273893.7622070312,991362.87939453125,1408114.28125,292964.9814453125
Lyso_PG(15:0) | PGo (16:0),-0.12564532935452333,7.304214286437014,0.049748621437174734,0.8235012697527853,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,111522.5873413086,65276.94515991211,79442.98614501953,88679.32727050781,99884.14504623412,76440.50614929199,82327.16583251953,63839.22380065918
Lyso_PG(15:0) | PGo (16:0)_2,0.05829754858453742,7.252007552971106,0.01064771382186791,0.9178139541276084,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,109663.9866027832,65061.50534057617,80524.4658203125,94875.60662841795,69923.82579040527,79943.26568603516,86121.12686157227,63154.72477340698
Lyso_PG(15:1),-0.12103238303901999,7.589472361141806,0.04615695321081148,0.8298907452030153,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,119784.80792236328,89928.96685791016,100217.62829589844,79701.7651977539,102172.9478149414,100178.10626220705,89803.64767456055,124935.75091552734
Lyso_PG(16:0),0.43732513671368434,6.907157491228243,0.5896451622938912,0.44255636506422097,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,1497.8000984191897,1554.1201057434082,196479.4531555176,152307.66967773438,1453.4201126098633,1467.8801040649414,186140.9340209961,1476.4401016235352
Lyso_PG(16:1) | PG (16:1),0.4112409046219759,5.5879224262780385,0.5220306052015076,0.46997676668682653,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,1552.7801055908203,1530.340103149414,66349.36459350586,68397.72528076172,1684.7401084899902,1634.6601028442385,72665.84478759766,1547.0800971984863
Lyso_PG(16:1) | PG (16:1)_2,0.513571462385193,5.609976696821671,0.8099839689966757,0.3681249903065491,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,1586.9801177978516,1552.8201141357422,73526.4642944336,67515.16467285156,1706.660125732422,1512.6801071166992,70501.2445678711,1465.0601119995115
Lyso_PG(17:0) | PG (16:0) | PGo (18:0),-0.3665468871511718,11.136294393117696,0.4258008768374566,0.514056620367935,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,1245639.6420898438,732898.97900390625,1899850.7126464844,1153654.5563964844,1727465.3676757812,1262055.7163085938,1398261.315673828,270501.8620605469
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_2,-0.3355602936320176,11.127942615961878,0.35664052039646776,0.5503779502607484,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,1185238.2587890625,687843.97900390625,2015514.9868164065,1188459.6889648438,1625907.2641601562,1232189.2143554688,1485995.8959960938,247907.35473632812
Lyso_PG(17:0) | PG (16:0) | PGo (18:0)_3,-0.29154901656332727,11.09804611077501,0.2689786043774802,0.6040177573708874,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,1127991.461669922,610883.6608886719,2093113.7717285156,1235036.7775878906,1521635.9482421875,1133377.6079101562,1556953.1655273438,218858.333984375
Lyso_PG(17:1) | PGp (18:0),-0.09487029769241459,6.889665047226786,0.028337355915141416,0.8663181432033029,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,68958.62487792969,52079.343200683594,85653.30581665039,55350.0637512207,54148.80422973633,58135.863525390625,82315.56579589844,50902.10313415527
Lyso_PG(17:1) | PGp (18:0)_2,-0.17774172929839774,6.8974632248987495,0.0996951804404489,0.7521957364743358,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,70027.00537109375,50363.14419555664,82595.72589111328,52921.884033203125,59036.80407714844,58824.56433105469,82732.76611328125,52266.263259887695
Lyso_PG(17:2),-0.13817902643109012,6.99804621197132,0.06018924057582353,0.8061970877355822,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,75401.7258605957,61143.88516235352,64285.86462402344,61849.72427368164,64384.684814453125,72226.56481933594,64609.204650878906,74178.66488647461
Lyso_PG(18:0) | PG (18:0),-0.3985443666183555,10.15119763162952,0.5036720583593706,0.4778910799546324,0.9998862855898978,4,3,Genotype_ 5xFAD | Brain Region_ cortex,Genotype_ WT | Brain Region_ cortex,PG,573868.9445800781,795429.5872802734,274496.2174682617,271304.25897216797,634398.4738769531,864664.8092651367,252140.61895751953,1006352.5754394532
