lipid,logFC,logCPM,LR,PValue,FDR,Length1,Length2,Title_1,Title_2,type,DOD100-M1-WT-cerebellum10x_01202023_x,DOD100-M1-WT-cortex10x_01202023_x,DOD100-M1-WT-diencephalon10x_01202023,DOD100-M1-WT-hippo10x_01202023,DOD100-M2-5xFAD-cerebellum10x_01202023_x,DOD100-M2-5xFAD-cortex10x_01202023_x,DOD100-M2-5xFAD-diencephalon10x_01202023,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-cerebellum10x_01202023_x,DOD100-M3-5xFAD-diencephalon10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-cerebellum10x_01202023_x,DOD99-M1-5xFAD-cortex10x_01202023_x,DOD99-M1-5xFAD-diencephalon10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,DOD99-M2-WT-cerebellum10x_01202023_x,DOD99-M2-WT-cortex10x_01202023_x,DOD99-M2-WT-diencephalon10x_01202023,DOD99-M2-WT-hippo10x_01202023,M1FAD173-5xFAD-Cerebellum10x_01182023_x,M1FAD173-5xFAD-Cortex10x_01182023_x,M1FAD173-5xFAD-Diencephalon10x_01182023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Cerebellum10x_01192023_x,M2FAD173-5xFAD-Cortex10x_01192023_x,M2FAD173-5xFAD-Diencephalon10x_01192023,M2FAD173-5xFAD-Hippo10x_01192023,M5FAD173-WT-Cerebellum10x_01192023_x,M5FAD173-WT-Cortex10x_01192023_x,M5FAD173-WT-Diencephalon10x_01192023,M5FAD173-WT-Hippo10x_01192023,DOD100-M1-WT-cerebellum10x_01202023_y,DOD100-M1-WT-cortex10x_01202023_y,DOD100-M2-5xFAD-cerebellum10x_01202023_y,DOD100-M2-5xFAD-cortex10x_01202023_y,DOD100-M3-5xFAD-cerebellum10x_01202023_y,DOD99-M1-5xFAD-cerebellum10x_01202023_y,DOD99-M1-5xFAD-cortex10x_01202023_y,DOD99-M2-WT-cerebellum10x_01202023_y,DOD99-M2-WT-cortex10x_01202023_y,M1FAD173-5xFAD-Cerebellum10x_01182023_y,M1FAD173-5xFAD-Cortex10x_01182023_y,M2FAD173-5xFAD-Cerebellum10x_01192023_y,M2FAD173-5xFAD-Cortex10x_01192023_y,M5FAD173-WT-Cerebellum10x_01192023_y,M5FAD173-WT-Cortex10x_01192023_y,10xBlank_01202023
PG (34:2),-0.08411085217655064,6.697787988387601,0.13872340787668236,0.7095534301171449,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,66695.94464111328,61865.78451538086,58951.363708496094,55399.36364746094,51734.84323120117,72865.54510498047,62951.82421875,25164.001960754395,82170.14492797852,66409.44396972656,66322.664306640625,58502.58438110352,59468.704833984375,70047.14520263672,18729.521453857426,73869.34582519531,64478.34426879883,60949.6643371582,62551.00436401367,61798.12496948242,66565.54452514648,53909.76425170898,50971.34387207031,54131.06365966797,59144.98461914063,46673.04379272461,51579.94384765625,54799.94348144531,62402.36451721192,63638.90447998047,56350.163650512695,66695.94464111328,61865.78451538086,51734.84323120117,72865.54510498047,82170.14492797852,58502.58438110352,59468.704833984375,73869.34582519531,64478.34426879883,61798.12496948242,66565.54452514648,54131.06365966797,59144.98461914063,54799.94348144531,62402.36451721192,45983.30322265625
PG (34:3),-0.06700344034852358,6.697748492588967,0.08791455956416883,0.7668452930934297,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,66449.2251586914,62944.06396484375,59029.723876953125,59414.42401123047,57626.0439453125,72847.94598388672,72619.38543701172,23883.32141113281,71131.78530883789,65866.825439453125,69338.10418701172,62620.924865722656,58371.24456787109,62880.80453491211,18821.62124633789,72496.46502685547,67213.66467285156,60156.80432128906,62442.70458984375,56577.48425292969,59765.58447265625,51316.90350341797,52959.46432495117,57977.08410644531,55731.06414794922,50856.38357543945,57098.12414550781,56262.884216308594,59389.14410400391,61119.82482910156,55006.48416137695,66449.2251586914,62944.06396484375,57626.0439453125,72847.94598388672,71131.78530883789,62620.924865722656,58371.24456787109,72496.46502685547,67213.66467285156,56577.48425292969,59765.58447265625,57977.08410644531,55731.06414794922,56262.884216308594,59389.14410400391,50424.14373779297
PG (34:4),-0.06732269822867716,6.604944965987325,0.08875620897837244,0.7657643733167349,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,65065.224609375,54064.4638671875,50943.86380004883,56437.18389892578,51825.2038269043,65700.20458984375,59670.64373779297,21463.98167037964,88541.92584228516,65237.984802246094,65353.26452636719,57038.883392333984,51828.84368896485,56091.54336547852,18820.901405334476,66065.48483276367,62481.96432495117,56303.083984375,61066.20468139648,57333.463928222656,58445.26416015625,51233.14318847656,52110.52355957031,46062.843505859375,57604.16400146485,51276.02380371094,51496.02392578125,49460.76364135742,51124.52349853516,57067.52410888672,52230.04336547852,65065.224609375,54064.4638671875,51825.2038269043,65700.20458984375,88541.92584228516,57038.883392333984,51828.84368896485,66065.48483276367,62481.96432495117,57333.463928222656,58445.26416015625,46062.843505859375,57604.16400146485,49460.76364135742,51124.52349853516,45698.94369506836
PG (34:5),-0.06458796801701154,7.448983894577362,0.08167683218385946,0.7750377507935341,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,128450.8108215332,98848.58682250977,91123.22644042967,131893.1882019043,106702.3671875,136217.45016479492,114854.7078552246,44998.28350067139,101652.48504638672,113787.20703125,136859.2509765625,115530.42849731444,106144.8264465332,96956.06671142578,18886.52132797241,116327.82794189452,113697.42837524414,107448.30584716795,116646.36660766602,88847.58612060547,89846.84503173828,81746.66543579102,69591.08529663086,83827.12503051758,94560.66693115234,82222.4260559082,99814.38790893556,99962.30596923828,93091.48733520508,109511.1272277832,89329.46643066406,128450.8108215332,98848.58682250977,106702.3671875,136217.45016479492,101652.48504638672,115530.42849731444,106144.8264465332,116327.82794189452,113697.42837524414,88847.58612060547,89846.84503173828,83827.12503051758,94560.66693115234,99962.30596923828,93091.48733520508,70728.80438232422
PG (34:5)_2,-0.07581689815393895,7.366286281085127,0.11264387129247666,0.737153971831397,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,125213.76928710938,93951.42669677734,85250.4059753418,120796.5284729004,97039.80700683594,120037.7671508789,109379.72705078124,41845.60361480713,105619.84692382812,116243.6484375,125280.52908325195,114183.6296081543,94973.30615234376,92314.26574707033,15567.101219177246,105470.92761230467,105226.00897216795,105301.64752197266,106076.68731689452,88948.2660522461,87226.1467590332,68555.92572021484,68075.24481201172,81846.60464477539,90437.16638183594,75991.68591308594,92482.32647705078,90703.9073486328,93001.22705078124,98670.8664855957,87162.8062133789,125213.76928710938,93951.42669677734,97039.80700683594,120037.7671508789,105619.84692382812,114183.6296081543,94973.30615234376,105470.92761230467,105226.00897216795,88948.2660522461,87226.1467590332,81846.60464477539,90437.16638183594,90703.9073486328,93001.22705078124,70120.16534423828
PG (34:6),0.2682850898349562,6.998718636661122,1.3706001049308725,0.24170880414474397,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,69765.04461669922,62492.80480957031,61748.304443359375,377565.8013305664,56734.14431762695,82189.62564086914,70648.46466064453,24153.501556396484,71770.5043334961,76898.20538330078,81264.82537841797,55625.20446777344,61685.08441162109,68447.42443847656,15447.06103515625,73391.60455322266,64966.92462158203,60929.28512573242,64470.34359741211,64068.68502807617,88466.5267944336,56236.7038269043,58262.48403930664,59111.684143066406,61463.224182128906,205641.6192626953,63944.04525756836,55129.4440612793,65746.0041809082,60219.76390075684,61105.563903808594,69765.04461669922,62492.80480957031,56734.14431762695,82189.62564086914,71770.5043334961,55625.20446777344,61685.08441162109,73391.60455322266,64966.92462158203,64068.68502807617,88466.5267944336,59111.684143066406,61463.224182128906,55129.4440612793,65746.0041809082,49891.1640625
PG (36:0),-0.08677487694853622,7.9163977695234005,0.14768586383615911,0.7007567117469962,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,163344.27221679688,161425.8114013672,138971.9110107422,165576.1326904297,127749.90966796876,163240.29028320312,155276.81091308594,60285.365142822266,203409.69189453125,160520.53149414062,192551.75201416016,159502.453125,133486.2294921875,145426.36944580078,26809.32172012329,193784.0128173828,161855.33044433594,133008.84814453125,150934.48754882812,117924.53045654295,120362.70886230467,104161.4268798828,110802.34716796876,122948.56805419922,120062.92929077148,119120.2685546875,125020.51040649414,120035.4874267578,137429.3504638672,134365.41009521484,109975.62634277344,163344.27221679688,161425.8114013672,127749.90966796876,163240.29028320312,203409.69189453125,159502.453125,133486.2294921875,193784.0128173828,161855.33044433594,117924.53045654295,120362.70886230467,122948.56805419922,120062.92929077148,120035.4874267578,137429.3504638672,112770.00897216795
PG (36:1),-0.051833185177847324,8.76382831633907,0.05255164790287381,0.8186812484663519,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,401467.169921875,429031.01171875,432836.1142578125,395688.3662109375,278963.74072265625,319739.82080078125,327750.125,127548.14990234376,486546.6518554688,465343.634765625,288672.16015625,167002.4716796875,168404.01171875,241880.8974609375,78201.06611633301,351786.125,309153.0009765625,308539.82080078125,223744.416015625,139397.74963378906,166981.65258789062,163990.11303710938,108305.64794921876,163248.8525390625,166357.49145507812,152643.41088867188,125836.62841796876,154521.771484375,186507.41333007807,191490.91357421875,155809.130859375,401467.169921875,429031.01171875,278963.74072265625,319739.82080078125,486546.6518554688,167002.4716796875,168404.01171875,351786.125,309153.0009765625,139397.74963378906,166981.65258789062,163248.8525390625,166357.49145507812,154521.771484375,186507.41333007807,142614.4111328125
PG (36:2),-0.1212497460591196,8.380011741015887,0.2891135203472004,0.5907891680236198,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,248285.53784179688,312738.2443847656,282126.40283203125,211995.015625,204331.17578125,224894.81396484372,210270.61474609372,76272.4460144043,400904.689453125,295363.35888671875,183601.09423828125,195999.71362304688,156952.45068359375,291566.50341796875,36417.28263092041,340847.4636230469,219512.89697265625,230261.67651367188,175739.953125,128910.28833007812,136565.0096435547,135456.6688232422,118402.70867919922,139971.44921875,124319.60900878906,147769.42932128906,100915.50714111328,141933.95056152344,141173.46923828125,119517.82763671876,136441.73095703125,248285.53784179688,312738.2443847656,204331.17578125,224894.81396484372,400904.689453125,195999.71362304688,156952.45068359375,340847.4636230469,219512.89697265625,128910.28833007812,136565.0096435547,139971.44921875,124319.60900878906,141933.95056152344,141173.46923828125,75807.625
PG (36:3),-0.1124373550235812,6.73284852805483,0.24843741156709598,0.6181774993508655,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,65389.604888916016,67619.905029296875,60058.06451416016,62601.96466064453,56531.20343017578,72386.58462524414,64602.94482421875,18850.161560058597,102475.94757080078,65802.70471191406,65631.92492675781,63777.424865722656,59820.203552246094,74620.64590454102,15298.441036224363,87005.88610839844,70320.925048828125,61693.52490234375,59394.9642944336,55626.68362426758,62004.74420166016,51583.30340576172,50154.80368041992,55328.104553222656,58023.80438232422,48415.143463134766,55483.66384887695,53786.163665771484,57461.044189453125,60826.74398803711,56423.48400878906,65389.604888916016,67619.905029296875,56531.20343017578,72386.58462524414,102475.94757080078,63777.424865722656,59820.203552246094,87005.88610839844,70320.925048828125,55626.68362426758,62004.74420166016,55328.104553222656,58023.80438232422,53786.163665771484,57461.044189453125,47194.82287597656
PG (36:4),-0.05329850766854602,6.935267386819497,0.05556919140373395,0.8136412698880192,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,68909.8451538086,74410.66467285156,66605.70458984375,72263.70471191406,64562.9642944336,84260.36657714844,81562.94561767578,32641.962490081787,97312.10662841795,79938.54602050781,75829.1049194336,70739.50482177734,71186.665283203125,73942.565673828125,25278.081565856937,88303.12628173828,80452.54571533203,71065.82586669922,75949.34533691406,68621.30563354492,70165.92352294922,60300.66430664063,68529.38482666016,65870.48474121094,65921.06439208984,60757.76446533203,67130.60446166992,58225.44384765625,71613.40441894531,73727.0849609375,63515.70458984375,68909.8451538086,74410.66467285156,64562.9642944336,84260.36657714844,97312.10662841795,70739.50482177734,71186.665283203125,88303.12628173828,80452.54571533203,68621.30563354492,70165.92352294922,65870.48474121094,65921.06439208984,58225.44384765625,71613.40441894531,64116.6244506836
PG (36:5),-0.05674048094470471,6.523106196054749,0.06299410382962378,0.8018247304588363,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,56448.04425048828,50790.56378173828,52785.60409545898,57818.92416381836,48317.92318725586,63652.20468139648,60590.14431762695,21976.8013381958,65647.76434326172,64185.92456054688,59659.6833190918,56009.08435058594,56045.08367919922,54459.46401977539,16411.4612159729,59226.764221191406,57807.28387451172,53252.52368164063,55612.74429321289,52239.76354980469,55682.70397949219,45094.44317626953,42524.80281066895,49318.403717041016,51790.00421142578,46931.08288574219,52034.184020996094,51134.60290527344,54978.50360107422,59748.62362670898,47720.00338745117,56448.04425048828,50790.56378173828,48317.92318725586,63652.20468139648,65647.76434326172,56009.08435058594,56045.08367919922,59226.764221191406,57807.28387451172,52239.76354980469,55682.70397949219,49318.403717041016,51790.00421142578,51134.60290527344,54978.50360107422,42303.02325439453
PG (36:6),-0.034667947701075986,6.604901258913316,0.02347555105465915,0.878226889500393,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,58527.00439453125,50681.82357788086,54585.30364990234,59990.96374511719,46907.34405517578,70225.76593017578,63522.98452758789,24445.661491394043,65886.88522338867,65156.74542236328,74582.12594604492,57577.483978271484,54638.98431396485,56194.36380004883,15210.240997314451,65036.38458251953,64160.32427978516,52177.62341308594,62131.48513793945,59464.08392333984,63869.40368652344,50280.56369018555,48829.70324707031,57313.983642578125,51691.30374145508,49347.50354003906,57779.20390319824,50959.643615722656,58855.88381958008,70817.20590209961,55005.243591308594,58527.00439453125,50681.82357788086,46907.34405517578,70225.76593017578,65886.88522338867,57577.483978271484,54638.98431396485,65036.38458251953,64160.32427978516,59464.08392333984,63869.40368652344,57313.983642578125,51691.30374145508,50959.643615722656,58855.88381958008,35202.042388916016
PG (36:7),-0.06770825273219988,6.8620216513151195,0.08977945920999808,0.7644577149643874,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,73597.6455078125,79149.00595092773,64965.86462402344,65739.70477294922,53973.763671875,77981.225830078125,71985.40545654297,24791.101776123047,93845.40713500977,77834.86557006836,72210.74502563477,64293.74475097656,60613.324645996094,81653.72518920898,15057.66107559204,85593.18644714355,69147.34451293945,69992.90530395508,64797.94409179688,69008.32415771484,76128.12466430664,66273.86456298828,71342.984619140625,59989.82385253906,68683.0655670166,66902.44519042969,58086.88381958008,57013.683685302734,72932.4455871582,67029.74417114258,62745.78472900391,73597.6455078125,79149.00595092773,53973.763671875,77981.225830078125,93845.40713500977,64293.74475097656,60613.324645996094,85593.18644714355,69147.34451293945,69008.32415771484,76128.12466430664,59989.82385253906,68683.0655670166,57013.683685302734,72932.4455871582,40557.30270385742
PG (36:8),-0.0516498357975667,8.837198125503178,0.05217982851490888,0.819312711767319,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,311157.482421875,386411.1553955078,274496.64221191406,223835.11614990237,209528.11505126956,292627.7795410156,296234.89935302734,87291.60531616211,186462.81372070312,296965.7359008789,291947.18048095703,222383.9354248047,193368.9156494141,341300.18225097656,26512.662017822266,325331.8876953125,297908.6530761719,330747.1040649414,274376.58459472656,298733.0022583008,387173.6243286133,369803.4525146485,366350.0997314453,239722.05395507807,277586.1055297852,271330.4959716797,174112.8104248047,198792.594909668,344737.4437866211,158835.33087158203,289634.3452758789,311157.482421875,386411.1553955078,209528.11505126956,292627.7795410156,186462.81372070312,222383.9354248047,193368.9156494141,325331.8876953125,297908.6530761719,298733.0022583008,387173.6243286133,239722.05395507807,277586.1055297852,198792.594909668,344737.4437866211,56242.58441162109
PG (38:0) | PGp (40:6),-0.06476948633712484,8.060328749954458,0.08213884040051767,0.7744195757983761,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,187481.07244873047,190174.7135620117,178780.8350830078,131072.5506591797,118196.36682128906,167925.13342285156,171645.53173828125,64613.38435745239,223400.1979370117,186674.55206298828,161618.36865234375,138343.29071044922,124772.2085571289,231502.2156982422,20422.94149398804,227386.8992919922,169809.42895507812,187513.8119812012,152545.7124633789,168543.83074951172,198558.65600585935,186827.71124267575,172754.33142089844,130862.96878051758,141366.56799316406,146874.11010742188,102031.88842773438,105329.6264038086,170645.83209228516,105925.58773803712,140190.2694091797,187481.07244873047,190174.7135620117,118196.36682128906,167925.13342285156,223400.1979370117,138343.29071044922,124772.2085571289,227386.8992919922,169809.42895507812,168543.83074951172,198558.65600585935,130862.96878051758,141366.56799316406,105329.6264038086,170645.83209228516,45743.74346923828
PG (38:1),-0.13601787752707267,7.576963301323309,0.36423451012569785,0.5461638506317873,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,139777.9501953125,121216.64819335938,119056.64770507812,112599.22888183594,94878.345947265625,105921.36688232422,115862.64855957033,41153.2223815918,272529.14221191406,144494.67224121094,99646.46673583984,94427.708251953125,90607.34552001952,154156.64916992188,22715.701496124268,182985.852722168,109294.20849609376,114817.3272705078,97412.1664428711,112595.10778808594,106595.76861572266,97556.76593017578,88475.28649902344,113546.28881835938,87448.78564453125,82408.92608642578,80918.98516845703,88625.58532714844,98048.486572265625,89344.10607910156,87387.905517578125,139777.9501953125,121216.64819335938,94878.345947265625,105921.36688232422,272529.14221191406,94427.708251953125,90607.34552001952,182985.852722168,109294.20849609376,112595.10778808594,106595.76861572266,113546.28881835938,87448.78564453125,88625.58532714844,98048.486572265625,49655.80303955078
PG (38:2),-0.18576156069822197,8.075076253748268,0.6819100287749791,0.4089297875578789,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,178818.45166015625,145187.01055908203,152019.31030273438,118883.56939697266,108241.3465576172,143769.7691040039,162822.4302368164,43362.363021850586,473480.49029541016,183788.2542724609,130693.92932128906,134099.6678466797,135439.39141845703,293659.704284668,19836.72134399414,337394.5695800781,147819.08984375,182344.57415771484,121756.00909423828,195278.03314208984,174621.65255737305,161890.5516052246,110809.54754638672,160892.6131591797,98696.74505615234,116573.74868774414,83248.826171875,102677.96655273438,139263.43008422852,109882.30865478516,111403.74670410156,178818.45166015625,145187.01055908203,108241.3465576172,143769.7691040039,473480.49029541016,134099.6678466797,135439.39141845703,337394.5695800781,147819.08984375,195278.03314208984,174621.65255737305,160892.6131591797,98696.74505615234,102677.96655273438,139263.43008422852,48587.86279296875
PG (38:3),-0.13418769940121564,7.1122852041863105,0.35444481924326965,0.5516077459983382,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,98201.48809814452,80991.42547607422,81596.04498291016,75268.98541259766,69358.30529785156,79688.54602050781,84256.14660644531,29682.382263183597,205548.75537109372,103815.64666748048,79485.98468017578,76509.62530517578,70741.84423828125,123004.24932861328,18435.24137496948,148948.31024169922,79192.40533447266,83887.6265258789,67677.46438598633,72902.10498046875,67800.78381347656,67932.84490966797,54960.804290771484,73843.90432739258,58550.32345581055,58492.76458740234,58011.385009765625,60911.56439208984,72152.52508544922,71429.86563110352,62154.04376220703,98201.48809814452,80991.42547607422,69358.30529785156,79688.54602050781,205548.75537109372,76509.62530517578,70741.84423828125,148948.31024169922,79192.40533447266,72902.10498046875,67800.78381347656,73843.90432739258,58550.32345581055,60911.56439208984,72152.52508544922,45920.02325439453
PG (38:4),-0.06696995078814941,7.535969147505766,0.08782891873056542,0.7669555955662335,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,144185.73095703125,136480.009765625,136852.609375,135806.29052734375,107338.02709960938,126488.54956054688,124769.32934570312,48413.9035949707,189152.55444335935,152429.77026367188,120148.58947753906,90172.16650390624,90277.52606201172,108377.70751953124,30956.52191925049,140745.1690673828,119284.06762695312,112404.96801757812,114575.96704101562,78412.86505126953,90394.206787109375,80060.46661376953,69125.44512939453,89050.605224609375,92182.96667480467,85231.92596435547,83124.24609375,90295.68646240234,99562.02746582033,91493.54626464844,97630.266357421875,144185.73095703125,136480.009765625,107338.02709960938,126488.54956054688,189152.55444335935,90172.16650390624,90277.52606201172,140745.1690673828,119284.06762695312,78412.86505126953,90394.206787109375,89050.605224609375,92182.96667480467,90295.68646240234,99562.02746582033,61057.76440429688
PG (38:5),-0.0821607015562625,6.910998415208493,0.13234634311787374,0.7160115676374861,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,78744.9448852539,73184.16552734375,66843.80450439453,76219.70568847656,62033.024353027344,80117.82525634766,71816.18493652344,26989.82211303711,107909.3881225586,80462.56622314453,73927.52569580078,69664.2251586914,63794.76446533203,73143.405517578125,21626.38148498535,89525.78625488281,75128.88568115234,69600.34539794922,75994.1849975586,62208.784240722656,72651.28466796875,56772.623291015625,59987.02383422852,65910.72442626953,68546.224853515625,55807.96441650391,65208.20443725586,63744.00402832031,69885.64471435547,72984.76446533203,65453.06433105469,78744.9448852539,73184.16552734375,62033.024353027344,80117.82525634766,107909.3881225586,69664.2251586914,63794.76446533203,89525.78625488281,75128.88568115234,62208.784240722656,72651.28466796875,65910.72442626953,68546.224853515625,63744.00402832031,69885.64471435547,46921.72302246094
PG (38:6),-0.05685805203035921,6.97084326682482,0.06325725701640295,0.8014198672227855,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,71733.22546386719,72126.76470947266,75297.84487915039,69759.46514892578,57989.86444091797,93351.48645019533,80243.22497558594,27388.561851501465,99775.1474609375,83531.10577392578,87110.2064819336,63418.08349609375,65490.14456176758,85172.24615478516,18452.281299591064,91206.1058959961,79418.06610107422,74013.30462646484,68940.80462646484,75763.88540649414,93411.406494140625,71672.02618408203,74571.265380859375,76299.08645629883,67631.82458496094,62291.72412109375,64447.90481567383,60061.96420288086,78120.3251953125,78882.544921875,68710.30505371094,71733.22546386719,72126.76470947266,57989.86444091797,93351.48645019533,99775.1474609375,63418.08349609375,65490.14456176758,91206.1058959961,79418.06610107422,75763.88540649414,93411.406494140625,76299.08645629883,67631.82458496094,60061.96420288086,78120.3251953125,41587.90274047852
PG (38:7),-0.09557495259534154,8.538860406279001,0.17928306955957396,0.6719900844614152,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,209252.6136779785,235200.4008178711,192790.80987548828,155839.73376464844,109726.40939331056,229901.9549560547,235963.1780395508,34410.322174072266,292706.8565673828,212291.1159057617,203782.6960144043,146135.85092163086,161570.07202148438,296591.3388977051,18223.08132171631,301795.8399658203,222099.0767211914,224844.33532714844,198883.391784668,391678.14041137695,350485.86111450195,379159.5712585449,307632.7173461914,269368.02365112305,182212.89190673828,182919.5133666992,135423.55123901367,168381.69256591797,259120.6607666016,146758.23376464844,259913.3614501953,209252.6136779785,235200.4008178711,109726.40939331056,229901.9549560547,292706.8565673828,146135.85092163086,161570.07202148438,301795.8399658203,222099.0767211914,391678.14041137695,350485.86111450195,269368.02365112305,182212.89190673828,168381.69256591797,259120.6607666016,47670.643798828125
PG (38:8),-0.1247837727445604,6.965720298950603,0.3062853696807224,0.5799686269724694,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,87520.8461303711,68125.20458984375,68165.92510986328,62698.34436035156,64721.96417236328,75823.2456665039,72259.22421264648,22462.30145263672,141884.63049316406,81806.74505615234,77060.34555053711,71205.125,69245.04504394531,94550.08639526369,18022.50134277344,116608.24926757812,72014.1049194336,75422.54528808594,70167.62469482422,70636.82504272461,70308.88424682617,65800.88488769531,56750.54397583008,67153.60488891602,64020.744689941406,58871.28411865234,61920.12422180176,66596.36511230469,70646.2240600586,70759.244873046875,60676.50439453125,87520.8461303711,68125.20458984375,64721.96417236328,75823.2456665039,141884.63049316406,71205.125,69245.04504394531,116608.24926757812,72014.1049194336,70636.82504272461,70308.88424682617,67153.60488891602,64020.744689941406,66596.36511230469,70646.2240600586,43721.88293457031
PG (38:9),-0.08326850553525676,7.291877525770357,0.13595284652956252,0.7123380488776885,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,88996.70568847656,91124.20709228516,88645.16540527344,73669.08544921875,66727.36517333984,95750.58721923828,100570.40673828124,39702.363441467285,163376.17150878906,102260.98614501952,93376.02520751952,79986.88482666016,78785.52627563477,146055.21295166016,19675.56132888794,134265.50872802734,100291.76586914062,99468.36779785156,83281.4849243164,106959.46755981444,112607.68743896484,95365.22686767578,91437.76556396484,95775.868896484375,75827.7045288086,71459.66516113281,67737.94451904297,69646.72454833984,98773.00704956056,89047.78598022461,74986.7458190918,88996.70568847656,91124.20709228516,66727.36517333984,95750.58721923828,163376.17150878906,79986.88482666016,78785.52627563477,134265.50872802734,100291.76586914062,106959.46755981444,112607.68743896484,95775.868896484375,75827.7045288086,69646.72454833984,98773.00704956056,48835.36358642578
PG (40:0) | PGp (42:6),-0.10595411161527513,9.130620873074985,0.22051411772054053,0.63864846539948406,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,387317.310546875,386680.98541259766,245571.67846679688,367705.1667480469,320150.33728027344,359981.8244628906,323370.88092041016,135677.29107666016,353968.3489379883,299949.12396240234,464600.6171264648,373956.86572265625,318848.2037353516,297352.6412353516,21515.90158843994,382324.8695678711,375699.0263671875,284757.35888671875,363289.90490722656,310336.5183105469,273436.478515625,263359.6002807617,287721.15829467773,315411.5055541992,273960.65966796875,277818.641784668,312534.71978759766,336013.9026489258,301134.34674072266,370156.6664428711,285873.9250488281,387317.310546875,386680.98541259766,320150.33728027344,359981.8244628906,353968.3489379883,373956.86572265625,318848.2037353516,382324.8695678711,375699.0263671875,310336.5183105469,273436.478515625,315411.5055541992,273960.65966796875,336013.9026489258,301134.34674072266,414513.41119384766
PG (40:0) | PGp (42:6)_2,-0.09688334709927987,9.010149890587243,0.18424470517857117,0.6677505023116236,0.9989980206677269,31,15,Genotype_ WT 5xFAD | Sex_ Male,Brain Region_ cerebellum cortex,PG,351685.84466552734,328446.0856323242,235521.25915527344,321781.9172363281,293103.3384399414,327849.5430908203,298972.8729248047,131266.3504638672,311573.602722168,283724.8239135742,412492.5054321289,344238.6281738281,292347.3389892578,277558.0202636719,19603.58136367798,356322.60736083984,351540.8924560547,249574.17474365237,335593.4060058594,289887.53790283203,255408.5947265625,243686.5756225586,276890.36279296875,298154.8374633789,264658.8729248047,261725.3572998047,294281.2544555664,310752.63830566406,273542.41900634766,352662.24353027344,274915.53759765625,351685.84466552734,328446.0856323242,293103.3384399414,327849.5430908203,311573.602722168,344238.6281738281,292347.3389892578,356322.60736083984,351540.8924560547,289887.53790283203,255408.5947265625,298154.8374633789,264658.8729248047,310752.63830566406,273542.41900634766,379299.68127441406
