Lipid,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Brain_Region_cortex,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon,Genotype__WT___Brain_Region__diencephalon
Cer(d18:0/14:0),76590.40516662598,69678.10508728027,68727.40532684326,72753.74540710449,72194.92471313477,66011.90441894531,65718.24452972412,63055.4044342041,63526.28448486328,67672.00479125977
Cer(d18:0/16:0(2OH)),154726.37161254883,153011.21069335938,127287.80834960938,149797.71005249023,152874.5906982422,161880.13189697266,161353.7706604004,122628.80828857422,141773.06951904297,137606.88946533203
Cer(d18:0/16:0),118692.06811523438,113375.0082397461,110499.50741577148,109609.50817871094,114675.30766296388,107880.2878112793,112117.84796142578,100094.02682495116,106206.4084777832,102810.2278137207
Cer(d18:0/18:0(2OH)),130583.3279876709,121464.8078918457,104212.64819335938,122910.10862731934,161638.29013061523,118237.508102417,131247.60917663574,109518.74835205078,123302.81030273438,107603.967086792
Cer(d18:0/18:0),149210.90942382812,157739.89166259766,132191.7696533203,140803.89176940918,181541.2541656494,136283.30877685547,147970.37173461914,135386.96923828125,141122.8302307129,136266.6486968994
Cer(d18:0/20:0(2OH)),200653.45449829104,202125.3351135254,162531.37170410156,188047.39164733887,218093.05740356445,190188.01220703125,189347.37405395508,158721.9917602539,171630.59329223633,166497.03149414062
Cer(d18:0/20:0),134113.38821411133,132555.86972045898,108238.1477355957,120012.84866333008,140808.33010864258,118345.74819946288,125828.38876342772,109028.2276916504,113017.04803466795,112574.00775146484
Cer(d18:0/22:0(2OH)),2519364.7571411133,2399728.389160156,2281492.40814209,2208841.9205932617,2147129.334777832,2171286.031738281,2138940.8828125,3300346.4752197266,1987975.8001098635,2262947.1845092773
Cer(d18:0/22:0),182697.05377197263,181953.27249145508,149522.72943115234,165527.31121826172,202511.11181640625,178534.01141357422,178499.39318847656,149867.6692199707,164326.61096191406,153924.45114135742
Cer(d18:0/24:0),2625003.172973633,2515717.0775146484,2448334.5513916016,2309902.7052612305,2276263.2356567383,2299914.916625977,2261162.507446289,3448934.1716308594,2079665.658874512,2353423.262878418
Cer(d18:0/26:0),722315.9315795898,1020465.2311401368,1062271.7876586914,1052177.0668945312,1127448.4967041016,1189078.7384643557,937566.7385253906,1137546.8623046875,1165005.7176513672,575032.2446899414
Cer(d18:0/h24:0),290313.6188659668,286536.63830566406,240838.17547607425,268821.9165649414,292428.5201416016,261093.8587341309,274027.75885009766,244643.45587158203,259111.4364624024,262429.3205566406
Cer(d18:0/h26:0),714557.6403198242,1025713.672607422,1040264.00390625,1050206.1356811523,1148458.9782104492,1131940.214416504,922139.064086914,1123480.5798339844,1150720.6209716797,550224.9970397949
Cer(d18:1/12:0),60649.14424133301,63449.82469177246,61244.22438049317,59109.48402404785,55030.38404083252,48155.723487854,46814.34299468994,53197.92353057861,59851.80404663086,49775.063621521
Cer(d18:1/16:0),110343.84799194336,86145.6854171753,78090.70585250854,87653.74635314941,120567.22747039796,89648.6658782959,97444.96645355225,79237.16539001465,97881.70654296876,90603.74644851685
Cer(d18:1/18:0),107768.54822921751,107191.28673171996,104913.74673461914,115474.96814727785,151722.51126098633,88220.9656867981,103438.687210083,87094.68640899658,110851.00830841064,88580.64666748047
Cer(d18:1/18:1(9Z)),193545.1158370972,196880.154006958,163235.93403625488,192164.97288513184,289333.9569244385,170260.25304412842,208010.8747253418,140190.84909820557,210433.01362609863,120533.76919555664
Cer(d18:1/20:0),57316.40448760986,54737.76354217529,57520.54415893555,54412.4843826294,56148.78404998779,52548.74402618408,48239.84332275391,49522.90370178223,55451.34344482422,54179.524017333984
Cer(d18:1/22:0),1037137.8373565674,130621.62739562988,151102.47200012207,160806.1912765503,109917.4474029541,525000.4606437683,307433.958732605,100939.0463218689,160411.19227600098,119152.56928253174
Cer(d18:1/24:0),597393.7955322266,471016.7649993897,442731.1507415772,466028.2744064331,495905.4539337158,430489.4275817871,525554.4322433472,593089.6455001831,438170.02546691895,599883.9811782837
Cer(d18:1/24:1(15Z)),602736.5419998169,464436.7042694092,437157.535484314,472518.2904319763,480504.5137138367,412309.7681159973,495295.6709213257,598796.2297325134,428113.7665176392,608439.4517974854
Cer(d18:1/26:0),385644.3674545288,491492.3873825073,519779.7593078613,511342.61725616455,522666.5702667236,523255.8992080689,462894.2963142395,497802.9726371765,537609.1670837402,326642.004447937
Cer(d18:1/26:1(17Z)),400441.0852546692,510814.6406173706,529813.6914978027,510416.1512298584,548930.0636520386,528228.2968902588,479926.4353713989,522383.6354675293,543907.6788864136,341461.0228652954
Cer(d18:1/2:0),54291.603660583496,58468.42404174805,54853.56400299072,56176.74384307861,55860.243728637695,45350.42336273193,50214.62384033203,55860.76383972168,50782.20366668701,56856.504219055176
Cer(d18:2/14:0),3416852.9455070496,184679.39221954343,320432.4026184082,269664.724155426,169115.53117370603,1229022.122581482,694974.3241043091,174427.89269256592,152164.46856689453,190887.815322876
Cer(d18:2/16:0),123757.82781982422,68836.72449493408,68615.56415557861,68455.36488723755,72902.72587585449,89749.88606262207,80657.44599914551,62053.18440628052,60778.943992614746,58489.70401763916
Cer(d18:2/18:1),266919.77966308594,221905.8360595703,234207.21557617188,241604.7359619141,255045.33618164065,243665.77667236328,252434.47973632807,206700.2556762696,222232.5562133789,212156.6743774414
Cer(d18:2/20:0),266852.4979248047,238461.85681152344,238129.0753173828,242336.5787353516,272265.8005371094,251172.73852539065,247730.11840820312,222627.7166748047,225070.27587890625,255206.47631835932
Cer(d18:2/20:1),280299.33935546875,261907.75732421875,250670.37817382807,236165.61596679688,267406.5397949219,271883.099609375,271318.1794433594,231133.03564453125,243625.33837890625,269149.3182373047
Cer(d18:2/22:0),21876463.47729492,1801188.6511230469,2145063.265625,2192631.454345703,1214662.7524414062,11023782.084228516,5911809.000732422,1038344.095703125,2183185.178466797,1487201.7111816406
Cer(d20:0/26:0(2OH)),275616.54064941406,376812.9503479004,372525.5853271485,367740.8090209961,401183.1261291504,378113.3486328125,339854.6871032715,374665.7680969238,411111.3875732422,237011.7158203125
Cer(d20:0/26:0),290547.4771728516,374338.8665161133,363122.4821777344,357204.6473693848,383002.50425720215,372238.7746658325,345908.2863006592,368906.1276245117,398658.8899078369,248854.3162078857
Cer(t18:0/16:0(2OH)),534204.100982666,587675.6403121948,642078.6256103516,603254.3074645996,606886.2015380859,568614.6539611816,580371.6365661621,546143.3397521973,495983.7569732666,532031.7911300659
Cer(t18:0/18:0(2OH)),128271.2089996338,130624.76856994627,113527.1477355957,136849.28987121582,169026.57264709473,119398.82891845705,131088.89018249512,128379.40993499756,120575.34927368164,104532.12574768066
Cer(t18:0/20:0(2OH)),770556.0726623535,452761.71842956543,434821.47189331055,468678.571975708,515824.5563659668,735456.8255615234,623066.1385498047,358028.68559265137,442355.5511627197,516267.29121398926
Cer(t18:0/22:0(2OH)),940140.0170059204,804122.7569732666,728157.9725494385,743301.6553649902,823359.8909912109,730165.2620849609,796962.058631897,994208.4525604248,640879.6389160156,939934.5295562744
Cer(t18:0/24:0(2OH)),405635.0665588379,338621.1381378174,297379.8364715576,322809.5827178955,368194.82191467285,386955.1869506836,415376.3258514404,369610.20582580566,298792.6787109375,454948.3930206299
Cer(t18:0/26:0(2OH)),577438.0233917236,818797.5358734131,856677.1923217773,822959.9746398926,850504.3559112549,850963.3022460938,734778.9151687622,829755.802658081,883147.4157104492,486786.0977935791
Cer(t20:0/26:0(2OH)),3401.260238647461,3480.0402488708496,3503.9602279663086,3327.640254974365,650400.8204803467,633855.975189209,529730.6989440918,3415.580249786377,3371.1802368164062,398842.88369750977
CerP(d18:0/16:0),179596.93313598633,185886.2540283203,164322.61169433594,168011.5310974121,194416.2345275879,178817.25366210938,176126.79162597656,152291.55096435547,168926.47064208984,155691.97232055664
CerP(d18:1/12:0),250289.65614318848,235971.45654296875,210919.6752624512,246327.43495178223,385525.347366333,224396.5365982056,255952.5352706909,172587.41315841675,269969.7175292969,136097.96863555908
CerP(d18:1/14:0),64288.3443069458,58945.72411346436,56122.524112701416,57160.08363723755,66332.02477264404,58111.083984375,57864.88422393799,57414.6042098999,62980.224296569824,53456.82442855835
CerP(d18:1/16:0),1047218.1471862792,146165.06896972656,152752.17082214355,161611.6707763672,125564.2085571289,547812.8796691895,317005.54399108887,105640.08877563477,175879.49389648438,121013.00926208496
CerP(d18:1/18:0),585449.997138977,478227.9344711304,437254.0914840698,445903.5458679199,495465.7415657044,406274.2308502197,478887.2141189575,581102.6004943848,433374.4486618042,591773.5444641113
CerP(d18:1/20:0),412531.6954803467,500178.4131240845,520336.5422821045,516332.2277946472,544596.3993721008,533712.3503341675,464796.0968894959,526049.6774749756,524687.4390716553,343504.624004364
CerP(d18:1/22:0),71332.52573013306,81210.62604522705,76022.22581481934,76476.0055770874,81157.02593231201,77514.40518188477,68321.12446212769,72163.64433288574,72178.28564453125,65620.66539001465
CerP(d18:1/24:0),59776.82378005981,68495.08568572998,61133.04454803467,69345.72481155396,69996.303981781,66024.405128479,64170.64370727539,63919.48501205444,71260.62462615967,55145.943351745605
CerP(d18:1/24:1(15Z)),58633.78398513794,65380.04475784302,66128.7850189209,70399.26530075073,69014.62520980835,65748.88497924805,65185.04468154907,64127.064453125,66398.08428192139,53918.28367233277
CerP(d18:1/26:0),56837.58446121216,49547.48328781128,49316.36326599121,50731.8637008667,46465.52348327637,46860.86358261109,44272.76279449463,42902.26310348511,45579.02322769165,44308.6830406189
CerP(d18:1/26:1(17Z)),57241.684047698975,49281.1033782959,51483.20338821411,52078.04344558716,43641.90308761597,48187.4834022522,44502.86340332031,42678.42306518555,45244.40324020386,44901.60280227661
CerP(d18:1/2:0),78310.10557556152,81996.7264251709,87536.06591796875,78514.5859375,80685.2452545166,78275.96561431885,73171.8849105835,83003.98606109619,77741.66497802734,61959.42440032959
CerP(d18:1/8:0),193493.39218139648,50290.66339874268,57364.64366531372,52068.70327377319,45144.32292175293,87236.04597473145,66779.88539123535,46514.703578948975,49922.343490600586,49612.22328948975
"Cholesteryl 11-hydroperoxy-eicosatetraenoate, 22:2 Cholesteryl ester, 20:1 Stigmasteryl ester, 20:2 Sitosteryl ester",631113.1820526123,785230.433883667,486303.7544708252,519931.7783508301,242612.57849502563,212423.1340522766,111592.80855560304,508719.3950653076,431463.2315979004,140062.0503730774
Cholesteryl nitrolinoleate,916999.603881836,1035345.849609375,787725.51953125,793275.0352783203,392853.3888854981,329565.4995727539,235085.15655517572,763013.3603515625,696839.2486572266,257479.65899658203
"Docosa-4,7,10,13,16-pentaenoyl carnitine, Clupanodonyl carnitine",1322355.9704589844,1261723.3449707031,1111369.9838867188,1216073.9246826172,1258329.4942626953,1109793.9830322266,1198193.4553222656,1131896.9448242188,1069884.9743652344,1345452.6511230469
Hexacosanoyl carnitine,1618919.9663162231,1596793.2176513672,1471556.2792663574,1518398.7227973938,1644882.7238464355,1557275.4136543274,1581639.0426635742,1580945.2354125977,1424323.4107513428,1670421.1096801758
"Linoelaidyl carnitine, O-linoleoylcarnitine, 9,12-Hexadecadienylcarnitine",5371311.2333984375,7686702.052734375,8969703.323242188,8483516.650390625,9278342.57421875,9158495.533203123,7063102.595703125,10762652.134765623,9055880.276367188,4218156.024414063
Lyso_C17 sphingosine-1-phosphocholine,62717.02403259277,64286.125915527344,62736.884338378906,62700.98388671875,69570.96362304688,56818.04412841797,64643.46548461914,56239.96435546875,62709.823974609375,70548.52459716797
Lyso_PC(10:0),40586.26254272461,50164.78329467773,58517.94384765625,41939.36279296875,44298.942810058594,40013.88302612305,39700.14270019531,43053.16354370117,41147.36267089844,40502.98275756836
Lyso_PC(11:0),54829.30322265625,57354.40368652344,58641.0241394043,54804.46389770508,56600.74487304688,52325.223205566406,61528.24508666992,53096.84326171875,55629.164642333984,58976.524475097656
Lyso_PC(12:0),76078.90518188477,82802.3056640625,83914.30688476562,84778.92742919922,82199.7260131836,79798.98529052734,79462.86553955078,78323.96432495117,77908.1851196289,81571.26525878906
Lyso_PC(13:0),44602.64349365234,45087.26304626465,43490.48283386231,42521.94253540039,44604.14239501953,41156.523193359375,47130.6435546875,42034.46276855469,39431.04243469238,48180.64358520508
Lyso_PC(14:0),193965.5513916016,192972.81317138672,189356.53399658203,198015.6134033203,197729.135131836,176837.8348388672,198697.41284179688,164846.17041015625,178557.37377929688,199302.31298828125
Lyso_PC(14:1),153161.81298828125,149763.3096923828,144316.1499633789,161758.591796875,162123.4698486328,146485.59228515625,170637.77001953125,131529.1483154297,143456.431640625,162883.21002197266
Lyso_PC(15:0),289042.0607070923,283048.4274291992,270463.05770874023,282083.1940307617,279614.7800292969,235872.07940673828,283608.35565185547,228244.71633911133,252735.8761291504,294030.86206817627
Lyso_PC(15:1),237573.4570465088,243850.07711791992,232385.6562194824,242139.5730895996,262785.76123046875,220252.45364379883,249241.8803710937,195633.8315124512,227935.71405029297,254834.17517089844
Lyso_PC(16:0),231953.0191040039,246190.39721679688,233664.29318237305,254127.5302734375,252286.0380859375,213331.29345703125,230902.83569335932,198958.3134155273,222372.3583984375,225734.2387084961
Lyso_PC(16:1),218835.897857666,225654.8150939941,212244.559753418,230079.5399169922,233312.0537109375,204208.833190918,215836.0550537109,179472.37353515625,208194.7756347656,201951.55517578125
Lyso_PC(16:1)_2,213202.51495361328,221255.89434814453,219323.45916748047,228598.1786499024,234034.0369567871,192514.8325805664,213364.5140075684,178669.31225585938,203020.33477783203,206924.0563354492
Lyso_PC(17:0),68162.02474975586,80433.16549682617,75562.06564331055,74251.02435302734,71569.82501220703,65401.86389160156,61937.68325805664,63446.364196777344,63986.64566040039,70835.78567504883
Lyso_PC(17:1),81375.7650756836,90756.4855041504,95877.38641357422,100988.14587402344,109611.7088470459,87964.52624511719,98807.10440063477,76202.38586425781,82043.1854095459,84666.7265625
Lyso_PC(17:2),84929.48442077637,95207.92570495604,96600.92491149902,99804.7646484375,110421.72735595705,88341.24615478516,93646.6442565918,77509.14505004883,84948.26722717285,83562.18447875977
Lyso_PC(18:0),87229.50686645508,103677.0669555664,96315.62600708008,104114.10618591309,111850.77011108398,90943.92803955078,99166.38619995116,75587.42486572266,101409.22686767578,85377.52505493164
Lyso_PC(18:1),80200.70565795898,90161.96640014648,93539.20742797852,107466.66821289062,115220.08807373048,91754.70697021484,96909.36651611328,74625.46566772461,99568.6478881836,79150.88516235352
Lyso_PC(18:2),74418.72485351562,91217.8265991211,91531.76568603516,95595.8258972168,99273.46600341795,84190.48696899414,91070.74609375,69174.48583984375,93846.1266784668,80808.28729248047
Lyso_PC(18:3),65040.584869384766,80445.78482055664,80603.82637023926,82826.22457885742,96231.00759887695,81310.3656616211,81849.36590576172,60772.24401855469,81969.02670288086,72265.02438354492
Lyso_PC(18:4),47005.26303100586,58540.12380981445,58502.96405029297,61642.364349365234,71368.18505859375,58151.10464477539,63520.66418457031,48834.90309143066,56667.34408569336,63303.76412963867
Lyso_PC(19:0),129964.28955078124,133484.70825195312,138183.5087890625,135465.22875976562,195786.01416015625,164793.45166015625,170893.55297851562,121821.728515625,133721.26904296875,158563.51220703125
Lyso_PC(19:1),135391.95043945312,150078.86938476562,154914.94995117188,161986.73022460938,214270.59326171875,172565.35229492188,184284.171875,132118.4287109375,153739.55200195312,167019.77172851562
