Lipid,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype_WT__Brain_Region_cerebellum,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex,Genotype__WT___Brain_Region__cortex
TAG(58:4)_FA 18:0,28571.32209777832,38366.682624816895,21335.041648864742,30159.301864624023,28275.96216583252,28081.40185546875
TAG(58:4)_FA 18:1,30465.40251159668,27286.542121887207,22351.061515808105,26616.741806030277,29644.562286376957,25547.62184906006
TAG(58:4)_FA 18:2,32484.00230407715,35835.38269042969,31278.842262268063,38743.44230651856,41849.50346374512,39784.68251037598
TAG(58:4)_FA 20:0,32376.22232055664,32812.44255065918,24840.64192199707,29538.90202331543,32710.5223236084,28734.942260742188
TAG(58:4)_FA 20:4,24604.841705322266,24528.02198791504,23251.66157150269,28362.122116088867,28516.90217590332,28750.74200439453
TAG(58:5)_FA 16:0,22754.22169494629,23799.721435546875,18697.661170959476,23128.041564941406,24460.68156433105,24487.221717834476
TAG(58:5)_FA 16:1,21171.90156555176,24007.101776123047,15924.761123657228,25346.56167602539,22518.661575317383,21432.8013381958
TAG(58:5)_FA 18:0,44843.68270874024,60257.403411865234,31955.762287139893,46342.10348510742,37928.82231140137,42138.38296508789
TAG(58:5)_FA 18:1,30707.62197875977,39758.50238037109,21508.861656188965,28339.581802368164,32854.88298034668,30683.74207305908
TAG(58:5)_FA 18:2,31166.80256652832,30679.322120666504,27126.622131347656,27734.721786499023,28222.482292175293,26466.06183624268
TAG(58:5)_FA 20:0,31609.40260314941,24957.761672973636,28036.76181030273,32939.66187286377,31290.64233016968,31028.26230621338
TAG(58:5)_FA 20:4,27279.62187194824,27687.341918945312,29486.682189941406,29956.562309265137,28059.92172241211,31246.72194671631
TAG(58:6)_FA 16:0,24251.78200531006,24009.421661376957,20460.461349487305,20527.26139831543,24907.301887512207,25834.26202392578
TAG(58:6)_FA 16:1,22312.021514892574,25463.92213439941,17771.661170959473,21017.921585083008,25479.941680908203,26612.781707763672
TAG(58:6)_FA 18:0,101019.56646728516,218808.2528076172,66124.24398803711,189699.8950805664,93688.60748291016,106063.86666870116
TAG(58:6)_FA 18:1,35205.42182922363,60205.18389892578,32618.201919555664,36269.64227294922,39704.022720336914,36558.32243347168
TAG(58:6)_FA 18:2,33763.36282348633,37992.202728271484,22991.061393737797,34582.78254699707,30077.562049865723,29664.242065429688
TAG(58:6)_FA 20:0,35312.30294799805,32485.22257995605,30247.8819732666,32538.702377319336,33549.66262817383,31912.8624420166
TAG(58:6)_FA 20:4,32739.28221130371,40100.223083496094,28646.02136993408,29327.122344970703,30690.401885986328,32614.10250854492
TAG(58:7)_FA 16:0,36297.90225219727,32395.7223815918,34885.92218017578,33477.662185668945,40007.56246948242,50947.08387756348
TAG(58:7)_FA 16:1,26835.982208251957,22709.781730651852,21237.12133026123,24375.0018157959,26679.441680908203,25617.82157897949
TAG(58:7)_FA 18:0,54474.40408325195,61233.26388549805,45056.02328491211,47185.00314331055,51389.18356323242,63114.96469116211
TAG(58:7)_FA 18:1,66609.90460205078,186827.2128753662,62509.74417114258,120848.90841674805,80890.00631713867,89177.06549072266
TAG(58:7)_FA 18:2,36877.80224609375,58898.74380493164,31492.32221221924,37492.60269165039,41128.48289489746,38113.3025970459
TAG(58:7)_FA 20:0,51639.1442489624,63323.86585998535,64772.285583496094,91393.10751342772,85484.00662231445,73375.04507446289
TAG(58:7)_FA 20:4,27949.782192230225,31512.76243591309,25458.441696166992,22162.46157836914,27058.201736450195,26010.06187438965
TAG(58:8)_FA 16:0,34204.9225769043,36462.04275512695,30179.922073364258,32580.122497558597,39239.80308532715,41602.86336517334
TAG(58:8)_FA 16:1,37411.7428894043,33931.882232666016,34407.66244506836,33573.822265625,41459.8024597168,49762.20333862305
TAG(58:8)_FA 18:0,49948.34359741211,41479.8630065918,44364.14389038086,55083.06413269043,49381.203704833984,54758.26402282715
TAG(58:8)_FA 18:1,44537.16279602051,58829.66442871094,52354.06332397461,49260.42332458496,54105.70394897461,62770.78393554688
TAG(58:8)_FA 18:2,65631.98498535156,194845.0531616211,60727.34332275391,130560.16967773438,83422.2660522461,97267.68731689452
TAG(58:8)_FA 20:0,36008.38243103027,34498.922302246094,28531.241737365723,46437.58364868164,58437.58432006836,33171.44223022461
TAG(58:8)_FA 20:4,35024.9026184082,37755.86308288574,29779.542388916016,30968.40259552002,34861.82270812988,33571.002502441406
TAG(58:9)_FA 16:0,25441.14176940918,24020.58159637451,21932.201667785645,26252.52163696289,27509.98178100586,24705.16162109375
TAG(58:9)_FA 16:1,36608.843032836914,37695.52279663086,32893.38188171387,31555.182205200195,42250.12316894531,43957.12298583984
TAG(58:9)_FA 18:0,28315.061950683597,24506.14178466797,22647.64179992676,30286.20245361328,28713.88198852539,27362.662139892574
TAG(58:9)_FA 18:1,54586.98350524902,43853.22250366211,45328.26284790039,68296.90625,47643.94331359863,55780.36375427246
TAG(58:9)_FA 18:2,44587.30303955078,63279.16491699219,48731.4836730957,48895.24331665039,57963.424072265625,62589.884765625
TAG(58:9)_FA 20:0,31748.84197998047,33475.34208679199,28549.601593017574,36117.54280090332,34794.26274108887,31711.9022064209
TAG(58:9)_FA 20:4,34569.342346191406,31899.682403564453,31395.46187210083,36468.78305053711,30998.862007141117,32662.062126159668
TAG(60:0)_FA 16:0,18762.32137298584,16656.381286621094,16676.561141967773,16456.28127670288,21361.601501464844,19612.92126846313
TAG(60:0)_FA 16:1,16064.201080322266,14174.100944519045,12566.720916748049,15894.881065368652,16357.981155395508,16910.841175079346
TAG(60:0)_FA 18:0,33236.08203125,34952.60237121582,36760.78297424317,47267.16365432739,40187.52342224121,56848.46424865723
TAG(60:0)_FA 18:1,17057.141082763672,20110.381454467773,17361.061111450195,19541.82109832764,20330.401500701904,22649.941188812256
TAG(60:0)_FA 18:2,16463.461311340332,18094.32134246826,15325.621002197266,16694.121116638184,19081.341430664062,14506.020988464355
TAG(60:0)_FA 20:0,111764.13143539429,111890.36525344849,135251.45168304443,131654.95105743408,136924.6890182495,99480.66806030272
TAG(60:0)_FA 20:4,15731.901187896729,16315.60111618042,14300.901111602783,16428.581157684326,20792.82131576538,14834.261112213137
TAG(60:1)_FA 16:0,17808.821319580078,16085.441123962402,15239.201194763184,16233.04118347168,18993.08148956299,18320.22134399414
TAG(60:1)_FA 16:1,19383.441535949707,17704.98133468628,14935.90098953247,17038.98117828369,19909.401473999023,20974.461490631104
TAG(60:1)_FA 18:0,24789.141487121586,18195.341339111328,20219.70125579834,23794.621620178223,25723.22184753418,28753.60221099853
TAG(60:1)_FA 18:1,44970.4229888916,45063.4236831665,45215.84320831299,63578.5242767334,45154.86259460449,64201.58421325684
TAG(60:1)_FA 18:2,18044.441368103027,18992.50119781494,18964.36127471924,20786.14167022705,21846.581741333008,22632.72148895264
TAG(60:1)_FA 20:0,18256.52143096924,19191.881340026852,17578.441329956055,23827.741622924805,20594.721572875977,21495.341232299805
TAG(60:1)_FA 20:4,28941.821907043457,29428.802207946777,26292.722091674805,29104.682216644287,28659.94204711914,27743.722106933597
TAG(60:10)_FA 16:0,17962.161392211914,18384.18128967285,16957.281127929688,22867.90184020996,21417.901443481445,19191.601402282715
TAG(60:10)_FA 16:1,23879.201705932617,21131.58139801025,17383.901107788086,23595.86155700684,23307.701538085938,23437.721717834476
TAG(60:10)_FA 18:0,22305.26153564453,20908.92147064209,16315.961296081545,19085.7414894104,22180.141662597656,21307.72148895264
TAG(60:10)_FA 18:1,18981.12131500244,19186.381317138672,19148.20132446289,20297.801330566406,18208.92148590088,18433.181159973145
TAG(60:10)_FA 18:2,24673.201778411865,28191.18231201172,25814.86158752441,27895.20213317871,32147.522003173828,33621.12254333496
TAG(60:10)_FA 20:0,31250.00234603882,26689.082061767574,24211.501571655277,47425.56324005127,29305.36158752441,41310.8623046875
TAG(60:10)_FA 20:4,23407.801513671875,23577.36151123047,21691.80155944824,25119.82176208496,29689.602127075195,27204.24200439453
TAG(60:11)_FA 16:0,32852.02227783203,37515.60241699219,24136.061767578125,33951.7223815918,35550.262634277344,29263.14205932617
TAG(60:11)_FA 16:1,18626.321327209476,17037.141143798828,16325.941123962402,21879.74168395996,21517.741470336918,18752.741271972656
TAG(60:11)_FA 18:0,26566.381896972656,28476.12203979492,26721.72177505493,28990.12174987793,28280.54179382324,29223.881980896
TAG(60:11)_FA 18:1,21875.36144256592,22538.121452331543,18932.621601104736,18235.661376953125,21149.901412963867,20697.001502990723
TAG(60:11)_FA 18:2,19284.181411743164,21152.1618347168,18697.881172180176,19329.26146697998,20906.761596679688,20777.701301574707
TAG(60:11)_FA 20:0,19900.441482543945,16259.701190948486,17846.301239013672,22964.78158569336,21443.861618041992,17658.84108734131
TAG(60:11)_FA 20:4,23676.42163085937,23548.16146850586,22196.98139190674,22633.101669311523,25659.86194610596,25799.681915283203
TAG(60:12)_FA 16:0,21259.721618652344,20830.64134216309,15620.301162719728,21924.781616210938,19897.12124633789,18572.561416625977
TAG(60:12)_FA 16:1,34773.582580566406,32797.282135009766,24805.18182373047,32416.26232910156,35894.402282714844,29044.882232666016
TAG(60:12)_FA 18:0,18204.421508789062,18781.28106689453,17659.26132965088,21000.66133117676,21219.8214263916,19038.10121154785
TAG(60:12)_FA 18:1,33378.982009887695,33822.9624710083,31227.04209136963,34176.12268066406,35585.80266571045,35367.38204193115
TAG(60:12)_FA 18:2,18674.38117980957,22617.30160522461,19584.421447753903,21436.86155700684,21627.32145690918,20824.901580810547
TAG(60:12)_FA 20:0,40971.84259033203,45104.86328125,38108.00262451172,41234.20303344727,43019.522857666016,36759.142578125
TAG(60:12)_FA 20:4,27204.7419128418,25715.781845092773,23009.121589660645,27218.622310638428,28067.12205505371,24497.58185577393
TAG(60:2)_FA 16:0,19776.501358032227,16033.9409866333,16035.120994567871,19226.64121246338,18277.021270751957,19199.141326904297
TAG(60:2)_FA 16:1,17523.901287078857,15423.74105834961,16541.760971069336,16176.641082763672,17628.181266784668,20112.10123825073
TAG(60:2)_FA 18:0,19972.92137145996,18710.341247558597,14561.441078186035,21509.621520996094,21756.12142944336,22794.401599884037
TAG(60:2)_FA 18:1,22816.14163208008,21778.301681518555,20662.78140258789,27048.22173309326,22954.941787719727,28349.20215606689
TAG(60:2)_FA 18:2,44403.12356567383,46605.64292907715,42398.02291107178,62542.74482727051,48761.48403930664,63518.06404876709
TAG(60:2)_FA 20:0,22495.961280822758,24531.441986083984,20786.58149337769,34272.9024848938,28603.522064208984,27989.361598968502
TAG(60:2)_FA 20:4,19526.321308135983,17556.32134246826,16361.9810256958,20859.241439819336,19095.301361083984,19967.141258239742
TAG(60:3)_FA 16:0,15802.341049194336,15223.14093017578,14782.361152648926,16133.841094970703,17957.481170654297,18938.20149230957
TAG(60:3)_FA 16:1,19140.26123046875,15978.701141357422,16147.04104232788,18079.62115478516,20483.821395874023,19625.36138153076
TAG(60:3)_FA 18:0,39116.10285949707,35465.901596069336,33945.20291900635,46804.88372039795,40817.802185058594,48934.68369293213
TAG(60:3)_FA 18:1,19614.441207885742,20998.52166748047,17736.2212600708,20739.1014251709,22772.741485595703,20833.14124298096
TAG(60:3)_FA 18:2,21537.40168762207,21287.26146697998,19682.82144165039,27191.061965942383,27283.621948242188,30798.842262268063
TAG(60:3)_FA 20:0,21757.441772460938,21312.541381835938,17664.50128173828,20847.161682128903,22444.4418258667,20147.56133270264
TAG(60:3)_FA 20:4,20492.761421203613,23041.621505737305,19555.04126358032,21351.501502990723,23339.46182250977,20725.0213470459
TAG(60:4)_FA 16:0,17705.84112548828,16295.021102905272,13996.401039123535,16370.56103515625,15797.041061401367,17365.401153564453
TAG(60:4)_FA 16:1,18021.04124450684,17929.22135925293,13642.460861206057,16338.481170654297,19378.6014251709,18982.62135314941
TAG(60:4)_FA 18:0,21360.72148132324,18911.861328125,13667.840980529783,26251.82176208496,20447.861526489258,20605.501556396484
TAG(60:4)_FA 18:1,36572.50222015381,30455.20233154297,28220.082153320312,44095.18241882324,32243.322540283203,35664.02257537842
TAG(60:4)_FA 18:2,21752.301696777344,20768.50148010254,19860.381523132324,21321.44157409668,21389.66144561768,22708.321502685547
TAG(60:4)_FA 20:0,19626.041381835938,19056.521514892574,15955.64100265503,16756.881275177002,18854.20106506348,17869.821369171143
TAG(60:4)_FA 20:4,89975.06589508057,97291.84428405762,94499.54837799072,96533.12672424316,98934.70882415771,91173.06547546388
TAG(60:5)_FA 16:0,17804.621208190918,19605.84149169922,15246.46102142334,18324.241165161133,21519.641555786133,21745.941818237305
TAG(60:5)_FA 16:1,17416.781158447266,16953.94107055664,13465.540859222412,16924.86110687256,18960.881271362305,18315.86138153076
TAG(60:5)_FA 18:0,20209.661415100098,20378.90156555176,17001.541213989258,17274.92124938965,22382.681480407715,22280.561546325684
TAG(60:5)_FA 18:1,18037.00119781494,18857.80140686035,13843.32095336914,26206.281616210938,22242.4416885376,19781.761531829838
TAG(60:5)_FA 18:2,35315.30228424072,30679.762298583984,26660.38201904297,45638.66355895996,30742.442276000977,31017.82302093506
TAG(60:5)_FA 20:0,19793.261322021484,25227.921813964844,19944.34135818481,22527.701484680176,23849.30149841309,21831.201343536377
TAG(60:5)_FA 20:4,19814.14134216309,19738.661430358887,19187.52136993408,23049.761688232426,21774.88176727295,21891.381191253666
TAG(60:6)_FA 16:0,17816.761276245117,18055.221252441406,14552.861141204834,18158.24133300781,19233.181442260742,18284.341331481934
TAG(60:6)_FA 16:1,19528.841430664062,19553.181381225582,16630.06127166748,16983.441200256348,22598.48156738281,21528.16178894043
TAG(60:6)_FA 18:0,22562.381591796875,20703.26141357422,17114.981155395508,21513.10154724121,23094.72194671631,23692.96175384521
TAG(60:6)_FA 18:1,20335.201301574707,20787.621459960938,17283.041160583496,22342.54167175293,21633.06159210205,21556.52124786377
TAG(60:6)_FA 18:2,19802.08137512207,21932.221740722656,16270.121074676514,26234.241897583008,22128.461540222168,19218.181427001957
TAG(60:6)_FA 20:0,24404.121856689453,25629.861709594727,21999.801651000977,24623.98188018799,26700.94201660156,25838.661743164062
TAG(60:6)_FA 20:4,26058.562103271484,22553.34185791016,22212.68147277832,36013.303173065186,29542.10219192505,26895.882026672363
TAG(60:7)_FA 16:0,20249.16162109375,22481.761505126957,22709.76161193848,27355.881881713867,23908.50164794922,26028.1416015625
TAG(60:7)_FA 16:1,19151.34149169922,18435.40127563477,15604.901084899902,17487.241188049316,19592.501350402832,19855.40135574341
TAG(60:7)_FA 18:0,32679.24224853516,30600.70199584961,28650.442169189453,29223.502227783203,34257.56265258789,44619.84365844727
TAG(60:7)_FA 18:1,22155.601501464844,23980.421905517574,20679.001468658447,26010.281845092773,22129.90153503418,19686.00115585327
TAG(60:7)_FA 18:2,21505.64151763916,22003.441734313965,19151.701316833496,22883.34155273437,22558.181594848636,20936.70132446289
TAG(60:7)_FA 20:0,21852.20156860352,24064.781829833984,20446.101432800293,24282.562103271484,24186.021476745605,25574.221893310547
TAG(60:7)_FA 20:4,20500.361328125,20322.161544799805,19102.44147491455,19594.261344909668,22610.121658325195,21251.70154571533
TAG(60:8)_FA 16:0,21970.721557617188,21878.541534423828,18481.861373901367,21130.601516723636,22546.361740112305,22266.101737976074
TAG(60:8)_FA 16:1,22649.521453857426,24164.46173095703,21116.46147918701,23377.941528320312,25313.861755371094,27145.821884155277
TAG(60:8)_FA 18:0,27530.76177978516,26033.761962890625,22943.04162597656,25963.44206237793,29221.54216003418,33988.14242553711
TAG(60:8)_FA 18:1,28203.56185913086,26694.161727905277,29007.80204772949,30390.46220397949,31709.042236328125,39482.422790527344
TAG(60:8)_FA 18:2,21032.00134277344,22798.201629638672,20535.861358642574,27246.122009277344,23275.94190979004,21581.181632995605
TAG(60:8)_FA 20:0,30855.242294311523,24862.40199279785,25179.52178955078,31784.382354736328,33124.5022277832,24710.301483154297
TAG(60:8)_FA 20:4,18431.30117034912,16307.101219177246,17806.42147064209,18270.281295776367,19205.42126464844,17097.481246948242
TAG(60:9)_FA 16:0,23663.081634521484,19784.52144241333,17950.42137145996,20984.00156402588,25160.92156982422,23460.32182312012
TAG(60:9)_FA 16:1,19454.281326293945,20722.521286010742,19687.16142272949,18075.901245117188,26220.50164794922,23569.681427001957
TAG(60:9)_FA 18:0,20936.881378173828,18122.001235961918,18184.32120513916,20919.721466064453,22426.481674194336,21560.341400146484
TAG(60:9)_FA 18:1,24260.64179992676,26971.521949768063,25941.841598510742,29618.382247924805,30470.802200317383,33847.80234527588
TAG(60:9)_FA 18:2,27780.022033691406,24738.401779174805,28390.24174499512,31241.822036743164,31340.322204589844,39042.762634277344
TAG(60:9)_FA 20:0,23506.661598205566,19873.001419067383,18259.361328125,24463.96152496338,22774.081634521484,21235.261711120605
TAG(60:9)_FA 20:4,23079.601737976074,23661.82185363769,20515.041427612305,19798.041313171387,23135.961837768555,20601.1416015625
TetradecanoylcarnitineO-tetradecanoylcarnitine,1358860.1977539062,1362748.5192871094,1466199.9221191406,1355258.702392578,1317943.5366210938,1386846.6630859375
cis-5-Tetradecenoylcarnitine,2996570.5178222656,2327061.6833496094,2498998.4096679688,2559044.7060546875,1632098.033203125,1874269.0612792969
"ecdysone palmitate, 22:3 Cholesteryl ester, 20:2 Stigmasteryl ester, 20:3 Sitosteryl ester",409572.60858154297,315141.1229248047,127826.9700012207,761966.9335327148,636043.1421508789,151632.98983764648
"lanosteryl oleate, 20:2 Campesteryl ester",649134.8264160156,514292.0749511719,203395.21350097656,926158.1354980468,760321.5709228516,230329.37713623047
