Lipid,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype_5xFAD__Brain_Region_cerebellum,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex,Genotype__5xFAD___Brain_Region__cortex
SM (d18:2/20:1),898888.7593383789,18341045.59020996,1333036.1792907715,1693331.7608947754,1811811.1926879885,4985529.915222168,3306493.546569824,4153291.087402344,3592698.867553711
SM (d18:2/22:1),1056576.8041687012,18391337.112609863,1582565.585784912,1915104.4025878904,2094455.1787109373,4667575.459350586,3403853.964904785,3970800.074523926,3301464.9154663086
SM (d18:2/24:1),614607.3165588379,7996700.281463623,835013.3462677002,1734485.5180664062,1369946.0552368164,1972650.2966918943,1326923.9537658691,2214474.596801758,1453966.8481140137
Stearidonyl carnitine,5219558.33203125,8513674.33203125,8124765.45703125,7274589.099609375,6504723.85546875,7719313.077148437,9012002.37109375,9297414.064453123,9192763.309570312
"Stearoylcarnitine, hexadecanedioic acid mono-L-carnitine ester",7212059.342773437,12313558.895507812,11967994.829101562,10052384.221679688,9720988.516601562,10644177.73046875,12876266.864257812,13329018.735351562,15009478.30859375
TAG(48:0)_FA 16:0,262860.53857421875,331143.1220703125,620503.9091796875,809222.03125,487444.1088867188,313736.28125,560805.5747070312,664738.3505859375,347109.8427734375
TAG(48:0)_FA 16:1,39100.88287353516,38726.86242675781,59990.704193115234,81733.52590942383,48744.743896484375,46945.46292114258,60323.94436645508,69319.64477539062,45019.62292480469
TAG(48:0)_FA 18:0,53814.34375,61514.8236694336,121356.90747070312,180922.0714416504,106195.14813232422,58915.20397949219,118127.4888305664,142392.349609375,62380.34451293945
TAG(48:0)_FA 18:1,41759.70300292969,42113.72291564941,45741.123931884766,69247.88429260254,33373.64205932617,50954.94380187988,61281.204528808594,60934.40475463867,38231.50263214111
TAG(48:0)_FA 18:2,21843.841537475582,26457.521560668945,26580.26206970215,28371.26194763184,28516.581970214844,27026.841903686523,25081.00177001953,27697.101943969727,21051.421424865723
TAG(48:1)_FA 16:0,157872.95190429688,181985.89111328125,422100.0478515625,581669.1052246094,318156.0256347656,158455.03051757812,388043.2907714844,416234.5618896485,180525.59228515625
TAG(48:1)_FA 16:1,271641.5991210937,318934.4638671875,618380.6762695312,810532.0419921875,487655.2155761719,309096.8603515625,590013.5590820312,666680.6860351562,338593.9228515625
TAG(48:1)_FA 18:1,70830.16577148438,69838.36529541016,164844.45013427734,195362.65447998047,112911.60708618164,77587.92431640625,145540.65197753906,156836.59219360352,71881.0855102539
TAG(48:1)_FA 18:2,41200.26290893555,41071.22344970703,52490.16344451904,65898.2241973877,43075.222984313965,55240.38438415527,54352.86422729492,61099.50401306152,41838.262268066406
TAG(48:1)_FA18:0,36213.14237976074,33740.102600097656,78466.46627807617,105691.62573242188,61346.58396911621,37418.02307128906,72420.50616455078,79831.72462463379,43135.58262634277
TAG(48:2)_F A18:0,34484.50244140625,34009.62258911133,40332.54246520996,54262.76374816895,29540.16231536865,40307.0626373291,49056.18395996094,44614.423095703125,32610.102294921875
TAG(48:2)_FA 16:0,142297.03002929688,146760.88989257812,222359.15478515625,273253.4990234375,182051.953125,155836.19140625,226148.0751953125,221907.21557617188,139358.8095703125
TAG(48:2)_FA 16:1,158858.11108398438,180795.3732910156,443143.83740234375,629521.5753173828,329364.0300292969,158453.17236328125,403834.2087402344,416225.0104980469,179032.23266601562
TAG(48:2)_FA 18:1,45150.28317260742,37253.76239013672,95176.10653686523,109667.90783691406,67803.14587402344,41851.38345336914,87979.9263305664,85360.3250579834,40118.94302368164
TAG(48:2)_FA 18:2,94822.5867919922,103091.7861328125,249492.23278808597,291162.15966796875,245562.60076904297,106904.22888183594,192499.0760498047,276162.49981689453,110022.52868652344
TAG(48:3)_FA 16:0,25138.281768798828,25810.661750793457,27531.602127075195,30803.24225616455,25452.061920166016,29981.922149658203,32405.76234436035,27463.741989135742,25331.761795043945
TAG(48:3)_FA 16:1,138217.02954101562,156969.23168945312,233867.39916992188,277998.94140625,181938.43359375,146784.99096679688,224572.03662109372,217217.19384765625,141107.69018554688
TAG(48:3)_FA 18:0,18406.28133392334,15990.021202087402,20543.62149047852,20901.02143096924,18334.041088104248,22112.12149047852,20227.94129180908,23993.24144744873,18166.72116470337
TAG(48:3)_FA 18:1,32463.16220092773,31680.26222229004,46208.34371948242,56820.12390136719,30714.8219833374,39531.562255859375,49237.52374267578,43745.38291931152,34169.7223815918
TAG(48:3)_FA 18:2,48806.08367919922,49885.64291381836,131228.13159179688,154573.3921508789,109185.8660888672,53619.18322753906,108654.64624023438,125890.7660522461,57548.204193115234
TAG(50:0)_FA 16:0,240381.8759765625,303502.65966796875,376303.9677734375,448152.25146484375,296770.0419921875,289225.17919921875,362522.34521484375,416211.53271484375,277153.7202148437
TAG(50:0)_FA 16:1,75151.32531738281,84187.12561035156,84471.58642578125,99523.78662109376,78775.8857421875,90446.14697265624,86823.3076171875,87284.18713378906,73494.96533203125
TAG(50:1)_FA 18:0,166514.1513671875,224755.15600585935,323374.6630859375,457339.9519042969,261214.7039794922,215956.0334472656,321024.9245605469,391794.54443359375,194452.37243652344
TAG(50:1)_FA 18:1,40434.902923583984,40783.52325439453,59214.5842590332,78435.16638183594,44180.46292114258,47110.9033203125,56556.36428833008,77982.26480102539,47415.86325073242
TAG(50:1)_FA 18:2,22614.46156311035,24117.301681518555,24044.14210510254,24743.241653442383,27980.701972961426,30473.522384643555,24907.74175262451,23845.401847839355,20775.841438293457
TAG(50:2)_FA 16:0,172658.37255859375,342745.8647460937,409741.2547607422,608998.8776855469,319614.4079589844,211516.2332763672,406425.81640625,502565.1213378906,235704.55700683597
TAG(50:2)_FA 16:1,247693.09814453125,316526.6650390625,397640.2685546875,459176.93115234375,327186.2392578125,297296.8818359375,376635.6025390625,433420.0102539063,283749.017578125
TAG(50:2)_FA 18:0,80413.74530029297,104234.16723632812,208500.95721435547,282303.1591796875,156989.7706298828,82613.98657226562,201453.09619140625,203718.79876708984,88845.3471069336
TAG(50:2)_FA 18:1,301515.60107421875,383542.50927734375,614147.8134765625,757714.509765625,443594.1516113281,386235.486328125,592065.4775390625,672071.5268554688,359556.46533203125
TAG(50:2)_FA 18:2,39950.40316772461,46140.443267822266,66507.60446166992,82410.58554077148,64197.14477539063,54494.40347290039,61808.28466796875,75760.60557556152,49144.66369628906
TAG(50:3)_FA 16:0,142229.91015625,188419.7744140625,272466.1381835937,356950.7635498047,203853.7126464844,136634.2890625,268438.5185546875,250195.6956787109,137931.029296875
TAG(50:3)_FA 16:1,181610.0334472656,365904.8640136719,445246.4265136719,613994.9097900391,337849.6416015625,229305.53564453125,443383.95166015625,522046.73974609375,246939.99865722656
TAG(50:3)_FA 18:0,62083.74456787109,69464.28466796875,104534.3875732422,117886.4097290039,76731.84558105469,63637.58428955078,103538.38708496094,94238.1265258789,57809.64404296875
TAG(50:3)_FA 18:1,121857.16735839844,151510.78967285156,334075.0234375,393412.3090209961,220385.45935058597,115917.34826660156,315540.5830078125,274956.04064941406,120963.6495361328
TAG(50:3)_FA 18:2,375331.9252929688,460457.369140625,805367.716796875,916359.6079101562,704743.0830078125,402923.46728515625,649689.7250976562,913357.8872070312,464570.17333984375
TAG(50:4)_FA 16:0,30857.26205444336,41782.84298706055,59053.52478027344,68719.76513671875,43630.14311218262,31777.442428588867,57722.54406738281,50835.0438079834,33402.02250671387
TAG(50:4)_FA 16:1,144189.55041503906,200953.115234375,292996.841796875,374343.6456298828,219499.0162353516,141887.82983398438,298857.6030273437,267303.84020996094,142666.9708251953
TAG(50:4)_FA 18:0,20773.461250305176,19277.401596069336,24255.081665039062,27021.842376708984,21803.121452331543,25313.06187438965,27889.302337646484,22968.08140563965,20312.48143005371
TAG(50:4)_FA 18:1,82417.76586914062,92151.88671875,151031.4111328125,159598.31134033203,102107.32666015624,90654.48596191406,150531.25134277344,119229.22778320312,77697.66564941406
TAG(50:4)_FA 18:2,166116.55224609375,204660.0166015625,482612.8481445313,561499.509765625,361069.9250488281,170426.2109375,373858.2473144531,424215.5666503906,183860.8337402344
TAG(52:0)_FA 16:0,131840.84936523438,153362.990234375,186818.81274414065,188566.31176757807,137839.72998046875,158434.09204101562,181485.65307617188,183773.15234375,139745.70947265625
TAG(52:0)_FA 16:1,30794.362060546875,37276.962463378906,33635.40240478516,41110.32292175293,30051.38232421875,38350.90274047852,42725.8828125,42092.78288269043,36086.74258422852
TAG(52:0)_FA 18:0,257648.23779296875,313807.10009765625,369332.6884765625,394824.291015625,269337.87890625,300363.5009765625,365023.3852539063,403900.484375,266634.92138671875
TAG(52:0)_FA 18:1,47470.68264770508,53014.72332763672,55580.72430419922,67469.56469726562,52530.30389404297,61348.024658203125,63273.364196777344,70228.40545654297,52887.66387939453
TAG(52:0)_FA 18:2,19131.361541748047,24439.46171569824,23385.421951293945,27010.1619720459,27137.20171356201,29994.92219543457,26106.16166687012,23647.26166534424,21766.381439208984
TAG(52:0)_FA 20:0,55300.10382080078,64592.083984375,85180.62585449219,96619.16668701172,82099.68743896484,68358.14483642578,78648.265625,97184.6866760254,58949.06478881836
TAG(52:0)_FA 20:4,21653.78158569336,19028.9013671875,23796.261627197266,23541.54166412353,22806.2819480896,24549.12187957764,23962.3818359375,21053.061462402344,21074.18145751953
TAG(52:1)_FA 16:0,63200.82470703125,142693.31072998047,124938.96838378906,184139.95385742188,100097.42767333984,83871.30572509766,137687.7095336914,180498.03088378903,88401.34600830078
TAG(52:1)_FA 16:1,130903.109375,154861.310546875,194672.31396484372,203974.57153320312,147450.35180664062,157143.21142578125,187174.453125,201887.55346679688,143067.29052734375
TAG(52:1)_FA 18:0,191900.0340576172,407205.9455566406,422749.8937988281,619875.9046630859,311945.00744628906,222722.25415039065,446893.54833984375,510872.2493896485,241074.8603515625
TAG(52:1)_FA 18:1,399756.2705078125,488014.93359375,586010.4052734375,674510.310546875,482779.837890625,490359.494140625,577407.662109375,680849.98828125,444960.6103515625
TAG(52:1)_FA 18:2,48623.943603515625,56023.08441162109,64261.84490966797,68929.18395996094,68642.28527832031,61569.403869628906,62175.3041381836,71670.8052368164,54537.76385498047
TAG(52:1)_FA 20:4,19152.141456604004,21133.30142974853,19810.981517791748,20439.32172393799,21808.241584777832,21300.22134399414,19962.60167312622,19719.12120819092,15904.841190338137
TAG(52:1)_FA20:0,23787.5216217041,32419.042251586918,45162.22332763672,46155.862716674805,38694.38285064697,28922.101669311523,41234.70335388184,42454.72268676758,26303.60173034668
TAG(52:2)_FA 16:0,105611.28771972656,198709.59185791016,205945.8344116211,286032.4420776367,156883.6519165039,116000.48712158205,212729.7584228516,241348.91680908203,123922.00860595705
TAG(52:2)_FA 16:1,66901.14416503906,153948.6909790039,131586.96893310547,197204.5731201172,105645.16696166992,83587.86596679688,143942.63104248047,180689.87322998047,90789.62530517578
TAG(52:2)_FA 18:0,116968.3681640625,222125.1954345703,289584.5568847656,341040.82049560547,178458.1939086914,101019.2061767578,290407.30212402344,232776.0946044922,103048.90789794922
TAG(52:2)_FA 18:1,262505.31689453125,529782.24609375,608442.6147460938,928351.4340820312,469863.4287109375,311382.70263671875,623399.8991699219,786854.5153808594,345975.14306640625
TAG(52:2)_FA 18:2,413770.5087890625,501985.35546875,625175.8251953125,667609.9228515625,575501.181640625,474282.271484375,576523.5234375,728729.818359375,455644.0927734375
TAG(52:2)_FA 20:0,23568.70174407959,23331.481689453125,30480.061798095703,30960.86220550537,25148.662189483643,23711.281616210938,27441.20196533203,25601.28207397461,20607.161418914795
TAG(52:2)_FA 20:4,17667.061111450195,24556.78175354004,21322.721557617188,22354.02174377441,21030.54141998291,24178.201629638672,22248.501419067383,21842.7216796875,18193.001167297363
TAG(52:3)_FA 16:0,60344.40463256836,155057.45028686523,126759.92810058594,178067.57055664062,94759.86563110352,68756.7846069336,160723.13412475586,142149.6911315918,82917.52606201172
TAG(52:3)_FA 16:1,104172.90728759766,201803.1149902344,220339.9775390625,314227.8832397461,167518.4901123047,116365.30834960938,218307.49908447263,245166.93560791016,126424.52960205078
TAG(52:3)_FA 18:0,32625.041915893555,51100.503662109375,58967.52412414551,78187.58596801758,45720.04315185547,30770.322296142574,71373.50550842285,49942.464111328125,31800.36242675781
TAG(52:3)_FA 18:1,169898.4130859375,294195.06201171875,387302.7019042969,494051.0065917969,280396.19763183594,148373.8516845703,409551.1950683594,332597.78088378906,155965.90893554688
TAG(52:3)_FA 18:2,287421.8625488281,563651.1547851562,671240.2026367188,921601.7875976562,559505.1555175781,329998.58154296875,599616.3811035156,914686.416015625,380616.9064941406
TAG(52:3)_FA 20:0,18279.781448364258,19337.521476745605,19197.181427001957,20923.44161605835,20198.301330566406,23680.261825561523,21235.621669769287,18447.0411529541,15957.381252288818
TAG(52:3)_FA 20:4,27346.882080078125,29621.58221435547,37424.26268005371,44662.202476501465,33112.30207824707,34046.922912597656,35773.78318786621,48464.04363250733,32291.542083740234
TAG(52:4)_FA 16:0,78474.90567016602,549125.703338623,123840.98956298828,222694.8548278809,141214.12963867188,291833.04205322266,296298.11993408203,386280.4926757813,343173.58142089844
TAG(52:4)_FA 16:1,65087.50338745117,156125.1701965332,129909.52764892578,177485.87326049805,101264.78692626952,73786.80438232422,158688.51040649414,143914.12951660156,85240.986328125
TAG(52:4)_FA 18:0,18970.20126342773,18951.96128845215,19365.521446228027,27471.32191467285,20524.76125717163,23008.62149047852,25452.441970825195,20102.40138244629,17835.34112548828
TAG(52:4)_FA 18:1,38430.562927246094,57032.4436340332,73084.26432800293,93362.14643096924,57860.82322692871,35718.062744140625,90479.3273010254,61291.62432861328,36201.24234008789
TAG(52:4)_FA 18:2,201346.05444335935,345315.2463378906,483869.87353515625,542564.7507324219,359210.6267089844,185427.33129882807,403520.1440429688,411099.626953125,216289.29663085935
TAG(52:4)_FA 20:0,17218.840953826904,14024.981090545654,16961.301277160645,17852.921279907227,19591.061210632324,22327.861373901367,17869.121406555176,18535.74133300781,16200.001190185549
TAG(52:4)_FA 20:4,139586.36877441406,198221.97521972656,295838.4631347656,351579.7080078125,261357.51818847656,167506.13159179688,244584.93408203125,371441.4104003906,181585.673828125
TAG(52:5)_FA 16:0,27080.28207397461,40351.5025177002,32001.38190460205,42482.20335388184,27274.601760864258,39267.82263183594,43819.64315795898,40849.02311706543,33693.7024230957
TAG(52:5)_FA 16:1,82383.96646118164,540110.6781616211,118749.98782348631,220999.5780944824,136060.4884033203,295840.762878418,295879.681640625,370536.2312011719,341312.6061401367
TAG(52:5)_FA 18:0,33228.062507629395,38456.022705078125,35668.982345581055,42424.28294372559,24402.04190063477,39668.482971191406,45742.54328918457,38768.442878723145,34110.0029296875
TAG(52:5)_FA 18:1,18506.30143737793,19573.721366882324,22410.08154296875,26144.501823425293,19550.22142028809,22151.54133605957,22867.341506958008,22707.62173461914,21371.441440582275
TAG(52:5)_FA 18:2,40075.82275390625,59685.14489746094,85137.02587890625,90953.00497436523,70307.50379943848,39781.54293823242,81896.26510620117,68460.32516479492,39835.82295227051
TAG(52:5)_FA 20:0,18706.041381835938,20761.80142211914,21180.42140197754,19483.02166748047,18815.481300354004,22046.041381835938,20191.021614074707,20039.181274414062,17490.28148651123
TAG(52:5)_FA 20:4,72429.82501220703,93310.32788085938,177557.8316040039,199699.2930908203,137580.79028320312,69580.02502441406,141142.99060058594,169024.1089477539,75571.28497314453
TAG(52:6)_FA 16:0,34613.622619628906,35844.32272338867,37967.72271728516,46687.743576049805,38670.282287597656,40918.66253662109,43840.08361816406,45678.62356567383,40104.1630859375
TAG(52:6)_FA 16:1,29270.162078857426,52345.1635131836,35477.32275390625,46970.12300872803,31317.12180328369,41110.98284912109,48284.44351196289,42886.68354797363,33220.302154541016
TAG(52:6)_FA 18:0,22232.22152709961,20874.36122131348,27414.64208984375,33153.02244567871,25360.701850891117,27310.52195739746,30067.602020263672,30998.801971435547,22737.921508789062
TAG(52:6)_FA 18:1,36258.722259521484,36974.78259277344,38372.88310241699,41077.403160095215,28615.701599121094,45381.4637298584,51278.54330444336,37929.46241760254,37019.06256103516
TAG(52:6)_FA 18:2,22787.721633911133,27659.842010498047,30155.642120361328,29363.4624710083,30695.821952819824,28438.58197784424,27720.561737060547,29941.14192199707,22160.92137145996
TAG(52:6)_FA 20:0,31353.181938171387,49751.163230896,39637.00298309326,39202.24296569824,37439.3627243042,38756.22282791138,46535.18362045288,36414.0429763794,29344.82213973999
TAG(52:6)_FA 20:4,71848.04479980469,81622.66564941406,122793.78894042967,124644.98889160156,93732.32678222656,71868.68505859375,105216.2080078125,109591.34704589844,75282.88525390625
TAG(54:0)_FA 16:0,34134.70217895508,40742.90267944336,54569.243896484375,65654.00405883789,37765.14279174805,41110.84286499024,51913.70341491699,51578.78393554688,40025.40297698975
TAG(54:0)_FA 16:1,30042.801712036133,43042.14343261719,40517.78338623047,61745.44554138184,43495.50299835205,46719.9231262207,46393.88299560547,51520.62300109863,32567.62263488769
TAG(54:0)_FA 18:0,177298.45288085938,186806.41455078125,227620.27709960935,242566.87768554688,181379.5334472656,198024.95288085935,227883.07495117188,244745.8388671875,180291.35107421875
TAG(54:0)_FA 18:1,30969.58221435547,30521.782318115234,35149.402587890625,40180.00280761719,35123.56231689453,36569.902099609375,35597.28219604492,40388.4831237793,34065.402587890625
TAG(54:0)_FA 18:2,21072.22148132324,26136.802017211918,25551.90156555176,24955.561637878414,24102.281997680664,25819.72169494629,25503.0817565918,25336.80172729492,21278.641563415527
TAG(54:0)_FA 20:0,110554.60864257812,121598.12915039062,137908.61010742188,153286.97021484375,138312.68920898438,128066.38842773438,129408.36840820312,161584.55053710938,111170.40771484376
TAG(54:0)_FA 20:4,18457.60147857666,20999.38131332397,22854.301834106445,23471.66170501709,29812.742027282715,22943.4419631958,21048.34135437012,22270.581886291504,16789.221145629883
TAG(54:1)_FA 16:0,29406.4821472168,51507.70324707031,44740.923248291016,62001.40434265137,40641.04220581055,37747.44274902344,50855.64323425293,50168.90385437012,36288.46224975586
TAG(54:1)_FA 16:1,38819.56286621094,46587.7830657959,66922.40545654297,77501.36717224121,52021.68350219727,51772.08386230469,70523.70458984375,63620.684631347656,44632.08312988281
TAG(54:1)_FA 18:0,97823.34777832033,231285.55590820312,212974.497253418,310493.0641479492,151012.05108642578,113902.5089111328,247289.85821533203,259115.49700927731,126001.52642822266
TAG(54:1)_FA 18:1,241955.45703125,283473.17919921875,347088.02734375,357753.0241699219,273539.818359375,288859.9389648437,358750.0615234375,384628.97021484375,265205.0986328125
TAG(54:1)_FA 18:2,38146.80267333984,40877.742767333984,46868.802978515625,54127.78308105469,56412.7841796875,48462.50344848633,44597.30334472656,55870.70361328125,39113.20248413086
TAG(54:1)_FA 20:0,62300.60485839844,99823.20721435548,107180.00622558594,160311.41009521484,95047.98556518556,80341.7866821289,100954.00762939452,165362.3503112793,76236.52542114258
TAG(54:1)_FA 20:4,18482.70121383667,19013.881393432617,18160.30126953125,20758.08168411255,17713.121227264404,22712.521675109863,22661.021522521973,19111.581314086918,15947.921394348145
TAG(54:2)_FA 16:0,33177.02243041992,73954.64561462402,48342.40309143066,62093.22398376465,40674.68281555176,40767.423278808594,54999.643966674805,56586.36357116699,39819.86279296875
TAG(54:2)_FA 16:1,29596.62205505371,49325.66342163086,48629.56289672852,66026.3048248291,43045.56327819824,34263.38201904297,53607.56362915039,47515.64342498779,35259.86260986328
TAG(54:2)_FA 18:0,210004.9952392578,459804.7221679688,470556.4375,674040.2330322266,340124.36755371094,218395.5548095703,508819.67810058594,517921.45959472656,227938.43432617188
TAG(54:2)_FA 18:1,112767.58923339844,253571.07861328125,247936.77642822263,357948.6044921875,178295.67236328125,128535.6473388672,273998.6813354492,300970.60040283203,145222.6498413086
TAG(54:2)_FA 18:2,255024.61865234372,292699.28076171875,357968.48681640625,351455.28369140625,364701.20703125,284375.90185546875,327200.6655273437,376492.0073242188,266162.3359375
TAG(54:2)_FA 20:0,31408.582611083984,47437.52374267578,55292.84405517578,60041.72340393066,44849.723693847656,36992.122467041016,52142.34365844727,53625.94421386719,30042.162406921387
TAG(54:2)_FA 20:4,20931.0016784668,30986.702102661133,21369.96165466309,30054.242027282715,27671.74216079712,32036.90216064453,24711.88180541992,27889.50203704834,24956.62187194824
TAG(54:3)_FA 16:0,54627.52362060547,404242.4279937744,70094.74424743652,126380.68746948242,89049.00573730469,155057.06938171387,154834.3487854004,221196.67721557617,215735.4157409668
TAG(54:3)_FA 16:1,34228.84228515625,76428.72459411621,48852.12344360352,67280.70524597168,41734.32327270508,42563.98318481445,57692.56425476074,58545.363372802734,40391.96295166016
TAG(54:3)_FA 18:0,112298.84716796876,358434.1884765625,336171.2258300781,403917.1469116211,196455.9310913086,104234.1870727539,385792.06036376953,272545.7598876953,122967.84979248048
TAG(54:3)_FA 18:1,225743.53869628903,481447.7778320313,525973.859375,764655.1887207031,378746.38671875,240492.05541992188,542129.6162109375,564504.8635253906,260649.73693847656
TAG(54:3)_FA 18:2,106452.587890625,237554.01916503903,254274.5,321766.8601074219,195786.7371826172,122757.92956542967,229469.61694335935,311139.8978881836,140594.40838623047
TAG(54:3)_FA 20:0,18143.56174468994,23273.42176818848,25759.481769561768,25941.74200439453,29031.28221511841,21606.50151062012,27500.02195739746,27222.462287902832,19726.621505737305
TAG(54:3)_FA 20:4,72205.50549316406,73220.92529296875,83912.04650878906,76818.34582519531,76957.60522460938,80037.76586914062,81045.78552246094,84270.8857421875,70122.58459472656
TAG(54:4)_FA 16:0,335346.3248291016,4010678.230651856,390915.4860839844,1011546.701171875,692422.7406005859,1600420.909790039,1439629.483459473,2001986.9545288088,2226638.4025878906
TAG(54:4)_FA 16:1,53138.58377075195,407542.51150512695,67382.2647857666,124133.50675201416,77156.24423217773,154485.32920837402,152863.19102478027,203715.53309631348,199939.41319274905
TAG(54:4)_FA 18:0,102374.94732666016,537637.0939941406,252887.17706298828,356198.9856262207,173725.1727294922,225901.13635253903,397345.5668334961,369077.0267333984,287129.181640625
TAG(54:4)_FA 18:1,126769.06909179688,378698.82287597656,367932.8642578125,474926.6879272461,234938.1005859375,107273.02868652344,443473.6642456055,332128.55938720703,136290.68774414062
TAG(54:4)_FA 18:2,223972.03369140625,450741.7290039063,526170.7321777344,673923.7076416016,408952.1458740234,229150.31591796875,476057.4169921875,576311.1030273438,257779.1407470703
TAG(54:4)_FA 20:0,15536.681045532228,21183.30132293701,18205.80096817017,23067.821784973145,23889.02174758911,30781.66254425049,26545.961868286133,24170.761753082275,14445.90100479126
TAG(54:4)_FA 20:4,191478.61279296875,231398.6357421875,265750.42041015625,310028.6188964844,260150.71899414065,218117.33447265625,261265.39697265625,352834.923828125,201649.552734375
TAG(54:5)_FA 16:0,99436.3058166504,777511.4712677002,100488.44715881348,197321.91619873047,146969.1321105957,339657.20703125,254834.21920776367,344947.97036743164,398968.4401550293
TAG(54:5)_FA 16:1,346989.82275390625,4093728.986328125,387367.1691894531,934241.530456543,642110.3692626953,1594977.9271240234,1410784.7252197266,1892655.1440429688,2054466.271850586
TAG(54:5)_FA 18:0,29186.681915283203,46408.48342895508,40432.0225982666,62268.625091552734,31134.30187988281,36554.16232299805,50849.88313293457,46693.5237121582,34496.84248352051
TAG(54:5)_FA 18:1,107037.16821289062,563041.635925293,262088.5577392578,398693.1521606445,191962.25341796875,236688.27667236328,421616.1289672852,404809.0903930664,287714.0787963867
TAG(54:5)_FA 18:2,121952.18731689452,340834.74060058594,358481.86657714844,436885.49060058594,239804.1961669922,110613.68841552734,338472.1978149414,298799.7570800781,127937.71063232422
TAG(54:5)_FA 20:0,25673.0817565918,29495.021942138672,28460.2218170166,32752.162574768063,21103.7015953064,27549.32218170166,30730.042110443115,28912.94239807129,22631.981323242188
TAG(54:5)_FA 20:4,166313.2130126953,316185.943359375,350307.6477050781,516537.525390625,291113.5046386719,178245.15063476562,317465.7023925781,494204.2227783203,213596.2166748047
TAG(54:6)_FA 16:0,53933.303619384766,296144.90057373047,59221.96499633789,93962.50634765624,77277.12533569336,89169.80700683594,82430.02557373047,99235.80648803712,97061.76669311523
TAG(54:6)_FA 16:1,93093.14602661131,754508.2671508789,106781.16818237305,186840.0742492676,129435.43005371094,344407.3873291016,259975.02294921875,329418.9237060547,388399.0502929688
TAG(54:6)_FA 18:0,31629.042083740234,38157.42288208008,37336.04278564453,54100.0036315918,35937.38249206543,36459.60235595703,43105.48309326172,43011.56301879883,33196.002532958984
TAG(54:6)_FA 18:1,29881.642364501957,49271.56369018555,44384.14302062988,71218.94496154785,32504.362258911133,39177.081954956055,51947.24368286133,54198.863861083984,33342.6022644043
TAG(54:6)_FA 18:2,94492.9462890625,531193.8634033203,257601.27600097656,337374.12481689453,201142.8962402344,202643.53454589844,319480.6640625,354396.1455078125,217270.7760620117
TAG(54:6)_FA 20:0,15827.201110839844,17721.18141937256,17540.101272583008,20273.76132965088,17761.681480407715,21313.54128265381,19626.34144592285,18845.041191101074,14920.160972595217
TAG(54:6)_FA 20:4,93110.12786865234,187204.33276367188,231786.63647460935,266709.53985595703,164503.47045898438,80510.26568603516,214352.2969360352,206308.49578857425,94340.08569335938
TAG(54:7)_FA 16:0,44664.723541259766,48500.10333251953,63887.80465698242,207703.93655395508,89890.76695251465,68104.26434326172,70878.58462524414,150282.4521331787,85264.0259399414
TAG(54:7)_FA 16:1,52795.98361206055,305645.7446594238,65426.60546875,92484.966796875,79189.94509887695,83903.62600708008,87045.14654541016,96108.4853515625,89893.1467590332
TAG(54:7)_FA 18:0,28722.44204711914,32730.58251953125,48088.843017578125,54809.08416748047,39649.78285217285,40007.422943115234,51794.86395263672,47100.68276977539,30671.042083740234
TAG(54:7)_FA 18:1,31592.462463378903,33079.302337646484,39157.20278930664,53456.52362060547,38102.36282348633,38810.76287841797,41932.463134765625,46293.922943115234,35214.642501831055
TAG(54:7)_FA 18:2,28893.822143554688,45649.5634765625,43500.50381469727,60120.16491699219,41991.72270202637,38758.76245117188,48007.88342285156,52613.9641418457,34672.662689208984
TAG(54:7)_FA 20:0,22768.621337890625,27145.761917114258,34665.66244506836,39712.24243164063,41124.88305664063,30293.98176574707,34249.54204559326,36466.30293273926,26427.94175720215
TAG(54:7)_FA 20:4,29571.06231689453,42165.04293823242,53831.76327514648,57031.52471923828,44413.66329956055,29009.62260437012,52431.46346282959,44540.68263244629,24081.98169708252
TAG(54:8)_FA 16:0,37812.342849731445,46929.36361694336,56787.4035949707,58941.764556884766,41902.94320678711,42403.36322021485,61512.10353088379,56808.74401855469,46078.08361816406
TAG(54:8)_FA 16:1,45481.78393554688,51704.32406616211,72859.34547424316,208941.73541259769,103024.24744415285,73536.32504272461,74681.56564331055,155082.3117828369,83415.26513671875
TAG(54:8)_FA 18:0,41737.90307617188,52158.24331665039,84189.3056640625,101340.0270690918,60922.92427062988,48617.22341918945,97932.5071105957,87224.76721191406,57340.28366088867
TAG(54:8)_FA 18:1,38945.842834472656,47144.743255615234,78770.3459777832,88779.0451965332,61091.66482543945,48133.74383544922,77370.24560546875,79878.2861328125,49051.12362670898
TAG(54:8)_FA 18:2,36963.76248168945,41269.12283325195,48020.38342285156,62858.26501464844,49774.423583984375,49053.52359008789,48708.12356567383,55671.8236694336,37894.022521972656
TAG(54:8)_FA 20:0,29368.162185668945,30008.38200378418,44236.84339904785,46494.34310913086,37361.92205810547,34499.04229736328,47122.92324066162,40047.942474365234,25649.721740722656
TAG(54:8)_FA 20:4,18145.62134552002,18871.221366882324,23611.70188522339,24270.241802215576,27846.842140197758,25447.841598510742,26870.501945495605,23702.92176055908,18025.46138763428
