Lipid,Class,E-1RetinaF,E-2RetinaF,E-3RetinaF,E-4RetinaM,E-5RetinaM,E-6RetinaM,C-1RetinaF,C-2RetinaF,C-3RetinaF,C-4RetinaM,C-5RetinaM,C-6RetinaM,BlankBrain_NA,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,1126.6200790405273,1130.700080871582,1126.6400680541992,1126.0600852966309,1126.9400787353516,1129.5400733947754,1127.1000785827637,1156.5400733947754,1172.1200866699219,1168.3800926208496,1144.4400825500488,1128.6600723266602,1125.580078125,Type: Retina | experiment: E,Type: Retina | experiment: C,Type: Retina__experiment: E vs Type: Retina__experiment: C,6,6,BlankBrain_NA
1-O-carboceroyl-Cer(d18:1/18:0),Cer,1126.1000785827637,1130.6000747680664,1125.5400619506836,1126.0600662231445,1125.5600814819336,1123.4800720214844,1126.240077972412,1124.0000801086426,1128.5600891113281,1126.3600807189941,1126.4600791931152,1159.6800842285156,1126.0800819396973,Type: Retina | experiment: E,Type: Retina | experiment: C,Type: Retina__experiment: E vs Type: Retina__experiment: C,6,6,BlankBrain_NA
1-O-cerotoyl-Cer(d18:1/16:0),Cer,1126.3800811767578,1130.1000747680664,1126.180076599121,1126.720069885254,1181.2000885009766,1207.9200820922852,1140.500087738037,1171.280086517334,1128.200080871582,1126.0000762939453,1126.7000694274902,1129.7200813293457,1126.1400833129883,Type: Retina | experiment: E,Type: Retina | experiment: C,Type: Retina__experiment: E vs Type: Retina__experiment: C,6,6,BlankBrain_NA
1-O-cerotoyl-Cer(d18:1/18:0),Cer,1126.240077972412,1130.62007522583,1165.160083770752,1125.4600715637207,1126.1000862121582,1123.760082244873,1125.6000709533691,1123.7000885009766,1127.9400749206543,1125.6600723266602,1127.080078125,1129.9600715637207,1128.12007522583,Type: Retina | experiment: E,Type: Retina | experiment: C,Type: Retina__experiment: E vs Type: Retina__experiment: C,6,6,BlankBrain_NA
1-O-eicosanoyl-Cer(d18:1/16:0),Cer,1238.0200881958008,1143.000072479248,1084.0400695800781,1086.880084991455,1084.4000663757324,1081.880084991455,1084.900074005127,1109.960075378418,1087.7600746154785,1084.1200790405273,1141.8000755310059,1095.700080871582,1083.3200721740723,Type: Retina | experiment: E,Type: Retina | experiment: C,Type: Retina__experiment: E vs Type: Retina__experiment: C,6,6,BlankBrain_NA
1-O-lignoceroyl-Cer(d18:1/16:0),Cer,1125.8600730895996,1153.4400672912598,1126.3800811767578,1125.9800758361816,1155.740077972412,1123.4400939941406,1127.1600761413574,1123.5800819396973,1155.6200714111328,1160.7200736999512,1127.1600761413574,1129.680076599121,1125.9000854492188,Type: Retina | experiment: E,Type: Retina | experiment: C,Type: Retina__experiment: E vs Type: Retina__experiment: C,6,6,BlankBrain_NA
1-O-pentacosanoyl-Cer(d18:1/16:0),Cer,1180.2200889587402,1130.280071258545,1126.1600723266602,1126.4400787353516,1126.6000785827637,1123.5400733947754,1126.6000900268555,1123.820083618164,1128.9000778198242,1147.1400871276855,1127.5200729370117,1130.2600784301758,1184.060073852539,Type: Retina | experiment: E,Type: Retina | experiment: C,Type: Retina__experiment: E vs Type: Retina__experiment: C,6,6,BlankBrain_NA
1-O-tricosanoyl-Cer(d18:1/16:0),Cer,1191.3000755310059,1195.1600761413574,1125.6000785827637,1340.700096130371,1126.680076599121,1167.600082397461,1127.3000679016113,1242.7800827026367,1188.7000846862793,1125.3800773620605,1146.8200759887695,1129.3800773620605,1199.3000755310059,Type: Retina | experiment: E,Type: Retina | experiment: C,Type: Retina__experiment: E vs Type: Retina__experiment: C,6,6,BlankBrain_NA
1-O-tricosanoyl-Cer(d18:1/18:0),Cer,1127.2400703430176,1130.5000762939453,1126.3000793457031,1126.1000747680664,1126.1000747680664,1123.2600746154785,1126.3400764465332,1124.000087738037,1127.8600845336914,1125.9000854492188,1125.720085144043,1129.3800735473633,1125.6400871276855,Type: Retina | experiment: E,Type: Retina | experiment: C,Type: Retina__experiment: E vs Type: Retina__experiment: C,6,6,BlankBrain_NA
CAR,CAR,2775.360206604004,2602.7001762390137,2848.9002227783203,2246.040142059326,3083.800220489502,2355.340156555176,2583.5602111816406,3183.6402168273926,2763.0601921081543,3096.3802223205566,3065.5202140808105,2750.320156097412,2588.7201652526855,Type: Retina | experiment: E,Type: Retina | experiment: C,Type: Retina__experiment: E vs Type: Retina__experiment: C,6,6,BlankBrain_NA
