Lipid,Class,E-1BMVF,E-1BrainF,E-1LiverF,E-1PlasmaF,E-1RetinaF,E-2BMVF,E-2BrainF,E-2LiverF,E-2PlasmaF,E-2RetinaF,E-3BMVF,E-3BrainF,E-3LiverF,E-3PlasmaF,E-3RetinaF,E-4BMVM,E-4BrainM,E-4LiverM,E-4PlasmaM,E-4RetinaM,E-5BMVM,E-5BrainM,E-5LiverM,E-5PlasmaM,E-5RetinaM,E-6BMVM,E-6BrainM,E-6LiverM,E-6PlasmaM,E-6RetinaM,C-1BMVF,C-1BrainF,C-1LiverF,C-1PlasmaF,C-1RetinaF,C-2BMVF,C-2BrainF,C-2LiverF,C-2PlasmaF,C-2RetinaF,C-3BMVF,C-3BrainF,C-3LiverF,C-3PlasmaF,C-3RetinaF,C-4BMVM,C-4BrainM,C-4LiverM,C-4PlasmaM,C-4RetinaM,C-5BMVM,C-5BrainM,C-5LiverM,C-5PlasmaM,C-5RetinaM,C-6BMVM,C-6BrainM,C-6LiverM,C-6PlasmaM,C-6RetinaM,BlankBrain_NA,Title1,Title2,Title,length1,length2,Blank_name
FA(21:1),FA,316860.10107421875,470401.294921875,231505.75634765625,301323.39990234375,250681.4150390625,366018.96826171875,332699.14111328125,244659.8955078125,351369.1826171875,232971.19580078125,367032.66162109375,249196.3193359375,251138.35986328125,282682.64208984375,228412.41455078125,304595.51953125,204928.27392578125,271096.8017578125,268709.6806640625,241718.81640625,292332.93798828125,185142.27294921875,247864.45654296875,271178.2177734375,231319.1181640625,311709.24365234375,246351.1005859375,242883.35595703125,345245.54736328125,238595.17822265625,354498.00537109375,701203.0908203125,242722.13818359375,298516.22216796875,254483.95751953125,438226.90673828125,515419.4541015625,223684.1767578125,367314.82177734375,249376.19775390625,347706.72900390625,359410.58154296875,224828.0361328125,268136.7978515625,242728.51513671875,374864.185546875,423235.0078125,241475.158203125,283426.638671875,251615.15673828125,297664.24072265625,498079.37890625,254148.3583984375,287888.15869140625,225329.03759765625,413997.24658203125,330380.9445800781,238587.41748046875,340684.3603515625,244438.61669921875,759192.1142578125,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(21:2),FA,255202.0556640625,285458.75927734375,229981.5576171875,249343.177734375,219576.37548828125,282113.0422363281,223506.83740234375,238561.7158203125,408861.84765625,203960.61328125,262498.9992675781,173630.91162109375,313399.72021484375,328197.54052734375,205158.23364257812,243085.4365234375,163224.69140625,282042.59912109375,290580.80078125,208794.1328125,225505.81616210938,134437.4287109375,222672.79638671875,283566.01953125,203067.91455078125,225277.9969482422,195278.09301757812,240629.25634765625,505167.38671875,219436.49560546875,283925.47802734375,287199.8798828125,237129.05419921875,241680.29931640625,231728.255859375,295592.54248046875,242104.3779296875,190683.39208984375,400389.88427734375,235666.83837890625,274037.0966796875,176245.43212890625,193493.2138671875,290512.6201171875,227527.1357421875,263166.458984375,200233.494140625,226362.61669921875,305741.94189453125,214844.53515625,219364.9765625,239076.47509765625,230515.91650390625,345324.56005859375,212965.1142578125,328776.8017578125,211389.47509765625,215695.51806640625,378500.80810546875,229491.23681640625,265928.56005859375,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(21:3),FA,233695.91943359375,337597.84521484375,244179.5751953125,369508.2082519531,199881.5927734375,276983.5393066406,248439.8173828125,241430.6552734375,370105.2880859375,190559.494140625,256749.64013671875,208122.01391601562,230984.33447265625,248004.27783203125,181193.7333984375,246069.95581054688,189819.81420898438,241463.05908203125,282973.15966796875,207583.71533203125,204289.833984375,146971.8515625,232998.55859375,249350.5966796875,185089.53344726562,234737.83984375,178274.373046875,259232.32177734375,343528.9189453125,195374.63330078125,250810.90087890625,388237.88818359375,235482.11645507812,244747.15625,193653.09423828125,242708.71411132812,339928.98486328125,228641.255859375,401636.92919921875,198137.93408203125,205104.5751953125,210334.4130859375,216872.49462890625,205341.83447265625,203518.333984375,210443.81567382812,253921.455078125,224699.47583007812,282651.1806640625,192860.93359375,197053.2333984375,349509.30419921875,232863.5380859375,286300.6042480469,184905.41284179688,275960.15771484375,226188.4365234375,212259.67333984375,308044.15966796875,199859.8134765625,294582.4794921875,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(21:5),FA,399915.3515625,502661.7529296875,422209.82958984375,523280.60009765625,301626.90087890625,432828.3720703125,404235.6513671875,289529.0810546875,630989.263671875,276003.177734375,364807.84814453125,300988.30029296875,360801.3203125,427520.56689453125,294821.78173828125,515652.216796875,250523.23828125,304667.72021484375,995792.6831054688,306732.76220703125,441727.75,314534.6064453125,305239.94140625,410907.10986328125,275351.9169921875,627001.3289794922,360292.6484375,406336.46826171875,427502.3701171875,276263.6611328125,570314.5703125,602997.4111328125,369801.388671875,1870684.1088867188,508805.51123046875,623865.3696289062,413948.7724609375,470144.65576171875,485666.8291015625,312254.7607421875,395272.427734375,287921.8818359375,289379.45849609375,296319.9580078125,314624.46337890625,316271.04345703125,404517.087890625,304498.38232421875,553831.8745117188,309095.06103515625,471904.8369140625,591791.6044921875,634468.1254882812,460247.3759765625,284074.3583984375,463154.25439453125,448804.9921875,306057.3408203125,485074.916015625,418075.55029296875,1199619.8876953125,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(22:0),FA,931681.671875,1080341.9169921875,652300.1455078125,784046.93359375,851884.181640625,985454.435546875,533089.615234375,729613.98828125,851695.7177734375,796683.890625,890416.189453125,707851.9521484375,710040.673828125,690031.93359375,712325.375,712957.095703125,812651.8662109375,812182.8759765625,729675.748046875,800171.123046875,888966.345703125,448599.3154296875,751501.5546875,732263.1865234375,761752.6796875,715248.3317871094,674448.9091796875,689688.97265625,890586.1796875,786609.4765625,929350.78515625,1082151.931640625,664709.0478515625,805959.89453125,825671.2607421875,931027.560546875,968195.5732421875,619909.865234375,927171.1796875,869558.548828125,924833.021484375,452260.3330078125,614766.298828125,775862.169921875,821386.181640625,796175.529296875,666111.162109375,630517.3662109375,786319.8935546875,815273.814453125,847409.833984375,1077957.201171875,707829.9267578125,763172.2919921875,767449.6171875,1105661.27734375,656968.81640625,698846.30859375,827061.98046875,865918.9580078125,676543.4521484375,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(22:1),FA,204415.873046875,282137.86083984375,226882.97485351562,274120.9177246094,174518.13159179688,235401.97631835938,236164.3759765625,220022.83349609375,270525.8984375,175327.89111328125,208228.21508789062,162668.63208007812,256557.49926757812,186867.35302734375,158879.32983398438,185860.33422851562,148847.2705078125,220209.09619140625,206937.87377929688,171739.37377929688,184502.15258789062,115196.70825195312,218399.5576171875,227793.03759765625,161366.41259765625,187539.8944091797,164946.11206054688,225742.13452148438,274600.7399902344,168595.05102539062,206459.0947265625,323777.90234375,224511.87451171875,231054.01318359375,176542.77294921875,250927.4765625,294655.18408203125,208866.2763671875,258415.0576171875,166740.79321289062,212148.01416015625,204294.91552734375,209899.17309570312,177314.51171875,169749.57348632812,199831.2734375,245929.6376953125,171747.61401367188,240353.45654296875,170545.6318359375,178967.19116210938,294538.10107421875,227431.91577148438,224585.49853515625,162969.53173828125,266656.99658203125,225744.57666015625,164526.69213867188,232483.494140625,180277.833984375,333018.92578125,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(22:2),FA,189455.3330078125,217944.658203125,218282.29516601562,517498.11962890625,198828.15405273438,221851.796875,214819.57666015625,242395.99633789062,446825.05712890625,193457.67333984375,215644.79833984375,342324.9884033203,190863.51293945312,363095.19384765625,180862.13110351562,193705.2734375,185332.03271484375,228656.37915039062,231826.31591796875,214253.11450195312,184819.59130859375,132964.267578125,191175.87353515625,234711.5380859375,190454.5517578125,158020.71166992188,211909.3154296875,238129.13940429688,515530.296875,204656.53491210938,206966.57763671875,249225.419921875,217792.11474609375,282154.3154296875,188904.65356445312,222828.3359375,235026.61865234375,198062.91137695312,475835.3037109375,188549.013671875,186807.63256835938,249742.05810546875,172894.13256835938,207575.7958984375,194398.83276367188,195558.21435546875,224514.19580078125,161259.91064453125,425600.17138671875,183017.95166015625,172292.59155273438,256743.57861328125,209233.533203125,294482.3635253906,178042.431640625,238035.63525390625,261014.88037109375,159998.33056640625,377124.3681640625,208916.19555664062,219956.93505859375,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(22:3),FA,270092.779296875,526590.0986328125,376146.1259765625,1321575.8803710938,327114.32275390625,298335.35986328125,552326.5356445312,382711.0107421875,1268488.0209960938,284356.919921875,299165.43896484375,1181159.294921875,287604.90283203125,864177.1630859375,296210.4587402344,261368.0390625,386447.3273925781,385462.0673828125,424258.94921875,314083.30126953125,256680.73950195312,253133.29760742188,293010.1005859375,388891.41259765625,304260.62353515625,240781.47647094727,459559.732421875,369543.36865234375,1393318.8837890625,312874.20361328125,284969.7980957031,536213.4965820312,357634.98583984375,556642.5874023438,310758.1435546875,296941.138671875,475182.51171875,309778.5439453125,1366204.0874023438,290193.33837890625,253276.05810546875,616358.8305664062,264739.57861328125,354335.76611328125,318699.36181640625,276738.90234375,500137.673828125,232449.337890625,1090472.580078125,321817.302734375,249937.1572265625,603612.0258789062,314084.80517578125,670339.7192382812,310956.2614746094,313950.2021484375,645701.4365234375,258816.27734375,1012512.3369140625,325218.96484375,459441.3701171875,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(22:4),FA,241559.55810546875,319899.779296875,409681.5517578125,1520684.48046875,229437.51416015625,252538.37744140625,273646.638671875,375198.525390625,1336048.5048828125,216376.87280273438,260248.30126953125,203069.45458984375,323914.10107421875,427396.951171875,222958.115234375,234918.4375,195699.853515625,345719.34326171875,409529.50927734375,226522.99755859375,223472.234375,187110.33349609375,317203.001953125,437928.33642578125,220029.5751953125,214647.77795410156,221461.75390625,379692.62841796875,1265361.2260742188,230176.85546875,246878.27685546875,363171.283203125,386576.14794921875,528895.7041015625,228386.03564453125,291971.88037109375,331368.3447265625,331134.0458984375,1412604.5322265625,235495.43481445312,230276.65576171875,272832.341796875,309336.66259765625,258219.9208984375,228161.494140625,235198.595703125,285559.84033203125,283638.7998046875,1125126.0078125,226801.33642578125,219402.77685546875,327025.779296875,339996.861328125,687787.802734375,224466.3759765625,279385.318359375,276487.4404296875,301410.44091796875,902965.3295898438,244561.375,385488.0458984375,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(22:5),FA,377921.8271484375,944936.671875,494962.390625,819561.640625,414345.46875,382439.447265625,567346.2626953125,457156.2919921875,923432.935546875,376772.96875,379335.5087890625,661466.265625,472777.1357421875,827957.2817382812,375580.4267578125,332439.0634765625,417079.447265625,469834.6103515625,510662.69921875,405612.771484375,365716.185546875,328375.48583984375,432415.34375,507660.0546875,383180.830078125,353088.88024902344,430036.6298828125,466788.474609375,858189.26171875,399571.712890625,501255.7548828125,1059915.259765625,490401.7138671875,506057.59765625,435086.328125,447870.8173828125,784450.01171875,464418.39453125,923762.1015625,435013.62890625,379844.3505859375,649784.984375,438831.7294921875,408950.3076171875,417399.7314453125,353677.6630859375,669580.521484375,450040.9501953125,708484.0068359375,391891.208984375,366484.3642578125,1079336.869140625,465868.6962890625,594797.3779296875,386556.087890625,453101.5703125,896762.982421875,471343.4521484375,686342.3310546875,412062.8876953125,740074.1748046875,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(22:6),FA,374282.47021484375,383976.0048828125,821566.220703125,832791.8984375,311488.72021484375,398332.6884765625,330730.759765625,513397.0751953125,1522849.203125,287123.220703125,342984.08154296875,328538.599609375,926549.802734375,372068.16845703125,286493.8212890625,338823.18310546875,269986.599609375,536649.5952148438,801269.1831054688,313272.96240234375,388779.8115234375,234055.07568359375,614969.6884765625,496356.6708984375,292362.02001953125,350609.7702636719,344560.9853515625,689731.3291015625,1215440.951171875,291466.39892578125,367111.65869140625,450919.30859375,674030.830078125,520650.1767578125,351239.763671875,475126.818359375,377131.10546875,792878.791015625,1446376.8955078125,311860.66162109375,391228.6748046875,258326.3388671875,704801.3979492188,301776.88134765625,306572.26318359375,345751.8681640625,337076.1845703125,943842.6166992188,625613.2133789062,317830.50439453125,326308.15869140625,514126.435546875,715152.0908203125,684356.115234375,278851.34130859375,527442.6616210938,304865.21923828125,926508.4184570312,906363.2094726562,339038.14453125,794204.6796875,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(23:0) | FA(24:7),FA,318975.30126953125,396861.16796875,291635.9990234375,441101.734375,258117.57763671875,340283.02685546875,352052.9638671875,312985.68212890625,439531.49267578125,249275.23681640625,307885.5654296875,269874.99853515625,329603.82080078125,272274.45947265625,235316.25634765625,290890.220703125,230158.95458984375,285938.88134765625,291814.623046875,261205.279296875,279046.158203125,198615.935546875,274705.3388671875,280315.501953125,241028.39697265625,210098.234375,275850.71875,303310.60400390625,425092.7119140625,250734.29736328125,315916.90380859375,424022.66796875,299047.0595703125,329938.1044921875,275303.2578125,368852.642578125,388405.271484375,265133.37890625,437029.392578125,260683.65625,288326.90185546875,302037.203125,258689.52001953125,241241.1552734375,262393.96044921875,297767.759765625,334405.3818359375,252084.23876953125,360134.6435546875,257716.798828125,288000.34033203125,435702.7177734375,289309.09912109375,322628.8642578125,244676.13818359375,391993.8466796875,336963.802734375,243734.15869140625,373817.1015625,274178.341796875,438384.57421875,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(23:0) | FA(24:7)_2,FA,254694.5361328125,349666.5634765625,268637.8388671875,441222.0146484375,240028.955078125,301785.1640625,315594.6201171875,311375.54296875,419090.3955078125,249308.39697265625,260213.419921875,251628.43701171875,325423.96044921875,250769.2763671875,215835.69580078125,243156.71533203125,206161.255859375,279838.87939453125,265711.84130859375,259541.05810546875,251171.61645507812,172841.85205078125,259721.498046875,263963.85546875,234373.11767578125,183759.8928527832,251419.318359375,277196.92041015625,412686.1083984375,235902.81640625,273571.43701171875,362575.7841796875,282644.02001953125,302161.42236328125,255939.57861328125,313584.52099609375,312805.62451171875,257844.1572265625,422379.16748046875,247615.45751953125,257807.67529296875,247598.599609375,232508.796875,213309.236328125,241092.59521484375,232463.2763671875,275552.89892578125,231892.59716796875,343730.18505859375,229703.65625,233902.177734375,380731.248046875,270729.75830078125,300434.0234375,222501.33544921875,340968.60302734375,294655.3017578125,219133.89453125,344434.380859375,254599.69799804688,379419.146484375,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(23:1),FA,289535.49853515625,336839.4033203125,292483.19921875,429892.1298828125,310765.42138671875,322685.40625,249513.4990234375,329431.66455078125,428783.2724609375,283227.638671875,318832.6181640625,281402.97998046875,281490.76123046875,323397.51904296875,269003.91650390625,282242.59912109375,217113.03564453125,316300.77685546875,295345.00341796875,289600.998046875,256804.17919921875,178042.65454101562,290136.22119140625,306915.39892578125,288143.599609375,269530.1589355469,267740.7194824219,308152.59912109375,408626.1884765625,297019.6611328125,329424.80517578125,471228.76953125,273979.40283203125,329941.2685546875,282318.5791015625,365985.330078125,371726.5283203125,264840.19921875,423604.802734375,282116.6025390625,278103.00146484375,297429.462890625,260543.51708984375,287457.61865234375,293485.38134765625,303305.6982421875,313992.1015625,242259.91796875,395624.96923828125,294777.84130859375,270461.82080078125,374755.9853515625,275223.11669921875,330270.5634765625,279588.69775390625,352604.2236328125,293560.224609375,251722.439453125,357721.4462890625,305152.20068359375,441195.31640625,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(23:6),FA,391663.7119140625,326567.1611328125,324621.58642578125,385108.60546875,341070.28515625,410575.166015625,309659.94140625,324963.2451171875,428114.83203125,329386.18359375,406781.9072265625,267831.83740234375,334548.3447265625,379667.5244140625,327349.40380859375,368191.2646484375,301158.6826171875,355943.1015625,358222.486328125,348622.14599609375,364145.32763671875,268281.13818359375,333265.6025390625,349464.4267578125,332572.763671875,347181.44299316406,354244.00341796875,345236.86328125,423790.875,327964.82421875,398511.9521484375,373709.92529296875,328115.1611328125,378295.76953125,360646.2236328125,463949.63671875,339131.66552734375,304997.361328125,445301.509765625,351091.80615234375,382313.705078125,251753.19921875,317684.943359375,342207.4453125,344102.884765625,392764.6435546875,265487.14013671875,334182.525390625,395920.6279296875,327179.4208984375,394906.265625,350455.2822265625,345727.2451171875,375757.0908203125,333061.0029296875,531584.5283203125,265515.35888671875,329735.9619140625,406258.970703125,355398.20263671875,355607.666015625,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(24:0),FA,248861.23828125,356483.26416015625,214473.55590820312,355425.92236328125,232831.33569335938,266947.61572265625,293391.06103515625,225918.5146484375,442639.376953125,213753.69311523438,206155.7958984375,232306.25610351562,226285.1357421875,267771.9162597656,190798.33349609375,200246.73803710938,186412.29345703125,241614.59765625,256322.3193359375,212076.9951171875,220977.2138671875,136348.12817382812,217540.41552734375,234361.27685546875,197562.634765625,144466.91015625,214769.2353515625,223674.51708984375,319946.12646484375,217631.2548828125,248721.01611328125,330015.04150390625,221504.15600585938,261863.15893554688,209053.13452148438,276771.0397949219,300262.4833984375,205445.91479492188,330923.0654296875,211048.47314453125,240422.73681640625,219406.59619140625,203399.134765625,198826.81494140625,215118.35498046875,219250.51708984375,244220.876953125,204073.65502929688,384171.3095703125,211388.375,219338.1552734375,369877.345703125,237133.63525390625,282855.2822265625,199077.9951171875,318333.46484375,245581.23876953125,204749.73388671875,283445.138671875,217627.49365234375,379317.38525390625,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(24:1),FA,149937.01245117188,163260.03271484375,127597.34936523438,198009.7939453125,126374.18920898438,156669.19165039062,260119.9150390625,126707.5302734375,214949.3369140625,127891.529296875,150705.93090820312,101353.52673339844,132894.06909179688,207869.27465820312,121158.509765625,137511.68994140625,95064.10754394531,140313.39086914062,156172.94897460938,129629.66796875,137536.4887084961,77790.68530273438,141039.71044921875,145794.7900390625,123268.78857421875,100293.5869140625,114023.92712402344,130609.931640625,187862.53369140625,122663.8291015625,157434.77270507812,173866.79321289062,124495.88989257812,153199.3310546875,133560.64892578125,185337.013671875,158214.79125976562,110795.16772460938,198954.9140625,130272.08911132812,151500.35229492188,126871.78662109375,123625.86865234375,142358.10961914062,128466.04858398438,148278.32958984375,138624.4501953125,129652.66955566406,183002.7529296875,125643.56909179688,143535.32934570312,180481.1328125,134925.41015625,175284.59155273438,122691.18798828125,192846.95483398438,126375.84887695312,135635.82958984375,166905.97143554688,137924.61059570312,178201.45166015625,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(24:10),FA,336635.88330078125,517500.0537109375,273280.04052734375,475018.49169921875,282395.59765625,340212.6435546875,403389.77001953125,300251.36181640625,432010.634765625,271421.11962890625,350856.26025390625,377381.2648925781,260878.73828125,677277.5932617188,262885.47900390625,317130.08203125,269501.4167480469,304785.98095703125,292742.32421875,279135.3818359375,306709.7236328125,243226.7158203125,270959.0380859375,317512.50146484375,273067.9580078125,308184.0224609375,317452.72509765625,276064.638671875,441564.373046875,272358.53955078125,348066.32666015625,499932.8994140625,280566.1005859375,346186.42431640625,304035.67919921875,373631.87060546875,460106.4375,262669.2412109375,468016.111328125,283771.15771484375,322839.9033203125,378465.44677734375,275403.45751953125,371998.22802734375,284691.720703125,346908.7646484375,399073.6904296875,270941.041015625,473534.05029296875,264010.82080078125,330428.6435546875,570376.208984375,286985.58154296875,366378.24560546875,268580.43896484375,372541.81103515625,449407.0908203125,268298.26171875,395588.59423828125,289388.6005859375,471434.35498046875,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(24:12),FA,265687.27685546875,271732.65966796875,268183.71923828125,378992.56396484375,221423.556640625,294120.70166015625,236794.65576171875,252072.3544921875,564522.181640625,210627.61572265625,327527.740234375,174620.41259765625,251307.75634765625,300525.30126953125,211585.49560546875,263573.62109375,189663.63330078125,256773.27783203125,358172.20654296875,219603.09375,253970.47875976562,185886.59375,242789.6552734375,272203.9013671875,214718.9365234375,278271.9428405762,225568.49560546875,262002.376953125,420303.7705078125,213476.314453125,272282.861328125,293744.2998046875,254496.697265625,269629.1962890625,212020.49462890625,352124.783203125,270811.42138671875,253664.71728515625,618290.9921875,221971.21630859375,250825.8984375,209055.01513671875,253715.83837890625,230482.29736328125,216628.4365234375,270219.37744140625,235115.93505859375,263687.1591796875,303883.6787109375,210189.537109375,300541.90283203125,271080.7802734375,254181.75732421875,331540.1640625,223015.5166015625,340846.423828125,218672.75634765625,245904.896484375,380296.82763671875,214372.45581054688,310367.3818359375,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(24:2),FA,135131.43017578125,158497.19189453125,124695.24951171875,182156.05322265625,121811.1279296875,145567.38818359375,127559.509765625,122979.64892578125,195868.11352539062,118580.80786132812,139285.271484375,116532.60791015625,130792.30932617188,160782.89184570312,116131.56787109375,121955.02807617188,104595.88745117188,152739.99072265625,148957.56958007812,123551.60766601562,126504.19021606445,91524.58666992188,141037.01147460938,156969.71264648438,112727.6279296875,96112.58666992188,109965.62817382812,135366.68994140625,182654.07348632812,125216.8486328125,146186.1513671875,162405.6728515625,119435.70776367188,152052.72998046875,124709.02807617188,164082.57348632812,157571.05078125,121861.42846679688,206223.15600585938,124020.8291015625,136244.34716796875,120899.1484375,124398.20849609375,129309.9091796875,122717.60852050781,149367.80932617188,139186.25024414062,140931.14916992188,170427.57153320312,114442.58764648438,132962.7490234375,183612.89453125,137678.0888671875,166899.8515625,115759.28857421875,172437.2919921875,125259.828125,143580.53051757812,174618.8125,130385.4697265625,169259.85180664062,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(24:3),FA,155681.95190429688,239372.01513671875,153334.17163085938,215751.87573242188,133605.46948242188,172725.85083007812,192765.1533203125,142219.77026367188,243667.337890625,128342.66845703125,178924.77465820312,125045.28930664062,146935.5302734375,197226.71337890625,128358.76831054688,147048.150390625,103883.4677734375,151392.25,183712.65405273438,133845.86938476562,138964.13049316406,92517.20617675781,167013.81201171875,179190.65380859375,132617.86865234375,115520.1683959961,118503.92749023438,159678.03076171875,216138.49243164062,135839.84912109375,162851.310546875,250344.5791015625,143819.32958984375,184786.97314453125,137429.66943359375,192440.2734375,235591.4794921875,133613.5693359375,245791.11767578125,137822.6494140625,156273.53173828125,188921.1533203125,146188.78955078125,143730.89111328125,136128.44897460938,157949.57250976562,203137.59423828125,152082.36987304688,186102.712890625,129049.60986328125,149785.13061523438,245352.4990234375,150118.89038085938,209334.07202148438,129897.96997070312,195561.4150390625,190074.03369140625,155645.17016601562,202447.35229492188,148074.7509765625,274997.69970703125,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(24:4),FA,193907.99462890625,209078.154296875,189510.7529296875,312134.2033691406,154022.0908203125,196100.271484375,187357.79321289062,184193.6552734375,284164.72314453125,155430.67260742188,200604.75268554688,115913.92895507812,184094.751953125,173525.85278320312,144310.07055664062,178609.19384765625,112871.08837890625,183958.33251953125,235930.7939453125,177533.13305664062,185625.31201171875,116310.56860351562,183542.55444335938,209088.515625,147406.3701171875,136632.97021484375,138581.509765625,203263.3330078125,290957.8391113281,158490.6103515625,217760.19775390625,238048.29931640625,191317.95556640625,333590.2978515625,168103.73168945312,241977.0146484375,197730.79296875,184271.77416992188,313310.6779785156,155405.41235351562,192560.13256835938,158401.1728515625,170026.53198242188,154159.73022460938,156331.48950195312,192402.435546875,171249.2529296875,164359.67163085938,251099.75830078125,148634.35180664062,186348.87133789062,218865.43505859375,205056.21533203125,226602.89453125,146243.19116210938,233445.97534179688,156187.93139648438,168946.31298828125,265543.0183105469,173492.55346679688,283148.1572265625,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(24:5),FA,314286.50390625,243635.35791015625,312318.8037109375,397800.40673828125,220832.45263671875,294969.041015625,232283.0751953125,316959.84375,396499.55078125,220812.478515625,280161.70166015625,189545.61450195312,320478.984375,267636.3369140625,219208.8740234375,280640.2626953125,173755.29296875,285540.08056640625,341734.66455078125,252773.7978515625,303537.90576171875,206674.97509765625,284525.4814453125,269198.2607421875,233699.3759765625,228364.4559326172,285572.17919921875,352056.564453125,378541.1865234375,227809.05517578125,285519.43896484375,270461.1787109375,339985.2861328125,425960.26513671875,274782.63818359375,373951.1044921875,226757.056640625,336340.84423828125,368821.56396484375,259096.1015625,297383.26025390625,169202.03173828125,285895.5615234375,239690.7177734375,241214.4384765625,257538.2412109375,206442.2158203125,284621.86083984375,325299.7236328125,241534.7998046875,272550.11865234375,344794.9853515625,399564.7919921875,312048.083984375,241821.09765625,359757.34765625,188801.69482421875,282341.01708984375,369725.4462890625,262618.2978515625,494039.29541015625,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(24:6),FA,414274.06640625,347105.14013671875,470980.5517578125,595850.921875,247082.1787109375,444703.1513671875,495660.232421875,506814.27734375,592681.2001953125,244339.49755859375,322818.720703125,358530.14306640625,570148.5986328125,345942.90478515625,274547.93798828125,508552.75439453125,373940.162109375,404668.169921875,812498.1552734375,372064.4228515625,586957.4992675781,528804.1767578125,412885.52734375,295294.76171875,321224.00048828125,420244.091796875,582906.681640625,632057.8330078125,532267.6586914062,232002.59765625,356304.90576171875,464083.80615234375,625030.7041015625,741017.2651367188,483728.935546875,622277.2377929688,355072.62890625,595852.197265625,494659.48388671875,384136.08984375,508701.26611328125,231281.25634765625,448040.93359375,260890.72021484375,321983.1826171875,310648.75830078125,353600.66748046875,395123.0673828125,503545.2177734375,364639.482421875,299101.560546875,690159.6469726562,990799.52734375,417243.74462890625,345128.544921875,553140.0844726562,240797.4765625,442055.7919921875,580669.9326171875,358196.74462890625,1734765.0336914062,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
FA(25:0),FA,200110.39306640625,274600.1201171875,358471.06396484375,494666.6103515625,215184.1953125,225161.71435546875,248863.373046875,305267.25830078125,511815.5771484375,206390.1962890625,191353.77392578125,208639.27612304688,335216.34375,310614.2646484375,199463.1962890625,191053.67236328125,170340.57275390625,289123.72265625,275246.5576171875,222599.896484375,181442.91333007812,159429.43017578125,298328.02197265625,294802.46240234375,195144.55419921875,128728.5283203125,250219.3193359375,343202.78759765625,506476.5118408203,209490.97802734375,230373.77685546875,277580.22021484375,334107.3430175781,276975.67626953125,232444.49658203125,251984.27783203125,253153.4794921875,313171.0615234375,512854.359375,226769.21484375,210680.3125,237765.49658203125,311868.34521484375,195950.31494140625,230850.537109375,201140.8525390625,237658.1552734375,226342.61572265625,410253.1318359375,207970.81591796875,177919.353515625,272304.7783203125,313621.8623046875,332812.34765625,216940.13720703125,291792.279296875,259140.35693359375,231444.0751953125,402092.35205078125,224362.65625,269983.3388671875,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
