Lipid,Class,E-1BMVF,E-1BrainF,E-1LiverF,E-1PlasmaF,E-1RetinaF,E-2BMVF,E-2BrainF,E-2LiverF,E-2PlasmaF,E-2RetinaF,E-3BMVF,E-3BrainF,E-3LiverF,E-3PlasmaF,E-3RetinaF,E-4BMVM,E-4BrainM,E-4LiverM,E-4PlasmaM,E-4RetinaM,E-5BMVM,E-5BrainM,E-5LiverM,E-5PlasmaM,E-5RetinaM,E-6BMVM,E-6BrainM,E-6LiverM,E-6PlasmaM,E-6RetinaM,C-1BMVF,C-1BrainF,C-1LiverF,C-1PlasmaF,C-1RetinaF,C-2BMVF,C-2BrainF,C-2LiverF,C-2PlasmaF,C-2RetinaF,C-3BMVF,C-3BrainF,C-3LiverF,C-3PlasmaF,C-3RetinaF,C-4BMVM,C-4BrainM,C-4LiverM,C-4PlasmaM,C-4RetinaM,C-5BMVM,C-5BrainM,C-5LiverM,C-5PlasmaM,C-5RetinaM,C-6BMVM,C-6BrainM,C-6LiverM,C-6PlasmaM,C-6RetinaM,BlankBrain_NA,Title1,Title2,Title,length1,length2,Blank_name
PS(30:4),PS,1335.5600814819336,1555.120101928711,1474.1001052856445,1390.7800941467285,2540.520217895508,1839.6601257324219,1419.6001014709473,1343.9000968933105,1710.16011428833,2885.780200958252,1284.64009475708,2235.960132598877,1726.0601387023926,1502.6200942993164,1370.7201042175293,1353.7600898742676,1490.5801010131836,2121.8801498413086,1353.400104522705,3419.7202529907227,1400.4401054382324,1373.6800918579102,1951.800136566162,1422.2800903320312,3001.7002296447754,1439.7201080322266,2416.4001655578613,2250.8201484680176,1316.520092010498,1902.8601341247559,1332.860092163086,1302.7600898742676,1747.0601196289062,1314.6600875854492,1589.360107421875,1395.6201095581055,1781.2801322937012,1915.7001342773438,1407.700107574463,2223.980152130127,1297.0801048278809,1295.2800941467285,1406.9200973510742,1326.5200996398926,1467.6801071166992,1370.960090637207,2098.1801528930664,1695.920124053955,1471.400104522705,1286.3600845336914,1354.10009765625,1325.8800888061523,1940.6801490783691,1407.020092010498,1384.0800971984863,1386.2401008605957,1303.8000831604004,1878.340129852295,1420.1400871276855,2665.3801918029785,1363.220085144043,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(31:3),PS,1449.6200981140137,1444.820110321045,1450.1600952148438,1598.6201057434082,2612.760181427002,1472.9201049804688,1409.5801048278809,1398.7401161193848,1529.5801086425781,3658.740234375,1284.8800964355469,1869.0401191711426,2688.8201904296875,1410.8000831604004,1368.1401023864746,1381.4000968933105,1456.0001106262207,1978.440128326416,1372.7200889587402,3787.6202812194824,1613.3401069641113,1572.4001121520996,3742.740264892578,1394.8201026916504,2609.300163269043,1341.4800834655762,1780.980110168457,2864.760196685791,1450.960105895996,1920.0201301574707,1463.3801078796387,1365.4201049804688,2130.380157470703,1433.180103302002,1340.4200897216797,1502.5601234436035,1578.320110321045,2358.2201766967773,1589.6001243591309,2822.540195465088,1330.460105895996,1408.2600898742676,1289.4000930786133,1458.5601043701172,1347.6400909423828,1323.5600929260254,1643.4401092529297,1415.0801010131836,1699.2000999450684,1339.7000923156738,1703.740119934082,1390.440097808838,3458.540256500244,1578.9201049804688,1390.7401008605957,1662.7201194763184,1469.5401000976562,3406.9001998901367,1873.8401260375977,2305.5601654052734,1493.5001068115234,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(31:4),PS,1416.9200973510742,1293.1000938415527,1404.280101776123,1657.9201011657715,3512.780242919922,1319.5200958251953,1445.5801010131836,1417.56010055542,1554.400104522705,3887.260242462158,1427.0601043701172,2102.080146789551,1978.7401313781738,1656.6601066589355,1404.120101928711,1575.2800979614258,1385.7600936889648,2287.6401710510254,1351.4000968933105,3503.5602531433105,1496.3601112365723,1417.8400955200195,2608.2602043151855,1486.4601135253906,3231.6802406311035,1390.9200973510742,2313.720157623291,2228.6801376342773,1315.980094909668,2236.740188598633,1547.5601081848145,1380.5000839233398,1750.3801307678223,1393.5601043701172,1287.9201049804688,1391.8600845336914,1363.8000984191895,1909.9801483154297,1518.5800971984863,2307.9401664733887,1549.4801063537598,1447.1600952148438,1321.220100402832,1412.9800910949707,1419.120101928711,1381.0001106262207,1491.7400932312012,1338.7401084899902,1721.760108947754,1300.5000953674316,1415.840103149414,1324.0400886535645,1641.1201133728027,1494.4401016235352,1323.6000938415527,1502.5401039123535,1604.4801292419434,2401.020160675049,1521.5200958251953,2785.8002014160156,1342.0000915527344,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(32:4),PS,1512.6601181030273,1601.780117034912,1285.760082244873,1424.3200912475586,12877.26097869873,1466.0801048278809,1368.6000938415527,1286.3400993347168,1601.220115661621,26856.941707611084,1410.580093383789,2268.680164337158,2184.880142211914,1682.6601333618164,1541.900104522705,1366.1600952148438,1446.5201034545898,2690.180202484131,1759.2601318359375,35279.00283050537,1505.8600959777832,1836.6801261901855,2849.2602043151855,1558.6800956726074,20782.061325073242,1421.4001007080078,2157.380168914795,2758.600200653076,1464.460090637207,13290.200981140137,1413.5601043701172,1383.56010055542,3044.340229034424,1710.6801147460938,1528.4601097106934,1667.2601318359375,1705.8001289367676,2431.940174102783,2311.4401512145996,3316.8202018737793,1837.3601303100586,1557.7201080322266,1490.8201065063477,1563.1601104736328,1305.8200912475586,1480.8601036071777,1990.3201332092285,1581.6601181030273,1841.1001205444336,1337.8000831604004,1597.7001037597656,1616.0001068115234,2981.720188140869,1462.4000968933105,1508.4000968933105,1916.7201461791992,1411.8200988769531,3516.160228729248,2089.7601470947266,13367.480960845947,1589.3201217651367,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(32:5),PS,1557.0001068115234,1515.4601097106934,1502.1201171875,1661.9201202392578,11009.180824279785,1568.3001022338867,1473.260097503662,1341.8000869750977,1900.820140838623,25777.121795654297,1284.8400802612305,1760.7801246643066,1505.420093536377,1495.1801109313965,1936.520133972168,1427.8000869750977,1396.660099029541,1815.5201148986816,1356.240104675293,31243.702041625977,1406.2601013183594,1687.5601196289062,1869.0001411437988,1393.6601028442383,18659.961139678955,1351.900089263916,1778.0001220703125,2426.62015914917,1402.0600929260254,10683.360877990723,1463.5601081848145,1392.260097503662,1578.700107574463,1716.4801216125488,1517.1601066589355,1319.680103302002,1526.8201141357422,1633.200107574463,2197.200149536133,3255.560218811035,1489.4001159667969,1316.2800941467285,1344.4600982666016,1849.6201210021973,1329.8000946044922,1352.680088043213,1596.8601150512695,1375.5401039123535,2016.780128479004,1339.6401100158691,1583.5600967407227,1389.9801063537598,1548.6001052856445,1498.1800994873047,1297.9200859069824,1509.3201026916504,1392.3600997924805,1575.9201011657715,1585.8201065063477,13668.68091583252,1435.6400871276855,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(34:4),PS,253802.4764404297,252851.89764404297,6132.5404624938965,210991.7353591919,133167.24899291992,274063.13690185547,18410.2212600708,2860.1601905822754,171054.05145263672,157643.9302520752,22342.00156402588,130394.34874343872,105830.58683013916,190420.25390625,4758.74040222168,224332.91467285156,19520.461463928223,155939.39157104492,199254.3133544922,145401.35092926025,208441.1944885254,227084.85470581055,139149.9885559082,167646.63177490234,166369.23291015625,162845.47184753418,130516.54919433594,134711.94979858398,139122.3698425293,116318.10815429688,11286.640838623047,9141.900691986084,127037.79069519043,5785.560432434082,7714.680561065674,218453.6969985962,263332.9198150635,136148.1510925293,229915.47735595703,130977.66780090332,181562.0311279297,28333.622230529785,20603.001441955566,28152.381774902344,7530.220554351807,211340.6355895996,186598.79299926758,9133.740623474121,227892.95740509033,3466.1202392578125,297596.7209472656,12610.140857696533,93566.1856842041,177087.53271484375,5510.72038269043,294708.5207519531,18151.281505584717,88983.30595397949,184489.71170043945,132375.8081665039,13089.600883483887,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(34:5),PS,32797.282165527344,28954.96209335327,2137.180149078369,25583.141845703125,20712.821670532227,35511.542499542236,3426.6602363586426,1549.7401161193848,22071.82155227661,26370.482025146484,3120.2601776123047,17237.441249847412,15527.521186828613,24312.74203491211,1617.8801193237305,25155.24175643921,3966.1603088378906,17814.381317138672,25761.66167449951,24771.42144393921,25586.16178894043,29317.4019241333,18758.301239013672,19703.60137939453,25871.941955566406,22343.781631469727,17185.9012298584,16472.581199645996,18875.261402130127,19701.001152038574,2449.7201805114746,2645.26016998291,17015.221214294434,1518.5201148986816,1990.100154876709,28585.442081451416,32630.52220916748,19093.34119796753,26716.501850128174,17486.081161499023,23444.62162399292,4093.6202812194824,3129.5202293395996,4217.140285491943,2656.5801963806152,25816.622024536133,24028.001544952393,2536.900192260742,30214.122077941895,1524.0601119995117,38075.62243652344,2629.9801902770996,15951.721099853516,25120.30152130127,1637.4601211547852,35909.602615356445,3751.3002548217773,13932.880989074707,24140.70156097412,20064.18137359619,2405.660171508789,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(34:6),PS,1744.5801277160645,1628.860122680664,1412.8001098632812,2123.920150756836,3245.0202140808105,1602.9201164245605,1611.8401069641113,1366.440097808838,1750.760108947754,3948.2002906799316,1310.2600898742676,1788.9601249694824,1917.2201499938965,1457.1601066589355,1288.8800888061523,1596.5601043701172,1728.4401245117188,2328.2001342773438,1518.920108795166,4097.920280456543,1578.0601196289062,1486.740104675293,1994.6201477050781,1579.0801162719727,3468.120273590088,1520.5801162719727,1476.8400993347168,1586.8401184082031,1715.1601333618164,2806.1002044677734,1381.4801063537598,1340.6600952148438,2103.4001502990723,1526.3801040649414,1308.220100402832,1527.0001106262207,1733.460132598877,1726.8601303100586,1414.5401039123535,1557.7601280212402,1954.020149230957,1963.8401489257812,1637.8801155090332,1377.3000946044922,1306.7000846862793,1641.480110168457,1655.6801300048828,1475.2401084899902,1759.500129699707,1400.6800918579102,1955.5801315307617,1722.16011428833,2000.4801216125488,2399.9601669311523,1494.3401145935059,1416.10009765625,1504.5200958251953,2104.1801528930664,1695.9001159667969,3350.480224609375,1569.6001205444336,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(36:4),PS,1447.8400955200195,1541.7401084899902,7823.420513153076,2143.2601432800293,4756.600322723389,1598.0801124572754,1385.1400909423828,3607.3802490234375,3076.220203399658,4847.920387268066,1585.680103302002,1741.800136566162,95789.3674659729,1399.5001029968262,1480.8201065063477,1373.2400932312012,1402.320110321045,89860.26633453369,2288.6801681518555,4768.120361328125,1392.8801002502441,1767.0601234436035,129961.63003540039,3643.920269012451,4147.740287780762,1284.180088043213,2468.880157470703,62542.34442138672,3292.0202255249023,3293.0602111816406,1476.7601127624512,1394.7800903320312,67492.4450263977,1604.6201057434082,3521.680274963379,1633.2601203918457,1509.860107421875,88796.3062133789,2566.380168914795,5441.540378570557,1570.1801147460938,1419.3000946044922,11019.060817718506,1868.1801300048828,1798.500129699707,1559.800106048584,2091.7201499938965,6025.280391693115,1865.940128326416,1369.0000953674316,1551.8601150512695,1430.4401016235352,89480.30683517456,2012.020133972168,2072.5601501464844,1500.1601028442383,1402.8400955200195,243942.0735168457,2436.7801551818848,4028.6402854919434,1452.120101928711,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(36:5),PS,1457.0801086425781,1645.6801261901855,1729.6001358032227,1926.7201309204102,5437.780361175537,1529.3401107788086,1706.6201362609863,2052.260166168213,1533.480094909668,5520.700412750244,1453.6600952148438,2216.6001739501953,11518.32080078125,1547.7401123046875,1487.3401145935059,1480.3600959777832,1752.640121459961,10492.280696868896,1653.0001182556152,6899.020530700684,1349.6800956726074,1708.2201194763184,10856.100833892822,1577.8401145935059,6416.940460205078,1487.8401184082031,2461.7001724243164,8149.9605140686035,2145.100128173828,3498.7402534484863,1290.2000885009766,1346.4400901794434,11238.520851135254,1405.7401084899902,1355.6801109313965,1368.4800872802734,1430.0600967407227,11348.00072479248,1898.5201301574707,3111.160224914551,1289.020092010498,1390.5800895690918,1621.1801300048828,1467.0801124572754,1660.4801139831543,1876.5401344299316,2111.4801483154297,1646.020118713379,1460.6200981140137,1286.6400871276855,1421.6400985717773,1357.4201011657715,7920.000568389893,1528.5001029968262,1628.0401191711426,1391.0200958251953,1939.7401542663574,28315.061935424805,1578.6001091003418,5145.300350189209,1544.700107574463,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(36:6),PS,1539.0201148986816,1741.5801086425781,1599.7801055908203,1871.0001335144043,7861.200580596924,1511.5800971984863,1700.960132598877,1494.8201141357422,2072.9601440429688,10436.500709533691,1314.3600883483887,2638.660213470459,1506.720100402832,1545.1601104736328,1455.120101928711,1446.0001029968262,1788.6601219177246,2267.7201652526855,1631.7601051330566,8277.520610809326,1485.0000953674316,1716.3001098632812,2429.26016998291,1741.060131072998,7319.260517120361,1516.8001174926758,2157.1401329040527,2030.3801536560059,1565.3801307678223,4928.600379943848,1326.300090789795,1305.5800971984863,1689.2601203918457,1443.480094909668,1362.840103149414,1592.3201217651367,1586.0401191711426,2450.900192260742,1552.1601066589355,4015.8002891540527,1772.2801132202148,1573.4401054382324,1561.6201057434082,1755.0401229858398,1452.2000885009766,1385.520107269287,1424.4800987243652,1575.6201171875,1621.1201171875,1417.9200973510742,1485.4801025390625,1434.5001068115234,1885.7201347351074,1459.7800941467285,1644.3801307678223,1544.220100402832,1496.0001258850098,2280.1601753234863,1618.9001235961914,7398.860507965088,1605.1601181030273,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(38:3),PS,2731.940212249756,27238.621795654297,12302.280990600586,4340.940273284912,28441.142028808594,4377.420276641846,5471.940380096436,5556.880355834961,3353.240234375,42409.363037109375,1425.8400993347168,131415.37007522583,179626.15432739258,2054.600143432617,2353.7401580810547,1849.7401313781738,11923.020874023438,146452.60998535156,3668.900218963623,31396.982231140137,1928.9401245117188,59937.50423812866,222804.4563140869,4106.960277557373,31288.982391357422,1545.780101776123,142754.4695892334,115819.62811279297,3477.620231628418,20881.0013961792,1556.8801193237305,1395.10009765625,153646.209815979,1811.7401237487793,5061.900379180908,2496.880172729492,50724.64402770996,169115.57145690918,5181.020401000977,32620.002182006836,2155.5201454162598,8732.160541534424,23418.021766662598,2266.7801475524902,4170.820308685303,2076.3801307678223,104149.50744628906,9164.600688934326,2554.4201889038086,2428.1601638793945,2610.1401901245117,4381.42028427124,148963.84926605225,3477.7402114868164,2966.1202087402344,2798.820198059082,12578.160888671875,306408.84161376953,3072.920234680176,29853.22248840332,1440.9201011657715,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(38:4),PS,2143.3401412963867,2890.560199737549,52250.64387130737,5747.000373840332,15708.261032104492,3280.3602027893066,2121.0801582336426,19900.421363830566,10557.500835418701,20734.341472625732,1564.1201095581055,4661.1403160095215,1196608.1905975342,3999.7202644348145,3579.1202354431152,2787.200180053711,1881.8001098632812,860798.1181640625,9960.780746459961,16429.921211242676,2629.040184020996,3460.6802253723145,1316672.7265625,16626.54119873047,11473.040702819824,2046.460163116455,3202.0602226257324,654172.8420410156,14063.960941314697,8289.920677185059,3055.8201904296875,1920.840145111084,818855.2845115662,2046.4201545715332,17182.421321868896,3854.7802505493164,3589.400218963623,988668.1926116943,10794.040756225586,36820.28267669678,2645.8201866149902,2565.3401679992676,101279.52757263184,4536.600368499756,9523.320781707764,2581.5801963806152,4019.620231628418,37058.40264892578,7683.3405113220215,5305.040367126465,3968.2602920532227,1905.9801406860352,831560.1914672852,9268.480709075928,9972.920715332031,3982.220314025879,2946.60018157959,1930520.6015625,11656.620887756348,17014.34111404419,2358.1001739501953,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(38:5),PS,1504.6801071166992,2184.140163421631,7398.620510101318,2956.0002403259277,6819.54048538208,1878.7201538085938,1894.740146636963,3390.860237121582,3347.5602493286133,6971.840431213379,1340.360092163086,5673.860378265381,120189.64876174927,1553.14009475708,1606.6201095581055,1551.2201080322266,1866.420124053955,90639.68547439575,3594.8402214050293,6389.540393829346,1676.6201095581055,3710.640251159668,117473.1873626709,3534.000228881836,6104.800422668457,1531.200107574463,5159.000434875488,68252.8646850586,5124.900333404541,4556.540294647217,2149.140163421631,1814.3201293945312,99236.32651901245,1460.3001098632812,3626.2602767944336,1860.8001403808594,2127.6801567077637,111538.96754455566,3513.1402320861816,6710.220458984375,1545.5401191711426,1719.780128479004,14080.721019744873,2462.6401901245117,2156.6601638793945,1671.6401062011719,4039.4202766418457,7620.16051864624,2894.940227508545,1501.0001068115234,1853.4601402282715,1514.4801063537598,76262.04531860352,3157.9602279663086,2611.4602088928223,1843.5801391601562,1947.5201263427734,228849.39581298828,3531.180233001709,5995.020412445068,1483.7000999450684,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(38:6),PS,1384.680103302002,1701.8201217651367,12103.660732269287,2767.580207824707,8892.140674591064,1489.0400886535645,1471.1401100158691,5097.340354919434,3176.220230102539,9373.180568695068,1335.2400856018066,1928.560157775879,163663.9715423584,1700.9201278686523,1813.6001205444336,1542.06010055542,1512.1401023864746,124349.56851196289,2892.9201698303223,5361.4003257751465,1431.0801086425781,1568.5201034545898,246189.77667236328,5255.100387573242,6087.500434875488,1571.0801124572754,1994.2201499938965,107921.06732177734,4221.200305938721,4144.940284729004,1740.3401184082031,1472.880111694336,101203.6679763794,1496.0201110839844,3561.260265350342,1621.8801193237305,1736.900131225586,137916.3097000122,3271.820209503174,7862.220611572266,1471.520107269287,1384.280086517334,17094.08120727539,1714.8201293945312,2700.3802070617676,1289.7400932312012,2020.4801445007324,7650.060596466064,2645.040195465088,2286.7601776123047,1592.3601264953613,1362.5600891113281,152914.4090423584,3396.8802375793457,3015.0402030944824,1768.120132446289,1617.0801124572754,446700.03045654297,3661.8802795410156,5201.80037689209,1366.9000968933105,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(40:2),PS,7450.080554962158,12055.500843048096,2370.2201957702637,1661.180103302002,26850.001922607422,11636.180820465088,2906.5402297973633,1390.0800895690918,2020.8801498413086,30730.802352905273,1638.4801139831543,66646.36515808105,10799.060749053955,1843.9401092529297,2104.820156097412,6255.660495758057,6794.380458831787,17627.901111602783,1540.4801216125488,25364.761684417725,2253.7001762390137,29811.382373809814,12898.880954742432,1699.1601066589355,25522.541618347168,1977.2401504516602,92419.06677246094,13254.980995178223,1392.3200988769531,20889.96120071411,1331.460105895996,1364.0801010131836,22380.781620025635,1987.760139465332,2502.400177001953,2025.5201454162598,26262.341911315918,14557.120933532715,3089.660213470459,19009.581287384033,2105.760150909424,4918.540313720703,3684.560256958008,1437.64009475708,1738.680118560791,4250.780330657959,43177.243492126465,2851.1402130126953,2446.0401573181152,1860.9601516723633,4903.400363922119,3254.380210876465,12812.900997161865,1670.560115814209,1459.1401100158691,5739.3203773498535,6369.360450744629,13501.44080734253,1563.320110321045,20905.201385498047,1404.3200950622559,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(40:3),PS,19859.141410827637,31293.342399597168,3622.6402587890625,3441.720241546631,65637.66435241699,31907.642295837402,6848.300422668457,1748.6601181030273,2573.840175628662,82562.96536254883,3616.0002517700195,169644.0905227661,26818.462158203125,1899.080135345459,3733.3602561950684,13502.901058197021,16939.64112472534,49261.60372161865,2381.2201805114746,67898.2445526123,5823.360355377197,74944.74520111084,41250.04293823242,1868.800121307373,63569.18460083008,3953.660259246826,246293.41693115234,33288.94219970703,2355.6601524353027,46822.44355773926,1670.4201202392578,1599.6001205444336,67338.80407714844,2547.080181121826,3476.540241241455,2907.940227508545,65475.94446182251,41163.96319580078,5652.860347747803,47846.303340911865,4295.020313262939,8364.780506134033,7996.160648345947,2205.8001441955566,2553.8201942443848,9541.420600891113,108086.76693344116,5088.240337371826,5120.060317993164,2505.0001487731934,10072.520694732666,6140.920440673828,32609.342098236084,3609.8402519226074,2281.1401710510254,12318.220844268799,16123.121074676514,36381.68257141113,2468.500171661377,55024.18381500244,1524.7000999450684,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(40:4),PS,1583.3201141357422,1801.4001350402832,5495.620376586914,2457.540180206299,10885.920665740967,2082.5401496887207,1535.3401069641113,2528.080219268799,3051.4802627563477,17408.82141494751,1321.2600936889648,3014.8402519226074,63364.58414840698,1939.560131072998,1653.8001098632812,1489.9001007080078,1432.9200973510742,76207.56634521484,2600.6802101135254,20045.681648254395,1374.360092163086,2325.440155029297,88986.4854888916,2438.7801666259766,13121.060920715332,1388.3600959777832,3774.0202407836914,55307.66387939453,2624.1602096557617,10696.820831298828,1530.2201042175293,1662.1401252746582,87878.18521118164,1986.1201438903809,2214.520175933838,1608.360107421875,2827.800193786621,73663.12496948242,3615.580234527588,5813.920421600342,1441.4601020812988,1502.940097808838,12404.920917510986,1507.1601028442383,2362.5401573181152,1517.3200874328613,2892.140224456787,4964.520378112793,2575.2201614379883,1668.0201110839844,1546.9601020812988,1318.8000869750977,72342.82462692261,2829.640193939209,2091.1601486206055,1779.3401336669922,1679.9001121520996,112121.52827453613,2928.240188598633,11215.12075805664,1308.5200881958008,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
PS(40:5),PS,1895.280128479004,2086.2201499938965,12447.340911865234,2367.5001792907715,6911.2204666137695,2401.900173187256,2199.880153656006,5812.980350494385,3050.4401931762695,8211.400604248047,1468.7801094055176,7946.160568237305,186685.792678833,1927.8601455688477,1500.7001037597656,1578.2801208496094,1799.9601135253906,138357.30996704102,4637.340335845947,6638.060413360596,1423.8400955200195,3552.6802558898926,233319.71771240234,4525.0602951049805,5681.140434265137,1297.2600898742676,7806.420543670654,114165.78759765625,3495.660228729248,4488.400299072266,1639.0801277160645,1528.4601020812988,153031.57098007202,1502.4001159667969,4438.720310211182,2073.500144958496,3114.860263824463,167339.91326904297,4280.2203369140625,10413.740692138672,1572.7401084899902,1529.9201011657715,20065.621459960938,1753.7601165771484,3269.740203857422,1805.340129852295,3441.800224304199,8707.540718078613,2774.4201698303223,2102.960136413574,1666.9601135253906,1624.6601181030273,148514.37078857422,3276.8802032470703,3024.5002403259277,1701.7601127624512,1792.2401428222656,355309.58349609375,2821.700222015381,5354.040340423584,1473.5201110839844,experiment: E,experiment: C,experiment: E vs experiment: C,30,30,BlankBrain_NA
