Lipid,Class,E-1BMVF,E-2BMVF,E-3BMVF,E-4BMVM,E-5BMVM,E-6BMVM,C-1BMVF,C-2BMVF,C-3BMVF,C-4BMVM,C-5BMVM,C-6BMVM,BlankBrain_NA,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,1192.0600814819336,1128.6400756835938,1158.1800727844238,1126.340072631836,1124.3800773620605,1121.3800888061523,1126.0200843811035,1127.8800773620605,1128.7200775146484,1125.6200904846191,1125.3800811767578,1127.62007522583,1125.580078125,Type: BMV | experiment: E,Type: BMV | experiment: C,Type: BMV__experiment: E vs Type: BMV__experiment: C,6,6,BlankBrain_NA
1-O-carboceroyl-Cer(d18:1/18:0),Cer,1124.7200736999512,1128.4400749206543,1128.3000679016113,1125.0800819396973,1187.2600860595703,1121.5600814819336,1177.220085144043,1128.580078125,1129.4600677490234,1125.3200759887695,1153.3200874328613,1152.7400741577148,1126.0800819396973,Type: BMV | experiment: E,Type: BMV | experiment: C,Type: BMV__experiment: E vs Type: BMV__experiment: C,6,6,BlankBrain_NA
1-O-cerotoyl-Cer(d18:1/16:0),Cer,1186.420093536377,1142.100082397461,1128.5200729370117,1126.1000862121582,1125.0400886535645,1121.9800910949707,1126.5800819396973,1127.7200775146484,1128.6000709533691,1126.2600784301758,1125.7800750732422,1126.9200820922852,1126.1400833129883,Type: BMV | experiment: E,Type: BMV | experiment: C,Type: BMV__experiment: E vs Type: BMV__experiment: C,6,6,BlankBrain_NA
1-O-cerotoyl-Cer(d18:1/18:0),Cer,1125.1400756835938,1128.0600776672363,1128.4800834655762,1125.9200744628906,1124.8200759887695,1121.5800857543945,1135.880084991455,1128.6600875854492,1128.7800827026367,1125.3000755310059,1126.000087738037,1127.9000816345215,1128.12007522583,Type: BMV | experiment: E,Type: BMV | experiment: C,Type: BMV__experiment: E vs Type: BMV__experiment: C,6,6,BlankBrain_NA
1-O-eicosanoyl-Cer(d18:1/16:0),Cer,1199.600082397461,1195.8400917053223,1087.2000770568848,1083.9200897216797,1082.6600723266602,1080.7600708007812,1146.320083618164,1172.420078277588,1129.1800842285156,1083.2600860595703,1083.9200706481934,1086.200080871582,1083.3200721740723,Type: BMV | experiment: E,Type: BMV | experiment: C,Type: BMV__experiment: E vs Type: BMV__experiment: C,6,6,BlankBrain_NA
1-O-lignoceroyl-Cer(d18:1/16:0),Cer,1124.940086364746,1128.180076599121,1128.3400764465332,1125.4000816345215,1156.4000854492188,1122.0600700378418,1126.3000755310059,1127.640079498291,1176.0000915527344,1125.3000831604004,1125.5800743103027,1127.1800804138184,1125.9000854492188,Type: BMV | experiment: E,Type: BMV | experiment: C,Type: BMV__experiment: E vs Type: BMV__experiment: C,6,6,BlankBrain_NA
1-O-pentacosanoyl-Cer(d18:1/16:0),Cer,1126.0200805664062,1292.8200874328613,1188.1800727844238,1125.6600723266602,1124.4400901794434,1122.0800704956055,1126.5200805664062,1174.3400802612305,1128.7200775146484,1133.0400772094727,1283.280086517334,1128.0800743103027,1184.060073852539,Type: BMV | experiment: E,Type: BMV | experiment: C,Type: BMV__experiment: E vs Type: BMV__experiment: C,6,6,BlankBrain_NA
1-O-tricosanoyl-Cer(d18:1/16:0),Cer,1129.5400772094727,1128.8800735473633,1128.980068206787,1177.1600952148438,1163.180076599121,1153.5000801086426,1126.780086517334,1127.4800758361816,1129.1800804138184,1160.4800872802734,1180.8000869750977,1127.580078125,1199.3000755310059,Type: BMV | experiment: E,Type: BMV | experiment: C,Type: BMV__experiment: E vs Type: BMV__experiment: C,6,6,BlankBrain_NA
1-O-tricosanoyl-Cer(d18:1/18:0),Cer,1125.2200736999512,1128.5000801086426,1128.8400802612305,1125.8000793457031,1124.4200744628906,1122.240077972412,1125.8400764465332,1128.3400840759277,1128.8600769042969,1125.4200859069824,1125.8000755310059,1128.1600723266602,1125.6400871276855,Type: BMV | experiment: E,Type: BMV | experiment: C,Type: BMV__experiment: E vs Type: BMV__experiment: C,6,6,BlankBrain_NA
CAR,CAR,2673.12020111084,3053.7802352905273,2612.62020111084,2818.4201850891113,2630.860179901123,2832.4801902770996,2819.8002014160156,3173.440231323242,2818.1002197265625,3000.4402084350586,2633.220188140869,2737.6601905822754,2588.7201652526855,Type: BMV | experiment: E,Type: BMV | experiment: C,Type: BMV__experiment: E vs Type: BMV__experiment: C,6,6,BlankBrain_NA
CAR(10:0),CAR,3322.300224304199,2929.6402168273926,3270.900230407715,3331.260238647461,3230.0202102661133,3604.6402587890625,3036.6402168273926,2899.740222930908,2892.66019821167,3042.040225982666,3761.020252227783,2598.7001876831055,3689.7602729797363,Type: BMV | experiment: E,Type: BMV | experiment: C,Type: BMV__experiment: E vs Type: BMV__experiment: C,6,6,BlankBrain_NA
