Lipid,Class,DOD100-M2-5xFAD-hippo10x_01202023,DOD100-M3-5xFAD-hippo10x_01202023,DOD99-M1-5xFAD-hippo10x_01202023,M1FAD173-5xFAD-Hippo10x_01182023,M2FAD173-5xFAD-Hippo10x_01192023,DOD100-M1-WT-hippo10x_01202023,DOD99-M2-WT-hippo10x_01202023,M5FAD173-WT-Hippo10x_01192023,10xBlank_01202023,Title1,Title2,Title,length1,length2,Blank_name
PE (20:3),PE,112742.10821533205,135673.06970214844,26323.52188110352,1450.56010055542,73965.4448852539,103694.52783203124,110900.14822387695,44807.20347595215,134751.6123046875,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (20:4),PE,114246.46685791016,110980.0086669922,37210.50256347656,1482.1401100158691,64498.64477539063,104865.50793457033,127224.78942871094,54445.02387237549,101760.58801269533,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (20:5),PE,804336.9345703125,822345.8017578125,587340.6416015625,13481.920692443848,489169.251953125,738379.791015625,800877.8359375,518924.2373046875,1053810.58984375,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (21:0),PE,53262.98329162598,48697.82284545898,22095.24156188965,41261.082916259766,9883.400672912598,49264.70359802246,55287.48327636719,29898.50227355957,61122.76376342773,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (22:0),PE,89948.9271850586,83427.10485839844,21242.041564941406,95884.86590576172,51884.36325073242,72861.88485717773,85154.52685546875,83184.52642822266,48928.30291748047,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (22:1),PE,43034.56301879883,44752.66310119629,20330.58142089844,34124.64225769043,28893.86237335205,39251.5827331543,43704.86242675781,26482.661682128903,48369.2829284668,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (22:2),PE,60195.00415039063,58500.704010009766,20918.5615234375,45063.86338043213,36652.54327392578,53676.06394958496,53040.824768066406,42119.42337036133,69208.80529785156,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (22:4),PE,88157.0259399414,89299.26635742188,29380.381927490234,66144.3646850586,48333.50338745117,82694.70657348633,106378.72772216795,43672.10299682617,94470.94744873048,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (22:6),PE,180820.78985595703,171309.37182617188,31819.86245727539,139374.78959655762,91075.26740264893,195587.2347412109,221474.73388671875,106081.2077331543,82245.14535522461,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (24:0),PE,45576.40397644043,42652.54281616211,22317.121536254883,35226.503189086914,38999.06278991699,41560.022872924805,41295.20309448242,33904.96186828613,45019.96331787109,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (26:0),PE,82933.44659423828,99403.2084350586,25042.381942749023,90923.5066833496,90598.2458190918,96859.08624267578,98177.4859008789,72471.06517028809,143006.89086914062,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (26:1),PE,121115.00854492188,120406.3291015625,105496.64837646484,108432.32641601562,106343.28747558594,121107.60864257812,116782.46850585938,104919.30712890624,127906.20922851562,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (28:0),PE,54035.5032043457,63217.78500366211,21332.80139160156,40593.78273010254,48664.12284088135,52136.662658691406,52172.60412597656,34640.96250915527,68318.40428161621,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (28:1),PE,45918.10354614258,50627.74291992188,25864.341827392574,42031.66284179688,37104.92218017578,44220.12316894531,43491.26330566406,33705.482177734375,47295.98419189453,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (28:2),PE,159809.47241210938,149105.7510986328,96404.38732910156,138182.89025878906,111071.52807617188,129608.32934570312,138689.349609375,116700.02746582033,146885.65112304688,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (30:0),PE,85480.32678222656,79262.74627685547,66616.64459228516,72890.80529785156,78905.9253540039,81496.76538085938,81101.92565917969,70382.06481933594,74780.46563720703,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (30:1),PE,58493.30426025391,58463.10354614258,23301.601669311523,40476.20318603516,45335.68305969238,52558.024322509766,51788.38320922852,46308.02331542969,54649.66275024414,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (30:2),PE,51210.0432434082,49811.90309143066,21250.72148132324,37938.022872924805,39571.78242492676,48958.66369628906,48445.52290344238,34740.76240539551,52722.92385864258,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (30:3),PE,53916.383728027344,52002.68309020996,23177.301513671875,55600.2239074707,47642.563415527344,46851.52331542969,44321.46353149414,34036.50228881836,58449.96423339844,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (30:4),PE,45758.162994384766,48752.70364379883,21036.081573486328,40083.44323730469,40942.94296264648,44061.3228302002,43484.34329223633,29198.56202697754,47089.9833984375,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (32:0),PE,265729.6770629883,290527.9819335937,33387.282470703125,180748.9122619629,182598.7149047852,235773.85467529297,247964.35681152344,173579.83303833008,185644.4490661621,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (32:1),PE,54830.34428405762,51615.20303344727,23770.981887817383,46677.80331420898,46222.383880615234,50416.90365600586,52911.8037109375,40300.86306762695,54137.70306396485,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (32:2),PE,89860.62756347656,88305.24710083008,27458.161987304688,79147.52545166016,69479.72468566895,77358.9458618164,78640.70446777344,78354.88635253906,50881.72332763672,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (32:3),PE,208164.193359375,194938.68878173828,29026.20211791992,178492.41430664062,165288.10943603516,176691.47052001953,178974.05419921875,182285.79399108887,50290.68280029297,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (32:4),PE,84536.22485351562,68578.52490234375,26704.84194946289,49852.003173828125,54656.84396362305,72803.66616821289,72476.96487426758,58979.92387390137,51685.40298461914,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (32:5),PE,77840.58526611328,64692.76483154297,43917.623046875,53276.16363525391,54849.88415527344,301849.82287597656,62305.26446533203,50900.243896484375,67241.04461669922,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (34:1),PE,171390.77081298828,158749.39135742188,30920.702186584476,182626.5509033203,187943.45190429688,112135.12887573242,169469.21209716797,178431.5951538086,52022.14367675781,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (34:2),PE,71531.52465820312,66275.00512695312,25961.801837921143,62210.0647277832,63623.70468139648,59683.94404602051,60077.52410888672,58651.923736572266,52828.1637878418,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (34:3),PE,67619.76452636719,61540.544036865234,27823.682151794437,44174.22290039063,50304.86380004883,56413.88391113281,55923.38397216797,42465.46319580078,55874.96395874024,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (34:4),PE,53359.04379272461,53298.6037902832,25012.381607055664,36360.80261230469,38586.962890625,46857.543395996094,48519.98294067383,36337.12278747559,48958.36328125,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (34:5),PE,118298.5710144043,110332.50674438477,26739.6819229126,58698.72393798828,75187.68530273438,116700.08865356444,93881.1455078125,72845.98544311523,74190.10473632812,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (34:6),PE,70288.9248046875,63778.28472900391,30962.78210067749,50574.7834777832,55643.56430053711,112020.38635253906,61395.684631347656,50005.38317871094,57863.9440612793,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (36:0),PE,137173.65029907227,121664.64855957033,35447.78256225586,121683.36767578124,118594.54711914062,103312.9464111328,128972.02883911131,124607.12768554688,59809.82385253906,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (36:1),PE,209622.6334228516,184384.55267333984,37456.58297348023,219241.75799560547,223314.9158935547,150529.97076416016,192602.7321166992,228989.95416259769,60567.34436035156,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (36:3),PE,97830.28784179688,96546.68746948242,27241.741737365723,80041.9860534668,91642.88607788086,78074.70526123047,88794.52551269531,79327.86614990234,54986.563903808594,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (36:4),PE,224526.4594116211,197260.07403564453,40790.14302444458,210056.7958984375,211246.53302001956,142323.13110351562,212909.3133544922,201924.2946166992,73179.7250366211,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (36:5),PE,79082.44635009766,70801.08459472656,32365.042053222656,56266.044006347656,54479.64337158203,60648.50375366211,65319.92459106445,53462.08337402344,53825.96405029297,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (36:6),PE,71698.9448852539,67634.58465576172,33068.64254760742,48303.50344848633,56170.96347045898,66794.52532958984,61342.40490722656,53516.103759765625,56641.84390258789,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (36:7),PE,58781.864318847656,53276.34356689453,28915.261840820312,45082.76287841797,45717.86309814453,51529.70385742188,50218.323638916016,41648.96304321289,48742.32336425781,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (36:8),PE,97613.6065673828,81889.64569091797,34375.04261016846,73707.20599365234,68893.62423706055,76205.1455078125,80093.08514404297,71274.2446899414,58118.60437011719,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (38:0),PE,168216.43255615234,140316.6719970703,42524.94288253784,152291.7710571289,153809.31115722656,134704.96978759766,157630.7899169922,162306.8099975586,72184.90588378906,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (38:0)_2,PE,173993.19427490234,142900.7109375,42095.68318557739,136805.5689086914,143801.53338623047,132708.82983398438,155252.9287109375,160129.6923828125,67109.26397705078,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (38:1),PE,101401.3871459961,93852.86688232422,35060.6826210022,85321.16571044922,94060.32720947266,98369.44647216795,96878.24713134766,90289.98583984376,59624.66455078125,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (38:2),PE,88813.72619628906,90640.62615966795,33401.20255279541,73354.42486572266,68642.4839477539,80244.68615722656,83410.38571166992,76378.66479492188,60375.42492675781,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (38:3),PE,190313.3737182617,182925.81573486328,35388.28260040283,202401.97583007807,201499.7120361328,146073.1885986328,200876.7137451172,194966.27319335935,65347.90435791016,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (38:5),PE,253373.55950927731,244393.8733520508,34705.48241043091,259887.7545166016,269017.3616333008,173846.97064208984,260921.21997070312,253944.4948120117,57860.28399658203,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (38:6),PE,465481.3509521485,417835.7498168945,41453.60288238525,487932.11486816406,561672.5418701172,296464.73986816406,484209.3832397461,525878.2763671875,71421.02490234375,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (38:7),PE,296168.3997192383,405678.20526123047,35174.222240448,506199.6898803711,237480.75390625,327741.7397460937,386210.088256836,507042.868347168,115742.64880371094,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (38:8),PE,91957.84686279295,82742.16607666016,42278.74291229248,71089.04522705078,75483.5249633789,74431.96447753906,76320.56567382812,72529.78521728516,66760.24517822266,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (38:9),PE,107758.22784423828,90159.72625732422,38839.22255325317,74146.28515625,76722.96606445312,86854.54583740234,77777.2251586914,78478.62518310547,68791.42498779297,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (40:0) | PEp (42:6),PE | PE,848285.9451904297,986631.123046875,45058.82318115234,586565.1856079102,606720.1514282227,724774.1387939453,814250.5534667969,571985.6387939453,739565.6359863281,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (40:0) | PEp (42:6)_2,PE | PE,773693.3519287109,856526.6607666016,45102.84346008301,559598.2181396484,548904.8374633789,679525.7001953125,701337.6924438477,533587.0078735352,704371.3571777344,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (40:1),PE,67255.96496582031,60473.32458496094,31283.02244567871,49244.72326660156,54221.86346435547,60119.84387207031,59011.16442871094,52186.68353271485,60797.52395629883,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (40:10),PE,119538.30755615234,113342.22680664062,39347.6227645874,118711.94665527344,74280.26470947266,95063.46704101562,110046.14739990234,107620.90631103516,67112.2446899414,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (40:2),PE,112945.96856689452,115456.06689453124,35060.76248168945,91887.56744384766,104153.06732177734,113209.74835205078,87569.3657836914,79075.48504638672,124172.42895507812,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (40:3),PE,112210.18756103516,92162.10552978516,43123.06266784668,73483.8051147461,74864.06579589844,85724.40606689453,89004.38525390625,75306.4652709961,64576.34442138672,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (40:4),PE,221170.7969970703,198964.59356689453,47655.763671875,222646.49810791016,220669.2905883789,157827.95080566406,235512.6371459961,205376.81317138672,70988.00439453125,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (40:5),PE,231337.7371826172,213024.81323242188,35289.64235687256,239750.2362060547,248301.68072509769,160225.27221679688,224993.8358154297,227062.451171875,68147.14532470703,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (40:7),PE,197652.41479492188,175214.7928466797,51138.66367340088,183730.5733642578,185141.65380859372,153381.9522705078,183747.09313964844,166646.31176757812,76985.52502441406,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (40:8),PE,98407.86682128906,87020.32666015625,43035.00347900391,69709.86474609375,70444.12469482422,83447.58660888672,89308.98571777344,69000.82531738281,73820.48571777344,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (40:9),PE,79086.34606933594,74423.66540527344,41173.20315551758,64811.3447265625,57283.28399658203,76824.02557373047,73816.24584960938,62780.94445800781,68818.30487060547,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (42:0),PE,66080.86535644531,59434.92462158203,29048.88208770752,45102.64303588867,46999.22348022461,62103.08404541016,53817.16397094727,39326.183197021484,80385.34509277344,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (42:1),PE,71771.68475341797,75580.82604980469,30013.60231781006,74227.6849975586,51678.72393798828,65519.50540161133,70196.28509521484,64567.984375,44949.74362182617,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (42:10),PE,97350.0067138672,102713.34716796876,31958.66217041016,83381.54541015625,71539.98553466797,86566.56646728516,95764.58465576172,70341.48449707031,88553.50668334961,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (42:11),PE,261159.31939697263,322813.0189819336,36101.68260192871,255497.31665039065,287462.3624267578,290554.81951904297,280566.17932128906,230996.53704833984,567797.3109130859,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (42:2),PE,93406.8060913086,106673.62817382812,34152.78252410889,102453.62579345705,62101.70376586914,88260.82513427734,104298.94635009766,80198.26544189453,54594.463134765625,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (42:2)_2,PE,90418.56652832033,99823.04724121094,34159.762798309326,93389.54559326172,61070.22528076172,84549.60470581055,95178.58724975586,76725.82623291016,50915.143798828125,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (42:3),PE,114661.88806152344,92248.96618652344,38203.14283370972,65528.50469970703,70925.62475585938,80408.94598388672,86417.08514404297,64282.884033203125,82177.765625,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (42:4),PE,61351.56427001953,54260.00396728516,31433.162269592285,41475.04263305664,42793.28298950195,52088.6838684082,53156.463134765625,40667.0029296875,47901.96307373047,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (42:5),PE,64100.84454345703,54428.82318115234,33997.26235961914,44696.863372802734,45748.54348754883,53057.16363525391,53827.3037109375,42839.32336425781,48342.28338623047,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (42:6),PE,66062.68426513672,60284.364196777344,31401.742126464844,45832.723236083984,50801.80337524414,55623.96380615234,55851.14392089844,43148.06314086914,51214.32336425781,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (42:7),PE,67824.44525146484,65919.06469726562,36794.06256103516,56035.14343261719,54087.56414794922,64177.40460205078,59271.9447631836,49385.68371582031,62931.244384765625,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (42:9),PE,96084.7260131836,91534.48724365234,34528.04281616211,96460.76690673828,69067.34558105469,84289.90618896484,92345.34600830078,79253.08590698242,60611.303955078125,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (44:0),PE,53505.18350219727,43218.403747558594,23450.14172744751,33127.402282714844,31173.482299804688,45336.58337402344,40328.282890319824,28529.60178375244,41320.12312316895,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (44:1),PE,50476.34410858154,39074.68257904053,24431.86181640625,30370.182159423828,31392.42214202881,39634.203125,36901.74275970459,29996.16241455078,46303.14366149902,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (44:12),PE,66323.52410888672,53288.20373535156,28614.662071228027,45499.26318359375,43930.68313598633,54226.60452270508,51576.48370361328,39589.68264770508,52815.76443481445,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
PE (44:2),PE,56689.60333251953,41544.003326416016,28594.201725006104,34562.64208984375,34012.002380371094,39453.70297241211,39591.76249694824,31088.20217895508,39921.40255737305,Genotype: 5xFAD | Brain Region: hippo,Genotype: WT | Brain Region: hippo,Genotype: 5xFAD__Brain Region: hippo vs Genotype: WT__Brain Region: hippo,5,3,10xBlank_01202023
