Lipid,Group_B,Group_B,Group_B,Group_B,Group__C,Group__C,Group__C,Group__C
"DG(O-40:9),DG(38:2)_C16:1",1926.0401420593264,2000.080135345459,1928.64013671875,1984.4001426696775,2010.340133666992,2004.3401374816892,2112.1401329040527,1998.7801322937007
"DG(O-40:9),DG(38:2)_C18:0",2176.20015335083,1897.0801315307615,1922.9801445007324,1837.4601364135744,2068.540138244629,2098.3201446533203,2044.460147857666,2310.3401641845703
"DG(O-40:9),DG(38:2)_C18:1",3548.9402351379395,2354.5201721191406,2857.7402000427246,2414.780166625977,2948.920207977295,3674.6602478027344,3173.7002029418945,4058.160316467285
"DG(O-40:9),DG(38:2)_C18:2",5591.880359649658,4910.560390472412,4196.340286254883,7048.880500793457,3250.1602325439453,6134.500370025635,4565.520309448242,4010.500289916992
"DG(dO-38:9),DG(35:2)_C16:0",2084.580142974853,1964.2601432800293,1745.6401176452637,1834.800136566162,1902.320140838623,1941.6001358032229,1860.9401321411133,1867.8401260375977
"DG(dO-38:9),DG(35:2)_C16:1",1945.2201385498047,1938.280128479004,1930.8401374816892,1945.820140838623,2014.420124053955,2100.0001373291016,2146.1601600646973,1980.0801162719729
"DG(dO-38:9),DG(35:2)_C18:0",1841.100128173828,1864.320140838623,1723.660125732422,1839.900119781494,1791.2201232910156,1758.1001205444336,1858.940139770508,1753.9401321411133
"DG(dO-38:9),DG(35:2)_C18:1",2715.8401794433594,2131.720142364502,2451.000156402588,2035.5001335144043,2052.9001388549805,2481.4401817321777,2325.4601669311523,2646.440196990967
"DG(dO-38:9),DG(35:2)_C18:2",3317.740257263184,3112.360237121582,2802.640193939209,3453.4802474975586,2391.7601737976074,3390.580249786377,3238.220203399658,3013.6402282714844
FA(10:0) | FA(10:0),86151.22662353516,135516.80841064453,86874.40612792969,61279.3645324707,67515.32446289062,80855.42498779297,109505.98779296876,116229.48846435548
FA(10:1),112376.00830078124,154614.52935791016,116256.80767822266,90362.54766845705,103990.0673828125,99946.28674316406,125326.13012695312,131264.80932617188
FA(10:2),54741.68392944336,43368.7834777832,30836.922302246094,49612.70335388184,38880.742614746094,45716.18322753906,100209.92449951172,33512.92199707031
FA(10:3),422095.5489501953,223637.97583007807,72894.14514160156,409321.7421264648,448292.4359741211,258328.71807861328,1036732.6171875,177112.41455078125
FA(10:4),437286.2938232422,486623.65759277344,219277.09313964844,327954.9832763672,191963.9743652344,210315.4139404297,468548.9562988281,292890.2214355469
FA(10:5),379791.7857971192,394905.74517822266,90066.40692138672,292569.4000854492,73817.38488769531,116977.80908203124,421090.4873046875,143976.310546875
FA(10:6),202393.61291503903,207580.0346069336,249302.618347168,115845.36856079102,194719.5323486328,325666.82385253906,255140.1973876953,178043.93212890625
FA(11:0),65101.80462646485,71784.22485351562,58680.10412597656,46297.88354492188,72821.74487304688,72904.0251159668,61798.30432128906,60802.22399902344
FA(11:1),134885.34838867188,153373.33044433594,138825.15014648438,112049.68798828124,247601.9580078125,222249.6961669922,132093.4903564453,119402.54858398438
FA(11:2),283973.359375,293234.96002197266,271363.8376464844,298597.19958496094,555724.1142578125,572475.7993164062,289417.52001953125,147425.45080566406
FA(11:6),998814.5041503906,1264186.7944335938,630588.9821777344,681733.9035644531,586481.6088867188,547208.0197753906,974622.1490478516,1182785.2758789062
FA(12:0),92221.24597167967,99098.6880493164,68742.28448486328,68417.50512695312,68402.34436035156,74317.40588378906,103919.24731445312,116778.70776367188
FA(12:1),277139.3200683594,305438.1799316406,231654.35546875,201413.7138671875,214311.83520507807,221596.89721679688,246214.87854003903,272827.5166015625
FA(12:2),55446.32379150391,53180.423583984375,58021.02416992188,31183.22198486328,52090.92321777344,52394.263671875,53691.36367797852,49551.18359375
FA(12:4),72899.205078125,67140.66513061523,71380.84497070312,60227.80401611328,53235.32385253906,69545.66534423828,79028.12609863281,60197.28399658203
FA(12:5),60317.724609375,68728.24517822266,44924.72332763672,46219.40328979492,42272.343017578125,44137.24328613281,60310.724060058594,85018.52667236328
FA(12:6),102949.26745605467,126558.14807128906,105114.78787231444,69731.72497558594,88488.9860534668,96316.24713134766,109174.2882080078,112492.02770996094
FA(13:0) | FA(14:7),187169.0126953125,222094.49798583984,152711.50939941406,132857.69018554688,150389.69018554688,142841.0498046875,183836.93200683597,171506.6915283203
FA(13:0) | FA(14:7)_2,190690.11279296875,220807.49487304688,153276.7290649414,128833.04870605467,152104.0509033203,141923.76977539062,173816.291015625,166438.2509765625
FA(13:1),238402.09765625,277017.7824707031,60251.18438720703,227197.8376464844,64386.36492919922,62020.18408203125,256573.49853515625,237761.1378173828
FA(13:2),72405.50537109375,80397.32501220703,55388.884033203125,46742.202880859375,52847.14349365234,58669.22393798828,66626.54473876953,64494.00500488281
FA(14:0),114499.88806152344,113265.74877929688,114573.70880126952,81502.14685058594,108880.68786621094,126082.18981933594,127631.80822753906,104007.6671142578
FA(14:1),299644.416015625,124443.22863769533,98144.466796875,318296.12634277344,144468.09106445312,184399.5725097656,297511.3200683594,146715.3702392578
FA(14:2),1519645.4305419922,467828.154296875,223880.2946777344,1970528.4403076167,573589.5815429688,699686.203125,1716504.7836914062,576908.4252929688
FA(14:4),189071.853515625,152931.59121704102,80951.36611938477,172297.71069335938,102566.88732910156,93823.607421875,244827.85693359372,383733.80627441406
FA(14:5),199631.61474609372,146348.71057128906,94140.5867919922,165596.1915283203,120864.0283203125,120339.82934570312,174808.75268554688,118076.82836914062
FA(14:6),439660.7534179688,273807.63720703125,107476.36779785156,381246.7619628906,102915.02685546876,112412.14813232422,380647.4089355469,162033.47033691406
FA(15:0) | FA(16:7),738930.4152832031,742590.931640625,533466.6372070312,652370.2475585938,467606.8168945313,509149.2177734375,705623.1469726562,557703.521484375
FA(15:0) | FA(16:7)_2,685467.8449707031,619460.4067382812,523463.7766113281,637350.2023925781,443115.4946289063,492888.7387695313,686708.5693359375,531755.5361328125
FA(15:1),809285.4131469727,215130.9140625,125106.92895507812,1467095.617980957,498634.6114501953,368726.4836425781,1327526.3353271484,210583.1534423828
FA(15:2),43249.48324584961,66676.923828125,54351.10385131836,29613.10221862793,42273.403259277344,53092.72412109375,52584.14385986328,55050.903869628906
FA(15:3),41029.76303100586,53037.94305419922,52474.64358520508,28400.80206298828,53002.52374267578,53383.82385253906,42078.82318115234,43964.322814941406
FA(15:5),54278.564453125,67527.98431396484,68980.28442382812,36617.88269042969,59622.86376953125,61313.14443969727,50328.12341308594,61298.803955078125
FA(15:6),66516.34490966797,77325.70526123047,73828.66455078125,47746.02362060547,61963.024353027344,68731.10510253906,68114.52529907227,63742.24465942383
FA(16:0),645215.8686523438,526763.4384765625,726291.41796875,488801.654296875,726528.2099609375,850370.8608398438,1373935.6420898438,532348.6606445312
FA(16:1),127697.53045654295,102101.10705566406,129498.6495361328,99549.1470336914,148014.97283935547,187619.3741455078,357267.84375,106002.50744628906
FA(16:2),57397.283752441406,65832.24499511719,62486.98406982422,40328.10299682617,59182.66375732422,61911.663818359375,71245.70446777344,56619.463928222656
FA(16:3),2231531.12890625,2487696.7060546875,2335344.693847656,1634581.759765625,1813361.646484375,2090874.4013671875,2243274.572265625,2361810.416015625
FA(16:4),49295.72351074219,61957.104553222656,56543.144287109375,42030.60250854492,79825.02557373047,72183.58477783203,58402.82409667969,55602.68420410156
FA(16:5),56553.94366455078,64689.384521484375,66772.54473876953,43066.14352416992,75126.84564208984,73739.40545654297,68825.96484375,202844.43359375
FA(16:6),130507.94982910156,135869.9501953125,120946.46862792967,91454.48693847656,114374.30822753906,123490.66796875,145311.8104248047,121891.42846679688
FA(17:0) | FA(18:7),122381.86889648438,131806.830078125,141816.91088867188,85090.48681640625,129239.87097167967,151127.57080078125,150093.05017089844,103711.78759765624
FA(17:0) | FA(18:7)_2,131161.59008789062,123652.1279296875,144682.8104248047,87491.38684082031,138541.34826660156,154979.7313232422,153061.65100097656,113109.10778808594
FA(17:1),104903.7471923828,97792.14666748048,106686.12762451172,70598.48419189453,104452.7671508789,119849.3486328125,121682.12683105467,77914.66479492188
FA(17:2),601045.2211914062,742510.9765625,773744.7990722656,370202.58740234375,568478.8205566406,743811.0087890625,718142.111328125,573753.478515625
FA(17:3),94913.26721191406,99407.42724609376,94047.44720458984,61025.94421386719,78901.56576538086,88451.10620117188,104559.00811767578,71878.04510498047
FA(17:4),57550.20440673828,68250.10498046875,60771.14453125,39119.80239868164,51192.12414550781,57982.624084472656,62895.24450683594,54964.14367675781
FA(17:6),81475.84649658203,75464.10498046875,74721.8256225586,64163.1650390625,92025.92669677734,86906.84619140625,116860.08972167967,76559.4849243164
FA(18:0),754406.6171875,764491.0615234375,884605.8779296875,497993.17041015625,781741.4174804688,927210.583984375,706199.626953125,719263.7861328125
FA(18:1),661384.3684082031,523048.296875,594474.6875,617650.2280273438,896892.3129882812,1471063.326171875,535601.51953125,1104768.5610351562
FA(18:2),660572.5200195312,503097.5051269531,611825.6506347656,927153.3852539062,976137.0908203124,1511145.6213378906,2239549.313964844,841269.6342773438
FA(18:3),134410.40942382812,96881.78643798828,133264.5902709961,130452.76934814452,173872.25073242188,222037.2963256836,284330.23291015625,142512.2080078125
FA(18:4),56357.383361816406,60429.224365234375,64220.625,42011.762603759766,55748.963928222656,62651.78479003906,68374.84518432617,54226.9838256836
FA(18:5),89305.88647460938,97701.94750976562,93600.50653076172,64045.58438110352,85538.52600097656,94197.14624023438,98389.32791137695,92786.94653320312
FA(18:6),117884.62829589844,112304.20776367188,124544.34887695312,78978.56573486328,120384.66821289062,137919.91052246094,142710.42950439453,111223.90869140624
FA(19:0),2315974.280273437,2776627.404296875,2746381.563964844,1702666.3310546875,2072931.62109375,2706785.2197265625,2306251.850585937,2250048.96875
FA(19:1),149600.87084960938,154604.43060302734,167175.8501586914,92956.98699951172,138982.40881347656,170099.4725341797,115467.54846191406,135299.7696533203
FA(19:2),476079.4497070313,572148.5578613281,665926.1489257812,283246.3410644531,476502.9938964844,645793.6870117188,491555.416015625,454300.0278320313
FA(19:4),248042.2998046875,289031.0186767578,313366.09844970703,99841.18719482422,239399.4764404297,289725.2775878906,264655.1538085937,210995.8962402344
FA(19:5),90125.7055053711,94100.30673217772,92971.9267578125,53990.34387207031,77395.26531982422,89117.52673339844,73815.3056640625,85697.68566894531
FA(19:6),162091.97229003906,182587.7131347656,189906.2339477539,113597.00885009766,160001.9521484375,183751.4123535156,146731.4490966797,147202.51171875
FA(20:0),6571321.9453125,8087654.220703125,8211944.499023437,4345354.921875,5943796.9375,7764535.8515625,6955329.662109375,6427418.0859375
FA(20:1),203307.27575683597,230288.95556640625,241498.5771484375,137423.58923339844,217313.31518554688,269272.4201660156,190876.0341796875,204310.974609375
FA(20:2),137854.70861816406,148490.23046875,151847.8505859375,101639.1880493164,133479.6298828125,179242.05444335938,126359.02941894533,119955.22802734376
FA(20:3),191228.2344970703,155273.11108398438,171068.0526123047,143538.2696533203,146401.21142578125,293517.5656738281,134998.1287841797,165418.79064941406
FA(20:4),688811.8908691406,287697.64013671875,448236.7629394531,542373.687286377,383027.2872314453,1067809.0064697266,216151.29705810547,351055.4143676758
FA(20:5),209788.65258789065,167191.51000976562,189345.2744140625,190220.7331237793,251716.25341796875,296359.3408203125,146151.48901367188,170565.8321533203
FA(20:6),297578.4169921875,311719.6994628906,347369.68713378906,248930.7789306641,286724.6013183594,338135.640625,269471.4982910156,251557.09814453125
FA(21:0),5168671.0859375,6027373.415039063,6411859.42578125,3470156.28125,4614435.5703125,6057908.890625,5459239.5224609375,5078960.34765625
FA(21:1),150387.35009765625,156848.91119384766,173143.3328857422,85048.20654296875,142562.0107421875,167057.79150390625,143835.8291015625,126039.84887695312
FA(21:2),167712.93029785156,183022.05151367188,197928.55615234372,94882.54663085938,153329.5916748047,192870.0125732422,149613.65087890625,150869.26928710938
FA(21:3),82735.12623596191,94807.10723876952,102770.52746582033,56592.163818359375,88552.04577636719,108487.92797851562,82907.78649902344,81900.46551513672
FA(21:5),252939.37756347656,231872.27734375,233121.39477539065,245340.0382080078,216641.85571289065,243816.65576171875,195496.6545410156,206213.55322265625
FA(22:0),1600768.984375,1862360.9912109373,1996064.23828125,1007010.4921875,1461295.833984375,1920999.86328125,1665999.96875,1580074.8515625
FA(22:1),113251.60778808594,112473.30737304688,135497.9097290039,71545.08428955078,109068.10754394533,136998.30920410156,97340.32653808594,107438.30712890624
FA(22:2),69500.38488769531,67285.96502685547,84116.48611450195,44360.34353637695,69123.06463623047,82273.48638916016,62106.4443359375,63242.26440429688
FA(22:3),84097.2865600586,81156.12609863281,90541.7470703125,52641.723571777344,82769.02563476562,89770.80560302734,70644.88525390625,79566.34503173828
FA(22:4),112466.66705322266,103617.9481201172,120637.68872070312,77674.70587158203,95997.34796142578,174087.93041992188,83780.46630859375,95541.20629882812
FA(22:5),215636.03173828125,174010.4130859375,221284.45458984372,177486.3701171875,167588.2119140625,356059.54736328125,156444.97119140625,178965.6309814453
FA(22:6),556098.2546386719,628292.2260742188,790782.3935546875,422040.0708007813,539224.5197753906,1258491.90234375,615172.3217773438,638165.8374023438
FA(22:7),5187050.005859375,5950215.5517578125,6554437.4970703125,3566127.5234375,4650135.25390625,6098949.197265625,5643619.29296875,5096103.90234375
FA(23:0),130890.46936035156,169072.31176757812,179032.47241210938,86125.4859008789,137168.96899414062,173415.55334472656,133320.20874023438,186281.7928466797
FA(23:1),83774.48620605469,101084.4462890625,107900.84741210938,54511.48400878906,84812.52655029297,103495.18789672852,82045.72644042969,84957.94659423828
FA(23:6),227330.3349609375,241580.33618164065,265608.34033203125,130780.98852539062,204012.47338867188,254580.5772705078,210189.17504882807,237251.95751953125
FA(24:0),127193.62817382812,166446.95166015625,204973.4938964844,84107.3666381836,158119.2919921875,206591.1350097656,137960.810546875,129243.17041015624
FA(24:1),63156.80456542969,83820.58654785156,94603.5269165039,45720.76287841797,75554.96594238281,86962.00561523438,61894.72528076172,63129.14440917969
FA(24:10),138367.8887939453,156696.9482421875,184249.0555419922,93367.88696289062,218095.2752685547,227004.63623046875,147512.8309326172,114886.6278076172
FA(24:12),105876.1671142578,115828.748046875,126053.1885986328,71250.34497070312,100001.0870361328,117104.92791748048,96997.4268798828,111046.74792480467
FA(24:2),50362.18280029297,67787.3645324707,77306.10623168945,35225.80261230469,49578.42352294922,72978.96508789062,49121.84329223633,50976.90350341797
FA(24:3),72469.98419189453,98030.9461669922,107428.34759521484,50839.30337524414,74106.24444580078,92319.3062133789,74639.66516113281,70804.52502441406
FA(24:4),64590.88470458984,96516.04754638672,102692.8077392578,56242.24346923828,80971.06573486328,88187.10632324219,68639.50494384766,68238.60418701172
FA(24:5),108997.78759765624,164153.25036621094,170535.5499267578,85821.08612060547,116188.8094482422,156741.71069335938,112555.02758789062,145598.35076904297
FA(24:6),110640.4676513672,143682.51232910156,151576.6514892578,82044.96575927734,101256.7469482422,144631.6104736328,110684.28698730467,627463.7952880859
FA(24:7),139263.36889648438,173191.93188476562,192792.01171875,88177.36669921875,145403.4512939453,177837.77307128906,141548.26892089844,185721.3726806641
FA(25:0),82230.12548828125,109951.98748779295,117464.60809326172,59669.883850097656,96240.86730957033,114281.30712890624,85756.80603027344,152110.4708251953
FA(25:1),100965.02795410156,115790.80889892578,138304.4288330078,70077.70489501953,116338.3878173828,132963.708984375,103173.86791992188,111983.36840820312
FA(25:4),95530.2664794922,138952.47143554688,118225.68762207033,76967.88583374023,89569.60681152344,97268.86682128906,98579.46704101562,100361.5867919922
FA(26:0),103469.94738769533,124273.94848632812,142449.05004882812,68312.8046875,110931.52770996094,135338.54956054688,105726.4071044922,114402.96801757812
FA(26:1),121000.01025390624,145374.8897705078,155834.37075805664,72400.06512451172,124980.78942871094,140646.0489501953,132231.34912109375,123855.94873046876
FA(26:2),86420.46618652344,102983.36743164062,94155.74645996094,49149.343353271484,72668.06506347656,85043.32531738281,90879.1260986328,82276.56640625
FA(26:3),71011.52471923828,87331.90661621094,85716.38671875,44506.44366455078,65081.46487426758,75546.38464355469,72543.86462402344,71479.66571044922
FA(26:4),77757.54486083984,89970.2260131836,95117.70751953124,48287.08349609375,73711.16494750977,90027.64678955078,70636.44525146484,71106.64538574219
FA(26:5),73382.44580078125,86311.12670898438,90461.8462524414,50163.42413330078,71235.66534423828,80652.04528808594,77989.865234375,113120.10809326172
FA(26:6),108267.607421875,125373.34948730467,139677.24798583984,71734.5845336914,98584.10607910156,126535.94934082033,123508.208984375,524408.2153320312
FA(27:0) | FA(28:7),146034.1102294922,188012.0538330078,193885.83544921875,89890.66650390625,161559.27087402344,139193.79040527344,145425.16857910156,144709.69171142578
FA(27:0) | FA(28:7)_2,128680.64892578124,165732.47229003906,168896.57196044922,79784.34545898438,142314.3497314453,139746.72985839844,123472.62866210938,130045.86962890624
FA(27:1),62051.504455566406,81980.30651855469,81543.98608398438,41957.90313720703,61861.723876953125,68941.34436035156,61235.28433227539,65253.14453125
FA(27:2),60808.90451049805,84619.2265625,77000.94500732422,39195.703125,66414.04455566406,76148.42486572266,62008.924377441406,63249.44451904297
FA(27:3),106847.0073852539,132380.34924316406,147263.509765625,65367.484924316406,110887.78723144533,129636.56896972656,109999.50708007812,105249.92761230467
FA(27:4),78848.1859741211,99007.96618652344,98946.4066772461,51971.90350341797,74245.544921875,92376.66595458984,80140.32543945312,82466.48510742188
FA(28:0),68204.70529174805,90827.7470703125,85868.46551513672,48789.243225097656,80696.02502441406,86276.84655761719,67629.5650024414,76498.70526123047
FA(28:1),284066.52197265625,273438.3203125,155710.58984375,227269.89794921875,112601.18817138672,197126.35522460935,330513.3825683594,337299.5251464844
FA(28:2),55849.50341796875,67157.90460205078,67888.28475952148,36926.202728271484,54205.78451538086,57730.4641418457,57401.88446044922,53836.34393310547
FA(28:3),59322.84436035156,75803.66561889648,81296.32629394531,42930.04321289063,63563.485290527344,68955.14514160156,62252.384521484375,61670.704528808594
FA(28:4),50507.06384277344,69838.06506347656,76243.18572998047,35836.202697753906,60536.6237487793,61987.60443115234,57008.12377929688,54422.20397949219
FA(28:5),55059.80334472656,72262.3251953125,69433.12466430664,37238.48257446289,51490.00402832031,59050.1244506836,57833.124267578125,63628.52478027344
FA(28:6),107953.88684082033,141490.67083740234,138550.66857910156,80581.36511230469,113068.94738769533,120242.70892333984,119193.52899169922,122620.1494140625
FA(29:0),1068307.5279541016,1060020.9743652344,207469.4547119141,870844.2077636719,106524.22802734376,126677.08959960938,1427656.8713378906,1369711.6684570312
FA(29:1),48091.30389404297,69921.78515625,62460.42431640625,41342.962890625,52075.22375488281,50284.68365478516,58354.68365478516,55077.804443359375
FA(29:2),164151.09204101562,218352.55590820312,127971.04962158205,115458.84771728516,75191.66442871094,88681.90625,205666.55322265625,218842.5350341797
FA(29:3),78250.525390625,87544.42565917969,93984.78631591795,46994.92364501953,63709.38446044922,105589.52746582033,70042.06530761719,75304.00476074219
FA(2:0),17828.161346435547,24527.141693115234,25806.142120361328,13579.560897827148,18425.56143188477,20865.34146118164,21491.58169555664,21305.64128112793
FA(30:1),42016.48306274414,52680.4836730957,62035.52404785156,29815.38180541992,49049.22329711914,53129.04425048828,45418.123291015625,45670.84329223633
FA(30:2),46295.14294433594,52612.28369140625,62435.7043762207,29671.92202758789,55096.72412109375,54556.42352294922,48273.28323364258,51913.18362426758
FA(30:3),41724.66278076172,51978.38391113281,58929.94418334961,28785.501953125,49201.36309814453,49027.86297607422,44344.90313720703,53170.12347412109
FA(30:4),43816.08337402344,61151.8041381836,64210.08514404297,35794.72262573242,54560.603088378906,56332.26397705078,46521.84310913086,52968.70330810547
FA(30:5),46970.72332763672,58199.00378417969,68226.16522216797,31788.461791992188,55974.143951416016,55510.28387451172,51197.62368774414,62643.96368408203
FA(30:6),93068.32604980467,115463.1474609375,90726.3060913086,74819.96545410156,76187.06420898438,73767.9047241211,110798.5078125,111690.048828125
FA(31:0),79943.96575927734,102574.20724487305,92116.74627685548,60412.96380615234,83427.38592529297,84065.72564697266,99393.10583496094,88166.12622070312
FA(32:0),36302.32229614258,42318.74264526367,50646.68322753906,21913.38168334961,39300.72280883789,53242.10369873047,35758.36260986328,40023.34280395508
FA(32:1),31813.142364501957,36909.90240478516,45444.983306884766,19825.321548461918,33291.14245605469,41080.12316894531,32003.04234313965,35650.04266357422
FA(32:4),42924.18307495117,54699.74407958984,65071.2643737793,30635.62226867676,45936.42352294922,55202.12371826172,49146.32415771485,52565.76428222656
FA(32:5),40901.48300170898,48993.08361816406,53184.32437133789,27174.001953125,41175.18295288086,48753.40335083008,45554.70318603516,54687.323303222656
FA(32:6),53458.86346435547,73087.74548339844,74434.62536621094,40970.402770996094,60542.32434082031,64512.924865722656,59220.384216308594,66276.82427978516
FA(33:0),32495.722534179688,37465.70245361328,45983.78335571289,21447.38165283203,32854.30187988281,42495.02294921875,33073.60255432129,31856.402374267574
FA(34:0),34389.40213012695,44178.422790527344,50147.163330078125,22792.821563720703,41664.16247558594,53933.2239074707,39081.003173828125,51423.28363037109
FA(34:1),130883.68872070312,176552.1522216797,211374.01525878903,90290.12664794922,169504.75024414062,205300.57495117188,161947.99291992188,132231.529296875
FA(34:5),50500.303283691406,63009.664489746094,77310.02508544922,33448.84240722656,51693.204162597656,66094.58477783203,51897.62384033203,61312.62451171875
FA(34:6),55819.043853759766,66090.26470947266,82057.22576904297,45385.90319824219,63530.485290527344,71518.02502441406,57195.72381591797,64745.66430664063
FA(35:0),28099.40216064453,33374.06246948242,36792.68225097656,17064.521270751953,27929.70198059082,35301.622314453125,27482.30177307129,27037.781982421875
FA(36:0),25561.34196472168,29985.022064208984,36032.8625793457,14293.161079406738,28317.20184326172,35427.582458496094,26378.001571655277,24999.16192626953
FA(36:4),41750.14297485352,49776.00390625,58166.823974609375,24934.1015625,46681.403411865234,56229.024322509766,44417.5234375,41617.523040771484
FA(36:5),35053.46244812012,36102.42263793945,47566.04345703125,21395.941680908203,36937.062591552734,51319.80319213867,38035.84259033203,39451.94268798828
FA(37:0),36529.00238037109,41127.84246826172,54022.82354736328,22144.541748046875,41590.46304321289,48883.68338012695,40485.14239501953,33374.98229980469
FA(38:0),24823.96188354492,27172.621612548828,37911.16259765625,15356.121109008787,26830.062103271484,31009.522216796875,26546.221725463867,23980.54179382324
FA(38:4),44119.70314025879,47489.88342285156,50002.7236328125,29497.202209472656,44668.04330444336,52309.40393066406,52645.56408691406,50933.00396728516
FA(38:5),33636.70213317871,40743.1032409668,44011.302734375,22376.761657714844,35012.402435302734,39387.28286743164,36210.2626953125,39707.363037109375
FA(38:6),34648.882263183594,39794.902770996094,48834.56396484375,19630.96125793457,38348.72244262695,44813.46328735352,36772.86242675781,33082.382232666016
FA(3:0),4482.140319824219,4597.760311126709,4579.500350952148,3560.440254211426,4096.060230255127,4824.8603515625,5476.400344848633,4293.34029006958
FA(3:1),7818.820575714111,5988.140438079834,7548.520568847656,4188.900295257568,7996.12060546875,8924.480590820312,9521.540725708008,5682.280414581299
FA(40:6),31792.70248413086,37352.88269042969,42012.102783203125,19600.181381225582,35251.84243774414,40007.92269897461,36307.082458496094,30419.42218017578
FA(42:6),30040.161987304688,31815.262420654297,38066.90264892578,18142.201293945312,33326.42239379883,36387.482666015625,33338.44250488281,29313.142288208008
FA(46:0),24801.461639404297,28179.221923828125,32714.002075195312,12775.42106628418,24868.181610107426,32113.58221435547,25326.38180541992,22891.92169189453
FA(4:0),51313.103424072266,64243.5849609375,66734.44515991211,40037.942947387695,55869.12377929688,52070.48419189453,53327.98400878906,52725.92419433594
FA(4:1),185144.47178649905,205354.29486083984,181710.8140869141,142540.83056640625,145825.60998535156,158948.9324645996,191158.87475585935,215456.05444335935
FA(5:0),39949.22283935547,49551.0037689209,40205.52294921875,31329.24224853516,49207.46408081055,50050.9033203125,48820.92333984375,1257645.2881774902
FA(5:1),32936.06231689453,44999.5026550293,47211.6435546875,30356.80206298828,55111.784423828125,55780.26373291016,39204.102935791016,92851.98706054688
FA(5:2),128172.54956054688,118309.2476196289,269631.0809326172,65289.344635009766,84021.72619628906,102126.56774902344,87945.7865600586,83582.52551269531
FA(6:0),20386.801544189453,28527.42185974121,28991.502197265625,18422.68119812012,23698.46173095703,33109.902099609375,25678.50180053711,23516.16162109375
FA(6:1),882140.181640625,1094526.3383789062,979649.985107422,714356.8500976562,743602.2958984375,811190.240234375,869784.654296875,988418.2924804688
FA(6:2),44794.742736816406,62082.96435546875,65338.364685058594,34299.582458496094,50992.503662109375,62211.54461669922,50025.30334472656,48643.2834777832
FA(7:0),64934.46472167969,81325.0859375,70096.12469482422,50482.22381591797,65364.22503662109,75429.30560302734,72343.38494873047,76756.12591552734
FA(7:1),37755.34292602539,47518.00314331055,63641.48406982422,21803.46156311035,44129.04315185547,48601.14343261719,35560.26248168945,33105.362213134766
FA(7:2),19605.74133300781,23007.181411743164,22197.3214263916,17137.14126586914,17611.64119720459,18952.741271972656,21282.601501464844,18356.68139648437
FA(7:3),19023.841583251957,22816.38153076172,20653.7215423584,19200.301315307617,14927.420852661133,16368.061210632324,22681.801696777344,21169.361358642574
FA(8:0),21321.501525878903,25850.541717529297,28691.68194580078,14087.800796508787,24377.40170288086,25264.521759033203,21772.081481933597,39669.662353515625
FA(8:1),8998.600662231445,11668.74089050293,12213.020889282228,6565.000473022461,11547.00080871582,10806.340698242188,10305.180679321287,12927.48095703125
FA(8:2),20844.20150756836,22548.16159057617,25051.601501464844,18285.36116027832,48142.30364990234,55468.50393676758,21562.321517944336,22426.661376953125
FA(8:5),86326.0859375,93036.18615722656,107169.4874267578,186159.19494628903,740855.9477539062,836991.9331665039,108777.10583496094,68575.78430175781
FA(8:6),53915.70468139648,62262.78396606445,55711.78393554688,41687.14279174805,47733.72381591797,54426.82421875,61377.34448242188,131949.56994628906
FA(9:0) | FA(10:7),293247.0785522461,368100.3473510742,371640.4859466553,204766.59497070312,307996.06188964844,334551.1218261719,352666.8458557129,458393.81036376953
FA(9:0) | FA(10:7)_2,301458.28076171875,390312.58752441406,370900.1687316895,207131.2133178711,321753.5048828125,346052.6251220703,354560.4029541016,476839.6348876953
FA(9:1),20211.98156738281,22414.761260986328,25248.10189819336,12574.240951538086,23225.90182495117,24204.02182006836,21564.841674804688,25408.20181274414
FA(9:2),13783.280899047852,16377.321105957031,18339.161224365234,10869.180725097656,18236.841415405277,19683.72132873535,15640.10134124756,14986.480987548828
"LPC(10:0),PC(O-10:0)",1428.1000938415527,1453.4401092529297,1174.6400871276855,1104.760082244873,1290.7601051330566,1497.860107421875,1012.8600692749023,1069.5400733947754
LPC(12:0),1167.880084991455,1170.7000770568848,1111.560073852539,1022.900074005127,1180.5200843811035,1156.9600830078125,1031.360065460205,1015.6000595092772
"LPC(14:0),PC(O-14:0),LPC(O-15:0)",1604.360126495361,1352.7800903320312,1572.0201263427734,1111.100082397461,1577.880100250244,1788.680118560791,1135.220069885254,1139.3800811767578
"LPC(14:1),LPC(P-15:0)",1340.2000923156738,1335.0600929260254,1178.700080871582,1100.3000831604004,1134.7200889587402,1149.1800689697266,1136.380069732666,1039.840068817139
"LPC(15:1),LPC(O-16:1),LPC(P-16:0)",1307.0200996398926,1208.4400939941406,1240.0200805664062,1028.7600746154783,1322.3201065063477,1140.160083770752,1058.7600784301758,1046.4200706481934
"LPC(16:0),PC(O-16:0),LPC(O-17:0)",45387.22283935547,45943.44303894043,35035.64289855957,16541.360862731934,39705.42254638672,59163.164489746094,10640.180755615234,12667.920997619629
"LPC(16:1),LPC(P-17:0)",2332.360149383545,2281.680160522461,1877.2001419067385,1786.4601249694824,2055.9001274108887,3060.3802185058594,1412.340103149414,1743.7600936889648
"LPC(17:1),LPC(O-18:1),LPC(P-18:0)",1284.860088348389,1221.7200889587402,1531.6401023864746,1315.200080871582,1291.6200904846191,1292.7200736999512,1055.9400749206543,1268.0800743103027
