Lipid,Group_D,Group_D,Group_D,Group_D,Group__A,Group__A,Group__A,Group__A
PI(30:4),1265.4800872802734,1262.300090789795,1283.3400955200195,1309.8800926208496,1265.8800926208496,1265.6000785827637,1258.7600860595703,1258.0200843811035
"PI(31:0),PI(O-32:0)",1413.7600898742676,1378.9800987243652,1272.9600944519043,1266.6200904846191,1313.820083618164,1296.2600936889648,1258.6400909423828,1314.980094909668
"PI(31:1),PI(O-32:1),PI(P-32:0)",1312.8400917053225,1314.500087738037,1295.2600860595703,1355.680088043213,1450.960105895996,1332.2800903320312,1274.4800910949707,1367.020092010498
"PI(31:2),PI(P-32:1)",1319.2800979614258,1263.320083618164,1261.220085144043,1266.820087432861,1295.6800842285156,1281.8000869750977,1258.2000885009766,1256.860088348389
PI(31:3),1264.4800872802734,1262.320095062256,1261.2400932312012,1266.360088348389,1266.4800872802734,1266.1800842285156,1258.240089416504,1269.0000801086426
PI(31:4),1319.1600952148438,1308.160099029541,1261.6801071166992,1265.9800872802734,1265.680088043213,1265.9800872802734,1258.3800888061523,1256.8600959777832
"PI(32:0),PI(O-33:0)",1303.5000953674316,1338.4401054382324,1277.2400932312012,1338.060089111328,1332.800090789795,1314.2601051330566,1258.7600784301758,1277.960075378418
"PI(32:1),PI(O-33:1),PI(P-33:0)",1362.3200912475586,1262.8000984191897,1322.9600944519043,1267.1400985717771,1353.3600997924805,1284.240089416504,1259.5000839233398,1292.060089111328
"PI(32:2),PI(O-33:2),PI(P-33:1)",1327.860107421875,1281.840087890625,1261.5600929260254,1266.4800834655762,1324.8200988769531,1266.1800994873047,1258.7600860595703,1257.5200843811035
"PI(32:3),PI(P-33:2)",1265.8400802612305,1263.7400932312012,1270.4000854492188,1266.520076751709,1314.440086364746,1265.6200942993164,1258.5000762939453,1256.9600715637207
PI(32:4),1265.260097503662,1262.9000968933103,1262.2200965881348,1266.7400856018066,1265.7400932312012,1265.9600868225098,1325.0200958251953,1257.400089263916
PI(32:5),1265.6600761413574,1263.9600868225098,1285.4000968933103,1266.6200904846191,1281.6200942993164,1273.1200981140137,1295.300090789795,1256.440086364746
"PI(33:0),PI(O-34:0)",1276.7600898742676,1263.8800926208496,1261.3000831604004,1267.900074005127,1337.5000839233398,1265.1200942993164,1286.6000862121582,1257.800090789795
"PI(33:1),PI(O-34:1),PI(P-34:0)",1307.820087432861,1294.4201011657717,1284.8000793457031,1276.9200897216797,1265.5800819396973,1286.8200912475586,1258.2800827026367,1300.380084991455
"PI(33:2),PI(O-34:2),PI(P-34:1)",1264.520092010498,1274.9201011657717,1283.680103302002,1286.5400848388672,1288.8400993347168,1265.6800842285156,1308.5800857543943,1311.080093383789
"PI(33:3),PI(O-34:3),PI(P-34:2)",1264.6200904846191,1261.200096130371,1331.4201049804688,1330.420093536377,1291.1000900268557,1265.700080871582,1313.4400825500488,1256.7800979614258
"PI(33:4),PI(O-34:4),PI(P-34:3)",1265.3200988769531,1262.5800819396973,1261.440097808838,1265.8200912475586,1265.9400825500488,1331.260097503662,1260.1800956726074,1296.860088348389
"PI(33:5),PI(P-34:4)",1265.4000930786133,1263.0200805664062,1261.2000923156738,1291.4000968933103,1265.060089111328,1265.6000862121582,1258.4800872802734,1256.7200889587402
"PI(34:0),PI(O-35:0)",1263.9000930786133,1364.040096282959,1314.2400970458984,1330.8400955200195,1265.8800888061523,1345.0001029968262,1258.320087432861,1266.1400871276855
"PI(34:1),PI(O-35:1),PI(P-35:0)",1669.1601104736328,1346.480094909668,1396.580093383789,1685.5601196289062,1555.040111541748,1534.8801040649414,1339.360092163086,1627.5001068115234
"PI(34:2),PI(O-35:2),PI(P-35:1)",2658.680187225342,1790.4201354980469,2064.740165710449,5423.540390014648,3422.460205078125,2256.2201766967773,1462.3200988769531,2242.360145568848
"PI(34:3),PI(P-35:2)",1330.760097503662,1299.0400924682615,1403.9200820922852,1517.0401000976562,1439.7801055908203,1305.3000869750977,1259.240089416504,1280.820087432861
PI(34:4),1265.000087738037,1308.6600952148438,1261.14009475708,1289.9600868225098,1266.0400886535645,1289.6600914001465,1261.2200813293457,1302.180088043213
PI(34:5),1265.4600982666016,1262.4800910949707,1262.3600845336914,1266.7000846862793,1279.4600944519043,1265.5800895690918,1257.9800872802734,1257.220085144043
PI(34:6),1265.160083770752,1262.4600944519043,1261.980094909668,1286.3000869750977,1265.7400856018066,1265.4000854492188,1258.0200843811035,1257.780086517334
"PI(35:2),PI(O-36:2),PI(P-36:1)",1265.6600875854492,1262.3200912475586,1338.9801025390625,1381.1201057434082,1312.2200927734375,1302.4401016235352,1258.5401039123535,1299.4000816345217
"PI(35:3),PI(O-36:3),PI(P-36:2)",1282.7600898742676,1263.080093383789,1281.3400955200195,1269.360092163086,1270.4600982666016,1265.1800956726074,1268.4000854492188,1257.1000862121582
"PI(35:4),PI(O-36:4),PI(P-36:3)",1285.64009475708,1262.8000869750977,1261.6400909423828,1335.4401054382324,1265.9200859069824,1265.420093536377,1324.5001029968262,1289.5200958251953
"PI(35:5),PI(O-36:5),PI(P-36:4)",1265.8400917053225,1263.4600830078125,1261.8200912475586,1265.8200988769531,1266.4600830078125,1265.8400840759275,1258.5600776672363,1311.860088348389
"PI(35:6),PI(P-36:5)",1281.3400955200195,1262.260082244873,1261.2001037597656,1292.7600936889648,1265.6200904846191,1276.340087890625,1259.14009475708,1290.0600852966309
"PI(36:1),PI(O-37:1),PI(P-37:0)",1358.9600982666016,1348.0000915527344,1312.0800857543943,2204.340129852295,1660.0001220703125,1328.2000923156738,1404.3000984191897,1583.4001121520996
"PI(36:2),PI(O-37:2),PI(P-37:1)",4631.32035446167,3077.8402214050293,3398.740219116211,14678.640800476074,5529.320262908936,2260.9801635742188,1655.980110168457,4022.9603691101074
"PI(36:3),PI(P-37:2)",4185.280342102051,3591.8402519226074,2905.080192565918,11406.18060684204,6144.300354003906,2366.6001472473145,1983.1001167297363,4368.840270996094
PI(36:4),7182.300338745117,5490.840293884277,3804.4201889038086,11150.860946655272,11106.820728302002,3930.720283508301,2157.3401641845703,5808.680335998535
PI(36:5),1436.460105895996,1368.740077972412,1361.8800926208496,1629.9801292419434,1352.9601020812988,1303.3800888061523,1281.820087432861,1433.6200981140137
PI(36:6),1278.1400985717771,1262.64009475708,1292.880100250244,1298.7000923156738,1265.9400825500488,1310.3600959777832,1258.7600784301758,1256.7200813293457
"PI(36:7),PI(35:0),PI(O-36:0)",1265.760082244873,1262.4200744628906,1260.9400787353516,1275.680088043213,1266.3000793457031,1266.1800918579102,1296.2000885009766,1257.7800941467283
"PI(36:8),PI(35:1),PI(O-36:1),PI(P-36:0)",1265.2200889587402,1262.440097808838,1346.2600898742676,1266.880084991455,1266.0600967407229,1265.4000854492188,1259.0200843811035,1270.0000801086426
"PI(37:3),PI(O-38:3),PI(P-38:2)",1493.400089263916,1301.3201065063477,1431.0200958251953,1830.5801162719729,1418.4600982666016,1277.0400924682615,1343.5000915527344,1413.2000885009766
"PI(37:4),PI(O-38:4),PI(P-38:3)",1584.8601188659668,1686.5401229858398,1411.860088348389,2275.480155944824,2077.500144958496,1559.800121307373,1331.920093536377,1634.1001091003418
"PI(37:5),PI(O-38:5),PI(P-38:4)",1374.4601020812988,1307.4000968933103,1261.5801010131836,1266.2800979614258,1308.1400985717771,1265.1000900268557,1290.6400833129885,1283.6800804138184
"PI(37:6),PI(O-38:6),PI(P-38:5)",1277.5600814819336,1263.2400932312012,1308.4200897216797,1266.0000953674316,1266.0400924682615,1266.0000915527344,1258.64009475708,1282.6600952148438
"PI(37:7),PI(P-38:6),PI(36:0),PI(O-37:0)",1307.7600860595703,1264.3000869750977,1298.7400970458984,1375.8400955200195,1323.3600959777832,1266.0000801086426,1270.8000946044922,1258.2200965881348
"PI(38:2),PI(P-39:1)",2003.0601196289065,2134.5601539611816,1847.9201316833496,3817.920299530029,2210.5401611328125,1609.340114593506,1555.9601135253906,1996.46012878418
PI(38:3),11888.420902252195,9397.42078781128,6994.980560302734,28592.04248046875,12405.08069229126,5312.020320892334,4440.400302886963,15369.041007995604
PI(38:4),44193.36301803589,46157.68330383301,34364.08278274536,172715.83779525757,58569.02480697632,21832.001026153564,18662.841037750244,71790.06442260742
PI(38:5),5083.300369262695,4406.220359802246,4223.3203125,14301.78108215332,6563.380447387695,3124.5201835632324,2755.620212554932,6273.580486297607
PI(38:6),1865.300148010254,1636.7801246643066,1611.820110321045,2611.5401573181152,2053.200138092041,1350.900089263916,1392.640079498291,1517.8201141357422
"PI(38:7),PI(37:0),PI(O-38:0)",1353.9200859069824,1283.7800979614258,1273.6000900268557,1354.14009475708,1305.8200988769531,1312.8800888061523,1273.5401000976562,1330.14009475708
"PI(38:8),PI(37:1),PI(O-38:1),PI(P-38:0)",1317.9600982666016,1263.6800918579102,1334.6600914001465,1266.4400901794434,1329.3400917053225,1266.1000900268557,1352.3400955200195,1333.0000915527344
"PI(38:9),PI(37:2),PI(O-38:2),PI(P-38:1)",1319.6800918579102,1350.540096282959,1292.3000831604004,1469.940097808838,1350.7600936889648,1351.5000953674316,1366.4600982666016,1258.0200881958008
"PI(39:4),PI(O-40:4),PI(P-40:3)",1750.0801277160645,1416.0601119995115,1878.8401260375977,2265.220157623291,1919.3801307678225,1322.6000938415527,1452.700096130371,1675.4800910949707
"PI(39:5),PI(O-40:5),PI(P-40:4)",1338.520092010498,1270.5200881958008,1265.7800941467283,1397.2400932312012,1266.9000930786133,1305.5400886535645,1269.6400909423828,1349.5200996398926
"PI(39:6),PI(O-40:6),PI(P-40:5)",1357.440097808838,1263.240089416504,1280.9200897216797,1404.5000915527344,1266.1600799560547,1305.5800857543943,1258.6000900268557,1256.960090637207
"PI(39:7),PI(P-40:6),PI(38:0),PI(O-39:0)",1265.5800895690918,1262.7600898742676,1262.3000831604004,1302.0400886535645,1291.0200881958008,1266.0400924682615,1259.5000915527344,1266.3400917053225
"PI(39:8),PI(38:1),PI(O-39:1),PI(P-39:0)",1298.4201011657717,1291.4800910949707,1275.7400970458984,1419.3201065063477,1288.640106201172,1285.4601020812988,1283.5000915527344,1315.0600929260254
"PI(40:1),PI(P-41:0)",1264.9800910949707,1262.8800888061523,1261.0200881958008,1335.860088348389,1298.9200973510742,1264.660083770752,1258.1000785827637,1257.1800842285156
"PI(40:10),PI(39:3),PI(O-40:3),PI(P-40:2)",1273.7001037597656,1263.6200981140137,1532.2001152038574,1682.460117340088,1385.6800918579102,1350.2600936889648,1411.4801025390625,1269.1800804138184
PI(40:2),1318.0000915527344,1293.080093383789,1303.4801025390625,1265.4800834655762,1267.8000793457031,1275.64009475708,1259.6600799560547,1287.2600936889648
PI(40:3),1362.4200973510742,1330.4600982666016,1472.4601020812988,1797.880126953125,1467.4601097106934,1304.4400901794434,1268.9000854492188,1400.0000953674316
PI(40:4),2160.680149078369,2170.700164794922,2460.740131378174,3264.4802474975586,2404.8801498413086,1550.6401100158691,1467.8201065063477,2607.06018447876
PI(40:5),1695.5000953674316,1843.8801460266116,2574.180187225342,2917.520179748535,2454.740207672119,1471.1801071166992,1366.4800987243652,2034.3201522827148
PI(40:6),2220.520156860352,1852.2601318359373,3337.7402687072754,4827.120323181152,2630.400177001953,1440.2801094055176,1337.5001068115234,2182.0401649475098
"PI(40:7),PI(39:0),PI(O-40:0),PI(dO-41:0)",1392.4001007080078,1295.10009765625,1502.2401008605957,1717.2201309204102,1395.520107269287,1296.100082397461,1294.820087432861,1457.9000854492188
"PI(40:8),PI(39:1),PI(O-40:1),PI(P-40:0)",1265.3400840759275,1283.5600852966309,1269.760082244873,1390.080093383789,1427.9600982666016,1265.3800926208496,1258.480079650879,1263.320087432861
"PI(40:9),PI(39:2),PI(O-40:2),PI(P-40:1)",1365.5000801086426,1298.7800979614258,1261.340087890625,1270.400089263916,1266.0800857543943,1265.2600784301758,1258.4600830078125,1329.5200843811035
"PI(41:5),PI(P-42:4)",1294.720085144043,1294.2400970458984,1260.5600967407229,1304.4600944519043,1265.8800926208496,1266.2200927734375,1257.760082244873,1283.9800834655762
"PI(41:6),PI(O-42:6)",1264.0400924682615,1263.320095062256,1327.1400909423828,1304.0800971984863,1296.840087890625,1265.8400955200195,1258.2000770568848,1256.800090789795
"PI(41:7),PI(P-42:6),PI(40:0),PI(O-41:0)",1264.7600784301758,1263.5800895690918,1271.940086364746,1266.8200988769531,1265.6000900268557,1265.2000999450684,1258.2600746154783,1258.1200904846191
PI(42:0),1265.820087432861,1263.4800910949707,1261.3000984191897,1266.060089111328,1266.1601066589355,1266.000087738037,1258.660083770752,1256.5400924682615
PI(42:1),1264.9600944519043,1263.6600875854492,1261.1200904846191,1266.9000854492188,1266.1800918579102,1264.6200904846191,1259.3400802612305,1256.6800804138184
"PI(42:10),PI(41:3),PI(P-42:2)",1264.620086669922,1263.1600914001465,1262.0800895690918,1269.360092163086,1295.7600898742676,1265.7401008605957,1258.1200790405271,1256.4600868225098
"PI(42:11),PI(41:4),PI(O-42:4)",1315.6400871276855,1263.2400856018066,1261.800090789795,1267.2400932312012,1266.440086364746,1295.360092163086,1257.8400840759275,1257.1800918579102
PI(42:3),1264.4601020812988,1264.3200798034668,1261.2400817871094,1266.3600845336914,1271.820087432861,1265.3600845336914,1258.8600959777832,1256.860088348389
PI(42:4),1343.680088043213,1263.3200912475586,1274.800090789795,1266.5800819396973,1281.6600952148438,1265.3200912475586,1259.3800735473633,1255.6000709533691
PI(42:5),1265.3000946044922,1263.280086517334,1281.3200912475586,1365.6400909423828,1291.6000938415527,1265.900089263916,1258.5200843811035,1273.620086669922
PI(42:6),1382.1800994873047,1263.1600875854492,1294.1000900268557,1311.9800834655762,1287.2200965881348,1370.400104522705,1258.2000885009766,1257.580093383789
"PI(42:7),PI(41:0),PI(O-42:0)",1283.0400848388672,1263.380100250244,1262.600082397461,1300.560089111328,1266.2600936889648,1265.6600875854492,1290.6600799560547,1313.2800941467283
"PI(42:8),PI(41:1),PI(O-42:1),PI(P-42:0)",1300.960090637207,1263.3400917053225,1277.3400764465332,1283.9000968933103,1304.9600830078125,1265.1400909423828,1258.8600845336914,1256.5200729370115
"PI(42:9),PI(41:2),PI(O-42:2),PI(P-42:1)",1265.1200790405271,1263.3800888061523,1262.4400825500488,1294.3400840759275,1266.620086669922,1265.2400856018066,1308.1200942993164,1267.4600868225098
PI(43:2),1265.0600852966309,1307.9600868225098,1260.5800971984863,1283.4600868225098,1266.320095062256,1267.2000846862793,1258.3800926208496,1257.3800811767578
PI(43:2)_2,1265.620086669922,1263.9400939941406,1262.5400848388672,1305.4200973510742,1266.5200958251953,1265.8000869750977,1259.420093536377,1257.4000816345217
PI(43:4),1330.420093536377,1263.9400939941406,1261.7600746154783,1280.4800834655762,1265.9200897216797,1265.8000831604004,1258.320087432861,1324.160099029541
PI(43:6),1265.020092010498,1263.1200942993164,1261.2200889587402,1266.0801010131836,1282.4200859069824,1265.660083770752,1272.6600875854492,1315.5600852966309
PI(44:0),1263.1800918579102,1261.6200904846191,1260.9200820922852,1265.6400871276855,1264.560089111328,1264.840087890625,1265.7000846862793,1254.5600967407229
PI(44:1),1264.8600845336914,1262.4200859069824,1262.04008102417,1267.4200820922852,1266.3800888061523,1266.0200881958008,1258.900074005127,1256.2600936889648
PI(44:10),1264.7800788879397,1263.2801055908203,1261.7600860595703,1265.6200904846191,1265.8400955200195,1266.0400886535645,1258.5600929260254,1257.3400840759275
PI(44:12),1265.4800987243652,1263.0600929260254,1260.6000938415527,1265.200096130371,1266.020092010498,1265.4400901794434,1258.700080871582,1256.7400932312012
PI(44:2),1276.1200981140137,1262.9200859069824,1261.360088348389,1266.840087890625,1267.1800956726074,1265.3000831604004,1259.4000778198242,1256.680088043213
PI(44:3),1265.54008102417,1263.0400886535645,1261.5600967407229,1266.2400817871094,1266.7800827026367,1265.14009475708,1258.680088043213,1257.2400817871094
PI(44:5),1264.500087738037,1263.4000968933103,1261.300090789795,1266.4800910949707,1266.560089111328,1265.3000793457031,1258.3800888061523,1256.760082244873
PI(44:6),1263.9000854492188,1263.4001007080078,1262.0401039123535,1267.380084991455,1267.2200927734375,1266.2200927734375,1279.2200927734375,1256.4600830078125
"PI(44:7),PI(43:0)",1264.3400917053225,1262.3000793457031,1261.3800888061523,1267.180088043213,1272.8200798034668,1265.9600868225098,1258.940086364746,1257.200080871582
"PI(44:8),PI(43:1)",1277.7600936889648,1263.2800941467283,1261.000087738037,1267.3400993347168,1266.6600875854492,1265.6200904846191,1258.8600959777832,1257.7800827026367
PS(24:0),1373.7000999450684,1276.5400886535645,1478.100112915039,1318.7000885009766,1258.620086669922,1333.2800903320312,1260.940086364746,1547.0801124572754
PS(25:0),1304.6800918579102,1295.800090789795,1371.900089263916,1300.5800857543943,1275.1400833129885,1416.8801040649414,1295.9600944519043,1403.920093536377
PS(26:0),1278.0800895690918,1263.3200912475586,1349.0400886535645,1323.1000862121582,1275.6200828552246,1367.6000938415527,1260.4600830078125,1306.7600936889648
PS(26:1),1626.16011428833,1549.260108947754,1773.8201332092283,1424.8800964355469,1527.900119781494,1538.5401077270508,1302.9600830078125,1579.2201080322266
PS(28:2),1262.1600952148438,1262.820083618164,1258.560089111328,1271.9201011657717,1271.1800842285156,1259.2800788879397,1277.2200889587402,1258.5000915527344
PS(30:3),1390.5801010131836,1344.5001029968262,1461.3001136779783,1401.460105895996,1348.600082397461,1373.9001007080078,1341.6600952148438,1366.500087738037
PS(30:4),1304.240089416504,1305.9401016235352,1300.780101776123,1303.6200904846191,1299.660099029541,1301.1600952148438,1302.8200798034668,1300.7400856018066
PS(31:4),1321.460090637207,1305.2000923156738,1314.380084991455,1304.5000953674316,1300.7400970458984,1323.3800964355469,1302.4800834655762,1351.160083770752
PS(32:5),1304.3400917053225,1304.5800819396973,1373.8600997924805,1302.440086364746,1300.4600868225098,1312.5200843811035,1301.8200912475586,1341.920093536377
PS(34:4),1417.640106201172,1498.9601097106934,1723.640106201172,1703.9601211547852,1677.140121459961,1584.8401107788086,1388.8001098632812,1553.5200958251953
PS(34:5),1304.040096282959,1305.3400993347168,1328.1000938415527,1303.3000946044922,1348.7600936889648,1343.3800926208496,1322.8800964355469,1391.400104522705
PS(36:4),9870.040641784668,6090.440402984619,15238.140892028809,5390.040378570557,4041.700283050537,9833.920627593994,5013.520366668701,9815.580753326416
PS(36:5),1728.720115661621,1414.0200996398926,1696.860107421875,1304.000087738037,1592.3601150512695,1322.9000816345217,1412.1601028442385,1539.0001182556152
PS(36:6),1322.5400924682615,1304.9200897216797,1370.1200904846191,1316.4200973510742,1298.9000968933103,1301.0200996398926,1302.1800918579102,1326.7600936889648
PS(38:3),12102.2008934021,6857.780456542969,21928.22183227539,6721.000526428223,3646.000274658203,13818.440856933594,5998.20040512085,9765.320793151855
PS(38:4),68294.70490646362,36806.063148498535,139604.64866638184,41769.84285354614,21437.921310424805,80064.18613052368,32375.582500457764,86876.20640182495
PS(38:5),7092.180488586426,4209.620296478272,10635.600650787354,4522.020343780518,3557.8002281188965,6937.10050201416,3551.060245513916,8321.020648956299
PS(38:6),12715.920997619629,6958.580562591553,23379.28173828125,7281.860450744629,5447.220314025879,13351.941020965576,3713.24027633667,8704.120517730713
PS(40:2),1522.440113067627,1414.200096130371,1588.9801216125488,1340.0800971984863,1417.6001091003418,1573.600112915039,1302.2600898742676,1465.280101776123
PS(40:3),1941.360137939453,1467.2000999450684,1898.440139770508,1673.5001258850098,1548.4001159667969,1772.2601280212402,1451.340106964111,2272.8401641845703
PS(40:4),5190.420394897461,3026.5201835632324,6788.640480041504,3183.920223236084,3079.4802017211914,5307.500396728516,2444.460163116455,5071.280361175537
PS(40:5),8597.720623016357,4390.900321960449,15491.841094970703,5953.540428161621,4044.240337371826,10287.260650634766,3866.880298614502,8604.200611114502
PS(40:6),38058.6626739502,18609.981552124023,85273.78581619263,22757.261627197266,13656.140926361084,50774.4840965271,13852.00074005127,43243.4824180603
PS(42:0),1357.580093383789,1304.360088348389,1338.940086364746,1328.4000968933103,1353.1400909423828,1383.8000946044922,1324.7800827026367,1301.1600952148438
PS(42:2),1393.4200897216797,1371.3600959777832,1422.380100250244,1412.700096130371,1362.6601028442385,1453.160099029541,1357.4801139831543,1490.4801025390625
PS(42:3),1327.540096282959,1450.3001136779783,1395.4600982666016,1303.9600868225098,1325.5600929260254,1365.9800872802734,1330.9800872802734,1310.7800941467283
PS(42:4),1307.9600830078125,1337.1400985717771,1442.480094909668,1326.560089111328,1320.7000885009766,1402.660083770752,1341.2400970458984,1382.1000900268557
PS(42:5),1789.080135345459,1525.0001068115234,2073.2201385498047,1540.040111541748,1457.3200912475586,1676.3801307678225,1402.8600959777832,1748.4601097106934
PS(42:6),2048.540138244629,1626.1201171875,2822.2001914978027,1621.3801155090332,2085.8601303100586,2207.1601524353027,1731.5201110839844,2119.900157928467
PS(43:0),1346.120101928711,1304.1600952148438,1372.4000968933103,1303.3601036071775,1299.8800888061523,1327.8600997924805,1325.8000869750977,1300.6600875854492
PS(43:1),1303.320083618164,1306.2800903320312,1352.6000900268557,1303.8000946044922,1299.860092163086,1351.8600845336914,1345.2800941467283,1312.000087738037
PS(43:4),1304.3400955200195,1305.4800987243652,1351.860092163086,1303.6400871276855,1314.0400733947754,1300.240089416504,1303.2400970458984,1301.0000953674316
PS(43:6),1304.04008102417,1344.7600936889648,1362.3600997924805,1303.5000953674316,1299.840087890625,1318.860088348389,1328.2800979614258,1304.3000869750977
PS(44:0),1337.9000968933103,1303.8600959777832,1300.2200889587402,1300.9800834655762,1297.9000930786133,1299.2800827026367,1301.1000862121582,1362.980094909668
PS(44:1),1305.06010055542,1305.360088348389,1328.880084991455,1304.2000999450684,1299.4400825500488,1301.4400901794434,1319.7001037597656,1326.700096130371
PS(44:10),1303.460090637207,1341.4201049804688,1380.5200958251953,1319.6600914001465,1312.340087890625,1303.4000930786133,1341.120101928711,1300.7801094055176
PS(44:12),1303.6000862121582,1305.2600936889648,1301.720100402832,1303.4000930786133,1300.3801040649414,1322.780086517334,1301.9601020812988,1426.6001091003418
PS(44:2),1304.0800819396973,1307.0801010131836,1483.180103302002,1340.1800994873047,1298.6800956726074,1397.1600875854492,1361.0800819396973,1366.5600929260254
PS(44:4),1303.7400932312012,1305.2000999450684,1432.5601119995115,1329.4000930786133,1330.460105895996,1361.8000984191897,1302.300090789795,1416.3800926208496
PS(44:5),1372.6800994873047,1305.1600914001465,1446.1801071166992,1303.8600959777832,1312.180088043213,1405.2400970458984,1302.12007522583,1336.6600952148438
PS(44:6),1348.1600914001465,1305.700096130371,1408.0800971984863,1322.6601066589355,1331.56010055542,1305.8400917053225,1319.4400939941406,1319.400089263916
PS(O-28:0),1261.1600875854492,1262.5200881958008,1299.0200958251953,1262.0800857543943,1258.0200958251953,1258.4400939941406,1260.4800872802734,1258.9000930786133
PS(O-29:0),2092.020168304444,2177.7801628112798,3599.8402786254883,1786.760124206543,2333.100166320801,3090.300189971924,1879.6601181030276,2905.860206604004
PS(O-30:0),1307.2200965881348,1373.2400932312012,1302.4401054382324,1320.240089416504,1304.4000854492188,1335.6001052856443,1301.8600845336914,1359.2800903320312
PS(O-31:0),1338.1600914001465,1317.0000915527344,1334.940097808838,1304.0600814819336,1328.860092163086,1300.1200942993164,1320.9000968933103,1300.7000885009766
PS(O-32:0),1328.5400886535645,1305.1200904846191,1301.3000869750977,1382.280101776123,1332.260097503662,1388.8800926208496,1333.5200881958008,1328.2200965881348
PS(O-33:0),1457.7001037597656,1322.4200973510742,1541.1401023864746,1318.6001014709473,1427.220100402832,1519.6601028442385,1360.480094909668,1380.0601043701172
PS(O-34:0),1402.780101776123,1352.5400848388672,1406.840087890625,1317.4800987243652,1300.280086517334,1314.440086364746,1302.5801010131836,1316.0800857543943
PS(O-35:0),1369.840103149414,1305.0000953674316,1611.6601066589355,1459.180103302002,1301.2400932312012,1675.0201148986816,1355.6800956726074,1460.460105895996
PS(O-36:0),1325.0800971984863,1305.1000862121582,1358.7600936889648,1303.7400970458984,1326.7200965881348,1305.3000984191897,1313.680103302002,1343.8600845336914
PS(O-37:0),1569.2601165771484,1368.3600997924805,1885.0401420593264,1384.9201011657717,1476.0600967407229,2258.2001457214355,1363.5401039123535,1628.7801055908203
PS(O-38:0),1357.320095062256,1409.660099029541,1759.5401420593262,1499.8201141357422,1356.360092163086,2039.3001403808596,1359.680103302002,1484.10009765625
PS(O-39:0),1326.4400901794434,1311.760097503662,1465.1600952148438,1357.7400932312012,1372.2600898742676,1497.3200988769531,1392.1400909423828,1402.7601051330566
PS(O-40:0),3426.9002532958984,1876.840145111084,5892.10041809082,2429.840187072754,2258.8201484680176,4318.340408325195,1955.460132598877,4207.480262756348
PS(O-41:0),1303.9600944519043,1304.1400909423828,1300.9400939941406,1331.260097503662,1300.7600860595703,1456.5401000976562,1346.260082244873,1371.9001121520996
PS(O-42:0),1604.2401084899902,1426.380107879639,1880.0201377868648,1470.3201179504397,1398.3400764465332,1752.020133972168,1417.940086364746,1636.6601104736328
PS(O-42:4),1346.1400985717771,1341.9200859069824,1363.0600967407229,1311.320087432861,1299.4400901794434,1410.4201049804688,1302.4400901794434,1382.9800910949707
PS(O-42:6),1644.9601249694824,1466.0001068115234,2186.420150756836,1671.2801246643066,1344.8800964355469,2048.8201484680176,1405.3000984191897,1654.8401184082031
PS(P-28:0),1261.8000869750977,1263.8400840759275,1315.6400909423828,1261.5401000976562,1278.4000854492188,1290.3800926208496,1269.300090789795,1284.520092010498
PS(P-29:0),1263.3201026916504,1262.7800903320312,1348.740104675293,1260.960105895996,1257.8400764465332,1356.60009765625,1263.0200805664062,1437.200096130371
PS(P-30:0),1342.0801010131836,1305.3000984191897,1373.3000984191897,1326.2800941467283,1299.7200927734375,1431.240089416504,1301.6000900268557,1352.6201057434082
PS(P-30:1),1261.880100250244,1296.7600936889648,1392.8601036071775,1267.820083618164,1293.0800819396973,1314.040096282959,1273.8400955200195,1352.6200904846191
PS(P-31:0),1318.0201034545898,1305.1400909423828,1301.7400932312012,1304.1800918579102,1365.2600936889648,1336.420078277588,1311.4601020812988,1323.2600898742676
PS(P-31:1),1552.560115814209,1592.920108795166,1755.6401176452637,1555.9601135253906,1495.1800994873047,1639.7001190185547,1570.3801155090332,1791.780128479004
PS(P-32:0),1328.7800903320312,1348.260097503662,1302.8800964355469,1302.9400901794434,1299.680103302002,1301.280086517334,1304.3600959777832,1300.6800804138184
PS(P-32:1),1303.8000831604004,1306.2200927734375,1334.6001052856443,1323.580093383789,1353.360092163086,1301.8200912475586,1324.080093383789,1355.260097503662
PS(P-33:0),1303.9000854492188,1306.5400848388672,1431.260097503662,1304.3000946044922,1300.0800819396973,1351.920093536377,1302.800090789795,1353.220085144043
PS(P-33:1),1575.0601081848145,1492.2401084899902,1700.8601188659668,1479.7001152038574,1590.280128479004,1527.3600997924805,1595.3601036071775,1526.1601181030271
PS(P-33:2),1305.10009765625,1323.7400970458984,1374.3600959777832,1303.6001052856443,1320.3800888061523,1389.0000953674316,1346.9401016235352,1309.4000968933103
PS(P-34:0),1332.940097808838,1421.4201011657717,1302.0600814819336,1383.4600944519043,1302.5800819396973,1339.8200912475586,1301.8000946044922,1364.680103302002
PS(P-34:1),1304.10009765625,1304.360092163086,1302.2200889587402,1303.240089416504,1301.0400848388672,1366.2000999450684,1301.720100402832,1322.000087738037
PS(P-34:2),1330.5000915527344,1305.4000930786133,1316.10009765625,1303.9600830078125,1300.4200820922852,1300.9401016235352,1303.660099029541,1372.8400955200195
PS(P-34:3),1353.5400924682615,1347.3400955200195,1355.5801048278809,1302.820087432861,1299.7600898742676,1301.0800819396973,1302.480094909668,1300.6000862121582
PS(P-34:4),1348.200096130371,1305.2000885009766,1328.2800903320312,1305.1000938415527,1300.280086517334,1301.1000862121582,1320.0800857543943,1325.6800918579102
