Lipid,Group_B,Group_B,Group_B,Group_B,Group__A,Group__A,Group__A,Group__A
LPI(13:0),1235.5800819396973,1264.5000839233398,1257.5800971984863,1222.2400856018066,1274.6400871276855,1223.1400909423828,1216.2800941467283,1248.5400886535645
LPI(14:0),1271.860088348389,1346.5800971984863,1218.6000862121582,1245.5200843811035,1341.7201080322266,1307.680088043213,1287.5000953674316,1526.1201057434082
LPI(14:1),1289.360088348389,1340.6200828552246,1399.6800956726074,1242.6800842285156,1403.5001068115234,1255.3800926208496,1233.0200843811035,1340.7000846862793
"LPI(15:0),LPI(O-16:0)",1828.7201194763184,2545.900173187256,1831.9401245117188,1582.3001136779783,1724.960117340088,1705.380111694336,1647.2601013183594,1684.3001174926758
"LPI(15:1),LPI(P-16:0)",1271.120086669922,1259.9400901794434,1304.9800910949707,1299.3800811767578,1281.2200813293457,1278.4600830078125,1216.040069580078,1226.6200904846191
LPI(16:0),1375.480094909668,1350.460090637207,1359.8800926208496,1334.8800926208496,1468.380107879639,1223.1200981140137,1253.7600860595703,1427.7400932312012
LPI(16:1),1284.8000831604004,1234.0600814819336,1243.7800827026367,1234.6200828552246,1242.500087738037,1224.04008102417,1222.4200744628906,1214.0000801086426
"LPI(17:0),LPI(O-18:0)",1321.4000816345217,1310.8000831604004,1442.1001091003418,1415.9001007080078,1354.14009475708,1265.280101776123,1279.560089111328,1263.4600830078125
"LPI(17:1),LPI(P-18:0)",1321.500099182129,1277.1000900268557,1357.9000854492188,1213.2800788879397,1223.1200904846191,1261.420078277588,1302.1600875854492,1215.320083618164
LPI(17:2),1212.3800811767578,1300.6400833129885,1297.660083770752,1211.6200904846191,1327.7601051330566,1303.940097808838,1217.720085144043,1290.4400939941406
LPI(18:0),1407.0000953674316,1305.620086669922,1315.9801025390625,1327.9801025390625,1467.640106201172,1306.6600952148438,1332.1200942993164,1276.2200889587402
LPI(18:1),1374.4000854492188,1266.760082244873,1319.1000862121582,1256.0600929260254,1334.8600997924805,1265.1200904846191,1257.9200820922852,1256.9600868225098
LPI(18:2),1260.8800773620603,1279.9200897216797,1330.440097808838,1255.0400848388672,1265.3400917053225,1301.640106201172,1338.900089263916,1348.0000953674316
LPI(18:3),1301.3400802612305,1270.1401023864746,1261.2600936889648,1255.0800895690918,1322.4200859069824,1283.5400848388672,1323.8000831604004,1283.2400817871094
LPI(18:4),1255.780086517334,1266.6800804138184,1260.7600936889648,1255.5200881958008,1425.960105895996,1278.460090637207,1259.8000831604004,1257.8600959777832
"LPI(19:0),LPI(O-20:0)",1412.5401000976562,1325.9800910949707,1417.14009475708,1319.6600914001465,1281.1400909423828,1287.2800788879397,1336.680088043213,1515.5401000976562
"LPI(19:1),LPI(P-20:0)",1367.1200981140137,1411.120101928711,1314.2000885009766,1369.400089263916,1314.500087738037,1265.0800895690918,1371.2200965881348,1406.4600982666016
LPI(20:0),1386.3800888061523,1261.860088348389,1397.6001014709473,1299.380084991455,1343.2200889587402,1274.0000915527344,1258.040096282959,1287.8400840759275
LPI(20:1),1336.1000938415527,1274.580093383789,1419.7801055908203,1261.3400802612305,1371.0000915527344,1310.360092163086,1302.820087432861,1325.9000968933103
LPI(20:2),1257.3800926208496,1308.0200958251953,1340.820095062256,1255.04008102417,1339.2601013183594,1283.1200942993164,1265.4000816345217,1290.2200889587402
LPI(20:3),1295.3800964355469,1255.860080718994,1276.5001029968262,1254.740077972412,1331.520092010498,1265.3400955200195,1258.6600799560547,1320.3800888061523
LPI(20:4),1308.2400932312012,1338.2000846862793,1264.4000816345217,1289.5400848388672,1269.3400917053225,1316.7200965881348,1293.5400886535645,1328.0200881958008
LPI(20:5),1254.6400871276855,1306.420093536377,1279.3200912475586,1254.3400840759275,1278.3600959777832,1266.120086669922,1284.9800910949707,1276.6000862121582
LPI(21:0),1256.0600776672363,1386.4200897216797,1311.860092163086,1256.9800910949707,1317.760097503662,1325.8600997924805,1276.7400932312012,1330.9200820922852
LPI(22:0),1399.160099029541,1435.1201057434082,1342.1400871276855,1284.360092163086,1466.1800994873047,1313.9401016235352,1513.1601066589355,1385.7401008605957
LPI(22:1),1318.9800834655762,1295.3000793457031,1260.980094909668,1307.400089263916,1347.6800918579102,1272.0000953674316,1258.3000869750977,1299.7400817871094
LPI(22:2),1275.1800842285156,1289.980079650879,1315.4800834655762,1255.4400939941406,1286.480094909668,1265.6400871276855,1291.660083770752,1305.9600868225098
LPI(22:4),1254.340087890625,1336.360088348389,1341.7400932312012,1255.440086364746,1265.6400909423828,1266.0800895690918,1337.5200843811035,1257.3800926208496
LPI(22:6),1276.420093536377,1381.10009765625,1371.0200958251953,1274.4400787353516,1327.8001098632812,1276.720100402832,1280.660099029541,1256.5800895690918
LPS(12:0),1316.6200981140137,1281.020092010498,1321.1400985717771,1263.4200973510742,1316.480094909668,1298.1400909423828,1294.8800811767578,1478.8601036071775
LPS(13:0),1312.1800918579102,1290.7600898742676,1260.5400772094729,1351.4800872802734,1302.4400901794434,1325.1800956726074,1267.800090789795,1325.1200981140137
LPS(14:1),1974.2801246643064,1745.2201385498047,2151.760131835937,1638.1201171875,1747.6801376342771,2223.3201599121094,1606.1201057434082,2380.240173339844
LPS(16:1),1329.6200904846191,1274.6600875854492,1299.220100402832,1327.1800918579102,1289.3600959777832,1381.340087890625,1264.9200859069824,1422.6800918579102
LPS(17:2),1369.5400924682615,1257.6200942993164,1281.740077972412,1291.5000915527344,1271.3600997924805,1274.1200942993164,1320.560089111328,1430.6000938415527
LPS(18:1),1412.9600982666016,1374.2001037597656,1341.660099029541,1267.8800811767578,1313.9400939941406,1398.2800941467283,1261.0400924682615,1322.5000953674316
LPS(18:2),1321.8400917053225,1356.14009475708,1288.240089416504,1414.9400901794434,1289.1200904846191,1338.300106048584,1259.8600959777832,1271.740089416504
LPS(18:3),1262.5600814819336,1293.4600944519043,1305.0800895690918,1293.5200843811035,1258.4400939941406,1292.560089111328,1260.3800926208496,1331.5200996398926
LPS(20:0),1299.5400886535645,1251.5400772094729,1325.6400871276855,1257.520076751709,1306.9200897216797,1318.0600929260254,1277.8400917053225,1258.5000762939453
LPS(20:1),1384.3600959777832,1332.3000984191897,1333.0600814819336,1324.5000839233398,1325.8201065063477,1259.120086669922,1277.580093383789,1292.1200942993164
LPS(20:2),1253.280086517334,1274.0800971984863,1290.5400886535645,1355.3400917053225,1258.7200927734375,1322.7200965881348,1260.1800918579102,1272.6200904846191
LPS(20:3),1274.4000816345217,1384.980110168457,1285.440086364746,1289.700080871582,1287.180088043213,1302.5400886535645,1305.9800834655762,1325.7600936889648
LPS(20:4),1440.0601043701172,1296.2600860595703,1397.2801094055176,1783.9201278686523,1309.6400833129885,1406.1200904846191,1341.8000869750977,1671.58012008667
LPS(20:5),1288.3200912475586,1251.9800834655762,1324.9000816345217,1261.300090789795,1449.060089111328,1520.980125427246,1263.2000770568848,1345.240089416504
LPS(21:0),1298.7800903320312,1267.4000854492188,1303.7600784301758,1287.9600944519043,1274.2000885009766,1293.520076751709,1308.920093536377,1274.7000846862793
LPS(22:0),1264.520092010498,1291.1000938415527,1280.7400741577148,1258.4800758361816,1270.0200881958008,1259.180088043213,1333.5600967407229,1259.9000854492188
LPS(22:1),1347.6800842285156,1250.4200859069824,1253.6600799560547,1257.160099029541,1257.6200904846191,1286.460090637207,1259.9400901794434,1336.7200889587402
LPS(22:2),1378.740104675293,1286.560089111328,1313.960090637207,1355.740089416504,1278.9800910949707,1339.7600898742676,1259.7800941467283,1280.7200813293457
LPS(22:4),1291.7800827026367,1337.540096282959,1278.3000831604004,1308.320095062256,1257.860080718994,1311.5200958251953,1260.1400871276855,1258.7800827026367
LPS(22:6),1568.5401000976562,1402.040096282959,1410.4401054382324,1865.320140838623,1365.8000946044922,1622.500114440918,1359.4201011657717,1633.1801414489746
LPS(O-16:0),1291.2200889587402,1251.4400901794434,1321.8200798034668,1260.5600852966309,1337.580093383789,1331.8000946044922,1277.5400886535645,1286.980079650879
LPS(O-18:0),2217.3401527404785,2089.6001625061035,2800.380199432373,2376.360153198242,2284.120185852051,2930.780216217041,1967.54012298584,3020.980197906494
LPS(O-20:0),1335.7000999450684,1281.560089111328,1380.7200927734375,1271.560089111328,1268.2600936889648,1349.900089263916,1288.5800971984863,1285.9800910949707
LPS(P-16:0),1268.0200881958008,1328.5601043701172,1312.460090637207,1355.000099182129,1279.7200965881348,1280.3400840759275,1351.920093536377,1338.7200889587402
LPS(P-18:0),1304.4400901794434,1252.440086364746,1331.3400802612305,1314.1400909423828,1286.4400901794434,1297.8400802612305,1291.1000900268557,1329.6800842285156
LPS(P-20:0),1271.0600929260254,1251.8400802612305,1269.9000816345217,1310.5000915527344,1257.720085144043,1313.620086669922,1260.7000999450684,1258.2600784301758
"PC(10:0),LPC(11:0)",1120.0200805664062,1121.4200744628906,1207.560089111328,1064.2400817871094,1012.5200576782228,1048.5800743103027,1096.3600730895996,1061.7000694274902
"PC(12:0),LPC(13:0),LPC(O-14:0)",1202.1400756835938,1093.7800674438477,1120.7000846862793,1086.0200805664062,1022.7800827026368,1225.760082244873,1030.5200843811035,1097.9200706481934
PC(12:4),1127.7400741577148,1165.5600776672363,1176.1600914001465,1087.0000762939453,1052.2400741577148,1165.1200790405271,1080.3200759887695,1145.8000831604004
"PC(14:0),LPC(15:0),LPC(O-16:0)",1434.260097503662,1612.8600997924805,1447.3001136779783,1378.4800987243652,1181.180088043213,1554.040111541748,1050.840072631836,1124.3400840759275
"PC(16:0),PC(O-17:0),LPC(O-18:0)",1952.080150604248,1539.9001121520996,1432.0200996398926,1155.6400871276855,1645.6401138305664,2037.020149230957,1543.2601127624512,1262.340106964111
PC(16:4),1167.460075378418,1070.440086364746,1137.540069580078,1006.7200660705566,1038.9000701904297,1073.7600708007812,1058.9800758361816,1130.4200820922852
"PC(18:0),LPC(19:0),PC(O-19:0),LPC(O-20:0)",1506.6201133728027,1660.2601280212402,1509.7801055908203,1521.0601081848145,1385.5600929260254,1537.4401092529297,1258.7600898742676,1175.6200790405271
"PC(18:1),LPC(19:1),PC(O-19:1),LPC(P-20:0)",1361.020092010498,1258.5800971984863,1266.7200889587402,1215.6400985717771,1224.7400932312012,1504.440097808838,1147.420093536377,1216.2000885009766
"PC(19:0),LPC(20:0),PC(O-20:0)",1868.6601066589355,2238.380142211914,1390.9000968933103,1179.840087890625,1747.6801109313965,2880.980197906494,1427.7201042175293,1160.7200927734375
"PC(19:1),LPC(20:1),PC(O-20:1),PC(P-20:0)",2637.420238494873,1350.1200981140137,1301.8600959777832,1860.9201583862305,1157.4601020812988,1915.0801162719729,1382.7600936889648,1399.1401100158691
"PC(20:0),LPC(21:0),PC(O-21:0)",1011.920066833496,1374.6201133728027,1190.7200775146484,1034.620059967041,1025.9400787353516,1545.880100250244,1049.2800827026367,1015.100067138672
"PC(20:1),PC(O-21:1)",1097.060073852539,1205.7600898742676,1275.6000785827637,1060.520076751709,995.6400680541992,1243.100082397461,1015.460075378418,1042.0200691223145
"PC(20:4),LPC(21:4)",1207.8800926208496,1018.500072479248,1158.660083770752,998.8400764465332,1104.6400756835938,1133.600082397461,1010.9600715637208,1165.0600852966309
"PC(21:0),LPC(22:0),PC(O-22:0)",3542.0002822875977,4266.880290985107,3399.020160675049,2844.940212249756,2599.280174255371,4693.280349731445,1634.4801292419434,2647.900215148926
"PC(21:1),LPC(22:1)",3630.8002128601074,3457.660221099853,2910.280166625977,3830.140293121338,2137.7201538085938,4610.780376434326,2615.200183868408,3082.0802154541016
PC(22:0),2820.4002075195312,2153.660125732422,2554.1001892089844,1720.5801277160645,1258.1400871276855,2692.440216064453,1168.0800857543943,1964.22017288208
PC(22:1),1196.0400848388672,1188.9801063537598,1119.54008102417,1032.380069732666,1075.0000801086426,1361.500099182129,1014.7400817871094,1097.0200805664062
PC(24:0),2547.000175476074,3069.880195617676,1618.4201011657717,1086.5200843811035,1286.7800903320312,1863.700134277344,1145.0400772094729,2185.6001892089844
PC(25:0),2872.0401496887207,2290.440170288086,1655.9401054382324,1140.8800964355469,1676.360126495361,1609.8201141357422,1109.640079498291,1532.040111541748
PC(26:0),5293.280342102051,3576.020263671875,3417.0202140808105,1568.0200958251953,3423.820281982422,4130.72025680542,1572.0201110839844,4349.880355834961
PC(26:1),1780.100128173828,1653.460132598877,1201.500087738037,1245.1800956726074,1231.0600852966309,1423.4200973510742,1277.0000762939453,1472.0401077270508
"PC(27:0),PC(O-28:0)",3205.820251464844,2335.540180206299,1612.3801383972168,1095.0200729370115,1213.660083770752,2142.360149383545,1092.0600776672363,1329.400089263916
"PC(27:1),PC(P-28:0)",1315.4400939941406,1202.5400848388672,1369.380100250244,1135.860092163086,1249.3000869750977,1164.360088348389,1098.5200843811035,1098.520076751709
"PC(28:0),PC(O-29:0)",3079.5202026367188,1888.5401458740237,2971.7001914978027,1819.920124053955,2263.1401748657227,2894.100200653076,1501.5401191711426,2438.000171661377
"PC(28:1),PC(P-29:0)",1740.8601112365725,2632.84020614624,2076.620132446289,1505.8000946044922,1670.8601188659668,1349.8600959777832,1366.9600982666016,1481.880100250244
PC(28:2),1330.1000938415527,1920.4201202392576,1381.3000946044922,1197.1000938415527,1329.0200843811035,1201.4801025390625,1077.480079650879,1523.880111694336
"PC(29:0),PC(O-30:0)",2684.380210876465,2051.400131225586,2391.980159759521,1367.940097808838,1866.680149078369,1841.10013961792,1314.3201141357422,1394.9800987243652
"PC(29:1),PC(O-30:1),PC(P-30:0)",2336.0802001953125,3954.840400695801,1689.5801391601562,1326.8400955200195,1483.620086669922,2866.760185241699,1443.2000923156738,1904.7001266479488
"PC(29:2),PC(P-30:1)",1332.8800888061523,1601.6001319885254,1600.060115814209,1038.5400772094729,1047.300075531006,1183.3600845336914,1042.6800689697266,1326.7200889587402
"PC(30:0),PC(O-31:0)",19196.90097427368,20731.80170822144,17107.321174621582,7383.500518798828,7520.160488128662,17662.601039886475,4354.92036819458,6071.560459136963
"PC(30:1),PC(O-31:1),PC(P-31:0)",52031.38362121582,60199.46614074707,20324.56150817871,24736.822025299072,16639.321712493896,47534.18321609497,11039.040996551514,16178.261707305908
"PC(30:2),PC(P-31:1)",3508.960289001465,1829.0001182556152,2761.1602478027344,1318.860088348389,1727.920124053955,2773.4201736450195,1445.8800964355469,1892.380126953125
PC(30:3),1421.1201057434082,1353.1600799560547,1455.7401008605957,1103.3200759887695,1097.1400718688965,1281.1200981140137,1012.6200714111328,1160.0600814819336
PC(30:4),2174.200126647949,1426.4400939941406,1555.880100250244,1014.8400764465332,1154.5800743103027,1705.4201011657717,1000.4800682067872,1081.100067138672
"PC(31:0),PC(O-32:0)",22723.741325378414,27010.782550811768,23600.381916046143,9937.880676269531,8969.280513763428,21168.2416305542,5591.140308380127,5860.080551147461
"PC(31:1),PC(O-32:1),PC(P-32:0)",4028.100200653076,10220.280895233154,6408.960403442383,3604.320262908936,2666.700225830078,6069.980449676514,1992.6201248168943,2359.740219116211
"PC(31:2),PC(O-32:2),PC(P-32:1)",2290.74015045166,1819.8201141357424,1825.1601028442385,1059.2800827026367,1553.400104522705,1683.1601219177246,1229.4800987243652,1292.0800971984863
"PC(31:3),PC(O-32:3)",1253.160083770752,1269.5600967407229,1391.3401107788086,1246.8201026916504,1151.12007522583,1345.4801063537598,1095.2200889587402,1025.140079498291
PC(31:4),1780.8001289367676,1341.680103302002,1356.2401008605957,1258.1000747680664,1214.5200805664062,1291.880100250244,1017.440071105957,1243.7000770568848
"PC(32:0),PC(O-33:0)",502904.6072540283,570871.6282272339,544995.0635910034,219302.8729019165,152500.8468284607,388734.44622802734,99705.58694839478,99587.5698928833
"PC(32:1),PC(O-33:1),PC(P-33:0)",294122.0535583496,250491.5559425354,173455.77196502686,65170.66458892822,99562.76857757568,203384.35707092285,55207.32405471802,56831.46417999268
"PC(32:2),PC(O-33:2),PC(P-33:1)",56223.86513519287,54850.82304000855,50996.04354476929,21175.021530151367,20606.120948791504,51451.20411682129,12259.060932159424,12360.960483551024
"PC(32:3),PC(P-33:2)",3115.060234069824,3078.0402183532715,2416.940193176269,1996.3001556396484,1695.0000953674316,2246.080177307129,1223.7400856018066,1024.5200691223145
PC(32:4),1378.5400848388672,1577.5801124572754,1193.1000900268557,1387.3601112365725,1244.9000968933103,1248.5400772094729,1015.5800743103028,1043.860080718994
PC(32:5),2237.7401428222656,1952.0601196289065,1830.2201309204104,1070.5800743103027,1549.7001113891602,2116.400157928467,1271.9400901794434,1440.4000930786133
"PC(33:0),PC(O-34:0)",14661.140617370604,17257.580947875977,15453.28087234497,5962.700523376465,5249.360443115234,13828.30117034912,3171.680160522461,4317.160335540772
"PC(33:1),PC(O-34:1),PC(P-34:0)",59182.16425704956,64475.265769958496,51922.66215133667,20583.481895446777,16196.541534423828,53587.12236404419,10509.44080734253,13510.180938720703
"PC(33:2),PC(O-34:2),PC(P-34:1)",36984.682025909424,44490.044246673584,39443.54251480103,22529.66191482544,12359.720512390137,37288.80306625366,5645.920391082764,7219.440490722656
"PC(33:3),PC(O-34:3),PC(P-34:2)",3692.660217285156,4685.780284881592,3878.8603134155273,2406.620178222656,2198.9001998901367,3641.600234985352,1573.2401084899902,1631.8601188659668
"PC(33:4),PC(O-34:4),PC(O-34:4),PC(P-34:3)",2549.2002029418945,2335.1001472473145,1396.2200965881348,1228.6800918579102,1298.240089416504,1597.560131072998,1217.3200798034668,1279.9200859069824
"PC(33:5),PC(P-34:4)",2683.7601585388184,2462.200157165528,2292.120178222656,1484.2601013183594,1695.4001388549805,2029.740161895752,1225.740089416504,1336.960105895996
"PC(34:0),PC(O-35:0)",213682.1362686157,224212.87371063232,273615.23905181885,100903.70881271362,91828.04804229736,192727.33922576904,51858.00402832031,70239.26648712158
"PC(34:1),PC(O-35:1),PC(P-35:0)",2772722.8568115234,2789449.555053711,2761332.650756836,1045871.7486572266,1103492.5275268557,2476517.0951538086,639457.1419677734,777592.5447387695
"PC(34:2),PC(O-35:2),PC(P-35:1)",8119808.387573242,9093297.33959961,7651929.883300781,3679907.880905152,2568846.803039551,5247780.186584473,1354046.4703063965,1689219.6718139648
"PC(34:3),PC(P-35:2)",543023.2473068237,587870.0929679871,499545.10665130615,291550.07373809814,199941.53099441528,388487.4694213867,105052.98454284668,114696.24927139282
"PC(34:4),PC(O-35:4)",29564.901752471924,33080.28195953369,29091.522903442383,17726.320808410645,10125.20095062256,24898.882080078125,7966.540729522705,7246.540618896484
PC(34:5),3206.200294494629,2600.120147705078,2303.4401893615723,1608.3600959777832,1767.440113067627,2121.6801681518555,1303.4800834655762,1688.8401336669922
PC(34:6),2939.5001640319824,1753.1601219177246,2373.660179138184,1523.9401092529297,1753.5201263427734,2623.340171813965,1055.520076751709,1503.6401252746582
"PC(35:2),PC(O-36:2),PC(P-36:1)",50390.123905181885,62857.08335876465,91738.52780532835,54101.92348098755,25213.021423339844,57821.26357269287,18322.561347961426,26017.26173400879
"PC(35:3),PC(O-36:3),PC(P-36:2)",19065.461742401123,21634.101585388184,37852.8013458252,22001.401321411133,12493.16109085083,22384.261528015137,7962.600673675537,8938.14070892334
"PC(35:4),PC(O-36:4),PC(P-36:3)",19472.241889953613,23485.6215133667,32351.002922058105,22653.34139251709,11542.060569763184,20650.8208694458,9331.080883026125,8425.08041381836
"PC(35:5),PC(O-36:5),PC(P-36:4)",7430.680606842041,9114.16039276123,10993.500854492188,5397.320274353027,4570.840274810791,7531.180480957031,3431.180263519287,3973.540344238281
"PC(35:6),PC(P-36:5)",6195.600326538086,7306.440448760986,9065.760772705078,5291.860523223877,3095.360164642334,5786.140506744385,2560.1002311706543,2963.620185852051
"PC(36:3),PC(P-37:2)",1561207.6934204102,1571298.8008422852,2525192.422821045,1301661.1494522097,914103.7924079896,1211484.4309120178,699169.0907974243,798562.1650238037
"PC(36:4),PC(O-37:4)",3140588.8768310547,3261567.6635742188,5532496.182769775,2990883.3553962708,1622125.5453186035,2249440.615760803,1519028.7739105225,1301176.3316345215
PC(36:5),160062.72800445557,171502.41500854492,256207.2667198181,167658.59553146362,121189.2050857544,133114.07177352905,69239.16438674927,80352.08492279053
PC(36:6),10219.160697937012,11591.560531616213,15939.480754852297,10396.260627746582,7398.580684661865,9418.700756072998,5292.700496673584,5552.560302734375
"PC(36:7),PC(35:0),PC(O-36:0)",5281.560211181641,5744.380435943604,8186.640647888184,4295.160400390625,3541.70023727417,5303.760276794434,2157.760150909424,2736.2601776123047
"PC(36:8),PC(35:1),PC(O-36:1),PC(P-36:0)",24652.54159927368,29198.62215423584,42867.643226623535,21035.60179138184,14696.98108291626,25987.56177520752,10889.84073638916,12096.120681762695
"PC(37:3),PC(O-38:3),PC(P-38:2)",20892.081413269043,20588.38185119629,34873.861808776855,18135.54098892212,10628.260646820068,20435.90147018433,8091.160526275635,11000.020725250244
"PC(37:4),PC(O-38:4),PC(P-38:3)",42206.804122924805,53467.54534912109,83288.80562973022,51180.664165496826,20481.34133529663,44572.743755340576,21096.52154159546,23473.24118041992
"PC(37:5),PC(O-38:5),PC(P-38:4)",22674.201599121094,25585.662185668945,45440.54393386841,22417.301818847656,14007.240837097168,23395.70126724243,12050.88073348999,12790.60105895996
"PC(37:6),PC(O-38:6),PC(P-38:5)",14668.781120300291,13789.261138916016,60112.5632019043,29165.32279586792,14595.221313476562,26017.962299346924,13200.581119537354,12380.460887908936
"PC(37:7),PC(P-38:6),PC(36:0),PC(O-37:0)",17563.6014213562,19062.621673583984,60162.38531112671,27481.88230895996,20156.441116333008,30588.861541748047,18895.00120162964,20265.821739196777
PC(38:3),722727.05052948,860060.4046173096,641641.2335281372,339370.71968460083,220936.8608970642,522223.14070892334,222651.3558349609,220755.0919532776
PC(38:4),2411916.0517578125,2998762.185821533,2580993.3230285645,1479265.6391410828,646487.0464630127,1700593.5374145508,854063.3696365356,768763.3201065063
PC(38:5),1428115.6256713867,1580132.8130950928,1610836.7103042605,825818.5245895386,487135.7213745117,1117072.2137680054,415327.6174278259,440909.2382507324
PC(38:6),2730206.1982421875,3062813.374694824,3128320.427974701,1516427.970588684,873532.163986206,1897835.4276008608,808983.3657951355,785041.1869049072
"PC(38:7),PC(37:0),PC(O-38:0)",94135.708442688,98213.00824737547,124969.7488937378,77868.54423522949,45440.423248291016,59507.26406097412,35557.28187561035,37131.10203170776
"PC(38:8),PC(37:1),PC(O-38:1),PC(P-38:0)",29518.22173690796,36659.26258850098,40130.703144073486,23100.12120437622,15452.041107177734,29790.02275085449,8458.060546875,10217.3807182312
"PC(38:9),PC(37:2),PC(O-38:2),PC(P-38:1)",29223.46105194092,40008.543128967285,43712.82311248779,26930.20152664185,16410.440883636475,38548.782638549805,9185.90064239502,13434.20087814331
"PC(39:4),PC(O-40:4),PC(P-40:3)",25933.801651000977,32141.92279815674,24914.262088775635,14629.321018218994,8032.980484008789,23624.60161972046,6227.800582885742,7825.50053024292
"PC(39:5),PC(O-40:5),PC(P-40:4)",14812.061000823976,18237.84132003784,17398.720851898193,7549.380481719971,5462.960453033447,15588.080940246582,4542.120288848877,5076.840381622314
"PC(39:6),PC(O-40:6),PC(P-40:5)",47728.68432617188,57870.52552032471,49467.72373199463,23728.282012939453,13004.320777893066,45891.36340332031,11569.060985565186,12145.881118774414
"PC(39:7),PC(P-40:6),PC(38:0),PC(O-39:0)",309226.482383728,299158.617729187,260862.09677124023,85563.50590133667,83594.10641479492,208310.7589874268,48451.20475769043,57584.60282897949
"PC(39:8),PC(O-40:8),PC(38:1),PC(O-39:1),PC(P-39:0)",809327.7671966553,876489.5610351562,690042.5833816528,306726.5997695923,215982.4974594116,517590.8883247376,133473.62922668457,140189.3929977417
"PC(40:1),PC(P-41:0)",275198.0910797119,322706.0951538086,233104.2773399353,96170.7836341858,61798.10371398926,155142.31254577637,50319.40257263184,56702.22365188599
"PC(40:10),PC(39:3),PC(O-40:3),PC(P-40:2)",12559.980934143066,16680.181301116943,11358.920825958252,6660.680603027344,4561.700382232666,9734.000911712646,4014.68025970459,3463.140190124512
PC(40:2),224847.11978530884,223385.4545288086,202091.6392250061,80729.20837402344,56546.62464141846,136330.06964111328,42972.883823394775,38620.562576293945
PC(40:3),474730.1739501953,487719.7668037415,432927.681930542,194250.9902381897,99358.3665046692,265614.8751182556,95005.30659484863,72763.56451034546
PC(40:4),96597.40979003906,107779.72495651244,78705.96532058716,36540.40343475342,31615.562713623047,68281.10445022583,18498.08135986328,20264.961780548096
PC(40:5),153579.10717773438,196568.6933021545,144922.91067886353,72500.32370376587,50079.8828125,128832.94818496704,43439.64209365845,47606.20425033569
PC(40:6),558099.1842422485,784146.5929718018,588913.5117034912,295942.7466468811,162895.8917541504,498904.78342056274,185172.84545516968,200366.9719276428
"PC(40:7),PC(39:0),PC(O-40:0)",430127.9574279785,516111.43813323975,512319.93983078,258442.4124412537,128697.87080001833,389372.2220039368,137095.8303451538,154479.93281555176
"PC(40:8),PC(39:1),PC(O-40:1),PC(P-40:0)",137270.5129928589,186595.39934158325,176118.6332321167,86681.44380187988,40543.80195617676,105401.80504989624,35835.74221420288,39240.222511291504
"PC(40:9),PC(39:2),PC(O-40:2),PC(P-40:1)",16743.62119293213,20795.1417388916,16263.781089782717,8965.000762939453,5578.320423126221,12317.320446014404,3984.820339202881,4789.560413360596
"PC(41:5),PC(P-42:4)",5325.320289611816,5915.500331878662,4762.800399780273,2801.5201416015625,2046.780158996582,4724.34020614624,2222.960136413574,2023.1001586914065
"PC(41:6),PC(O-42:6)",11519.440731048584,12793.08056640625,10099.220603942871,4943.74031829834,3735.22021484375,11037.90089416504,3497.3602256774902,3698.1403160095215
"PC(41:7),PC(P-42:6),PC(40:0),PC(O-41:0)",54543.6632270813,61308.54542541504,45531.762535095215,17943.961906433105,12414.381252288818,34872.60294342041,12154.260902404783,12607.04084777832
PC(42:0),5289.240383148193,5306.520484924316,3994.460277557373,2175.0801582336426,2613.080207824707,3812.320240020752,1615.6401138305664,2126.780143737793
PC(42:1),14707.381225585938,17266.321155548096,12028.440830230713,5956.100463867188,5320.580451965332,10223.640811920166,3434.240234375,3469.860218048096
"PC(42:10),PC(41:3),PC(O-42:3),PC(P-42:2)",42461.48235321045,54347.10349273682,39693.04283905029,15426.22138595581,9494.520664215088,27356.42237472534,9369.38079071045,9883.040718078611
"PC(42:11),PC(41:4),PC(O-42:4)",7717.080432891846,8365.540740966797,7549.280731201172,3299.800224304199,2460.500186920166,5692.720439910889,1816.360137939453,2244.4001655578613
PC(42:2),58673.58568191528,66541.76351547241,49517.12396621704,19950.78150939941,14509.641174316406,36018.063232421875,14007.76111984253,13052.480667114258
PC(42:3),207257.07556915283,242727.09312438965,204138.9916381836,90188.70597839355,43195.762062072754,114719.79055786131,52402.02509307861,41053.502490997314
PC(42:4),115093.52837753296,123539.74755859376,121332.28907394408,49824.90366363525,28578.482040405277,73434.26316833496,24186.92189025879,23179.201599121094
PC(42:5),257014.6574478149,312767.40061187744,253884.6217918396,98945.10851669312,58002.362297058105,162115.04761886597,49264.602783203125,44743.023597717285
PC(42:6),27665.90137863159,30523.121837615967,19184.84169006348,10958.680992126465,8433.480754852295,18118.841442108154,5784.800495147705,6653.220569610596
"PC(42:7),PC(41:0),PC(O-42:0)",18496.06162643433,23641.421447753903,20885.76077651977,10108.380847930908,7549.50061416626,16468.06086730957,5604.700244903564,6294.980434417725
"PC(42:8),PC(41:1),PC(O-42:1),PC(P-42:0)",14593.881343841553,15661.581157684326,15375.701335906982,8695.120704650879,5998.480567932129,11917.40064239502,3962.260269165039,5042.8203048706055
"PC(42:9),PC(41:2),PC(O-42:2),PC(P-42:1)",15925.141143798828,20162.941116333008,16501.601402282715,6181.440540313721,5221.140354156494,11546.760738372805,4496.980308532715,4129.280345916748
