Lipid,Group_D,Group_D,Group_D,Group_D,Group__C,Group__C,Group__C,Group__C
FA(17:2),615180.0622558594,542439.4174804688,514172.033203125,408332.0502929688,568478.8205566406,743811.0087890625,718142.111328125,573753.478515625
FA(17:3),72727.14489746094,68281.0845336914,74941.32446289062,58243.16412353516,78901.56576538086,88451.10620117188,104559.00811767578,71878.04510498047
FA(17:4),55228.82360839844,49882.24362182617,64148.88494873047,44705.562927246094,51192.12414550781,57982.624084472656,62895.24450683594,54964.14367675781
FA(17:6),81342.76550292969,85583.30548095703,95934.54864501952,71802.6449584961,92025.92669677734,86906.84619140625,116860.08972167967,76559.4849243164
FA(18:0),712716.7895507812,664673.470703125,746630.0654296875,571466.0336914062,781741.4174804688,927210.583984375,706199.626953125,719263.7861328125
FA(18:1),595784.9985351562,675275.5895996094,810753.3422851562,891549.5407714844,896892.3129882812,1471063.326171875,535601.51953125,1104768.5610351562
FA(18:2),582636.0471191406,695296.3441162109,959359.1951904296,1310184.0480957031,976137.0908203124,1511145.6213378906,2239549.313964844,841269.6342773438
FA(18:3),116321.68762207033,124458.90795898438,160762.14923095703,171626.55364990234,173872.25073242188,222037.2963256836,284330.23291015625,142512.2080078125
FA(18:4),52226.2236328125,51089.18395996094,59376.48455810547,51171.46337890625,55748.963928222656,62651.78479003906,68374.84518432617,54226.9838256836
FA(18:5),77628.44470214844,78361.36505126953,91452.7661743164,74796.66522216797,85538.52600097656,94197.14624023438,98389.32791137695,92786.94653320312
FA(18:6),100965.08728027344,111337.3876953125,148259.4307861328,103563.16778564452,120384.66821289062,137919.91052246094,142710.42950439453,111223.90869140624
FA(19:0),2246736.130859375,1954945.013671875,1913946.48828125,1534673.46875,2072931.62109375,2706785.2197265625,2306251.850585937,2250048.96875
FA(19:1),136142.39025878906,122611.82739257812,136144.7091064453,102737.50842285156,138982.40881347656,170099.4725341797,115467.54846191406,135299.7696533203
FA(19:2),474785.5107421875,401473.0493164063,388560.8232421875,302023.681640625,476502.9938964844,645793.6870117188,491555.416015625,454300.0278320313
FA(19:4),220736.8519287109,186024.4341430664,126816.40954589844,116269.4683227539,239399.4764404297,289725.2775878906,264655.1538085937,210995.8962402344
FA(19:5),76971.84564208984,73351.54553222656,81777.32507324219,66399.04461669922,77395.26531982422,89117.52673339844,73815.3056640625,85697.68566894531
FA(19:6),145400.13159179688,137028.07067871094,149786.9512939453,112950.3486328125,160001.9521484375,183751.4123535156,146731.4490966797,147202.51171875
FA(20:0),6682120.32421875,5754580.55859375,5732825.8203125,4677376.265625,5943796.9375,7764535.8515625,6955329.662109375,6427418.0859375
FA(20:1),195087.7126464844,179487.49267578125,201284.87365722656,164045.05114746094,217313.31518554688,269272.4201660156,190876.0341796875,204310.974609375
FA(20:2),126733.76879882812,118916.93005371094,144041.2303466797,120845.40856933594,133479.6298828125,179242.05444335938,126359.02941894533,119955.22802734376
FA(20:3),171046.07250976562,161721.60998535156,204775.5108642578,206920.93627929688,146401.21142578125,293517.5656738281,134998.1287841797,165418.79064941406
FA(20:4),528701.2777099609,620686.1780090332,802187.9240722656,986597.8179321288,383027.2872314453,1067809.0064697266,216151.29705810547,351055.4143676758
FA(20:5),162787.75329589844,168068.72903442383,234668.99755859372,235242.5750732422,251716.25341796875,296359.3408203125,146151.48901367188,170565.8321533203
FA(20:6),267975.77868652344,238480.75720214844,266283.3801269531,189230.15502929688,286724.6013183594,338135.640625,269471.4982910156,251557.09814453125
FA(21:0),5045629.5859375,4626943.1953125,4528448.19140625,3922040.0859375,4614435.5703125,6057908.890625,5459239.5224609375,5078960.34765625
FA(21:1),135210.7099609375,118279.16870117188,128858.18957519533,107371.66735839844,142562.0107421875,167057.79150390625,143835.8291015625,126039.84887695312
FA(21:2),153411.62951660156,135756.78784179688,129982.8094482422,90974.0067138672,153329.5916748047,192870.0125732422,149613.65087890625,150869.26928710938
FA(21:3),82083.0062866211,78329.62518310547,76807.14599609375,59875.46441650391,88552.04577636719,108487.92797851562,82907.78649902344,81900.46551513672
FA(21:5),185794.3143310547,160366.91076660156,173960.85290527344,127797.92956542967,216641.85571289065,243816.65576171875,195496.6545410156,206213.55322265625
FA(22:0),1579170.4853515625,1355183.8857421875,1428770.173828125,1281225.373046875,1461295.833984375,1920999.86328125,1665999.96875,1580074.8515625
FA(22:1),102797.6065673828,96269.46643066406,102372.84631347656,90776.1265258789,109068.10754394533,136998.30920410156,97340.32653808594,107438.30712890624
FA(22:2),59769.00360107422,56810.443603515625,62155.24432373047,56176.583740234375,69123.06463623047,82273.48638916016,62106.4443359375,63242.26440429688
FA(22:3),66306.8051147461,69562.6244506836,74926.32470703125,59340.52355957031,82769.02563476562,89770.80560302734,70644.88525390625,79566.34503173828
FA(22:4),93911.20623779295,88656.4267578125,121664.44952392578,122114.52923583984,95997.34796142578,174087.93041992188,83780.46630859375,95541.20629882812
FA(22:5),218272.53845214844,180112.23266601562,273995.9428710937,282863.83923339844,167588.2119140625,356059.54736328125,156444.97119140625,178965.6309814453
FA(22:6),539043.9399414062,506145.21630859375,604458.0053710938,737559.4428710938,539224.5197753906,1258491.90234375,615172.3217773438,638165.8374023438
FA(22:7),5235671.900390625,4521842.734375,4415192.10546875,3743884.60546875,4650135.25390625,6098949.197265625,5643619.29296875,5096103.90234375
FA(23:0),156071.01135253906,162284.85229492188,185642.11206054688,185918.51293945312,137168.96899414062,173415.55334472656,133320.20874023438,186281.7928466797
FA(23:1),85361.1460571289,81861.6654663086,84767.54614257812,75443.20565795898,84812.52655029297,103495.18789672852,82045.72644042969,84957.94659423828
FA(23:6),213642.7529296875,201415.03393554688,225582.5177001953,217840.2745361328,204012.47338867188,254580.5772705078,210189.17504882807,237251.95751953125
FA(24:0),133437.01025390625,136269.1688232422,129481.1884765625,119178.22839355467,158119.2919921875,206591.1350097656,137960.810546875,129243.17041015624
FA(24:1),64719.24411010742,61341.96435546875,63606.544494628906,57435.384033203125,75554.96594238281,86962.00561523438,61894.72528076172,63129.14440917969
FA(24:10),131719.8504638672,109044.64636230467,104792.02807617188,84938.4458618164,218095.2752685547,227004.63623046875,147512.8309326172,114886.6278076172
FA(24:12),108019.00714111328,95084.36682128906,111847.0068359375,94142.0258178711,100001.0870361328,117104.92791748048,96997.4268798828,111046.74792480467
FA(24:2),48218.00338745117,53252.523529052734,48616.583892822266,43799.0231628418,49578.42352294922,72978.96508789062,49121.84329223633,50976.90350341797
FA(24:3),73236.62567138672,68683.1047668457,72884.02551269531,59298.903869628906,74106.24444580078,92319.3062133789,74639.66516113281,70804.52502441406
FA(24:4),66756.24432373047,73803.76480102539,71842.42517089844,58948.40393066406,80971.06573486328,88187.10632324219,68639.50494384766,68238.60418701172
FA(24:5),131176.64916992188,143929.55017089844,154521.55041503906,160769.13317871094,116188.8094482422,156741.71069335938,112555.02758789062,145598.35076904297
FA(24:6),345963.4063720703,412531.50634765625,615689.0427246094,863552.1206054688,101256.7469482422,144631.6104736328,110684.28698730467,627463.7952880859
FA(24:7),166633.55114746094,163711.2509765625,186371.3134765625,189379.93463134769,145403.4512939453,177837.77307128906,141548.26892089844,185721.3726806641
FA(25:0),115216.90814208984,125742.36889648438,190017.3540649414,174368.1134033203,96240.86730957033,114281.30712890624,85756.80603027344,152110.4708251953
FA(25:1),98572.1875,100247.58654785156,111361.44818115234,112555.16809082033,116338.3878173828,132963.708984375,103173.86791992188,111983.36840820312
FA(25:4),98845.30688476562,105006.22735595705,101921.52697753906,81223.36499023438,89569.60681152344,97268.86682128906,98579.46704101562,100361.5867919922
FA(26:0),102854.267578125,99915.66723632812,106489.96606445312,83830.96630859375,110931.52770996094,135338.54956054688,105726.4071044922,114402.96801757812
FA(26:1),117305.22744750977,114830.66857910156,111035.5477294922,92794.46704101562,124980.78942871094,140646.0489501953,132231.34912109375,123855.94873046876
FA(26:2),84722.1254272461,80142.00561523438,77612.4658203125,62487.20477294922,72668.06506347656,85043.32531738281,90879.1260986328,82276.56640625
FA(26:3),69943.60418701172,72593.46496582031,69819.90509033203,51304.02429199219,65081.46487426758,75546.38464355469,72543.86462402344,71479.66571044922
FA(26:4),70572.7446899414,70585.94506835938,73693.54638671875,62404.244384765625,73711.16494750977,90027.64678955078,70636.44525146484,71106.64538574219
FA(26:5),91747.1459350586,97816.5672607422,118713.18676757812,112563.54736328124,71235.66534423828,80652.04528808594,77989.865234375,113120.10809326172
FA(26:6),302523.44580078125,407846.4873046875,638286.3813476562,732829.0180664062,98584.10607910156,126535.94934082033,123508.208984375,524408.2153320312
FA(27:0) | FA(28:7),142047.67016601562,130237.52783203124,103195.0073852539,86446.50592041016,161559.27087402344,139193.79040527344,145425.16857910156,144709.69171142578
FA(27:0) | FA(28:7)_2,128794.44995117188,117015.0283203125,96094.4266357422,79034.54559326172,142314.3497314453,139746.72985839844,123472.62866210938,130045.86962890624
FA(27:1),60323.12457275391,61449.44454956055,64304.444396972656,53771.64318847656,61861.723876953125,68941.34436035156,61235.28433227539,65253.14453125
FA(27:2),69255.24493408203,62700.20501708984,63789.00451660156,60409.60345458984,66414.04455566406,76148.42486572266,62008.924377441406,63249.44451904297
FA(27:3),105496.94647216795,109070.48693847656,109175.86694335938,84125.10632324219,110887.78723144533,129636.56896972656,109999.50708007812,105249.92761230467
FA(27:4),84987.86627197266,77493.84600830078,82254.60565185547,73449.3051147461,74245.544921875,92376.66595458984,80140.32543945312,82466.48510742188
FA(28:0),72299.16491699219,65424.36474609375,65918.2045288086,58839.48406982422,80696.02502441406,86276.84655761719,67629.5650024414,76498.70526123047
FA(28:1),436144.5732421875,392152.8706054688,362168.7231445313,321188.0010986328,112601.18817138672,197126.35522460935,330513.3825683594,337299.5251464844
FA(28:2),62893.28454589844,57038.58410644531,55639.3232421875,44897.78286743164,54205.78451538086,57730.4641418457,57401.88446044922,53836.34393310547
FA(28:3),59770.68444824219,56973.464599609375,54161.30374145508,52453.50415039063,63563.485290527344,68955.14514160156,62252.384521484375,61670.704528808594
FA(28:4),56730.78405761719,56175.30383300781,57026.96347045898,46030.20318603516,60536.6237487793,61987.60443115234,57008.12377929688,54422.20397949219
FA(28:5),66794.18475341797,55677.28393554688,65001.90417480469,54003.483642578125,51490.00402832031,59050.1244506836,57833.124267578125,63628.52478027344
FA(28:6),118337.08850097656,102401.94702148438,111835.9874267578,101152.26654052734,113068.94738769533,120242.70892333984,119193.52899169922,122620.1494140625
FA(29:0),1897876.283203125,1856629.9990234373,1433159.9306640625,975984.130859375,106524.22802734376,126677.08959960938,1427656.8713378906,1369711.6684570312
FA(29:1),64133.62463378906,57860.80383300781,54306.06433105469,44108.46350097656,52075.22375488281,50284.68365478516,58354.68365478516,55077.804443359375
FA(29:2),224572.2744140625,217280.0751953125,204097.27416992188,139638.7303466797,75191.66442871094,88681.90625,205666.55322265625,218842.5350341797
FA(29:3),72700.80554199219,69585.5845336914,70648.56506347656,73885.24499511719,63709.38446044922,105589.52746582033,70042.06530761719,75304.00476074219
FA(2:0),21174.50151062012,18141.301330566406,19376.541458129883,15035.061096191406,18425.56143188477,20865.34146118164,21491.58169555664,21305.64128112793
FA(30:1),44967.5234375,49438.1435546875,41385.12298583984,38057.44241333008,49049.22329711914,53129.04425048828,45418.123291015625,45670.84329223633
FA(30:2),56558.424072265625,53687.32415771485,44764.48272705078,40692.74298095703,55096.72412109375,54556.42352294922,48273.28323364258,51913.18362426758
FA(30:3),52800.14404296875,44150.04278564453,46170.823303222656,39799.92266845703,49201.36309814453,49027.86297607422,44344.90313720703,53170.12347412109
FA(30:4),51532.963928222656,44400.16357421875,45683.1635131836,39943.40252685547,54560.603088378906,56332.26397705078,46521.84310913086,52968.70330810547
FA(30:5),56871.90460205078,53366.723693847656,53088.48394775391,53536.063568115234,55974.143951416016,55510.28387451172,51197.62368774414,62643.96368408203
FA(30:6),128809.80834960938,134416.80993652344,123314.5694580078,96602.94689941406,76187.06420898438,73767.9047241211,110798.5078125,111690.048828125
FA(31:0),88066.62628173828,90829.9656982422,86549.36584472656,65834.24487304688,83427.38592529297,84065.72564697266,99393.10583496094,88166.12622070312
FA(32:0),33448.12225341797,34275.542053222656,36755.56246948242,29682.942321777344,39300.72280883789,53242.10369873047,35758.36260986328,40023.34280395508
FA(32:1),38858.903060913086,28320.40200805664,32082.542419433597,23539.76147460937,33291.14245605469,41080.12316894531,32003.04234313965,35650.04266357422
FA(32:4),51794.52346801758,48181.662857055664,56959.383850097656,41270.342834472656,45936.42352294922,55202.12371826172,49146.32415771485,52565.76428222656
FA(32:5),49292.48318481445,41268.64224243164,55852.3236694336,44866.48318481445,41175.18295288086,48753.40335083008,45554.70318603516,54687.323303222656
FA(32:6),63553.90447998047,56431.06384277344,68769.64367675781,58103.864318847656,60542.32434082031,64512.924865722656,59220.384216308594,66276.82427978516
FA(33:0),37481.022705078125,33014.982421875,33311.48248291016,27789.24200439453,32854.30187988281,42495.02294921875,33073.60255432129,31856.402374267574
FA(34:0),42143.18307495117,44318.68347167969,57338.32403564453,47903.20291137695,41664.16247558594,53933.2239074707,39081.003173828125,51423.28363037109
FA(34:1),139624.0307006836,131454.85034179688,138465.21032714844,104097.30822753906,169504.75024414062,205300.57495117188,161947.99291992188,132231.529296875
FA(34:5),58465.36407470703,53053.58367919922,64108.20495605469,49562.10382080078,51693.204162597656,66094.58477783203,51897.62384033203,61312.62451171875
FA(34:6),58810.58416748047,57900.74482727051,65799.72485351562,50089.06286621094,63530.485290527344,71518.02502441406,57195.72381591797,64745.66430664063
FA(35:0),29999.742126464844,28305.0419921875,29849.88217163086,26843.32211303711,27929.70198059082,35301.622314453125,27482.30177307129,27037.781982421875
FA(36:0),24267.78164672852,25224.72183227539,25153.82174682617,23419.28157043457,28317.20184326172,35427.582458496094,26378.001571655277,24999.16192626953
FA(36:4),41504.56298828125,37682.78289794922,42199.14306640625,41426.56286621094,46681.403411865234,56229.024322509766,44417.5234375,41617.523040771484
FA(36:5),36720.12228393555,35985.14273071289,39729.54266357422,46058.343505859375,36937.062591552734,51319.80319213867,38035.84259033203,39451.94268798828
FA(37:0),32242.962127685547,31015.462158203125,40308.36322021485,39812.8430480957,41590.46304321289,48883.68338012695,40485.14239501953,33374.98229980469
FA(38:0),25433.64213562012,23184.60171508789,31815.522384643555,25134.341873168945,26830.062103271484,31009.522216796875,26546.221725463867,23980.54179382324
FA(38:4),48462.823303222656,48601.86376953125,62881.104553222656,49609.5830078125,44668.04330444336,52309.40393066406,52645.56408691406,50933.00396728516
FA(38:5),41032.34286499024,37908.0228881836,42071.48284912109,38378.5227355957,35012.402435302734,39387.28286743164,36210.2626953125,39707.363037109375
FA(38:6),35006.382385253906,32315.982360839844,42118.22296142578,32202.922424316406,38348.72244262695,44813.46328735352,36772.86242675781,33082.382232666016
FA(3:0),3421.2802238464355,4667.560241699219,4760.940315246582,3789.780258178711,4096.060230255127,4824.8603515625,5476.400344848633,4293.34029006958
FA(3:1),5277.860397338867,5808.060478210449,8587.320545196533,7777.68049621582,7996.12060546875,8924.480590820312,9521.540725708008,5682.280414581299
FA(40:6),29240.442260742188,31484.88229370117,33896.502502441406,37386.702545166016,35251.84243774414,40007.92269897461,36307.082458496094,30419.42218017578
FA(42:6),27184.6618347168,30561.50213623047,41351.102630615234,31734.2618560791,33326.42239379883,36387.482666015625,33338.44250488281,29313.142288208008
FA(46:0),22559.42163085937,24243.38165283203,32944.62258911133,25943.72198486328,24868.181610107426,32113.58221435547,25326.38180541992,22891.92169189453
FA(4:0),52318.86354064941,45014.463439941406,47523.22326660156,37194.92266845703,55869.12377929688,52070.48419189453,53327.98400878906,52725.92419433594
FA(4:1),199419.3159790039,172250.0107421875,187977.75524902344,148596.09155273438,145825.60998535156,158948.9324645996,191158.87475585935,215456.05444335935
FA(5:0),472084.5377807617,657157.1953125,1278667.3540039062,1539277.1809082031,49207.46408081055,50050.9033203125,48820.92333984375,1257645.2881774902
FA(5:1),52325.32318115234,53995.96435546875,87255.74645996094,92302.92565917967,55111.784423828125,55780.26373291016,39204.102935791016,92851.98706054688
FA(5:2),98986.7671508789,75034.38568115234,96996.24645996094,69771.98468017578,84021.72619628906,102126.56774902344,87945.7865600586,83582.52551269531
FA(6:0),22050.46154785156,21009.94140625,28690.422286987305,23198.641326904297,23698.46173095703,33109.902099609375,25678.50180053711,23516.16162109375
FA(6:1),839239.2819824219,707338.693359375,787178.7177734375,611689.822265625,743602.2958984375,811190.240234375,869784.654296875,988418.2924804688
FA(6:2),44870.24346923828,39735.0830078125,43965.62353515625,32238.262237548828,50992.503662109375,62211.54461669922,50025.30334472656,48643.2834777832
FA(7:0),66712.1848449707,62364.24444580078,81474.72576904297,66910.52444458008,65364.22503662109,75429.30560302734,72343.38494873047,76756.12591552734
FA(7:1),43791.2028503418,27177.462005615234,26381.841735839844,22355.221725463867,44129.04315185547,48601.14343261719,35560.26248168945,33105.362213134766
FA(7:2),21336.401290893555,19194.46141052246,18666.041259765625,14523.340927124023,17611.64119720459,18952.741271972656,21282.601501464844,18356.68139648437
FA(7:3),26666.66148376465,18249.901290893555,18190.32145690918,15517.981063842772,14927.420852661133,16368.061210632324,22681.801696777344,21169.361358642574
FA(8:0),27839.841827392574,38061.80279541016,44682.582916259766,46656.42304992676,24377.40170288086,25264.521759033203,21772.081481933597,39669.662353515625
FA(8:1),11141.940811157228,10131.520767211914,13842.060943603516,11031.7407913208,11547.00080871582,10806.340698242188,10305.180679321287,12927.48095703125
FA(8:2),17385.301193237305,17145.901168823242,20178.86125183105,18341.341262817383,48142.30364990234,55468.50393676758,21562.321517944336,22426.661376953125
FA(8:5),59988.82373046875,54497.9631652832,62130.10430908203,73874.46560668945,740855.9477539062,836991.9331665039,108777.10583496094,68575.78430175781
FA(8:6),81027.04571533203,93112.2470703125,141107.74996948242,133338.84887695312,47733.72381591797,54426.82421875,61377.34448242188,131949.56994628906
FA(9:0) | FA(10:7),354787.7846069336,355738.02575683594,384962.9649963379,304264.6629638672,307996.06188964844,334551.1218261719,352666.8458557129,458393.81036376953
FA(9:0) | FA(10:7)_2,354312.9899902344,386109.0256347656,410750.93060302734,320196.1044921875,321753.5048828125,346052.6251220703,354560.4029541016,476839.6348876953
FA(9:1),19859.621337890625,22751.52157592773,24635.201919555664,20336.061630249023,23225.90182495117,24204.02182006836,21564.841674804688,25408.20181274414
FA(9:2),14109.060943603516,17692.420959472656,14520.12109375,14852.461013793943,18236.841415405277,19683.72132873535,15640.10134124756,14986.480987548828
"LPC(10:0),PC(O-10:0)",1242.8000984191897,1384.3400955200195,1179.4000816345217,1016.4600715637208,1290.7601051330566,1497.860107421875,1012.8600692749023,1069.5400733947754
LPC(12:0),1086.7800750732422,1058.4400749206543,1252.580093383789,1010.820068359375,1180.5200843811035,1156.9600830078125,1031.360065460205,1015.6000595092772
"LPC(14:0),PC(O-14:0),LPC(O-15:0)",1339.9200973510742,1583.8201065063477,1309.2000923156738,1123.720069885254,1577.880100250244,1788.680118560791,1135.220069885254,1139.3800811767578
"LPC(14:1),LPC(P-15:0)",1206.2600898742676,1170.4600944519043,1234.320087432861,1106.2000732421875,1134.7200889587402,1149.1800689697266,1136.380069732666,1039.840068817139
"LPC(15:1),LPC(O-16:1),LPC(P-16:0)",1065.1400756835938,1107.8400764465332,1153.920066833496,1049.3800735473633,1322.3201065063477,1140.160083770752,1058.7600784301758,1046.4200706481934
"LPC(16:0),PC(O-16:0),LPC(O-17:0)",45418.20301818848,36232.92256164551,32229.021942138672,18476.561100006104,39705.42254638672,59163.164489746094,10640.180755615234,12667.920997619629
"LPC(16:1),LPC(P-17:0)",2576.9601860046387,2335.2001724243164,2861.8202171325684,1880.4601554870603,2055.9001274108887,3060.3802185058594,1412.340103149414,1743.7600936889648
"LPC(17:1),LPC(O-18:1),LPC(P-18:0)",1502.860088348389,1087.2200736999512,1309.3000984191897,1011.3800773620604,1291.6200904846191,1292.7200736999512,1055.9400749206543,1268.0800743103027
"LPC(17:2),LPC(P-18:1)",1348.6401023864746,1151.2400856018066,1127.2400817871094,1073.4000816345217,1188.120101928711,1272.6800918579102,1014.3800659179688,1024.9000701904297
"LPC(18:0),PC(O-18:0),LPC(O-19:0)",24793.44235992432,18837.481437683105,19467.661209106445,11166.960655212402,17126.7010345459,24595.721809387207,8182.440525054932,10619.160499572754
"LPC(18:1),PC(O-18:1),PC(P-18:0)",11438.640853881836,9903.580642700195,8867.5806350708,8014.220500946045,11232.600761413574,18261.561111450195,5071.980323791504,8383.880561828613
"LPC(18:2),LPC(P-19:1)",18071.18148803711,14634.26099395752,14745.64102935791,21624.50115585327,17528.00099182129,36532.58274078369,8813.120643615723,16771.281116485596
LPC(18:3),1319.1601066589355,1172.4800872802734,1793.200122833252,1314.6000938415527,1466.4000816345217,1762.820140838623,1144.3600730895996,1553.8201065063477
LPC(18:4),1068.540069580078,1056.8600769042969,1027.760066986084,1017.1600685119628,1216.400089263916,1172.7800903320312,1078.3800659179688,1004.4600563049316
LPC(19:3),1099.5800819396973,1223.1600952148438,1079.3000793457031,1001.1400756835938,1140.1000785827637,1115.180076599121,1061.3000602722168,1040.220058441162
"LPC(20:2),PC(O-20:2)",1683.860126495361,2049.3001251220703,1756.740119934082,1323.0200881958008,1667.5201225280762,2743.6002655029297,1602.2001190185547,2173.5001831054688
LPC(20:3),2731.8202171325684,3036.920185089112,5193.940296173096,2836.0002212524414,3289.6602058410645,5676.280277252197,4627.060283660889,10159.580806732178
LPC(20:4),9699.400833129885,9188.400638580322,10173.840602874756,15513.92148590088,10696.48053741455,22569.18148803711,8296.060523986816,11653.160961151125
LPC(20:5),1987.46012878418,1350.540096282959,1237.560073852539,1174.3200721740725,1314.820087432861,1728.0801391601562,1538.1800956726074,1254.6400871276855
LPC(22:2),1357.200096130371,1156.04008102417,1107.2400817871094,1048.540069580078,1233.6800842285156,1193.280086517334,1036.2400665283203,1071.1600799560547
LPC(22:4),1292.7000846862793,1315.3400955200195,1244.080093383789,1178.4200859069824,1780.3401412963867,2338.7401580810547,1186.2400741577148,1159.5800819396973
LPC(22:5),2010.280143737793,1759.9401245117188,2665.560165405273,1522.5001182556152,2215.760181427002,2855.4402198791504,1191.6800918579102,1553.7201194763184
LPC(22:6),6620.800567626953,5796.440338134766,14227.381225585938,8453.000453948975,6976.300521850586,12641.300918579102,10783.980583190918,8955.02067565918
LPC(24:0),1499.840114593506,2124.7201766967773,3006.880241394043,1528.6601181030271,1402.700096130371,1542.6801300048828,1100.3600730895996,1383.2201118469238
LPC(24:1),1343.440086364746,1455.2201080322266,1466.7200965881348,1001.7800712585448,1331.040096282959,1801.2601432800293,1067.6800651550293,1342.7400817871094
LPC(2:0),1055.8400764465332,1245.700080871582,1217.8400764465332,1002.380069732666,1100.0000762939453,1163.5200881958008,991.4000701904296,1010.5800704956056
"LPC(3:0),PC(O-3:0)",1297.6600914001465,1178.5800857543943,1100.04008102417,1060.980079650879,1080.4200820922852,1174.0001029968262,1025.0400657653809,1068.420078277588
LPC(3:1),979.4000625610352,1054.7600708007812,1094.3400764465332,989.1400604248048,1088.3800888061523,990.1600723266602,1061.9600791931152,976.4600677490234
"LPC(4:0),PC(O-4:0),PC(O-5:0)",1089.3600769042969,1154.900089263916,1035.7800788879397,1093.8200798034668,1144.8200798034668,1141.0800743103027,981.0600700378418,1078.12007522583
LPC(6:0),1017.7200736999512,1088.9800834655762,1160.080078125,979.000057220459,1198.840087890625,1044.3800735473633,1032.3200721740725,979.9600677490234
LPC(8:0),1351.1200981140137,1079.960075378418,1161.6800727844238,1008.6800727844238,1184.8200988769531,1106.4200820922852,979.5400619506836,973.700080871582
LPC(O-10:1),1028.2000694274902,1063.6400909423828,1021.0800743103028,967.0800666809082,1053.6400718688965,1104.600082397461,982.3000717163086,962.5800666809082
LPC(O-20:4),1100.340087890625,1159.3200721740725,1026.800067901611,1061.540069580078,1067.4800720214844,1055.0800704956057,1085.9600715637207,1004.0600662231444
LPE(12:0),1241.160083770752,1238.7800827026367,1270.120086669922,1235.1200828552246,1231.5600814819336,1293.940097808838,1261.640079498291,1241.7800827026367
LPE(14:0),1271.4600982666016,1262.6200942993164,1278.000087738037,1223.1400909423828,1264.4000816345217,1239.8400917053225,1305.1200942993164,1326.5600852966309
LPE(14:1),1318.8000831604004,1218.8400840759275,1310.1401023864746,1237.4800758361816,1284.6000900268557,1285.6601066589355,1361.64009475708,1258.160083770752
"LPE(15:1),LPE(P-16:0)",1225.5800895690918,1219.020076751709,1261.440097808838,1232.3400802612305,1374.0801048278809,1317.0201034545898,1222.4400825500488,1221.800090789795
LPE(16:1),1384.5401000976562,1219.0800819396973,1360.1400985717771,1335.60009765625,1525.480110168457,1616.5001220703125,1258.3800964355469,1302.3000793457031
"LPE(17:1),LPE(O-18:1),LPE(P-18:0)",1250.920093536377,1234.7400932312012,1226.4600868225098,1234.940086364746,1223.1400909423828,1316.360092163086,1227.360092163086,1234.5400772094729
LPE(17:2),1296.8200912475586,1257.5600814819336,1335.060089111328,1271.0000953674316,1286.14009475708,1254.3400993347168,1250.020092010498,1221.9000854492188
LPE(18:1),2528.840202331543,2354.1801681518555,2750.400177001953,3070.5601806640625,5462.580451965332,4665.040214538574,2755.1801834106445,2687.560188293457
"LPE(18:2),LPE(P-19:1)",1904.2601318359373,2031.600154876709,1624.8601303100586,3119.540214538574,2847.640163421631,4472.980293273926,1833.3001251220703,2022.4001388549805
LPE(18:3),1290.2601013183594,1235.320095062256,1308.5000915527344,1304.8000946044922,1318.7800827026367,1221.1400833129885,1380.680103302002,1222.8400840759275
LPE(18:4),1273.8600845336914,1258.0000839233398,1359.1001014709473,1269.0800895690918,1277.920078277588,1250.1800918579102,1238.920093536377,1287.360092163086
"LPE(19:1),LPE(P-20:0)",1249.5400886535645,1444.520107269287,1308.0400924682615,1223.2600898742676,1232.560073852539,1265.780086517334,1223.1200828552246,1221.8800888061523
LPE(20:0),1226.2600860595703,1342.1600875854492,1219.5801048278809,1305.7600898742676,1303.1600952148438,1333.5600814819336,1407.2201042175293,1270.7800750732422
LPE(20:1),1225.720085144043,1585.1001167297363,1504.4800910949707,1327.8400955200195,1443.2801094055176,1392.4601020812988,1330.220100402832,1248.2400856018066
LPE(20:2),1400.3200912475586,1282.7000885009766,1312.60009765625,1259.220085144043,1304.4000930786133,1309.360088348389,1252.760082244873,1255.0000915527344
LPE(20:3),1464.3001022338867,1681.3201293945312,1564.680103302002,1486.9001007080078,2104.2601432800293,1649.3801193237305,1534.1200942993164,1438.8600959777832
LPE(20:4),2255.7001953125,3250.5202674865723,2565.9001998901367,4392.740322113037,4112.080234527588,6431.380382537842,2962.8002166748047,2687.3402366638184
LPE(20:5),1266.7400932312012,1340.0001029968262,1313.1000862121582,1247.7800903320312,1261.200080871582,1528.4001159667969,1239.5000953674316,1295.440086364746
LPE(22:0),1277.440097808838,1272.300090789795,1331.3201026916504,1232.5000953674316,1310.9200973510742,1312.880100250244,1222.6400871276855,1236.7200889587402
LPE(22:1),1231.9200744628906,1251.040096282959,1274.2800941467283,1222.680088043213,1316.1400909423828,1272.380084991455,1274.5200881958008,1254.4000854492188
LPE(22:2),1226.6600952148438,1292.820095062256,1358.480094909668,1238.200096130371,1248.5000839233398,1271.3600845336914,1222.3800888061523,1221.580093383789
LPE(22:4),1225.2000846862793,1344.780101776123,1309.320095062256,1222.5000953674316,1239.4800834655762,1299.7600898742676,1223.4800910949707,1253.5200843811035
LPE(22:5),1236.9200973510742,1616.6201133728027,1341.8200912475586,1330.3600845336914,1650.7001152038574,1687.3001289367676,1614.5001182556152,1450.2201118469238
LPE(22:6),2013.2001266479488,4882.020416259766,2743.580207824707,3641.820281982422,3113.300266265869,6092.0404624938965,3362.36030960083,3365.760280609131
