Match 1,Match 2,Lipid 1,Lipid 2,Number,Gene,Reaction
LPE(18:3),PE(38:6),LPE,PE,129642,MBOAT2,26
PC(36:1),LPC(10:0),PC,LPC,123745,PLA2G4E,23
LPC(16:1),PC(38:5),LPC,PC,79888,LPCAT1,22
PS(44:7),LPS(22:6) ,PS,LPS,30814,PLA2G2E,31
PC(40:2),LPC(22:1),PC,LPC,255189,PLA2G4F,23
PC(36:6),LPC(18:3),PC,LPC,8605,PLA2G4C,23
LPG(22:4) ,PG(40:8),LPG,PG,54675,CRLS1,32
LPE(20:3),PE(44:8),LPE,PE,129642,MBOAT2,26
PS(44:5),LPS(20:4) ,PS,LPS,5320,PLA2G2A,31
PC(34:5),LPC(20:5),PC,LPC,5321,PLA2G4A,23
PE(44:3),LPE(22:2),PE,LPE,8605,PLA2G4C,27
PC(44:4),LPC(22:0),PC,LPC,100137049,PLA2G4B,23
LPC(24:1),PC(38:1),LPC,PC,254531,LPCAT4,22
PC(36:4),LPC(16:1)_2,PC,LPC,30814,PLA2G2E,23
PS(38:0),PE(16:0),PS,PE,23761,PISD,6
LPC(22:2),PC(40:2),LPC,PC,254531,LPCAT4,22
LPS(14:1) ,PS(32:0),LPS,PS,10162,LPCAT3,30
PS(34:5)_2,LPS(22:4) ,PS,LPS,64600,PLA2G2F,31
LPE(22:1),PE(42:6),LPE,PE,254531,LPCAT4,26
PI(32:0),LPI(15:1) ,PI,LPI,123745,PLA2G4E,29
LPC(22:5),PC(42:10),LPC,PC,10162,LPCAT3,22
PE(36:1),LPE(17:1),PE,LPE,8605,PLA2G4C,27
PC(34:1),LPC(14:0),PC,LPC,100137049,PLA2G4B,23
LPS(14:0),PS(34:1),LPS,PS,254531,LPCAT4,30
Cer1P(26:1),SM(44:2),Cer,SM,10087,CERT1,17
LPC(18:1),PC(42:6),LPC,PC,254531,LPCAT4,22
PI(32:0),LPI(16:0) ,PI,LPI,123745,PLA2G4E,29
PC(32:4),LPC(20:4),PC,LPC,5321,PLA2G4A,23
PE(40:3),LPE(22:1),PE,LPE,8605,PLA2G4C,27
PE(38:1),PC(50:0),PE,PC,10400,PEMT,8
Cer1P(44:2),Cer(30:1),Cer1P,Cer,5524,PTPA,42
LPI(20:3) ,PI(38:7),LPI,PI,79143,MBOAT7,28
LPC(18:0),PC(38:0),LPC,PC,10162,LPCAT3,22
LPS(18:2) ,PS(32:2),LPS,PS,254531,LPCAT4,30
LPC(18:4),PC(40:5),LPC,PC,10162,LPCAT3,22
PC(36:3),LPC(20:4),PC,LPC,5321,PLA2G4A,23
PC(38:2),LPC(22:1),PC,LPC,64600,PLA2G2F,23
PG(44:5),LPG(20:0),PG,LPG,283748,PLA2G4D,33
PC(52:0),PS(40:0) ,PC,PS,9791,PTDSS1,9
LPC(18:4),PC(38:7),LPC,PC,54947,LPCAT2,22
PI(36:1),LPI(19:0),PI,LPI,123745,PLA2G4E,29
PG(32:3),LPG(14:0),PG,LPG,54675,CRLS1,33
PG(36:3),LPG(20:2) ,PG,LPG,54675,CRLS1,33
PC(42:3),LPC(18:3),PC,LPC,100137049,PLA2G4B,23
PG(36:3),LPG(18:2) ,PG,LPG,54675,CRLS1,33
PC(34:1),LPC(22:2),PC,LPC,255189,PLA2G4F,23
PC(38:1),LPC(20:4),PC,LPC,26279,PLA2G2D,23
LPE(22:2),PE(36:3),LPE,PE,254531,LPCAT4,26
PE(44:3),PS(26:1),PE,PS,81490,PTDSS2,7
PC(40:7),LPC(20:3),PC,LPC,64600,PLA2G2F,23
PC(38:0),LPC(16:0),PC,LPC,283748,PLA2G4D,23
LPE(20:1),PE(20:1),LPE,PE,254531,LPCAT4,26
LPE(22:5),PE(38:6),LPE,PE,10162,LPCAT3,26
LPE(20:5),PE(42:4),LPE,PE,154141,MBOAT1,26
PC(44:6),LPC(22:5),PC,LPC,283748,PLA2G4D,23
PG(38:6),LPG(20:3) ,PG,LPG,255189,PLA2G4F,33
PS(38:2),LPS(18:2) ,PS,LPS,5320,PLA2G2A,31
LPC(18:0),PC(40:6),LPC,PC,79888,LPCAT1,22
LPC(18:4),PC(52:4),LPC,PC,10162,LPCAT3,22
PC(32:2),LPC(20:3),PC,LPC,8605,PLA2G4C,23
PC(40:6),LPC(18:2),PC,LPC,30814,PLA2G2E,23
PC(44:1),LPC(22:1),PC,LPC,283748,PLA2G4D,23
PC(40:8),LPC(20:3),PC,LPC,123745,PLA2G4E,23
LPG(12:0),PG(38:0) ,LPG,PG,54675,CRLS1,32
PG(34:4),LPG(14:0),PG,LPG,255189,PLA2G4F,33
PC(34:0),LPC(20:0),PC,LPC,8605,PLA2G4C,23
PE(40:0) ,PS(26:1),PE,PS,81490,PTDSS2,7
LPC(16:0),PC(46:0),LPC,PC,254531,LPCAT4,22
LPE(20:3),PE(42:7),LPE,PE,154141,MBOAT1,26
LPC(18:3),PC(32:2),LPC,PC,79888,LPCAT1,22
PS(42:4),LPS(22:4) ,PS,LPS,30814,PLA2G2E,31
PC(34:0),LPC(2:0),PC,LPC,64600,PLA2G2F,23
LPC(18:3),PC(38:6),LPC,PC,54947,LPCAT2,22
PS(42:9),LPS(18:3) ,PS,LPS,64600,PLA2G2F,31
PC(38:0),LPC(24:1),PC,LPC,255189,PLA2G4F,23
LPE(18:2),PE(38:5),LPE,PE,10162,LPCAT3,26
PE(20:5),PS(40:4),PE,PS,81490,PTDSS2,7
LPE(20:5),PE(42:10),LPE,PE,10162,LPCAT3,26
PC(42:0),LPC(20:0),PC,LPC,5320,PLA2G2A,23
PC(36:6),LPC(20:5),PC,LPC,8605,PLA2G4C,23
LPC(22:5),PC(36:4),LPC,PC,79888,LPCAT1,22
PC(32:0),LPC(20:1),PC,LPC,8605,PLA2G4C,23
PG(36:0),LPG(19:1),PG,LPG,255189,PLA2G4F,33
PS(40:4),LPS(22:1) ,PS,LPS,30814,PLA2G2E,31
LPS(19:0),PS(38:0),LPS,PS,154141,MBOAT1,30
PC(30:0),LPC(14:1),PC,LPC,5320,PLA2G2A,23
PC(40:3),LPC(22:2),PC,LPC,26279,PLA2G2D,23
PC(40:3),LPC(22:6),PC,LPC,26279,PLA2G2D,23
PS(32:2),LPS(17:2),PS,LPS,30814,PLA2G2E,31
PG(34:0),LPG(17:1) ,PG,LPG,255189,PLA2G4F,33
PS(42:2),PE(28:2),PS,PE,23761,PISD,6
PE(20:1),PC(40:6),PE,PC,10400,PEMT,8
PC(36:4),LPC(18:4),PC,LPC,5319,PLA2G1B,23
LPE(20:1),PE(32:2),LPE,PE,129642,MBOAT2,26
PC(36:0) ,LPC(20:1),PC,LPC,100137049,PLA2G4B,23
LPC(22:1),PC(42:1),LPC,PC,54947,LPCAT2,22
PE(38:1),PS(24:0),PE,PS,81490,PTDSS2,7
PS(36:2),LPS(19:1),PS,LPS,30814,PLA2G2E,31
LPG(18:4),PG(36:5),LPG,PG,9926,LPGAT1,32
LPC(22:1),PC(36:0) ,LPC,PC,54947,LPCAT2,22
PC(34:2),LPC(16:0),PC,LPC,100137049,PLA2G4B,23
LPE(20:0),PE(38:3),LPE,PE,10162,LPCAT3,26
PC(44:1),LPC(18:1),PC,LPC,8605,PLA2G4C,23
LPC(20:1),PC(42:6),LPC,PC,254531,LPCAT4,22
LPC(19:3),PC(34:3),LPC,PC,10162,LPCAT3,22
LPI(14:1),PI(42:1),LPI,PI,79143,MBOAT7,28
LPS(14:1) ,PS(38:1),LPS,PS,10162,LPCAT3,30
LPS(14:0),PS(32:2),LPS,PS,10162,LPCAT3,30
LPC(16:0),PC(34:2),LPC,PC,254531,LPCAT4,22
LPS(12:0) ,PS(28:1),LPS,PS,254531,LPCAT4,30
PI(34:3),LPI(16:0) ,PI,LPI,123745,PLA2G4E,29
Cer1P(34:0),Cer(46:0),Cer1P,Cer,5524,PTPA,42
PC(42:3),LPC(20:4),PC,LPC,8605,PLA2G4C,23
LPE(19:0),PE(36:0),LPE,PE,254531,LPCAT4,26
LPS(22:0 ,PS(44:1),LPS,PS,154141,MBOAT1,30
PC(30:0),LPC(2:0),PC,LPC,26279,PLA2G2D,23
PC(36:0) ,LPC(14:0),PC,LPC,255189,PLA2G4F,23
PC(50:0),LPC(20:0),PC,LPC,123745,PLA2G4E,23
PS(40:4),PE(18:4),PS,PE,23761,PISD,6
LPC(20:2),PC(38:0),LPC,PC,79888,LPCAT1,22
PC(40:5),LPC(22:1),PC,LPC,123745,PLA2G4E,23
LPG(17:2),PG(32:3),LPG,PG,9926,LPGAT1,32
LPS(22:2) ,PS(42:7),LPS,PS,10162,LPCAT3,30
LPS(20:5) ,PS(38:5),LPS,PS,10162,LPCAT3,30
PS(30:4),PE(44:4),PS,PE,23761,PISD,6
PS(38:0),LPS(22:0 ,PS,LPS,5320,PLA2G2A,31
LPE(18:3),PE(18:3),LPE,PE,254531,LPCAT4,26
SM(32:1),Cer1P(44:2),SM,Cer,6609,SMPD1,18
PC(36:5),LPC(21:4),PC,LPC,283748,PLA2G4D,23
PC(42:1),LPC(22:1),PC,LPC,8605,PLA2G4C,23
PG(34:5)_2,LPG(18:4),PG,LPG,283748,PLA2G4D,33
PC(44:6),LPC(20:0),PC,LPC,255189,PLA2G4F,23
PS(38:0),LPS(18:1) ,PS,LPS,5320,PLA2G2A,31
PE(32:2),LPE(14:1),PE,LPE,8605,PLA2G4C,27
LPE(22:5),PE(42:9),LPE,PE,154141,MBOAT1,26
PC(38:3),LPC(18:0),PC,LPC,26279,PLA2G2D,23
LPS(20:2) ,PS(42:6),LPS,PS,154141,MBOAT1,30
PC(40:4),LPC(22:1),PC,LPC,5320,PLA2G2A,23
LPS(20:5) ,PS(32:5),LPS,PS,254531,LPCAT4,30
PC(44:1),LPC(24:0),PC,LPC,5320,PLA2G2A,23
PE(26:0),LPE(14:1),PE,LPE,8605,PLA2G4C,27
LPE(24:0),PE(46:1),LPE,PE,129642,MBOAT2,26
LPC(18:1),PC(34:2),LPC,PC,254531,LPCAT4,22
PC(40:5),PS(40:5),PC,PS,9791,PTDSS1,9
PE(18:0),PS(38:3),PE,PS,81490,PTDSS2,7
PI(34:1),LPI(20:2) ,PI,LPI,123745,PLA2G4E,29
LPS(16:1) ,PS(38:0),LPS,PS,10162,LPCAT3,30
PC(44:5),LPC(24:0),PC,LPC,5319,PLA2G1B,23
PC(42:7),LPC(22:4),PC,LPC,64600,PLA2G2F,23
PI(40:4),LPI(18:0) ,PI,LPI,123745,PLA2G4E,29
PC(40:8),LPC(18:2),PC,LPC,5319,PLA2G1B,23
LPG(20:4) ,PG(40:0) ,LPG,PG,54675,CRLS1,32
PC(40:5),LPC(22:6),PC,LPC,100137049,PLA2G4B,23
PC(44:7),LPC(20:1),PC,LPC,255189,PLA2G4F,23
SM(32:2),Cer(44:2),SM,Cer,55512,SMPD3,18
PE(30:2),PC(44:3),PE,PC,10400,PEMT,8
PS(30:4),LPS(18:4)_2,PS,LPS,5320,PLA2G2A,31
PC(40:0),LPC(21:0),PC,LPC,5321,PLA2G4A,23
LPC(19:1),PC(36:0) ,LPC,PC,54947,LPCAT2,22
PC(38:5),LPC(20:5),PC,LPC,283748,PLA2G4D,23
LPC(18:3),PC(30:2),LPC,PC,79888,LPCAT1,22
PC(44:1),LPC(22:0),PC,LPC,283748,PLA2G4D,23
LPE(22:1),PE(22:1),LPE,PE,254531,LPCAT4,26
PS(36:5),LPS(18:3) ,PS,LPS,5320,PLA2G2A,31
PC(42:1),LPC(22:6),PC,LPC,123745,PLA2G4E,23
LPE(24:6),PE(46:1),LPE,PE,254531,LPCAT4,26
PE(18:3),PS(38:3),PE,PS,81490,PTDSS2,7
PC(38:5),LPC(20:4),PC,LPC,30814,PLA2G2E,23
PI(36:2),LPI(18:4) ,PI,LPI,123745,PLA2G4E,29
PC(44:4),LPC(22:0),PC,LPC,5319,PLA2G1B,23
PC(40:6),LPC(20:3),PC,LPC,5320,PLA2G2A,23
LPE(15:0),PE(32:1),LPE,PE,129642,MBOAT2,26
PE(42:10),PS(42:10),PE,PS,81490,PTDSS2,7
PC(42:5),LPC(22:0),PC,LPC,123745,PLA2G4E,23
PC(36:6),LPC(16:1),PC,LPC,8605,PLA2G4C,23
LPS(20:2) ,PS(38:6),LPS,PS,254531,LPCAT4,30
PE(30:0),PC(48:2),PE,PC,10400,PEMT,8
PC(40:9),LPC(20:5),PC,LPC,26279,PLA2G2D,23
PS(42:5),LPS(20:4) ,PS,LPS,64600,PLA2G2F,31
PE(20:0),PC(50:0),PE,PC,10400,PEMT,8
PC(30:1),LPC(16:1)_2,PC,LPC,64600,PLA2G2F,23
PC(40:3),LPC(22:6),PC,LPC,283748,PLA2G4D,23
PC(40:2),LPC(22:5),PC,LPC,64600,PLA2G2F,23
LPE(18:2),PE(44:3),LPE,PE,154141,MBOAT1,26
PI(40:9),LPI(18:4) ,PI,LPI,123745,PLA2G4E,29
LPC(22:0),PC(50:0),LPC,PC,79888,LPCAT1,22
PG(30:1),LPG(15:1),PG,LPG,283748,PLA2G4D,33
PC(38:7),LPC(18:3),PC,LPC,5319,PLA2G1B,23
LPC(20:3),PC(40:8),LPC,PC,10162,LPCAT3,22
PC(32:1),LPC(14:1),PC,LPC,255189,PLA2G4F,23
LPC(18:1),PC(42:6),LPC,PC,79888,LPCAT1,22
PC(42:1),LPC(20:0),PC,LPC,100137049,PLA2G4B,23
PI(40:1),LPI(22:1) ,PI,LPI,123745,PLA2G4E,29
PC(42:2),LPC(24:1),PC,LPC,5320,PLA2G2A,23
PE(40:3),LPE(22:5),PE,LPE,8605,PLA2G4C,27
SM(44:0),Cer(20:1),SM,Cer,6609,SMPD1,18
PS(36:1),LPS(22:1) ,PS,LPS,5320,PLA2G2A,31
PE(40:4),LPE(20:5),PE,LPE,8605,PLA2G4C,27
PI(44:6),LPI(22:0) ,PI,LPI,123745,PLA2G4E,29
LPS(20:3) ,PS(32:2),LPS,PS,10162,LPCAT3,30
PC(42:0),LPC(12:0),PC,LPC,8605,PLA2G4C,23
LPE(18:1),PE(40:0) ,LPE,PE,154141,MBOAT1,26
PC(44:1),LPC(14:1),PC,LPC,30814,PLA2G2E,23
LPI(20:3) ,PI(40:0),LPI,PI,79143,MBOAT7,28
PE(36:5),LPE(12:0) ,PE,LPE,8605,PLA2G4C,27
LPE(18:3),PE(38:7),LPE,PE,10162,LPCAT3,26
PC(32:0),LPC(13:0),PC,LPC,8605,PLA2G4C,23
PE(44:3),LPE(24:6),PE,LPE,8605,PLA2G4C,27
PG(38:8),LPG(18:4),PG,LPG,255189,PLA2G4F,33
Cer1P(34:1),SM(34:1),Cer,SM,259230,SGMS1,17
SM(30:1),Cer1P(42:2),SM,Cer,55512,SMPD3,18
PC(40:6),LPC(22:2),PC,LPC,255189,PLA2G4F,23
PC(32:4),LPC(12:0),PC,LPC,5320,PLA2G2A,23
PS(44:0),LPS(20:1) ,PS,LPS,64600,PLA2G2F,31
PG(42:0),LPG(20:0),PG,LPG,255189,PLA2G4F,33
PC(34:1),LPC(20:0),PC,LPC,30814,PLA2G2E,23
PC(44:10),LPC(22:4),PC,LPC,5320,PLA2G2A,23
PE(26:0),PC(40:1),PE,PC,10400,PEMT,8
LPE(22:2),PE(40:1),LPE,PE,154141,MBOAT1,26
PC(38:3),LPC(18:2),PC,LPC,8605,PLA2G4C,23
PE(42:2),PS(24:0),PE,PS,81490,PTDSS2,7
LPE(20:1),PE(32:1),LPE,PE,254531,LPCAT4,26
PE(14:1),PC(34:0),PE,PC,10400,PEMT,8
PC(44:3),LPC(22:2),PC,LPC,64600,PLA2G2F,23
PS(40:7),PE(20:3),PS,PE,23761,PISD,6
LPC(16:0),PC(38:0),LPC,PC,254531,LPCAT4,22
PE(38:1),LPE(20:4),PE,LPE,8605,PLA2G4C,27
PE(20:1),PS(42:6),PE,PS,81490,PTDSS2,7
PE(22:4),PC(44:3),PE,PC,10400,PEMT,8
PC(34:1),LPC(20:2),PC,LPC,100137049,PLA2G4B,23
PC(36:1),LPC(20:2),PC,LPC,64600,PLA2G2F,23
PC(40:3),LPC(20:4),PC,LPC,8605,PLA2G4C,23
PC(40:8),LPC(20:4),PC,LPC,5319,PLA2G1B,23
PC(38:0),LPC(19:0),PC,LPC,123745,PLA2G4E,23
LPS(12:0) ,PS(24:0),LPS,PS,154141,MBOAT1,30
LPI(16:1) ,PI(38:0) ,LPI,PI,79143,MBOAT7,28
PC(44:1),LPC(20:0),PC,LPC,100137049,PLA2G4B,23
PE(42:1),PS(24:0),PE,PS,81490,PTDSS2,7
PI(38:0) ,LPI(22:1) ,PI,LPI,283748,PLA2G4D,29
PS(36:2),LPS(22:2) ,PS,LPS,30814,PLA2G2E,31
LPE(22:5),PE(44:6),LPE,PE,154141,MBOAT1,26
PS(24:0),PE(44:5),PS,PE,23761,PISD,6
PC(42:8),LPC(20:3),PC,LPC,5320,PLA2G2A,23
LPC(22:4),PC(40:1),LPC,PC,254531,LPCAT4,22
LPS(20:4) ,PS(42:0),LPS,PS,154141,MBOAT1,30
LPG(20:1) ,PG(32:0),LPG,PG,9926,LPGAT1,32
LPC(20:5),PC(42:9),LPC,PC,79888,LPCAT1,22
PG(34:6),LPG(14:1) ,PG,LPG,283748,PLA2G4D,33
SM(44:1),Cer(32:0),SM,Cer,6610,SMPD2,18
PC(34:3),LPC(18:3),PC,LPC,8605,PLA2G4C,23
PC(30:0),LPC(14:1),PC,LPC,283748,PLA2G4D,23
PS(44:0),PE(30:1),PS,PE,23761,PISD,6
LPE(22:2),PE(34:3),LPE,PE,129642,MBOAT2,26
LPE(14:1),PE(38:0)_2,LPE,PE,10162,LPCAT3,26
PE(20:2),PS(32:3),PE,PS,81490,PTDSS2,7
PE(18:0),PS(36:2),PE,PS,81490,PTDSS2,7
PC(32:0),LPC(16:0),PC,LPC,64600,PLA2G2F,23
LPE(18:4),PE(34:5),LPE,PE,254531,LPCAT4,26
PC(30:1),LPC(13:0),PC,LPC,5320,PLA2G2A,23
PC(46:1),LPC(22:6),PC,LPC,5319,PLA2G1B,23
Cer(32:0),SM(44:0),Cer,SM,166929,SGMS2,17
LPC(12:0),PC(38:1),LPC,PC,254531,LPCAT4,22
LPI(14:1),PI(30:2),LPI,PI,79143,MBOAT7,28
PC(30:0),LPC(8:0),PC,LPC,5320,PLA2G2A,23
PC(40:2),LPC(14:1),PC,LPC,5320,PLA2G2A,23
PG(32:3),LPG(17:2),PG,LPG,54675,CRLS1,33
PC(34:1),LPC(10:0),PC,LPC,64600,PLA2G2F,23
SM(30:1),Cer(44:0),SM,Cer,6610,SMPD2,18
PC(42:4),LPC(20:3),PC,LPC,255189,PLA2G4F,23
LPE(22:0),PE(22:0),LPE,PE,129642,MBOAT2,26
PC(38:5),LPC(14:0),PC,LPC,283748,PLA2G4D,23
LPI(14:0) ,PI(38:1),LPI,PI,79143,MBOAT7,28
LPE(20:0),PE(38:0),LPE,PE,129642,MBOAT2,26
LPC(16:0),PC(34:2),LPC,PC,79888,LPCAT1,22
PC(36:7),LPC(14:1),PC,LPC,283748,PLA2G4D,23
PS(28:2),PE(40:1),PS,PE,23761,PISD,6
LPC(16:1),PC(34:3),LPC,PC,79888,LPCAT1,22
PC(30:2),LPC(16:1),PC,LPC,8605,PLA2G4C,23
PG(34:0),LPG(16:0),PG,LPG,283748,PLA2G4D,33
PC(46:1),LPC(22:0),PC,LPC,5321,PLA2G4A,23
PC(42:3),LPC(22:6),PC,LPC,5321,PLA2G4A,23
PC(32:2),LPC(14:1),PC,LPC,5321,PLA2G4A,23
LPS(22:2) ,PS(44:7),LPS,PS,254531,LPCAT4,30
LPG(22:4) ,PG(40:3),LPG,PG,9926,LPGAT1,32
SM(44:1),Cer1P(26:1),SM,Cer,6610,SMPD2,18
LPG(20:2) ,PG(44:2),LPG,PG,54675,CRLS1,32
PS(30:1),PE(16:1),PS,PE,23761,PISD,6
PS(34:2),LPS(17:1) ,PS,LPS,30814,PLA2G2E,31
LPE(18:1),PE(42:2),LPE,PE,129642,MBOAT2,26
PC(40:5),LPC(20:1),PC,LPC,283748,PLA2G4D,23
PI(38:4),LPI(20:0) ,PI,LPI,123745,PLA2G4E,29
LPE(20:0),PE(42:1),LPE,PE,154141,MBOAT1,26
PC(40:1),LPC(14:0),PC,LPC,8605,PLA2G4C,23
PC(42:6),LPC(22:5),PC,LPC,64600,PLA2G2F,23
LPC(20:0),PC(42:5),LPC,PC,254531,LPCAT4,22
PE(36:1),LPE(24:0),PE,LPE,8605,PLA2G4C,27
PC(44:6),LPC(24:1),PC,LPC,26279,PLA2G2D,23
LPC(14:1),PC(34:4),LPC,PC,54947,LPCAT2,22
LPC(20:4),PC(40:1),LPC,PC,54947,LPCAT2,22
PC(42:0),LPC(18:0),PC,LPC,123745,PLA2G4E,23
PE(28:1),PC(40:2),PE,PC,10400,PEMT,8
PC(40:4),LPC(22:1),PC,LPC,283748,PLA2G4D,23
PC(44:1),LPC(24:0),PC,LPC,283748,PLA2G4D,23
PS(28:0),PE(28:0),PS,PE,23761,PISD,6
PE(22:4),PC(40:4),PE,PC,10400,PEMT,8
LPC(22:5),PC(38:4),LPC,PC,254531,LPCAT4,22
PI(40:8),LPI(20:3) ,PI,LPI,283748,PLA2G4D,29
LPI(18:1) ,PI(38:4),LPI,PI,79143,MBOAT7,28
PE(18:1),PC(30:1),PE,PC,10400,PEMT,8
PC(34:1),LPC(17:2),PC,LPC,5319,PLA2G1B,23
LPS(13:0) ,PS(30:0),LPS,PS,254531,LPCAT4,30
LPI(16:0) ,PI(38:4),LPI,PI,79143,MBOAT7,28
PG(34:3),LPG(20:3) ,PG,LPG,255189,PLA2G4F,33
PE(42:0),LPE(22:1),PE,LPE,8605,PLA2G4C,27
LPG(18:1) ,PG(38:1),LPG,PG,9926,LPGAT1,32
LPG(22:1) ,PG(40:1),LPG,PG,9926,LPGAT1,32
LPC(20:5),PC(38:3),LPC,PC,254531,LPCAT4,22
PG(34:1),LPG(22:0) ,PG,LPG,283748,PLA2G4D,33
PC(44:1),LPC(22:2),PC,LPC,8605,PLA2G4C,23
PC(46:1),LPC(20:2),PC,LPC,30814,PLA2G2E,23
PC(40:2),LPC(18:1),PC,LPC,255189,PLA2G4F,23
PC(40:2),LPC(22:4),PC,LPC,5319,PLA2G1B,23
PI(40:4),LPI(20:5) ,PI,LPI,283748,PLA2G4D,29
PC(40:1),LPC(20:4),PC,LPC,255189,PLA2G4F,23
PS(44:4),PE(44:4),PS,PE,23761,PISD,6
PS(42:10),LPS(20:4) ,PS,LPS,30814,PLA2G2E,31
PI(36:0),LPI(19:0),PI,LPI,123745,PLA2G4E,29
PC(40:3),LPC(20:2),PC,LPC,255189,PLA2G4F,23
LPG(18:0) ,PG(40:1),LPG,PG,54675,CRLS1,32
PC(32:1),LPC(20:2),PC,LPC,255189,PLA2G4F,23
PC(34:6),LPC(10:0),PC,LPC,64600,PLA2G2F,23
PG(30:1),LPG(14:0),PG,LPG,54675,CRLS1,33
LPE(20:4),PE(38:3),LPE,PE,254531,LPCAT4,26
PE(22:6),PC(44:5),PE,PC,10400,PEMT,8
PC(42:3),LPC(22:6),PC,LPC,123745,PLA2G4E,23
LPE(14:1),PE(34:1),LPE,PE,154141,MBOAT1,26
PC(42:0),LPC(14:0),PC,LPC,26279,PLA2G2D,23
PC(34:6),LPC(12:0),PC,LPC,5320,PLA2G2A,23
LPE(18:0),PE(40:4),LPE,PE,129642,MBOAT2,26
PC(42:2),LPC(22:2),PC,LPC,64600,PLA2G2F,23
LPC(18:3),PC(32:4),LPC,PC,54947,LPCAT2,22
PS(28:1),PE(16:0),PS,PE,23761,PISD,6
LPE(22:0),PE(40:1),LPE,PE,154141,MBOAT1,26
PC(30:1),LPC(10:0),PC,LPC,100137049,PLA2G4B,23
LPE(24:1),PE(42:1),LPE,PE,129642,MBOAT2,26
PS(34:2),LPS(19:1),PS,LPS,30814,PLA2G2E,31
LPE(18:2),PE(30:3),LPE,PE,10162,LPCAT3,26
PE(32:5),PC(44:4),PE,PC,10400,PEMT,8
LPE(12:0) ,PE(30:4),LPE,PE,129642,MBOAT2,26
PG(40:2),LPG(16:1) ,PG,LPG,283748,PLA2G4D,33
LPC(20:4),PC(32:5),LPC,PC,254531,LPCAT4,22
PC(34:2),LPC(19:3),PC,LPC,255189,PLA2G4F,23
PC(38:2),LPC(20:0),PC,LPC,30814,PLA2G2E,23
PC(42:5),LPC(18:0),PC,LPC,26279,PLA2G2D,23
PC(40:7),LPC(18:1),PC,LPC,100137049,PLA2G4B,23
PE(16:1),PS(28:0),PE,PS,81490,PTDSS2,7
LPS(20:1) ,PS(32:2),LPS,PS,254531,LPCAT4,30
PC(40:7),LPC(18:3),PC,LPC,255189,PLA2G4F,23
PC(34:3),LPC(18:4),PC,LPC,5320,PLA2G2A,23
PC(36:6),LPC(18:3),PC,LPC,26279,PLA2G2D,23
PI(36:4),LPI(18:2) ,PI,LPI,123745,PLA2G4E,29
LPG(17:1) ,PG(32:2),LPG,PG,54675,CRLS1,32
LPI(22:4) ,PI(34:4),LPI,PI,79143,MBOAT7,28
PG(40:1),LPG(14:0),PG,LPG,255189,PLA2G4F,33
LPG(18:3) ,PG(36:1),LPG,PG,54675,CRLS1,32
LPS(16:0) ,PS(36:3),LPS,PS,254531,LPCAT4,30
LPC(20:1),PC(36:0) ,LPC,PC,254531,LPCAT4,22
LPS(14:0),PS(38:1),LPS,PS,154141,MBOAT1,30
LPE(18:1),PE(40:1),LPE,PE,129642,MBOAT2,26
PE(40:8),LPE(20:5),PE,LPE,8605,PLA2G4C,27
LPS(18:2) ,PS(40:8),LPS,PS,10162,LPCAT3,30
LPS(15:1),PS(32:2),LPS,PS,10162,LPCAT3,30
Cer(20:1),Cer1P(42:2),Cer,Cer1P,64781,CERK,41
LPC(16:0),PC(38:0),LPC,PC,79888,LPCAT1,22
PC(48:0),LPC(24:1),PC,LPC,123745,PLA2G4E,23
PI(38:0) ,LPI(18:4) ,PI,LPI,283748,PLA2G4D,29
LPC(22:0),PC(42:3),LPC,PC,79888,LPCAT1,22
LPE(16:1),PE(30:0),LPE,PE,254531,LPCAT4,26
PC(44:6),LPC(20:5),PC,LPC,26279,PLA2G2D,23
LPS(18:2) ,PS(40:3),LPS,PS,10162,LPCAT3,30
PE(20:1),PS(44:0),PE,PS,81490,PTDSS2,7
LPE(20:5),PE(38:3),LPE,PE,254531,LPCAT4,26
PC(36:3),LPC(19:3),PC,LPC,5320,PLA2G2A,23
LPE(20:3),PE(32:4),LPE,PE,10162,LPCAT3,26
PC(34:5),LPC(16:1)_2,PC,LPC,283748,PLA2G4D,23
PS(42:2),LPS(22:1) ,PS,LPS,64600,PLA2G2F,31
PC(40:2),LPC(22:2),PC,LPC,30814,PLA2G2E,23
PI(38:1),LPI(20:3) ,PI,LPI,123745,PLA2G4E,29
PI(36:0),LPI(14:1),PI,LPI,283748,PLA2G4D,29
LPS(12:0) ,PS(34:5),LPS,PS,254531,LPCAT4,30
PI(28:0),LPI(16:0) ,PI,LPI,123745,PLA2G4E,29
LPC(22:4),PC(40:1),LPC,PC,79888,LPCAT1,22
PC(40:5),LPC(22:6),PC,LPC,123745,PLA2G4E,23
LPE(18:0),PE(42:5),LPE,PE,129642,MBOAT2,26
PE(44:1),PS(30:1),PE,PS,81490,PTDSS2,7
LPE(18:3),PE(38:3),LPE,PE,10162,LPCAT3,26
LPE(24:6),PE(44:6),LPE,PE,254531,LPCAT4,26
LPG(18:1) ,PG(38:6),LPG,PG,54675,CRLS1,32
LPC(22:0),PC(42:4),LPC,PC,254531,LPCAT4,22
PI(40:0),LPI(20:5) ,PI,LPI,283748,PLA2G4D,29
LPS(18:4)_2,PS(38:9),LPS,PS,154141,MBOAT1,30
LPC(24:1),PC(40:1),LPC,PC,54947,LPCAT2,22
