Lipid,Class,FAD185_M1_Male_5xFAD_cortex ,FAD185_M3_Male_5xFAD_cortex ,FAD185_M4_Male_WT_cortex ,FAD189_M1_Male_5xFAD_cortex ,FAD189_M2_Male_5xFAD_cortex ,FAD189_M3_Male_WT_cortex ,FAD185_M1_Male_5xFAD_hippocampus,FAD185_M3_Male_5xFAD_hippocampus,FAD185_M4_Male_WT_hippocampus,FAD189_M1_Male_5xFAD_hippocampus,FAD189_M2_Male_5xFAD_hippocampus,FAD189_M3_Male_WT_hippocampus,Blank_Blank_Blank_Blank_Blank,Title1,Title2,Title,length1,length2,Blank_name
1-O-behenoyl-Cer(d18:1/16:0),Cer,8606.400630950928,8032.560604095459,8372.62056350708,9455.100658416748,8996.280673980713,7941.820571899414,9422.880630493164,8103.28050994873,9328.74059677124,7853.820575714111,7526.620525360107,8502.580646514893,13441.081062316896,Sex: Male | Brain Region: cortex,Sex: Male | Brain Region: hippocampus,Sex: Male__Brain Region: cortex vs Sex: Male__Brain Region: hippocampus_,6,6,Blank_Blank_Blank_Blank_Blank
1-O-carboceroyl-Cer(d18:1/18:0),Cer,5083.880325317383,4992.280368804932,5207.060371398926,5169.540332794189,5385.900367736816,5650.460433959961,4728.700328826904,5426.940364837647,6087.420398712158,4840.38032913208,6039.360454559326,4769.1403160095215,10754.940727233889,Sex: Male | Brain Region: cortex,Sex: Male | Brain Region: hippocampus,Sex: Male__Brain Region: cortex vs Sex: Male__Brain Region: hippocampus_,6,6,Blank_Blank_Blank_Blank_Blank
1-O-cerotoyl-Cer(d18:1/16:0),Cer,7682.240562438965,7889.780548095703,9290.400688171389,7599.900527954102,8540.080627441406,7143.50057220459,7963.640594482422,7556.000484466553,8501.54056930542,8617.040580749512,7841.540504455566,9123.6806640625,27056.321769714355,Sex: Male | Brain Region: cortex,Sex: Male | Brain Region: hippocampus,Sex: Male__Brain Region: cortex vs Sex: Male__Brain Region: hippocampus_,6,6,Blank_Blank_Blank_Blank_Blank
1-O-cerotoyl-Cer(d18:1/18:0),Cer,6025.6804122924805,6531.6804122924805,6837.580448150635,6861.660495758057,6835.160507202148,5950.34041595459,7387.7204666137695,6929.780529022217,7972.80057144165,7407.040462493896,7077.020511627197,7738.960517883301,68355.16482543945,Sex: Male | Brain Region: cortex,Sex: Male | Brain Region: hippocampus,Sex: Male__Brain Region: cortex vs Sex: Male__Brain Region: hippocampus_,6,6,Blank_Blank_Blank_Blank_Blank
1-O-eicosanoyl-Cer(d18:1/16:0),Cer,10164.000652313232,9522.38064956665,9565.300636291504,9627.140628814695,8906.200630187988,8808.120651245117,9144.52071762085,9044.040603637695,10325.38069152832,9532.360694885254,7362.540512084961,9717.960689544678,13193.50090789795,Sex: Male | Brain Region: cortex,Sex: Male | Brain Region: hippocampus,Sex: Male__Brain Region: cortex vs Sex: Male__Brain Region: hippocampus_,6,6,Blank_Blank_Blank_Blank_Blank
1-O-lignoceroyl-Cer(d18:1/16:0),Cer,8036.820648193359,7571.140548706055,8650.720581054688,8321.620628356934,8472.860595703125,9187.500675201416,8497.62064743042,6567.540424346924,8535.900554656982,8389.480564117432,8646.800594329834,9617.800693511965,13192.94090270996,Sex: Male | Brain Region: cortex,Sex: Male | Brain Region: hippocampus,Sex: Male__Brain Region: cortex vs Sex: Male__Brain Region: hippocampus_,6,6,Blank_Blank_Blank_Blank_Blank
1-O-pentacosanoyl-Cer(d18:1/16:0),Cer,7200.280479431152,7675.76053237915,9663.680641174316,7982.120601654053,8871.46057510376,7633.620571136475,9095.020606994629,7373.140491485596,8803.960636138916,8424.600608825684,8506.620639801025,7818.540576934814,12938.94090270996,Sex: Male | Brain Region: cortex,Sex: Male | Brain Region: hippocampus,Sex: Male__Brain Region: cortex vs Sex: Male__Brain Region: hippocampus_,6,6,Blank_Blank_Blank_Blank_Blank
1-O-tricosanoyl-Cer(d18:1/16:0),Cer,9140.360649108889,8521.640590667725,9130.02063369751,7924.540603637695,8394.86054611206,8344.720603942871,7998.040481567383,8090.720592498779,9259.84059906006,8871.680603027344,10224.440731048584,8220.380592346191,13541.00082397461,Sex: Male | Brain Region: cortex,Sex: Male | Brain Region: hippocampus,Sex: Male__Brain Region: cortex vs Sex: Male__Brain Region: hippocampus_,6,6,Blank_Blank_Blank_Blank_Blank
1-O-tricosanoyl-Cer(d18:1/18:0),Cer,4806.460300445557,4541.100345611572,4670.720272064209,4736.000328063965,4317.760311126709,4828.840335845947,4462.100303649902,4042.78031539917,4582.320308685303,4141.960292816162,4958.100357055664,4383.04029083252,7750.14049911499,Sex: Male | Brain Region: cortex,Sex: Male | Brain Region: hippocampus,Sex: Male__Brain Region: cortex vs Sex: Male__Brain Region: hippocampus_,6,6,Blank_Blank_Blank_Blank_Blank
CAR,CAR,45573.5832824707,43828.32273101807,47234.3635559082,42878.10280609131,45222.9833984375,45410.30307006836,44156.24300765991,43946.92301940918,45818.92294692993,44124.86301803589,42652.34308624268,44214.12307739258,43366.06298828125,Sex: Male | Brain Region: cortex,Sex: Male | Brain Region: hippocampus,Sex: Male__Brain Region: cortex vs Sex: Male__Brain Region: hippocampus_,6,6,Blank_Blank_Blank_Blank_Blank
CAR(10:0),CAR,331718.70194625854,329772.5221824646,340525.80432128906,326426.52296829224,323925.32470703125,328064.2437477112,326331.7841949463,331767.6450653076,336500.48387146,330886.32358551025,325895.88430023193,331624.142780304,359584.1459960937,Sex: Male | Brain Region: cortex,Sex: Male | Brain Region: hippocampus,Sex: Male__Brain Region: cortex vs Sex: Male__Brain Region: hippocampus_,6,6,Blank_Blank_Blank_Blank_Blank
