,Lipid,Sample_ID,db,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Transition,Cluster_Label,Group,Area,Area_RT,Area_Ratio,FAC,TG
18,[TG(52:5)]_FA16:1,11282023_DOD94_F3_WT_cereb_O3on_01,n-7,788.7,599.5,12.02,673.0,788.7 -> 599.5,0,7,2693.0,0.0,,FA16:1,TG(52:5)
19,[TG(52:5)]_FA16:1,11282023_DOD94_F3_WT_cortex_O3on_01,n-7,788.7,599.5,12.02,1126.0,788.7 -> 599.5,0,7,6754.0,0.044150000000000134,,FA16:1,TG(52:5)
20,[TG(52:5)]_FA16:1,11282023_DOD94_F3_WT_dienc_O3on_01,n-7,788.7,599.5,12.1,1567.0,788.7 -> 599.5,0,7,16093.0,0.04466666666666619,,FA16:1,TG(52:5)
21,[TG(52:5)]_FA16:1,11282023_FAD184_F3_WT_cortex_O3on_01,n-7,788.7,599.5,12.02,3221.0,788.7 -> 599.5,0,7,41227.0,0.08906666666666752,,FA16:1,TG(52:5)
22,[TG(52:5)]_FA16:1,11282023_FAD184_F3_WT_dienc_O3on_01,n-7,788.7,599.5,12.06,512.0,788.7 -> 599.5,0,7,2048.0,0.0,,FA16:1,TG(52:5)
23,[TG(52:5)]_FA16:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-7,788.7,599.5,12.02,26428.0,788.7 -> 599.5,0,7,541404.0,0.3555333333333337,0.04,FA16:1,TG(52:5)
24,[TG(52:5)]_FA16:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-9,760.7,599.5,12.07,2939.0,760.7 -> 599.5,0,3,21302.0,0.04439999999999955,0.04,FA16:1,TG(52:5)
25,[TG(52:5)]_FA16:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-7,788.7,599.5,12.02,16896.0,788.7 -> 599.5,0,7,302318.0,0.2223000000000006,0.07,FA16:1,TG(52:5)
26,[TG(52:5)]_FA16:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-9,760.7,599.5,12.07,3054.0,760.7 -> 599.5,0,3,20725.0,0.08881666666666632,0.07,FA16:1,TG(52:5)
27,[TG(52:5)]_FA16:1,11282023_FAD185_M4_WT_dienc_O3on_01,n-7,788.7,599.5,12.02,1840.0,788.7 -> 599.5,0,7,21688.0,0.08906666666666574,,FA16:1,TG(52:5)
28,[TG(52:5)]_FA16:1,11282023_FAD185_M4_WT_hippo_O3on_01,n-7,788.7,599.5,12.06,539.0,788.7 -> 599.5,0,7,2154.0,0.0,,FA16:1,TG(52:5)
29,[TG(52:5)]_FA16:1,11282023_FAD189_M3_WT_cereb_O3on_01,n-7,788.7,599.5,12.02,6437.0,788.7 -> 599.5,0,7,106409.0,0.17735000000000056,0.04,FA16:1,TG(52:5)
30,[TG(52:5)]_FA16:1,11282023_FAD189_M3_WT_cereb_O3on_01,n-9,760.7,599.5,12.07,1045.0,760.7 -> 599.5,0,3,4180.0,0.0,0.04,FA16:1,TG(52:5)
31,[TG(52:5)]_FA16:1,11282023_FAD189_M3_WT_cortex_O3on_01,n-7,788.7,599.5,11.97,17455.0,788.7 -> 599.5,0,7,340657.0,0.26670000000000016,0.04,FA16:1,TG(52:5)
32,[TG(52:5)]_FA16:1,11282023_FAD189_M3_WT_cortex_O3on_01,n-9,760.7,599.5,12.07,1638.0,760.7 -> 599.5,0,3,15120.0,0.08880000000000088,0.04,FA16:1,TG(52:5)
33,[TG(52:5)]_FA16:1,11282023_FAD189_M3_WT_dienc_O3on_01,n-7,788.7,599.5,12.02,1849.0,788.7 -> 599.5,0,7,26858.0,0.08880000000000088,,FA16:1,TG(52:5)
0,[TG(50:3)]_FA18:1,11282023_DOD94_F3_WT_cereb_O3on_01,n-9,736.7,547.5,13.32,559.0,736.7 -> 547.5,0,1,4458.0,0.04441666666666677,,FA18:1,TG(50:3)
1,[TG(50:3)]_FA18:1,11282023_DOD94_F3_WT_dienc_O3on_01,n-9,736.7,547.5,13.32,1334.0,736.7 -> 547.5,0,1,18451.0,0.1776166666666672,,FA18:1,TG(50:3)
2,[TG(50:3)]_FA18:1,11282023_DOD94_F3_WT_hippo_O3on_01,n-9,736.7,547.5,13.36,667.0,736.7 -> 547.5,0,1,4704.0,0.17763333333333442,,FA18:1,TG(50:3)
4,[TG(50:3)]_FA18:1,11282023_FAD184_F3_WT_cortex_O3on_01,n-9,736.7,547.5,13.23,2524.0,736.7 -> 547.5,0,1,35280.0,0.17763333333333442,,FA18:1,TG(50:3)
5,[TG(50:3)]_FA18:1,11282023_FAD184_F3_WT_dienc_O3on_01,n-9,736.7,547.5,13.18,686.0,736.7 -> 547.5,0,1,2746.0,0.0,,FA18:1,TG(50:3)
8,[TG(50:3)]_FA18:1,11282023_FAD184_F4_WT_cereb_O3on_01,n-9,736.7,547.5,13.36,665.0,736.7 -> 547.5,0,1,2661.0,0.0,,FA18:1,TG(50:3)
9,[TG(50:3)]_FA18:1,11282023_FAD184_F4_WT_dienc_O3on_01,n-9,736.7,547.5,13.23,591.0,736.7 -> 547.5,0,1,4640.0,0.04441666666666677,,FA18:1,TG(50:3)
10,[TG(50:3)]_FA18:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-7,764.7,547.5,13.27,881.0,764.7 -> 547.5,0,4,5678.0,0.04439999999999955,18.44,FA18:1,TG(50:3)
11,[TG(50:3)]_FA18:1,11282023_FAD185_M4_WT_cereb_O3on_01,n-9,736.7,547.5,13.36,5801.0,736.7 -> 547.5,0,1,104706.0,0.7549166666666665,18.44,FA18:1,TG(50:3)
12,[TG(50:3)]_FA18:1,11282023_FAD185_M4_WT_cortex_O3on_01,n-9,736.7,547.5,13.36,3674.0,736.7 -> 547.5,0,1,39483.0,0.17763333333333442,,FA18:1,TG(50:3)
13,[TG(50:3)]_FA18:1,11282023_FAD185_M4_WT_hippo_O3on_01,n-9,736.7,547.5,13.45,578.0,736.7 -> 547.5,0,1,4366.0,0.2664666666666662,,FA18:1,TG(50:3)
14,[TG(50:3)]_FA18:1,11282023_FAD189_M3_WT_cereb_O3on_01,n-9,736.7,547.5,13.36,1821.0,736.7 -> 547.5,0,1,28166.0,0.26645000000000074,,FA18:1,TG(50:3)
15,[TG(50:3)]_FA18:1,11282023_FAD189_M3_WT_cortex_O3on_01,n-9,736.7,547.5,13.32,6918.0,736.7 -> 547.5,0,1,101057.0,0.35524999999999984,,FA18:1,TG(50:3)
17,[TG(50:3)]_FA18:1,11282023_FAD189_M3_WT_dienc_O3on_01,n-9,736.7,547.5,13.36,1042.0,736.7 -> 547.5,0,1,11960.0,0.4884666666666675,,FA18:1,TG(50:3)
