,Lipid,Sample_ID,db,Parent_Ion,Product_Ion,Retention_Time,OzESI_Intensity,Transition,Cluster_Label,Group,Area,Area_RT,Area_Ratio,FAC,TG
19,[TG(52:5)]_FA16:1,11292023_DOD93_F4_5xFAD_cereb_O3on_01,n-7,788.7,599.5,12.24,447.0,788.7 -> 599.5,0,5,894.0,0.0,,FA16:1,TG(52:5)
20,[TG(52:5)]_FA16:1,11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-7,788.7,599.5,12.24,586.0,788.7 -> 599.5,0,5,1172.0,0.0,,FA16:1,TG(52:5)
21,[TG(52:5)]_FA16:1,11292023_DOD94_F4_5xFAD_cereb_O3on_01,n-7,788.7,599.5,12.24,1304.0,788.7 -> 599.5,0,5,13642.0,0.1334833333333325,,FA16:1,TG(52:5)
22,[TG(52:5)]_FA16:1,11292023_DOD94_F4_5xFAD_cortex_O3on_01,n-7,788.7,599.5,12.24,931.0,788.7 -> 599.5,0,5,6693.0,0.08906666666666752,,FA16:1,TG(52:5)
23,[TG(52:5)]_FA16:1,11292023_FAD185_M1_5xFAD_cereb_O3on_01,n-7,788.7,599.5,12.24,1194.0,788.7 -> 599.5,0,5,10695.0,0.1332333333333331,,FA16:1,TG(52:5)
24,[TG(52:5)]_FA16:1,11292023_FAD185_M1_5xFAD_cortex_O3on_01,n-7,788.7,599.5,12.24,1474.0,788.7 -> 599.5,0,5,20487.0,0.13321666666666587,,FA16:1,TG(52:5)
25,[TG(52:5)]_FA16:1,11292023_FAD185_M1_5xFAD_dienc_O3on_01,n-7,788.7,599.5,12.24,906.0,788.7 -> 599.5,0,5,4053.0,0.08908333333333296,,FA16:1,TG(52:5)
26,[TG(52:5)]_FA16:1,11292023_FAD185_M1_5xFAD_hippo_O3on_01,n-7,788.7,599.5,12.33,603.0,788.7 -> 599.5,0,5,1206.0,0.0,,FA16:1,TG(52:5)
27,[TG(52:5)]_FA16:1,11292023_FAD185_M3_5xFAD_cereb_O3on_01,n-7,788.7,599.5,12.24,1314.0,788.7 -> 599.5,0,5,6005.0,0.04439999999999955,,FA16:1,TG(52:5)
28,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-7,788.7,599.5,12.24,6921.0,788.7 -> 599.5,0,5,323439.0,0.3555166666666665,0.03,FA16:1,TG(52:5)
29,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cereb_O3on_01,n-9,760.7,599.5,12.33,1354.0,760.7 -> 599.5,0,2,10240.0,0.13321666666666765,0.03,FA16:1,TG(52:5)
30,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-7,788.7,599.5,12.24,24519.0,788.7 -> 599.5,0,5,381222.0,0.3555166666666665,0.04,FA16:1,TG(52:5)
31,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_cortex_O3on_01,n-9,760.7,599.5,12.33,2195.0,760.7 -> 599.5,0,2,14568.0,0.22203333333333397,0.04,FA16:1,TG(52:5)
32,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-7,788.7,599.5,12.24,1393.0,788.7 -> 599.5,0,5,59338.0,0.26670000000000016,0.02,FA16:1,TG(52:5)
33,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_dienc_O3on_01,n-9,760.7,599.5,12.38,640.0,760.7 -> 599.5,0,2,1280.0,0.0,0.02,FA16:1,TG(52:5)
34,[TG(52:5)]_FA16:1,11292023_FAD189_M1_5xFAD_hippo_O3on_01,n-7,788.7,599.5,12.28,824.0,788.7 -> 599.5,0,5,8822.0,0.17763333333333442,,FA16:1,TG(52:5)
35,[TG(52:5)]_FA16:1,11292023_FAD189_M2_5xFAD_cereb_O3on_01,n-7,788.7,599.5,12.24,519.0,788.7 -> 599.5,0,5,3555.0,0.04441666666666677,,FA16:1,TG(52:5)
0,[TG(50:3)]_FA18:1,11292023_DOD93_F4_5xFAD_cortex_O3on_01,n-9,736.7,547.5,13.54,721.0,736.7 -> 547.5,0,1,7323.0,0.2664333333333335,,FA18:1,TG(50:3)
1,[TG(50:3)]_FA18:1,11292023_DOD93_F4_5xFAD_dienc_O3on_01,n-9,736.7,547.5,13.54,654.0,736.7 -> 547.5,0,1,4388.0,0.2664333333333335,,FA18:1,TG(50:3)
2,[TG(50:3)]_FA18:1,11292023_DOD93_F4_5xFAD_hippo_O3on_01,n-9,736.7,547.5,13.54,515.0,736.7 -> 547.5,0,1,5799.0,0.3108500000000003,,FA18:1,TG(50:3)
