,Q1,Q3,Intensity,Transition,Lipid,Class
67,782.4914,505.4874,2651166.8662109375,782.4914 -> 505.4874,,
96,854.5489,577.5449,1162571.8654785156,854.5489 -> 577.5449,,
143,928.5645,651.5605,533025.8248901367,928.5645 -> 651.5605,,
