,Q1,Q3,Intensity,Transition,Lipid,Class
24,848.8,577.796,1565321.1631469727,848.8 -> 577.796,,
27,850.8,577.796,1532341.0455322266,850.8 -> 577.796,,
28,850.8,579.796,550588.9226074219,850.8 -> 579.796,,
31,852.8,579.796,551975.7845458984,852.8 -> 579.796,,
102,922.8,651.796,558238.166809082,922.8 -> 651.796,,
104,924.8,651.796,526303.6871032715,924.8 -> 651.796,,
