,Q1,Q3,Intensity,Transition,Lipid,Class
43,872.8,599.796,11611.06069946289,872.8 -> 599.796,,
102,922.8,651.796,26787.752685546875,922.8 -> 651.796,,
104,924.8,651.796,54016.918212890625,924.8 -> 651.796,,
146,958.9,685.896,12383.140869140625,958.9 -> 685.896,,
156,964.9,693.896,16283.50131225586,964.9 -> 693.896,,
171,976.9,705.896,33487.72236633301,976.9 -> 705.896,,
173,978.9,705.896,33252.3225402832,978.9 -> 705.896,,
