,Q1,Q3,Intensity,Transition,Lipid,Class
54,670.3662,393.3622,77.00004196166992,670.3662 -> 393.3622,,
56,672.3818,395.3778,96.32001495361328,672.3818 -> 395.3778,,
58,674.3975,397.3935,43.97999572753906,674.3975 -> 397.3935,,
