,Q1,Q3,Intensity,Transition,Lipid,Class
34,632.3431,355.3391,1908977.2290649414,632.3431 -> 355.3391,,
35,632.3869,355.3829,1773326.4129638672,632.3869 -> 355.3829,,
67,782.4914,505.4874,3992498.8634643555,782.4914 -> 505.4874,,
96,854.5489,577.5449,1810599.7108154297,854.5489 -> 577.5449,,
