,Q1,Q3,Intensity,Transition,Lipid,Class
10,576.2805,299.2765,274803.310546875,576.2805 -> 299.2765,,
11,576.3243,299.3203,265508.40783691406,576.3243 -> 299.3203,,
80,822.4863,545.4823,183271.21185302734,822.4863 -> 545.4823,,
149,940.6009,663.5969,317402.4574508667,940.6009 -> 663.5969,,
150,940.6584,663.6544,679634.438873291,940.6584 -> 663.6544,,
