,Q1,Q3,Intensity,Transition,Lipid,Class
67,782.4914,505.4874,2763055.2946777344,782.4914 -> 505.4874,,
96,854.5489,577.5449,1203966.2557373047,854.5489 -> 577.5449,,
143,928.5645,651.5605,591124.0264282227,928.5645 -> 651.5605,,
