,Biology,Cage,Correct_RT,Genotype,Group_Sample,Lipid,Match_Group,Mouse,New_ID,OzESI_Intensity,Parent_Ion,Product_Ion,Retention_Time,Sample_ID,Transition
90,liver,FAD173,14.92,5xFAD,144.0,"[TG(57:12),TG(56:5)]_FA18:1",684.0,M1,"[TG(57:12),TG(56:5)]_FA18:1-FAD173-M1-5xFAD-liver",25478.921875,926.8,627.5,14.92,12012023_FAD173_M1_5xFAD_liver_O3on_01,926.8 -> 627.5
91,liver,DOD73,18.43,5xFAD,25.0,"[TG(57:9),TG(56:2)]_FA18:1",695.0,M2,"[TG(57:9),TG(56:2)]_FA18:1-DOD73-M2-5xFAD-liver",30265.623046875,932.9,633.6,18.43,12012023_DOD73_M2_5xFAD_liver_O3on_01,932.9 -> 633.6
92,liver,FAD131,18.43,5xFAD,55.0,"[TG(57:9),TG(56:2)]_FA18:1",696.0,M1,"[TG(57:9),TG(56:2)]_FA18:1-FAD131-M1-5xFAD-liver",96062.109375,932.9,633.6,18.43,12012023_FAD131_M1_5xFAD_liver_O3on_01,932.9 -> 633.6
93,liver,FAD131,18.43,5xFAD,85.0,"[TG(57:9),TG(56:2)]_FA18:1",697.0,M2,"[TG(57:9),TG(56:2)]_FA18:1-FAD131-M2-5xFAD-liver",135721.875,932.9,633.6,18.43,12012023_FAD131_M2_5xFAD_liver_O3on_01,932.9 -> 633.6
94,liver,FAD131,18.43,5xFAD,115.0,"[TG(57:9),TG(56:2)]_FA18:1",698.0,M4,"[TG(57:9),TG(56:2)]_FA18:1-FAD131-M4-5xFAD-liver",5019.8603515625,932.9,633.6,18.43,12012023_FAD131_M4_5xFAD_liver_O3on_01,932.9 -> 633.6
95,liver,FAD173,18.43,5xFAD,145.0,"[TG(57:9),TG(56:2)]_FA18:1",699.0,M1,"[TG(57:9),TG(56:2)]_FA18:1-FAD173-M1-5xFAD-liver",39474.921875,932.9,633.6,18.43,12012023_FAD173_M1_5xFAD_liver_O3on_01,932.9 -> 633.6
96,liver,DOD73,14.21,5xFAD,26.0,"[TG(58:7),TG(57:0)]_FA18:1",700.0,M2,"[TG(58:7),TG(57:0)]_FA18:1-DOD73-M2-5xFAD-liver",3074.10009765625,950.9,651.6,14.21,12012023_DOD73_M2_5xFAD_liver_O3on_01,950.9 -> 651.6
97,liver,FAD131,14.26,5xFAD,56.0,"[TG(58:7),TG(57:0)]_FA18:1",701.0,M1,"[TG(58:7),TG(57:0)]_FA18:1-FAD131-M1-5xFAD-liver",6190.98046875,950.9,651.6,14.3,12012023_FAD131_M1_5xFAD_liver_O3on_01,950.9 -> 651.6
98,liver,FAD131,14.26,5xFAD,86.0,"[TG(58:7),TG(57:0)]_FA18:1",702.0,M2,"[TG(58:7),TG(57:0)]_FA18:1-FAD131-M2-5xFAD-liver",7337.720703125,950.9,651.6,14.26,12012023_FAD131_M2_5xFAD_liver_O3on_01,950.9 -> 651.6
99,liver,FAD131,14.26,5xFAD,116.0,"[TG(58:7),TG(57:0)]_FA18:1",703.0,M4,"[TG(58:7),TG(57:0)]_FA18:1-FAD131-M4-5xFAD-liver",2546.500244140625,950.9,651.6,14.08,12012023_FAD131_M4_5xFAD_liver_O3on_01,950.9 -> 651.6
100,liver,FAD173,14.26,5xFAD,146.0,"[TG(58:7),TG(57:0)]_FA18:1",704.0,M1,"[TG(58:7),TG(57:0)]_FA18:1-FAD173-M1-5xFAD-liver",3385.34033203125,950.9,651.6,14.26,12012023_FAD173_M1_5xFAD_liver_O3on_01,950.9 -> 651.6
101,liver,DOD73,17.19,5xFAD,27.0,"[TG(59:11),TG(58:4)]_FA18:1",715.0,M2,"[TG(59:11),TG(58:4)]_FA18:1-DOD73-M2-5xFAD-liver",5709.68017578125,956.9,657.6,17.19,12012023_DOD73_M2_5xFAD_liver_O3on_01,956.9 -> 657.6
102,liver,FAD131,17.19,5xFAD,57.0,"[TG(59:11),TG(58:4)]_FA18:1",716.0,M1,"[TG(59:11),TG(58:4)]_FA18:1-FAD131-M1-5xFAD-liver",22233.720703125,956.9,657.6,17.19,12012023_FAD131_M1_5xFAD_liver_O3on_01,956.9 -> 657.6
103,liver,FAD131,17.19,5xFAD,87.0,"[TG(59:11),TG(58:4)]_FA18:1",717.0,M2,"[TG(59:11),TG(58:4)]_FA18:1-FAD131-M2-5xFAD-liver",13783.640625,956.9,657.6,17.14,12012023_FAD131_M2_5xFAD_liver_O3on_01,956.9 -> 657.6
104,liver,FAD131,17.19,5xFAD,117.0,"[TG(59:11),TG(58:4)]_FA18:1",718.0,M4,"[TG(59:11),TG(58:4)]_FA18:1-FAD131-M4-5xFAD-liver",1691.0401611328125,956.9,657.6,17.19,12012023_FAD131_M4_5xFAD_liver_O3on_01,956.9 -> 657.6
105,liver,FAD173,17.19,5xFAD,147.0,"[TG(59:11),TG(58:4)]_FA18:1",719.0,M1,"[TG(59:11),TG(58:4)]_FA18:1-FAD173-M1-5xFAD-liver",14153.8212890625,956.9,657.6,17.19,12012023_FAD173_M1_5xFAD_liver_O3on_01,956.9 -> 657.6
106,liver,DOD73,16.03,5xFAD,28.0,"[TG(59:12),TG(58:5)]_FA18:1",710.0,M2,"[TG(59:12),TG(58:5)]_FA18:1-DOD73-M2-5xFAD-liver",1609.64013671875,954.8,655.5,16.03,12012023_DOD73_M2_5xFAD_liver_O3on_01,954.8 -> 655.5
107,liver,FAD131,16.03,5xFAD,58.0,"[TG(59:12),TG(58:5)]_FA18:1",711.0,M1,"[TG(59:12),TG(58:5)]_FA18:1-FAD131-M1-5xFAD-liver",3610.600341796875,954.8,655.5,16.03,12012023_FAD131_M1_5xFAD_liver_O3on_01,954.8 -> 655.5
108,liver,FAD131,16.03,5xFAD,88.0,"[TG(59:12),TG(58:5)]_FA18:1",712.0,M2,"[TG(59:12),TG(58:5)]_FA18:1-FAD131-M2-5xFAD-liver",2461.340087890625,954.8,655.5,16.03,12012023_FAD131_M2_5xFAD_liver_O3on_01,954.8 -> 655.5
109,liver,FAD173,16.03,5xFAD,148.0,"[TG(59:12),TG(58:5)]_FA18:1",714.0,M1,"[TG(59:12),TG(58:5)]_FA18:1-FAD173-M1-5xFAD-liver",2787.2001953125,954.8,655.5,16.03,12012023_FAD173_M1_5xFAD_liver_O3on_01,954.8 -> 655.5
110,liver,DOD73,15.54,5xFAD,29.0,"[TG(59:13),TG(58:6)]_FA18:1",705.0,M2,"[TG(59:13),TG(58:6)]_FA18:1-DOD73-M2-5xFAD-liver",1133.56005859375,952.8,653.5,15.54,12012023_DOD73_M2_5xFAD_liver_O3on_01,952.8 -> 653.5
111,liver,FAD131,15.5,5xFAD,59.0,"[TG(59:13),TG(58:6)]_FA18:1",706.0,M1,"[TG(59:13),TG(58:6)]_FA18:1-FAD131-M1-5xFAD-liver",3182.480224609375,952.8,653.5,15.32,12012023_FAD131_M1_5xFAD_liver_O3on_01,952.8 -> 653.5
112,liver,FAD131,15.5,5xFAD,89.0,"[TG(59:13),TG(58:6)]_FA18:1",707.0,M2,"[TG(59:13),TG(58:6)]_FA18:1-FAD131-M2-5xFAD-liver",3410.2001953125,952.8,653.5,15.5,12012023_FAD131_M2_5xFAD_liver_O3on_01,952.8 -> 653.5
113,liver,FAD131,15.5,5xFAD,119.0,"[TG(59:13),TG(58:6)]_FA18:1",708.0,M4,"[TG(59:13),TG(58:6)]_FA18:1-FAD131-M4-5xFAD-liver",1250.7401123046875,952.8,653.5,15.28,12012023_FAD131_M4_5xFAD_liver_O3on_01,952.8 -> 653.5
114,liver,FAD173,15.5,5xFAD,149.0,"[TG(59:13),TG(58:6)]_FA18:1",709.0,M1,"[TG(59:13),TG(58:6)]_FA18:1-FAD173-M1-5xFAD-liver",1850.68017578125,952.8,653.5,15.5,12012023_FAD173_M1_5xFAD_liver_O3on_01,952.8 -> 653.5
